,0
0,18.6437261337582
1,13.643726133758202
2,16.6437261337582
3,15.643726133758202
4,14.643726133758202
5,13.643726133758202
6,12.643726133758202
7,14.643726133758202
8,14.643726133758202
9,17.6437261337582
10,17.6437261337582
11,9.643726133758202
12,15.643726133758202
13,18.6437261337582
14,10.643726133758202
15,12.643726133758202
16,10.643726133758202
17,16.6437261337582
18,15.643726133758202
19,16.6437261337582
20,17.6437261337582
21,9.643726133758202
22,13.643726133758202
23,10.643726133758202
24,11.643726133758202
25,16.6437261337582
26,18.6437261337582
27,12.643726133758202
28,13.643726133758202
29,11.643726133758202
30,15.643726133758202
31,16.6437261337582
32,14.643726133758202
33,10.643726133758202
34,15.643726133758202
35,18.6437261337582
36,10.643726133758202
37,14.643726133758202
38,11.643726133758202
39,16.6437261337582
40,12.643726133758202
41,15.643726133758202
42,16.6437261337582
43,15.643726133758202
44,17.6437261337582
45,16.6437261337582
46,10.643726133758202
47,11.643726133758202
48,17.6437261337582
49,9.643726133758202
50,14.643726133758202
51,14.643726133758202
52,11.643726133758202
53,12.643726133758202
54,14.643726133758202
55,16.6437261337582
56,15.643726133758202
57,17.6437261337582
58,9.643726133758202
59,12.643726133758202
60,13.643726133758202
61,14.643726133758202
62,7.376558774157015
63,14.376558774157015
64,19.376558774157015
65,10.376558774157015
66,11.376558774157015
67,11.376558774157015
68,12.376558774157015
69,15.376558774157015
70,15.376558774157015
71,13.376558774157015
72,8.376558774157015
73,10.376558774157015
74,9.376558774157015
75,12.376558774157015
76,7.376558774157015
77,11.376558774157015
78,13.376558774157015
79,11.376558774157015
80,10.376558774157015
81,14.376558774157015
82,8.376558774157015
83,12.376558774157015
84,12.376558774157015
85,10.376558774157015
86,11.376558774157015
87,13.376558774157015
88,9.376558774157015
89,12.376558774157015
90,10.376558774157015
91,9.376558774157015
92,13.376558774157015
93,14.376558774157015
94,13.376558774157015
95,13.376558774157015
96,13.376558774157015
97,14.376558774157015
98,11.376558774157015
99,12.376558774157015
100,7.376558774157015
101,17.376558774157015
102,8.376558774157015
103,11.376558774157015
104,12.376558774157015
105,6.376558774157015
106,5.376558774157015
107,12.376558774157015
108,11.376558774157015
109,11.376558774157015
110,10.376558774157015
111,9.376558774157015
112,11.376558774157015
113,6.376558774157015
114,15.376558774157015
115,12.376558774157015
116,6.376558774157015
117,7.376558774157015
118,13.376558774157015
119,12.376558774157015
120,9.376558774157015
121,7.376558774157015
122,8.376558774157015
123,9.376558774157015
124,8.376558774157015
125,8.376558774157015
126,15.376558774157015
127,13.376558774157015
128,14.376558774157015
129,7.376558774157015
130,12.376558774157015
131,15.376558774157015
132,12.376558774157015
133,6.376558774157015
134,11.376558774157015
135,13.376558774157015
136,14.376558774157015
137,11.376558774157015
138,13.376558774157015
139,9.376558774157015
140,12.376558774157015
141,9.376558774157015
142,11.376558774157015
143,7.376558774157015
144,10.376558774157015
145,6.376558774157015
146,6.376558774157015
147,11.376558774157015
148,11.376558774157015
149,16.376558774157015
150,11.376558774157015
151,10.376558774157015
152,16.95253359296513
153,11.952533592965128
154,8.952533592965128
155,12.952533592965128
156,12.952533592965128
157,14.952533592965128
158,16.95253359296513
159,14.952533592965128
160,14.952533592965128
161,16.95253359296513
162,9.952533592965128
163,13.952533592965128
164,14.952533592965128
165,10.952533592965128
166,14.952533592965128
167,9.952533592965128
168,10.952533592965128
169,11.952533592965128
170,14.952533592965128
171,8.952533592965128
172,17.95253359296513
173,10.952533592965128
174,14.952533592965128
175,12.952533592965128
176,13.952533592965128
177,11.952533592965128
178,9.952533592965128
179,13.952533592965128
180,21.95253359296513
181,11.952533592965128
182,15.952533592965128
183,14.952533592965128
184,13.952533592965128
185,13.952533592965128
186,13.952533592965128
187,13.952533592965128
188,8.952533592965128
189,13.952533592965128
190,12.952533592965128
191,10.952533592965128
192,18.95253359296513
193,16.95253359296513
194,7.952533592965128
195,10.952533592965128
196,17.95253359296513
197,13.952533592965128
198,8.952533592965128
199,17.95253359296513
200,14.952533592965128
201,13.952533592965128
202,15.952533592965128
203,13.952533592965128
204,9.952533592965128
205,8.952533592965128
206,15.952533592965128
207,12.952533592965128
208,13.952533592965128
209,15.952533592965128
210,15.952533592965128
211,12.952533592965128
212,12.952533592965128
213,16.95253359296513
214,17.95253359296513
215,19.95253359296513
216,11.952533592965128
217,15.952533592965128
218,9.952533592965128
219,14.952533592965128
220,15.952533592965128
221,8.952533592965128
222,14.952533592965128
223,15.952533592965128
224,16.95253359296513
225,14.952533592965128
226,13.952533592965128
227,9.952533592965128
228,15.952533592965128
229,10.952533592965128
230,11.952533592965128
231,12.952533592965128
232,13.952533592965128
233,14.952533592965128
234,15.952533592965128
235,17.95253359296513
236,11.952533592965128
237,9.952533592965128
238,13.952533592965128
239,11.952533592965128
240,13.952533592965128
241,15.952533592965128
242,27.0
243,30.0
244,32.0
245,29.0
246,32.0
247,26.0
248,14.0
249,14.0
250,26.0
251,32.0
252,40.0
253,29.0
254,35.0
255,38.0
256,31.0
257,33.0
258,31.0
259,23.0
260,17.0
261,16.0
262,33.0
263,36.0
264,39.0
265,28.0
266,30.0
267,35.0
268,38.0
269,44.0
270,44.0
271,40.0
272,33.0
273,25.0
274,37.0
275,44.0
276,55.0
277,51.0
278,76.0
279,95.0
280,100.0
281,97.0
282,85.0
283,54.0
284,47.0
285,40.0
286,52.0
287,67.0
288,70.0
289,58.0
290,56.0
291,59.0
292,57.0
293,67.0
294,60.0
295,44.0
296,32.0
297,29.0
298,41.0
299,45.0
300,48.0
301,40.0
302,40.0
303,41.0
304,45.0
305,46.0
306,42.0
307,32.0
308,25.0
309,21.0
310,31.0
311,41.0
312,53.0
313,57.0
314,44.0
315,45.0
316,39.0
317,37.0
318,33.0
319,23.0
320,18.0
321,18.0
322,22.0
323,26.0
324,28.0
325,24.0
326,26.0
327,27.0
328,27.0
329,23.0
330,24.0
331,19.0
332,16.0
333,17.0
334,22.0
335,23.0
336,27.0
337,21.0
338,24.0
339,26.0
340,24.0
341,19.0
342,19.0
343,14.0
344,13.0
345,13.0
346,17.0
347,19.0
348,23.0
349,17.0
350,17.0
351,18.0
352,17.0
353,18.0
354,19.0
355,13.0
356,11.0
357,11.0
358,15.0
359,16.0
360,17.0
361,14.0
362,19.0
363,17.0
364,16.0
365,16.0
366,18.0
367,14.0
368,10.0
369,11.0
370,17.0
371,16.0
372,17.0
373,12.0
374,14.0
375,16.0
376,16.0
377,15.0
378,15.0
379,12.0
380,10.0
381,11.0
382,14.0
383,15.0
384,18.0
385,20.0
386,15.0
387,16.0
388,16.0
389,16.0
390,17.0
391,12.0
392,10.0
393,10.0
394,13.0
395,15.0
396,21.0
397,15.0
398,17.0
399,18.0
400,16.0
401,15.0
402,16.0
403,15.0
404,11.0
405,11.0
406,15.0
407,14.0
408,15.0
409,14.0
410,16.0
411,14.0
412,13.0
413,13.0
414,13.0
415,10.0
416,9.0
417,10.0
418,11.0
419,15.0
420,15.0
421,12.0
422,15.0
423,18.0
424,16.0
425,15.0
426,17.0
427,13.0
428,12.0
429,12.0
430,15.0
