48.94,-123.74,4.0
48.82,-124.13,4.0
48.83,-124.05,4.0
48.43,-123.44,4.0
48.99,-123.57,4.0
48.57,-123.53,4.0
48.76,-123.29,4.0
48.62,-123.42,4.0
48.89,-123.55,4.0
48.65,-123.63,4.0
48.41,-123.32,4.0
48.34,-123.54,4.0
49.35,-124.16,4.0
49.95,-125.27,4.0
50.0,-125.2,4.0
50.33,-125.45,4.0
49.72,-124.9,4.0
50.07,-124.95,4.0
49.76,-125.0,4.0
49.39,-124.62,4.0
50.02,-125.3,4.0
49.34,-124.98,4.0
49.38,-126.54,4.0
49.6,-126.62,4.0
48.72,-125.1,4.0
50.53,-127.65,4.0
50.44,-128.03,4.0
49.08,-125.77,4.0
48.95,-125.53,4.0
49.39,-123.54,4.0
49.47,-123.91,4.0
49.83,-124.5,4.0
50.13,-122.95,5.0
54.26,-133.06,4.0
51.6,-127.86,4.0
52.64,-128.52,4.0
53.49,-130.64,4.0
52.19,-128.11,4.0
51.25,-127.84,4.0
54.57,-130.71,4.0
52.27,-128.41,4.0
53.56,-127.94,5.0
54.05,-128.63,5.0
54.01,-128.71,5.0
52.26,-128.72,4.0
54.5,-128.62,5.0
54.4,-126.67,7.0
54.82,-127.18,7.0
54.46,-124.29,7.0
52.53,-122.29,7.0
53.88,-122.77,7.0
49.24,-121.76,4.0
49.28,-122.92,4.0
49.11,-122.7,4.0
49.01,-123.09,4.0
49.26,-122.57,4.0
49.15,-122.27,4.0
49.38,-123.08,5.0
49.28,-122.88,4.0
49.17,-123.09,4.0
49.33,-123.26,4.0
49.11,-122.11,4.0
49.3,-123.12,4.0
50.07,-122.95,11.0
49.02,-122.78,4.0
49.27,-121.23,5.0
50.11,-120.8,5.0
50.06,-119.45,5.0
49.18,-119.54,5.0
49.78,-119.72,5.0
49.47,-120.51,6.0
50.36,-119.06,7.0
49.3,-117.63,5.0
49.34,-117.77,5.0
50.24,-116.97,5.0
49.91,-116.92,5.0
50.0,-117.37,5.0
49.49,-115.07,6.0
49.52,-115.46,6.0
49.63,-115.96,6.0
50.63,-116.06,6.0
52.13,-119.29,6.0
51.29,-120.18,6.0
50.94,-120.8,7.0
