Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2009/1/3,2009,1,3,,-0.1,,-7.1,,-3.6,,21.6,,0,,,M,,M,,M,,,,,<31,
2009/1/4,2009,1,4,,1.4,,-8,,-3.3,,21.3,,0,,,M,,M,,M,,,,,<31,
2009/1/5,2009,1,5,,2,,-5.6,,-1.8,,19.8,,0,,,M,,M,,M,,,,,<31,
2009/1/6,2009,1,6,,-0.1,,-6.6,,-3.4,,21.4,,0,,,M,,M,,M,,,,,<31,
2009/1/7,2009,1,7,,1.2,,-1.3,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2009/1/8,2009,1,8,,-1,,-7.2,,-4.1,,22.1,,0,,,M,,M,,M,,,26,E,33,E
2009/1/9,2009,1,9,,-4.7,,-8.3,,-6.5,,24.5,,0,,,M,,M,,M,,,,,<31,
2009/1/10,2009,1,10,,-2.5,,-9.3,,-5.9,,23.9,,0,,,M,,M,,M,,,5,E,56,E
2009/1/11,2009,1,11,,-4.8,,-9.8,,-7.3,,25.3,,0,,,M,,M,,M,,,,,<31,
2009/1/12,2009,1,12,,-1.7,,-9.6,,-5.7,,23.7,,0,,,M,,M,,M,,,,,<31,
2009/1/13,2009,1,13,,1.5,,-13.3,,-5.9,,23.9,,0,,,M,,M,,M,,,30,E,52,E
2009/1/14,2009,1,14,,-11.3,,-17.9,,-14.6,,32.6,,0,,,M,,M,,M,,,,,<31,
2009/1/15,2009,1,15,,-9.9,,-15.4,,-12.7,,30.7,,0,,,M,,M,,M,,,36,E,33,E
2009/1/16,2009,1,16,,-11.9,,-16.9,,-14.4,,32.4,,0,,,M,,M,,M,,,27,E,35,E
2009/1/17,2009,1,17,,-5.9,,-17.1,,-11.5,,29.5,,0,,,M,,M,,M,,,19,E,32,E
2009/1/18,2009,1,18,,-1.7,,-7.4,,-4.6,,22.6,,0,,,M,,M,,M,,,,,<31,
2009/1/19,2009,1,19,,-5.6,,-11.2,,-8.4,,26.4,,0,,,M,,M,,M,,,,,<31,
2009/1/20,2009,1,20,,-6.4,E,-13.1,E,-9.8,E,27.8,E,0,E,,M,,M,,M,,,,,<31,
2009/1/21,2009,1,21,,-3.9,,-15.9,,-9.9,,27.9,,0,,,M,,M,,M,,,25,E,32,E
2009/1/22,2009,1,22,,-1.2,,-3.9,,-2.6,,20.6,,0,,,M,,M,,M,,,,,<31,
2009/1/23,2009,1,23,,4.3,,-4.4,,-0.1,,18.1,,0,,,M,,M,,M,,,27,E,43,E
2009/1/24,2009,1,24,,-4.4,,-12.9,,-8.7,,26.7,,0,,,M,,M,,M,,,31,E,39,E
2009/1/25,2009,1,25,,-8.3,,-13.9,,-11.1,,29.1,,0,,,M,,M,,M,,,,,<31,
2009/1/26,2009,1,26,,-7.4,,-14.3,,-10.9,,28.9,,0,,,M,,M,,M,,,,,<31,
2009/1/27,2009,1,27,,-3.5,,-10.8,,-7.2,,25.2,,0,,,M,,M,,M,,,,,<31,
2009/1/28,2009,1,28,,-2.6,,-8.9,,-5.8,,23.8,,0,,,M,,M,,M,,,27,E,32,E
2009/1/29,2009,1,29,,-2.1,,-9.3,,-5.7,,23.7,,0,,,M,,M,,M,,,22,E,37,E
2009/1/30,2009,1,30,,-2.3,,-10.3,,-6.3,,24.3,,0,,,M,,M,,M,,,27,E,33,E
2009/1/31,2009,1,31,,-3.6,,-13.1,,-8.4,,26.4,,0,,,M,,M,,M,,,22,E,41,E
2009/2/1,2009,2,1,,4.4,,-3.6,,0.4,,17.6,,0,,,M,,M,,M,,,25,E,35,E
2009/2/2,2009,2,2,,3.6,,-6.5,,-1.5,,19.5,,0,,,M,,M,,M,,,,,<31,
2009/2/3,2009,2,3,,-1.9,,-6.5,,-4.2,,22.2,,0,,,M,,M,,M,,,,,<31,
2009/2/4,2009,2,4,,-6.2,,-15.7,,-11,,29,,0,,,M,,M,,M,,,36,E,35,E
2009/2/5,2009,2,5,,-7.4,,-18.6,,-13,,31,,0,,,M,,M,,M,,,,,<31,
2009/2/6,2009,2,6,,-1.2,,-9.9,,-5.6,,23.6,,0,,,M,,M,,M,,,,,<31,
2009/2/7,2009,2,7,,9.3,,-8.4,,0.5,,17.5,,0,,,M,,M,,M,,,23,E,44,E
2009/2/8,2009,2,8,,4.8,,-1.6,,1.6,,16.4,,0,,,M,,M,,M,,,31,E,33,E
2009/2/9,2009,2,9,,2.1,,-3.1,,-0.5,,18.5,,0,,,M,,M,,M,,,,,<31,
2009/2/10,2009,2,10,,11.1,,1.3,,6.2,,11.8,,0,,,M,,M,,M,,,22,E,33,E
2009/2/11,2009,2,11,,9.6,,3.8,,6.7,,11.3,,0,,,M,,M,,M,,,22,E,32,E
2009/2/12,2009,2,12,,8.4,,1.9,,5.2,,12.8,,0,,,M,,M,,M,,,27,E,61,E
2009/2/13,2009,2,13,,1.9,,-5,,-1.6,,19.6,,0,,,M,,M,,M,,,,,<31,
2009/2/14,2009,2,14,,-0.8,,-5.8,,-3.3,,21.3,,0,,,M,,M,,M,,,,,<31,
2009/2/15,2009,2,15,,2.2,,-6,,-1.9,,19.9,,0,,,M,,M,,M,,,,,<31,
2009/2/16,2009,2,16,,1.9,,-4.4,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
2009/2/17,2009,2,17,,1.2,,-5,,-1.9,,19.9,,0,,,M,,M,,M,,,19,E,33,E
2009/2/18,2009,2,18,,2.5,,-0.6,,1,,17,,0,,,M,,M,,M,,,,,<31,
2009/2/19,2009,2,19,,2.4,,-7,,-2.3,,20.3,,0,,,M,,M,,M,,,27,E,48,E
2009/2/20,2009,2,20,,-2.2,,-7.2,,-4.7,,22.7,,0,,,M,,M,,M,,,27,E,46,E
2009/2/21,2009,2,21,,0.1,,-6.4,,-3.2,,21.2,,0,,,M,,M,,M,,,10,E,39,E
2009/2/22,2009,2,22,,-2.2,,-6.6,,-4.4,,22.4,,0,,,M,,M,,M,,,27,E,46,E
2009/2/23,2009,2,23,,-4.9,,-9.8,,-7.4,,25.4,,0,,,M,,M,,M,,,32,E,39,E
2009/2/24,2009,2,24,,-0.9,,-11.2,,-6.1,,24.1,,0,,,M,,M,,M,,,,,<31,
2009/2/25,2009,2,25,,5.7,,-5.6,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
2009/2/26,2009,2,26,,5.7,,2.3,,4,,14,,0,,,M,,M,,M,,,,,<31,
2009/2/27,2009,2,27,,10.2,,-8.9,,0.7,,17.3,,0,,,M,,M,,M,,,19,E,52,E
2009/2/28,2009,2,28,,-7.1,,-14,,-10.6,,28.6,,0,,,M,,M,,M,,,,,<31,
2009/3/1,2009,3,1,,-3.5,,-10.2,,-6.9,,24.9,,0,,,M,,M,,M,,,36,E,46,E
2009/3/2,2009,3,2,,-8.4,,-13.1,,-10.8,,28.8,,0,,,M,,M,,M,,,36,E,44,E
2009/3/3,2009,3,3,,-3.8,,-13.2,,-8.5,,26.5,,0,,,M,,M,,M,,,36,E,37,E
2009/3/4,2009,3,4,,2.1,,-8.7,,-3.3,,21.3,,0,,,M,,M,,M,,,,,<31,
2009/3/5,2009,3,5,,12,,-4,,4,,14,,0,,,M,,M,,M,,,22,E,39,E
2009/3/6,2009,3,6,,16,,3.2,,9.6,,8.4,,0,,,M,,M,,M,,,,,<31,
2009/3/7,2009,3,7,,3.5,,1.4,,2.5,,15.5,,0,,,M,,M,,M,,,,,<31,
2009/3/8,2009,3,8,,4.3,,1.9,,3.1,,14.9,,0,,,M,,M,,M,,,5,E,44,E
2009/3/9,2009,3,9,,4.4,,1.3,,2.9,,15.1,,0,,,M,,M,,M,,,35,E,37,E
2009/3/10,2009,3,10,,3.2,,1.1,,2.2,,15.8,,0,,,M,,M,,M,,,,,<31,
2009/3/11,2009,3,11,,8.9,,-3.2,,2.9,,15.1,,0,,,M,,M,,M,,,27,E,59,E
2009/3/12,2009,3,12,,-2.8,,-6.7,,-4.8,,22.8,,0,,,M,,M,,M,,,30,E,32,E
2009/3/13,2009,3,13,,-0.5,,-7.3,,-3.9,,21.9,,0,,,M,,M,,M,,,,,<31,
2009/3/14,2009,3,14,,8,,-2.7,,2.7,,15.3,,0,,,M,,M,,M,,,,,<31,
2009/3/15,2009,3,15,,3.6,,-1.4,,1.1,,16.9,,0,,,M,,M,,M,,,,,<31,
2009/3/16,2009,3,16,,5.2,,0.2,,2.7,,15.3,,0,,,M,,M,,M,,,,,<31,
2009/3/17,2009,3,17,,13.7,,0.6,,7.2,,10.8,,0,,,M,,M,,M,,,,,<31,
2009/3/18,2009,3,18,,14.2,,7.6,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
2009/3/19,2009,3,19,,7.6,,-2.2,,2.7,,15.3,,0,,,M,,M,,M,,,32,E,39,E
2009/3/20,2009,3,20,,,M,-3.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/3/21,2009,3,21,,5.5,,-1.9,,1.8,,16.2,,0,,,M,,M,,M,,,,,<31,
2009/3/22,2009,3,22,,5.2,,-1.9,,1.7,,16.3,,0,,,M,,M,,M,,,1,E,33,E
2009/3/23,2009,3,23,,0.9,,-4,,-1.6,,19.6,,0,,,M,,M,,M,,,,,<31,
2009/3/24,2009,3,24,,2.3,,-1.2,,0.6,,17.4,,0,,,M,,M,,M,,,8,E,44,E
2009/3/25,2009,3,25,,7.2,,2.1,,4.7,,13.3,,0,,,M,,M,,M,,,,,<31,
2009/3/26,2009,3,26,,9.2,,3.4,,6.3,,11.7,,0,,,M,,M,,M,,,,,<31,
2009/3/27,2009,3,27,,5.3,,2.2,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
2009/3/28,2009,3,28,,7.4,,2,,4.7,,13.3,,0,,,M,,M,,M,,,,,<31,
2009/3/29,2009,3,29,,10,,3.5,,6.8,,11.2,,0,,,M,,M,,M,,,23,E,41,E
2009/3/30,2009,3,30,,3.8,,0.2,,2,,16,,0,,,M,,M,,M,,,30,E,43,E
2009/3/31,2009,3,31,,3.3,,-0.2,,1.6,,16.4,,0,,,M,,M,,M,,,,,<31,
2009/4/1,2009,4,1,,12.9,,3.1,,8,,10,,0,,,M,,M,,M,,,22,E,37,E
2009/4/2,2009,4,2,,11.9,,3.3,,7.6,,10.4,,0,,,M,,M,,M,,,,,<31,
2009/4/3,2009,4,3,,7.4,,3.6,,5.5,,12.5,,0,,,M,,M,,M,,,27,E,50,E
2009/4/4,2009,4,4,,6.6,,2.9,,4.8,,13.2,,0,,,M,,M,,M,,,29,E,56,E
2009/4/5,2009,4,5,,8.8,,1.6,,5.2,,12.8,,0,,,M,,M,,M,,,,,<31,
2009/4/6,2009,4,6,,4.7,,-1.8,,1.5,,16.5,,0,,,M,,M,,M,,,5,E,69,E
2009/4/7,2009,4,7,,0.8,,-2.8,,-1,,19,,0,,,M,,M,,M,,,30,E,39,E
2009/4/8,2009,4,8,,8.9,,0.3,,4.6,,13.4,,0,,,M,,M,,M,,,27,E,39,E
2009/4/9,2009,4,9,,12,,2.9,,7.5,,10.5,,0,,,M,,M,,M,,,,,<31,
2009/4/10,2009,4,10,,5.5,,2.8,,4.2,,13.8,,0,,,M,,M,,M,,,,,<31,
2009/4/11,2009,4,11,,7.3,,1.8,,4.6,,13.4,,0,,,M,,M,,M,,,35,E,43,E
2009/4/12,2009,4,12,,5.2,,0.5,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
2009/4/13,2009,4,13,,4,,0.2,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
2009/4/14,2009,4,14,,5.7,,3.4,,4.6,,13.4,,0,,,M,,M,,M,,,,,<31,
2009/4/15,2009,4,15,,10.7,,4.9,,7.8,,10.2,,0,,,M,,M,,M,,,,,<31,
2009/4/16,2009,4,16,,8.9,,4.1,,6.5,,11.5,,0,,,M,,M,,M,,,,,<31,
2009/4/17,2009,4,17,,20.1,,5.3,,12.7,,5.3,,0,,,M,,M,,M,,,,,<31,
2009/4/18,2009,4,18,,22.2,,5,,13.6,,4.4,,0,,,M,,M,,M,,,29,E,35,E
2009/4/19,2009,4,19,,5.8,,4.1,,5,,13,,0,,,M,,M,,M,,,,,<31,
2009/4/20,2009,4,20,,8,,4.1,,6.1,,11.9,,0,,,M,,M,,M,,,,,<31,
2009/4/21,2009,4,21,,11.2,,6,,8.6,,9.4,,0,,,M,,M,,M,,,19,E,37,E
2009/4/22,2009,4,22,,7.6,,4.4,,6,,12,,0,,,M,,M,,M,,,,,<31,
2009/4/23,2009,4,23,,11.5,,4.3,,7.9,,10.1,,0,,,M,,M,,M,,,31,E,33,E
2009/4/24,2009,4,24,,11.6,,4.8,,8.2,,9.8,,0,,,M,,M,,M,,,,,<31,
2009/4/25,2009,4,25,,25.2,,9,,17.1,,0.9,,0,,,M,,M,,M,,,23,E,48,E
2009/4/26,2009,4,26,,16.8,,5.9,,11.4,,6.6,,0,,,M,,M,,M,,,,,<31,
2009/4/27,2009,4,27,,26,,5.8,,15.9,,2.1,,0,,,M,,M,,M,,,23,E,46,E
2009/4/28,2009,4,28,,17.8,,7.4,,12.6,,5.4,,0,,,M,,M,,M,,,35,E,35,E
2009/4/29,2009,4,29,,7.5,,5.3,,6.4,,11.6,,0,,,M,,M,,M,,,,,<31,
2009/4/30,2009,4,30,,17.6,,5.1,,11.4,,6.6,,0,,,M,,M,,M,,,19,E,56,E
2009/5/1,2009,5,1,,18.9,,8,,13.5,,4.5,,0,,,M,,M,,M,,,29,E,39,E
2009/5/2,2009,5,2,,15.1,,6.4,,10.8,,7.2,,0,,,M,,M,,M,,,23,E,35,E
2009/5/3,2009,5,3,,18.2,,8.4,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2009/5/4,2009,5,4,,12.5,,7.6,,10.1,,7.9,,0,,,M,,M,,M,,,,,<31,
2009/5/5,2009,5,5,,10,,8,,9,,9,,0,,,M,,M,,M,,,,,<31,
2009/5/6,2009,5,6,,10.7,,6.7,,8.7,,9.3,,0,,,M,,M,,M,,,,,<31,
2009/5/7,2009,5,7,,19.4,,8.4,,13.9,,4.1,,0,,,M,,M,,M,,,24,E,32,E
2009/5/8,2009,5,8,,22.6,,13.9,,18.3,,0,,0.3,,,M,,M,,M,,,24,E,35,E
2009/5/9,2009,5,9,,19.4,,8.8,,14.1,,3.9,,0,,,M,,M,,M,,,30,E,61,E
2009/5/10,2009,5,10,,10.1,,6.2,,8.2,,9.8,,0,,,M,,M,,M,,,31,E,35,E
2009/5/11,2009,5,11,,13.5,,4.5,,9,,9,,0,,,M,,M,,M,,,,,<31,
2009/5/12,2009,5,12,,16,,6.8,,11.4,,6.6,,0,,,M,,M,,M,,,,,<31,
2009/5/13,2009,5,13,,18,,7.2,,12.6,,5.4,,0,,,M,,M,,M,,,18,E,48,E
2009/5/14,2009,5,14,,21.9,,10.7,,16.3,,1.7,,0,,,M,,M,,M,,,20,E,65,E
2009/5/15,2009,5,15,,11.2,,8.5,,9.9,,8.1,,0,,,M,,M,,M,,,,,<31,
2009/5/16,2009,5,16,,19.3,,6.4,,12.9,,5.1,,0,,,M,,M,,M,,,31,E,43,E
2009/5/17,2009,5,17,,12.4,,5.2,,8.8,,9.2,,0,,,M,,M,,M,,,31,E,44,E
2009/5/18,2009,5,18,,14.9,,4.3,,9.6,,8.4,,0,,,M,,M,,M,,,,,<31,
2009/5/19,2009,5,19,,20.5,,8.6,,14.6,,3.4,,0,,,M,,M,,M,,,24,E,37,E
2009/5/20,2009,5,20,,26.1,,13.4,,19.8,,0,,1.8,,,M,,M,,M,,,23,E,37,E
2009/5/21,2009,5,21,,26.2,,16.4,,21.3,,0,,3.3,,,M,,M,,M,,,23,E,43,E
2009/5/22,2009,5,22,,19.9,,11.7,,15.8,,2.2,,0,,,M,,M,,M,,,,,<31,
2009/5/23,2009,5,23,,13.1,,10.5,,11.8,,6.2,,0,,,M,,M,,M,,,,,<31,
2009/5/24,2009,5,24,,17.5,,11.6,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2009/5/25,2009,5,25,,14.4,,10.6,,12.5,,5.5,,0,,,M,,M,,M,,,,,<31,
2009/5/26,2009,5,26,,11.1,,8.3,,9.7,,8.3,,0,,,M,,M,,M,,,,,<31,
2009/5/27,2009,5,27,,11.7,,9.2,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2009/5/28,2009,5,28,,16.5,,9.5,,13,,5,,0,,,M,,M,,M,,,,,<31,
2009/5/29,2009,5,29,,22.5,,11.5,,17,,1,,0,,,M,,M,,M,,,31,E,50,E
2009/5/30,2009,5,30,,20.1,,8.3,,14.2,,3.8,,0,,,M,,M,,M,,,22,E,35,E
2009/5/31,2009,5,31,,13.6,,6.7,,10.2,,7.8,,0,,,M,,M,,M,,,31,E,50,E
2009/6/1,2009,6,1,,17.7,,9.5,,13.6,,4.4,,0,,,M,,M,,M,,,,,<31,
2009/6/2,2009,6,2,,13.3,,9.9,,11.6,,6.4,,0,,,M,,M,,M,,,,,<31,
2009/6/3,2009,6,3,,19.1,,10.4,,14.8,,3.2,,0,,,M,,M,,M,,,,,<31,
2009/6/4,2009,6,4,,13.6,,9.3,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2009/6/5,2009,6,5,,15.1,,11,,13.1,,4.9,,0,,,M,,M,,M,,,,,<31,
2009/6/6,2009,6,6,,22.3,,14,,18.2,,0,,0.2,,,M,,M,,M,,,,,<31,
2009/6/7,2009,6,7,,14.2,,11.7,,13,,5,,0,,,M,,M,,M,,,,,<31,
2009/6/8,2009,6,8,,13,,10.9,,12,,6,,0,,,M,,M,,M,,,,,<31,
2009/6/9,2009,6,9,,,M,10.9,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/6/10,2009,6,10,,,M,11.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/6/11,2009,6,11,,16,,12.8,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2009/6/12,2009,6,12,,21.9,,15.3,,18.6,,0,,0.6,,,M,,M,,M,,,33,,37,
2009/6/13,2009,6,13,,22.6,,15.9,,19.3,,0,,1.3,,,M,,M,,M,,,30,,32,
2009/6/14,2009,6,14,,23.7,,13.5,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2009/6/15,2009,6,15,,23.8,,14.8,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2009/6/16,2009,6,16,,17.2,,15.4,,16.3,,1.7,,0,,,M,,M,,M,,,,,<31,
2009/6/17,2009,6,17,,16.6,,14.5,,15.6,,2.4,,0,,,M,,M,,M,,,5,,41,
2009/6/18,2009,6,18,,17.6,,13.4,,15.5,,2.5,,0,,,M,,M,,M,,,3,,37,
2009/6/19,2009,6,19,,18,,13.9,,16,,2,,0,,,M,,M,,M,,,,,<31,
2009/6/20,2009,6,20,,16.4,,14.2,,15.3,,2.7,,0,,,M,,M,,M,,,3,,33,
2009/6/21,2009,6,21,,24.7,,15.9,,20.3,,0,,2.3,,,M,,M,,M,,,33,,32,
2009/6/22,2009,6,22,,22.8,,18.6,,20.7,,0,,2.7,,,M,,M,,M,,,,,<31,
2009/6/23,2009,6,23,,24.8,,18.6,,21.7,,0,,3.7,,,M,,M,,M,,,,,<31,
2009/6/24,2009,6,24,,29.5,,20.3,,24.9,,0,,6.9,,,M,,M,,M,,,,,<31,
2009/6/25,2009,6,25,,28.3,,18.7,,23.5,,0,,5.5,,,M,,M,,M,,,35,,48,
2009/6/26,2009,6,26,,27.2,,20.2,,23.7,,0,,5.7,,,M,,M,,M,,,31,,41,
2009/6/27,2009,6,27,,27.4,,17.4,,22.4,,0,,4.4,,,M,,M,,M,,,33,,32,
2009/6/28,2009,6,28,,25.8,,18,,21.9,,0,,3.9,,,M,,M,,M,,,21,,41,
2009/6/29,2009,6,29,,24.6,,16.4,,20.5,,0,,2.5,,,M,,M,,M,,,26,,46,
2009/6/30,2009,6,30,,20.9,,16.8,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2009/7/1,2009,7,1,,22.1,,15.7,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2009/7/2,2009,7,2,,20.6,,17.3,,19,,0,,1,,,M,,M,,M,,,,,<31,
2009/7/3,2009,7,3,,21.6,,15.5,,18.6,,0,,0.6,,,M,,M,,M,,,28,,39,
2009/7/4,2009,7,4,,22,,13.2,,17.6,,0.4,,0,,,M,,M,,M,,,31,,37,
2009/7/5,2009,7,5,,26,,14.7,,20.4,,0,,2.4,,,M,,M,,M,,,29,,35,
2009/7/6,2009,7,6,,24.3,,15.9,,20.1,,0,,2.1,,,M,,M,,M,,,30,,33,
2009/7/7,2009,7,7,,19.2,,14.8,,17,,1,,0,,,M,,M,,M,,,28,,37,
2009/7/8,2009,7,8,,21.9,,15.2,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2009/7/9,2009,7,9,,18.8,,15.3,,17.1,,0.9,,0,,,M,,M,,M,,,,,<31,
2009/7/10,2009,7,10,,27.1,,16.5,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2009/7/11,2009,7,11,,27.1,,15.7,,21.4,,0,,3.4,,,M,,M,,M,,,18,,70,
2009/7/12,2009,7,12,,22.7,,13.1,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2009/7/13,2009,7,13,,22.3,,13.4,,17.9,,0.1,,0,,,M,,M,,M,,,28,,41,
2009/7/14,2009,7,14,,24.4,,13.2,,18.8,,0,,0.8,,,M,,M,,M,,,,,<31,
2009/7/15,2009,7,15,,20.3,,13,,16.7,,1.3,,0,,,M,,M,,M,,,,,<31,
2009/7/16,2009,7,16,,26.5,,16.8,,21.7,,0,,3.7,,,M,,M,,M,,,,,<31,
2009/7/17,2009,7,17,,20.1,,15.5,,17.8,,0.2,,0,,,M,,M,,M,,,16,,32,
2009/7/18,2009,7,18,,20.9,,14.7,,17.8,,0.2,,0,,,M,,M,,M,,,29,,37,
2009/7/19,2009,7,19,,21.7,,15.3,,18.5,,0,,0.5,,,M,,M,,M,,,,,<31,
2009/7/20,2009,7,20,,18.7,,13.1,,15.9,,2.1,,0,,,M,,M,,M,,,,,<31,
2009/7/21,2009,7,21,,17.8,,14.5,,16.2,,1.8,,0,,,M,,M,,M,,,,,<31,
2009/7/22,2009,7,22,,18.7,,14.4,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2009/7/23,2009,7,23,,22.6,,15.2,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2009/7/24,2009,7,24,,24.2,,17.2,,20.7,,0,,2.7,,,M,,M,,M,,,21,,35,
2009/7/25,2009,7,25,,23.5,,17.7,,20.6,,0,,2.6,,,M,,M,,M,,,17,,32,
2009/7/26,2009,7,26,,24.4,,16.6,,20.5,,0,,2.5,,,M,,M,,M,,,22,,43,
2009/7/27,2009,7,27,,25.4,,17.8,,21.6,,0,,3.6,,,M,,M,,M,,,22,,32,
2009/7/28,2009,7,28,,27.7,,20.8,,24.3,,0,,6.3,,,M,,M,,M,,,21,,44,
2009/7/29,2009,7,29,,22.2,,17.5,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2009/7/30,2009,7,30,,25.6,,15.7,,20.7,,0,,2.7,,,M,,M,,M,,,,,<31,
2009/7/31,2009,7,31,,27,,18.6,,22.8,,0,,4.8,,,M,,M,,M,,,18,,35,
2009/8/1,2009,8,1,,26.4,,17.2,,21.8,,0,,3.8,,,M,,M,,M,,,17,,41,
2009/8/2,2009,8,2,,24.8,,17.8,,21.3,,0,,3.3,,,M,,M,,M,,,25,,35,
2009/8/3,2009,8,3,,24.9,,16.7,,20.8,,0,,2.8,,,M,,M,,M,,,20,,43,
2009/8/4,2009,8,4,,26.7,,17.7,,22.2,,0,,4.2,,,M,,M,,M,,,33,,44,
2009/8/5,2009,8,5,,24.1,,14,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
