Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2004/1/2,2004,1,2,,8.7,,1.6,,5.2,,12.8,,0,,,M,,M,,M,,,,,<31,
2004/1/3,2004,1,3,,13.6,,5.2,,9.4,,8.6,,0,,,M,,M,,M,,,26,E,33,E
2004/1/4,2004,1,4,,5.9,,-0.2,,2.9,,15.1,,0,,,M,,M,,M,,,9,E,54,E
2004/1/5,2004,1,5,,-0.1,,-4.2,,-2.2,,20.2,,0,,,M,,M,,M,,,5,E,57,E
2004/1/6,2004,1,6,,-2.6,,-10.4,,-6.5,,24.5,,0,,,M,,M,,M,,,27,E,50,E
2004/1/7,2004,1,7,,-6.6,,-10.2,,-8.4,,26.4,,0,,,M,,M,,M,,,,,<31,
2004/1/8,2004,1,8,,-3.3,,-14.3,,-8.8,,26.8,,0,,,M,,M,,M,,,,M,39,E
2004/1/9,2004,1,9,,-14.3,,-19.9,,-17.1,,35.1,,0,,,M,,M,,M,,,,M,39,E
2004/1/10,2004,1,10,,-8.5,,-19.6,,-14.1,,32.1,,0,,,M,,M,,M,,,,,<31,
2004/1/11,2004,1,11,,0.3,,-8.6,,-4.2,,22.2,,0,,,M,,M,,M,,,23,E,41,E
2004/1/12,2004,1,12,,1,,-0.7,,0.2,,17.8,,0,,,M,,M,,M,,,23,E,35,E
2004/1/13,2004,1,13,,1,,-16.3,,-7.7,,25.7,,0,,,M,,M,,M,,,31,E,54,E
2004/1/14,2004,1,14,,-8.4,,-18.3,,-13.4,,31.4,,0,,,M,,M,,M,,,9,E,52,E
2004/1/15,2004,1,15,,-14.3,,-19.8,,-17.1,,35.1,,0,,,M,,M,,M,,,35,E,43,E
2004/1/16,2004,1,16,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/1/17,2004,1,17,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/1/18,2004,1,18,,-1.8,,-10.1,,-6,,24,,0,,,M,,M,,M,,,29,E,35,E
2004/1/19,2004,1,19,,-7.7,,-10.2,,-9,,27,,0,,,M,,M,,M,,,32,E,44,E
2004/1/20,2004,1,20,,-7.2,,-12.3,,-9.8,,27.8,,0,,,M,,M,,M,,,,,<31,
2004/1/21,2004,1,21,,-1,,-12.5,,-6.8,,24.8,,0,,,M,,M,,M,,,21,E,39,E
2004/1/22,2004,1,22,,0,,-13.7,,-6.9,,24.9,,0,,,M,,M,,M,,,29,E,56,E
2004/1/23,2004,1,23,,-9.6,,-15.7,,-12.7,,30.7,,0,,,M,,M,,M,,,27,E,32,E
2004/1/24,2004,1,24,,-11.4,,-16.4,,-13.9,,31.9,,0,,,M,,M,,M,,,33,E,43,E
2004/1/25,2004,1,25,,-6.9,,-15.6,,-11.3,,29.3,,0,,,M,,M,,M,,,9,E,41,E
2004/1/26,2004,1,26,,-5.2,,-7.4,,-6.3,,24.3,,0,,,M,,M,,M,,,9,E,72,E
2004/1/27,2004,1,27,,-1.5,,-5.8,,-3.7,,21.7,,0,,,M,,M,,M,,,9,E,46,E
2004/1/28,2004,1,28,,-3.4,,-7.2,,-5.3,,23.3,,0,,,M,,M,,M,,,27,E,43,E
2004/1/29,2004,1,29,,-7.2,,-12.9,,-10.1,,28.1,,0,,,M,,M,,M,,,27,E,43,E
2004/1/30,2004,1,30,,-8.2,,-13.4,,-10.8,,28.8,,0,,,M,,M,,M,,,,,<31,
2004/1/31,2004,1,31,,-4.6,,-9.3,,-7,,25,,0,,,M,,M,,M,,,,,<31,
2004/2/1,2004,2,1,,-3.6,,-6.7,,-5.2,,23.2,,0,,,M,,M,,M,,,,,<31,
2004/2/2,2004,2,2,,0.8,,-6.9,,-3.1,,21.1,,0,,,M,,M,,M,,,,,<31,
2004/2/3,2004,2,3,,3,,-0.4,,1.3,,16.7,,0,,,M,,M,,M,,,,,<31,
2004/2/4,2004,2,4,,1.6,,-8.4,,-3.4,,21.4,,0,,,M,,M,,M,,,,,<31,
2004/2/5,2004,2,5,,-1.1,,-10,,-5.6,,23.6,,0,,,M,,M,,M,,,6,E,44,E
2004/2/6,2004,2,6,,3.2,,-1.5,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
2004/2/7,2004,2,7,,0.2,,-11,,-5.4,,23.4,,0,,,M,,M,,M,,,33,E,37,E
2004/2/8,2004,2,8,,-1.7,,-12.4,,-7.1,,25.1,,0,,,M,,M,,M,,,23,E,33,E
2004/2/9,2004,2,9,,2.8,,-3.3,,-0.3,,18.3,,0,,,M,,M,,M,,,23,E,50,E
2004/2/10,2004,2,10,,0.9,,-3.1,,-1.1,,19.1,,0,,,M,,M,,M,,,22,E,35,E
2004/2/11,2004,2,11,,-1.3,E,-5.2,E,-3.3,E,21.3,E,0,E,,M,,M,,M,,,,M,,M
2004/2/12,2004,2,12,,-0.1,E,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/2/13,2004,2,13,,-0.6,,-2.9,,-1.8,,19.8,,0,,,M,,M,,M,,,23,E,48,E
2004/2/14,2004,2,14,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/2/15,2004,2,15,,-7.6,,-15.3,,-11.5,,29.5,,0,,,M,,M,,M,,,36,E,33,E
2004/2/16,2004,2,16,,-4.7,,-13.3,,-9,,27,,0,,,M,,M,,M,,,,,<31,
2004/2/17,2004,2,17,,-0.7,,-7.8,,-4.3,,22.3,,0,,,M,,M,,M,,,,,<31,
2004/2/18,2004,2,18,,1,,-6.1,,-2.6,,20.6,,0,,,M,,M,,M,,,,,<31,
2004/2/19,2004,2,19,,3.9,,-0.9,,1.5,,16.5,,0,,,M,,M,,M,,,,,<31,
2004/2/20,2004,2,20,,3.7,,0.8,,2.3,,15.7,,0,,,M,,M,,M,,,21,E,33,E
2004/2/21,2004,2,21,,3.7,,-0.7,,1.5,,16.5,,0,,,M,,M,,M,,,23,E,46,E
2004/2/22,2004,2,22,,3.1,,-2.2,,0.5,,17.5,,0,,,M,,M,,M,,,,,<31,
2004/2/23,2004,2,23,,-0.2,,-3.8,,-2,,20,,0,,,M,,M,,M,,,,,<31,
2004/2/24,2004,2,24,,3.2,,-3.2,,0,,18,,0,,,M,,M,,M,,,,,<31,
2004/2/25,2004,2,25,,3.1,,-4.5,,-0.7,,18.7,,0,,,M,,M,,M,,,,,<31,
2004/2/26,2004,2,26,,0.3,,-2.6,,-1.2,,19.2,,0,,,M,,M,,M,,,,,<31,
2004/2/27,2004,2,27,,4.3,,-3.5,,0.4,,17.6,,0,,,M,,M,,M,,,,,<31,
2004/2/28,2004,2,28,,8.1,,-1.7,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
2004/2/29,2004,2,29,,11.3,,0.9,,6.1,,11.9,,0,,,M,,M,,M,,,,,<31,
2004/3/1,2004,3,1,,10.6,,1.6,,6.1,,11.9,,0,,,M,,M,,M,,,,,<31,
2004/3/2,2004,3,2,,10.8,,3.8,,7.3,,10.7,,0,,,M,,M,,M,,,27,E,43,E
2004/3/3,2004,3,3,,6.1,,3.5,,4.8,,13.2,,0,,,M,,M,,M,,,,,<31,
2004/3/4,2004,3,4,,6.8,,2.6,,4.7,,13.3,,0,,,M,,M,,M,,,,,<31,
2004/3/5,2004,3,5,,17.6,,2.5,,10.1,,7.9,,0,,,M,,M,,M,,,22,E,52,E
2004/3/6,2004,3,6,,7.2,,0.7,,4,,14,,0,,,M,,M,,M,,,29,E,37,E
2004/3/7,2004,3,7,,3,,0,,1.5,,16.5,,0,,,M,,M,,M,,,,,<31,
2004/3/8,2004,3,8,,1.1,,-3.2,,-1.1,,19.1,,0,,,M,,M,,M,,,,,<31,
2004/3/9,2004,3,9,,2.1,,-4.4,,-1.2,,19.2,,0,,,M,,M,,M,,,,,<31,
2004/3/10,2004,3,10,,2.6,,-2.3,,0.2,,17.8,,0,,,M,,M,,M,,,,,<31,
2004/3/11,2004,3,11,,6.5,,-1.7,,2.4,,15.6,,0,,,M,,M,,M,,,18,E,41,E
2004/3/12,2004,3,12,,-1.7,,-4.4,,-3.1,,21.1,,0,,,M,,M,,M,,,27,E,52,E
2004/3/13,2004,3,13,,,M,-6.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2004/3/14,2004,3,14,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/3/15,2004,3,15,,2.3,,-2.5,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2004/3/16,2004,3,16,,-1.2,,-5.1,,-3.2,,21.2,,0,,,M,,M,,M,,,5,E,67,E
2004/3/17,2004,3,17,,-2.6,,-6.3,,-4.5,,22.5,,0,,,M,,M,,M,,,5,E,37,E
2004/3/18,2004,3,18,,1.4,,-5.6,,-2.1,,20.1,,0,,,M,,M,,M,,,,,<31,
2004/3/19,2004,3,19,,,M,-2.9,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/3/20,2004,3,20,,5.8,,0.5,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
2004/3/21,2004,3,21,,2.6,,-5.1,,-1.3,,19.3,,0,,,M,,M,,M,,,32,E,46,E
2004/3/22,2004,3,22,,-1.8,,-7.9,,-4.9,,22.9,,0,,,M,,M,,M,,,36,E,37,E
2004/3/23,2004,3,23,,4.5,,-1.8,,1.4,,16.6,,0,,,M,,M,,M,,,31,E,39,E
2004/3/24,2004,3,24,,8.3,,1.1,,4.7,,13.3,,0,,,M,,M,,M,,,18,E,39,E
2004/3/25,2004,3,25,,14.8,,8.2,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2004/3/26,2004,3,26,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/3/27,2004,3,27,,12.8,,3.4,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2004/3/28,2004,3,28,,5,,2.9,,4,,14,,0,,,M,,M,,M,,,,,<31,
2004/3/29,2004,3,29,,11.3,,2.9,,7.1,,10.9,,0,,,M,,M,,M,,,,,<31,
2004/3/30,2004,3,30,,11.3,,4.3,,7.8,,10.2,,0,,,M,,M,,M,,,,,<31,
2004/3/31,2004,3,31,,5.4,,3.1,,4.3,,13.7,,0,,,M,,M,,M,,,36,E,32,E
2004/4/1,2004,4,1,,5.3,E,2.4,E,3.9,E,14.1,E,0,E,,M,,M,,M,,,,M,,M
2004/4/2,2004,4,2,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/4/3,2004,4,3,,5.2,,1.9,,3.6,,14.4,,0,,,M,,M,,M,,,36,E,46,E
2004/4/4,2004,4,4,,1.9,,-1.6,,0.2,,17.8,,0,,,M,,M,,M,,,36,E,56,E
2004/4/5,2004,4,5,,4,,-4.1,,-0.1,,18.1,,0,,,M,,M,,M,,,35,E,43,E
2004/4/6,2004,4,6,,7.2,,-2.1,,2.6,,15.4,,0,,,M,,M,,M,,,,,<31,
2004/4/7,2004,4,7,,,M,2.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/4/8,2004,4,8,,6.1,,1.6,,3.9,,14.1,,0,,,M,,M,,M,,,,,<31,
2004/4/9,2004,4,9,,11.3,,2.9,,7.1,,10.9,,0,,,M,,M,,M,,,31,E,33,E
2004/4/10,2004,4,10,,8.1,,1,,4.6,,13.4,,0,,,M,,M,,M,,,,,<31,
2004/4/11,2004,4,11,,4.2,,0.7,,2.5,,15.5,,0,,,M,,M,,M,,,,,<31,
2004/4/12,2004,4,12,,4.4,,1,,2.7,,15.3,,0,,,M,,M,,M,,,6,E,46,E
2004/4/13,2004,4,13,,4.9,,2,,3.5,,14.5,,0,,,M,,M,,M,,,5,E,44,E
2004/4/14,2004,4,14,,12.1,,4.3,,8.2,,9.8,,0,,,M,,M,,M,,,36,E,37,E
2004/4/15,2004,4,15,,11.8,,3,,7.4,,10.6,,0,,,M,,M,,M,,,,,<31,
2004/4/16,2004,4,16,,6,,3.8,,4.9,,13.1,,0,,,M,,M,,M,,,,,<31,
2004/4/17,2004,4,17,,18.8,,4.9,,11.9,,6.1,,0,,,M,,M,,M,,,,,<31,
2004/4/18,2004,4,18,,20.1,,4.3,,12.2,,5.8,,0,,,M,,M,,M,,,10,E,57,E
2004/4/19,2004,4,19,,21.7,,6.7,,14.2,,3.8,,0,,,M,,M,,M,,,23,E,69,E
2004/4/20,2004,4,20,,7.2,,3.7,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
2004/4/21,2004,4,21,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
2004/4/22,2004,4,22,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/4/23,2004,4,23,,9.7,,4.3,,7,,11,,0,,,M,,M,,M,,,,,<31,
2004/4/24,2004,4,24,,10.2,,5.6,,7.9,,10.1,,0,,,M,,M,,M,,,,,<31,
2004/4/25,2004,4,25,,6.6,,3.2,,4.9,,13.1,,0,,,M,,M,,M,,,,,<31,
2004/4/26,2004,4,26,,14.2,,6.1,,10.2,,7.8,,0,,,M,,M,,M,,,31,E,32,E
2004/4/27,2004,4,27,,9,,1.1,,5.1,,12.9,,0,,,M,,M,,M,,,31,E,39,E
2004/4/28,2004,4,28,,14.5,,0.8,,7.7,,10.3,,0,,,M,,M,,M,,,18,E,41,E
2004/4/29,2004,4,29,,23.6,,13.7,,18.7,,0,,0.7,,,M,,M,,M,,,23,E,52,E
2004/4/30,2004,4,30,,22.7,,10,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
2004/5/1,2004,5,1,,18.5,E,10,E,14.3,E,3.7,E,0,E,,M,,M,,M,,,,M,,M
2004/5/2,2004,5,2,,8.8,,4.4,,6.6,,11.4,,0,,,M,,M,,M,,,36,E,39,E
2004/5/3,2004,5,3,,9.1,,3.3,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
2004/5/4,2004,5,4,,13.6,,2.1,,7.9,,10.1,,0,,,M,,M,,M,,,21,E,33,E
2004/5/5,2004,5,5,,11.6,,7.3,,9.5,,8.5,,0,,,M,,M,,M,,,31,E,35,E
2004/5/6,2004,5,6,,21.8,,7.2,,14.5,,3.5,,0,,,M,,M,,M,,,19,E,37,E
2004/5/7,2004,5,7,,16.1,,7,,11.6,,6.4,,0,,,M,,M,,M,,,35,E,33,E
2004/5/8,2004,5,8,,7,,4.3,,5.7,,12.3,,0,,,M,,M,,M,,,,,<31,
2004/5/9,2004,5,9,,10.4,,5.7,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2004/5/10,2004,5,10,,25.4,,6.6,,16,,2,,0,,,M,,M,,M,,,23,E,41,E
2004/5/11,2004,5,11,,17.8,,11.8,,14.8,,3.2,,0,,,M,,M,,M,,,,,<31,
2004/5/12,2004,5,12,,15.2,,9.5,,12.4,,5.6,,0,,,M,,M,,M,,,,,<31,
2004/5/13,2004,5,13,,15.7,,10.1,,12.9,,5.1,,0,,,M,,M,,M,,,,,<31,
2004/5/14,2004,5,14,,26.5,,11.3,,18.9,,0,,0.9,,,M,,M,,M,,,21,E,39,E
2004/5/15,2004,5,15,,19.9,,8.8,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2004/5/16,2004,5,16,,16.1,,8.4,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2004/5/17,2004,5,17,,19.1,,8.4,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
2004/5/18,2004,5,18,,22.1,,11.9,,17,,1,,0,,,M,,M,,M,,,,,<31,
2004/5/19,2004,5,19,,14,,10.5,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2004/5/20,2004,5,20,,23.7,,10.2,,17,,1,,0,,,M,,M,,M,,,22,E,39,E
2004/5/21,2004,5,21,,19.4,,11.6,,15.5,,2.5,,0,,,M,,M,,M,,,14,E,52,E
2004/5/22,2004,5,22,,12.3,,9.2,,10.8,,7.2,,0,,,M,,M,,M,,,5,E,39,E
2004/5/23,2004,5,23,,11.5,,9.7,,10.6,,7.4,,0,,,M,,M,,M,,,,,<31,
2004/5/24,2004,5,24,,22.6,,9.8,,16.2,,1.8,,0,,,M,,M,,M,,,22,E,39,E
2004/5/25,2004,5,25,,11.6,,9,,10.3,,7.7,,0,,,M,,M,,M,,,,,<31,
2004/5/26,2004,5,26,,20.6,,11,,15.8,,2.2,,0,,,M,,M,,M,,,,,<31,
2004/5/27,2004,5,27,,16.2,,10.1,,13.2,,4.8,,0,,,M,,M,,M,,,,,<31,
2004/5/28,2004,5,28,,16.2,,8.1,,12.2,,5.8,,0,,,M,,M,,M,,,32,E,33,E
2004/5/29,2004,5,29,,17.6,,7.8,,12.7,,5.3,,0,,,M,,M,,M,,,,,<31,
2004/5/30,2004,5,30,,13,,9.9,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2004/5/31,2004,5,31,,12.9,,7.9,,10.4,,7.6,,0,,,M,,M,,M,,,,,<31,
2004/6/1,2004,6,1,,22.1,,11.4,,16.8,,1.2,,0,,,M,,M,,M,,,24,E,50,E
2004/6/2,2004,6,2,,16.3,,11.5,,13.9,,4.1,,0,,,M,,M,,M,,,,,<31,
2004/6/3,2004,6,3,,20.3,,11.8,,16.1,,1.9,,0,,,M,,M,,M,,,31,E,37,E
2004/6/4,2004,6,4,,12.5,,9.9,,11.2,,6.8,,0,,,M,,M,,M,,,,,<31,
2004/6/5,2004,6,5,,13.2,,10.9,,12.1,,5.9,,0,,,M,,M,,M,,,,,<31,
2004/6/6,2004,6,6,,23.1,,11.8,,17.5,,0.5,,0,,,M,,M,,M,,,20,E,32,E
2004/6/7,2004,6,7,,27.5,,18.3,,22.9,,0,,4.9,,,M,,M,,M,,,,,<31,
2004/6/8,2004,6,8,,29.6,,19.8,,24.7,,0,,6.7,,,M,,M,,M,,,23,E,39,E
2004/6/9,2004,6,9,,30.6,,18.8,,24.7,,0,,6.7,,,M,,M,,M,,,29,E,32,E
2004/6/10,2004,6,10,,18.9,,11.9,,15.4,,2.6,,0,,,M,,M,,M,,,4,E,44,E
2004/6/11,2004,6,11,,16,,12.3,,14.2,,3.8,,0,,,M,,M,,M,,,,,<31,
2004/6/12,2004,6,12,,15.7,,11.2,,13.5,,4.5,,0,,,M,,M,,M,,,,,<31,
2004/6/13,2004,6,13,,21.5,,14,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2004/6/14,2004,6,14,,27.8,,16.6,,22.2,,0,,4.2,,,M,,M,,M,,,23,E,33,E
2004/6/15,2004,6,15,,21.2,,17.2,,19.2,,0,,1.2,,,M,,M,,M,,,,,<31,
2004/6/16,2004,6,16,,17.6,,16.3,,17,,1,,0,,,M,,M,,M,,,,,<31,
2004/6/17,2004,6,17,,18.2,,15.9,,17.1,,0.9,,0,,,M,,M,,M,,,,,<31,
2004/6/18,2004,6,18,,23.4,,16.9,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2004/6/19,2004,6,19,,19.1,,10.9,,15,,3,,0,,,M,,M,,M,,,30,E,37,E
2004/6/20,2004,6,20,,21.2,,10.3,,15.8,,2.2,,0,,,M,,M,,M,,,,,<31,
2004/6/21,2004,6,21,,23.5,,14.6,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2004/6/22,2004,6,22,,22.5,,16,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2004/6/23,2004,6,23,,,M,15.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2004/6/24,2004,6,24,,25.2,,12.1,,18.7,,0,,0.7,,,M,,M,,M,,,,M,,M
2004/6/25,2004,6,25,,18.5,,11.5,,15,,3,,0,,,M,,M,,M,,,,M,,M
2004/6/26,2004,6,26,,20.1,,13.1,,16.6,,1.4,,0,,,M,,M,,M,,,,M,,M
2004/6/27,2004,6,27,,22,,13.8,,17.9,,0.1,,0,,,M,,M,,M,,,,M,,M
2004/6/28,2004,6,28,,16.5,,11.3,,13.9,,4.1,,0,,,M,,M,,M,,,,M,,M
2004/6/29,2004,6,29,,23.9,,15.3,,19.6,,0,,1.6,,,M,,M,,M,,,,M,,M
2004/6/30,2004,6,30,,21.4,,13.8,,17.6,,0.4,,0,,,M,,M,,M,,,,M,,M
2004/7/1,2004,7,1,,28.2,,17.3,,22.8,,0,,4.8,,,M,,M,,M,,,,M,,M
2004/7/2,2004,7,2,,21.9,,15.4,,18.7,,0,,0.7,,,M,,M,,M,,,,M,,M
2004/7/3,2004,7,3,,18.9,,15.6,,17.3,,0.7,,0,,,M,,M,,M,,,,M,,M
2004/7/4,2004,7,4,,29.7,,16,,22.9,,0,,4.9,,,M,,M,,M,,,,M,,M
2004/7/5,2004,7,5,,23.1,E,17.5,E,20.3,E,0,E,2.3,E,,M,,M,,M,,,,M,,M
2004/7/6,2004,7,6,,17.7,,14.6,,16.2,,1.8,,0,,,M,,M,,M,,,,M,,M
2004/7/7,2004,7,7,,25,,14.7,,19.9,,0,,1.9,,,M,,M,,M,,,,M,,M
2004/7/8,2004,7,8,,20.7,,15.6,,18.2,,0,,0.2,,,M,,M,,M,,,,M,,M
2004/7/9,2004,7,9,,22.2,,15.5,,18.9,,0,,0.9,,,M,,M,,M,,,,M,,M
2004/7/10,2004,7,10,,21.8,,17.3,,19.6,,0,,1.6,,,M,,M,,M,,,,M,,M
2004/7/11,2004,7,11,,21.2,,17.8,,19.5,,0,,1.5,,,M,,M,,M,,,,M,,M
2004/7/12,2004,7,12,,21.6,,17.8,,19.7,,0,,1.7,,,M,,M,,M,,,,M,,M
2004/7/13,2004,7,13,,19.9,,18.2,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2004/7/14,2004,7,14,,23.7,,18.8,,21.3,,0,,3.3,,,M,,M,,M,,,30,E,32,E
2004/7/15,2004,7,15,,19.7,,17.5,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2004/7/16,2004,7,16,,26.9,,19,,23,,0,,5,,,M,,M,,M,,,31,E,33,E
2004/7/17,2004,7,17,,22.9,,18.6,,20.8,,0,,2.8,,,M,,M,,M,,,,,<31,
2004/7/18,2004,7,18,,20.7,,19,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2004/7/19,2004,7,19,,21.6,,18.7,,20.2,,0,,2.2,,,M,,M,,M,,,8,E,32,E
2004/7/20,2004,7,20,,28.1,,19.2,,23.7,,0,,5.7,,,M,,M,,M,,,,,<31,
2004/7/21,2004,7,21,,29.6,,20.6,,25.1,,0,,7.1,,,M,,M,,M,,,,,<31,
2004/7/22,2004,7,22,,29.1,,20.9,,25,,0,,7,,,M,,M,,M,,,22,E,32,E
2004/7/23,2004,7,23,,22.5,,16,,19.3,,0,,1.3,,,M,,M,,M,,,36,E,32,E
2004/7/24,2004,7,24,,19.5,,14.9,,17.2,,0.8,,0,,,M,,M,,M,,,,,<31,
2004/7/25,2004,7,25,,19.2,,17.1,,18.2,,0,,0.2,,,M,,M,,M,,,,,<31,
2004/7/26,2004,7,26,,19.7,,15.9,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2004/7/27,2004,7,27,,18.9,,16,,17.5,,0.5,,0,,,M,,M,,M,,,4,E,43,E
2004/7/28,2004,7,28,,22.7,,17.6,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2004/7/29,2004,7,29,,26.3,,17.8,,22.1,,0,,4.1,,,M,,M,,M,,,,,<31,
2004/7/30,2004,7,30,,25.5,,20,,22.8,,0,,4.8,,,M,,M,,M,,,,,<31,
2004/7/31,2004,7,31,,,M,18.8,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/8/1,2004,8,1,,,,,,,,,,,,,,,,,,,,,,,
2004/8/2,2004,8,2,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
2004/8/3,2004,8,3,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/8/4,2004,8,4,,,M,19.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2004/8/5,2004,8,5,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2004/8/6,2004,8,6,,20.8,,14.3,,17.6,,0.4,,0,,,M,,M,,M,,,32,E,33,E
