Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2011/1/30,2011,1,30,,-3,,-12.6,,-7.8,,25.8,,0,,,M,,M,,M,,,,,<31,
2011/1/31,2011,1,31,,-7.4,,-15.4,,-11.4,,29.4,,0,,,M,,M,,M,,,3,,50,
2011/2/1,2011,2,1,,-3.9,,-9.5,,-6.7,,24.7,,0,,,M,,M,,M,,,5,,70,
2011/2/2,2011,2,2,,-3.9,,-10.8,,-7.4,,25.4,,0,,,M,,M,,M,,,6,,82,
2011/2/3,2011,2,3,,-3,,-12.9,,-8,,26,,0,,,M,,M,,M,,,21,,46,
2011/2/4,2011,2,4,,-2.7,,-7.4,,-5.1,,23.1,,0,,,M,,M,,M,,,20,,33,
2011/2/5,2011,2,5,,-0.6,,-5.9,,-3.3,,21.3,,0,,,M,,M,,M,,,,,<31,
2011/2/6,2011,2,6,,0.3,,-3.4,,-1.6,,19.6,,0,,,M,,M,,M,,,,,<31,
2011/2/7,2011,2,7,,1.4,,-6.7,,-2.7,,20.7,,0,,,M,,M,,M,,,34,,43,
2011/2/8,2011,2,8,,-6.5,,-12.3,,-9.4,,27.4,,0,,,M,,M,,M,,,30,,41,
2011/2/9,2011,2,9,,-6,,-12.6,,-9.3,,27.3,,0,,,M,,M,,M,,,27,,37,
2011/2/10,2011,2,10,,-8.3,,-15.7,,-12,,30,,0,,,M,,M,,M,,,21,,32,
2011/2/11,2011,2,11,,-2.8,,-14.6,,-8.7,,26.7,,0,,,M,,M,,M,,,21,,41,
2011/2/12,2011,2,12,,-1.4,,-6.3,,-3.9,,21.9,,0,,,M,,M,,M,,,30,,52,
2011/2/13,2011,2,13,,8.4,,-5.7,,1.4,,16.6,,0,,,M,,M,,M,,,22,,50,
2011/2/14,2011,2,14,,9,,-6.6,,1.2,,16.8,,0,,,M,,M,,M,,,29,,61,
2011/2/15,2011,2,15,,-3.8,,-11.1,,-7.5,,25.5,,0,,,M,,M,,M,,,,,<31,
2011/2/16,2011,2,16,,5.5,,-4.2,,0.7,,17.3,,0,,,M,,M,,M,,,22,,33,
2011/2/17,2011,2,17,,11.6,,0.3,,6,,12,,0,,,M,,M,,M,,,20,,33,
2011/2/18,2011,2,18,,11.7,,2.4,,7.1,,10.9,,0,,,M,,M,,M,,,24,,61,
2011/2/19,2011,2,19,,2.4,,-4.6,,-1.1,,19.1,,0,,,M,,M,,M,,,31,,72,
2011/2/20,2011,2,20,,-2.2,,-7.6,,-4.9,,22.9,,0,,,M,,M,,M,,,2,,37,
2011/2/21,2011,2,21,,-3.6,,-9.5,,-6.6,,24.6,,0,,,M,,M,,M,,,1,,50,
2011/2/22,2011,2,22,,-3.7,,-11.8,,-7.8,,25.8,,0,,,M,,M,,M,,,3,,50,
2011/2/23,2011,2,23,,-1.5,,-8,,-4.8,,22.8,,0,,,M,,M,,M,,,,,<31,
2011/2/24,2011,2,24,,2.4,,-4.7,,-1.2,,19.2,,0,,,M,,M,,M,,,1,,32,
2011/2/25,2011,2,25,,1.4,,-6.6,,-2.6,,20.6,,0,,,M,,M,,M,,,36,,50,
2011/2/26,2011,2,26,,-1.3,,-6.9,,-4.1,,22.1,,0,,,M,,M,,M,,,,,<31,
2011/2/27,2011,2,27,,3.3,,-2.7,,0.3,,17.7,,0,,,M,,M,,M,,,,,<31,
2011/2/28,2011,2,28,,4.2,,-2.6,,0.8,,17.2,,0,,,M,,M,,M,,,30,,48,
2011/3/1,2011,3,1,,2.4,,-4.6,,-1.1,,19.1,,0,,,M,,M,,M,,,26,,39,
2011/3/2,2011,3,2,,3.3,,-8.2,,-2.5,,20.5,,0,,,M,,M,,M,,,31,,63,
2011/3/3,2011,3,3,,-2.4,,-9.1,,-5.8,,23.8,,0,,,M,,M,,M,,,8,,35,
2011/3/4,2011,3,4,,5,,-2.6,,1.2,,16.8,,0,,,M,,M,,M,,,,,<31,
2011/3/5,2011,3,5,,8.3,,-1.6,,3.4,,14.6,,0,,,M,,M,,M,,,18,,56,
2011/3/6,2011,3,6,,-1.5,,-5.9,,-3.7,,21.7,,0,,,M,,M,,M,,,34,,44,
2011/3/7,2011,3,7,,-0.3,,-8.8,,-4.6,,22.6,,0,,,M,,M,,M,,,33,,37,
2011/3/8,2011,3,8,,1.4,,-5.5,,-2.1,,20.1,,0,,,M,,M,,M,,,4,,43,
2011/3/9,2011,3,9,,3,,0.5,,1.8,,16.2,,0,,,M,,M,,M,,,7,,35,
2011/3/10,2011,3,10,,5.8,,1.9,,3.9,,14.1,,0,,,M,,M,,M,,,35,,44,
2011/3/11,2011,3,11,,4,,1,,2.5,,15.5,,0,,,M,,M,,M,,,35,,59,
2011/3/12,2011,3,12,,5.1,,0.6,,2.9,,15.1,,0,,,M,,M,,M,,,26,,35,
2011/3/13,2011,3,13,,3.1,,-1.3,,0.9,,17.1,,0,,,M,,M,,M,,,29,,32,
2011/3/14,2011,3,14,,2.4,,-3.2,,-0.4,,18.4,,0,,,M,,M,,M,,,,,<31,
2011/3/15,2011,3,15,,2.4,,-2.1,,0.2,,17.8,,0,,,M,,M,,M,,,,,<31,
2011/3/16,2011,3,16,,9,,1.7,,5.4,,12.6,,0,,,M,,M,,M,,,,,<31,
2011/3/17,2011,3,17,,15.1,,3.1,,9.1,,8.9,,0,,,M,,M,,M,,,19,,48,
2011/3/18,2011,3,18,,15.3,,3.1,,9.2,,8.8,,0,,,M,,M,,M,,,30,,61,
2011/3/19,2011,3,19,,3.9,,-1.4,,1.3,,16.7,,0,,,M,,M,,M,,,,,<31,
2011/3/20,2011,3,20,,2.4,,-3,,-0.3,,18.3,,0,,,M,,M,,M,,,4,,41,
2011/3/21,2011,3,21,,9.5,,1.8,,5.7,,12.3,,0,,,M,,M,,M,,,31,,44,
2011/3/22,2011,3,22,,4.3,,1.4,,2.9,,15.1,,0,,,M,,M,,M,,,6,,48,
2011/3/23,2011,3,23,,1.4,,-3.3,,-1,,19,,0,,,M,,M,,M,,,5,,69,
2011/3/24,2011,3,24,,0,,-7.2,,-3.6,,21.6,,0,,,M,,M,,M,,,5,,43,
2011/3/25,2011,3,25,,-1.2,,-8.2,,-4.7,,22.7,,0,,,M,,M,,M,,,32,,33,
2011/3/26,2011,3,26,,-1.5,,-8.3,,-4.9,,22.9,,0,,,M,,M,,M,,,33,,32,
2011/3/27,2011,3,27,,-0.2,,-6.9,,-3.6,,21.6,,0,,,M,,M,,M,,,29,,32,
2011/3/28,2011,3,28,,1.8,,-7,,-2.6,,20.6,,0,,,M,,M,,M,,,29,,33,
2011/3/29,2011,3,29,,5.3,,-3.7,,0.8,,17.2,,0,,,M,,M,,M,,,,,<31,
2011/3/30,2011,3,30,,3.7,,-2.1,,0.8,,17.2,,0,,,M,,M,,M,,,,,<31,
2011/3/31,2011,3,31,,2,,0.7,,1.4,,16.6,,0,,,M,,M,,M,,,2,,32,
2011/4/1,2011,4,1,,9,,1.6,,5.3,,12.7,,0,,,M,,M,,M,,,32,,41,
2011/4/2,2011,4,2,,9.9,,1.6,,5.8,,12.2,,0,,,M,,M,,M,,,29,,44,
2011/4/3,2011,4,3,,9,,0.5,,4.8,,13.2,,0,,,M,,M,,M,,,15,,43,
2011/4/4,2011,4,4,,18.3,,2.5,,10.4,,7.6,,0,,,M,,M,,M,,,21,,52,
2011/4/5,2011,4,5,,5.9,,2.3,,4.1,,13.9,,0,,,M,,M,,M,,,30,,56,
2011/4/6,2011,4,6,,5.5,,1.3,,3.4,,14.6,,0,,,M,,M,,M,,,,,<31,
2011/4/7,2011,4,7,,1.9,,0,,1,,17,,0,,,M,,M,,M,,,,,<31,
2011/4/8,2011,4,8,,5.3,,-0.1,,2.6,,15.4,,0,,,M,,M,,M,,,3,,33,
2011/4/9,2011,4,9,,7,,1.7,,4.4,,13.6,,0,,,M,,M,,M,,,,,<31,
2011/4/10,2011,4,10,,9.9,,3.4,,6.7,,11.3,,0,,,M,,M,,M,,,5,,32,
2011/4/11,2011,4,11,,20.3,,6.5,,13.4,,4.6,,0,,,M,,M,,M,,,27,,54,
2011/4/12,2011,4,12,,9,,3.8,,6.4,,11.6,,0,,,M,,M,,M,,,36,,44,
2011/4/13,2011,4,13,,9,,4.3,,6.7,,11.3,,0,,,M,,M,,M,,,2,,37,
2011/4/14,2011,4,14,,10,,3.8,,6.9,,11.1,,0,,,M,,M,,M,,,36,,39,
2011/4/15,2011,4,15,,4.1,,0.6,,2.4,,15.6,,0,,,M,,M,,M,,,5,,57,
2011/4/16,2011,4,16,,10.1,,3.1,,6.6,,11.4,,0,,,M,,M,,M,,,6,,54,
2011/4/17,2011,4,17,,6,,1.2,,3.6,,14.4,,0,,,M,,M,,M,,,21,,59,
2011/4/18,2011,4,18,,3.5,,0.3,,1.9,,16.1,,0,,,M,,M,,M,,,24,,32,
2011/4/19,2011,4,19,,4,,0.5,,2.3,,15.7,,0,,,M,,M,,M,,,4,,57,
2011/4/20,2011,4,20,,9,,2.9,,6,,12,,0,,,M,,M,,M,,,4,,61,
2011/4/21,2011,4,21,,7.1,,2.9,,5,,13,,0,,,M,,M,,M,,,32,,41,
2011/4/22,2011,4,22,,5.9,,2.5,,4.2,,13.8,,0,,,M,,M,,M,,,3,,35,
2011/4/23,2011,4,23,,20.2,,3.5,,11.9,,6.1,,0,,,M,,M,,M,,,30,,43,
2011/4/24,2011,4,24,,10.7,,4.3,,7.5,,10.5,,0,,,M,,M,,M,,,,,<31,
2011/4/25,2011,4,25,,9.1,,4.1,,6.6,,11.4,,0,,,M,,M,,M,,,2,,43,
2011/4/26,2011,4,26,,7.5,,4.6,,6.1,,11.9,,0,,,M,,M,,M,,,1,,35,
2011/4/27,2011,4,27,,20,,4,,12,,6,,0,,,M,,M,,M,,,21,,39,
2011/4/28,2011,4,28,,17.6,,7.2,,12.4,,5.6,,0,,,M,,M,,M,,,21,,85,
2011/4/29,2011,4,29,,9,,6,,7.5,,10.5,,0,,,M,,M,,M,,,32,,33,
2011/4/30,2011,4,30,,8.5,,4.3,,6.4,,11.6,,0,,,M,,M,,M,,,,,<31,
2011/5/1,2011,5,1,,15.3,,4.6,,10,,8,,0,,,M,,M,,M,,,15,,37,
2011/5/2,2011,5,2,,14.5,,5.4,,10,,8,,0,,,M,,M,,M,,,35,,44,
2011/5/3,2011,5,3,,7.4,,4.8,,6.1,,11.9,,0,,,M,,M,,M,,,2,,35,
2011/5/4,2011,5,4,,14.1,,5,,9.6,,8.4,,0,,,M,,M,,M,,,34,,43,
2011/5/5,2011,5,5,,17.4,,7.5,,12.5,,5.5,,0,,,M,,M,,M,,,34,,44,
2011/5/6,2011,5,6,,16.1,,9.2,,12.7,,5.3,,0,,,M,,M,,M,,,26,,33,
2011/5/7,2011,5,7,,14.2,,7.5,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
2011/5/8,2011,5,8,,12.8,,7.8,,10.3,,7.7,,0,,,M,,M,,M,,,35,,32,
2011/5/9,2011,5,9,,14.7,,8.3,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2011/5/10,2011,5,10,,11.4,,6.8,,9.1,,8.9,,0,,,M,,M,,M,,,2,,33,
2011/5/11,2011,5,11,,12.1,,6.7,,9.4,,8.6,,0,,,M,,M,,M,,,2,,37,
2011/5/12,2011,5,12,,12.2,,6.7,,9.5,,8.5,,0,,,M,,M,,M,,,,,<31,
2011/5/13,2011,5,13,,15.5,,8.7,,12.1,,5.9,,0,,,M,,M,,M,,,,,<31,
2011/5/14,2011,5,14,,13.6,,8.2,,10.9,,7.1,,0,,,M,,M,,M,,,3,,35,
2011/5/15,2011,5,15,,12.3,,8,,10.2,,7.8,,0,,,M,,M,,M,,,2,,48,
2011/5/16,2011,5,16,,8.8,,6,,7.4,,10.6,,0,,,M,,M,,M,,,3,,50,
2011/5/17,2011,5,17,,8.5,,5.8,,7.2,,10.8,,0,,,M,,M,,M,,,4,,32,
2011/5/18,2011,5,18,,11,,6.8,,8.9,,9.1,,0,,,M,,M,,M,,,2,,32,
2011/5/19,2011,5,19,,18.9,,7.2,,13.1,,4.9,,0,,,M,,M,,M,,,,,<31,
2011/5/20,2011,5,20,,20.4,,12.2,,16.3,,1.7,,0,,,M,,M,,M,,,,,<31,
2011/5/21,2011,5,21,,21.2,,13.8,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2011/5/22,2011,5,22,,15.3,,9.3,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2011/5/23,2011,5,23,,24.1,,10.4,,17.3,,0.7,,0,,,M,,M,,M,,,18,,52,
2011/5/24,2011,5,24,,19.8,,11.1,,15.5,,2.5,,0,,,M,,M,,M,,,28,,37,
2011/5/25,2011,5,25,,11.8,,8.6,,10.2,,7.8,,0,,,M,,M,,M,,,10,,37,
2011/5/26,2011,5,26,,14,,9.3,,11.7,,6.3,,0,,,M,,M,,M,,,,,<31,
2011/5/27,2011,5,27,,11.7,,9.7,,10.7,,7.3,,0,,,M,,M,,M,,,,,<31,
2011/5/28,2011,5,28,,21.6,,9.6,,15.6,,2.4,,0,,,M,,M,,M,,,18,,35,
2011/5/29,2011,5,29,,18.9,,9.9,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2011/5/30,2011,5,30,,18.9,,11.9,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
2011/5/31,2011,5,31,,31.5,,13.9,,22.7,,0,,4.7,,,M,,M,,M,,,22,,37,
2011/6/1,2011,6,1,,26.1,,14.4,,20.3,,0,,2.3,,,M,,M,,M,,,24,,54,
2011/6/2,2011,6,2,,19.3,,10.8,,15.1,,2.9,,0,,,M,,M,,M,,,27,,39,
2011/6/3,2011,6,3,,23.2,,11.7,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2011/6/4,2011,6,4,,16.4,,10.9,,13.7,,4.3,,0,,,M,,M,,M,,,34,,87,
2011/6/5,2011,6,5,,26.7,,13.3,,20,,0,,2,,,M,,M,,M,,,31,,32,
2011/6/6,2011,6,6,,24.3,,15.6,,20,,0,,2,,,M,,M,,M,,,,,<31,
2011/6/7,2011,6,7,,27.5,,15.4,,21.5,,0,,3.5,,,M,,M,,M,,,15,,67,
2011/6/8,2011,6,8,,32.1,,15.8,,24,,0,,6,,,M,,M,,M,,,20,,39,
2011/6/9,2011,6,9,,27.3,,14,,20.7,,0,,2.7,,,M,,M,,M,,,31,,39,
2011/6/10,2011,6,10,,15.5,,13.5,,14.5,,3.5,,0,,,M,,M,,M,,,,,<31,
2011/6/11,2011,6,11,,17.5,,14.5,,16,,2,,0,,,M,,M,,M,,,,,<31,
2011/6/12,2011,6,12,,17.3,,13.7,,15.5,,2.5,,0,,,M,,M,,M,,,31,,37,
2011/6/13,2011,6,13,,18.2,,12.2,,15.2,,2.8,,0,,,M,,M,,M,,,34,,41,
2011/6/14,2011,6,14,,17.3,,13,,15.2,,2.8,,0,,,M,,M,,M,,,36,,33,
2011/6/15,2011,6,15,,24.5,,14.6,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2011/6/16,2011,6,16,,20.7,,15.6,,18.2,,0,,0.2,,,M,,M,,M,,,,,<31,
2011/6/17,2011,6,17,,21.3,,16.2,,18.8,,0,,0.8,,,M,,M,,M,,,,,<31,
2011/6/18,2011,6,18,,25.9,,17.4,,21.7,,0,,3.7,,,M,,M,,M,,,35,,33,
2011/6/19,2011,6,19,,18.3,,15.9,,17.1,,0.9,,0,,,M,,M,,M,,,4,,35,
2011/6/20,2011,6,20,,19.7,,15.9,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2011/6/21,2011,6,21,,19.7,,17.4,,18.6,,0,,0.6,,,M,,M,,M,,,7,,37,
2011/6/22,2011,6,22,,20.2,,16.9,,18.6,,0,,0.6,,,M,,M,,M,,,30,,46,
2011/6/23,2011,6,23,,25.3,,18.4,,21.9,,0,,3.9,,,M,,M,,M,,,16,,52,
2011/6/24,2011,6,24,,22.6,,18.4,,20.5,,0,,2.5,,,M,,M,,M,,,25,,32,
2011/6/25,2011,6,25,,20.7,,17.1,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2011/6/26,2011,6,26,,21.9,,17.2,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2011/6/27,2011,6,27,,19.7,,17.4,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2011/6/28,2011,6,28,,27.5,,16.8,,22.2,,0,,4.2,,,M,,M,,M,,,28,,43,
2011/6/29,2011,6,29,,22.1,,14.4,,18.3,,0,,0.3,,,M,,M,,M,,,29,,37,
2011/6/30,2011,6,30,,26.2,,13.7,,20,,0,,2,,,M,,M,,M,,,,,<31,
2011/7/1,2011,7,1,,23,,14,,18.5,,0,,0.5,,,M,,M,,M,,,,,<31,
2011/7/2,2011,7,2,,27.3,,18.6,,23,,0,,5,,,M,,M,,M,,,29,,41,
2011/7/3,2011,7,3,,28.7,,20.6,,24.7,,0,,6.7,,,M,,M,,M,,,29,,33,
2011/7/4,2011,7,4,,27.4,,18.2,,22.8,,0,,4.8,,,M,,M,,M,,,29,,41,
2011/7/5,2011,7,5,,28.9,,18.3,,23.6,,0,,5.6,,,M,,M,,M,,,17,,32,
2011/7/6,2011,7,6,,28.9,,19.2,,24.1,,0,,6.1,,,M,,M,,M,,,32,,35,
2011/7/7,2011,7,7,,21.9,,18.5,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2011/7/8,2011,7,8,,26.1,,18.9,,22.5,,0,,4.5,,,M,,M,,M,,,,,<31,
2011/7/9,2011,7,9,,24.8,,19.2,,22,,0,,4,,,M,,M,,M,,,,,<31,
2011/7/10,2011,7,10,,31,,21.9,,26.5,,0,,8.5,,,M,,M,,M,,,,,<31,
2011/7/11,2011,7,11,,31.9,,23.2,,27.6,,0,,9.6,,,M,,M,,M,,,23,,48,
2011/7/12,2011,7,12,,30.3,,20.2,,25.3,,0,,7.3,,,M,,M,,M,,,30,,43,
2011/7/13,2011,7,13,,25.1,,17.6,,21.4,,0,,3.4,,,M,,M,,M,,,36,,41,
2011/7/14,2011,7,14,,22.3,,16.2,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2011/7/15,2011,7,15,,22,,17.2,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2011/7/16,2011,7,16,,29.8,,19.3,,24.6,,0,,6.6,,,M,,M,,M,,,,,<31,
2011/7/17,2011,7,17,,32.5,,22.4,,27.5,,0,,9.5,,,M,,M,,M,,,21,,35,
2011/7/18,2011,7,18,,32.3,,22.4,,27.4,,0,,9.4,,,M,,M,,M,,,28,,32,
2011/7/19,2011,7,19,,25,,21.1,,23.1,,0,,5.1,,,M,,M,,M,,,,,<31,
2011/7/20,2011,7,20,,34,,21.6,,27.8,,0,,9.8,,,M,,M,,M,,,16,,37,
2011/7/21,2011,7,21,,36,,26.4,,31.2,,0,,13.2,,,M,,M,,M,,,25,,35,
2011/7/22,2011,7,22,,28.8,,23.7,,26.3,,0,,8.3,,,M,,M,,M,,,,,<31,
2011/7/23,2011,7,23,,32.2,,22,,27.1,,0,,9.1,,,M,,M,,M,,,,,<31,
2011/7/24,2011,7,24,,24.8,,19.2,,22,,0,,4,,,M,,M,,M,,,2,,37,
2011/7/25,2011,7,25,,28.9,,20.7,,24.8,,0,,6.8,,,M,,M,,M,,,29,,35,
2011/7/26,2011,7,26,,26,,19.3,,22.7,,0,,4.7,,,M,,M,,M,,,30,,48,
2011/7/27,2011,7,27,,26.8,,17.9,,22.4,,0,,4.4,,,M,,M,,M,,,,,<31,
2011/7/28,2011,7,28,,23.2,,20.3,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2011/7/29,2011,7,29,,30.5,,21.2,,25.9,,0,,7.9,,,M,,M,,M,,,31,,37,
2011/7/30,2011,7,30,,30.2,,21,,25.6,,0,,7.6,,,M,,M,,M,,,,,<31,
2011/7/31,2011,7,31,,31.4,,21.8,,26.6,,0,,8.6,,,M,,M,,M,,,27,,33,
2011/8/1,2011,8,1,,31.2,,21.9,,26.6,,0,,8.6,,,M,,M,,M,,,30,,35,
2011/8/2,2011,8,2,,30.1,,20.2,,25.2,,0,,7.2,,,M,,M,,M,,,24,,32,
2011/8/3,2011,8,3,,23.5,,18,,20.8,,0,,2.8,,,M,,M,,M,,,4,,44,
2011/8/4,2011,8,4,,22.7,,18.3,,20.5,,0,,2.5,,,M,,M,,M,,,,,<31,
2011/8/5,2011,8,5,,22.6,,19.6,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2011/8/6,2011,8,6,,24.3,,21.5,,22.9,,0,,4.9,,,M,,M,,M,,,,,<31,
2011/8/7,2011,8,7,,29.8,,22.3,,26.1,,0,,8.1,,,M,,M,,M,,,,,<31,
2011/8/8,2011,8,8,,23.7,,20.8,,22.3,,0,,4.3,,,M,,M,,M,,,,,<31,
