Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2010/3/2,2010,3,2,,1.6,,-1.4,,0.1,,17.9,,0,,,M,,M,,M,,,34,,32,
2010/3/3,2010,3,3,,4.1,,-0.2,,2,,16,,0,,,M,,M,,M,,,34,,33,
2010/3/4,2010,3,4,,4,,-1.5,,1.3,,16.7,,0,,,M,,M,,M,,,34,,41,
2010/3/5,2010,3,5,,3.6,,-1.5,,1.1,,16.9,,0,,,M,,M,,M,,,34,,35,
2010/3/6,2010,3,6,,7.1,,-3.8,,1.7,,16.3,,0,,,M,,M,,M,,,,,<31,
2010/3/7,2010,3,7,,8.6,,0.5,,4.6,,13.4,,0,,,M,,M,,M,,,,,<31,
2010/3/8,2010,3,8,,12.7,,2.2,,7.5,,10.5,,0,,,M,,M,,M,,,25,,32,
2010/3/9,2010,3,9,,7.8,,2.1,,5,,13,,0,,,M,,M,,M,,,,,<31,
2010/3/10,2010,3,10,,5.2,,0.7,,3,,15,,0,,,M,,M,,M,,,,,<31,
2010/3/11,2010,3,11,,6,,3.7,,4.9,,13.1,,0,,,M,,M,,M,,,1,,37,
2010/3/12,2010,3,12,,4.5,,3.5,,4,,14,,0,,,M,,M,,M,,,4,,48,
2010/3/13,2010,3,13,,4.6,,3.1,,3.9,,14.1,,0,,,M,,M,,M,,,5,,74,
2010/3/14,2010,3,14,,4.3,,1.9,,3.1,,14.9,,0,,,M,,M,,M,,,5,,67,
2010/3/15,2010,3,15,,9.6,,2.7,,6.2,,11.8,,0,,,M,,M,,M,,,3,,39,
2010/3/16,2010,3,16,,13.5,,4.5,,9,,9,,0,,,M,,M,,M,,,,,<31,
2010/3/17,2010,3,17,,16.8,,3.3,,10.1,,7.9,,0,,,M,,M,,M,,,,,<31,
2010/3/18,2010,3,18,,17.6,,5.2,,11.4,,6.6,,0,,,M,,M,,M,,,24,,39,
2010/3/19,2010,3,19,,16.3,,5.2,,10.8,,7.2,,0,,,M,,M,,M,,,21,,41,
2010/3/20,2010,3,20,,8.2,,0.4,,4.3,,13.7,,0,,,M,,M,,M,,,,,<31,
2010/3/21,2010,3,21,,3.4,,0,,1.7,,16.3,,0,,,M,,M,,M,,,,,<31,
2010/3/22,2010,3,22,,4.4,,2.5,,3.5,,14.5,,0,,,M,,M,,M,,,5,,54,
2010/3/23,2010,3,23,,5.2,,3.3,,4.3,,13.7,,0,,,M,,M,,M,,,4,,48,
2010/3/24,2010,3,24,,14.3,,1.5,,7.9,,10.1,,0,,,M,,M,,M,,,,,<31,
2010/3/25,2010,3,25,,,M,4.7,E,,M,,M,,M,,M,,M,,M,,,36,E,43,E
2010/3/26,2010,3,26,,-0.4,,-4.9,,-2.7,,20.7,,0,,,M,,M,,M,,,36,,37,
2010/3/27,2010,3,27,,3.2,,-3.3,,-0.1,,18.1,,0,,,M,,M,,M,,,4,,33,
2010/3/28,2010,3,28,,7.6,,2.1,,4.9,,13.1,,0,,,M,,M,,M,,,,,<31,
2010/3/29,2010,3,29,,7.3,,2.2,,4.8,,13.2,,0,,,M,,M,,M,,,34,,41,
2010/3/30,2010,3,30,,9.4,,1.4,E,5.4,E,12.6,E,0,E,,M,,M,,M,,,,,<31,
2010/3/31,2010,3,31,,15.6,,2.7,,9.2,,8.8,,0,,,M,,M,,M,,,,,<31,
2010/4/1,2010,4,1,,7.8,,4.5,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
2010/4/2,2010,4,2,,23.6,,5.5,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2010/4/3,2010,4,3,,20.1,,6.2,,13.2,,4.8,,0,,,M,,M,,M,,,25,,57,
2010/4/4,2010,4,4,,17.6,,8.2,,12.9,,5.1,,0,,,M,,M,,M,,,17,,41,
2010/4/5,2010,4,5,,22.1,,7.4,,14.8,,3.2,,0,,,M,,M,,M,,,25,,41,
2010/4/6,2010,4,6,,11.9,,5.4,,8.7,,9.3,,0,,,M,,M,,M,,,9,,39,
2010/4/7,2010,4,7,,18.1,,6,,12.1,,5.9,,0,,,M,,M,,M,,,25,,37,
2010/4/8,2010,4,8,,11.9,,5.1,,8.5,,9.5,,0,,,M,,M,,M,,,20,,46,
2010/4/9,2010,4,9,,5.1,,2.2,,3.7,,14.3,,0,,,M,,M,,M,,,26,,43,
2010/4/10,2010,4,10,,14.3,,1.9,,8.1,,9.9,,0,,,M,,M,,M,,,21,,41,
2010/4/11,2010,4,11,,17.1,,5.8,,11.5,,6.5,,0,,,M,,M,,M,,,35,,46,
2010/4/12,2010,4,12,,9.6,,5.7,,7.7,,10.3,,0,,,M,,M,,M,,,,,<31,
2010/4/13,2010,4,13,,9.9,,5.2,,7.6,,10.4,,0,,,M,,M,,M,,,,,<31,
2010/4/14,2010,4,14,,11.1,,5.1,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2010/4/15,2010,4,15,,10.4,,7.4,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
2010/4/16,2010,4,16,,20.8,,6.2,,13.5,,4.5,,0,,,M,,M,,M,,,30,,52,
2010/4/17,2010,4,17,,6.8,,3.8,,5.3,,12.7,,0,,,M,,M,,M,,,30,,48,
2010/4/18,2010,4,18,,13.9,,4.5,,9.2,,8.8,,0,,,M,,M,,M,,,29,,41,
2010/4/19,2010,4,19,,14.1,,6,,10.1,,7.9,,0,,,M,,M,,M,,,,,<31,
2010/4/20,2010,4,20,,17.2,,6.3,,11.8,,6.2,,0,,,M,,M,,M,,,16,,32,
2010/4/21,2010,4,21,,19.7,,4.8,,12.3,,5.7,,0,,,M,,M,,M,,,33,,41,
2010/4/22,2010,4,22,,11.4,,3.9,,7.7,,10.3,,0,,,M,,M,,M,,,32,,32,
2010/4/23,2010,4,23,,14,,3.9,,9,,9,,0,,,M,,M,,M,,,,,<31,
2010/4/24,2010,4,24,,9.6,,6.6,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2010/4/25,2010,4,25,,8.9,,6,,7.5,,10.5,,0,,,M,,M,,M,,,4,,48,
2010/4/26,2010,4,26,,16.1,,6.5,,11.3,,6.7,,0,,,M,,M,,M,,,35,,59,
2010/4/27,2010,4,27,,9.3,,4.5,,6.9,,11.1,,0,,,M,,M,,M,,,36,,56,
2010/4/28,2010,4,28,,13.2,,4.7,,9,,9,,0,,,M,,M,,M,,,30,,56,
2010/4/29,2010,4,29,,18.8,,5.6,,12.2,,5.8,,0,,,M,,M,,M,,,,,<31,
2010/4/30,2010,4,30,,13.3,,7.8,,10.6,,7.4,,0,,,M,,M,,M,,,,,<31,
2010/5/1,2010,5,1,,24.1,,8.1,,16.1,,1.9,,0,,,M,,M,,M,,,21,,35,
2010/5/2,2010,5,2,,24.6,,10,,17.3,,0.7,,0,,,M,,M,,M,,,19,,43,
2010/5/3,2010,5,3,,22.8,,15.7,,19.3,,0,,1.3,,,M,,M,,M,,,20,,41,
2010/5/4,2010,5,4,,20.5,,14.2,,17.4,,0.6,,0,,,M,,M,,M,,,29,,44,
2010/5/5,2010,5,5,,25.7,,8.7,,17.2,,0.8,,0,,,M,,M,,M,,,16,,54,
2010/5/6,2010,5,6,,14.5,,8.5,,11.5,,6.5,,0,,,M,,M,,M,,,29,,46,
2010/5/7,2010,5,7,,9.2,,6,,7.6,,10.4,,0,,,M,,M,,M,,,2,,65,
2010/5/8,2010,5,8,,11.8,,3.3,,7.6,,10.4,,0,,,M,,M,,M,,,29,,80,
2010/5/9,2010,5,9,,9.3,,2.7,,6,,12,,0,,,M,,M,,M,,,30,,44,
2010/5/10,2010,5,10,,12.6,,3.2,,7.9,,10.1,,0,,,M,,M,,M,,,30,,32,
2010/5/11,2010,5,11,,9.3,,4.8,,7.1,,10.9,,0,,,M,,M,,M,,,5,,46,
2010/5/12,2010,5,12,,9.1,,5.3,,7.2,,10.8,,0,,,M,,M,,M,,,4,,46,
2010/5/13,2010,5,13,,7.5,,5.6,,6.6,,11.4,,0,,,M,,M,,M,,,35,,37,
2010/5/14,2010,5,14,,19.9,,7.4,,13.7,,4.3,,0,,,M,,M,,M,,,30,,48,
2010/5/15,2010,5,15,,14.9,,9.7,,12.3,,5.7,,0,,,M,,M,,M,,,28,,32,
2010/5/16,2010,5,16,,17.8,,8.7,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2010/5/17,2010,5,17,,11.6,,9.2,,10.4,,7.6,,0,,,M,,M,,M,,,,,<31,
2010/5/18,2010,5,18,,13.8,,9.3,,11.6,,6.4,,0,,,M,,M,,M,,,3,,32,
2010/5/19,2010,5,19,,22.5,,9.5,,16,,2,,0,,,M,,M,,M,,,,,<31,
2010/5/20,2010,5,20,,25.5,,14.3,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2010/5/21,2010,5,21,,16.7,,11.7,,14.2,,3.8,,0,,,M,,M,,M,,,,,<31,
2010/5/22,2010,5,22,,15.9,,10.6,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2010/5/23,2010,5,23,,16.8,,11.5,,14.2,,3.8,,0,,,M,,M,,M,,,,,<31,
2010/5/24,2010,5,24,,18.2,,13.2,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
2010/5/25,2010,5,25,,,,,,,,,,,,,,,,,,,,,,,
2010/5/26,2010,5,26,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2010/5/27,2010,5,27,,29.7,,18.5,,24.1,,0,,6.1,,,M,,M,,M,,,36,,37,
2010/5/28,2010,5,28,,19.6,E,17.2,E,18.4,E,0,E,0.4,E,,M,,M,,M,,,,M,,M
2010/5/29,2010,5,29,,,,,,,,,,,,,,,,,,,,,,,
2010/5/30,2010,5,30,,,,,,,,,,,,,,,,,,,,,,,
2010/5/31,2010,5,31,,,,,,,,,,,,,,,,,,,,,,,
2010/6/1,2010,6,1,,,,,,,,,,,,,,,,,,,,,,,
2010/6/2,2010,6,2,,,,,,,,,,,,,,,,,,,,,,,
2010/6/3,2010,6,3,,,,,,,,,,,,,,,,,,,,,,,
2010/6/4,2010,6,4,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2010/6/5,2010,6,5,,25.7,,16.1,,20.9,,0,,2.9,,,M,,M,,M,,,6,,33,
2010/6/6,2010,6,6,,17.9,,12.4,,15.2,,2.8,,0,,,M,,M,,M,,,6,,59,
2010/6/7,2010,6,7,,19.2,,12,,15.6,,2.4,,0,,,M,,M,,M,,,30,,41,
2010/6/8,2010,6,8,,19.2,,11.4,,15.3,,2.7,,0,,,M,,M,,M,,,16,,32,
2010/6/9,2010,6,9,,16,,13.1,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2010/6/10,2010,6,10,,20.8,E,13.2,E,17,E,1,E,0,E,,M,,M,,M,,,28,E,32,E
2010/6/11,2010,6,11,,18.2,,14.8,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2010/6/12,2010,6,12,,18.9,,14.9,,16.9,,1.1,,0,,,M,,M,,M,,,3,,44,
2010/6/13,2010,6,13,,20,,16.5,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2010/6/14,2010,6,14,,23.9,,17.1,,20.5,,0,,2.5,,,M,,M,,M,,,5,,39,
2010/6/15,2010,6,15,,18,,16.3,,17.2,,0.8,,0,,,M,,M,,M,,,2,,32,
2010/6/16,2010,6,16,,25.9,,15.5,,20.7,,0,,2.7,,,M,,M,,M,,,29,,48,
2010/6/17,2010,6,17,,22.5,,14.7,,18.6,,0,,0.6,,,M,,M,,M,,,34,,33,
2010/6/18,2010,6,18,,27.1,,16.9,,22,,0,,4,,,M,,M,,M,,,16,,33,
2010/6/19,2010,6,19,,28.9,,20.7,,24.8,,0,,6.8,,,M,,M,,M,,,30,,57,
2010/6/20,2010,6,20,,26.5,,19.5,,23,,0,,5,,,M,,M,,M,,,30,,33,
2010/6/21,2010,6,21,,26.3,,18.2,,22.3,,0,,4.3,,,M,,M,,M,,,,,<31,
2010/6/22,2010,6,22,,26.4,,18.4,,22.4,,0,,4.4,,,M,,M,,M,,,24,,35,
2010/6/23,2010,6,23,,28.8,,20.2,,24.5,,0,,6.5,,,M,,M,,M,,,21,,43,
2010/6/24,2010,6,24,,25.6,,18.7,,22.2,,0,,4.2,,,M,,M,,M,,,29,,46,
2010/6/25,2010,6,25,,25.5,,16.4,,21,,0,,3,,,M,,M,,M,,,,,<31,
2010/6/26,2010,6,26,,21.1,,16,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2010/6/27,2010,6,27,,22.6,,17.6,,20.1,,0,,2.1,,,M,,M,,M,,,34,,39,
2010/6/28,2010,6,28,,27.2,,16.8,,22,,0,,4,,,M,,M,,M,,,32,,39,
2010/6/29,2010,6,29,,19.1,,12.9,,16,,2,,0,,,M,,M,,M,,,30,,46,
2010/6/30,2010,6,30,,19.4,,11.4,,15.4,,2.6,,0,,,M,,M,,M,,,28,,37,
2010/7/1,2010,7,1,,21.9,,12.9,,17.4,,0.6,,0,,,M,,M,,M,,,28,,32,
2010/7/2,2010,7,2,,24.5,,13.2,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2010/7/3,2010,7,3,,28.9,,16.2,,22.6,,0,,4.6,,,M,,M,,M,,,19,,32,
2010/7/4,2010,7,4,,31,,18.9,,25,,0,,7,,,M,,M,,M,,,,,<31,
2010/7/5,2010,7,5,,33.5,,22.9,,28.2,,0,,10.2,,,M,,M,,M,,,,,<31,
2010/7/6,2010,7,6,,33,,23.6,,28.3,,0,,10.3,,,M,,M,,M,,,,,<31,
2010/7/7,2010,7,7,,31.3,,23.3,,27.3,,0,,9.3,,,M,,M,,M,,,15,,39,
2010/7/8,2010,7,8,,,M,22.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2010/7/9,2010,7,9,,24.4,,19.3,,21.9,,0,,3.9,,,M,,M,,M,,,31,,32,
2010/7/10,2010,7,10,,,M,19.3,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2010/7/11,2010,7,11,,25.2,,17.4,,21.3,,0,,3.3,,,M,,M,,M,,,13,,54,
2010/7/12,2010,7,12,,24.9,,18.6,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2010/7/13,2010,7,13,,27.2,,20,,23.6,,0,,5.6,,,M,,M,,M,,,,,<31,
2010/7/14,2010,7,14,,25.8,,21,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
2010/7/15,2010,7,15,,30.2,,21.8,,26,,0,,8,,,M,,M,,M,,,18,,33,
2010/7/16,2010,7,16,,29.2,,22.1,,25.7,,0,,7.7,,,M,,M,,M,,,25,,35,
2010/7/17,2010,7,17,,29.4,,20.9,,25.2,,0,,7.2,,,M,,M,,M,,,20,,43,
2010/7/18,2010,7,18,,27.1,,18.7,,22.9,,0,,4.9,,,M,,M,,M,,,20,,32,
2010/7/19,2010,7,19,,25.7,,20.8,,23.3,,0,,5.3,,,M,,M,,M,,,,,<31,
2010/7/20,2010,7,20,,25.1,,19.2,,22.2,,0,,4.2,,,M,,M,,M,,,,,<31,
2010/7/21,2010,7,21,,28.9,,20.4,,24.7,,0,,6.7,,,M,,M,,M,,,31,,37,
2010/7/22,2010,7,22,,27.4,,19.3,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
2010/7/23,2010,7,23,,29.9,,18.6,,24.3,,0,,6.3,,,M,,M,,M,,,25,,32,
2010/7/24,2010,7,24,,27,,21.2,,24.1,,0,,6.1,,,M,,M,,M,,,33,,46,
2010/7/25,2010,7,25,,26.3,,20,,23.2,,0,,5.2,,,M,,M,,M,,,33,,33,
2010/7/26,2010,7,26,,28.3,,18.5,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
2010/7/27,2010,7,27,,28.6,,19.1,,23.9,,0,,5.9,,,M,,M,,M,,,,,<31,
2010/7/28,2010,7,28,,30.5,,20.2,,25.4,,0,,7.4,,,M,,M,,M,,,23,,59,
2010/7/29,2010,7,29,,24.6,,18.1,,21.4,,0,,3.4,,,M,,M,,M,,,,,<31,
2010/7/30,2010,7,30,,20.9,,17.3,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2010/7/31,2010,7,31,,20.3,,16.5,,18.4,,0,,0.4,,,M,,M,,M,,,,,<31,
2010/8/1,2010,8,1,,21.9,,18.8,,20.4,,0,,2.4,,,M,,M,,M,,,,,<31,
2010/8/2,2010,8,2,,26.9,,20,,23.5,,0,,5.5,,,M,,M,,M,,,,,<31,
2010/8/3,2010,8,3,,30.2,,22.5,,26.4,,0,,8.4,,,M,,M,,M,,,21,,33,
2010/8/4,2010,8,4,,30,,22.2,,26.1,,0,,8.1,,,M,,M,,M,,,,,<31,
2010/8/5,2010,8,5,,29.4,,20.7,,25.1,,0,,7.1,,,M,,M,,M,,,26,,33,
2010/8/6,2010,8,6,,24.4,,15.7,,20.1,,0,,2.1,,,M,,M,,M,,,31,,37,
2010/8/7,2010,8,7,,23.6,,14.2,,18.9,,0,,0.9,,,M,,M,,M,,,18,,37,
2010/8/8,2010,8,8,,26.9,,22.2,,24.6,,0,,6.6,,,M,,M,,M,,,19,,48,
2010/8/9,2010,8,9,,27.9,,18.8,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
2010/8/10,2010,8,10,,30.4,,21.4,,25.9,,0,,7.9,,,M,,M,,M,,,,,<31,
2010/8/11,2010,8,11,,,M,21.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
