Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2016/1/12,2016,1,12,,-0.7,,-8.5,,-4.6,,22.6,,0,,,M,,M,,M,,,27,,52,
2016/1/13,2016,1,13,,-6.3,,-8.8,,-7.6,,25.6,,0,,,M,,M,,M,,,24,,37,
2016/1/14,2016,1,14,,0.2,,-6.9,,-3.4,,21.4,,0,,,M,,M,,M,,,26,,32,
2016/1/15,2016,1,15,,5,,0.1,,2.6,,15.4,,0,,,M,,M,,M,,,20,,33,
2016/1/16,2016,1,16,,4.5,,-1.6,,1.5,,16.5,,0,,,M,,M,,M,,,26,,46,
2016/1/17,2016,1,17,,,M,-1.6,E,,M,,M,,M,,M,,M,,M,,,23,,46,
2016/1/18,2016,1,18,,-6.7,,-9.3,,-8,,26,,0,,,M,,M,,M,,,23,,52,
2016/1/19,2016,1,19,,-4.1,,-12.2,,-8.2,,26.2,,0,,,M,,M,,M,,,25,,39,
2016/1/20,2016,1,20,,-3.7,,-7.3,,-5.5,,23.5,,0,,,M,,M,,M,,,,,<31,
2016/1/21,2016,1,21,,-2.7,,-7.3,,-5,,23,,0,,,M,,M,,M,,,,,<31,
2016/1/22,2016,1,22,,-1.6,,-6.6,,-4.1,,22.1,,0,,,M,,M,,M,,,36,,43,
2016/1/23,2016,1,23,,-3.6,,-8.9,,-6.3,,24.3,,0,,,M,,M,,M,,,1,,46,
2016/1/24,2016,1,24,,0.5,,-9.1,,-4.3,,22.3,,0,,,M,,M,,M,,,,,<31,
2016/1/25,2016,1,25,,6,,0,,3,,15,,0,,,M,,M,,M,,,20,,48,
2016/1/26,2016,1,26,,7.3,,1.4,,4.4,,13.6,,0,,,M,,M,,M,,,21,,52,
2016/1/27,2016,1,27,,1.6,,-0.7,,0.5,,17.5,,0,,,M,,M,,M,,,20,,48,
2016/1/28,2016,1,28,,2.9,,-1.6,,0.7,,17.3,,0,,,M,,M,,M,,,21,,44,
2016/1/29,2016,1,29,,0.8,,-7.5,,-3.4,,21.4,,0,,,M,,M,,M,,,27,,46,
2016/1/30,2016,1,30,,7,,-5.1,,1,,17,,0,,,M,,M,,M,,,21,,46,
2016/1/31,2016,1,31,,11.6,,3.5,,7.6,,10.4,,0,,,M,,M,,M,,,21,,39,
2016/2/1,2016,2,1,,10,,1.8,,5.9,,12.1,,0,,,M,,M,,M,,,24,,44,
2016/2/2,2016,2,2,,3.3,,-0.4,,1.5,,16.5,,0,,,M,,M,,M,,,6,,61,
2016/2/3,2016,2,3,,14.8,,2.6,,8.7,,9.3,,0,,,M,,M,,M,,,18,,50,
2016/2/4,2016,2,4,,4.8,,-1.5,,1.7,,16.3,,0,,,M,,M,,M,,,24,,32,
2016/2/5,2016,2,5,,2,,-1.4,,0.3,,17.7,,0,,,M,,M,,M,,,,,<31,
2016/2/6,2016,2,6,,3.5,,0.8,,2.2,,15.8,,0,,,M,,M,,M,,,20,,33,
2016/2/7,2016,2,7,,7.1,,-0.1,,3.5,,14.5,,0,,,M,,M,,M,,,16,,33,
2016/2/8,2016,2,8,,4.6,,1.4,,3,,15,,0,,,M,,M,,M,,,5,,48,
2016/2/9,2016,2,9,,2.5,,-1.1,,0.7,,17.3,,0,,,M,,M,,M,,,19,,32,
2016/2/10,2016,2,10,,-0.9,,-9.4,,-5.2,,23.2,,0,,,M,,M,,M,,,30,,41,
2016/2/11,2016,2,11,,-8.6,,-13.3,,-11,,29,,0,,,M,,M,,M,,,28,,46,
2016/2/12,2016,2,12,,-3.8,,-11.5,,-7.7,,25.7,,0,,,M,,M,,M,,,32,,54,
2016/2/13,2016,2,13,,-11.2,,-21.5,,-16.4,,34.4,,0,,,M,,M,,M,,,30,,52,
2016/2/14,2016,2,14,,-8.5,,-21,,-14.8,,32.8,,0,,,M,,M,,M,,,11,,35,
2016/2/15,2016,2,15,,0.4,,-10.8,,-5.2,,23.2,,0,,,M,,M,,M,,,,,<31,
2016/2/16,2016,2,16,,1,,-1.2,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2016/2/17,2016,2,17,,-0.2,,-8.2,,-4.2,,22.2,,0,,,M,,M,,M,,,28,,43,
2016/2/18,2016,2,18,,-3.5,,-12.3,,-7.9,,25.9,,0,,,M,,M,,M,,,,,<31,
2016/2/19,2016,2,19,,12.2,,-5.4,,3.4,,14.6,,0,,,M,,M,,M,,,16,,65,
2016/2/20,2016,2,20,,12.2,,3.7,,8,,10,,0,,,M,,M,,M,,,24,,44,
2016/2/21,2016,2,21,,6,,-0.4,,2.8,,15.2,,0,,,M,,M,,M,,,35,,32,
2016/2/22,2016,2,22,,0.1,,-2.4,,-1.2,,19.2,,0,,,M,,M,,M,,,,,<31,
2016/2/23,2016,2,23,,1,,-1.9,,-0.5,,18.5,,0,,,M,,M,,M,,,6,,41,
2016/2/24,2016,2,24,,2.6,,0.4,,1.5,,16.5,,0,,,M,,M,,M,,,5,,67,
2016/2/25,2016,2,25,,2.1,,-4,,-1,,19,,0,,,M,,M,,M,,,31,,48,
2016/2/26,2016,2,26,,-1.8,,-7.9,,-4.9,,22.9,,0,,,M,,M,,M,,,30,,39,
2016/2/27,2016,2,27,,6.2,,-4.2,,1,,17,,0,,,M,,M,,M,,,19,,56,
2016/2/28,2016,2,28,,15.9,,4.5,,10.2,,7.8,,0,,,M,,M,,M,,,21,,63,
2016/2/29,2016,2,29,,11.6,,-4.9,,3.4,,14.6,,0,,,M,,M,,M,,,30,,69,
2016/3/1,2016,3,1,,-2.6,,-9,,-5.8,,23.8,,0,,,M,,M,,M,,,4,,67,
2016/3/2,2016,3,2,,-4,,-8.7,,-6.4,,24.4,,0,,,M,,M,,M,,,33,,48,
2016/3/3,2016,3,3,,-2.5,,-6.7,,-4.6,,22.6,,0,,,M,,M,,M,,,,,<31,
2016/3/4,2016,3,4,,-0.6,,-4.1,,-2.4,,20.4,,0,,,M,,M,,M,,,2,,32,
2016/3/5,2016,3,5,,0.2,,-2.8,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
2016/3/6,2016,3,6,,2.9,,-4,,-0.6,,18.6,,0,,,M,,M,,M,,,,,<31,
2016/3/7,2016,3,7,,12,,2.8,,7.4,,10.6,,0,,,M,,M,,M,,,21,,33,
2016/3/8,2016,3,8,,5.4,,3.2,,4.3,,13.7,,0,,,M,,M,,M,,,,,<31,
2016/3/9,2016,3,9,,18.7,,4.2,,11.5,,6.5,,0,,,M,,M,,M,,,21,,44,
2016/3/10,2016,3,10,,15,,4.6,,9.8,,8.2,,0,,,M,,M,,M,,,30,,32,
2016/3/11,2016,3,11,,7.1,,1.9,,4.5,,13.5,,0,,,M,,M,,M,,,32,,33,
2016/3/12,2016,3,12,,15,,0.8,,7.9,,10.1,,0,,,M,,M,,M,,,,,<31,
2016/3/13,2016,3,13,,9.8,,3.5,,6.7,,11.3,,0,,,M,,M,,M,,,3,,41,
2016/3/14,2016,3,14,,6.7,,3.4,,5.1,,12.9,,0,,,M,,M,,M,,,4,,32,
2016/3/15,2016,3,15,,7.8,,3.9,,5.9,,12.1,,0,,,M,,M,,M,,,,,<31,
2016/3/16,2016,3,16,,14.4,,3.6,,9,,9,,0,,,M,,M,,M,,,21,,61,
2016/3/17,2016,3,17,,10.7,,5.4,,8.1,,9.9,,0,,,M,,M,,M,,,25,,56,
2016/3/18,2016,3,18,,5.8,,-0.8,,2.5,,15.5,,0,,,M,,M,,M,,,34,,50,
2016/3/19,2016,3,19,,0.2,,-3.1,,-1.5,,19.5,,0,,,M,,M,,M,,,1,,33,
2016/3/20,2016,3,20,,0.7,,-2.6,,-1,,19,,0,,,M,,M,,M,,,7,,33,
2016/3/21,2016,3,21,,3.5,,-1.3,,1.1,,16.9,,0,,,M,,M,,M,,,29,,50,
2016/3/22,2016,3,22,,4.6,,-0.8,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
2016/3/23,2016,3,23,,4.5,,0.4,,2.5,,15.5,,0,,,M,,M,,M,,,5,,54,
2016/3/24,2016,3,24,,2.5,,0.2,,1.4,,16.6,,0,,,M,,M,,M,,,5,,59,
2016/3/25,2016,3,25,,3.3,,-0.9,,1.2,,16.8,,0,,,M,,M,,M,,,27,,39,
2016/3/26,2016,3,26,,2.5,,-0.3,,1.1,,16.9,,0,,,M,,M,,M,,,,,<31,
2016/3/27,2016,3,27,,7.6,,0.5,,4.1,,13.9,,0,,,M,,M,,M,,,,,<31,
2016/3/28,2016,3,28,,10.4,,3.3,,6.9,,11.1,,0,,,M,,M,,M,,,29,,59,
2016/3/29,2016,3,29,,8.7,,0.8,,4.8,,13.2,,0,,,M,,M,,M,,,31,,33,
2016/3/30,2016,3,30,,16.9,,0.9,,8.9,,9.1,,0,,,M,,M,,M,,,20,,37,
2016/3/31,2016,3,31,,17.1,,10.5,,13.8,,4.2,,0,,,M,,M,,M,,,18,,52,
2016/4/1,2016,4,1,,13.4,,4.6,,9,,9,,0,,,M,,M,,M,,,25,,37,
2016/4/2,2016,4,2,,4.6,,-2.5,,1.1,,16.9,,0,,,M,,M,,M,,,28,,56,
2016/4/3,2016,4,3,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/4/4,2016,4,4,,-0.8,,-4.9,,-2.9,,20.9,,0,,,M,,M,,M,,,3,,67,
2016/4/5,2016,4,5,,1.1,,-6.2,,-2.6,,20.6,,0,,,M,,M,,M,,,,,<31,
2016/4/6,2016,4,6,,9.9,,-1.8,,4.1,,13.9,,0,,,M,,M,,M,,,19,,52,
2016/4/7,2016,4,7,,10,,-0.5,,4.8,,13.2,,0,,,M,,M,,M,,,17,,56,
2016/4/8,2016,4,8,,4.7,,-2.2,,1.3,,16.7,,0,,,M,,M,,M,,,28,,52,
2016/4/9,2016,4,9,,0.5,,-4.6,,-2.1,,20.1,,0,,,M,,M,,M,,,33,,46,
2016/4/10,2016,4,10,,1.7,,-4.9,,-1.6,,19.6,,0,,,M,,M,,M,,,15,,35,
2016/4/11,2016,4,11,,11.6,,1.6,,6.6,,11.4,,0,,,M,,M,,M,,,31,,41,
2016/4/12,2016,4,12,,6.1,,0.8,,3.5,,14.5,,0,,,M,,M,,M,,,30,,44,
2016/4/13,2016,4,13,,3.6,,0.2,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
2016/4/14,2016,4,14,,5.1,,1.3,,3.2,,14.8,,0,,,M,,M,,M,,,3,,32,
2016/4/15,2016,4,15,,8.1,,3.5,,5.8,,12.2,,0,,,M,,M,,M,,,,,<31,
2016/4/16,2016,4,16,,10.7,,5.3,,8,,10,,0,,,M,,M,,M,,,,,<31,
2016/4/17,2016,4,17,,14.9,,5.1,,10,,8,,0,,,M,,M,,M,,,,,<31,
2016/4/18,2016,4,18,,25.2,,8.4,,16.8,,1.2,,0,,,M,,M,,M,,,18,,35,
2016/4/19,2016,4,19,,14.5,,6.1,,10.3,,7.7,,0,,,M,,M,,M,,,36,,46,
2016/4/20,2016,4,20,,8.3,,5.3,,6.8,,11.2,,0,,,M,,M,,M,,,,,<31,
2016/4/21,2016,4,21,,17.1,,5.8,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2016/4/22,2016,4,22,,19.7,,6.4,,13.1,,4.9,,0,,,M,,M,,M,,,35,,44,
2016/4/23,2016,4,23,,,M,3.8,E,,M,,M,,M,,M,,M,,M,,,34,,37,
2016/4/24,2016,4,24,,7.5,,4,,5.8,,12.2,,0,,,M,,M,,M,,,,,<31,
2016/4/25,2016,4,25,,6.4,E,4.4,E,5.4,E,12.6,E,0,E,,M,,M,,M,,,,M,,M
2016/4/26,2016,4,26,,4.2,E,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/4/27,2016,4,27,,9.6,,3,,6.3,,11.7,,0,,,M,,M,,M,,,,,<31,
2016/4/28,2016,4,28,,5.9,,3.2,,4.6,,13.4,,0,,,M,,M,,M,,,3,,39,
2016/4/29,2016,4,29,,9.4,,4.8,,7.1,,10.9,,0,,,M,,M,,M,,,3,,37,
2016/4/30,2016,4,30,,8.9,,5.2,,7.1,,10.9,,0,,,M,,M,,M,,,,,<31,
2016/5/1,2016,5,1,,7.5,,5.8,,6.7,,11.3,,0,,,M,,M,,M,,,4,,46,
2016/5/2,2016,5,2,,9,,6.1,,7.6,,10.4,,0,,,M,,M,,M,,,,,<31,
2016/5/3,2016,5,3,,8.4,,6.2,,7.3,,10.7,,0,,,M,,M,,M,,,,,<31,
2016/5/4,2016,5,4,,9.9,,6,,8,,10,,0,,,M,,M,,M,,,2,,33,
2016/5/5,2016,5,5,,14.9,,7.9,,11.4,,6.6,,0,,,M,,M,,M,,,33,,37,
2016/5/6,2016,5,6,,18.1,,9.4,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
2016/5/7,2016,5,7,,14.1,,8.4,,11.3,,6.7,,0,,,M,,M,,M,,,32,,54,
2016/5/8,2016,5,8,,14.9,,5.8,,10.4,,7.6,,0,,,M,,M,,M,,,28,,56,
2016/5/9,2016,5,9,,11.5,,6.2,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
2016/5/10,2016,5,10,,10.2,,6.6,,8.4,,9.6,,0,,,M,,M,,M,,,,,<31,
2016/5/11,2016,5,11,,13,,8.1,,10.6,,7.4,,0,,,M,,M,,M,,,2,,37,
2016/5/12,2016,5,12,,15.3,,8.5,,11.9,,6.1,,0,,,M,,M,,M,,,,,<31,
2016/5/13,2016,5,13,,20,,14.3,,17.2,,0.8,,0,,,M,,M,,M,,,24,,37,
2016/5/14,2016,5,14,,15.4,,4.3,,9.9,,8.1,,0,,,M,,M,,M,,,30,,50,
2016/5/15,2016,5,15,,7.8,,4,,5.9,,12.1,,0,,,M,,M,,M,,,29,,50,
2016/5/16,2016,5,16,,17.1,,4,,10.6,,7.4,,0,,,M,,M,,M,,,29,,56,
2016/5/17,2016,5,17,,13.9,,7,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2016/5/18,2016,5,18,,13.7,,7.6,,10.7,,7.3,,0,,,M,,M,,M,,,,,<31,
2016/5/19,2016,5,19,,19,,8.9,,14,,4,,0,,,M,,M,,M,,,,,<31,
2016/5/20,2016,5,20,,16.3,,10.6,,13.5,,4.5,,0,,,M,,M,,M,,,,,<31,
2016/5/21,2016,5,21,,19.2,,10.5,,14.9,,3.1,,0,,,M,,M,,M,,,,,<31,
2016/5/22,2016,5,22,,21.9,,14,,18,,0,,0,,,M,,M,,M,,,35,,32,
2016/5/23,2016,5,23,,25,,12.7,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2016/5/24,2016,5,24,,28.6,,15.2,,21.9,,0,,3.9,,,M,,M,,M,,,,,<31,
2016/5/25,2016,5,25,,28.9,,17,,23,,0,,5,,,M,,M,,M,,,,,<31,
2016/5/26,2016,5,26,,20.5,,12.3,,16.4,,1.6,,0,,,M,,M,,M,,,2,,32,
2016/5/27,2016,5,27,,29.8,,13.1,,21.5,,0,,3.5,,,M,,M,,M,,,,,<31,
2016/5/28,2016,5,28,,23.8,,15.3,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2016/5/29,2016,5,29,,28.9,,19.9,,24.4,,0,,6.4,,,M,,M,,M,,,21,,39,
2016/5/30,2016,5,30,,26.8,,17.2,,22,,0,,4,,,M,,M,,M,,,28,,39,
2016/5/31,2016,5,31,,26.4,,15.1,,20.8,,0,,2.8,,,M,,M,,M,,,29,,37,
2016/6/1,2016,6,1,,16,,13,,14.5,,3.5,,0,,,M,,M,,M,,,5,,35,
2016/6/2,2016,6,2,,28.2,,14.4,,21.3,,0,,3.3,,,M,,M,,M,,,17,,35,
2016/6/3,2016,6,3,,21.4,,16.3,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2016/6/4,2016,6,4,,19.7,,16.4,,18.1,,0,,0.1,,,M,,M,,M,,,3,,32,
2016/6/5,2016,6,5,,24,,16.6,,20.3,,0,,2.3,,,M,,M,,M,,,25,,54,
2016/6/6,2016,6,6,,24.8,,15.8,,20.3,,0,,2.3,,,M,,M,,M,,,28,,56,
2016/6/7,2016,6,7,,18.6,,11.8,,15.2,,2.8,,0,,,M,,M,,M,,,29,,46,
2016/6/8,2016,6,8,,14.7,,9.2,,12,,6,,0,,,M,,M,,M,,,29,,50,
2016/6/9,2016,6,9,,20,,9.7,,14.9,,3.1,,0,,,M,,M,,M,,,29,,43,
2016/6/10,2016,6,10,,22.9,,11.6,,17.3,,0.7,,0,,,M,,M,,M,,,15,,37,
2016/6/11,2016,6,11,,31.2,,11.9,,21.6,,0,,3.6,,,M,,M,,M,,,29,,59,
2016/6/12,2016,6,12,,19.8,,14.2,,17,,1,,0,,,M,,M,,M,,,31,,46,
2016/6/13,2016,6,13,,19.8,,12,,15.9,,2.1,,0,,,M,,M,,M,,,33,,35,
2016/6/14,2016,6,14,,18.3,,11.8,,15.1,,2.9,,0,,,M,,M,,M,,,,,<31,
2016/6/15,2016,6,15,,18.4,,13.3,,15.9,,2.1,,0,,,M,,M,,M,,,,,<31,
2016/6/16,2016,6,16,,18.7,,13.9,,16.3,,1.7,,0,,,M,,M,,M,,,2,,41,
2016/6/17,2016,6,17,,27.2,,16.2,,21.7,,0,,3.7,,,M,,M,,M,,,,,<31,
2016/6/18,2016,6,18,,29.1,,18.1,,23.6,,0,,5.6,,,M,,M,,M,,,,,<31,
2016/6/19,2016,6,19,,31.9,,19.6,,25.8,,0,,7.8,,,M,,M,,M,,,20,,32,
2016/6/20,2016,6,20,,31,,19.7,,25.4,,0,,7.4,,,M,,M,,M,,,19,,50,
2016/6/21,2016,6,21,,25.5,,16.6,,21.1,,0,,3.1,,,M,,M,,M,,,31,,35,
2016/6/22,2016,6,22,,25.2,,15.3,,20.3,,0,,2.3,,,M,,M,,M,,,30,,43,
2016/6/23,2016,6,23,,21,,13.7,,17.4,,0.6,,0,,,M,,M,,M,,,,,<31,
2016/6/24,2016,6,24,,20.8,,16.5,,18.7,,0,,0.7,,,M,,M,,M,,,,,<31,
2016/6/25,2016,6,25,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/6/26,2016,6,26,,30.5,,18.5,,24.5,,0,,6.5,,,M,,M,,M,,,19,,43,
2016/6/27,2016,6,27,,31.6,,21.1,,26.4,,0,,8.4,,,M,,M,,M,,,35,,39,
2016/6/28,2016,6,28,,,M,17.1,E,,M,,M,,M,,M,,M,,M,,,32,,32,
2016/6/29,2016,6,29,,26,,14.6,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2016/6/30,2016,6,30,,26.2,,15,,20.6,,0,,2.6,,,M,,M,,M,,,16,,39,
2016/7/1,2016,7,1,,22.9,,15.2,,19.1,,0,,1.1,,,M,,M,,M,,,29,,50,
2016/7/2,2016,7,2,,24.7,,13.8,,19.3,,0,,1.3,,,M,,M,,M,,,28,,41,
2016/7/3,2016,7,3,,27.5,,17.3,,22.4,,0,,4.4,,,M,,M,,M,,,,,<31,
2016/7/4,2016,7,4,,21.5,,16.6,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2016/7/5,2016,7,5,,30.4,,20.5,,25.5,,0,,7.5,,,M,,M,,M,,,30,,35,
2016/7/6,2016,7,6,,30.2,,20.6,,25.4,,0,,7.4,,,M,,M,,M,,,18,,41,
2016/7/7,2016,7,7,,29,,20.8,,24.9,,0,,6.9,,,M,,M,,M,,,2,,41,
2016/7/8,2016,7,8,,25.7,,19.5,,22.6,,0,,4.6,,,M,,M,,M,,,,,<31,
2016/7/9,2016,7,9,,24.3,,19.7,,22,,0,,4,,,M,,M,,M,,,30,,39,
2016/7/10,2016,7,10,,24.2,,18.2,,21.2,,0,,3.2,,,M,,M,,M,,,,,<31,
2016/7/11,2016,7,11,,21.1,,17.4,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2016/7/12,2016,7,12,,31.5,,18.6,,25.1,,0,,7.1,,,M,,M,,M,,,19,,35,
2016/7/13,2016,7,13,,32.2,,20.5,,26.4,,0,,8.4,,,M,,M,,M,,,25,,52,
2016/7/14,2016,7,14,,28.2,,22.2,,25.2,,0,,7.2,,,M,,M,,M,,,20,,41,
2016/7/15,2016,7,15,,26.1,,17.4,,21.8,,0,,3.8,,,M,,M,,M,,,25,,41,
2016/7/16,2016,7,16,,20.3,,15.5,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2016/7/17,2016,7,17,,26.7,,15.6,,21.2,,0,,3.2,,,M,,M,,M,,,19,,41,
2016/7/18,2016,7,18,,28.9,,19.5,,24.2,,0,,6.2,,,M,,M,,M,,,28,,48,
2016/7/19,2016,7,19,,25.3,,17.7,,21.5,,0,,3.5,,,M,,M,,M,,,31,,37,
2016/7/20,2016,7,20,,27.6,,16.8,,22.2,,0,,4.2,,,M,,M,,M,,,,,<31,
2016/7/21,2016,7,21,,31.2,,19.8,,25.5,,0,,7.5,,,M,,M,,M,,,22,,39,
2016/7/22,2016,7,22,,32.8,,23.9,,28.4,,0,,10.4,,,M,,M,,M,,,29,,39,
2016/7/23,2016,7,23,,32.2,,21.5,,26.9,,0,,8.9,,,M,,M,,M,,,31,,41,
2016/7/24,2016,7,24,,24,,18.9,,21.5,,0,,3.5,,,M,,M,,M,,,,,<31,
2016/7/25,2016,7,25,,30.5,,19.5,,25,,0,,7,,,M,,M,,M,,,30,,39,
2016/7/26,2016,7,26,,29.7,,19.1,,24.4,,0,,6.4,,,M,,M,,M,,,,,<31,
2016/7/27,2016,7,27,,32.1,,19.7,,25.9,,0,,7.9,,,M,,M,,M,,,,,<31,
2016/7/28,2016,7,28,,25.2,,21.6,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
2016/7/29,2016,7,29,,23.5,,20.7,,22.1,,0,,4.1,,,M,,M,,M,,,3,,43,
2016/7/30,2016,7,30,,21.9,,18.8,,20.4,,0,,2.4,,,M,,M,,M,,,3,,44,
2016/7/31,2016,7,31,,21.7,,19.7,,20.7,,0,,2.7,,,M,,M,,M,,,1,,33,
2016/8/1,2016,8,1,,24.3,,20.4,,22.4,,0,,4.4,,,M,,M,,M,,,,,<31,
2016/8/2,2016,8,2,,23.9,,20.4,,22.2,,0,,4.2,,,M,,M,,M,,,,,<31,
2016/8/3,2016,8,3,,24.7,,20.3,,22.5,,0,,4.5,,,M,,M,,M,,,,,<31,
2016/8/4,2016,8,4,,26.7,,20.9,,23.8,,0,,5.8,,,M,,M,,M,,,,,<31,
2016/8/5,2016,8,5,,31.2,,23.5,,27.4,,0,,9.4,,,M,,M,,M,,,21,,41,
2016/8/6,2016,8,6,,28.6,,19.6,,24.1,,0,,6.1,,,M,,M,,M,,,29,,39,
2016/8/7,2016,8,7,,26.6,,19.2,,22.9,,0,,4.9,,,M,,M,,M,,,,,<31,
2016/8/8,2016,8,8,,25.1,,18.4,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2016/8/9,2016,8,9,,24.6,,19.9,,22.3,,0,,4.3,,,M,,M,,M,,,,,<31,
