Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2003/3/19,2003,3,19,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/3/20,2003,3,20,,3.5,,2,,2.8,,15.2,,0,,,M,,M,,M,,,,,<31,
2003/3/21,2003,3,21,,4.2,,1.9,,3.1,,14.9,,0,,,M,,M,,M,,,,,<31,
2003/3/22,2003,3,22,,5.7,,1.9,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
2003/3/23,2003,3,23,,7.9,,2.1,,5,,13,,0,,,M,,M,,M,,,,,<31,
2003/3/24,2003,3,24,,6.3,,1.7,,4,,14,,0,,,M,,M,,M,,,,,<31,
2003/3/25,2003,3,25,,14.5,,3.8,,9.2,,8.8,,0,,,M,,M,,M,,,,,<31,
2003/3/26,2003,3,26,,9.8,,3.3,,6.6,,11.4,,0,,,M,,M,,M,,,31,E,32,E
2003/3/27,2003,3,27,,4.3,,2,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
2003/3/28,2003,3,28,,16.2,,2.9,,9.6,,8.4,,0,,,M,,M,,M,,,18,E,57,E
2003/3/29,2003,3,29,,15.3,,0.9,,8.1,,9.9,,0,,,M,,M,,M,,,23,E,35,E
2003/3/30,2003,3,30,,2.3,,-2.6,,-0.2,,18.2,,0,,,M,,M,,M,,,33,E,33,E
2003/3/31,2003,3,31,,1,,-3.7,,-1.4,,19.4,,0,,,M,,M,,M,,,30,E,46,E
2003/4/1,2003,4,1,,2,,-2.7,,-0.4,,18.4,,0,,,M,,M,,M,,,,,<31,
2003/4/2,2003,4,2,,2.3,,1.6,,2,,16,,0,,,M,,M,,M,,,7,E,46,E
2003/4/3,2003,4,3,,1.7,,-1.6,,0.1,,17.9,,0,,,M,,M,,M,,,6,E,48,E
2003/4/4,2003,4,4,,-1.2,,-2.8,,-2,,20,,0,,,M,,M,,M,,,8,E,61,E
2003/4/5,2003,4,5,,2.3,,-4.1,,-0.9,,18.9,,0,,,M,,M,,M,,,6,E,44,E
2003/4/6,2003,4,6,,,M,-6.2,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2003/4/7,2003,4,7,,,,,,,,,,,,,,,,,,,,,,,
2003/4/8,2003,4,8,,,,,,,,,,,,,,,,,,,,,,,
2003/4/9,2003,4,9,,,,,,,,,,,,,,,,,,,,,,,
2003/4/10,2003,4,10,,,,,,,,,,,,,,,,,,,,,,,
2003/4/11,2003,4,11,,,,,,,,,,,,,,,,,,,,,,,
2003/4/12,2003,4,12,,,,,,,,,,,,,,,,,,,,,,,
2003/4/13,2003,4,13,,,,,,,,,,,,,,,,,,,,,,,
2003/4/14,2003,4,14,,,,,,,,,,,,,,,,,,,,,,,
2003/4/15,2003,4,15,,,,,,,,,,,,,,,,,,,,,,,
2003/4/16,2003,4,16,,,,,,,,,,,,,,,,,,,,,,,
2003/4/17,2003,4,17,,,,,,,,,,,,,,,,,,,,,,,
2003/4/18,2003,4,18,,,,,,,,,,,,,,,,,,,,,,,
2003/4/19,2003,4,19,,,,,,,,,,,,,,,,,,,,,,,
2003/4/20,2003,4,20,,,,,,,,,,,,,,,,,,,,,,,
2003/4/21,2003,4,21,,,,,,,,,,,,,,,,,,,,,,,
2003/4/22,2003,4,22,,,,,,,,,,,,,,,,,,,,,,,
2003/4/23,2003,4,23,,,,,,,,,,,,,,,,,,,,,,,
2003/4/24,2003,4,24,,,,,,,,,,,,,,,,,,,,,,,
2003/4/25,2003,4,25,,,,,,,,,,,,,,,,,,,,,,,
2003/4/26,2003,4,26,,,,,,,,,,,,,,,,,,,,,,,
2003/4/27,2003,4,27,,,,,,,,,,,,,,,,,,,,,,,
2003/4/28,2003,4,28,,,,,,,,,,,,,,,,,,,,,,,
2003/4/29,2003,4,29,,,,,,,,,,,,,,,,,,,,,,,
2003/4/30,2003,4,30,,,,,,,,,,,,,,,,,,,,,,,
2003/5/1,2003,5,1,,,,,,,,,,,,,,,,,,,,,,,
2003/5/2,2003,5,2,,,,,,,,,,,,,,,,,,,,,,,
2003/5/3,2003,5,3,,,,,,,,,,,,,,,,,,,,,,,
2003/5/4,2003,5,4,,,,,,,,,,,,,,,,,,,,,,,
2003/5/5,2003,5,5,,,,,,,,,,,,,,,,,,,,,,,
2003/5/6,2003,5,6,,,,,,,,,,,,,,,,,,,,,,,
2003/5/7,2003,5,7,,,,,,,,,,,,,,,,,,,,,,,
2003/5/8,2003,5,8,,,,,,,,,,,,,,,,,,,,,,,
2003/5/9,2003,5,9,,,,,,,,,,,,,,,,,,,,,,,
2003/5/10,2003,5,10,,,,,,,,,,,,,,,,,,,,,,,
2003/5/11,2003,5,11,,,,,,,,,,,,,,,,,,,,,,,
2003/5/12,2003,5,12,,,,,,,,,,,,,,,,,,,,,,,
2003/5/13,2003,5,13,,,,,,,,,,,,,,,,,,,,,,,
2003/5/14,2003,5,14,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/5/15,2003,5,15,,7.5,,5.3,,6.4,,11.6,,0,,,M,,M,,M,,,,,<31,
2003/5/16,2003,5,16,,6.4,,5.3,,5.9,,12.1,,0,,,M,,M,,M,,,,,<31,
2003/5/17,2003,5,17,,8.9,,5.5,,7.2,,10.8,,0,,,M,,M,,M,,,,,<31,
2003/5/18,2003,5,18,,11.7,,6.5,,9.1,,8.9,,0,,,M,,M,,M,,,,,<31,
2003/5/19,2003,5,19,,13,,7.7,,10.4,,7.6,,0,,,M,,M,,M,,,,,<31,
2003/5/20,2003,5,20,,16,,7.8,,11.9,,6.1,,0,,,M,,M,,M,,,31,E,41,E
2003/5/21,2003,5,21,,11.7,,6.5,,9.1,,8.9,,0,,,M,,M,,M,,,36,E,43,E
2003/5/22,2003,5,22,,10.4,,6.6,,8.5,,9.5,,0,,,M,,M,,M,,,,,<31,
2003/5/23,2003,5,23,,10.1,,7.4,,8.8,,9.2,,0,,,M,,M,,M,,,,,<31,
2003/5/24,2003,5,24,,14,,6.3,,10.2,,7.8,,0,,,M,,M,,M,,,,,<31,
2003/5/25,2003,5,25,,10.8,,6.7,E,8.8,E,9.2,E,0,E,,M,,M,,M,,,,M,,M
2003/5/26,2003,5,26,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/5/27,2003,5,27,,12.8,E,9.8,E,11.3,E,6.7,E,0,E,,M,,M,,M,,,,M,,M
2003/5/28,2003,5,28,,20.2,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
2003/5/29,2003,5,29,,23.8,E,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/5/30,2003,5,30,,16.8,,12.4,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2003/5/31,2003,5,31,,13,,10,,11.5,,6.5,,0,,,M,,M,,M,,,5,E,43,E
2003/6/1,2003,6,1,,16.5,,8,,12.3,,5.7,,0,,,M,,M,,M,,,36,E,41,E
2003/6/2,2003,6,2,,21.4,,11,,16.2,,1.8,,0,,,M,,M,,M,,,,,<31,
2003/6/3,2003,6,3,,12.7,,8.9,,10.8,,7.2,,0,,,M,,M,,M,,,5,E,33,E
2003/6/4,2003,6,4,,11,,7.3,,9.2,,8.8,,0,,,M,,M,,M,,,5,E,44,E
2003/6/5,2003,6,5,,15.4,,8.5,,12,,6,,0,,,M,,M,,M,,,,,<31,
2003/6/6,2003,6,6,,23.7,,11.4,,17.6,,0.4,,0,,,M,,M,,M,,,19,E,32,E
2003/6/7,2003,6,7,,14.4,,8.8,,11.6,,6.4,,0,,,M,,M,,M,,,,,<31,
2003/6/8,2003,6,8,,16.1,,9.4,,12.8,,5.2,,0,,,M,,M,,M,,,21,E,33,E
2003/6/9,2003,6,9,,20,,13.1,,16.6,,1.4,,0,,,M,,M,,M,,,26,E,46,E
2003/6/10,2003,6,10,,13.1,,9.8,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2003/6/11,2003,6,11,,24.6,,10.6,,17.6,,0.4,,0,,,M,,M,,M,,,33,E,35,E
2003/6/12,2003,6,12,,15.1,,10.8,,13,,5,,0,,,M,,M,,M,,,,,<31,
2003/6/13,2003,6,13,,19.7,,10.2,,15,,3,,0,,,M,,M,,M,,,,,<31,
2003/6/14,2003,6,14,,24.5,,15.7,,20.1,,0,,2.1,,,M,,M,,M,,,,,<31,
2003/6/15,2003,6,15,,18.5,,14.5,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2003/6/16,2003,6,16,,15.4,,12.5,,14,,4,,0,,,M,,M,,M,,,,,<31,
2003/6/17,2003,6,17,,19.7,,12.3,,16,,2,,0,,,M,,M,,M,,,,,<31,
2003/6/18,2003,6,18,,23.6,,15.9,,19.8,,0,,1.8,,,M,,M,,M,,,,,<31,
2003/6/19,2003,6,19,,19.8,,13.4,,16.6,,1.4,,0,,,M,,M,,M,,,36,E,43,E
2003/6/20,2003,6,20,,20.7,,12.5,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2003/6/21,2003,6,21,,20.9,,15.1,,18,,0,,0,,,M,,M,,M,,,,,<31,
2003/6/22,2003,6,22,,28,,16.6,,22.3,,0,,4.3,,,M,,M,,M,,,,,<31,
2003/6/23,2003,6,23,,31.3,,17.3,,24.3,,0,,6.3,,,M,,M,,M,,,,,<31,
2003/6/24,2003,6,24,,32.5,,18.8,,25.7,,0,,7.7,,,M,,M,,M,,,21,E,32,E
2003/6/25,2003,6,25,,33.4,,21.5,,27.5,,0,,9.5,,,M,,M,,M,,,,,<31,
2003/6/26,2003,6,26,,31.7,,19.3,,25.5,,0,,7.5,,,M,,M,,M,,,21,E,43,E
2003/6/27,2003,6,27,,24.2,,18,,21.1,,0,,3.1,,,M,,M,,M,,,24,E,33,E
2003/6/28,2003,6,28,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/6/29,2003,6,29,,26.2,,18.1,,22.2,,0,,4.2,,,M,,M,,M,,,23,E,33,E
2003/6/30,2003,6,30,,25.6,,16.5,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2003/7/1,2003,7,1,,25.5,,16.5,,21,,0,,3,,,M,,M,,M,,,,,<31,
2003/7/2,2003,7,2,,24.1,,16.9,,20.5,,0,,2.5,,,M,,M,,M,,,,,<31,
2003/7/3,2003,7,3,,31,,20.8,,25.9,,0,,7.9,,,M,,M,,M,,,,,<31,
2003/7/4,2003,7,4,,30.9,,22.4,,26.7,,0,,8.7,,,M,,M,,M,,,23,E,32,E
2003/7/5,2003,7,5,,29.8,,20.6,,25.2,,0,,7.2,,,M,,M,,M,,,,,<31,
2003/7/6,2003,7,6,,28.1,,18.8,,23.5,,0,,5.5,,,M,,M,,M,,,,,<31,
2003/7/7,2003,7,7,,25.7,,16.1,,20.9,,0,,2.9,,,M,,M,,M,,,,,<31,
2003/7/8,2003,7,8,,28.4,,20.3,,24.4,,0,,6.4,,,M,,M,,M,,,,,<31,
2003/7/9,2003,7,9,,21.5,,18.2,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2003/7/10,2003,7,10,,18.3,,15.5,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2003/7/11,2003,7,11,,22.8,,16.4,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2003/7/12,2003,7,12,,19.7,,16.9,,18.3,,0,,0.3,,,M,,M,,M,,,23,E,39,E
2003/7/13,2003,7,13,,25.6,,16.3,,21,,0,,3,,,M,,M,,M,,,36,E,32,E
2003/7/14,2003,7,14,,20.9,,13.8,,17.4,,0.6,,0,,,M,,M,,M,,,,,<31,
2003/7/15,2003,7,15,,28,,15,,21.5,,0,,3.5,,,M,,M,,M,,,18,E,50,E
2003/7/16,2003,7,16,,21.4,,15.9,,18.7,,0,,0.7,,,M,,M,,M,,,,,<31,
2003/7/17,2003,7,17,,28.3,,15.9,,22.1,,0,,4.1,,,M,,M,,M,,,,,<31,
2003/7/18,2003,7,18,,23.7,,15.2,,19.5,,0,,1.5,,,M,,M,,M,,,,,<31,
2003/7/19,2003,7,19,,25.5,,14.4,,20,,0,,2,,,M,,M,,M,,,,,<31,
2003/7/20,2003,7,20,,22.5,,15.4,,19,,0,,1,,,M,,M,,M,,,,,<31,
2003/7/21,2003,7,21,,20.9,,13.7,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
2003/7/22,2003,7,22,,19.7,,15.6,,17.7,,0.3,,0,,,M,,M,,M,,,,,<31,
2003/7/23,2003,7,23,,22.4,,16.9,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2003/7/24,2003,7,24,,22.4,,17.9,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2003/7/25,2003,7,25,,27.5,,17.2,,22.4,,0,,4.4,,,M,,M,,M,,,23,E,33,E
2003/7/26,2003,7,26,,25.5,,20.1,,22.8,,0,,4.8,,,M,,M,,M,,,21,E,41,E
2003/7/27,2003,7,27,,26.4,,17.9,,22.2,,0,,4.2,,,M,,M,,M,,,32,E,39,E
2003/7/28,2003,7,28,,25.2,,15.8,,20.5,,0,,2.5,,,M,,M,,M,,,,,<31,
2003/7/29,2003,7,29,,26.9,,16.7,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2003/7/30,2003,7,30,,20.7,,13.9,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
2003/7/31,2003,7,31,,19.4,,16.8,,18.1,,0,,0.1,,,M,,M,,M,,,,,<31,
2003/8/1,2003,8,1,,19.4,,17.2,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2003/8/2,2003,8,2,,18.7,,17.1,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2003/8/3,2003,8,3,,20,,16.8,,18.4,,0,,0.4,,,M,,M,,M,,,,,<31,
2003/8/4,2003,8,4,,27.5,,18,,22.8,,0,,4.8,,,M,,M,,M,,,,,<31,
2003/8/5,2003,8,5,,22.2,,19,,20.6,,0,,2.6,,,M,,M,,M,,,,M,,M
2003/8/6,2003,8,6,,24.6,,19.6,,22.1,,0,,4.1,,,M,,M,,M,,,,M,,M
2003/8/7,2003,8,7,,25.1,,19.9,,22.5,,0,,4.5,,,M,,M,,M,,,,M,,M
2003/8/8,2003,8,8,,23.4,,20.2,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2003/8/9,2003,8,9,,22.5,,19.6,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2003/8/10,2003,8,10,,23.3,,20.3,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2003/8/11,2003,8,11,,23.2,,20.6,,21.9,,0,,3.9,,,M,,M,,M,,,,,<31,
2003/8/12,2003,8,12,,22.4,,20.5,,21.5,,0,,3.5,,,M,,M,,M,,,,,<31,
2003/8/13,2003,8,13,,26.3,,21.2,,23.8,,0,,5.8,,,M,,M,,M,,,,,<31,
2003/8/14,2003,8,14,,30.9,E,22.3,E,26.6,E,0,E,8.6,E,,M,,M,,M,,,,M,,M
2003/8/15,2003,8,15,,,,,,,,,,,,,,,,,,,,,,,
2003/8/16,2003,8,16,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/8/17,2003,8,17,,23.9,,17.4,,20.7,,0,,2.7,,,M,,M,,M,,,,,<31,
2003/8/18,2003,8,18,,25.2,,18.2,,21.7,,0,,3.7,,,M,,M,,M,,,,,<31,
