Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2012/1/2,2012,1,2,,1.9,,-7.6,,-2.9,,20.9,,0,,,M,,M,,M,,,29,,46,
2012/1/3,2012,1,3,,-7.5,,-14.3,,-10.9,,28.9,,0,,,M,,M,,M,,,35,,48,
2012/1/4,2012,1,4,,0.6,,-11.4,,-5.4,,23.4,,0,,,M,,M,,M,,,25,,39,
2012/1/5,2012,1,5,,3.8,,0.1,,2,,16,,0,,,M,,M,,M,,,28,,32,
2012/1/6,2012,1,6,,8.8,,3.5,,6.2,,11.8,,0,,,M,,M,,M,,,19,,35,
2012/1/7,2012,1,7,,8.3,,1.5,,4.9,,13.1,,0,,,M,,M,,M,,,28,,39,
2012/1/8,2012,1,8,,1.8,,-1.9,,-0.1,,18.1,,0,,,M,,M,,M,,,29,,32,
2012/1/9,2012,1,9,,5.2,,0,,2.6,,15.4,,0,,,M,,M,,M,,,21,,46,
2012/1/10,2012,1,10,,5.8,,2.3,,4.1,,13.9,,0,,,M,,M,,M,,,,,<31,
2012/1/11,2012,1,11,,5.2,,-0.4,,2.4,,15.6,,0,,,M,,M,,M,,,3,,32,
2012/1/12,2012,1,12,,6.1,,3.7,,4.9,,13.1,,0,,,M,,M,,M,,,7,,50,
2012/1/13,2012,1,13,,4.1,,-5.7,,-0.8,,18.8,,0,,,M,,M,,M,,,22,,52,
2012/1/14,2012,1,14,,-5.3,,-11.8,,-8.6,,26.6,,0,,,M,,M,,M,,,33,,33,
2012/1/15,2012,1,15,,-5.2,,-13.3,,-9.3,,27.3,,0,,,M,,M,,M,,,,,<31,
2012/1/16,2012,1,16,,5.9,,-6.7,,-0.4,,18.4,,0,,,M,,M,,M,,,19,,41,
2012/1/17,2012,1,17,,12,,-1.7,,5.2,,12.8,,0,,,M,,M,,M,,,24,,67,
2012/1/18,2012,1,18,,-1.4,,-6.1,,-3.8,,21.8,,0,,,M,,M,,M,,,27,,52,
2012/1/19,2012,1,19,,-0.5,,-9,,-4.8,,22.8,,0,,,M,,M,,M,,,15,,59,
2012/1/20,2012,1,20,,-6,,-11,,-8.5,,26.5,,0,,,M,,M,,M,,,,,<31,
2012/1/21,2012,1,21,,-1.9,,-7.9,,-4.9,,22.9,,0,,,M,,M,,M,,,33,,37,
2012/1/22,2012,1,22,,2.3,,-4.7,,-1.2,,19.2,,0,,,M,,M,,M,,,11,,41,
2012/1/23,2012,1,23,,9.6,,2.1,,5.9,,12.1,,0,,,M,,M,,M,,,21,,59,
2012/1/24,2012,1,24,,2.9,,-0.1,,1.4,,16.6,,0,,,M,,M,,M,,,22,,50,
2012/1/25,2012,1,25,,0,,-1.4,,-0.7,,18.7,,0,,,M,,M,,M,,,,,<31,
2012/1/26,2012,1,26,,3,,-1.5,,0.8,,17.2,,0,,,M,,M,,M,,,36,,39,
2012/1/27,2012,1,27,,4.4,,0.6,,2.5,,15.5,,0,,,M,,M,,M,,,3,,43,
2012/1/28,2012,1,28,,3.1,,-1.4,,0.9,,17.1,,0,,,M,,M,,M,,,24,,59,
2012/1/29,2012,1,29,,1.7,,-4.4,,-1.4,,19.4,,0,,,M,,M,,M,,,20,,48,
2012/1/30,2012,1,30,,0.6,,-4.2,,-1.8,,19.8,,0,,,M,,M,,M,,,,,<31,
2012/1/31,2012,1,31,,12.3,,-1,,5.7,,12.3,,0,,,M,,M,,M,,,21,,41,
2012/2/1,2012,2,1,,10.4,,2.8,,6.6,,11.4,,0,,,M,,M,,M,,,24,,41,
2012/2/2,2012,2,2,,2.8,,0.2,,1.5,,16.5,,0,,,M,,M,,M,,,,,<31,
2012/2/3,2012,2,3,,4,,0.6,,2.3,,15.7,,0,,,M,,M,,M,,,,,<31,
2012/2/4,2012,2,4,,2.5,,-0.2,,1.2,,16.8,,0,,,M,,M,,M,,,,,<31,
2012/2/5,2012,2,5,,4.3,,0.6,,2.5,,15.5,,0,,,M,,M,,M,,,24,,32,
2012/2/6,2012,2,6,,8.1,,1,,4.6,,13.4,,0,,,M,,M,,M,,,21,,32,
2012/2/7,2012,2,7,,2.8,,-5,,-1.1,,19.1,,0,,,M,,M,,M,,,33,,33,
2012/2/8,2012,2,8,,1,,-5.6,,-2.3,,20.3,,0,,,M,,M,,M,,,,,<31,
2012/2/9,2012,2,9,,4.4,,-2.9,,0.8,,17.2,,0,,,M,,M,,M,,,21,,37,
2012/2/10,2012,2,10,,1.1,,-3.6,,-1.3,,19.3,,0,,,M,,M,,M,,,26,,39,
2012/2/11,2012,2,11,,-3.5,,-12.4,,-8,,26,,0,,,M,,M,,M,,,34,,56,
2012/2/12,2012,2,12,,-1.7,,-6.3,,-4,,22,,0,,,M,,M,,M,,,30,,52,
2012/2/13,2012,2,13,,1.9,,-4.7,,-1.4,,19.4,,0,,,M,,M,,M,,,27,,37,
2012/2/14,2012,2,14,,2,,0.3,,1.2,,16.8,,0,,,M,,M,,M,,,,,<31,
2012/2/15,2012,2,15,,3.9,,0.2,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
2012/2/16,2012,2,16,,5.1,,0.8,,3,,15,,0,,,M,,M,,M,,,,,<31,
2012/2/17,2012,2,17,,4.6,,0.5,,2.6,,15.4,,0,,,M,,M,,M,,,28,,39,
2012/2/18,2012,2,18,,3.8,,-1.8,,1,,17,,0,,,M,,M,,M,,,34,,43,
2012/2/19,2012,2,19,,-0.4,,-4.4,,-2.4,,20.4,,0,,,M,,M,,M,,,33,,32,
2012/2/20,2012,2,20,,1.7,,-5.2,,-1.8,,19.8,,0,,,M,,M,,M,,,,,<31,
2012/2/21,2012,2,21,,6,,-0.9,,2.6,,15.4,,0,,,M,,M,,M,,,18,,44,
2012/2/22,2012,2,22,,5.8,,1.5,,3.7,,14.3,,0,,,M,,M,,M,,,19,,41,
2012/2/23,2012,2,23,,6,,0.9,,3.5,,14.5,,0,,,M,,M,,M,,,,,<31,
2012/2/24,2012,2,24,,6.5,,-0.3,,3.1,,14.9,,0,,,M,,M,,M,,,21,,63,
2012/2/25,2012,2,25,,0.4,,-3.1,,-1.4,,19.4,,0,,,M,,M,,M,,,29,,54,
2012/2/26,2012,2,26,,1.1,,-3.5,,-1.2,,19.2,,0,,,M,,M,,M,,,,,<31,
2012/2/27,2012,2,27,,8.6,,-0.2,,4.2,,13.8,,0,,,M,,M,,M,,,30,,56,
2012/2/28,2012,2,28,,2.3,,0,,1.2,,16.8,,0,,,M,,M,,M,,,29,,39,
2012/2/29,2012,2,29,,3.2,,0.4,,1.8,,16.2,,0,,,M,,M,,M,,,7,,69,
2012/3/1,2012,3,1,,5.2,,1.3,,3.3,,14.7,,0,,,M,,M,,M,,,3,,43,
2012/3/2,2012,3,2,,11.2,,1.7,,6.5,,11.5,,0,,,M,,M,,M,,,20,,72,
2012/3/3,2012,3,3,,11.2,,1.6,,6.4,,11.6,,0,,,M,,M,,M,,,20,,82,
2012/3/4,2012,3,4,,1.7,,-8.8,,-3.6,,21.6,,0,,,M,,M,,M,,,29,,43,
2012/3/5,2012,3,5,,-2.3,,-11.4,,-6.9,,24.9,,0,,,M,,M,,M,,,29,,32,
2012/3/6,2012,3,6,,5.7,,-5.4,,0.2,,17.8,,0,,,M,,M,,M,,,18,,44,
2012/3/7,2012,3,7,,16.7,,4.9,,10.8,,7.2,,0,,,M,,M,,M,,,21,,61,
2012/3/8,2012,3,8,,15.1,,0.6,,7.9,,10.1,,0,,,M,,M,,M,,,21,,57,
2012/3/9,2012,3,9,,2.7,,-5.1,,-1.2,,19.2,,0,,,M,,M,,M,,,28,,65,
2012/3/10,2012,3,10,,4.2,,-6.8,,-1.3,,19.3,,0,,,M,,M,,M,,,18,,39,
2012/3/11,2012,3,11,,15,,4.2,,9.6,,8.4,,0,,,M,,M,,M,,,21,,37,
2012/3/12,2012,3,12,,14.3,,4.6,,9.5,,8.5,,0,,,M,,M,,M,,,18,,44,
2012/3/13,2012,3,13,,17.5,,6.3,,11.9,,6.1,,0,,,M,,M,,M,,,26,,46,
2012/3/14,2012,3,14,,17.1,,3.3,,10.2,,7.8,,0,,,M,,M,,M,,,,,<31,
2012/3/15,2012,3,15,,8,,4.2,,6.1,,11.9,,0,,,M,,M,,M,,,9,,63,
2012/3/16,2012,3,16,,12.5,,5.5,,9,,9,,0,,,M,,M,,M,,,,,<31,
2012/3/17,2012,3,17,,5.9,,4,,5,,13,,0,,,M,,M,,M,,,,,<31,
2012/3/18,2012,3,18,,8.6,,5.1,,6.9,,11.1,,0,,,M,,M,,M,,,,,<31,
2012/3/19,2012,3,19,,13.5,,6.6,,10.1,,7.9,,0,,,M,,M,,M,,,,,<31,
2012/3/20,2012,3,20,,10,,6.1,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2012/3/21,2012,3,21,,14.2,,6.8,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2012/3/22,2012,3,22,,19.9,,8.7,,14.3,,3.7,,0,,,M,,M,,M,,,,,<31,
2012/3/23,2012,3,23,,13.7,,8.5,,11.1,,6.9,,0,,,M,,M,,M,,,3,,43,
2012/3/24,2012,3,24,,8.7,,4.9,,6.8,,11.2,,0,,,M,,M,,M,,,2,,44,
2012/3/25,2012,3,25,,17.8,,4.9,,11.4,,6.6,,0,,,M,,M,,M,,,30,,43,
2012/3/26,2012,3,26,,5.4,,-1.1,,2.2,,15.8,,0,,,M,,M,,M,,,31,,52,
2012/3/27,2012,3,27,,8,,-1.9,,3.1,,14.9,,0,,,M,,M,,M,,,,,<31,
2012/3/28,2012,3,28,,18.3,,5.9,,12.1,,5.9,,0,,,M,,M,,M,,,28,,54,
2012/3/29,2012,3,29,,5.9,,1.7,,3.8,,14.2,,0,,,M,,M,,M,,,34,,37,
2012/3/30,2012,3,30,,3.8,,-0.1,,1.9,,16.1,,0,,,M,,M,,M,,,7,,59,
2012/3/31,2012,3,31,,6.8,,0.7,,3.8,,14.2,,0,,,M,,M,,M,,,3,,52,
2012/4/1,2012,4,1,,6.6,,4.4,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
2012/4/2,2012,4,2,,10.4,,3,,6.7,,11.3,,0,,,M,,M,,M,,,33,,35,
2012/4/3,2012,4,3,,10,,2.1,,6.1,,11.9,,0,,,M,,M,,M,,,30,,32,
2012/4/4,2012,4,4,,11.5,,4.7,,8.1,,9.9,,0,,,M,,M,,M,,,35,,44,
2012/4/5,2012,4,5,,7.1,,1.4,,4.3,,13.7,,0,,,M,,M,,M,,,32,,41,
2012/4/6,2012,4,6,,12.4,,2.1,,7.3,,10.7,,0,,,M,,M,,M,,,36,,32,
2012/4/7,2012,4,7,,12.5,,3.6,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2012/4/8,2012,4,8,,13,,4.4,,8.7,,9.3,,0,,,M,,M,,M,,,28,,57,
2012/4/9,2012,4,9,,12.3,,4.7,,8.5,,9.5,,0,,,M,,M,,M,,,28,,69,
2012/4/10,2012,4,10,,8.5,,2.9,,5.7,,12.3,,0,,,M,,M,,M,,,27,,54,
2012/4/11,2012,4,11,,10,,3,,6.5,,11.5,,0,,,M,,M,,M,,,31,,46,
2012/4/12,2012,4,12,,12.1,,4.2,,8.2,,9.8,,0,,,M,,M,,M,,,34,,32,
2012/4/13,2012,4,13,,16.6,,3.3,,10,,8,,0,,,M,,M,,M,,,,,<31,
2012/4/14,2012,4,14,,16.1,,6.5,,11.3,,6.7,,0,,,M,,M,,M,,,20,,43,
2012/4/15,2012,4,15,,21.3,,7.6,,14.5,,3.5,,0,,,M,,M,,M,,,,,<31,
2012/4/16,2012,4,16,,23.8,,7.7,,15.8,,2.2,,0,,,M,,M,,M,,,,,<31,
2012/4/17,2012,4,17,,10.9,,2.7,,6.8,,11.2,,0,,,M,,M,,M,,,27,,39,
2012/4/18,2012,4,18,,5.3,,0.7,,3,,15,,0,,,M,,M,,M,,,,,<31,
2012/4/19,2012,4,19,,22.4,,4.8,,13.6,,4.4,,0,,,M,,M,,M,,,16,,35,
2012/4/20,2012,4,20,,21.3,,6.9,,14.1,,3.9,,0,,,M,,M,,M,,,30,,44,
2012/4/21,2012,4,21,,7.8,,4,,5.9,,12.1,,0,,,M,,M,,M,,,32,,37,
2012/4/22,2012,4,22,,8.7,,4.6,,6.7,,11.3,,0,,,M,,M,,M,,,1,,44,
2012/4/23,2012,4,23,,8.5,,2.2,,5.4,,12.6,,0,,,M,,M,,M,,,36,,63,
2012/4/24,2012,4,24,,7.6,,2.3,,5,,13,,0,,,M,,M,,M,,,29,,48,
2012/4/25,2012,4,25,,13.8,,4,,8.9,,9.1,,0,,,M,,M,,M,,,31,,37,
2012/4/26,2012,4,26,,10.6,,3.6,,7.1,,10.9,,0,,,M,,M,,M,,,32,,44,
2012/4/27,2012,4,27,,9,,1.9,,5.5,,12.5,,0,,,M,,M,,M,,,32,,48,
2012/4/28,2012,4,28,,8.5,,2.7,,5.6,,12.4,,0,,,M,,M,,M,,,,,<31,
2012/4/29,2012,4,29,,11.7,,2.3,,7,,11,,0,,,M,,M,,M,,,,,<31,
2012/4/30,2012,4,30,,6.7,,5,,5.9,,12.1,,0,,,M,,M,,M,,,1,,39,
2012/5/1,2012,5,1,,14.6,,6,,10.3,,7.7,,0,,,M,,M,,M,,,,,<31,
2012/5/2,2012,5,2,,10,,6.6,,8.3,,9.7,,0,,,M,,M,,M,,,3,,32,
2012/5/3,2012,5,3,,15.5,,8.1,,11.8,,6.2,,0,,,M,,M,,M,,,,,<31,
2012/5/4,2012,5,4,,21.9,,11.8,,16.9,,1.1,,0,,,M,,M,,M,,,3,,33,
2012/5/5,2012,5,5,,12,,7.9,,10,,8,,0,,,M,,M,,M,,,3,,39,
2012/5/6,2012,5,6,,13.2,,8.1,,10.7,,7.3,,0,,,M,,M,,M,,,,,<31,
2012/5/7,2012,5,7,,10.9,,8.6,,9.8,,8.2,,0,,,M,,M,,M,,,3,,39,
2012/5/8,2012,5,8,,18.6,,9.8,,14.2,,3.8,,0,,,M,,M,,M,,,,,<31,
2012/5/9,2012,5,9,,19.1,,10,,14.6,,3.4,,0,,,M,,M,,M,,,28,,57,
2012/5/10,2012,5,10,,16.2,,9.2,,12.7,,5.3,,0,,,M,,M,,M,,,32,,52,
2012/5/11,2012,5,11,,22.1,,9.4,,15.8,,2.2,,0,,,M,,M,,M,,,29,,44,
2012/5/12,2012,5,12,,24.7,,13,,18.9,,0,,0.9,,,M,,M,,M,,,29,,37,
2012/5/13,2012,5,13,,15.8,,10.9,,13.4,,4.6,,0,,,M,,M,,M,,,,,<31,
2012/5/14,2012,5,14,,16.3,,10.6,,13.5,,4.5,,0,,,M,,M,,M,,,,,<31,
2012/5/15,2012,5,15,,24.4,,11,,17.7,,0.3,,0,,,M,,M,,M,,,16,,43,
2012/5/16,2012,5,16,,18.7,,8.3,,13.5,,4.5,,0,,,M,,M,,M,,,29,,43,
2012/5/17,2012,5,17,,16.8,,7,,11.9,,6.1,,0,,,M,,M,,M,,,11,,33,
2012/5/18,2012,5,18,,14,,9.5,,11.8,,6.2,,0,,,M,,M,,M,,,,,<31,
2012/5/19,2012,5,19,,17.5,,11.4,,14.5,,3.5,,0,,,M,,M,,M,,,,,<31,
2012/5/20,2012,5,20,,19.3,,13.8,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2012/5/21,2012,5,21,,20.2,,14.7,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2012/5/22,2012,5,22,,21.7,,15.4,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2012/5/23,2012,5,23,,18.5,,14.9,,16.7,,1.3,,0,,,M,,M,,M,,,,,<31,
2012/5/24,2012,5,24,,19.6,,15.6,,17.6,,0.4,,0,,,M,,M,,M,,,,,<31,
2012/5/25,2012,5,25,,30.1,,18.7,,24.4,,0,,6.4,,,M,,M,,M,,,20,,41,
2012/5/26,2012,5,26,,21.7,,17.6,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2012/5/27,2012,5,27,,23.4,,16.2,,19.8,,0,,1.8,,,M,,M,,M,,,17,,37,
2012/5/28,2012,5,28,,31.5,,16.5,,24,,0,,6,,,M,,M,,M,,,21,,35,
2012/5/29,2012,5,29,,27.3,,20.2,,23.8,,0,,5.8,,,M,,M,,M,,,26,,41,
2012/5/30,2012,5,30,,22.4,,13.5,,18,,0,,0,,,M,,M,,M,,,27,,37,
2012/5/31,2012,5,31,,16.9,,9.5,,13.2,,4.8,,0,,,M,,M,,M,,,7,,37,
2012/6/1,2012,6,1,,16.8,,12.1,,14.5,,3.5,,0,,,M,,M,,M,,,5,,63,
2012/6/2,2012,6,2,,19.8,,12.1,,16,,2,,0,,,M,,M,,M,,,19,,39,
2012/6/3,2012,6,3,,18.5,,12.6,,15.6,,2.4,,0,,,M,,M,,M,,,30,,41,
2012/6/4,2012,6,4,,14.8,,10.9,,12.9,,5.1,,0,,,M,,M,,M,,,4,,39,
2012/6/5,2012,6,5,,18.8,,11.2,,15,,3,,0,,,M,,M,,M,,,,,<31,
2012/6/6,2012,6,6,,23.1,,14.7,,18.9,,0,,0.9,,,M,,M,,M,,,36,,41,
2012/6/7,2012,6,7,,24.5,,13.9,,19.2,,0,,1.2,,,M,,M,,M,,,35,,63,
2012/6/8,2012,6,8,,27,,16.2,,21.6,,0,,3.6,,,M,,M,,M,,,25,,33,
2012/6/9,2012,6,9,,24.4,,17.4,,20.9,,0,,2.9,,,M,,M,,M,,,,,<31,
2012/6/10,2012,6,10,,30.9,,16.6,,23.8,,0,,5.8,,,M,,M,,M,,,,,<31,
2012/6/11,2012,6,11,,26.3,,17.8,,22.1,,0,,4.1,,,M,,M,,M,,,18,,43,
2012/6/12,2012,6,12,,26.6,,12.2,,19.4,,0,,1.4,,,M,,M,,M,,,29,,50,
2012/6/13,2012,6,13,,18.3,,10.6,,14.5,,3.5,,0,,,M,,M,,M,,,36,,33,
2012/6/14,2012,6,14,,17.4,,13.6,,15.5,,2.5,,0,,,M,,M,,M,,,,,<31,
2012/6/15,2012,6,15,,19.6,,15.7,,17.7,,0.3,,0,,,M,,M,,M,,,,,<31,
2012/6/16,2012,6,16,,20.4,,17.5,,19,,0,,1,,,M,,M,,M,,,,,<31,
2012/6/17,2012,6,17,,26.6,,18.8,,22.7,,0,,4.7,,,M,,M,,M,,,18,,37,
2012/6/18,2012,6,18,,27.4,,20.6,,24,,0,,6,,,M,,M,,M,,,17,,35,
2012/6/19,2012,6,19,,31.9,,23.8,,27.9,,0,,9.9,,,M,,M,,M,,,22,,32,
2012/6/20,2012,6,20,,32.6,,23.8,,28.2,,0,,10.2,,,M,,M,,M,,,20,,33,
2012/6/21,2012,6,21,,32.3,,21.7,,27,,0,,9,,,M,,M,,M,,,31,,57,
2012/6/22,2012,6,22,,26.2,,18.7,,22.5,,0,,4.5,,,M,,M,,M,,,30,,37,
2012/6/23,2012,6,23,,25.2,,16.2,,20.7,,0,,2.7,,,M,,M,,M,,,,,<31,
2012/6/24,2012,6,24,,25.5,,17.8,,21.7,,0,,3.7,,,M,,M,,M,,,,,<31,
2012/6/25,2012,6,25,,20,,15.2,,17.6,,0.4,,0,,,M,,M,,M,,,32,,54,
2012/6/26,2012,6,26,,25.9,,15,,20.5,,0,,2.5,,,M,,M,,M,,,32,,48,
2012/6/27,2012,6,27,,25.4,,17.5,,21.5,,0,,3.5,,,M,,M,,M,,,,,<31,
2012/6/28,2012,6,28,,30.1,,19.7,,24.9,,0,,6.9,,,M,,M,,M,,,,,<31,
2012/6/29,2012,6,29,,30.8,,22.4,,26.6,,0,,8.6,,,M,,M,,M,,,28,,39,
2012/6/30,2012,6,30,,32.1,,21.1,,26.6,,0,,8.6,,,M,,M,,M,,,29,,41,
2012/7/1,2012,7,1,,29.4,,20.2,,24.8,,0,,6.8,,,M,,M,,M,,,30,,43,
2012/7/2,2012,7,2,,30.7,,18.6,,24.7,,0,,6.7,,,M,,M,,M,,,31,,32,
2012/7/3,2012,7,3,,28.4,,21.2,,24.8,,0,,6.8,,,M,,M,,M,,,23,,32,
2012/7/4,2012,7,4,,34.3,,21,,27.7,,0,,9.7,,,M,,M,,M,,,29,,33,
2012/7/5,2012,7,5,,25.1,,20.6,,22.9,,0,,4.9,,,M,,M,,M,,,,,<31,
2012/7/6,2012,7,6,,35.3,,23.6,,29.5,,0,,11.5,,,M,,M,,M,,,30,,33,
2012/7/7,2012,7,7,,25.6,,21.1,,23.4,,0,,5.4,,,M,,M,,M,,,33,,41,
2012/7/8,2012,7,8,,26.1,,19.4,,22.8,,0,,4.8,,,M,,M,,M,,,34,,37,
2012/7/9,2012,7,9,,26,,18.1,,22.1,,0,,4.1,,,M,,M,,M,,,33,,37,
2012/7/10,2012,7,10,,25.6,,19.3,,22.5,,0,,4.5,,,M,,M,,M,,,,,<31,
2012/7/11,2012,7,11,,25.8,,19.1,,22.5,,0,,4.5,,,M,,M,,M,,,,,<31,
2012/7/12,2012,7,12,,27.3,,19.2,,23.3,,0,,5.3,,,M,,M,,M,,,,,<31,
2012/7/13,2012,7,13,,28.2,,21.3,,24.8,,0,,6.8,,,M,,M,,M,,,,,<31,
2012/7/14,2012,7,14,,26.2,,22.5,,24.4,,0,,6.4,,,M,,M,,M,,,,,<31,
2012/7/15,2012,7,15,,29.5,,23.7,,26.6,,0,,8.6,,,M,,M,,M,,,23,,33,
2012/7/16,2012,7,16,,32.6,,22.2,,27.4,,0,,9.4,,,M,,M,,M,,,,,<31,
2012/7/17,2012,7,17,,35.6,,20.8,,28.2,,0,,10.2,,,M,,M,,M,,,31,,57,
2012/7/18,2012,7,18,,25,,21.3,,23.2,,0,,5.2,,,M,,M,,M,,,34,,32,
2012/7/19,2012,7,19,,22.5,,20,,21.3,,0,,3.3,,,M,,M,,M,,,5,,39,
2012/7/20,2012,7,20,,21.8,,18.8,,20.3,,0,,2.3,,,M,,M,,M,,,6,,46,
2012/7/21,2012,7,21,,27.4,,18,,22.7,,0,,4.7,,,M,,M,,M,,,16,,33,
2012/7/22,2012,7,22,,28.7,,20.6,,24.7,,0,,6.7,,,M,,M,,M,,,15,,63,
2012/7/23,2012,7,23,,32.6,,22.4,,27.5,,0,,9.5,,,M,,M,,M,,,20,,44,
2012/7/24,2012,7,24,,27.6,,20.1,,23.9,,0,,5.9,,,M,,M,,M,,,33,,50,
2012/7/25,2012,7,25,,27.5,,19.1,,23.3,,0,,5.3,,,M,,M,,M,,,2,,37,
2012/7/26,2012,7,26,,27.3,,21,,24.2,,0,,6.2,,,M,,M,,M,,,32,,69,
2012/7/27,2012,7,27,,23.4,,20.2,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2012/7/28,2012,7,28,,24.6,,21.2,,22.9,,0,,4.9,,,M,,M,,M,,,3,,32,
2012/7/29,2012,7,29,,28,,18.7,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
2012/7/30,2012,7,30,,28.9,,18.6,,23.8,,0,,5.8,,,M,,M,,M,,,,,<31,
2012/7/31,2012,7,31,,29.5,,21.6,,25.6,,0,,7.6,,,M,,M,,M,,,21,,48,
2012/8/1,2012,8,1,,25.6,,20.6,,23.1,,0,,5.1,,,M,,M,,M,,,,,<31,
2012/8/2,2012,8,2,,27.9,,19.7,,23.8,,0,,5.8,,,M,,M,,M,,,18,,33,
2012/8/3,2012,8,3,,25.8,,22.9,,24.4,,0,,6.4,,,M,,M,,M,,,,,<31,
2012/8/4,2012,8,4,,28.1,,23.1,,25.6,,0,,7.6,,,M,,M,,M,,,15,,37,
2012/8/5,2012,8,5,,28.4,,19.4,,23.9,,0,,5.9,,,M,,M,,M,,,30,,48,
2012/8/6,2012,8,6,,27.2,,17.4,,22.3,,0,,4.3,,,M,,M,,M,,,19,,32,
2012/8/7,2012,8,7,,29.6,,18.5,,24.1,,0,,6.1,,,M,,M,,M,,,22,,32,
2012/8/8,2012,8,8,,30.4,,21.2,,25.8,,0,,7.8,,,M,,M,,M,,,,,<31,
2012/8/9,2012,8,9,,22.3,,18.7,,20.5,,0,,2.5,,,M,,M,,M,,,,,<31,
