Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2007/1/29,2007,1,29,,-4.2,,-12,,-8.1,,26.1,,0,,,M,,M,,M,,,26,E,33,E
2007/1/30,2007,1,30,,-4.6,,-8.2,,-6.4,,24.4,,0,,,M,,M,,M,,,,,<31,
2007/1/31,2007,1,31,,-4.9,,-8.2,,-6.6,,24.6,,0,,,M,,M,,M,,,27,E,37,E
2007/2/1,2007,2,1,,-2.1,,-6.1,,-4.1,,22.1,,0,,,M,,M,,M,,,,,<31,
2007/2/2,2007,2,2,,-2.2,,-9,,-5.6,,23.6,,0,,,M,,M,,M,,,27,E,41,E
2007/2/3,2007,2,3,,-6.9,,-11.9,,-9.4,,27.4,,0,,,M,,M,,M,,,26,E,48,E
2007/2/4,2007,2,4,,-11.9,,-15.3,,-13.6,,31.6,,0,,,M,,M,,M,,,26,E,46,E
2007/2/5,2007,2,5,,-9.5,,-15.5,,-12.5,,30.5,,0,,,M,,M,,M,,,27,E,57,E
2007/2/6,2007,2,6,,-10.6,,-14.9,,-12.8,,30.8,,0,,,M,,M,,M,,,26,E,33,E
2007/2/7,2007,2,7,,-7.8,,-14,,-10.9,,28.9,,0,,,M,,M,,M,,,27,E,46,E
2007/2/8,2007,2,8,,-5.1,,-11,,-8.1,,26.1,,0,,,M,,M,,M,,,26,E,41,E
2007/2/9,2007,2,9,,-3.3,,-9.8,,-6.6,,24.6,,0,,,M,,M,,M,,,,,<31,
2007/2/10,2007,2,10,,-4.5,,-9.8,,-7.2,,25.2,,0,,,M,,M,,M,,,26,E,37,E
2007/2/11,2007,2,11,,-4.5,,-9.9,,-7.2,,25.2,,0,,,M,,M,,M,,,23,E,35,E
2007/2/12,2007,2,12,,-2.9,,-13,,-8,,26,,0,,,M,,M,,M,,,,,<31,
2007/2/13,2007,2,13,,-7.7,,-14.7,,-11.2,,29.2,,0,,,M,,M,,M,,,6,E,59,E
2007/2/14,2007,2,14,,-7.3,,-15.8,,-11.6,,29.6,,0,,,M,,M,,M,,,2,E,56,E
2007/2/15,2007,2,15,,-8.9,,-18.4,,-13.7,,31.7,,0,,,M,,M,,M,,,27,E,41,E
2007/2/16,2007,2,16,,-4.4,,-11.2,,-7.8,,25.8,,0,,,M,,M,,M,,,27,E,39,E
2007/2/17,2007,2,17,,-3.5,,-9.3,,-6.4,,24.4,,0,,,M,,M,,M,,,,,<31,
2007/2/18,2007,2,18,,-6.8,,-13.2,,-10,,28,,0,,,M,,M,,M,,,31,E,41,E
2007/2/19,2007,2,19,,4.8,,-14.4,,-4.8,,22.8,,0,,,M,,M,,M,,,,,<31,
2007/2/20,2007,2,20,,5.3,,-1.2,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
2007/2/21,2007,2,21,,3.9,,-2.9,,0.5,,17.5,,0,,,M,,M,,M,,,,,<31,
2007/2/22,2007,2,22,,3.8,,-5.2,,-0.7,,18.7,,0,,,M,,M,,M,,,32,E,56,E
2007/2/23,2007,2,23,,-4.6,,-10.2,,-7.4,,25.4,,0,,,M,,M,,M,,,34,E,46,E
2007/2/24,2007,2,24,,-0.8,,-11.6,,-6.2,,24.2,,0,,,M,,M,,M,,,,,<31,
2007/2/25,2007,2,25,,0,,-6.2,,-3.1,,21.1,,0,,,M,,M,,M,,,7,E,59,E
2007/2/26,2007,2,26,,0.6,,-2.2,,-0.8,,18.8,,0,,,M,,M,,M,,,,,<31,
2007/2/27,2007,2,27,,-0.5,,-2.3,,-1.4,,19.4,,0,,,M,,M,,M,,,,,<31,
2007/2/28,2007,2,28,,2,,-3.5,,-0.8,,18.8,,0,,,M,,M,,M,,,,,<31,
2007/3/1,2007,3,1,,0.7,,-3.5,,-1.4,,19.4,,0,,,M,,M,,M,,,9,E,63,E
2007/3/2,2007,3,2,,4,,0.7,,2.4,,15.6,,0,,,M,,M,,M,,,9,E,59,E
2007/3/3,2007,3,3,,0.5,E,-0.4,E,0.1,E,17.9,E,0,E,,M,,M,,M,,,,M,,M
2007/3/4,2007,3,4,,-0.8,,-3,,-1.9,,19.9,,0,,,M,,M,,M,,,30,E,44,E
2007/3/5,2007,3,5,,-1.6,,-15.2,,-8.4,,26.4,,0,,,M,,M,,M,,,31,E,67,E
2007/3/6,2007,3,6,,-10.4,,-19.1,,-14.8,,32.8,,0,,,M,,M,,M,,,,,<31,
2007/3/7,2007,3,7,,-5.5,,-12.7,,-9.1,,27.1,,0,,,M,,M,,M,,,,,<31,
2007/3/8,2007,3,8,,-2.9,,-10,,-6.5,,24.5,,0,,,M,,M,,M,,,,,<31,
2007/3/9,2007,3,9,,1.3,,-5.7,,-2.2,,20.2,,0,,,M,,M,,M,,,,,<31,
2007/3/10,2007,3,10,,5.5,,-0.4,,2.6,,15.4,,0,,,M,,M,,M,,,,,<31,
2007/3/11,2007,3,11,,4.2,,-0.5,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
2007/3/12,2007,3,12,,6.2,,-0.6,,2.8,,15.2,,0,,,M,,M,,M,,,,,<31,
2007/3/13,2007,3,13,,13.7,,5.2,,9.5,,8.5,,0,,,M,,M,,M,,,24,E,33,E
2007/3/14,2007,3,14,,12.3,,4.4,,8.4,,9.6,,0,,,M,,M,,M,,,,,<31,
2007/3/15,2007,3,15,,4.5,,-2.6,,1,,17,,0,,,M,,M,,M,,,,,<31,
2007/3/16,2007,3,16,,-0.7,,-5.3,,-3,,21,,0,,,M,,M,,M,,,7,E,56,E
2007/3/17,2007,3,17,,1.8,,-6.3,,-2.3,,20.3,,0,,,M,,M,,M,,,32,E,46,E
2007/3/18,2007,3,18,,1.8,,-3.9,,-1.1,,19.1,,0,,,M,,M,,M,,,31,E,44,E
2007/3/19,2007,3,19,,3.1,,-1.8,,0.7,,17.3,,0,,,M,,M,,M,,,20,E,44,E
2007/3/20,2007,3,20,,0.6,,-5.8,,-2.6,,20.6,,0,,,M,,M,,M,,,31,E,33,E
2007/3/21,2007,3,21,,10.2,,-3.1,,3.6,,14.4,,0,,,M,,M,,M,,,,,<31,
2007/3/22,2007,3,22,,14.4,,3.6,,9,,9,,0,,,M,,M,,M,,,23,E,50,E
2007/3/23,2007,3,23,,6.9,,2,,4.5,,13.5,,0,,,M,,M,,M,,,,,<31,
2007/3/24,2007,3,24,,8.4,,2,,5.2,,12.8,,0,,,M,,M,,M,,,,,<31,
2007/3/25,2007,3,25,,4.4,,1.5,,3,,15,,0,,,M,,M,,M,,,,,<31,
2007/3/26,2007,3,26,,20.3,,2.2,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2007/3/27,2007,3,27,,12.7,,3.9,,8.3,,9.7,,0,,,M,,M,,M,,,,,<31,
2007/3/28,2007,3,28,,7.9,,2.9,,5.4,,12.6,,0,,,M,,M,,M,,,5,E,39,E
2007/3/29,2007,3,29,,3.8,,0.6,,2.2,,15.8,,0,,,M,,M,,M,,,,,<31,
2007/3/30,2007,3,30,,7.4,,-0.1,,3.7,,14.3,,0,,,M,,M,,M,,,,,<31,
2007/3/31,2007,3,31,,5.1,,1.9,,3.5,,14.5,,0,,,M,,M,,M,,,5,E,35,E
2007/4/1,2007,4,1,,4.6,,2.7,,3.7,,14.3,,0,,,M,,M,,M,,,,,<31,
2007/4/2,2007,4,2,,12.9,,4.2,,8.6,,9.4,,0,,,M,,M,,M,,,27,E,33,E
2007/4/3,2007,4,3,,6.1,,3.6,,4.9,,13.1,,0,,,M,,M,,M,,,2,E,41,E
2007/4/4,2007,4,4,,8.9,,-2.2,,3.4,,14.6,,0,,,M,,M,,M,,,27,E,50,E
2007/4/5,2007,4,5,,-2.2,,-5.2,,-3.7,,21.7,,0,,,M,,M,,M,,,28,E,48,E
2007/4/6,2007,4,6,,-3.3,,-5,,-4.2,,22.2,,0,,,M,,M,,M,,,27,E,39,E
2007/4/7,2007,4,7,,-2.4,,-4.5,,-3.5,,21.5,,0,,,M,,M,,M,,,29,E,33,E
2007/4/8,2007,4,8,,0.4,,-3.1,,-1.4,,19.4,,0,,,M,,M,,M,,,31,E,33,E
2007/4/9,2007,4,9,,3,,-1.1,,1,,17,,0,,,M,,M,,M,,,,,<31,
2007/4/10,2007,4,10,,5.9,,-0.1,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
2007/4/11,2007,4,11,,3.4,,-1.3,,1.1,,16.9,,0,,,M,,M,,M,,,5,E,57,E
2007/4/12,2007,4,12,,8.1,,2.8,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
2007/4/13,2007,4,13,,4.7,,1.9,,3.3,,14.7,,0,,,M,,M,,M,,,27,E,44,E
2007/4/14,2007,4,14,,4.5,,0.2,,2.4,,15.6,,0,,,M,,M,,M,,,,,<31,
2007/4/15,2007,4,15,,6.8,,1.1,,4,,14,,0,,,M,,M,,M,,,36,E,56,E
2007/4/16,2007,4,16,,6.5,,4.3,,5.4,,12.6,,0,,,M,,M,,M,,,35,E,63,E
2007/4/17,2007,4,17,,8.3,,4.8,,6.6,,11.4,,0,,,M,,M,,M,,,,,<31,
2007/4/18,2007,4,18,,7.9,,3.9,,5.9,,12.1,,0,,,M,,M,,M,,,,,<31,
2007/4/19,2007,4,19,,11.5,,3.8,,7.7,,10.3,,0,,,M,,M,,M,,,,,<31,
2007/4/20,2007,4,20,,16.8,,6.2,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2007/4/21,2007,4,21,,19.9,,7.7,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
2007/4/22,2007,4,22,,23.3,,10.8,,17.1,,0.9,,0,,,M,,M,,M,,,,,<31,
2007/4/23,2007,4,23,,22.6,,10.4,,16.5,,1.5,,0,,,M,,M,,M,,,22,E,70,E
2007/4/24,2007,4,24,,12.8,,6.8,,9.8,,8.2,,0,,,M,,M,,M,,,,,<31,
2007/4/25,2007,4,25,,9.1,,5.1,,7.1,,10.9,,0,,,M,,M,,M,,,,,<31,
2007/4/26,2007,4,26,,6,,4.4,,5.2,,12.8,,0,,,M,,M,,M,,,5,E,44,E
2007/4/27,2007,4,27,,15.8,,5.1,,10.5,,7.5,,0,,,M,,M,,M,,,23,E,32,E
2007/4/28,2007,4,28,,12,,8.9,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2007/4/29,2007,4,29,,20.1,,8.4,,14.3,,3.7,,0,,,M,,M,,M,,,23,E,32,E
2007/4/30,2007,4,30,,16.6,,7.3,,12,,6,,0,,,M,,M,,M,,,,,<31,
2007/5/1,2007,5,1,,8.6,,5.3,,7,,11,,0,,,M,,M,,M,,,,,<31,
2007/5/2,2007,5,2,,11.9,,5.9,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
2007/5/3,2007,5,3,,10,,6.5,,8.3,,9.7,,0,,,M,,M,,M,,,,,<31,
2007/5/4,2007,5,4,,13.2,,6.6,,9.9,,8.1,,0,,,M,,M,,M,,,,,<31,
2007/5/5,2007,5,5,,12.9,,7.4,,10.2,,7.8,,0,,,M,,M,,M,,,,,<31,
2007/5/6,2007,5,6,,9.6,,6.1,,7.9,,10.1,,0,,,M,,M,,M,,,,,<31,
2007/5/7,2007,5,7,,10.4,,5.8,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2007/5/8,2007,5,8,,25.3,,9,,17.2,,0.8,,0,,,M,,M,,M,,,23,E,33,E
2007/5/9,2007,5,9,,19,,9.8,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2007/5/10,2007,5,10,,22.7,,14.1,,18.4,,0,,0.4,,,M,,M,,M,,,32,E,33,E
2007/5/11,2007,5,11,,21.2,,12.8,,17,,1,,0,,,M,,M,,M,,,,,<31,
2007/5/12,2007,5,12,,12.9,,7.8,,10.4,,7.6,,0,,,M,,M,,M,,,36,E,43,E
2007/5/13,2007,5,13,,13.8,,7,,10.4,,7.6,,0,,,M,,M,,M,,,,,<31,
2007/5/14,2007,5,14,,18.7,,8.6,,13.7,,4.3,,0,,,M,,M,,M,,,22,E,33,E
2007/5/15,2007,5,15,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2007/5/16,2007,5,16,,16.3,,6.3,,11.3,,6.7,,0,,,M,,M,,M,,,22,E,32,E
2007/5/17,2007,5,17,,11,,5.7,,8.4,,9.6,,0,,,M,,M,,M,,,,,<31,
2007/5/18,2007,5,18,,15.4,,6.6,,11,,7,,0,,,M,,M,,M,,,,,<31,
2007/5/19,2007,5,19,,20.2,,10.6,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
2007/5/20,2007,5,20,,14.6,,8.6,,11.6,,6.4,,0,,,M,,M,,M,,,,,<31,
2007/5/21,2007,5,21,,13.6,,7.1,,10.4,,7.6,,0,,,M,,M,,M,,,,,<31,
2007/5/22,2007,5,22,,11,E,9.3,E,10.2,E,7.8,E,0,E,,M,,M,,M,,,,M,,M
2007/5/23,2007,5,23,,13.9,,10.7,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2007/5/24,2007,5,24,,30.1,,12.7,,21.4,,0,,3.4,,,M,,M,,M,,,18,E,32,E
2007/5/25,2007,5,25,,28.7,,15.3,,22,,0,,4,,,M,,M,,M,,,,,<31,
2007/5/26,2007,5,26,,16.3,,14.1,,15.2,,2.8,,0,,,M,,M,,M,,,,,<31,
2007/5/27,2007,5,27,,22.9,,9.1,,16,,2,,0,,,M,,M,,M,,,23,E,39,E
2007/5/28,2007,5,28,,21.5,,12.6,,17.1,,0.9,,0,,,M,,M,,M,,,31,E,33,E
2007/5/29,2007,5,29,,16,,12.7,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2007/5/30,2007,5,30,,28.8,,13.5,,21.2,,0,,3.2,,,M,,M,,M,,,,,<31,
2007/5/31,2007,5,31,,25,,18.2,,21.6,,0,,3.6,,,M,,M,,M,,,,,<31,
2007/6/1,2007,6,1,,26.9,,20.6,,23.8,,0,,5.8,,,M,,M,,M,,,,,<31,
2007/6/2,2007,6,2,,29,,19.9,,24.5,,0,,6.5,,,M,,M,,M,,,,,<31,
2007/6/3,2007,6,3,,22.1,,16.7,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2007/6/4,2007,6,4,,23.1,,15.5,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2007/6/5,2007,6,5,,19.1,,9,,14.1,,3.9,,0,,,M,,M,,M,,,31,E,44,E
2007/6/6,2007,6,6,,19,,9.8,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2007/6/7,2007,6,7,,25.6,,10.6,,18.1,,0,,0.1,,,M,,M,,M,,,22,E,35,E
2007/6/8,2007,6,8,,30.5,,14.3,,22.4,,0,,4.4,,,M,,M,,M,,,22,E,48,E
2007/6/9,2007,6,9,,19.5,,13,,16.3,,1.7,,0,,,M,,M,,M,,,,,<31,
2007/6/10,2007,6,10,,20.4,,12.9,,16.7,,1.3,,0,,,M,,M,,M,,,,,<31,
2007/6/11,2007,6,11,,28.8,,16.3,,22.6,,0,,4.6,,,M,,M,,M,,,,,<31,
2007/6/12,2007,6,12,,30,,19.1,,24.6,,0,,6.6,,,M,,M,,M,,,36,E,33,E
2007/6/13,2007,6,13,,24.1,,18.1,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2007/6/14,2007,6,14,,19.2,,15.1,,17.2,,0.8,,0,,,M,,M,,M,,,,,<31,
2007/6/15,2007,6,15,,21.9,,16.7,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2007/6/16,2007,6,16,,28.2,,18.8,,23.5,,0,,5.5,,,M,,M,,M,,,,,<31,
2007/6/17,2007,6,17,,27.8,,20.1,,24,,0,,6,,,M,,M,,M,,,,,<31,
2007/6/18,2007,6,18,,21.4,,18,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2007/6/19,2007,6,19,,28.1,,18.5,,23.3,,0,,5.3,,,M,,M,,M,,,22,E,39,E
2007/6/20,2007,6,20,,23,,15.7,,19.4,,0,,1.4,,,M,,M,,M,,,31,E,41,E
2007/6/21,2007,6,21,,25.5,,15.9,,20.7,,0,,2.7,,,M,,M,,M,,,32,E,48,E
2007/6/22,2007,6,22,,20.7,,13.8,,17.3,,0.7,,0,,,M,,M,,M,,,32,E,43,E
2007/6/23,2007,6,23,,19.5,,13.2,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
2007/6/24,2007,6,24,,28.3,,16.4,,22.4,,0,,4.4,,,M,,M,,M,,,,,<31,
2007/6/25,2007,6,25,,30.8,,19.1,,25,,0,,7,,,M,,M,,M,,,,,<31,
2007/6/26,2007,6,26,,32.4,,21.3,,26.9,,0,,8.9,,,M,,M,,M,,,,,<31,
2007/6/27,2007,6,27,,31.8,,23.1,,27.5,,0,,9.5,,,M,,M,,M,,,23,E,41,E
2007/6/28,2007,6,28,,26.1,,16.1,,21.1,,0,,3.1,,,M,,M,,M,,,35,E,33,E
2007/6/29,2007,6,29,,25.5,,15,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2007/6/30,2007,6,30,,23.2,,15.1,,19.2,,0,,1.2,,,M,,M,,M,,,34,E,39,E
2007/7/1,2007,7,1,,19.8,,13.9,,16.9,,1.1,,0,,,M,,M,,M,,,36,E,33,E
2007/7/2,2007,7,2,,21.9,,13.1,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2007/7/3,2007,7,3,,21.5,,15.6,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2007/7/4,2007,7,4,,20.4,,17.6,,19,,0,,1,,,M,,M,,M,,,,,<31,
2007/7/5,2007,7,5,,27.9,,17.2,,22.6,,0,,4.6,,,M,,M,,M,,,,,<31,
2007/7/6,2007,7,6,,27.9,,18.5,,23.2,,0,,5.2,,,M,,M,,M,,,,,<31,
2007/7/7,2007,7,7,,28.5,,17.9,,23.2,,0,,5.2,,,M,,M,,M,,,,,<31,
2007/7/8,2007,7,8,,28.2,,19.9,,24.1,,0,,6.1,,,M,,M,,M,,,,,<31,
2007/7/9,2007,7,9,,31.8,,17.8,,24.8,,0,,6.8,,,M,,M,,M,,,,,<31,
2007/7/10,2007,7,10,,31.9,,14.9,,23.4,,0,,5.4,,,M,,M,,M,,,22,E,35,E
2007/7/11,2007,7,11,,25.5,,16.6,,21.1,,0,,3.1,,,M,,M,,M,,,31,E,43,E
2007/7/12,2007,7,12,,24.9,,15.4,,20.2,,0,,2.2,,,M,,M,,M,,,27,E,39,E
2007/7/13,2007,7,13,,22.9,,15.8,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2007/7/14,2007,7,14,,23.6,,13.6,,18.6,,0,,0.6,,,M,,M,,M,,,22,E,46,E
2007/7/15,2007,7,15,,24,,15.1,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2007/7/16,2007,7,16,,23.3,,13.5,,18.4,,0,,0.4,,,M,,M,,M,,,,,<31,
2007/7/17,2007,7,17,,24,,14.5,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2007/7/18,2007,7,18,,26.5,,16,,21.3,,0,,3.3,,,M,,M,,M,,,,,<31,
2007/7/19,2007,7,19,,23.5,,15.9,,19.7,,0,,1.7,,,M,,M,,M,,,1,E,46,E
2007/7/20,2007,7,20,,22.4,,14.3,,18.4,,0,,0.4,,,M,,M,,M,,,32,E,32,E
2007/7/21,2007,7,21,,23.1,,16.4,,19.8,,0,,1.8,,,M,,M,,M,,,,,<31,
2007/7/22,2007,7,22,,23.3,,16,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2007/7/23,2007,7,23,,20.1,,17.2,,18.7,,0,,0.7,,,M,,M,,M,,,,,<31,
2007/7/24,2007,7,24,,23.7,,17.4,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
2007/7/25,2007,7,25,,20.1,,16.9,,18.5,,0,,0.5,,,M,,M,,M,,,,,<31,
2007/7/26,2007,7,26,,27.2,,18,,22.6,,0,,4.6,,,M,,M,,M,,,18,E,35,E
2007/7/27,2007,7,27,,21.8,,18.8,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2007/7/28,2007,7,28,,24.5,,19.5,,22,,0,,4,,,M,,M,,M,,,,,<31,
2007/7/29,2007,7,29,,23.1,,20.3,,21.7,,0,,3.7,,,M,,M,,M,,,,,<31,
2007/7/30,2007,7,30,,25.3,,19.5,,22.4,,0,,4.4,,,M,,M,,M,,,,,<31,
2007/7/31,2007,7,31,,31.4,,21.5,,26.5,,0,,8.5,,,M,,M,,M,,,,,<31,
2007/8/1,2007,8,1,,30.7,,23.1,,26.9,,0,,8.9,,,M,,M,,M,,,,,<31,
2007/8/2,2007,8,2,,32.9,,23.5,,28.2,,0,,10.2,,,M,,M,,M,,,21,E,33,E
2007/8/3,2007,8,3,,32.1,,22,,27.1,,0,,9.1,,,M,,M,,M,,,36,E,33,E
2007/8/4,2007,8,4,,23.9,,18.6,,21.3,,0,,3.3,,,M,,M,,M,,,,,<31,
