Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2007/8/5,2007,8,5,,22.7,,18.4,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
2007/8/6,2007,8,6,,29.4,,21.9,,25.7,,0,,7.7,,,M,,M,,M,,,,,<31,
2007/8/7,2007,8,7,,24.2,,21.2,,22.7,,0,,4.7,,,M,,M,,M,,,,,<31,
2007/8/8,2007,8,8,,29.7,,21.6,,25.7,,0,,7.7,,,M,,M,,M,,,,,<31,
2007/8/9,2007,8,9,,22.5,,19.2,,20.9,,0,,2.9,,,M,,M,,M,,,,,<31,
2007/8/10,2007,8,10,,24.9,,19,,22,,0,,4,,,M,,M,,M,,,,,<31,
2007/8/11,2007,8,11,,26.1,,20.2,,23.2,,0,,5.2,,,M,,M,,M,,,,,<31,
2007/8/12,2007,8,12,,26.8,,20.1,,23.5,,0,,5.5,,,M,,M,,M,,,,,<31,
2007/8/13,2007,8,13,,27.1,,18.5,,22.8,,0,,4.8,,,M,,M,,M,,,32,E,35,E
2007/8/14,2007,8,14,,27,,16.9,,22,,0,,4,,,M,,M,,M,,,,,<31,
2007/8/15,2007,8,15,,26.2,,20.4,,23.3,,0,,5.3,,,M,,M,,M,,,,,<31,
2007/8/16,2007,8,16,,28.7,,18.8,,23.8,,0,,5.8,,,M,,M,,M,,,31,E,35,E
2007/8/17,2007,8,17,,25.3,,14.6,,20,,0,,2,,,M,,M,,M,,,32,E,52,E
2007/8/18,2007,8,18,,21.1,,12.6,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2007/8/19,2007,8,19,,20.1,,15.3,,17.7,,0.3,,0,,,M,,M,,M,,,,,<31,
2007/8/20,2007,8,20,,19.4,,17.2,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2007/8/21,2007,8,21,,17.7,,16,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2007/8/22,2007,8,22,,19,,16.8,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2007/8/23,2007,8,23,,28.5,,18.4,,23.5,,0,,5.5,,,M,,M,,M,,,18,E,41,E
2007/8/24,2007,8,24,,30.8,,22.9,,26.9,,0,,8.9,,,M,,M,,M,,,,,<31,
2007/8/25,2007,8,25,,25.8,,18,,21.9,,0,,3.9,,,M,,M,,M,,,,,<31,
2007/8/26,2007,8,26,,22,,16.5,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2007/8/27,2007,8,27,,21.5,,17.6,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2007/8/28,2007,8,28,,28,,18,,23,,0,,5,,,M,,M,,M,,,,,<31,
2007/8/29,2007,8,29,,30.9,,21,,26,,0,,8,,,M,,M,,M,,,,,<31,
2007/8/30,2007,8,30,,23.2,,17.4,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2007/8/31,2007,8,31,,22.8,,16.3,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2007/9/1,2007,9,1,,20.8,,16.3,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2007/9/2,2007,9,2,,26.1,,15.4,,20.8,,0,,2.8,,,M,,M,,M,,,,,<31,
2007/9/3,2007,9,3,,29.1,,17.3,,23.2,,0,,5.2,,,M,,M,,M,,,31,E,33,E
2007/9/4,2007,9,4,,19.8,,17.4,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2007/9/5,2007,9,5,,20.1,,18.9,,19.5,,0,,1.5,,,M,,M,,M,,,,,<31,
2007/9/6,2007,9,6,,32.9,,18.2,,25.6,,0,,7.6,,,M,,M,,M,,,,,<31,
2007/9/7,2007,9,7,,30,,22.8,E,26.4,E,0,E,8.4,E,,M,,M,,M,,,,M,,M
2007/9/8,2007,9,8,,24.4,,19.5,,22,,0,,4,,,M,,M,,M,,,,,<31,
2007/9/9,2007,9,9,,20.7,,16.9,,18.8,,0,,0.8,,,M,,M,,M,,,,,<31,
2007/9/10,2007,9,10,,19.7,,16,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2007/9/11,2007,9,11,,21,,11.3,,16.2,,1.8,,0,,,M,,M,,M,,,28,E,67,E
2007/9/12,2007,9,12,,19.1,,12.7,,15.9,,2.1,,0,,,M,,M,,M,,,,,<31,
2007/9/13,2007,9,13,,22.3,,12.4,,17.4,,0.6,,0,,,M,,M,,M,,,,,<31,
2007/9/14,2007,9,14,,26.9,,12.9,,19.9,,0,,1.9,,,M,,M,,M,,,23,E,48,E
2007/9/15,2007,9,15,,13.7,,8.9,,11.3,,6.7,,0,,,M,,M,,M,,,31,E,35,E
2007/9/16,2007,9,16,,18.3,,8.4,,13.4,,4.6,,0,,,M,,M,,M,,,18,E,32,E
2007/9/17,2007,9,17,,17.7,,10.8,,14.3,,3.7,,0,,,M,,M,,M,,,,,<31,
2007/9/18,2007,9,18,,18.3,,13.4,,15.9,,2.1,,0,,,M,,M,,M,,,,,<31,
2007/9/19,2007,9,19,,26.8,,15.1,,21,,0,,3,,,M,,M,,M,,,,,<31,
2007/9/20,2007,9,20,,20.7,,17.4,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2007/9/21,2007,9,21,,25.6,E,16.6,E,21.1,E,0,E,3.1,E,,M,,M,,M,,,,M,,M
2007/9/22,2007,9,22,,24.8,,15.4,,20.1,,0,,2.1,,,M,,M,,M,,,22,E,43,E
2007/9/23,2007,9,23,,21.9,,13,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2007/9/24,2007,9,24,,25.5,,14.2,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2007/9/25,2007,9,25,,30.6,,20.4,,25.5,,0,,7.5,,,M,,M,,M,,,21,E,39,E
2007/9/26,2007,9,26,,22.3,,13.7,,18,,0,,0,,,M,,M,,M,,,,,<31,
2007/9/27,2007,9,27,,16.7,,13.7,,15.2,,2.8,,0,,,M,,M,,M,,,,,<31,
2007/9/28,2007,9,28,,19.4,,12.9,,16.2,,1.8,,0,,,M,,M,,M,,,31,E,46,E
2007/9/29,2007,9,29,,18.8,,12.5,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
2007/9/30,2007,9,30,,24,,13.8,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2007/10/1,2007,10,1,,24.8,,17.9,,21.4,,0,,3.4,,,M,,M,,M,,,21,E,33,E
2007/10/2,2007,10,2,,20.4,,16.8,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2007/10/3,2007,10,3,,23.7,,16.1,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2007/10/4,2007,10,4,,16.1,,13.3,,14.7,,3.3,,0,,,M,,M,,M,,,,,<31,
2007/10/5,2007,10,5,,19,,13.8,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
2007/10/6,2007,10,6,,26.3,,17.6,,22,,0,,4,,,M,,M,,M,,,23,E,41,E
2007/10/7,2007,10,7,,20.9,,15.6,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2007/10/8,2007,10,8,,30.8,,17,,23.9,,0,,5.9,,,M,,M,,M,,,,,<31,
2007/10/9,2007,10,9,,22.3,,15.9,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2007/10/10,2007,10,10,,17.5,,11,,14.3,,3.7,,0,,,M,,M,,M,,,25,E,43,E
2007/10/11,2007,10,11,,15.9,,8.9,,12.4,,5.6,,0,,,M,,M,,M,,,36,E,41,E
2007/10/12,2007,10,12,,12.2,E,6.2,E,9.2,E,8.8,E,0,E,,M,,M,,M,,,,,<31,
2007/10/13,2007,10,13,,13.1,,6.9,,10,,8,,0,,,M,,M,,M,,,27,E,46,E
2007/10/14,2007,10,14,,14.1,,8.9,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2007/10/15,2007,10,15,,14,,10.4,,12.2,,5.8,,0,,,M,,M,,M,,,,,<31,
2007/10/16,2007,10,16,,14.2,,12.4,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2007/10/17,2007,10,17,,15.2,,13.1,,14.2,,3.8,,0,,,M,,M,,M,,,,,<31,
2007/10/18,2007,10,18,,16.3,,12.8,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2007/10/19,2007,10,19,,22.2,,15.9,,19.1,,0,,1.1,,,M,,M,,M,,,18,E,46,E
2007/10/20,2007,10,20,,18.9,,14.2,,16.6,,1.4,,0,,,M,,M,,M,,,26,E,41,E
2007/10/21,2007,10,21,,24.9,,14.3,,19.6,,0,,1.6,,,M,,M,,M,,,22,E,41,E
2007/10/22,2007,10,22,,23.6,E,16.7,E,20.2,E,0,E,2.2,E,,M,,M,,M,,,,M,,M
2007/10/23,2007,10,23,,18.1,,9.2,,13.7,,4.3,,0,,,M,,M,,M,,,35,E,32,E
2007/10/24,2007,10,24,,14.6,E,9.1,E,11.9,E,6.1,E,0,E,,M,,M,,M,,,,M,,M
2007/10/25,2007,10,25,,12.3,,7.5,,9.9,,8.1,,0,,,M,,M,,M,,,5,E,43,E
2007/10/26,2007,10,26,,12.8,,10.2,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2007/10/27,2007,10,27,,15.6,,7,,11.3,,6.7,,0,,,M,,M,,M,,,23,E,43,E
2007/10/28,2007,10,28,,9.3,,4.3,,6.8,,11.2,,0,,,M,,M,,M,,,34,E,44,E
2007/10/29,2007,10,29,,14.4,,4.2,,9.3,,8.7,,0,,,M,,M,,M,,,,,<31,
2007/10/30,2007,10,30,,17.1,,8,,12.6,,5.4,,0,,,M,,M,,M,,,,,<31,
2007/10/31,2007,10,31,,17.5,,8.7,,13.1,,4.9,,0,,,M,,M,,M,,,21,E,48,E
2007/11/1,2007,11,1,,10.1,,4.9,,7.5,,10.5,,0,,,M,,M,,M,,,27,E,32,E
2007/11/2,2007,11,2,,9.6,,3.9,,6.8,,11.2,,0,,,M,,M,,M,,,,,<31,
2007/11/3,2007,11,3,,14.4,,4.8,,9.6,,8.4,,0,,,M,,M,,M,,,,,<31,
2007/11/4,2007,11,4,,10.9,,5.3,,8.1,,9.9,,0,,,M,,M,,M,,,,,<31,
2007/11/5,2007,11,5,,12,,3.9,,8,,10,,0,,,M,,M,,M,,,20,E,50,E
2007/11/6,2007,11,6,,6.4,,3.2,,4.8,,13.2,,0,,,M,,M,,M,,,23,E,44,E
2007/11/7,2007,11,7,,3.7,,2.7,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
2007/11/8,2007,11,8,,5.1,,1.5,,3.3,,14.7,,0,,,M,,M,,M,,,,,<31,
2007/11/9,2007,11,9,,7.2,,3.8,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
2007/11/10,2007,11,10,,5.2,,2.2,,3.7,,14.3,,0,,,M,,M,,M,,,,,<31,
2007/11/11,2007,11,11,,9.5,,2,,5.8,,12.2,,0,,,M,,M,,M,,,,,<31,
2007/11/12,2007,11,12,,13.1,,7.2,,10.2,,7.8,,0,,,M,,M,,M,,,,,<31,
2007/11/13,2007,11,13,,13.3,,6.8,,10.1,,7.9,,0,,,M,,M,,M,,,21,E,35,E
2007/11/14,2007,11,14,,16.4,,10.4,,13.4,,4.6,,0,,,M,,M,,M,,,20,E,44,E
2007/11/15,2007,11,15,,10.4,,3.1,,6.8,,11.2,,0,,,M,,M,,M,,,31,E,33,E
2007/11/16,2007,11,16,,3.5,,1.1,,2.3,,15.7,,0,,,M,,M,,M,,,31,E,39,E
2007/11/17,2007,11,17,,2.5,,0.5,,1.5,,16.5,,0,,,M,,M,,M,,,,,<31,
2007/11/18,2007,11,18,,3.9,,-1.9,,1,,17,,0,,,M,,M,,M,,,,,<31,
2007/11/19,2007,11,19,,8.4,,0,,4.2,,13.8,,0,,,M,,M,,M,,,,,<31,
2007/11/20,2007,11,20,,12,,5.7,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
2007/11/21,2007,11,21,,5.7,,2.6,,4.2,,13.8,,0,,,M,,M,,M,,,5,E,50,E
2007/11/22,2007,11,22,,2.6,,-3.6,,-0.5,,18.5,,0,,,M,,M,,M,,,5,E,57,E
2007/11/23,2007,11,23,,-0.1,,-5.4,,-2.8,,20.8,,0,,,M,,M,,M,,,31,E,32,E
2007/11/24,2007,11,24,,2.7,,-3.4,,-0.4,,18.4,,0,,,M,,M,,M,,,21,E,32,E
2007/11/25,2007,11,25,,6.4,,1,,3.7,,14.3,,0,,,M,,M,,M,,,21,E,33,E
2007/11/26,2007,11,26,,4,,1.4,,2.7,,15.3,,0,,,M,,M,,M,,,,,<31,
2007/11/27,2007,11,27,,5.9,,-0.9,,2.5,,15.5,,0,,,M,,M,,M,,,26,E,52,E
2007/11/28,2007,11,28,,6.5,,-3.9,,1.3,,16.7,,0,,,M,,M,,M,,,,,<31,
2007/11/29,2007,11,29,,7.8,,-2.6,,2.6,,15.4,,0,,,M,,M,,M,,,27,E,56,E
2007/11/30,2007,11,30,,4.3,,-3.9,,0.2,,17.8,,0,,,M,,M,,M,,,23,E,52,E
2007/12/1,2007,12,1,,-3.9,,-7.4,,-5.7,,23.7,,0,,,M,,M,,M,,,9,E,44,E
2007/12/2,2007,12,2,,4.5,,-4.8,,-0.2,,18.2,,0,,,M,,M,,M,,,9,E,48,E
2007/12/3,2007,12,3,,5.5,,-2.9,,1.3,,16.7,,0,,,M,,M,,M,,,30,E,54,E
2007/12/4,2007,12,4,,-2,,-5.3,,-3.7,,21.7,,0,,,M,,M,,M,,,31,E,41,E
2007/12/5,2007,12,5,,-5.1,,-7.4,,-6.3,,24.3,,0,,,M,,M,,M,,,,,<31,
2007/12/6,2007,12,6,,-2.5,,-7,,-4.8,,22.8,,0,,,M,,M,,M,,,,,<31,
2007/12/7,2007,12,7,,1.8,,-3.4,,-0.8,,18.8,,0,,,M,,M,,M,,,,,<31,
2007/12/8,2007,12,8,,1.7,,-1.9,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2007/12/9,2007,12,9,,0,,-2,,-1,,19,,0,,,M,,M,,M,,,,,<31,
2007/12/10,2007,12,10,,2.2,,-2,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
2007/12/11,2007,12,11,,2.9,,-1.7,,0.6,,17.4,,0,,,M,,M,,M,,,,,<31,
2007/12/12,2007,12,12,,2.5,,-2.1,,0.2,,17.8,,0,,,M,,M,,M,,,31,E,33,E
2007/12/13,2007,12,13,,3.1,,-3.5,,-0.2,,18.2,,0,,,M,,M,,M,,,,,<31,
2007/12/14,2007,12,14,,3.1,,-8.8,,-2.9,,20.9,,0,,,M,,M,,M,,,31,E,43,E
2007/12/15,2007,12,15,,-2.1,,-10.6,,-6.4,,24.4,,0,,,M,,M,,M,,,9,E,61,E
2007/12/16,2007,12,16,,-0.3,,-7.5,,-3.9,,21.9,,0,,,M,,M,,M,,,9,E,59,E
2007/12/17,2007,12,17,,-1.5,,-5.8,,-3.7,,21.7,,0,,,M,,M,,M,,,25,E,33,E
2007/12/18,2007,12,18,,2.7,,-5.5,,-1.4,,19.4,,0,,,M,,M,,M,,,,,<31,
2007/12/19,2007,12,19,,4.3,,2,,3.2,,14.8,,0,,,M,,M,,M,,,18,E,33,E
2007/12/20,2007,12,20,,2.1,,0.1,,1.1,,16.9,,0,,,M,,M,,M,,,,,<31,
2007/12/21,2007,12,21,,3.2,,-0.4,,1.4,,16.6,,0,,,M,,M,,M,,,,,<31,
2007/12/22,2007,12,22,,6.2,,2.3,,4.3,,13.7,,0,,,M,,M,,M,,,,,<31,
2007/12/23,2007,12,23,,9.2,,-3.2,,3,,15,,0,,,M,,M,,M,,,17,E,50,E
2007/12/24,2007,12,24,,-0.5,,-3.3,,-1.9,,19.9,,0,,,M,,M,,M,,,26,E,43,E
2007/12/25,2007,12,25,,0.6,,-0.6,,0,,18,,0,,,M,,M,,M,,,,,<31,
2007/12/26,2007,12,26,,3,,-3.1,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2007/12/27,2007,12,27,,3.3,,0.9,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
2007/12/28,2007,12,28,,5,,0.5,,2.8,,15.2,,0,,,M,,M,,M,,,,,<31,
2007/12/29,2007,12,29,,5,,1.1,,3.1,,14.9,,0,,,M,,M,,M,,,23,E,43,E
2007/12/30,2007,12,30,,1.7,,-0.5,,0.6,,17.4,,0,,,M,,M,,M,,,,,<31,
2007/12/31,2007,12,31,,1.7,,-1.3,,0.2,,17.8,,0,,,M,,M,,M,,,,,<31,
