Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2000/2/17,2000,2,17,,-3.9,,-7.1,,-5.5,,23.5,,0,,,M,,M,,M,,,,,<31,
2000/2/18,2000,2,18,,-0.8,,-3.9,,-2.4,,20.4,,0,,,M,,M,,M,,,,M,59,E
2000/2/19,2000,2,19,,0.1,,-7.6,,-3.8,,21.8,,0,,,M,,M,,M,,,32,E,37,E
2000/2/20,2000,2,20,,0.7,,-2.8,,-1.1,,19.1,,0,,,M,,M,,M,,,23,E,37,E
2000/2/21,2000,2,21,,,M,-3.5,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2000/2/22,2000,2,22,,,,,,,,,,,,,,,,,,,,,,,
2000/2/23,2000,2,23,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2000/2/24,2000,2,24,,5.3,,2.9,,4.1,,13.9,,0,,,M,,M,,M,,,,,<31,
2000/2/25,2000,2,25,,5,,2.3,,3.7,,14.3,,0,,,M,,M,,M,,,,,<31,
2000/2/26,2000,2,26,,4.6,,2.1,,3.4,,14.6,,0,,,M,,M,,M,,,,,<31,
2000/2/27,2000,2,27,,14,,4.6,,9.3,,8.7,,0,,,M,,M,,M,,,18,E,44,E
2000/2/28,2000,2,28,,5.1,,-0.9,,2.1,,15.9,,0,,,M,,M,,M,,,27,E,43,E
2000/2/29,2000,2,29,,3.2,,-2.5,,0.4,,17.6,,0,,,M,,M,,M,,,,,<31,
2000/3/1,2000,3,1,,11.9,,1.8,,6.9,,11.1,,0,,,M,,M,,M,,,18,E,46,E
2000/3/2,2000,3,2,,3.2,,-0.4,,1.4,,16.6,,0,,,M,,M,,M,,,25,E,50,E
2000/3/3,2000,3,3,,5.8,,-1.7,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
2000/3/4,2000,3,4,,9.6,,-0.9,,4.4,,13.6,,0,,,M,,M,,M,,,,,<31,
2000/3/5,2000,3,5,,6.9,,1.8,,4.4,,13.6,,0,,,M,,M,,M,,,,,<31,
2000/3/6,2000,3,6,,8.3,,1.4,,4.9,,13.1,,0,,,M,,M,,M,,,,,<31,
2000/3/7,2000,3,7,,15.5,,2.3,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
2000/3/8,2000,3,8,,21.2,,3.3,,12.3,,5.7,,0,,,M,,M,,M,,,15,E,33,E
2000/3/9,2000,3,9,,19.2,,-2.3,,8.5,,9.5,,0,,,M,,M,,M,,,32,E,48,E
2000/3/10,2000,3,10,,-2.1,,-3.8,,-3,,21,,0,,,M,,M,,M,,,1,E,35,E
2000/3/11,2000,3,11,,0.6,,-3.1,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
2000/3/12,2000,3,12,,3.7,,-2.4,,0.7,,17.3,,0,,,M,,M,,M,,,31,E,43,E
2000/3/13,2000,3,13,,3.8,,-1.7,,1.1,,16.9,,0,,,M,,M,,M,,,,,<31,
2000/3/14,2000,3,14,,9,,0.3,E,4.7,E,13.3,E,0,E,,M,,M,,M,,,18,E,33,E
2000/3/15,2000,3,15,,11.4,,3.9,,7.7,,10.3,,0,,,M,,M,,M,,,,,<31,
2000/3/16,2000,3,16,,9.4,,-0.8,,4.3,,13.7,,0,,,M,,M,,M,,,35,E,37,E
2000/3/17,2000,3,17,,0,,-4.4,,-2.2,,20.2,,0,,,M,,M,,M,,,32,E,44,E
2000/3/18,2000,3,18,,1.1,,-4.3,,-1.6,,19.6,,0,,,M,,M,,M,,,9,E,43,E
2000/3/19,2000,3,19,,4.3,,-0.9,,1.7,,16.3,,0,,,M,,M,,M,,,,,<31,
2000/3/20,2000,3,20,,5,,3.5,,4.3,,13.7,,0,,,M,,M,,M,,,,,<31,
2000/3/21,2000,3,21,,5.5,,3.5,,4.5,,13.5,,0,,,M,,M,,M,,,,,<31,
2000/3/22,2000,3,22,,10.2,,4.6,,7.4,,10.6,,0,,,M,,M,,M,,,,,<31,
2000/3/23,2000,3,23,,12.4,,7,,9.7,,8.3,,0,,,M,,M,,M,,,,,<31,
2000/3/24,2000,3,24,,8.5,,4.8,,6.7,,11.3,,0,,,M,,M,,M,,,,,<31,
2000/3/25,2000,3,25,,18.6,,4.7,,11.7,,6.3,,0,,,M,,M,,M,,,27,E,43,E
2000/3/26,2000,3,26,,10.7,,5.6,,8.2,,9.8,,0,,,M,,M,,M,,,27,E,43,E
2000/3/27,2000,3,27,,9.7,,3.5,,6.6,,11.4,,0,,,M,,M,,M,,,,,<31,
2000/3/28,2000,3,28,,9.6,,1.7,,5.7,,12.3,,0,,,M,,M,,M,,,31,E,46,E
2000/3/29,2000,3,29,,5.4,,3.3,,4.4,,13.6,,0,,,M,,M,,M,,,27,E,46,E
2000/3/30,2000,3,30,,8.5,,3.2,,5.9,,12.1,,0,,,M,,M,,M,,,27,E,33,E
2000/3/31,2000,3,31,,12.1,,1.6,,6.9,,11.1,,0,,,M,,M,,M,,,,,<31,
2000/4/1,2000,4,1,,14.2,,4.2,,9.2,,8.8,,0,,,M,,M,,M,,,,,<31,
2000/4/2,2000,4,2,,12.1,,4.4,,8.3,,9.7,,0,,,M,,M,,M,,,,,<31,
2000/4/3,2000,4,3,,4.9,,4,,4.5,,13.5,,0,,,M,,M,,M,,,,,<31,
2000/4/4,2000,4,4,,8.7,,0.4,,4.6,,13.4,,0,,,M,,M,,M,,,24,E,35,E
2000/4/5,2000,4,5,,6.1,,0,,3.1,,14.9,,0,,,M,,M,,M,,,23,E,35,E
2000/4/6,2000,4,6,,11.3,,3.6,,7.5,,10.5,,0,,,M,,M,,M,,,,,<31,
2000/4/7,2000,4,7,,5.8,,2.2,,4,,14,,0,,,M,,M,,M,,,4,E,50,E
2000/4/8,2000,4,8,,3.5,,-0.4,,1.6,,16.4,,0,,,M,,M,,M,,,34,E,46,E
2000/4/9,2000,4,9,,6.7,,-2.8,,2,,16,,0,,,M,,M,,M,,,26,E,41,E
2000/4/10,2000,4,10,,2.9,,0.1,,1.5,,16.5,,0,,,M,,M,,M,,,24,E,39,E
2000/4/11,2000,4,11,,1.3,,-0.6,,0.4,,17.6,,0,,,M,,M,,M,,,,,<31,
2000/4/12,2000,4,12,,7,,-1.7,,2.7,,15.3,,0,,,M,,M,,M,,,32,E,33,E
2000/4/13,2000,4,13,,4,,0.5,,2.3,,15.7,,0,,,M,,M,,M,,,,,<31,
2000/4/14,2000,4,14,,19.3,,2.6,,11,,7,,0,,,M,,M,,M,,,18,E,35,E
2000/4/15,2000,4,15,,21.7,,11.4,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2000/4/16,2000,4,16,,11.6,,4,,7.8,,10.2,,0,,,M,,M,,M,,,32,E,37,E
2000/4/17,2000,4,17,,4.8,,1.4,,3.1,,14.9,,0,,,M,,M,,M,,,5,E,56,E
2000/4/18,2000,4,18,,5.3,,3.1,,4.2,,13.8,,0,,,M,,M,,M,,,,,<31,
2000/4/19,2000,4,19,,6.4,,4.6,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
2000/4/20,2000,4,20,,6.3,,4.7,,5.5,,12.5,,0,,,M,,M,,M,,,4,E,61,E
2000/4/21,2000,4,21,,7.9,,5.3,,6.6,,11.4,,0,,,M,,M,,M,,,,,<31,
2000/4/22,2000,4,22,,7.1,,4.8,,6,,12,,0,,,M,,M,,M,,,,,<31,
2000/4/23,2000,4,23,,16.5,,6.1,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2000/4/24,2000,4,24,,13.1,,7.1,,10.1,,7.9,,0,,,M,,M,,M,,,,,<31,
2000/4/25,2000,4,25,,11.9,,5.6,,8.8,,9.2,,0,,,M,,M,,M,,,,,<31,
2000/4/26,2000,4,26,,9.1,,4.6,,6.9,,11.1,,0,,,M,,M,,M,,,,,<31,
2000/4/27,2000,4,27,,7.4,,5.2,,6.3,,11.7,,0,,,M,,M,,M,,,,,<31,
2000/4/28,2000,4,28,,16.3,,4.6,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2000/4/29,2000,4,29,,,M,7.1,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2000/4/30,2000,4,30,,17.1,,5,,11.1,,6.9,,0,,,M,,M,,M,,,,,<31,
2000/5/1,2000,5,1,,16.6,,6.9,,11.8,,6.2,,0,,,M,,M,,M,,,31,E,35,E
2000/5/2,2000,5,2,,14.3,,8.4,,11.4,,6.6,,0,,,M,,M,,M,,,,,<31,
2000/5/3,2000,5,3,,10.6,,7.2,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
2000/5/4,2000,5,4,,23.2,,7.9,,15.6,,2.4,,0,,,M,,M,,M,,,18,E,37,E
2000/5/5,2000,5,5,,27,,15.6,,21.3,,0,,3.3,,,M,,M,,M,,,,,<31,
2000/5/6,2000,5,6,,28.4,,17.9,,23.2,,0,,5.2,,,M,,M,,M,,,,,<31,
2000/5/7,2000,5,7,,25.6,,19.9,,22.8,,0,,4.8,,,M,,M,,M,,,,,<31,
2000/5/8,2000,5,8,,26.6,,18.9,,22.8,,0,,4.8,,,M,,M,,M,,,,,<31,
2000/5/9,2000,5,9,,25,,10.5,,17.8,,0.2,,0,,,M,,M,,M,,,18,E,44,E
2000/5/10,2000,5,10,,18.9,,9.8,,14.4,,3.6,,0,,,M,,M,,M,,,27,E,48,E
2000/5/11,2000,5,11,,17.2,,8,,12.6,,5.4,,0,,,M,,M,,M,,,,,<31,
2000/5/12,2000,5,12,,15.6,,7.4,,11.5,,6.5,,0,,,M,,M,,M,,,35,E,54,E
2000/5/13,2000,5,13,,21,,9.5,,15.3,,2.7,,0,,,M,,M,,M,,,25,E,44,E
2000/5/14,2000,5,14,,12.4,,9.4,,10.9,,7.1,,0,,,M,,M,,M,,,23,E,41,E
2000/5/15,2000,5,15,,15.3,,7.3,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2000/5/16,2000,5,16,,16.8,,7.5,,12.2,,5.8,,0,,,M,,M,,M,,,,,<31,
2000/5/17,2000,5,17,,10.8,,7.1,,9,,9,,0,,,M,,M,,M,,,,,<31,
2000/5/18,2000,5,18,,17.6,E,8.4,E,13,E,5,E,0,E,,M,,M,,M,,,,,<31,
2000/5/19,2000,5,19,,8.3,,4.6,,6.5,,11.5,,0,,,M,,M,,M,,,4,E,57,E
2000/5/20,2000,5,20,,7.9,,6.3,,7.1,,10.9,,0,,,M,,M,,M,,,,,<31,
2000/5/21,2000,5,21,,12.6,,6.2,,9.4,,8.6,,0,,,M,,M,,M,,,,,<31,
2000/5/22,2000,5,22,,10.7,,7.8,,9.3,,8.7,,0,,,M,,M,,M,,,,,<31,
2000/5/23,2000,5,23,,,M,8,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2000/5/24,2000,5,24,,23.1,,12.4,,17.8,,0.2,,0,,,M,,M,,M,,,27,E,65,E
2000/5/25,2000,5,25,,16.1,,9.7,,12.9,,5.1,,0,,,M,,M,,M,,,23,E,39,E
2000/5/26,2000,5,26,,17.9,,8.6,,13.3,,4.7,,0,,,M,,M,,M,,,27,E,32,E
2000/5/27,2000,5,27,,15.1,,9.8,,12.5,,5.5,,0,,,M,,M,,M,,,,,<31,
2000/5/28,2000,5,28,,12.1,,9.3,,10.7,,7.3,,0,,,M,,M,,M,,,,,<31,
2000/5/29,2000,5,29,,12.7,,9.3,,11,,7,,0,,,M,,M,,M,,,,,<31,
2000/5/30,2000,5,30,,22.1,,10.9,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2000/5/31,2000,5,31,,24.7,,16.5,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
2000/6/1,2000,6,1,,19.7,,14.7,,17.2,,0.8,,0,,,M,,M,,M,,,,,<31,
2000/6/2,2000,6,2,,23.9,,12.6,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2000/6/3,2000,6,3,,17.5,,11,,14.3,,3.7,,0,,,M,,M,,M,,,,,<31,
2000/6/4,2000,6,4,,15,,10.8,,12.9,,5.1,,0,,,M,,M,,M,,,,,<31,
2000/6/5,2000,6,5,,11.3,,9.9,,10.6,,7.4,,0,,,M,,M,,M,,,,M,50,E
2000/6/6,2000,6,6,,14.8,,10.1,,12.5,,5.5,,0,,,M,,M,,M,,,,M,46,E
2000/6/7,2000,6,7,,24.6,,12.6,,18.6,,0,,0.6,,,M,,M,,M,,,27,E,35,E
2000/6/8,2000,6,8,,25.9,,16.8,,21.4,,0,,3.4,,,M,,M,,M,,,19,E,52,E
2000/6/9,2000,6,9,,26.3,,12,,19.2,,0,,1.2,,,M,,M,,M,,,18,E,39,E
2000/6/10,2000,6,10,,30.2,,11.6,,20.9,,0,,2.9,,,M,,M,,M,,,19,E,44,E
2000/6/11,2000,6,11,,25.8,,10.1,,18,,0,,0,,,M,,M,,M,,,,,<31,
2000/6/12,2000,6,12,,14.1,,10.5,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2000/6/13,2000,6,13,,12.8,,11,,11.9,,6.1,,0,,,M,,M,,M,,,,,<31,
2000/6/14,2000,6,14,,20.9,,11.9,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
2000/6/15,2000,6,15,,24.7,,18.8,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2000/6/16,2000,6,16,,28.4,,17.8,,23.1,,0,,5.1,,,M,,M,,M,,,,,<31,
2000/6/17,2000,6,17,,22.4,,14.5,,18.5,,0,,0.5,,,M,,M,,M,,,,,<31,
2000/6/18,2000,6,18,,14.7,,10.6,,12.7,,5.3,,0,,,M,,M,,M,,,,,<31,
2000/6/19,2000,6,19,,22.9,,13.6,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2000/6/20,2000,6,20,,18.3,,15.2,,16.8,,1.2,,0,,,M,,M,,M,,,,,<31,
2000/6/21,2000,6,21,,27.6,,15.5,,21.6,,0,,3.6,,,M,,M,,M,,,26,E,37,E
2000/6/22,2000,6,22,,23.4,,16.6,,20,,0,,2,,,M,,M,,M,,,29,E,44,E
2000/6/23,2000,6,23,,23.6,,15.4,,19.5,,0,,1.5,,,M,,M,,M,,,,,<31,
2000/6/24,2000,6,24,,18.9,,15,,17,,1,,0,,,M,,M,,M,,,,,<31,
2000/6/25,2000,6,25,,28.1,,16.8,,22.5,,0,,4.5,,,M,,M,,M,,,21,E,43,E
2000/6/26,2000,6,26,,,M,17.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2000/6/27,2000,6,27,,24.3,,16.2,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2000/6/28,2000,6,28,,18.8,,15.6,,17.2,,0.8,,0,,,M,,M,,M,,,,,<31,
2000/6/29,2000,6,29,,18.3,,14.5,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
2000/6/30,2000,6,30,,24,,13.8,,18.9,,0,,0.9,,,M,,M,,M,,,,,<31,
2000/7/1,2000,7,1,,26.5,,17.5,,22,,0,,4,,,M,,M,,M,,,23,E,33,E
2000/7/2,2000,7,2,,27.3,,18.8,,23.1,,0,,5.1,,,M,,M,,M,,,23,E,32,E
2000/7/3,2000,7,3,,21.9,,17.3,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
2000/7/4,2000,7,4,,26.2,,18,,22.1,,0,,4.1,,,M,,M,,M,,,31,E,33,E
2000/7/5,2000,7,5,,24.1,,17,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
2000/7/6,2000,7,6,,20.7,,15.2,,18,,0,,0,,,M,,M,,M,,,36,E,32,E
2000/7/7,2000,7,7,,20.8,,14.6,,17.7,,0.3,,0,,,M,,M,,M,,,,,<31,
2000/7/8,2000,7,8,,24,,16.5,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2000/7/9,2000,7,9,,22.5,,17.6,,20.1,,0,,2.1,,,M,,M,,M,,,23,E,41,E
2000/7/10,2000,7,10,,23,,17.4,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2000/7/11,2000,7,11,,25.8,,16.9,,21.4,,0,,3.4,,,M,,M,,M,,,,,<31,
2000/7/12,2000,7,12,,22.2,,16.3,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2000/7/13,2000,7,13,,21.5,,18.1,,19.8,,0,,1.8,,,M,,M,,M,,,,,<31,
2000/7/14,2000,7,14,,25.2,,17.4,,21.3,,0,,3.3,,,M,,M,,M,,,5,E,46,E
2000/7/15,2000,7,15,,20,,18,,19,,0,,1,,,M,,M,,M,,,,,<31,
2000/7/16,2000,7,16,,20.6,,18.1,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2000/7/17,2000,7,17,,27.6,,19.1,,23.4,,0,,5.4,,,M,,M,,M,,,19,E,35,E
2000/7/18,2000,7,18,,20.9,,14.8,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2000/7/19,2000,7,19,,18.8,,14.3,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2000/7/20,2000,7,20,,24,,15.3,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2000/7/21,2000,7,21,,22.6,,14.8,,18.7,,0,,0.7,,,M,,M,,M,,,31,E,33,E
2000/7/22,2000,7,22,,21.1,,14.2,,17.7,,0.3,,0,,,M,,M,,M,,,31,E,32,E
2000/7/23,2000,7,23,,20.1,,13.4,,16.8,,1.2,,0,,,M,,M,,M,,,,,<31,
2000/7/24,2000,7,24,,20.6,,15.9,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2000/7/25,2000,7,25,,22.1,,17.3,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2000/7/26,2000,7,26,,21.9,,18.7,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2000/7/27,2000,7,27,,21.4,,19.5,,20.5,,0,,2.5,,,M,,M,,M,,,,,<31,
2000/7/28,2000,7,28,,21.8,,20.3,,21.1,,0,,3.1,,,M,,M,,M,,,4,E,35,E
2000/7/29,2000,7,29,,21.8,,20.7,,21.3,,0,,3.3,,,M,,M,,M,,,,,<31,
2000/7/30,2000,7,30,,21.6,,20.6,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2000/7/31,2000,7,31,,23.8,,21.3,,22.6,,0,,4.6,,,M,,M,,M,,,,,<31,
2000/8/1,2000,8,1,,26,,21.3,,23.7,,0,,5.7,,,M,,M,,M,,,,,<31,
2000/8/2,2000,8,2,,26.7,,21.1,,23.9,,0,,5.9,,,M,,M,,M,,,24,E,32,E
2000/8/3,2000,8,3,,23,,15.3,,19.2,,0,,1.2,,,M,,M,,M,,,,,<31,
2000/8/4,2000,8,4,,24.3,,15,,19.7,,0,,1.7,,,M,,M,,M,,,,,<31,
2000/8/5,2000,8,5,,25.3,,16.5,,20.9,,0,,2.9,,,M,,M,,M,,,,,<31,
