Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
1999/3/17,1999,3,17,,13.7,,1.9,,7.8,,10.2,,0,,,M,,M,,M,,,20,E,37,E
1999/3/18,1999,3,18,,8.4,,1.4,,4.9,,13.1,,0,,,M,,M,,M,,,23,E,48,E
1999/3/19,1999,3,19,,3.7,,0,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
1999/3/20,1999,3,20,,5.6,,-1.9,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
1999/3/21,1999,3,21,,5.4,,0.9,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
1999/3/22,1999,3,22,,3.5,,0.1,,1.8,,16.2,,0,,,M,,M,,M,,,25,E,54,E
1999/3/23,1999,3,23,,6.4,,-0.8,,2.8,,15.2,,0,,,M,,M,,M,,,,,<31,
1999/3/24,1999,3,24,,5.6,,0.5,,3.1,,14.9,,0,,,M,,M,,M,,,18,E,41,E
1999/3/25,1999,3,25,,3.2,,-1.4,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
1999/3/26,1999,3,26,,4.2,,-1.5,,1.4,,16.6,,0,,,M,,M,,M,,,,,<31,
1999/3/27,1999,3,27,,5.4,,0.9,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
1999/3/28,1999,3,28,,11.8,,1.7,,6.8,,11.2,,0,,,M,,M,,M,,,,,<31,
1999/3/29,1999,3,29,,12.7,,5.1,,8.9,,9.1,,0,,,M,,M,,M,,,26,E,41,E
1999/3/30,1999,3,30,,14.3,,3.3,,8.8,,9.2,,0,,,M,,M,,M,,,19,E,32,E
1999/3/31,1999,3,31,,19.2,,9.3,,14.3,,3.7,,0,,,M,,M,,M,,,20,E,37,E
1999/4/1,1999,4,1,,14.5,,8.3,,11.4,,6.6,,0,,,M,,M,,M,,,,,<31,
1999/4/2,1999,4,2,,10.8,,2.9,,6.9,,11.1,,0,,,M,,M,,M,,,36,E,39,E
1999/4/3,1999,4,3,,7.2,,3.7,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
1999/4/4,1999,4,4,,6.9,,2.9,E,4.9,E,13.1,E,0,E,,M,,M,,M,,,,,<31,
1999/4/5,1999,4,5,,4.6,,2.4,,3.5,,14.5,,0,,,M,,M,,M,,,4,E,39,E
1999/4/6,1999,4,6,,15.3,,3.8,,9.6,,8.4,,0,,,M,,M,,M,,,23,E,50,E
1999/4/7,1999,4,7,,15.5,,6.2,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
1999/4/8,1999,4,8,,16.6,,5.2,,10.9,,7.1,,0,,,M,,M,,M,,,26,E,35,E
1999/4/9,1999,4,9,,5.6,,3.4,,4.5,,13.5,,0,,,M,,M,,M,,,5,E,41,E
1999/4/10,1999,4,10,,6.4,,2.6,,4.5,,13.5,,0,,,M,,M,,M,,,,,<31,
1999/4/11,1999,4,11,,5.1,,0.9,,3,,15,,0,,,M,,M,,M,,,3,E,63,E
1999/4/12,1999,4,12,,10.2,,3.2,,6.7,,11.3,,0,,,M,,M,,M,,,32,E,41,E
1999/4/13,1999,4,13,,14.2,,2.9,,8.6,,9.4,,0,,,M,,M,,M,,,33,E,39,E
1999/4/14,1999,4,14,,16.9,,5.5,,11.2,,6.8,,0,,,M,,M,,M,,,,,<31,
1999/4/15,1999,4,15,,8.9,,5.1,,7,,11,,0,,,M,,M,,M,,,,,<31,
1999/4/16,1999,4,16,,8.3,,3.6,,6,,12,,0,,,M,,M,,M,,,2,E,32,E
1999/4/17,1999,4,17,,9.8,,5.4,,7.6,,10.4,,0,,,M,,M,,M,,,,,<31,
1999/4/18,1999,4,18,,11.4,E,4.4,E,7.9,E,10.1,E,0,E,,M,,M,,M,,,,,<31,
1999/4/19,1999,4,19,,8.2,,5.5,,6.9,,11.1,,0,,,M,,M,,M,,,,,<31,
1999/4/20,1999,4,20,,11.7,,5.2,,8.5,,9.5,,0,,,M,,M,,M,,,,,<31,
1999/4/21,1999,4,21,,,M,5.1,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1999/4/22,1999,4,22,,,,,,,,,,,,,,,,,,,,,,,
1999/4/23,1999,4,23,,,,,,,,,,,,,,,,,,,,,,,
1999/4/24,1999,4,24,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
1999/4/25,1999,4,25,,16.1,,2.8,,9.5,,8.5,,0,,,M,,M,,M,,,23,E,33,E
1999/4/26,1999,4,26,,17.9,,7.5,,12.7,,5.3,,0,,,M,,M,,M,,,30,E,54,E
1999/4/27,1999,4,27,,7.5,,4.5,,6,,12,,0,,,M,,M,,M,,,,,<31,
1999/4/28,1999,4,28,,9.8,,5.2,,7.5,,10.5,,0,,,M,,M,,M,,,,,<31,
1999/4/29,1999,4,29,,14.9,,6.2,,10.6,,7.4,,0,,,M,,M,,M,,,,,<31,
1999/4/30,1999,4,30,,13.3,,8.5,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
1999/5/1,1999,5,1,,13.3,,8.5,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
1999/5/2,1999,5,2,,15.8,,9.4,,12.6,,5.4,,0,,,M,,M,,M,,,,,<31,
1999/5/3,1999,5,3,,15.3,,9.7,,12.5,,5.5,,0,,,M,,M,,M,,,,,<31,
1999/5/4,1999,5,4,,15.9,,11.6,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
1999/5/5,1999,5,5,,15.9,,9.4,,12.7,,5.3,,0,,,M,,M,,M,,,,,<31,
1999/5/6,1999,5,6,,21,,9.3,,15.2,,2.8,,0,,,M,,M,,M,,,,,<31,
1999/5/7,1999,5,7,,23.2,,10.6,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
1999/5/8,1999,5,8,,20.1,,9.3,,14.7,,3.3,,0,,,M,,M,,M,,,23,E,41,E
1999/5/9,1999,5,9,,13.4,,8.4,,10.9,,7.1,,0,,,M,,M,,M,,,27,E,39,E
1999/5/10,1999,5,10,,14.3,,6.9,,10.6,,7.4,,0,,,M,,M,,M,,,,,<31,
1999/5/11,1999,5,11,,11.2,,8.4,,9.8,,8.2,,0,,,M,,M,,M,,,,,<31,
1999/5/12,1999,5,12,,13,,7.6,,10.3,,7.7,,0,,,M,,M,,M,,,,,<31,
1999/5/13,1999,5,13,,,M,7.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
1999/5/14,1999,5,14,,13,,9.2,,11.1,,6.9,,0,,,M,,M,,M,,,,,<31,
1999/5/15,1999,5,15,,13.8,,10.5,,12.2,,5.8,,0,,,M,,M,,M,,,,,<31,
1999/5/16,1999,5,16,,16.5,,11,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
1999/5/17,1999,5,17,,19.8,,10.9,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
1999/5/18,1999,5,18,,26.5,,11.8,,19.2,,0,,1.2,,,M,,M,,M,,,17,E,39,E
1999/5/19,1999,5,19,,17.2,,10.6,,13.9,,4.1,,0,,,M,,M,,M,,,27,E,32,E
1999/5/20,1999,5,20,,20.9,,9.7,,15.3,,2.7,,0,,,M,,M,,M,,,,,<31,
1999/5/21,1999,5,21,,15.7,,12.8,,14.3,,3.7,,0,,,M,,M,,M,,,,,<31,
1999/5/22,1999,5,22,,18.2,,13.2,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
1999/5/23,1999,5,23,,15.7,,12.6,,14.2,,3.8,,0,,,M,,M,,M,,,,,<31,
1999/5/24,1999,5,24,,16.1,,9.9,,13,,5,,0,,,M,,M,,M,,,23,E,37,E
1999/5/25,1999,5,25,,11.8,,9.1,,10.5,,7.5,,0,,,M,,M,,M,,,20,E,48,E
1999/5/26,1999,5,26,,13.6,,10.1,,11.9,,6.1,,0,,,M,,M,,M,,,24,E,32,E
1999/5/27,1999,5,27,,22,,9.4,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
1999/5/28,1999,5,28,,28.2,,14.5,,21.4,,0,,3.4,,,M,,M,,M,,,,,<31,
1999/5/29,1999,5,29,,26.6,,14.8,,20.7,,0,,2.7,,,M,,M,,M,,,,,<31,
1999/5/30,1999,5,30,,30.3,,17.6,,24,,0,,6,,,M,,M,,M,,,14,E,32,E
1999/5/31,1999,5,31,,24.9,,14.2,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
1999/6/1,1999,6,1,,24.1,,18.9,,21.5,,0,,3.5,,,M,,M,,M,,,18,E,33,E
1999/6/2,1999,6,2,,23.4,,18.1,,20.8,,0,,2.8,,,M,,M,,M,,,18,E,33,E
1999/6/3,1999,6,3,,18.1,,13.6,,15.9,,2.1,,0,,,M,,M,,M,,,25,E,37,E
1999/6/4,1999,6,4,,17.5,,13.3,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
1999/6/5,1999,6,5,,15.8,,12.1,,14,,4,,0,,,M,,M,,M,,,,,<31,
1999/6/6,1999,6,6,,29.9,,13.6,,21.8,,0,,3.8,,,M,,M,,M,,,20,E,33,E
1999/6/7,1999,6,7,,,M,22.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
1999/6/8,1999,6,8,,28.3,,19.1,,23.7,,0,,5.7,,,M,,M,,M,,,,,<31,
1999/6/9,1999,6,9,,19.3,,15.8,,17.6,,0.4,,0,,,M,,M,,M,,,,,<31,
1999/6/10,1999,6,10,,18.5,,14.2,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
1999/6/11,1999,6,11,,19.3,,15.7,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
1999/6/12,1999,6,12,,21.4,,17.7,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
1999/6/13,1999,6,13,,27.5,,19.2,,23.4,,0,,5.4,,,M,,M,,M,,,,,<31,
1999/6/14,1999,6,14,,22.4,,12.8,,17.6,,0.4,,0,,,M,,M,,M,,,28,E,41,E
1999/6/15,1999,6,15,,15.8,,10,,12.9,,5.1,,0,,,M,,M,,M,,,,,<31,
1999/6/16,1999,6,16,,15.3,,11.8,,13.6,,4.4,,0,,,M,,M,,M,,,,,<31,
1999/6/17,1999,6,17,,17,,11.9,,14.5,,3.5,,0,,,M,,M,,M,,,,,<31,
1999/6/18,1999,6,18,,23.4,,11.2,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
1999/6/19,1999,6,19,,18.7,,14.4,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
1999/6/20,1999,6,20,,19.5,,16.2,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
1999/6/21,1999,6,21,,22,,17.1,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
1999/6/22,1999,6,22,,21.8,,17.4,,19.6,,0,,1.6,,,M,,M,,M,,,,,<31,
1999/6/23,1999,6,23,,28.9,,18.7,,23.8,,0,,5.8,,,M,,M,,M,,,15,E,32,E
1999/6/24,1999,6,24,,26.8,,20.3,,23.6,,0,,5.6,,,M,,M,,M,,,,,<31,
1999/6/25,1999,6,25,,29.3,,18.3,,23.8,,0,,5.8,,,M,,M,,M,,,32,E,33,E
1999/6/26,1999,6,26,,30.1,,20.5,,25.3,,0,,7.3,,,M,,M,,M,,,,,<31,
1999/6/27,1999,6,27,,23.7,,20.6,,22.2,,0,,4.2,,,M,,M,,M,,,,,<31,
1999/6/28,1999,6,28,,29.7,,23.1,,26.4,,0,,8.4,,,M,,M,,M,,,,,<31,
1999/6/29,1999,6,29,,24.3,,15.1,,19.7,,0,,1.7,,,M,,M,,M,,,27,E,54,E
1999/6/30,1999,6,30,,19.2,,14.5,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
1999/7/1,1999,7,1,,26,,16,,21,,0,,3,,,M,,M,,M,,,18,E,44,E
1999/7/2,1999,7,2,,27.7,,20.6,,24.2,,0,,6.2,,,M,,M,,M,,,,,<31,
1999/7/3,1999,7,3,,29.2,,19.9,,24.6,,0,,6.6,,,M,,M,,M,,,18,E,32,E
1999/7/4,1999,7,4,,32.4,,25.3,,28.9,,0,,10.9,,,M,,M,,M,,,,,<31,
1999/7/5,1999,7,5,,32.9,,25.2,,29.1,,0,,11.1,,,M,,M,,M,,,22,E,35,E
1999/7/6,1999,7,6,,30.5,,20.5,,25.5,,0,,7.5,,,M,,M,,M,,,27,E,41,E
1999/7/7,1999,7,7,,27.9,,18.9,,23.4,,0,,5.4,,,M,,M,,M,,,23,E,43,E
1999/7/8,1999,7,8,,24.4,,16.8,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
1999/7/9,1999,7,9,,28.4,,14.2,,21.3,,0,,3.3,,,M,,M,,M,,,20,E,37,E
1999/7/10,1999,7,10,,21.6,,15.4,,18.5,,0,,0.5,,,M,,M,,M,,,32,E,43,E
1999/7/11,1999,7,11,,23.7,,14.7,,19.2,,0,,1.2,,,M,,M,,M,,,,,<31,
1999/7/12,1999,7,12,,20.1,,15.6,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
1999/7/13,1999,7,13,,,M,16.3,E,,M,,M,,M,,M,,M,,M,,,,,<31,
1999/7/14,1999,7,14,,29.2,,17.5,,23.4,,0,,5.4,,,M,,M,,M,,,15,E,33,E
1999/7/15,1999,7,15,,30.8,,22.3,,26.6,,0,,8.6,,,M,,M,,M,,,,,<31,
1999/7/16,1999,7,16,,32.2,,22.4,,27.3,,0,,9.3,,,M,,M,,M,,,,,<31,
1999/7/17,1999,7,17,,31.2,,18.7,,25,,0,,7,,,M,,M,,M,,,,,<31,
1999/7/18,1999,7,18,,26.6,,21.9,,24.3,,0,,6.3,,,M,,M,,M,,,,,<31,
1999/7/19,1999,7,19,,,M,20.2,E,,M,,M,,M,,M,,M,,M,,,,,<31,
1999/7/20,1999,7,20,,21.3,,18.3,,19.8,,0,,1.8,,,M,,M,,M,,,,,<31,
1999/7/21,1999,7,21,,20.8,,19.3,,20.1,,0,,2.1,,,M,,M,,M,,,,,<31,
1999/7/22,1999,7,22,,29.5,,20.3,,24.9,,0,,6.9,,,M,,M,,M,,,,,<31,
1999/7/23,1999,7,23,,32.1,,21.3,,26.7,,0,,8.7,,,M,,M,,M,,,26,E,43,E
1999/7/24,1999,7,24,,32.1,,21,,26.6,,0,,8.6,,,M,,M,,M,,,22,E,44,E
1999/7/25,1999,7,25,,29.6,,20.6,,25.1,,0,,7.1,,,M,,M,,M,,,28,E,41,E
1999/7/26,1999,7,26,,30.3,,20.9,,25.6,,0,,7.6,,,M,,M,,M,,,,,<31,
1999/7/27,1999,7,27,,30.8,,21.7,,26.3,,0,,8.3,,,M,,M,,M,,,27,E,35,E
1999/7/28,1999,7,28,,30.7,,20.3,,25.5,,0,,7.5,,,M,,M,,M,,,,,<31,
1999/7/29,1999,7,29,,30.3,,21.2,,25.8,,0,,7.8,,,M,,M,,M,,,,,<31,
1999/7/30,1999,7,30,,29.2,,23.8,,26.5,,0,,8.5,,,M,,M,,M,,,,,<31,
1999/7/31,1999,7,31,,27.5,,21.9,,24.7,,0,,6.7,,,M,,M,,M,,,34,E,46,E
1999/8/1,1999,8,1,,26.8,,18.2,,22.5,,0,,4.5,,,M,,M,,M,,,27,E,33,E
1999/8/2,1999,8,2,,23.5,,17.3,,20.4,,0,,2.4,,,M,,M,,M,,,,,<31,
1999/8/3,1999,8,3,,25.5,,16.9,,21.2,,0,,3.2,,,M,,M,,M,,,,,<31,
1999/8/4,1999,8,4,,20.9,,19.2,,20.1,,0,,2.1,,,M,,M,,M,,,,,<31,
1999/8/5,1999,8,5,,24.4,,16.7,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
