Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2014/1/1,2014,1,1,,-7.3,,-14,,-10.7,,28.7,,0,,,M,,M,,M,,,1,,37,
2014/1/2,2014,1,2,,-13.4,,-17.8,,-15.6,,33.6,,0,,,M,,M,,M,,,35,,48,
2014/1/3,2014,1,3,,-7.6,,-19.2,,-13.4,,31.4,,0,,,M,,M,,M,,,19,,37,
2014/1/4,2014,1,4,,1.2,,-7.7,,-3.3,,21.3,,0,,,M,,M,,M,,,19,,52,
2014/1/5,2014,1,5,,1.9,,-1.2,,0.4,,17.6,,0,,,M,,M,,M,,,5,,46,
2014/1/6,2014,1,6,,1.5,,-19.4,,-9,,27,,0,,,M,,M,,M,,,26,,50,
2014/1/7,2014,1,7,,-14.9,,-22,,-18.5,,36.5,,0,,,M,,M,,M,,,20,,52,
2014/1/8,2014,1,8,,-7.4,,-15.7,,-11.6,,29.6,,0,,,M,,M,,M,,,27,,32,
2014/1/9,2014,1,9,,-4.9,,-12,,-8.5,,26.5,,0,,,M,,M,,M,,,,,<31,
2014/1/10,2014,1,10,,2.5,,-6.7,,-2.1,,20.1,,0,,,M,,M,,M,,,,,<31,
2014/1/11,2014,1,11,,8.6,,1.6,,5.1,,12.9,,0,,,M,,M,,M,,,26,,37,
2014/1/12,2014,1,12,,3.1,,1.3,,2.2,,15.8,,0,,,M,,M,,M,,,25,,46,
2014/1/13,2014,1,13,,8.5,,2.6,,5.6,,12.4,,0,,,M,,M,,M,,,17,,52,
2014/1/14,2014,1,14,,5.5,,-0.1,,2.7,,15.3,,0,,,M,,M,,M,,,,,<31,
2014/1/15,2014,1,15,,2.4,,-3,,-0.3,,18.3,,0,,,M,,M,,M,,,21,,50,
2014/1/16,2014,1,16,,-0.2,,-3.6,,-1.9,,19.9,,0,,,M,,M,,M,,,20,,41,
2014/1/17,2014,1,17,,2.6,,-1.7,,0.5,,17.5,,0,,,M,,M,,M,,,18,,35,
2014/1/18,2014,1,18,,-1.7,,-8,,-4.9,,22.9,,0,,,M,,M,,M,,,21,,32,
2014/1/19,2014,1,19,,-1.3,,-7.9,,-4.6,,22.6,,0,,,M,,M,,M,,,20,,54,
2014/1/20,2014,1,20,,-0.9,,-13.5,,-7.2,,25.2,,0,,,M,,M,,M,,,32,,35,
2014/1/21,2014,1,21,,-13.1,,-18.6,,-15.9,,33.9,,0,,,M,,M,,M,,,34,,39,
2014/1/22,2014,1,22,,-11.2,,-20.5,,-15.9,,33.9,,0,,,M,,M,,M,,,,,<31,
2014/1/23,2014,1,23,,-10.2,,-16.9,,-13.6,,31.6,,0,,,M,,M,,M,,,34,,35,
2014/1/24,2014,1,24,,-7.6,,-16.1,,-11.9,,29.9,,0,,,M,,M,,M,,,22,,63,
2014/1/25,2014,1,25,,-3.2,,-13.6,,-8.4,,26.4,,0,,,M,,M,,M,,,,,<31,
2014/1/26,2014,1,26,,-2.7,,-16.2,,-9.5,,27.5,,0,,,M,,M,,M,,,19,,39,
2014/1/27,2014,1,27,,-2.8,,-16.3,,-9.6,,27.6,,0,,,M,,M,,M,,,25,,50,
2014/1/28,2014,1,28,,-11.6,,-19.3,,-15.5,,33.5,,0,,,M,,M,,M,,,20,,41,
2014/1/29,2014,1,29,,-9.2,,-16.1,,-12.7,,30.7,,0,,,M,,M,,M,,,24,,43,
2014/1/30,2014,1,30,,-0.6,,-10.7,,-5.7,,23.7,,0,,,M,,M,,M,,,20,,57,
2014/1/31,2014,1,31,,1.7,,-2.2,,-0.3,,18.3,,0,,,M,,M,,M,,,21,,39,
2014/2/1,2014,2,1,,2.1,,-1.2,,0.5,,17.5,,0,,,M,,M,,M,,,,,<31,
2014/2/2,2014,2,2,,1.3,,-6.9,,-2.8,,20.8,,0,,,M,,M,,M,,,,,<31,
2014/2/3,2014,2,3,,-2.8,,-10.6,,-6.7,,24.7,,0,,,M,,M,,M,,,,,<31,
2014/2/4,2014,2,4,,-2.7,,-12.7,,-7.7,,25.7,,0,,,M,,M,,M,,,6,,33,
2014/2/5,2014,2,5,,-2.6,,-12.5,,-7.6,,25.6,,0,,,M,,M,,M,,,3,,59,
2014/2/6,2014,2,6,,-6,,-14.3,,-10.2,,28.2,,0,,,M,,M,,M,,,20,,43,
2014/2/7,2014,2,7,,-9.4,,-13.8,,-11.6,,29.6,,0,,,M,,M,,M,,,20,,43,
2014/2/8,2014,2,8,,-8.3,,-16.4,,-12.4,,30.4,,0,,,M,,M,,M,,,,,<31,
2014/2/9,2014,2,9,,-7.1,,-13.1,,-10.1,,28.1,,0,,,M,,M,,M,,,,,<31,
2014/2/10,2014,2,10,,-6.2,,-12.4,,-9.3,,27.3,,0,,,M,,M,,M,,,,,<31,
2014/2/11,2014,2,11,,-8.8,,-16.9,,-12.9,,30.9,,0,,,M,,M,,M,,,,,<31,
2014/2/12,2014,2,12,,-6.5,,-18.9,,-12.7,,30.7,,0,,,M,,M,,M,,,,,<31,
2014/2/13,2014,2,13,,-2.1,,-14.3,,-8.2,,26.2,,0,,,M,,M,,M,,,5,,35,
2014/2/14,2014,2,14,,-1.4,,-5.7,,-3.6,,21.6,,0,,,M,,M,,M,,,,,<31,
2014/2/15,2014,2,15,,-2.8,,-12.5,,-7.7,,25.7,,0,,,M,,M,,M,,,28,,33,
2014/2/16,2014,2,16,,-6.1,,-14.4,,-10.3,,28.3,,0,,,M,,M,,M,,,,,<31,
2014/2/17,2014,2,17,,-2.3,,-17.9,,-10.1,,28.1,,0,,,M,,M,,M,,,7,,56,
2014/2/18,2014,2,18,,0,,-4.3,,-2.2,,20.2,,0,,,M,,M,,M,,,26,,33,
2014/2/19,2014,2,19,,5.9,,-3.1,,1.4,,16.6,,0,,,M,,M,,M,,,28,,35,
2014/2/20,2014,2,20,,1.7,,-2.8,,-0.6,,18.6,,0,,,M,,M,,M,,,3,,43,
2014/2/21,2014,2,21,,5,,1.4,,3.2,,14.8,,0,,,M,,M,,M,,,,,<31,
2014/2/22,2014,2,22,,3.4,,0.8,,2.1,,15.9,,0,,,M,,M,,M,,,25,,56,
2014/2/23,2014,2,23,,0.8,,-4.8,,-2,,20,,0,,,M,,M,,M,,,27,,41,
2014/2/24,2014,2,24,,-4.8,,-7.6,,-6.2,,24.2,,0,,,M,,M,,M,,,25,,39,
2014/2/25,2014,2,25,,-6,,-10.2,,-8.1,,26.1,,0,,,M,,M,,M,,,28,,37,
2014/2/26,2014,2,26,,-8.2,,-14.2,,-11.2,,29.2,,0,,,M,,M,,M,,,20,,41,
2014/2/27,2014,2,27,,-7.8,,-16.2,,-12,,30,,0,,,M,,M,,M,,,27,,61,
2014/2/28,2014,2,28,,-8.5,,-18.6,,-13.6,,31.6,,0,,,M,,M,,M,,,,,<31,
2014/3/1,2014,3,1,,-1.4,,-10.2,,-5.8,,23.8,,0,,,M,,M,,M,,,31,,35,
2014/3/2,2014,3,2,,-9.3,,-15.2,,-12.3,,30.3,,0,,,M,,M,,M,,,31,,32,
2014/3/3,2014,3,3,,-11,,-17.7,,-14.4,,32.4,,0,,,M,,M,,M,,,32,,33,
2014/3/4,2014,3,4,,-8.5,,-17.4,,-13,,31,,0,,,M,,M,,M,,,,,<31,
2014/3/5,2014,3,5,,-4.8,,-10,,-7.4,,25.4,,0,,,M,,M,,M,,,1,,35,
2014/3/6,2014,3,6,,-3.2,,-8.5,,-5.9,,23.9,,0,,,M,,M,,M,,,9,,44,
2014/3/7,2014,3,7,,5.2,,-9,,-1.9,,19.9,,0,,,M,,M,,M,,,,,<31,
2014/3/8,2014,3,8,,2,,-5.8,,-1.9,,19.9,,0,,,M,,M,,M,,,34,,32,
2014/3/9,2014,3,9,,1.9,,-10,,-4.1,,22.1,,0,,,M,,M,,M,,,20,,43,
2014/3/10,2014,3,10,,7.4,,1.4,,4.4,,13.6,,0,,,M,,M,,M,,,20,,37,
2014/3/11,2014,3,11,,9.8,,3.2,,6.5,,11.5,,0,,,M,,M,,M,,,,,<31,
2014/3/12,2014,3,12,,4.3,,-13.4,,-4.6,,22.6,,0,,,M,,M,,M,,,5,,70,
2014/3/13,2014,3,13,,-4.1,,-15.8,,-10,,28,,0,,,M,,M,,M,,,,,<31,
2014/3/14,2014,3,14,,11.7,,-4.3,,3.7,,14.3,,0,,,M,,M,,M,,,20,,48,
2014/3/15,2014,3,15,,5.6,,-7.4,,-0.9,,18.9,,0,,,M,,M,,M,,,29,,54,
2014/3/16,2014,3,16,,-6.6,,-12.1,,-9.4,,27.4,,0,,,M,,M,,M,,,34,,46,
2014/3/17,2014,3,17,,-2.5,,-13.5,,-8,,26,,0,,,M,,M,,M,,,4,,39,
2014/3/18,2014,3,18,,1.2,,-3.6,,-1.2,,19.2,,0,,,M,,M,,M,,,5,,32,
2014/3/19,2014,3,19,,7.8,,0.3,,4.1,,13.9,,0,,,M,,M,,M,,,17,,43,
2014/3/20,2014,3,20,,3.3,,-0.7,,1.3,,16.7,,0,,,M,,M,,M,,,25,,56,
2014/3/21,2014,3,21,,3.6,,-3.7,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2014/3/22,2014,3,22,,2.6,,-6.1,,-1.8,,19.8,,0,,,M,,M,,M,,,26,,54,
2014/3/23,2014,3,23,,-4.7,,-8.8,,-6.8,,24.8,,0,,,M,,M,,M,,,33,,39,
2014/3/24,2014,3,24,,-2.9,,-9.7,,-6.3,,24.3,,0,,,M,,M,,M,,,25,,32,
2014/3/25,2014,3,25,,0.3,,-8.6,,-4.2,,22.2,,0,,,M,,M,,M,,,31,,41,
2014/3/26,2014,3,26,,-4.8,,-11.2,,-8,,26,,0,,,M,,M,,M,,,33,,39,
2014/3/27,2014,3,27,,5.4,,-6.8,,-0.7,,18.7,,0,,,M,,M,,M,,,18,,48,
2014/3/28,2014,3,28,,11.9,,3.2,,7.6,,10.4,,0,,,M,,M,,M,,,22,,52,
2014/3/29,2014,3,29,,3.5,,0.5,,2,,16,,0,,,M,,M,,M,,,4,,48,
2014/3/30,2014,3,30,,8.1,,0.3,,4.2,,13.8,,0,,,M,,M,,M,,,34,,43,
2014/3/31,2014,3,31,,4.8,,0.2,,2.5,,15.5,,0,,,M,,M,,M,,,,,<31,
2014/4/1,2014,4,1,,6.7,,1.5,,4.1,,13.9,,0,,,M,,M,,M,,,24,,37,
2014/4/2,2014,4,2,,7.7,,0.7,,4.2,,13.8,,0,,,M,,M,,M,,,25,,35,
2014/4/3,2014,4,3,,2.1,,-0.6,,0.8,,17.2,,0,,,M,,M,,M,,,5,,46,
2014/4/4,2014,4,4,,9.4,,1,,5.2,,12.8,,0,,,M,,M,,M,,,20,,54,
2014/4/5,2014,4,5,,4.5,,-0.1,,2.2,,15.8,,0,,,M,,M,,M,,,28,,52,
2014/4/6,2014,4,6,,9.8,,-0.2,,4.8,,13.2,,0,,,M,,M,,M,,,,,<31,
2014/4/7,2014,4,7,,4.4,,2,,3.2,,14.8,,0,,,M,,M,,M,,,5,,46,
2014/4/8,2014,4,8,,12.2,,2.3,,7.3,,10.7,,0,,,M,,M,,M,,,1,,37,
2014/4/9,2014,4,9,,10.5,,2.5,,6.5,,11.5,,0,,,M,,M,,M,,,30,,32,
2014/4/10,2014,4,10,,18.9,,4.5,,11.7,,6.3,,0,,,M,,M,,M,,,21,,65,
2014/4/11,2014,4,11,,11.9,,5,,8.5,,9.5,,0,,,M,,M,,M,,,29,,33,
2014/4/12,2014,4,12,,9.5,,3.9,,6.7,,11.3,,0,,,M,,M,,M,,,36,,43,
2014/4/13,2014,4,13,,23,,3.3,,13.2,,4.8,,0,,,M,,M,,M,,,21,,52,
2014/4/14,2014,4,14,,21.5,,3.3,,12.4,,5.6,,0,,,M,,M,,M,,,21,,70,
2014/4/15,2014,4,15,,3.3,,-3.5,,-0.1,,18.1,,0,,,M,,M,,M,,,30,,48,
2014/4/16,2014,4,16,,3,,-3.9,,-0.5,,18.5,,0,,,M,,M,,M,,,,,<31,
2014/4/17,2014,4,17,,4,,1,,2.5,,15.5,,0,,,M,,M,,M,,,5,,35,
2014/4/18,2014,4,18,,11.5,,3.1,,7.3,,10.7,,0,,,M,,M,,M,,,31,,32,
2014/4/19,2014,4,19,,6.1,,1,,3.6,,14.4,,0,,,M,,M,,M,,,31,,32,
2014/4/20,2014,4,20,,5.1,,2.9,,4,,14,,0,,,M,,M,,M,,,,,<31,
2014/4/21,2014,4,21,,15.7,,4.1,,9.9,,8.1,,0,,,M,,M,,M,,,,,<31,
2014/4/22,2014,4,22,,15.3,,5.2,,10.3,,7.7,,0,,,M,,M,,M,,,29,,46,
2014/4/23,2014,4,23,,10.5,,3.6,,7.1,,10.9,,0,,,M,,M,,M,,,31,,44,
2014/4/24,2014,4,24,,11,,2.7,,6.9,,11.1,,0,,,M,,M,,M,,,,,<31,
2014/4/25,2014,4,25,,6.4,,3.8,,5.1,,12.9,,0,,,M,,M,,M,,,3,,44,
2014/4/26,2014,4,26,,10.2,,4.4,,7.3,,10.7,,0,,,M,,M,,M,,,30,,41,
2014/4/27,2014,4,27,,9.1,,2.4,,5.8,,12.2,,0,,,M,,M,,M,,,,,<31,
2014/4/28,2014,4,28,,6.8,,4,,5.4,,12.6,,0,,,M,,M,,M,,,4,,43,
2014/4/29,2014,4,29,,6.6,,4.1,,5.4,,12.6,,0,,,M,,M,,M,,,3,,48,
2014/4/30,2014,4,30,,6.3,,3.4,,4.9,,13.1,,0,,,M,,M,,M,,,5,,41,
2014/5/1,2014,5,1,,13.6,,3.9,,8.8,,9.2,,0,,,M,,M,,M,,,20,,46,
2014/5/2,2014,5,2,,12.4,,8,,10.2,,7.8,,0,,,M,,M,,M,,,23,,33,
2014/5/3,2014,5,3,,12.9,,7.8,,10.4,,7.6,,0,,,M,,M,,M,,,25,,44,
2014/5/4,2014,5,4,,12.6,,5.6,,9.1,,8.9,,0,,,M,,M,,M,,,30,,50,
2014/5/5,2014,5,5,,14.3,,5.2,,9.8,,8.2,,0,,,M,,M,,M,,,,,<31,
2014/5/6,2014,5,6,,12,,6.9,,9.5,,8.5,,0,,,M,,M,,M,,,,,<31,
2014/5/7,2014,5,7,,8.7,,4.6,,6.7,,11.3,,0,,,M,,M,,M,,,3,,35,
2014/5/8,2014,5,8,,12.1,,4.6,,8.4,,9.6,,0,,,M,,M,,M,,,2,,32,
2014/5/9,2014,5,9,,20.6,,5.2,,12.9,,5.1,,0,,,M,,M,,M,,,16,,44,
2014/5/10,2014,5,10,,20,,12.4,,16.2,,1.8,,0,,,M,,M,,M,,,28,,43,
2014/5/11,2014,5,11,,22.6,,8.7,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
2014/5/12,2014,5,12,,15.4,,7.2,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2014/5/13,2014,5,13,,16.2,,5.6,,10.9,,7.1,,0,,,M,,M,,M,,,4,,33,
2014/5/14,2014,5,14,,16.3,,8.2,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2014/5/15,2014,5,15,,19.1,,6.3,,12.7,,5.3,,0,,,M,,M,,M,,,16,,37,
2014/5/16,2014,5,16,,11.8,,6.8,,9.3,,8.7,,0,,,M,,M,,M,,,,,<31,
2014/5/17,2014,5,17,,13.2,,5.6,,9.4,,8.6,,0,,,M,,M,,M,,,,,<31,
2014/5/18,2014,5,18,,16.1,,7.1,,11.6,,6.4,,0,,,M,,M,,M,,,18,,44,
2014/5/19,2014,5,19,,21.1,,10.5,,15.8,,2.2,,0,,,M,,M,,M,,,36,,54,
2014/5/20,2014,5,20,,17.8,,8.8,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2014/5/21,2014,5,21,,11.9,,6.8,,9.4,,8.6,,0,,,M,,M,,M,,,,,<31,
2014/5/22,2014,5,22,,19.4,,8.7,,14.1,,3.9,,0,,,M,,M,,M,,,29,,44,
2014/5/23,2014,5,23,,17.1,,9.3,,13.2,,4.8,,0,,,M,,M,,M,,,,,<31,
2014/5/24,2014,5,24,,23.1,,11.9,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2014/5/25,2014,5,25,,26,,14.2,,20.1,,0,,2.1,,,M,,M,,M,,,16,,35,
2014/5/26,2014,5,26,,28.6,,16.5,,22.6,,0,,4.6,,,M,,M,,M,,,24,,33,
2014/5/27,2014,5,27,,27.6,,14.9,,21.3,,0,,3.3,,,M,,M,,M,,,,,<31,
2014/5/28,2014,5,28,,14.7,E,10,E,12.4,E,5.6,E,0,E,,M,,M,,M,,,,M,,M
2014/5/29,2014,5,29,,13.2,,9.3,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2014/5/30,2014,5,30,,21.5,,11.4,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2014/5/31,2014,5,31,,19.3,,12.7,,16,,2,,0,,,M,,M,,M,,,,,<31,
2014/6/1,2014,6,1,,14.5,,10.7,,12.6,,5.4,,0,,,M,,M,,M,,,,,<31,
2014/6/2,2014,6,2,,28.2,,12.9,,20.6,,0,,2.6,,,M,,M,,M,,,18,,44,
2014/6/3,2014,6,3,,26.8,,14,,20.4,,0,,2.4,,,M,,M,,M,,,31,,52,
2014/6/4,2014,6,4,,21.9,,14.5,,18.2,,0,,0.2,,,M,,M,,M,,,30,,32,
2014/6/5,2014,6,5,,19,,12.1,,15.6,,2.4,,0,,,M,,M,,M,,,35,,43,
2014/6/6,2014,6,6,,21.6,,13.3,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2014/6/7,2014,6,7,,20.4,,14.1,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
2014/6/8,2014,6,8,,18.1,,12.9,,15.5,,2.5,,0,,,M,,M,,M,,,,,<31,
2014/6/9,2014,6,9,,23.6,,15.5,,19.6,,0,,1.6,,,M,,M,,M,,,33,,43,
2014/6/10,2014,6,10,,19.3,,15.3,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
2014/6/11,2014,6,11,,16.9,,12.3,,14.6,,3.4,,0,,,M,,M,,M,,,3,,33,
2014/6/12,2014,6,12,,26.4,,13.5,,20,,0,,2,,,M,,M,,M,,,16,,35,
2014/6/13,2014,6,13,,23.1,,12.6,,17.9,,0.1,,0,,,M,,M,,M,,,29,,39,
2014/6/14,2014,6,14,,19.5,,11.5,,15.5,,2.5,,0,,,M,,M,,M,,,,,<31,
2014/6/15,2014,6,15,,14.8,,12.3,,13.6,,4.4,,0,,,M,,M,,M,,,,,<31,
2014/6/16,2014,6,16,,16.1,,11.7,,13.9,,4.1,,0,,,M,,M,,M,,,,,<31,
2014/6/17,2014,6,17,,30.8,,14.2,,22.5,,0,,4.5,,,M,,M,,M,,,16,,74,
2014/6/18,2014,6,18,,25.7,,16.2,,21,,0,,3,,,M,,M,,M,,,,,<31,
2014/6/19,2014,6,19,,20.4,,15.1,,17.8,,0.2,,0,,,M,,M,,M,,,34,,32,
2014/6/20,2014,6,20,,17.8,,15,,16.4,,1.6,,0,,,M,,M,,M,,,,,<31,
2014/6/21,2014,6,21,,18.6,,14.3,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2014/6/22,2014,6,22,,20.1,,15.7,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2014/6/23,2014,6,23,,18.6,,15.2,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2014/6/24,2014,6,24,,28.5,,16.6,,22.6,,0,,4.6,,,M,,M,,M,,,21,,41,
2014/6/25,2014,6,25,,21.3,,18.7,,20,,0,,2,,,M,,M,,M,,,,,<31,
2014/6/26,2014,6,26,,23.6,,19.1,,21.4,,0,,3.4,,,M,,M,,M,,,,,<31,
2014/6/27,2014,6,27,,21.4,,19.3,,20.4,,0,,2.4,,,M,,M,,M,,,,,<31,
2014/6/28,2014,6,28,,22.4,,19.3,,20.9,,0,,2.9,,,M,,M,,M,,,,,<31,
2014/6/29,2014,6,29,,29.8,,20,,24.9,,0,,6.9,,,M,,M,,M,,,20,,44,
2014/6/30,2014,6,30,,30.1,,22,,26.1,,0,,8.1,,,M,,M,,M,,,19,,43,
2014/7/1,2014,7,1,,28.2,,23.2,,25.7,,0,,7.7,,,M,,M,,M,,,22,,46,
2014/7/2,2014,7,2,,28.5,,19,,23.8,,0,,5.8,,,M,,M,,M,,,18,,44,
2014/7/3,2014,7,3,,19.8,,14.1,,17,,1,,0,,,M,,M,,M,,,,,<31,
2014/7/4,2014,7,4,,23.2,,13,,18.1,,0,,0.1,,,M,,M,,M,,,30,,33,
2014/7/5,2014,7,5,,26.5,,15.2,,20.9,,0,,2.9,,,M,,M,,M,,,24,,35,
2014/7/6,2014,7,6,,26.3,,17.8,,22.1,,0,,4.1,,,M,,M,,M,,,20,,44,
2014/7/7,2014,7,7,,27.3,,17.9,,22.6,,0,,4.6,,,M,,M,,M,,,27,,63,
2014/7/8,2014,7,8,,23.8,,16.8,,20.3,,0,,2.3,,,M,,M,,M,,,25,,39,
2014/7/9,2014,7,9,,22,,16.4,,19.2,,0,,1.2,,,M,,M,,M,,,,,<31,
2014/7/10,2014,7,10,,18.3,,12.5,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
2014/7/11,2014,7,11,,19.6,,15.3,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2014/7/12,2014,7,12,,27.7,,17,,22.4,,0,,4.4,,,M,,M,,M,,,,,<31,
2014/7/13,2014,7,13,,28.2,,16.6,,22.4,,0,,4.4,,,M,,M,,M,,,19,,39,
2014/7/14,2014,7,14,,20.4,,15.2,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2014/7/15,2014,7,15,,24.3,,14.8,,19.6,,0,,1.6,,,M,,M,,M,,,26,,39,
2014/7/16,2014,7,16,,20.7,,14.8,,17.8,,0.2,,0,,,M,,M,,M,,,30,,35,
2014/7/17,2014,7,17,,23.3,,13.2,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2014/7/18,2014,7,18,,19.3,,12,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
2014/7/19,2014,7,19,,17.7,,14.7,,16.2,,1.8,,0,,,M,,M,,M,,,,,<31,
2014/7/20,2014,7,20,,20.5,,15.7,,18.1,,0,,0.1,,,M,,M,,M,,,,,<31,
2014/7/21,2014,7,21,,25.9,,16.1,,21,,0,,3,,,M,,M,,M,,,,,<31,
2014/7/22,2014,7,22,,29.6,,19.6,,24.6,,0,,6.6,,,M,,M,,M,,,22,,33,
2014/7/23,2014,7,23,,24.9,,17,,21,,0,,3,,,M,,M,,M,,,35,,43,
2014/7/24,2014,7,24,,21,,15.4,,18.2,,0,,0.2,,,M,,M,,M,,,34,,33,
2014/7/25,2014,7,25,,24.6,,15.2,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2014/7/26,2014,7,26,,25.3,,18.2,,21.8,,0,,3.8,,,M,,M,,M,,,16,,37,
2014/7/27,2014,7,27,,27.2,,17.5,,22.4,,0,,4.4,,,M,,M,,M,,,34,,52,
2014/7/28,2014,7,28,,20.8,,14.5,,17.7,,0.3,,0,,,M,,M,,M,,,34,,52,
2014/7/29,2014,7,29,,20.9,,14,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2014/7/30,2014,7,30,,22.9,,15.8,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2014/7/31,2014,7,31,,24.5,,15.8,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2014/8/1,2014,8,1,,27.2,,18.1,,22.7,,0,,4.7,,,M,,M,,M,,,3,,44,
2014/8/2,2014,8,2,,23,,17.7,,20.4,,0,,2.4,,,M,,M,,M,,,,,<31,
2014/8/3,2014,8,3,,22.5,,19.6,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2014/8/4,2014,8,4,,27.4,,18.6,,23,,0,,5,,,M,,M,,M,,,34,,63,
2014/8/5,2014,8,5,,23.4,,18.8,,21.1,,0,,3.1,,,M,,M,,M,,,,,<31,
2014/8/6,2014,8,6,,23.4,,17.8,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
2014/8/7,2014,8,7,,24.3,,17.1,,20.7,,0,,2.7,,,M,,M,,M,,,34,,35,
