Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
,,,,,,,,-2.003448276,-8.851724138,-5.44137931,18.4,-21.2,679.8,0,,,,,,,,,,,,
Legend,,,,,,,,0.371428571,-5.903571429,-2.785714286,6.3,-12.9,582,0,,,,,,,,,,,,
A,Accumulated,,,,,,,2.216666667,-3.843333333,-0.81,15.4,-11.6,564.3,0,,,,,,,,,,,,
C,"Precipitation occurred, amount uncertain",,,,,,,10.17333333,4.1,7.156666667,23.9,0.9,325.3,0,,,,,,,,,,,,
E,Estimated,,,,,,,14.55483871,7.9,11.24516129,23.2,2.7,209.4,0,,,,,,,,,,,,
F,Accumulated and estimated,,,,,,,24.53703704,17.69642857,21.07777778,32.9,12.8,13.6,96.7,,,,,,,,,,,,
L,Precipitation may or may not have occurred,,,,,,,26.91290323,19.97419355,23.46129032,32.3,13.8,1.5,170.8,,,,,,,,,,,,
M,Missing,,,,,,,26.36774194,19.36451613,22.89677419,32.2,14.6,0,151.8,,,,,,,,,,,,
N,Temperature missing but known to be > 0,,,,,,,23.96333333,16.3,20.15333333,30.2,9.4,10,74.6,,,,,,,,,,,,
S,More than one occurrence,,,,,,,14.33548387,8.958064516,11.67741935,26.8,2.8,199.8,3.8,,,,,,,,,,,,
T,Trace,,,,,,,10,3.327586207,6.660714286,19.2,-7.7,317.5,0,,,,,,,,,,,,
Y,Temperature missing but known to be < 0,,,,,,,-0.096774194,-3.832258065,-1.974193548,4.5,-11.3,619.2,0,,,,,,,,,,,,
[empty],No data available,,,,,,,,,,,,,,,,,,,,,,,,,
^,The value displayed is based on incomplete data,,,,,,,,,,,,,,,,,,,,,,,,,
†,Data that is not subject to review by the National Climate Archives,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2005/1/1,2005,1,1,,,,,,,,,,,,,,,,,,,,,,,
2005/1/2,2005,1,2,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2005/1/3,2005,1,3,,4.6,,1.6,,3.1,,14.9,,0,,,M,,M,,M,,,,,<31,
2005/1/4,2005,1,4,,3.1,,0.6,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
2005/1/5,2005,1,5,,0.9,,-4,,-1.6,,19.6,,0,,,M,,M,,M,,,6,E,46,E
2005/1/6,2005,1,6,,-0.1,,-3.2,,-1.7,,19.7,,0,,,M,,M,,M,,,8,E,54,E
2005/1/7,2005,1,7,,-0.3,,-3.6,,-2,,20,,0,,,M,,M,,M,,,,,<31,
2005/1/8,2005,1,8,,1.1,,-1.2,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
