Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2008/8/7,2008,8,7,,24.2,,17.6,,20.9,,0,,2.9,,,M,,M,,M,,,4,E,52,E
2008/8/8,2008,8,8,,22.4,,16.3,,19.4,,0,,1.4,,,M,,M,,M,,,33,E,41,E
2008/8/9,2008,8,9,,21.5,,13.9,,17.7,,0.3,,0,,,M,,M,,M,,,,,<31,
2008/8/10,2008,8,10,,16.4,,13.6,,15,,3,,0,,,M,,M,,M,,,,,<31,
2008/8/11,2008,8,11,,24,,14.9,,19.5,,0,,1.5,,,M,,M,,M,,,,,<31,
2008/8/12,2008,8,12,,23.8,,16.8,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2008/8/13,2008,8,13,,,M,17.2,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2008/8/14,2008,8,14,,21,,15.7,,18.4,,0,,0.4,,,M,,M,,M,,,,,<31,
2008/8/15,2008,8,15,,21.8,,14.8,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2008/8/16,2008,8,16,,24.9,,16.6,,20.8,,0,,2.8,,,M,,M,,M,,,,,<31,
2008/8/17,2008,8,17,,27.3,,18.4,,22.9,,0,,4.9,,,M,,M,,M,,,,,<31,
2008/8/18,2008,8,18,,27.7,,17.6,,22.7,,0,,4.7,,,M,,M,,M,,,32,E,74,E
2008/8/19,2008,8,19,,18,,14.6,,16.3,,1.7,,0,,,M,,M,,M,,,,,<31,
2008/8/20,2008,8,20,,19.4,,14,,16.7,,1.3,,0,,,M,,M,,M,,,,,<31,
2008/8/21,2008,8,21,,19.9,,15.1,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2008/8/22,2008,8,22,,22.8,,18,,20.4,,0,,2.4,,,M,,M,,M,,,,,<31,
2008/8/23,2008,8,23,,29,,19.8,,24.4,,0,,6.4,,,M,,M,,M,,,,,<31,
2008/8/24,2008,8,24,,28,,16.4,,22.2,,0,,4.2,,,M,,M,,M,,,31,E,33,E
2008/8/25,2008,8,25,,19.1,,15.7,,17.4,,0.6,,0,,,M,,M,,M,,,35,E,39,E
2008/8/26,2008,8,26,,20.1,,14.9,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2008/8/27,2008,8,27,,19.4,,16.1,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2008/8/28,2008,8,28,,19.9,,16.4,,18.2,,0,,0.2,,,M,,M,,M,,,,,<31,
2008/8/29,2008,8,29,,25.2,,18,,21.6,,0,,3.6,,,M,,M,,M,,,,,<31,
2008/8/30,2008,8,30,,27.6,,18.4,,23,,0,,5,,,M,,M,,M,,,,,<31,
2008/8/31,2008,8,31,,22.9,,17.4,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2008/9/1,2008,9,1,,23.2,,18.4,,20.8,,0,,2.8,,,M,,M,,M,,,,,<31,
2008/9/2,2008,9,2,,26.7,,17.8,,22.3,,0,,4.3,,,M,,M,,M,,,,,<31,
2008/9/3,2008,9,3,,29.5,,18.6,,24.1,,0,,6.1,,,M,,M,,M,,,,,<31,
2008/9/4,2008,9,4,,22.4,,18.6,,20.5,,0,,2.5,,,M,,M,,M,,,,,<31,
2008/9/5,2008,9,5,,26,,17.4,,21.7,,0,,3.7,,,M,,M,,M,,,22,E,54,E
2008/9/6,2008,9,6,,20.5,,15.1,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2008/9/7,2008,9,7,,20.4,,14.2,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
2008/9/8,2008,9,8,,23.4,,13.1,,18.3,,0,,0.3,,,M,,M,,M,,,33,E,56,E
2008/9/9,2008,9,9,,19.2,,13,,16.1,,1.9,,0,,,M,,M,,M,,,31,E,37,E
2008/9/10,2008,9,10,,18.3,,12.7,,15.5,,2.5,,0,,,M,,M,,M,,,,,<31,
2008/9/11,2008,9,11,,19.3,,12.8,,16.1,,1.9,,0,,,M,,M,,M,,,,,<31,
2008/9/12,2008,9,12,,22.5,,17.4,,20,,0,,2,,,M,,M,,M,,,,,<31,
2008/9/13,2008,9,13,,24.3,,19.8,,22.1,,0,,4.1,,,M,,M,,M,,,,,<31,
2008/9/14,2008,9,14,,28.5,,18.8,,23.7,,0,,5.7,,,M,,M,,M,,,31,E,69,E
2008/9/15,2008,9,15,,18.8,,11.3,,15.1,,2.9,,0,,,M,,M,,M,,,31,E,32,E
2008/9/16,2008,9,16,,19,,9.6,,14.3,,3.7,,0,,,M,,M,,M,,,,,<31,
2008/9/17,2008,9,17,,23.3,,13.6,,18.5,,0,,0.5,,,M,,M,,M,,,,,<31,
2008/9/18,2008,9,18,,16.9,,13.7,,15.3,,2.7,,0,,,M,,M,,M,,,,,<31,
2008/9/19,2008,9,19,,17.5,,12,,14.8,,3.2,,0,,,M,,M,,M,,,,,<31,
2008/9/20,2008,9,20,,25.5,,15.7,,20.6,,0,,2.6,,,M,,M,,M,,,,,<31,
2008/9/21,2008,9,21,,18.3,,15.2,,16.8,,1.2,,0,,,M,,M,,M,,,,,<31,
2008/9/22,2008,9,22,,16.9,,12.4,,14.7,,3.3,,0,,,M,,M,,M,,,,,<31,
2008/9/23,2008,9,23,,17.6,,13.5,,15.6,,2.4,,0,,,M,,M,,M,,,,,<31,
2008/9/24,2008,9,24,,20.1,,14.1,,17.1,,0.9,,0,,,M,,M,,M,,,,,<31,
2008/9/25,2008,9,25,,19.1,,14.6,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2008/9/26,2008,9,26,,18.1,,15.4,,16.8,,1.2,,0,,,M,,M,,M,,,,,<31,
2008/9/27,2008,9,27,,17.7,,16.1,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2008/9/28,2008,9,28,,20.5,,14.5,,17.5,,0.5,,0,,,M,,M,,M,,,,,<31,
2008/9/29,2008,9,29,,15.2,,12.7,,14,,4,,0,,,M,,M,,M,,,,,<31,
2008/9/30,2008,9,30,,20.3,,13.2,,16.8,,1.2,,0,,,M,,M,,M,,,,,<31,
2008/10/1,2008,10,1,,15.3,,8.1,,11.7,,6.3,,0,,,M,,M,,M,,,35,E,35,E
2008/10/2,2008,10,2,,12.4,,8,,10.2,,7.8,,0,,,M,,M,,M,,,27,E,37,E
2008/10/3,2008,10,3,,13.3,,6.8,,10.1,,7.9,,0,,,M,,M,,M,,,31,E,32,E
2008/10/4,2008,10,4,,13.4,E,7.4,E,10.4,E,7.6,E,0,E,,M,,M,,M,,,,,<31,
2008/10/5,2008,10,5,,16.3,,8,,12.2,,5.8,,0,,,M,,M,,M,,,,,<31,
2008/10/6,2008,10,6,,13,,8.5,,10.8,,7.2,,0,,,M,,M,,M,,,,,<31,
2008/10/7,2008,10,7,,13.8,,6.9,,10.4,,7.6,,0,,,M,,M,,M,,,,,<31,
2008/10/8,2008,10,8,,18,,9.9,,14,,4,,0,,,M,,M,,M,,,18,E,33,E
2008/10/9,2008,10,9,,20.5,,11.6,,16.1,,1.9,,0,,,M,,M,,M,,,26,E,33,E
2008/10/10,2008,10,10,,16.7,,10.3,,13.5,,4.5,,0,,,M,,M,,M,,,,,<31,
2008/10/11,2008,10,11,,15.3,,11.3,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2008/10/12,2008,10,12,,15.5,,12,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
2008/10/13,2008,10,13,,25.8,,12.3,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2008/10/14,2008,10,14,,21.4,,9.1,,15.3,,2.7,,0,,,M,,M,,M,,,31,E,48,E
2008/10/15,2008,10,15,,17.5,,9,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2008/10/16,2008,10,16,,14.3,,8.7,,11.5,,6.5,,0,,,M,,M,,M,,,36,E,35,E
2008/10/17,2008,10,17,,10.6,,6.5,,8.6,,9.4,,0,,,M,,M,,M,,,,,<31,
2008/10/18,2008,10,18,,11,,6.5,,8.8,,9.2,,0,,,M,,M,,M,,,,,<31,
2008/10/19,2008,10,19,,13.5,,5.4,,9.5,,8.5,,0,,,M,,M,,M,,,,,<31,
2008/10/20,2008,10,20,,16.2,,8,,12.1,,5.9,,0,,,M,,M,,M,,,,,<31,
2008/10/21,2008,10,21,,10.9,,2.3,,6.6,,11.4,,0,,,M,,M,,M,,,36,E,52,E
2008/10/22,2008,10,22,,6.4,,0.8,,3.6,,14.4,,0,,,M,,M,,M,,,14,E,39,E
2008/10/23,2008,10,23,,10,,5.6,,7.8,,10.2,,0,,,M,,M,,M,,,,,<31,
2008/10/24,2008,10,24,,12.6,,5.7,,9.2,,8.8,,0,,,M,,M,,M,,,18,E,46,E
2008/10/25,2008,10,25,,13,,8.6,,10.8,,7.2,,0,,,M,,M,,M,,,23,E,39,E
2008/10/26,2008,10,26,,13.5,,8.5,,11,,7,,0,,,M,,M,,M,,,23,E,63,E
2008/10/27,2008,10,27,,9.8,,5.1,,7.5,,10.5,,0,,,M,,M,,M,,,,,<31,
2008/10/28,2008,10,28,,5.5,,3.1,,4.3,,13.7,,0,,,M,,M,,M,,,32,E,56,E
2008/10/29,2008,10,29,,3.8,,1.8,,2.8,,15.2,,0,,,M,,M,,M,,,31,E,43,E
2008/10/30,2008,10,30,,10.9,,1.4,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
2008/10/31,2008,10,31,,17.9,,8.2,,13.1,,4.9,,0,,,M,,M,,M,,,24,E,37,E
2008/11/1,2008,11,1,,10.8,,2.5,,6.7,,11.3,,0,,,M,,M,,M,,,,,<31,
2008/11/2,2008,11,2,,7.9,,1.6,,4.8,,13.2,,0,,,M,,M,,M,,,,,<31,
2008/11/3,2008,11,3,,17.3,,6,,11.7,,6.3,,0,,,M,,M,,M,,,,,<31,
2008/11/4,2008,11,4,,21.1,,9.5,,15.3,,2.7,,0,,,M,,M,,M,,,,,<31,
2008/11/5,2008,11,5,,14.4,,9.6,,12,,6,,0,,,M,,M,,M,,,,,<31,
2008/11/6,2008,11,6,,10.2,,7.2,,8.7,,9.3,,0,,,M,,M,,M,,,,,<31,
2008/11/7,2008,11,7,,10.6,,8.4,,9.5,,8.5,,0,,,M,,M,,M,,,,,<31,
2008/11/8,2008,11,8,,10.9,,5.3,,8.1,,9.9,,0,,,M,,M,,M,,,23,E,35,E
2008/11/9,2008,11,9,,7.6,,3.5,,5.6,,12.4,,0,,,M,,M,,M,,,,,<31,
2008/11/10,2008,11,10,,4.8,,2.1,,3.5,,14.5,,0,,,M,,M,,M,,,26,E,41,E
2008/11/11,2008,11,11,,5.9,,3,,4.5,,13.5,,0,,,M,,M,,M,,,,,<31,
2008/11/12,2008,11,12,,6.9,,3.6,,5.3,,12.7,,0,,,M,,M,,M,,,,,<31,
2008/11/13,2008,11,13,,12.5,,6.4,,9.5,,8.5,,0,,,M,,M,,M,,,20,E,39,E
2008/11/14,2008,11,14,,14.8,,9,,11.9,,6.1,,0,,,M,,M,,M,,,22,E,37,E
2008/11/15,2008,11,15,,10.4,,2.4,,6.4,,11.6,,0,,,M,,M,,M,,,36,E,61,E
2008/11/16,2008,11,16,,3.7,,1,,2.4,,15.6,,0,,,M,,M,,M,,,27,E,39,E
2008/11/17,2008,11,17,,1.8,,-2.8,,-0.5,,18.5,,0,,,M,,M,,M,,,31,E,39,E
2008/11/18,2008,11,18,,0,,-4.1,,-2.1,,20.1,,0,,,M,,M,,M,,,,,<31,
2008/11/19,2008,11,19,,-0.3,,-5.4,,-2.9,,20.9,,0,,,M,,M,,M,,,,,<31,
2008/11/20,2008,11,20,,0.7,,-3.4,,-1.4,,19.4,,0,,,M,,M,,M,,,,,<31,
2008/11/21,2008,11,21,,-2.1,,-6.9,,-4.5,,22.5,,0,,,M,,M,,M,,,,,<31,
2008/11/22,2008,11,22,,-2.6,,-6.9,,-4.8,,22.8,,0,,,M,,M,,M,,,,,<31,
2008/11/23,2008,11,23,,1.9,,-5.5,,-1.8,,19.8,,0,,,M,,M,,M,,,,,<31,
2008/11/24,2008,11,24,,5.1,,0.3,,2.7,,15.3,,0,,,M,,M,,M,,,,,<31,
2008/11/25,2008,11,25,,3.6,,2.2,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
2008/11/26,2008,11,26,,3,,2.1,,2.6,,15.4,,0,,,M,,M,,M,,,26,E,32,E
2008/11/27,2008,11,27,,3.2,,1.9,,2.6,,15.4,,0,,,M,,M,,M,,,,,<31,
2008/11/28,2008,11,28,,4.9,,1.5,,3.2,,14.8,,0,,,M,,M,,M,,,26,E,35,E
2008/11/29,2008,11,29,,5.1,,0.6,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
2008/11/30,2008,11,30,,2.6,,0.2,,1.4,,16.6,,0,,,M,,M,,M,,,9,E,59,E
2008/12/1,2008,12,1,,4.3,,0.6,,2.5,,15.5,,0,,,M,,M,,M,,,22,E,35,E
2008/12/2,2008,12,2,,2.2,,-0.4,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
2008/12/3,2008,12,3,,7.4,,0.1,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
2008/12/4,2008,12,4,,6,,-3.4,,1.3,,16.7,,0,,,M,,M,,M,,,28,E,43,E
2008/12/5,2008,12,5,,-3,,-5,,-4,,22,,0,,,M,,M,,M,,,27,E,39,E
2008/12/6,2008,12,6,,-0.2,,-5.5,,-2.9,,20.9,,0,,,M,,M,,M,,,18,E,41,E
2008/12/7,2008,12,7,,-1.2,,-10.8,,-6,,24,,0,,,M,,M,,M,,,31,E,52,E
2008/12/8,2008,12,8,,-1.1,,-9.2,,-5.2,,23.2,,0,,,M,,M,,M,,,,,<31,
2008/12/9,2008,12,9,,5,,-1.3,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
2008/12/10,2008,12,10,,4.7,,-5.6,,-0.5,,18.5,,0,,,M,,M,,M,,,,,<31,
2008/12/11,2008,12,11,,-1.2,,-5.6,,-3.4,,21.4,,0,,,M,,M,,M,,,,,<31,
2008/12/12,2008,12,12,,-0.5,,-8.1,,-4.3,,22.3,,0,,,M,,M,,M,,,,,<31,
2008/12/13,2008,12,13,,2.3,,-8.1,,-2.9,,20.9,,0,,,M,,M,,M,,,22,E,33,E
2008/12/14,2008,12,14,,10.8,,2.3,,6.6,,11.4,,0,,,M,,M,,M,,,22,E,39,E
2008/12/15,2008,12,15,,11.2,,-6.3,,2.5,,15.5,,0,,,M,,M,,M,,,22,E,52,E
2008/12/16,2008,12,16,,-2.5,,-7.1,,-4.8,,22.8,,0,,,M,,M,,M,,,,,<31,
2008/12/17,2008,12,17,,1.1,,-2.8,,-0.9,,18.9,,0,,,M,,M,,M,,,,,<31,
2008/12/18,2008,12,18,,-0.8,,-5.2,,-3,,21,,0,,,M,,M,,M,,,,,<31,
2008/12/19,2008,12,19,,-1.1,,-12.2,,-6.7,,24.7,,0,,,M,,M,,M,,,7,E,76,E
2008/12/20,2008,12,20,,-5.2,,-14.2,,-9.7,,27.7,,0,,,M,,M,,M,,,9,E,56,E
2008/12/21,2008,12,21,,-1.9,,-13.1,,-7.5,,25.5,,0,,,M,,M,,M,,,22,E,46,E
2008/12/22,2008,12,22,,-5.5,,-12.3,,-8.9,,26.9,,0,,,M,,M,,M,,,30,E,43,E
2008/12/23,2008,12,23,,0,,-11.3,,-5.7,,23.7,,0,,,M,,M,,M,,,20,E,33,E
2008/12/24,2008,12,24,,8.2,,0,,4.1,,13.9,,0,,,M,,M,,M,,,27,E,57,E
2008/12/25,2008,12,25,,1.8,,-2.5,,-0.4,,18.4,,0,,,M,,M,,M,,,27,E,46,E
2008/12/26,2008,12,26,,2.5,,-2.4,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
2008/12/27,2008,12,27,,15.9,,1.7,,8.8,,9.2,,0,,,M,,M,,M,,,21,E,48,E
2008/12/28,2008,12,28,,15.9,,1.5,,8.7,,9.3,,0,,,M,,M,,M,,,25,E,59,E
2008/12/29,2008,12,29,,6.5,,0,,3.3,,14.7,,0,,,M,,M,,M,,,29,E,63,E
2008/12/30,2008,12,30,,0.3,,-2.9,,-1.3,,19.3,,0,,,M,,M,,M,,,29,E,44,E
2008/12/31,2008,12,31,,-2.9,,-11.3,,-7.1,,25.1,,0,,,M,,M,,M,,,36,E,52,E
