,0
0,9.902394015728412
1,11.902394015728412
2,10.902394015728412
3,12.902394015728412
4,12.902394015728412
5,15.902394015728412
6,14.902394015728412
7,13.902394015728412
8,11.902394015728412
9,14.902394015728412
10,14.902394015728412
11,8.902394015728412
12,8.902394015728412
13,10.902394015728412
14,9.902394015728412
15,14.902394015728412
16,13.902394015728412
17,16.90239401572841
18,10.902394015728412
19,12.902394015728412
20,14.902394015728412
21,16.90239401572841
22,13.902394015728412
23,9.902394015728412
24,15.902394015728412
25,15.902394015728412
26,12.902394015728412
27,15.902394015728412
28,17.90239401572841
29,13.902394015728412
30,17.90239401572841
31,12.902394015728412
32,9.902394015728412
33,9.902394015728412
34,13.902394015728412
35,14.902394015728412
36,17.90239401572841
37,13.902394015728412
38,13.902394015728412
39,15.902394015728412
40,15.902394015728412
41,9.902394015728412
42,15.902394015728412
43,14.902394015728412
44,13.902394015728412
45,11.902394015728412
46,16.90239401572841
47,15.902394015728412
48,8.902394015728412
49,15.902394015728412
50,11.902394015728412
51,19.90239401572841
52,14.902394015728412
53,16.90239401572841
54,10.902394015728412
55,16.90239401572841
56,12.902394015728412
57,15.902394015728412
58,13.902394015728412
59,12.902394015728412
60,8.902394015728412
61,18.90239401572841
62,12.894295940020607
63,12.894295940020607
64,13.894295940020607
65,13.894295940020607
66,13.894295940020607
67,7.894295940020607
68,12.894295940020607
69,11.894295940020607
70,10.894295940020607
71,12.894295940020607
72,14.894295940020607
73,7.894295940020607
74,11.894295940020607
75,13.894295940020607
76,12.894295940020607
77,12.894295940020607
78,16.894295940020605
79,13.894295940020607
80,13.894295940020607
81,13.894295940020607
82,6.894295940020607
83,12.894295940020607
84,14.894295940020607
85,16.894295940020605
86,14.894295940020607
87,12.894295940020607
88,9.894295940020607
89,12.894295940020607
90,13.894295940020607
91,13.894295940020607
92,20.894295940020605
93,10.894295940020607
94,14.894295940020607
95,12.894295940020607
96,7.894295940020607
97,16.894295940020605
98,7.894295940020607
99,11.894295940020607
100,8.894295940020607
101,12.894295940020607
102,10.894295940020607
103,13.894295940020607
104,7.894295940020607
105,12.894295940020607
106,13.894295940020607
107,9.894295940020607
108,11.894295940020607
109,14.894295940020607
110,13.894295940020607
111,9.894295940020607
112,12.894295940020607
113,8.894295940020607
114,16.894295940020605
115,11.894295940020607
116,8.894295940020607
117,8.894295940020607
118,10.894295940020607
119,16.894295940020605
120,14.894295940020607
121,14.894295940020607
122,9.894295940020607
123,8.894295940020607
124,14.894295940020607
125,14.894295940020607
126,12.894295940020607
127,10.894295940020607
128,8.894295940020607
129,10.894295940020607
130,12.894295940020607
131,15.894295940020607
132,15.894295940020607
133,15.894295940020607
134,11.894295940020607
135,11.894295940020607
136,18.894295940020605
137,13.894295940020607
138,12.894295940020607
139,7.894295940020607
140,15.894295940020607
141,11.894295940020607
142,14.894295940020607
143,8.894295940020607
144,10.894295940020607
145,15.894295940020607
146,9.894295940020607
147,15.894295940020607
148,10.894295940020607
149,17.894295940020605
150,9.894295940020607
151,14.894295940020607
152,7.855167135905544
153,11.855167135905544
154,10.855167135905544
155,12.855167135905544
156,8.855167135905544
157,12.855167135905544
158,5.855167135905544
159,8.855167135905544
160,7.855167135905544
161,11.855167135905544
162,8.855167135905544
163,11.855167135905544
164,8.855167135905544
165,10.855167135905544
166,7.855167135905544
167,14.855167135905544
168,13.855167135905544
169,16.855167135905546
170,12.855167135905544
171,5.855167135905544
172,14.855167135905544
173,6.855167135905544
174,13.855167135905544
175,11.855167135905544
176,6.855167135905544
177,10.855167135905544
178,14.855167135905544
179,10.855167135905544
180,11.855167135905544
181,11.855167135905544
182,11.855167135905544
183,9.855167135905544
184,7.855167135905544
185,5.855167135905544
186,9.855167135905544
187,10.855167135905544
188,11.855167135905544
189,12.855167135905544
190,4.855167135905544
191,6.855167135905544
192,12.855167135905544
193,11.855167135905544
194,8.855167135905544
195,5.855167135905544
196,11.855167135905544
197,8.855167135905544
198,15.855167135905544
199,12.855167135905544
200,7.855167135905544
201,13.855167135905544
202,14.855167135905544
203,10.855167135905544
204,6.855167135905544
205,7.855167135905544
206,11.855167135905544
207,10.855167135905544
208,6.855167135905544
209,18.855167135905546
210,12.855167135905544
211,9.855167135905544
212,10.855167135905544
213,10.855167135905544
214,10.855167135905544
215,11.855167135905544
216,9.855167135905544
217,12.855167135905544
218,12.855167135905544
219,9.855167135905544
220,13.855167135905544
221,10.855167135905544
222,14.855167135905544
223,6.855167135905544
224,10.855167135905544
225,10.855167135905544
226,9.855167135905544
227,8.855167135905544
228,5.855167135905544
