Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2000/1/20,2000,1,20,,-12.5,,-27.3,,-19.9,,37.9,,0,,,M,,M,0,,,,,,<31,
2000/1/21,2000,1,21,,-13.2,,-25.5,,-19.4,,37.4,,0,,,M,,M,9,,,,33,,63,
2000/1/22,2000,1,22,,-14.6,,-19.9,,-17.3,,35.3,,0,,,M,,M,5,,,,31,,67,
2000/1/23,2000,1,23,,-15.7,,-24.6,,-20.2,,38.2,,0,,,M,,M,0,,,,30,,59,
2000/1/24,2000,1,24,,-10,,-23.2,,-16.6,,34.6,,0,,,M,,M,0,,,,,,<31,
2000/1/25,2000,1,25,,-4.7,,-12.5,,-8.6,,26.6,,0,,,M,,M,9,,,,,,<31,
2000/1/26,2000,1,26,,-2.7,,-6.9,,-4.8,,22.8,,0,,,M,,M,5,,,,35,,32,
2000/1/27,2000,1,27,,-6.9,,-13.4,,-10.2,,28.2,,0,,,M,,M,0,,,,29,,41,
2000/1/28,2000,1,28,,-6.9,,-13.4,,-10.2,,28.2,,0,,,M,,M,2,,,,29,,39,
2000/1/29,2000,1,29,,-8.4,,-15.1,,-11.8,,29.8,,0,,,M,,M,0,,,,34,,43,
2000/1/30,2000,1,30,,-1.3,,-17.6,,-9.5,,27.5,,0,,,M,,M,2,,,,28,,35,
2000/1/31,2000,1,31,,-4.4,,-19.1,,-11.8,,29.8,,0,,,M,,M,6,,,,,,<31,
2000/2/1,2000,2,1,,-2.7,,-7.3,,-5,,23,,0,,,M,,M,0,,,,28,,39,
2000/2/2,2000,2,2,,-6.4,,-9,,-7.7,,25.7,,0,,,M,,M,0,,,,31,,41,
2000/2/3,2000,2,3,,-8.7,,-21,,-14.9,,32.9,,0,,,M,,M,0,,,,31,,33,
2000/2/4,2000,2,4,,-15.1,,-23.2,,-19.2,,37.2,,0,,,M,,M,0,,,,,,<31,
2000/2/5,2000,2,5,,-7.9,,-25.8,,-16.9,,34.9,,0,,,M,,M,2,,,,34,,48,
2000/2/6,2000,2,6,,-13.6,,-20.8,,-17.2,,35.2,,0,,,M,,M,0,,,,32,,52,
2000/2/7,2000,2,7,,-6.1,,-21.1,,-13.6,,31.6,,0,,,M,,M,5,,,,32,,63,
2000/2/8,2000,2,8,,-9.6,,-22.8,,-16.2,,34.2,,0,,,M,,M,0,,,,19,,43,
2000/2/9,2000,2,9,,-3,,-20,,-11.5,,29.5,,0,,,M,,M,2,,,,31,,52,
2000/2/10,2000,2,10,,-13.4,,-25.5,,-19.5,,37.5,,0,,,M,,M,0,,,,,,<31,
2000/2/11,2000,2,11,,-9.2,,-21.2,,-15.2,,33.2,,0,,,M,,M,8,,,,33,,41,
2000/2/12,2000,2,12,,-11.7,,-21.9,,-16.8,,34.8,,0,,,M,,M,0,,,,33,,56,
2000/2/13,2000,2,13,,-4.8,,-22.6,,-13.7,,31.7,,0,,,M,,M,0,,,,,,<31,
2000/2/14,2000,2,14,,-6.6,,-16.2,,-11.4,,29.4,,0,,,M,,M,18,,,,34,,32,
2000/2/15,2000,2,15,,-6.6,,-13.4,,-10,,28,,0,,,M,,M,0,,,,34,,39,
2000/2/16,2000,2,16,,-4.9,,-17,,-11,,29,,0,,,M,,M,5,,,,31,,43,
2000/2/17,2000,2,17,,-6.9,,-22.4,,-14.7,,32.7,,0,,,M,,M,0,,,,31,,59,
2000/2/18,2000,2,18,,-7.5,,-28.8,,-18.2,,36.2,,0,,,M,,M,0,,,,,,<31,
2000/2/19,2000,2,19,,-4.2,,-28,,-16.1,,34.1,,0,,,M,,M,0,,,,,,<31,
2000/2/20,2000,2,20,,-4.8,,-27.3,,-16.1,,34.1,,0,,,M,,M,0,,,,28,,39,
2000/2/21,2000,2,21,,-8.3,,-21,,-14.7,,32.7,,0,,,M,,M,,M,,,29,,52,
2000/2/22,2000,2,22,,-6.5,,-28.3,,-17.4,,35.4,,0,,,M,,M,0,,,,,,<31,
2000/2/23,2000,2,23,,5.9,,-9.1,,-1.6,,19.6,,0,,,M,,M,12,,,,28,,43,
2000/2/24,2000,2,24,,5,,-7.8,,-1.4,,19.4,,0,,,M,,M,0,,,,33,,48,
2000/2/25,2000,2,25,,-1,,-17.4,,-9.2,,27.2,,0,,,M,,M,0,,,,,,<31,
2000/2/26,2000,2,26,,3.2,,-20.4,,-8.6,,26.6,,0,,,M,,M,0,,,,17,,35,
2000/2/27,2000,2,27,,11.2,,2,,6.6,,11.4,,0,,,M,,M,0,,,,14,,37,
2000/2/28,2000,2,28,,5.9,,2.5,,4.2,,13.8,,0,,,M,,M,11,,,,33,,32,
2000/2/29,2000,2,29,,2.7,,-1.4,,0.7,,17.3,,0,,,M,,M,3,,,,35,,44,
2000/3/1,2000,3,1,,0.7,,-2.5,,-0.9,,18.9,,0,,,M,,M,0,,,,,,<31,
2000/3/2,2000,3,2,,3.9,,-1.1,,1.4,,16.6,,0,,,M,,M,0,,,,,,<31,
2000/3/3,2000,3,3,,2.8,,-1.7,,0.6,,17.4,,0,,,M,,M,3,,,,34,,41,
2000/3/4,2000,3,4,,-1.6,,-4.3,,-3,,21,,0,,,M,,M,5,,,,34,,35,
2000/3/5,2000,3,5,,0.1,,-4,,-2,,20,,0,,,M,,M,2,,,,,,<31,
2000/3/6,2000,3,6,,0.8,,-6.5,,-2.9,,20.9,,0,,,M,,M,0,,,,33,,35,
2000/3/7,2000,3,7,,3,,-8.4,,-2.7,,20.7,,0,,,M,,M,2,,,,32,,46,
2000/3/8,2000,3,8,,5.4,,-11,,-2.8,,20.8,,0,,,M,,M,0,,,,14,,32,
2000/3/9,2000,3,9,,2.8,,-7.6,,-2.4,,20.4,,0,,,M,,M,6,,,,33,,41,
2000/3/10,2000,3,10,,-7.6,,-15.3,,-11.5,,29.5,,0,,,M,,M,0,,,,35,,44,
2000/3/11,2000,3,11,,-1.3,,-18.4,,-9.9,,27.9,,0,,,M,,M,0,,,,16,,35,
2000/3/12,2000,3,12,,-0.8,,-5.6,,-3.2,,21.2,,0,,,M,,M,17,,,,35,,39,
2000/3/13,2000,3,13,,-4.3,,-18.9,,-11.6,,29.6,,0,,,M,,M,1,,,,32,,50,
2000/3/14,2000,3,14,,-0.1,,-23.2,,-11.7,,29.7,,0,,,M,,M,0,,,,15,,33,
2000/3/15,2000,3,15,,1.6,,-10.3,,-4.4,,22.4,,0,,,M,,M,6,,,,33,,50,
2000/3/16,2000,3,16,,-0.3,,-15.2,,-7.8,,25.8,,0,,,M,,M,6,,,,33,,46,
2000/3/17,2000,3,17,,-4.7,,-16,,-10.4,,28.4,,0,,,M,,M,0,,,,36,,41,
2000/3/18,2000,3,18,,-7,,-20.4,,-13.7,,31.7,,0,,,M,,M,0,,,,,,<31,
2000/3/19,2000,3,19,,3.7,,-23.9,,-10.1,,28.1,,0,,,M,,M,0,,,,,,<31,
2000/3/20,2000,3,20,,6.3,,-12.8,,-3.3,,21.3,,0,,,M,,M,0,,,,,,<31,
2000/3/21,2000,3,21,,12.2,,-14.1,,-1,,19,,0,,,M,,M,0,,,,,,<31,
2000/3/22,2000,3,22,,14.5,,-0.3,,7.1,,10.9,,0,,,M,,M,0,,,,,,<31,
2000/3/23,2000,3,23,,10.7,,0.1,,5.4,,12.6,,0,,,M,,M,3,,,,33,,56,
2000/3/24,2000,3,24,,6.1,,-4.5,,0.8,,17.2,,0,,,M,,M,1,,,,29,,52,
2000/3/25,2000,3,25,,7,,-7.5,,-0.3,,18.3,,0,,,M,,M,0,,,,,,<31,
2000/3/26,2000,3,26,,5.7,,-0.6,,2.6,,15.4,,0,,,M,,M,0,,,,,,<31,
2000/3/27,2000,3,27,,7.8,,-1.5,,3.2,,14.8,,0,,,M,,M,0,,,,,,<31,
2000/3/28,2000,3,28,,8,,-3.3,,2.4,,15.6,,0,,,M,,M,9,,,,14,,59,
2000/3/29,2000,3,29,,10.8,,3.1,,7,,11,,0,,,M,,M,0,,,,14,,39,
2000/3/30,2000,3,30,,6.2,,1.7,,4,,14,,0,,,M,,M,0,,,,,,<31,
2000/3/31,2000,3,31,,7.3,,0.5,,3.9,,14.1,,0,,,M,,M,0,,,,,,<31,
2000/4/1,2000,4,1,,5.3,,-1.4,,2,,16,,0,,,M,,M,0,,,,29,,48,
2000/4/2,2000,4,2,,11.3,,-2.3,,4.5,,13.5,,0,,,M,,M,0,,,,26,,33,
2000/4/3,2000,4,3,,11.9,,-0.9,,5.5,,12.5,,0,,,M,,M,0,,,,33,,35,
2000/4/4,2000,4,4,,5.3,,-0.8,,2.3,,15.7,,0,,,M,,M,7,,,,14,,48,
2000/4/5,2000,4,5,,5.5,,-1.4,,2.1,,15.9,,0,,,M,,M,4,,,,28,,48,
2000/4/6,2000,4,6,,4.8,,-5.3,,-0.3,,18.3,,0,,,M,,M,0,,,,29,,52,
2000/4/7,2000,4,7,,6.6,,-6.9,,-0.2,,18.2,,0,,,M,,M,0,,,,30,,35,
2000/4/8,2000,4,8,,2.8,,-4,,-0.6,,18.6,,0,,,M,,M,7,,,,11,,35,
2000/4/9,2000,4,9,,17.1,,2.5,,9.8,,8.2,,0,,,M,,M,12,,,,16,,67,
2000/4/10,2000,4,10,,4.5,,-4.2,,0.2,,17.8,,0,,,M,,M,2,,,,30,,57,
2000/4/11,2000,4,11,,-0.7,,-6.1,,-3.4,,21.4,,0,,,M,,M,0,,,,32,,44,
2000/4/12,2000,4,12,,-0.2,,-6,,-3.1,,21.1,,0,,,M,,M,1,,,,33,,39,
2000/4/13,2000,4,13,,0.9,,-3.9,,-1.5,,19.5,,0,,,M,,M,6.1,,,,32,,72,
2000/4/14,2000,4,14,,6.6,,-8.1,,-0.8,,18.8,,0,,,M,,M,0,,,,24,,54,
2000/4/15,2000,4,15,,5.9,,-0.2,,2.9,,15.1,,0,,,M,,M,0,,,,31,,33,
2000/4/16,2000,4,16,,5.5,,-3.8,,0.9,,17.1,,0,,,M,,M,2,,,,32,,48,
2000/4/17,2000,4,17,,-0.8,,-8.1,,-4.5,,22.5,,0,,,M,,M,0,,,,33,,43,
2000/4/18,2000,4,18,,7.6,,-10.2,,-1.3,,19.3,,0,,,M,,M,0,,,,,,<31,
2000/4/19,2000,4,19,,9.1,,-2.2,,3.5,,14.5,,0,,,M,,M,0,,,,13,,39,
2000/4/20,2000,4,20,,8.3,,-1.2,,3.6,,14.4,,0,,,M,,M,1,,,,32,,32,
2000/4/21,2000,4,21,,9,,-2.8,,3.1,,14.9,,0,,,M,,M,0,,,,,,<31,
2000/4/22,2000,4,22,,8.5,,-2.2,,3.2,,14.8,,0,,,M,,M,0,,,,,,<31,
2000/4/23,2000,4,23,,2.9,,0.4,,1.7,,16.3,,0,,,M,,M,19,,,,,,<31,
2000/4/24,2000,4,24,,2,,-1.7,,0.2,,17.8,,0,,,M,,M,7.9,,,,,,<31,
2000/4/25,2000,4,25,,4.6,,-5.3,,-0.4,,18.4,,0,,,M,,M,1.1,,,,35,,35,
2000/4/26,2000,4,26,,10.4,,-6.4,,2,,16,,0,,,M,,M,0,,,,,,<31,
2000/4/27,2000,4,27,,4,,-5.2,,-0.6,,18.6,,0,,,M,,M,0,,,,,,<31,
2000/4/28,2000,4,28,,9.5,,-2.2,,3.7,,14.3,,0,,,M,,M,0,,,,,,<31,
2000/4/29,2000,4,29,,12.2,,-3.3,,4.5,,13.5,,0,,,M,,M,0,,,,11,,33,
2000/4/30,2000,4,30,,4.9,,-4,,0.5,,17.5,,0,,,M,,M,1,,,,35,,39,
2000/5/1,2000,5,1,,8.9,,-6,,1.5,,16.5,,0,,,M,,M,5,,,,25,,37,
2000/5/2,2000,5,2,,3.8,,-2.8,,0.5,,17.5,,0,,,M,,M,2,,,,33,,37,
2000/5/3,2000,5,3,,10.2,,-4.2,,3,,15,,0,,,M,,M,0,,,,35,,32,
2000/5/4,2000,5,4,,20.3,,-2.4,,9,,9,,0,,,M,,M,2,,,,22,,46,
2000/5/5,2000,5,5,,12.8,,1.2,,7,,11,,0,,,M,,M,0,,,,32,,43,
2000/5/6,2000,5,6,,13.1,,-1.6,,5.8,,12.2,,0,,,M,,M,0,,,,,,<31,
2000/5/7,2000,5,7,,6.6,,1.6,,4.1,,13.9,,0,,,M,,M,19,,,,33,,39,
2000/5/8,2000,5,8,,10.3,,0.1,,5.2,,12.8,,0,,,M,,M,2,,,,33,,50,
2000/5/9,2000,5,9,,8.9,,-0.9,,4,,14,,0,,,M,,M,0,,,,,,<31,
2000/5/10,2000,5,10,,12.2,,-3.4,,4.4,,13.6,,0,,,M,,M,0,,,,16,,33,
2000/5/11,2000,5,11,,4.3,,0.8,,2.6,,15.4,,0,,,M,,M,25,,,,15,,32,
2000/5/12,2000,5,12,,10.5,,0.6,,5.6,,12.4,,0,,,M,,M,2,,,,34,,41,
2000/5/13,2000,5,13,,12,,-0.8,,5.6,,12.4,,0,,,M,,M,3.9,,,,13,,46,
2000/5/14,2000,5,14,,11.4,,3.1,,7.3,,10.7,,0,,,M,,M,9,,,,17,,33,
2000/5/15,2000,5,15,,12.8,,4.9,,8.9,,9.1,,0,,,M,,M,1,,,,,,<31,
2000/5/16,2000,5,16,,13.5,,0.6,,7.1,,10.9,,0,,,M,,M,1,,,,33,,35,
2000/5/17,2000,5,17,,16.6,,-0.8,,7.9,,10.1,,0,,,M,,M,0,,,,33,,37,
2000/5/18,2000,5,18,,10.3,,3.1,,6.7,,11.3,,0,,,M,,M,34,,,,31,,50,
2000/5/19,2000,5,19,,8.4,,-1.5,,3.5,,14.5,,0,,,M,,M,0,,,,32,,46,
2000/5/20,2000,5,20,,18.2,,-2.5,,7.9,,10.1,,0,,,M,,M,0,,,,33,,32,
2000/5/21,2000,5,21,,21,,3.3,,12.2,,5.8,,0,,,M,,M,0,,,,,,<31,
2000/5/22,2000,5,22,,23.3,,4.8,,14.1,,3.9,,0,,,M,,M,0,,,,,,<31,
2000/5/23,2000,5,23,,17.3,,8.1,,12.7,,5.3,,0,,,M,,M,0,,,,13,,39,
2000/5/24,2000,5,24,,11.1,,6.3,,8.7,,9.3,,0,,,M,,M,4,,,,13,,41,
2000/5/25,2000,5,25,,9.3,,4.2,,6.8,,11.2,,0,,,M,,M,9,,,,,,<31,
2000/5/26,2000,5,26,,15.1,,4.4,,9.8,,8.2,,0,,,M,,M,1,,,,31,,37,
2000/5/27,2000,5,27,,9,,5,,7,,11,,0,,,M,,M,0,,,,31,,41,
2000/5/28,2000,5,28,,10.6,,4.9,,7.8,,10.2,,0,,,M,,M,0,,,,1,,33,
2000/5/29,2000,5,29,,14.9,,3.4,,9.2,,8.8,,0,,,M,,M,2,,,,,,<31,
2000/5/30,2000,5,30,,20.7,,1.7,,11.2,,6.8,,0,,,M,,M,0,,,,,,<31,
2000/5/31,2000,5,31,,21.6,,10.3,,16,,2,,0,,,M,,M,0,,,,22,,41,
2000/6/1,2000,6,1,,17.3,,7.1,,12.2,,5.8,,0,,,M,,M,4,,,,31,,61,
2000/6/2,2000,6,2,,13.3,,5.1,,9.2,,8.8,,0,,,M,,M,1,,,,,,<31,
2000/6/3,2000,6,3,,16.5,,5.1,,10.8,,7.2,,0,,,M,,M,3,,,,34,,56,
2000/6/4,2000,6,4,,11.4,,-1,,5.2,,12.8,,0,,,M,,M,0,,,,31,,46,
2000/6/5,2000,6,5,,13.9,,-2,,6,,12,,0,,,M,,M,0,,,,35,,37,
2000/6/6,2000,6,6,,19.1,,0.7,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
2000/6/7,2000,6,7,,13.9,,3.7,,8.8,,9.2,,0,,,M,,M,0,,,,34,,33,
2000/6/8,2000,6,8,,20.3,,2.4,,11.4,,6.6,,0,,,M,,M,2,,,,22,,44,
2000/6/9,2000,6,9,,14.5,,4.6,,9.6,,8.4,,0,,,M,,M,5,,,,33,,54,
2000/6/10,2000,6,10,,11.8,,1.8,,6.8,,11.2,,0,,,M,,M,0,,,,30,,44,
2000/6/11,2000,6,11,,14.2,,-0.4,,6.9,,11.1,,0,,,M,,M,0,,,,33,,33,
2000/6/12,2000,6,12,,17.1,,1.9,,9.5,,8.5,,0,,,M,,M,0,,,,,,<31,
2000/6/13,2000,6,13,,19.7,,5.6,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
2000/6/14,2000,6,14,,23.6,,3.5,,13.6,,4.4,,0,,,M,,M,0,,,,16,,32,
2000/6/15,2000,6,15,,21.9,,11,,16.5,,1.5,,0,,,M,,M,0,,,,17,,37,
2000/6/16,2000,6,16,,29.3,,16.7,,23,,0,,5,,,M,,M,0,,,,23,,37,
2000/6/17,2000,6,17,,26.4,,11.6,,19,,0,,1,,,M,,M,0,,,,27,,48,
2000/6/18,2000,6,18,,18.6,,7.1,,12.9,,5.1,,0,,,M,,M,0,,,,30,,44,
2000/6/19,2000,6,19,,23.6,,3.7,,13.7,,4.3,,0,,,M,,M,0,,,,28,,35,
2000/6/20,2000,6,20,,24.6,,7.6,,16.1,,1.9,,0,,,M,,M,2,,,,30,,43,
2000/6/21,2000,6,21,,25.1,,6,,15.6,,2.4,,0,,,M,,M,1.7,,,,16,,50,
2000/6/22,2000,6,22,,26.8,,15.2,,21,,0,,3,,,M,,M,2.3,,,,22,,33,
2000/6/23,2000,6,23,,19.7,,7.6,,13.7,,4.3,,0,,,M,,M,13,,,,32,,50,
2000/6/24,2000,6,24,,25,,5.7,,15.4,,2.6,,0,,,M,,M,0,,,,,,<31,
2000/6/25,2000,6,25,,22.8,,13.6,,18.2,,0,,0.2,,,M,,M,2,,,,16,,33,
2000/6/26,2000,6,26,,23.7,,13.4,,18.6,,0,,0.6,,,M,,M,1,,,,33,,32,
2000/6/27,2000,6,27,,27,,12.9,,20,,0,,2,,,M,,M,3,,,,27,,37,
2000/6/28,2000,6,28,,21.6,,11,,16.3,,1.7,,0,,,M,,M,0,,,,32,,39,
2000/6/29,2000,6,29,,22.4,,10.6,,16.5,,1.5,,0,,,M,,M,0,,,,14,,32,
2000/6/30,2000,6,30,,16.1,,10.6,,13.4,,4.6,,0,,,M,,M,9,,,,,,<31,
2000/7/1,2000,7,1,,25,,13.2,,19.1,,0,,1.1,,,M,,M,1,,,,,,<31,
2000/7/2,2000,7,2,,25.7,,16.3,,21,,0,,3,,,M,,M,0,,,,21,,33,
2000/7/3,2000,7,3,,20.7,,9.4,,15.1,,2.9,,0,,,M,,M,2,,,,32,,33,
2000/7/4,2000,7,4,,24.4,,7.9,,16.2,,1.8,,0,,,M,,M,16.8,,,,9,,41,
2000/7/5,2000,7,5,,16,,11.1,,13.6,,4.4,,0,,,M,,M,41.2,,,,32,,80,
2000/7/6,2000,7,6,,18.4,,10.4,,14.4,,3.6,,0,,,M,,M,1,,,,29,,52,
2000/7/7,2000,7,7,,18.3,,6.9,,12.6,,5.4,,0,,,M,,M,0,,,,,,<31,
2000/7/8,2000,7,8,,17.4,,8.8,,13.1,,4.9,,0,,,M,,M,0,,,,32,,33,
2000/7/9,2000,7,9,,23.7,,7,,15.4,,2.6,,0,,,M,,M,0,,,,33,,32,
2000/7/10,2000,7,10,,16.9,,13.5,,15.2,,2.8,,0,,,M,,M,6,,,,15,,32,
2000/7/11,2000,7,11,,15.3,,8.5,,11.9,,6.1,,0,,,M,,M,9,,,,33,,39,
2000/7/12,2000,7,12,,22.2,,6.8,,14.5,,3.5,,0,,,M,,M,0,,,,33,,32,
2000/7/13,2000,7,13,,26.4,,12.5,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2000/7/14,2000,7,14,,28.7,,10.1,,19.4,,0,,1.4,,,M,,M,1,,,,,,<31,
2000/7/15,2000,7,15,,27.6,,14,,20.8,,0,,2.8,,,M,,M,0,,,,,,<31,
2000/7/16,2000,7,16,,26.6,,12.1,,19.4,,0,,1.4,,,M,,M,0,,,,13,,32,
2000/7/17,2000,7,17,,19,,15.9,,17.5,,0.5,,0,,,M,,M,0,,,,15,,33,
2000/7/18,2000,7,18,,22.9,,15.8,,19.4,,0,,1.4,,,M,,M,0,,,,12,,32,
2000/7/19,2000,7,19,,17.3,,10.8,,14.1,,3.9,,0,,,M,,M,3,,,,32,,44,
2000/7/20,2000,7,20,,20.5,,8.8,,14.7,,3.3,,0,,,M,,M,1,,,,31,,48,
2000/7/21,2000,7,21,,20.3,,9.5,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
2000/7/22,2000,7,22,,24.5,,10.6,,17.6,,0.4,,0,,,M,,M,12,,,,,,<31,
2000/7/23,2000,7,23,,14.6,,12.8,,13.7,,4.3,,0,,,M,,M,5.7,,,,,,<31,
2000/7/24,2000,7,24,,24,,11.8,,17.9,,0.1,,0,,,M,,M,1.1,,,,,,<31,
2000/7/25,2000,7,25,,27.5,,10.2,,18.9,,0,,0.9,,,M,,M,1.2,,,,,,<31,
2000/7/26,2000,7,26,,28.8,,11.9,,20.4,,0,,2.4,,,M,,M,0,,,,,,<31,
2000/7/27,2000,7,27,,28,,15,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2000/7/28,2000,7,28,,27,,13.7,,20.4,,0,,2.4,,,M,,M,1,,,,,,<31,
2000/7/29,2000,7,29,,25.6,,15.3,,20.5,,0,,2.5,,,M,,M,5,,,,,,<31,
2000/7/30,2000,7,30,,24.6,,12.4,,18.5,,0,,0.5,,,M,,M,0,,,,,,<31,
2000/7/31,2000,7,31,,28.2,,10.7,,19.5,,0,,1.5,,,M,,M,2,,,,,,<31,
2000/8/1,2000,8,1,,27.8,,11.6,,19.7,,0,,1.7,,,M,,M,2,,,,14,,35,
2000/8/2,2000,8,2,,20,,14.7,,17.4,,0.6,,0,,,M,,M,7,,,,,,<31,
2000/8/3,2000,8,3,,24.3,,17.6,,21,,0,,3,,,M,,M,0,,,,14,,32,
2000/8/4,2000,8,4,,20.8,,14.4,,17.6,,0.4,,0,,,M,,M,0,,,,32,,32,
2000/8/5,2000,8,5,,22.4,,11.2,,16.8,,1.2,,0,,,M,,M,0,,,,32,,35,
