Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2013/3/9,2013,3,9,,6.3,,-9.8,,-1.8,,19.8,,0,,,M,,M,0,,,,,,<31,
2013/3/10,2013,3,10,,3.3,,-4.9,,-0.8,,18.8,,0,,,M,,M,0,,,,16,,33,
2013/3/11,2013,3,11,,7,,-0.3,,3.4,,14.6,,0,,,M,,M,0,,,,,,<31,
2013/3/12,2013,3,12,,8.4,,2.3,,5.4,,12.6,,0,,,M,,M,0,,,,17,,37,
2013/3/13,2013,3,13,,6.8,,0.7,,3.8,,14.2,,0,,,M,,M,3,,,,14,,33,
2013/3/14,2013,3,14,,1.4,,-7.3,,-3,,21,,0,,,M,,M,2,,,,29,,39,
2013/3/15,2013,3,15,,-4.8,,-10.2,,-7.5,,25.5,,0,,,M,,M,0,,,,,,<31,
2013/3/16,2013,3,16,,-6,,-11.9,E,-9,E,27,E,0,E,,M,,M,,M,,,32,E,41,E
2013/3/17,2013,3,17,,-9.7,,-16.4,,-13.1,,31.1,,0,,,M,,M,0,,,,33,,57,
2013/3/18,2013,3,18,,-7.8,,-15.8,,-11.8,,29.8,,0,,,M,,M,0,,,,32,,52,
2013/3/19,2013,3,19,,-1.6,,-18.5,,-10.1,,28.1,,0,,,M,,M,0,,,,,,<31,
2013/3/20,2013,3,20,,-2.1,,-8.4,,-5.3,,23.3,,0,,,M,,M,6,,,,35,,32,
2013/3/21,2013,3,21,,0.7,,-8.7,,-4,,22,,0,,,M,,M,1,,,,15,,33,
2013/3/22,2013,3,22,,-1,,-9.3,,-5.2,,23.2,,0,,,M,,M,4,,,,28,,48,
2013/3/23,2013,3,23,,3,,-3.5,,-0.3,,18.3,,0,,,M,,M,1,,,,35,,39,
2013/3/24,2013,3,24,,4.4,,-3,,0.7,,17.3,,0,,,M,,M,0,,,,34,,39,
2013/3/25,2013,3,25,,4.6,,-2.2,,1.2,,16.8,,0,,,M,,M,0,,,,33,,32,
2013/3/26,2013,3,26,,1.3,,-1.4,,-0.1,,18.1,,0,,,M,,M,3,,,,33,,32,
2013/3/27,2013,3,27,,8,,0.7,,4.4,,13.6,,0,,,M,,M,2,,,,,,<31,
2013/3/28,2013,3,28,,7.1,,-2.9,,2.1,,15.9,,0,,,M,,M,0,,,,,,<31,
2013/3/29,2013,3,29,,4.3,,-6.6,,-1.2,,19.2,,0,,,M,,M,0,,,,,,<31,
2013/3/30,2013,3,30,,4.9,,-9,,-2.1,,20.1,,0,,,M,,M,0,,,,,,<31,
2013/3/31,2013,3,31,,10.6,,-8.7,,1,,17,,0,,,M,,M,0,,,,,,<31,
2013/4/1,2013,4,1,,4.6,,-0.7,,2,,16,,0,,,M,,M,1.9,,,,14,,35,
2013/4/2,2013,4,2,,-0.7,,-8.3,E,-4.5,E,22.5,E,0,E,,M,,M,,M,,,28,E,37,E
2013/4/3,2013,4,3,,-3.5,,-12,,-7.8,,25.8,,0,,,M,,M,1,,,,32,,48,
2013/4/4,2013,4,4,,3.8,,-5.9,,-1.1,,19.1,,0,,,M,,M,0,,,,30,,46,
2013/4/5,2013,4,5,,3.6,,-4.1,,-0.3,,18.3,,0,,,M,,M,1,,,,32,,39,
2013/4/6,2013,4,6,,-3.2,,-8.5,,-5.9,,23.9,,0,,,M,,M,0,,,,30,,56,
2013/4/7,2013,4,7,,2.1,,-10.9,,-4.4,,22.4,,0,,,M,,M,9,,,,18,,37,
2013/4/8,2013,4,8,,0.5,,-5.1,,-2.3,,20.3,,0,,,M,,M,1,,,,,,<31,
2013/4/9,2013,4,9,,2.6,,-6.7,E,-2.1,E,20.1,E,0,E,,M,,M,,M,,,,,<31,
2013/4/10,2013,4,10,,4.4,,-2.2,,1.1,,16.9,,0,,,M,,M,2,,,,31,,39,
2013/4/11,2013,4,11,,1.1,,-5.7,,-2.3,,20.3,,0,,,M,,M,0,,,,33,,46,
2013/4/12,2013,4,12,,,M,-5.2,E,,M,,M,,M,,M,,M,,M,,,14,E,35,E
2013/4/13,2013,4,13,,3.7,,-0.7,E,1.5,E,16.5,E,0,E,,M,,M,,M,,,,,<31,
2013/4/14,2013,4,14,,4.1,,-2.4,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
2013/4/15,2013,4,15,,10.3,,-3.5,,3.4,,14.6,,0,,,M,,M,0,,,,,,<31,
2013/4/16,2013,4,16,,11,,0.8,,5.9,,12.1,,0,,,M,,M,14,,,,18,,44,
2013/4/17,2013,4,17,,6.7,,-1.6,,2.6,,15.4,,0,,,M,,M,0,,,,33,,76,
2013/4/18,2013,4,18,,9.4,,-4.2,,2.6,,15.4,,0,,,M,,M,15,,,,13,,35,
2013/4/19,2013,4,19,,12.6,,1.2,,6.9,,11.1,,0,,,M,,M,17,,,,,,<31,
2013/4/20,2013,4,20,,13.4,,-3.1,,5.2,,12.8,,0,,,M,,M,2,,,,28,,52,
2013/4/21,2013,4,21,,1.8,,-6.3,,-2.3,,20.3,,0,,,M,,M,0,,,,31,,46,
2013/4/22,2013,4,22,,11.5,,-8,,1.8,,16.2,,0,,,M,,M,0,,,,,,<31,
2013/4/23,2013,4,23,,14.8,,-3.1,,5.9,,12.1,,0,,,M,,M,0,,,,16,,35,
2013/4/24,2013,4,24,,12.3,,1.8,,7.1,,10.9,,0,,,M,,M,0,,,,14,,33,
2013/4/25,2013,4,25,,12.3,,-1.1,,5.6,,12.4,,0,,,M,,M,2,,,,23,,50,
2013/4/26,2013,4,26,,10.7,,-3.4,,3.7,,14.3,,0,,,M,,M,0,,,,,,<31,
2013/4/27,2013,4,27,,13.9,,-4.2,,4.9,,13.1,,0,,,M,,M,0,,,,,,<31,
2013/4/28,2013,4,28,,19.3,,-2.3,,8.5,,9.5,,0,,,M,,M,0,,,,,,<31,
2013/4/29,2013,4,29,,22,,-1.6,,10.2,,7.8,,0,,,M,,M,0,,,,,,<31,
2013/4/30,2013,4,30,,22.4,,3,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
2013/5/1,2013,5,1,,21.9,,4,,13,,5,,0,,,M,,M,0,,,,,,<31,
2013/5/2,2013,5,2,,19,,4.9,E,12,E,6,E,0,E,,M,,M,,M,,,,,<31,
2013/5/3,2013,5,3,,19.8,,-0.9,,9.5,,8.5,,0,,,M,,M,0,,,,,,<31,
2013/5/4,2013,5,4,,23,,-0.4,,11.3,,6.7,,0,,,M,,M,0,,,,,,<31,
2013/5/5,2013,5,5,,25.3,,3.7,,14.5,,3.5,,0,,,M,,M,0,,,,33,,37,
2013/5/6,2013,5,6,,25.7,,10.1,,17.9,,0.1,,0,,,M,,M,0,,,,,,<31,
2013/5/7,2013,5,7,,25,,6.2,,15.6,,2.4,,0,,,M,,M,0,,,,31,,50,
2013/5/8,2013,5,8,,26.5,,3.2,E,14.9,E,3.1,E,0,E,,M,,M,,M,,,16,E,33,E
2013/5/9,2013,5,9,,21,,10.3,,15.7,,2.3,,0,,,M,,M,4,,,,18,,37,
2013/5/10,2013,5,10,,13.1,,6.3,E,9.7,E,8.3,E,0,E,,M,,M,,M,,,33,E,33,E
2013/5/11,2013,5,11,,7.7,,4.7,,6.2,,11.8,,0,,,M,,M,17,,,,14,,39,
2013/5/12,2013,5,12,,16,,5.3,,10.7,,7.3,,0,,,M,,M,10,,,,,,<31,
2013/5/13,2013,5,13,,10.8,,3.4,,7.1,,10.9,,0,,,M,,M,0,,,,23,,50,
2013/5/14,2013,5,14,,11,,-0.7,,5.2,,12.8,,0,,,M,,M,0,,,,,,<31,
2013/5/15,2013,5,15,,14.8,,0.7,,7.8,,10.2,,0,,,M,,M,0,,,,29,,39,
2013/5/16,2013,5,16,,9.5,,4.2,,6.9,,11.1,,0,,,M,,M,9,,,,34,,33,
2013/5/17,2013,5,17,,7.3,,0.6,,4,,14,,0,,,M,,M,0,,,,34,,32,
2013/5/18,2013,5,18,,8.6,,-1.6,,3.5,,14.5,,0,,,M,,M,1,,,,,,<31,
2013/5/19,2013,5,19,,18,,0.1,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
2013/5/20,2013,5,20,,11.2,,7.3,,9.3,,8.7,,0,,,M,,M,0,,,,15,,35,
2013/5/21,2013,5,21,,14.3,,3.8,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
2013/5/22,2013,5,22,,14.8,,3.1,,9,,9,,0,,,M,,M,2,,,,,,<31,
2013/5/23,2013,5,23,,13.3,,6.1,,9.7,,8.3,,0,,,M,,M,22,,,,34,,33,
2013/5/24,2013,5,24,,8.7,,6.1,,7.4,,10.6,,0,,,M,,M,21,,,,32,,32,
2013/5/25,2013,5,25,,7.6,,4.8,,6.2,,11.8,,0,,,M,,M,18,,,,2,,35,
2013/5/26,2013,5,26,,10.3,,4.2,,7.3,,10.7,,0,,,M,,M,8,,,,33,,33,
2013/5/27,2013,5,27,,9.5,,0.1,,4.8,,13.2,,0,,,M,,M,0,,,,32,,35,
2013/5/28,2013,5,28,,15.5,,-0.6,,7.5,,10.5,,0,,,M,,M,,M,,,,,<31,
2013/5/29,2013,5,29,,23.9,,2.6,,13.3,,4.7,,0,,,M,,M,3,,,,14,,35,
2013/5/30,2013,5,30,,18.9,,11.8,E,15.4,E,2.6,E,0,E,,M,,M,,M,,,,,<31,
2013/5/31,2013,5,31,,22.2,E,11.1,E,16.7,E,1.3,E,0,E,,M,,M,,M,,,,,<31,
2013/6/1,2013,6,1,,15.3,,7,,11.2,,6.8,,0,,,M,,M,22.9,,,,,,<31,
2013/6/2,2013,6,2,,12.4,,7,E,9.7,E,8.3,E,0,E,,M,,M,,M,,,,,<31,
2013/6/3,2013,6,3,,20.7,,9.1,,14.9,,3.1,,0,,,M,,M,,M,,,,,<31,
2013/6/4,2013,6,4,,13.5,,7.3,,10.4,,7.6,,0,,,M,,M,,M,,,30,,54,
2013/6/5,2013,6,5,,15.3,,6.6,E,11,E,7,E,0,E,,M,,M,,M,,,29,E,44,E
2013/6/6,2013,6,6,,16.5,,0.5,,8.5,,9.5,,0,,,M,,M,,M,,,28,,35,
2013/6/7,2013,6,7,,21.5,,3.2,,12.4,,5.6,,0,,,M,,M,,M,,,,,<31,
2013/6/8,2013,6,8,,13.2,,9.1,,11.2,,6.8,,0,,,M,,M,,M,,,,,<31,
2013/6/9,2013,6,9,,12.4,,6.3,,9.4,,8.6,,0,,,M,,M,,M,,,,,<31,
2013/6/10,2013,6,10,,24,,5.5,,14.8,,3.2,,0,,,M,,M,,M,,,,,<31,
2013/6/11,2013,6,11,,24.4,E,7.1,E,15.8,E,2.2,E,0,E,,M,,M,,M,,,,,<31,
2013/6/12,2013,6,12,,24.2,,6,,15.1,,2.9,,0,,,M,,M,,M,,,10,,33,
2013/6/13,2013,6,13,,22.6,,4,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
2013/6/14,2013,6,14,,23.1,,6.8,,15,,3,,0,,,M,,M,,M,,,30,,35,
2013/6/15,2013,6,15,,19.4,,5.4,,12.4,,5.6,,0,,,M,,M,,M,,,29,,43,
2013/6/16,2013,6,16,,17.6,,3.7,,10.7,,7.3,,0,,,M,,M,,M,,,28,,33,
2013/6/17,2013,6,17,,15.1,,8.9,,12,,6,,0,,,M,,M,,M,,,,,<31,
2013/6/18,2013,6,18,,14.8,,7,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
2013/6/19,2013,6,19,,,M,6.6,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2013/6/20,2013,6,20,,23.2,,4.8,,14,,4,,0,,,M,,M,,M,,,25,,32,
2013/6/21,2013,6,21,,19.6,,6.1,,12.9,,5.1,,0,,,M,,M,,M,,,34,,39,
2013/6/22,2013,6,22,,25.8,,4.5,,15.2,,2.8,,0,,,M,,M,,M,,,30,,39,
2013/6/23,2013,6,23,,26.8,,10.1,,18.5,,0,,0.5,,,M,,M,,M,,,,,<31,
2013/6/24,2013,6,24,,28.9,,13.8,,21.4,,0,,3.4,,,M,,M,,M,,,26,,32,
2013/6/25,2013,6,25,,22.2,,9,,15.6,,2.4,,0,,,M,,M,,M,,,28,,48,
2013/6/26,2013,6,26,,15.2,,8.9,,12.1,,5.9,,0,,,M,,M,,M,,,33,,32,
2013/6/27,2013,6,27,,12.3,,8.6,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2013/6/28,2013,6,28,,15.3,,9.5,,12.4,,5.6,,0,,,M,,M,,M,,,,,<31,
2013/6/29,2013,6,29,,16.4,,11,,13.7,,4.3,,0,,,M,,M,,M,,,,,<31,
2013/6/30,2013,6,30,,22.5,,10.9,,16.7,,1.3,,0,,,M,,M,,M,,,,,<31,
2013/7/1,2013,7,1,,20.2,,8.3,,14.3,,3.7,,0,,,M,,M,,M,,,30,,35,
2013/7/2,2013,7,2,,24.6,,6,,15.3,,2.7,,0,,,M,,M,,M,,,,,<31,
2013/7/3,2013,7,3,,27.5,,9,,18.3,,0,,0.3,,,M,,M,,M,,,,,<31,
2013/7/4,2013,7,4,,30,,14.2,,22.1,,0,,4.1,,,M,,M,,M,,,30,,37,
2013/7/5,2013,7,5,,29.6,,18.3,,24,,0,,6,,,M,,M,,M,,,29,,37,
2013/7/6,2013,7,6,,31,,16.8,E,23.9,E,0,E,5.9,E,,M,,M,,M,,,,,<31,
2013/7/7,2013,7,7,,25,,19.5,E,22.3,E,0,E,4.3,E,,M,,M,,M,,,31,E,37,E
2013/7/8,2013,7,8,,20.6,,8.3,,14.5,,3.5,,0,,,M,,M,,M,,,,,<31,
2013/7/9,2013,7,9,,26.9,,6.3,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2013/7/10,2013,7,10,,26.1,,15.9,,21,,0,,3,,,M,,M,,M,,,17,,41,
2013/7/11,2013,7,11,,24,,10.5,,17.3,,0.7,,0,,,M,,M,,M,,,30,,43,
2013/7/12,2013,7,12,,24.8,,8.5,,16.7,,1.3,,0,,,M,,M,,M,,,,,<31,
2013/7/13,2013,7,13,,29.4,,10.7,E,20.1,E,0,E,2.1,E,,M,,M,,M,,,,,<31,
2013/7/14,2013,7,14,,30.5,,13.8,,22.2,,0,,4.2,,,M,,M,,M,,,,,<31,
2013/7/15,2013,7,15,,30.2,,16.3,,23.3,,0,,5.3,,,M,,M,,M,,,32,,43,
2013/7/16,2013,7,16,,26.4,,13.9,,20.2,,0,,2.2,,,M,,M,,M,,,,,<31,
2013/7/17,2013,7,17,,28.5,,11.4,,20,,0,,2,,,M,,M,,M,,,32,,39,
2013/7/18,2013,7,18,,22.7,,11.5,,17.1,,0.9,,0,,,M,,M,,M,,,36,,41,
2013/7/19,2013,7,19,,25.7,,11.2,,18.5,,0,,0.5,,,M,,M,,M,,,13,,35,
2013/7/20,2013,7,20,,27.4,,12.5,,20,,0,,2,,,M,,M,,M,,,28,,59,
2013/7/21,2013,7,21,,18.1,,8,,13.1,,4.9,,0,,,M,,M,,M,,,33,,37,
2013/7/22,2013,7,22,,24.4,,6.8,,15.6,,2.4,,0,,,M,,M,,M,,,,,<31,
2013/7/23,2013,7,23,,25,,9.3,,17.2,,0.8,,0,,,M,,M,,M,,,16,,32,
2013/7/24,2013,7,24,,22.2,,10.8,,16.5,,1.5,,0,,,M,,M,,M,,,30,,33,
2013/7/25,2013,7,25,,20.9,,9.8,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
2013/7/26,2013,7,26,,20.7,,9.5,,15.1,,2.9,,0,,,M,,M,,M,,,,,<31,
2013/7/27,2013,7,27,,20.4,,12.5,,16.5,,1.5,,0,,,M,,M,,M,,,30,,39,
2013/7/28,2013,7,28,,21.4,,12.2,,16.8,,1.2,,0,,,M,,M,,M,,,,,<31,
2013/7/29,2013,7,29,,17.5,,13.8,,15.7,,2.3,,0,,,M,,M,,M,,,,,<31,
2013/7/30,2013,7,30,,21.3,,12.4,,16.9,,1.1,,0,,,M,,M,,M,,,,,<31,
2013/7/31,2013,7,31,,23.4,,10.2,,16.8,,1.2,,0,,,M,,M,,M,,,30,,33,
2013/8/1,2013,8,1,,28.1,,10.7,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2013/8/2,2013,8,2,,18,,14.9,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2013/8/3,2013,8,3,,22.6,,12.9,,17.8,,0.2,,0,,,M,,M,,M,,,9,,33,
2013/8/4,2013,8,4,,22.6,,11.3,,17,,1,,0,,,M,,M,,M,,,28,,48,
2013/8/5,2013,8,5,,19,,11.8,,15.4,,2.6,,0,,,M,,M,,M,,,29,,41,
2013/8/6,2013,8,6,,22.5,,10,,16.3,,1.7,,0,,,M,,M,,M,,,,,<31,
