Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2013/8/7,2013,8,7,,26.5,,8.2,,17.4,,0.6,,0,,,M,,M,,M,,,,,<31,
2013/8/8,2013,8,8,,17.5,,13.3,,15.4,,2.6,,0,,,M,,M,,M,,,,,<31,
2013/8/9,2013,8,9,,19.6,,15.9,,17.8,,0.2,,0,,,M,,M,,M,,,,,<31,
2013/8/10,2013,8,10,,20.6,,14.4,,17.5,,0.5,,0,,,M,,M,,M,,,30,,50,
2013/8/11,2013,8,11,,22.4,,11.3,,16.9,,1.1,,0,,,M,,M,,M,,,30,,43,
2013/8/12,2013,8,12,,22.6,,9.1,,15.9,,2.1,,0,,,M,,M,,M,,,,,<31,
2013/8/13,2013,8,13,,18.9,,9.3,,14.1,,3.9,,0,,,M,,M,,M,,,,,<31,
2013/8/14,2013,8,14,,19.6,,11,,15.3,,2.7,,0,,,M,,M,,M,,,29,,43,
2013/8/15,2013,8,15,,21.1,,12.6,,16.9,,1.1,,0,,,M,,M,,M,,,28,,44,
2013/8/16,2013,8,16,,20.1,,10.1,,15.1,,2.9,,0,,,M,,M,,M,,,,,<31,
2013/8/17,2013,8,17,,20.5,,9.2,,14.9,,3.1,,0,,,M,,M,,M,,,31,,33,
2013/8/18,2013,8,18,,26.5,,8.8,,17.7,,0.3,,0,,,M,,M,,M,,,22,,32,
2013/8/19,2013,8,19,,24.6,,13.2,,18.9,,0,,0.9,,,M,,M,,M,,,30,,39,
2013/8/20,2013,8,20,,20.8,,12.2,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2013/8/21,2013,8,21,,30.3,,14.9,,22.6,,0,,4.6,,,M,,M,,M,,,20,,32,
2013/8/22,2013,8,22,,25.3,,14.7,,20,,0,,2,,,M,,M,0,,,,31,,33,
2013/8/23,2013,8,23,,17.2,,5.9,,11.6,,6.4,,0,,,M,,M,0,,,,33,,37,
2013/8/24,2013,8,24,,22,,4.8,,13.4,,4.6,,0,,,M,,M,0,,,,,,<31,
2013/8/25,2013,8,25,,25.6,,6.3,,16,,2,,0,,,M,,M,0,,,,,,<31,
2013/8/26,2013,8,26,,17.9,,13.9,,15.9,,2.1,,0,,,M,,M,5,,,,,,<31,
2013/8/27,2013,8,27,,22,,10.6,,16.3,,1.7,,0,,,M,,M,0,,,,,,<31,
2013/8/28,2013,8,28,,21.2,,10.1,,15.7,,2.3,,0,,,M,,M,0,,,,,,<31,
2013/8/29,2013,8,29,,18.9,,6.4,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
2013/8/30,2013,8,30,,17.9,,4.8,,11.4,,6.6,,0,,,M,,M,0,,,,,,<31,
2013/8/31,2013,8,31,,23.7,,11.2,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2013/9/1,2013,9,1,,21.4,,10.4,,15.9,,2.1,,0,,,M,,M,1,,,,,,<31,
2013/9/2,2013,9,2,,14.8,,9.6,,12.2,,5.8,,0,,,M,,M,10,,,,14,,33,
2013/9/3,2013,9,3,,20.8,,10.1,,15.5,,2.5,,0,,,M,,M,22,,,,,,<31,
2013/9/4,2013,9,4,,21.5,,6.8,,14.2,,3.8,,0,,,M,,M,2,,,,29,,46,
2013/9/5,2013,9,5,,12.6,,3.1,,7.9,,10.1,,0,,,M,,M,0,,,,29,,41,
2013/9/6,2013,9,6,,19.1,,3.3,,11.2,,6.8,,0,,,M,,M,0,,,,29,,32,
2013/9/7,2013,9,7,,16.8,,11.9,,14.4,,3.6,,0,,,M,,M,0,,,,30,,32,
2013/9/8,2013,9,8,,12.9,,6.5,,9.7,,8.3,,0,,,M,,M,0,,,,29,,44,
2013/9/9,2013,9,9,,19.1,,5,,12.1,,5.9,,0,,,M,,M,0,,,,21,,41,
2013/9/10,2013,9,10,,20.6,,9.3,,15,,3,,0,,,M,,M,0,,,,,,<31,
2013/9/11,2013,9,11,,15.7,,12.1,,13.9,,4.1,,0,,,M,,M,10,,,,,,<31,
2013/9/12,2013,9,12,,19.3,,13,,16.2,,1.8,,0,,,M,,M,3,,,,,,<31,
2013/9/13,2013,9,13,,16.1,,9.5,,12.8,,5.2,,0,,,M,,M,2,,,,35,,35,
2013/9/14,2013,9,14,,10.9,,5.9,,8.4,,9.6,,0,,,M,,M,8,,,,,,<31,
2013/9/15,2013,9,15,,16.5,,4.6,,10.6,,7.4,,0,,,M,,M,2,,,,,,<31,
2013/9/16,2013,9,16,,9.6,,1,,5.3,,12.7,,0,,,M,,M,1,,,,33,,39,
2013/9/17,2013,9,17,,16.6,,2.6,,9.6,,8.4,,0,,,M,,M,0,,,,29,,33,
2013/9/18,2013,9,18,,20.3,,4.7,,12.5,,5.5,,0,,,M,,M,1,,,,30,,39,
2013/9/19,2013,9,19,,21.2,,4.4,,12.8,,5.2,,0,,,M,,M,0,,,,,,<31,
2013/9/20,2013,9,20,,12.8,,9.2,,11,,7,,0,,,M,,M,0,,,,15,,32,
2013/9/21,2013,9,21,,23.9,,9.6,,16.8,,1.2,,0,,,M,,M,0,,,,15,,48,
2013/9/22,2013,9,22,,18.4,,8.7,,13.6,,4.4,,0,,,M,,M,14,,,,13,,39,
2013/9/23,2013,9,23,,8.7,,6.6,,7.7,,10.3,,0,,,M,,M,10,,,,33,,43,
2013/9/24,2013,9,24,,,,,,,,,,,,,,,,,,,,,,,
2013/9/25,2013,9,25,,10.2,,7.2,,8.7,,9.3,,0,,,M,,M,0,,,,,,<31,
2013/9/26,2013,9,26,,15.5,,8.7,,12.1,,5.9,,0,,,M,,M,0,,,,33,,35,
2013/9/27,2013,9,27,,18.1,,4.2,,11.2,,6.8,,0,,,M,,M,0,,,,,,<31,
2013/9/28,2013,9,28,,23.4,,3.6,E,13.5,E,4.5,E,0,E,,M,,M,,M,,,,,<31,
2013/9/29,2013,9,29,,25.5,,5.4,,15.5,,2.5,,0,,,M,,M,0,,,,,,<31,
2013/9/30,2013,9,30,,22.1,,4.5,,13.3,,4.7,,0,,,M,,M,0,,,,,,<31,
2013/10/1,2013,10,1,,21.4,,4,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
2013/10/2,2013,10,2,,21.4,,5.5,,13.5,,4.5,,0,,,M,,M,0,,,,29,,41,
2013/10/3,2013,10,3,,14.9,,9.3,,12.1,,5.9,,0,,,M,,M,0,,,,29,,52,
2013/10/4,2013,10,4,,11.7,,5.1,,8.4,,9.6,,0,,,M,,M,0,,,,29,,43,
2013/10/5,2013,10,5,,9.9,,2.8,,6.4,,11.6,,0,,,M,,M,0,,,,33,,39,
2013/10/6,2013,10,6,,12.5,,-0.2,,6.2,,11.8,,0,,,M,,M,0,,,,,,<31,
2013/10/7,2013,10,7,,17.9,,3,E,10.5,E,7.5,E,0,E,,M,,M,,M,,,16,E,44,E
2013/10/8,2013,10,8,,13.3,,1.7,,7.5,,10.5,,0,,,M,,M,2,,,,32,,56,
2013/10/9,2013,10,9,,17,,0.6,,8.8,,9.2,,0,,,M,,M,0,,,,,,<31,
2013/10/10,2013,10,10,,21.3,,3.7,,12.5,,5.5,,0,,,M,,M,0,,,,,,<31,
2013/10/11,2013,10,11,,15.3,,0.5,,7.9,,10.1,,0,,,M,,M,0,,,,,,<31,
2013/10/12,2013,10,12,,12.5,,-2.4,,5.1,,12.9,,0,,,M,,M,0,,,,,,<31,
2013/10/13,2013,10,13,,15.2,,-3.7,,5.8,,12.2,,0,,,M,,M,0,,,,,,<31,
2013/10/14,2013,10,14,,12.2,,-0.1,,6.1,,11.9,,0,,,M,,M,0,,,,33,,33,
2013/10/15,2013,10,15,,12.2,,-0.3,,6,,12,,0,,,M,,M,0,,,,32,,33,
2013/10/16,2013,10,16,,13.4,,0,,6.7,,11.3,,0,,,M,,M,0,,,,15,,37,
2013/10/17,2013,10,17,,15.3,,9.2,,12.3,,5.7,,0,,,M,,M,8,,,,,,<31,
2013/10/18,2013,10,18,,12.5,,8.7,,10.6,,7.4,,0,,,M,,M,0,,,,,,<31,
2013/10/19,2013,10,19,,10.5,,2.1,,6.3,,11.7,,0,,,M,,M,2,,,,31,,41,
2013/10/20,2013,10,20,,8.3,,2.6,,5.5,,12.5,,0,,,M,,M,6,,,,27,,33,
2013/10/21,2013,10,21,,8.8,,2.3,,5.6,,12.4,,0,,,M,,M,0,,,,,,<31,
2013/10/22,2013,10,22,,9.4,,2.6,,6,,12,,0,,,M,,M,6,,,,25,,33,
2013/10/23,2013,10,23,,8.1,,-1.6,,3.3,,14.7,,0,,,M,,M,,M,,,,,<31,
2013/10/24,2013,10,24,,4.6,,-1.2,,1.7,,16.3,,0,,,M,,M,0,,,,23,,35,
2013/10/25,2013,10,25,,7.6,,1.5,,4.6,,13.4,,0,,,M,,M,0,,,,31,,41,
2013/10/26,2013,10,26,,6,,0.3,,3.2,,14.8,,0,,,M,,M,0,,,,,,<31,
2013/10/27,2013,10,27,,6.6,,1.8,,4.2,,13.8,,0,,,M,,M,0,,,,,,<31,
2013/10/28,2013,10,28,,3.4,,-0.7,,1.4,,16.6,,0,,,M,,M,0,,,,30,,37,
2013/10/29,2013,10,29,,1,,-5,,-2,,20,,0,,,M,,M,0,,,,31,,41,
2013/10/30,2013,10,30,,2.5,,-3.3,,-0.4,,18.4,,0,,,M,,M,0,,,,,,<31,
2013/10/31,2013,10,31,,6.9,,-2.1,,2.4,,15.6,,0,,,M,,M,4,,,,18,,35,
2013/11/1,2013,11,1,,16.8,,5.4,,11.1,,6.9,,0,,,M,,M,10,,,,26,,61,
2013/11/2,2013,11,2,,7,,-1.7,,2.7,,15.3,,0,,,M,,M,0,,,,27,,41,
2013/11/3,2013,11,3,,1.3,,-1.8,,-0.3,,18.3,,0,,,M,,M,0,,,,33,,41,
2013/11/4,2013,11,4,,0.9,,-8,,-3.6,,21.6,,0,,,M,,M,0,,,,,,<31,
2013/11/5,2013,11,5,,3.3,,-7.7,,-2.2,,20.2,,0,,,M,,M,0,,,,,,<31,
2013/11/6,2013,11,6,,6.2,,2,,4.1,,13.9,,0,,,M,,M,,M,,,13,,33,
2013/11/7,2013,11,7,,11.1,,1,,6.1,,11.9,,0,,,M,,M,7,,,,27,,37,
2013/11/8,2013,11,8,,3.1,,-1.9,,0.6,,17.4,,0,,,M,,M,0,,,,28,,48,
2013/11/9,2013,11,9,,0.4,,-2.3,,-1,,19,,0,,,M,,M,0,,,,33,,59,
2013/11/10,2013,11,10,,1.6,,-1.6,,0,,18,,0,,,M,,M,0,,,,,,<31,
2013/11/11,2013,11,11,,0.9,,-1.4,,-0.3,,18.3,,0,,,M,,M,2,,,,,,<31,
2013/11/12,2013,11,12,,-0.8,,-6.4,,-3.6,,21.6,,0,,,M,,M,5,,,,27,,52,
2013/11/13,2013,11,13,,-2.7,,-9.7,,-6.2,,24.2,,0,,,M,,M,0,,,,32,,65,
2013/11/14,2013,11,14,,1.9,,-8.8,,-3.5,,21.5,,0,,,M,,M,0,,,,,,<31,
2013/11/15,2013,11,15,,4.8,,-0.6,,2.1,,15.9,,0,,,M,,M,0,,,,,,<31,
2013/11/16,2013,11,16,,5.5,,-1.2,,2.2,,15.8,,0,,,M,,M,0,,,,,,<31,
2013/11/17,2013,11,17,,8.4,,-3.2,,2.6,,15.4,,0,,,M,,M,0,,,,,,<31,
2013/11/18,2013,11,18,,8.2,,1.1,,4.7,,13.3,,0,,,M,,M,7,,,,14,,48,
2013/11/19,2013,11,19,,3,,-0.3,E,1.4,E,16.6,E,0,E,,M,,M,,M,,,32,E,52,E
2013/11/20,2013,11,20,,-3.1,,-6.1,,-4.6,,22.6,,0,,,M,,M,1,,,,33,,65,
2013/11/21,2013,11,21,,2.6,,-10.3,,-3.9,,21.9,,0,,,M,,M,0,,,,,,<31,
2013/11/22,2013,11,22,,3.1,,-7.4,,-2.2,,20.2,,0,,,M,,M,0,,,,,,<31,
2013/11/23,2013,11,23,,-0.9,,-7.3,,-4.1,,22.1,,0,,,M,,M,9,,,,30,,46,
2013/11/24,2013,11,24,,-7.3,,-9,,-8.2,,26.2,,0,,,M,,M,5,,,,32,,72,
2013/11/25,2013,11,25,,-6.8,,-10.7,,-8.8,,26.8,,0,,,M,,M,0,,,,33,,72,
2013/11/26,2013,11,26,,-0.9,,-10.3,,-5.6,,23.6,,0,,,M,,M,0,,,,,,<31,
2013/11/27,2013,11,27,,5.5,,-3.6,,1,,17,,0,,,M,,M,35,,,,13,,46,
2013/11/28,2013,11,28,,1.9,,-10.4,,-4.3,,22.3,,0,,,M,,M,3,,,,27,,48,
2013/11/29,2013,11,29,,-7.6,,-10.7,,-9.2,,27.2,,0,,,M,,M,0,,,,35,,44,
2013/11/30,2013,11,30,,-7.9,,-11.5,,-9.7,,27.7,,0,,,M,,M,0,,,,,,<31,
2013/12/1,2013,12,1,,-5,,-10.5,,-7.8,,25.8,,0,,,M,,M,0,,,,,,<31,
2013/12/2,2013,12,2,,-2.2,,-8.6,,-5.4,,23.4,,0,,,M,,M,2,,,,,,<31,
2013/12/3,2013,12,3,,1.2,,-2.6,,-0.7,,18.7,,0,,,M,,M,5,,,,33,,32,
2013/12/4,2013,12,4,,0.4,,-4.7,,-2.2,,20.2,,0,,,M,,M,2,,,,33,,41,
2013/12/5,2013,12,5,,0.9,,-5.7,,-2.4,,20.4,,0,,,M,,M,6,,,,,,<31,
2013/12/6,2013,12,6,,3.2,,-5.4,,-1.1,,19.1,,0,,,M,,M,2,,,,30,,37,
2013/12/7,2013,12,7,,-4.4,,-8.2,,-6.3,,24.3,,0,,,M,,M,0,,,,32,,50,
2013/12/8,2013,12,8,,-7.9,,-11.7,,-9.8,,27.8,,0,,,M,,M,,M,,,29,E,37,E
2013/12/9,2013,12,9,,-9.7,,-18.8,,-14.3,,32.3,,0,,,M,,M,8,,,,,,<31,
2013/12/10,2013,12,10,,-3.6,,-12.5,,-8.1,,26.1,,0,,,M,,M,4,,,,31,,44,
2013/12/11,2013,12,11,,-10,,-19.1,,-14.6,,32.6,,0,,,M,,M,0,,,,28,,41,
2013/12/12,2013,12,12,,-19,,-24.5,,-21.8,,39.8,,0,,,M,,M,0,,,,28,,39,
2013/12/13,2013,12,13,,-18.6,,-28.5,,-23.6,,41.6,,0,,,M,,M,1,,,,29,,43,
2013/12/14,2013,12,14,,-18.7,,-24.3,,-21.5,,39.5,,0,,,M,,M,0,,,,31,,41,
2013/12/15,2013,12,15,,-10.3,,-22.4,,-16.4,,34.4,,0,,,M,,M,2,,,,,,<31,
2013/12/16,2013,12,16,,-9,,-14.5,,-11.8,,29.8,,0,,,M,,M,7,,,,31,,39,
2013/12/17,2013,12,17,,,M,-16.8,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2013/12/18,2013,12,18,,-9.6,,-23.2,,-16.4,,34.4,,0,,,M,,M,0,,,,33,,32,
2013/12/19,2013,12,19,,-11.1,,-20.1,,-15.6,,33.6,,0,,,M,,M,0,,,,,,<31,
2013/12/20,2013,12,20,,-14.3,,-23,,-18.7,,36.7,,0,,,M,,M,0,,,,,,<31,
2013/12/21,2013,12,21,,-8.1,,-14.4,,-11.3,,29.3,,0,,,M,,M,8,,,,,,<31,
2013/12/22,2013,12,22,,-11.6,,-13.2,,-12.4,,30.4,,0,,,M,,M,5,,,,,,<31,
2013/12/23,2013,12,23,,-8.1,,-13.2,,-10.7,,28.7,,0,,,M,,M,7,,,,,,<31,
2013/12/24,2013,12,24,,-7.9,,-13.9,,-10.9,,28.9,,0,,,M,,M,0,,,,,,<31,
2013/12/25,2013,12,25,,-13.1,,-27.8,,-20.5,,38.5,,0,,,M,,M,0,,,,,,<31,
2013/12/26,2013,12,26,,-12.7,,-26.9,,-19.8,,37.8,,0,,,M,,M,2,,,,,,<31,
2013/12/27,2013,12,27,,-8.3,,-22.8,,-15.6,,33.6,,0,,,M,,M,1,,,,30,,35,
2013/12/28,2013,12,28,,-3.1,,-19.4,,-11.3,,29.3,,0,,,M,,M,0,,,,31,,43,
2013/12/29,2013,12,29,,-11.3,,-19.8,,-15.6,,33.6,,0,,,M,,M,0,,,,33,,35,
2013/12/30,2013,12,30,,-8.1,,-21.3,,-14.7,,32.7,,0,,,M,,M,7,,,,29,,52,
2013/12/31,2013,12,31,,-21.2,,-29.7,,-25.5,,43.5,,0,,,M,,M,0,,,,,,<31,
