Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2017/3/24,2017,3,24,,0.5,,-21.2,,-10.4,,28.4,,0,,,M,,M,0,,,,22,,39,
2017/3/25,2017,3,25,,-0.2,,-11.5,,-5.9,,23.9,,0,,,M,,M,0,,,,34,,39,
2017/3/26,2017,3,26,,-4.2,,-17,,-10.6,,28.6,,0,,,M,,M,0,,,,32,,32,
2017/3/27,2017,3,27,,-4,,-14.6,,-9.3,,27.3,,0,,,M,,M,2,,,,,,<31,
2017/3/28,2017,3,28,,-1.7,,-5.7,,-3.7,,21.7,,0,,,M,,M,10,,,,,,<31,
2017/3/29,2017,3,29,,-0.3,,-4.7,,-2.5,,20.5,,0,,,M,,M,2,,,,,,<31,
2017/3/30,2017,3,30,,0.4,,-11.4,,-5.5,,23.5,,0,,,M,,M,1,,,,34,,43,
2017/3/31,2017,3,31,,2.3,,-15.7,,-6.7,,24.7,,0,,,M,,M,0,,,,,,<31,
2017/4/1,2017,4,1,,6.2,,-13.4,,-3.6,,21.6,,0,,,M,,M,0,,,,,,<31,
2017/4/2,2017,4,2,,4.9,,-5.4,,-0.3,,18.3,,0,,,M,,M,0,,,,31,,32,
2017/4/3,2017,4,3,,4.7,,-6.1,,-0.7,,18.7,,0,,,M,,M,0,,,,33,,32,
2017/4/4,2017,4,4,,8.2,,-9.2,,-0.5,,18.5,,0,,,M,,M,0,,,,13,,37,
2017/4/5,2017,4,5,,0.3,,-3.5,,-1.6,,19.6,,0,,,M,,M,3,,,,,,<31,
2017/4/6,2017,4,6,,5,,-1.1,,2,,16,,0,,,M,,M,13,,,,,,<31,
2017/4/7,2017,4,7,,7.8,,1.6,,4.7,,13.3,,0,,,M,,M,8,,,,,,<31,
2017/4/8,2017,4,8,,3.9,,0.5,,2.2,,15.8,,0,,,M,,M,1,,,,29,,32,
2017/4/9,2017,4,9,,7.8,,0.6,,4.2,,13.8,,0,,,M,,M,0,,,,29,,33,
2017/4/10,2017,4,10,,16.7,,2.2,,9.5,,8.5,,0,,,M,,M,1.7,,,,,,<31,
2017/4/11,2017,4,11,,7.3,,1.4,,4.4,,13.6,,0,,,M,,M,0,,,,,,<31,
2017/4/12,2017,4,12,,4.2,,1,,2.6,,15.4,,0,,,M,,M,11,,,,,,<31,
2017/4/13,2017,4,13,,6.5,,-1,,2.8,,15.2,,0,,,M,,M,0,,,,,,<31,
2017/4/14,2017,4,14,,8.6,,-2.4,,3.1,,14.9,,0,,,M,,M,0,,,,29,,32,
2017/4/15,2017,4,15,,7.8,,-4.1,,1.9,,16.1,,0,,,M,,M,0,,,,,,<31,
2017/4/16,2017,4,16,,4.1,,-0.1,,2,,16,,0,,,M,,M,2,,,,,,<31,
2017/4/17,2017,4,17,,1.6,E,-1.1,E,0.3,E,17.7,E,0,E,,M,,M,8,E,,,,M,,M
2017/4/18,2017,4,18,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2017/4/19,2017,4,19,,6,,-7.4,,-0.7,,18.7,,0,,,M,,M,3,,,,16,,37,
2017/4/20,2017,4,20,,4.4,,-3.4,,0.5,,17.5,,0,,,M,,M,3,,,,,,<31,
2017/4/21,2017,4,21,,4.8,,-3.6,,0.6,,17.4,,0,,,M,,M,0,,,,12,,33,
2017/4/22,2017,4,22,,2,,-0.9,,0.6,,17.4,,0,,,M,,M,2,,,,12,,33,
2017/4/23,2017,4,23,,7.1,,-1,,3.1,,14.9,,0,,,M,,M,2,,,,29,,35,
2017/4/24,2017,4,24,,0.4,,-6.5,,-3.1,,21.1,,0,,,M,,M,0,,,,33,,39,
2017/4/25,2017,4,25,,9.9,,-8,,1,,17,,0,,,M,,M,0,,,,,,<31,
2017/4/26,2017,4,26,,8.4,,1,,4.7,,13.3,,0,,,M,,M,24,,,,,,<31,
2017/4/27,2017,4,27,,9.3,,2.5,,5.9,,12.1,,0,,,M,,M,4,,,,,,<31,
2017/4/28,2017,4,28,,12.9,,2.3,,7.6,,10.4,,0,,,M,,M,0,,,,,,<31,
2017/4/29,2017,4,29,,14.5,,1.2,,7.9,,10.1,,0,,,M,,M,3,,,,33,,56,
2017/4/30,2017,4,30,,8.7,,-0.6,,4.1,,13.9,,0,,,M,,M,0,,,,29,,39,
2017/5/1,2017,5,1,,14,,-0.6,,6.7,,11.3,,0,,,M,,M,4,,,,,,<31,
2017/5/2,2017,5,2,,6.4,,3.1,,4.8,,13.2,,0,,,M,,M,22,,,,,,<31,
2017/5/3,2017,5,3,,9.1,,0.7,,4.9,,13.1,,0,,,M,,M,1,,,,32,,54,
2017/5/4,2017,5,4,,14.1,,2.7,,8.4,,9.6,,0,,,M,,M,0,,,,35,,39,
2017/5/5,2017,5,5,,15.1,,2.2,,8.7,,9.3,,0,,,M,,M,0,,,,,,<31,
2017/5/6,2017,5,6,,13.4,,6,,9.7,,8.3,,0,,,M,,M,10,,,,14,,39,
2017/5/7,2017,5,7,,21.3,,9.5,,15.4,,2.6,,0,,,M,,M,1,,,,18,,50,
2017/5/8,2017,5,8,,15.5,,4.9,,10.2,,7.8,,0,,,M,,M,14,,,,22,,33,
2017/5/9,2017,5,9,,15.5,,2.2,,8.9,,9.1,,0,,,M,,M,5,,,,34,,32,
2017/5/10,2017,5,10,,7.5,,2.6,,5.1,,12.9,,0,,,M,,M,3,,,,,,<31,
2017/5/11,2017,5,11,,15.1,,2.7,,8.9,,9.1,,0,,,M,,M,2,,,,,,<31,
2017/5/12,2017,5,12,,17.7,,0.8,,9.3,,8.7,,0,,,M,,M,0,,,,,,<31,
2017/5/13,2017,5,13,,22.1,,2.4,,12.3,,5.7,,0,,,M,,M,0,,,,,,<31,
2017/5/14,2017,5,14,,19.2,,5.7,,12.5,,5.5,,0,,,M,,M,0,,,,15,,33,
2017/5/15,2017,5,15,,14.5,,6.1,,10.3,,7.7,,0,,,M,,M,0,,,,32,,35,
2017/5/16,2017,5,16,,16.9,,4.4,,10.7,,7.3,,0,,,M,,M,0,,,,32,,44,
2017/5/17,2017,5,17,,15.9,,6.1,,11,,7,,0,,,M,,M,2,,,,33,,33,
2017/5/18,2017,5,18,,26.8,,10.5,,18.7,,0,,0.7,,,M,,M,13,,,,33,,82,
2017/5/19,2017,5,19,,11.5,,5,,8.3,,9.7,,0,,,M,,M,17,,,,34,,44,
2017/5/20,2017,5,20,,11.7,,4.1,,7.9,,10.1,,0,,,M,,M,0,,,,33,,44,
2017/5/21,2017,5,21,,16.9,,3.5,,10.2,,7.8,,0,,,M,,M,0,,,,32,,33,
2017/5/22,2017,5,22,,19.9,,3.7,,11.8,,6.2,,0,,,M,,M,0,,,,22,,33,
2017/5/23,2017,5,23,,16.4,,8.1,,12.3,,5.7,,0,,,M,,M,0,,,,,,<31,
2017/5/24,2017,5,24,,15.9,,6.6,,11.3,,6.7,,0,,,M,,M,0,,,,,,<31,
2017/5/25,2017,5,25,,20.1,,4.8,,12.5,,5.5,,0,,,M,,M,0,,,,,,<31,
2017/5/26,2017,5,26,,18.5,,4.9,,11.7,,6.3,,0,,,M,,M,0,,,,9,,32,
2017/5/27,2017,5,27,,22.2,,5.7,,14,,4,,0,,,M,,M,0,,,,,,<31,
2017/5/28,2017,5,28,,17.4,,7.6,,12.5,,5.5,,0,,,M,,M,0,,,,,,<31,
2017/5/29,2017,5,29,,13.1,,7.1,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2017/5/30,2017,5,30,,19,,7.3,,13.2,,4.8,,0,,,M,,M,0,,,,,,<31,
2017/5/31,2017,5,31,,17.8,,9.7,,13.8,,4.2,,0,,,M,,M,2,,,,15,,33,
2017/6/1,2017,6,1,,19.9,,10.3,,15.1,,2.9,,0,,,M,,M,27,,,,,,<31,
2017/6/2,2017,6,2,,13.7,,7.5,,10.6,,7.4,,0,,,M,,M,4,,,,,,<31,
2017/6/3,2017,6,3,,12.2,,6.9,,9.6,,8.4,,0,,,M,,M,3,,,,,,<31,
2017/6/4,2017,6,4,,17.4,,8.8,,13.1,,4.9,,0,,,M,,M,0,,,,,,<31,
2017/6/5,2017,6,5,,18,,6.3,,12.2,,5.8,,0,,,M,,M,0,,,,,,<31,
2017/6/6,2017,6,6,,22.1,,3.9,,13,,5,,0,,,M,,M,0,,,,,,<31,
2017/6/7,2017,6,7,,26,,5.5,,15.8,,2.2,,0,,,M,,M,0,,,,,,<31,
2017/6/8,2017,6,8,,29.8,,9,,19.4,,0,,1.4,,,M,,M,0,,,,27,,33,
2017/6/9,2017,6,9,,21.9,,10.6,,16.3,,1.7,,0,,,M,,M,3,,,,33,,41,
2017/6/10,2017,6,10,,21.1,,8.9,,15,,3,,0,,,M,,M,0,,,,32,,37,
2017/6/11,2017,6,11,,28.9,,9.4,,19.2,,0,,1.2,,,M,,M,7,,,,24,,56,
2017/6/12,2017,6,12,,19.9,,9.4,,14.7,,3.3,,0,,,M,,M,0,,,,31,,41,
2017/6/13,2017,6,13,,20.7,,10.1,,15.4,,2.6,,0,,,M,,M,0,,,,29,,50,
2017/6/14,2017,6,14,,15.6,,6,,10.8,,7.2,,0,,,M,,M,0,,,,32,,43,
2017/6/15,2017,6,15,,17.8,,5.5,,11.7,,6.3,,0,,,M,,M,0,,,,,,<31,
2017/6/16,2017,6,16,,15.6,,4.1,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
2017/6/17,2017,6,17,,17.1,,10.9,,14,,4,,0,,,M,,M,3,,,,,,<31,
2017/6/18,2017,6,18,,23.5,,15.3,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
2017/6/19,2017,6,19,,29.6,,19.9,,24.8,,0,,6.8,,,M,,M,2,,,,,,<31,
2017/6/20,2017,6,20,,26.1,,16.2,,21.2,,0,,3.2,,,M,,M,11,,,,29,,46,
2017/6/21,2017,6,21,,21.9,,13.4,,17.7,,0.3,,0,,,M,,M,0,,,,22,,32,
2017/6/22,2017,6,22,,19.2,,10.4,,14.8,,3.2,,0,,,M,,M,1,,,,29,,41,
2017/6/23,2017,6,23,,24.1,,8.7,,16.4,,1.6,,0,,,M,,M,0,,,,20,,37,
2017/6/24,2017,6,24,,23.6,,13.8,,18.7,,0,,0.7,,,M,,M,3,,,,30,,33,
2017/6/25,2017,6,25,,22.8,,8.4,,15.6,,2.4,,0,,,M,,M,0,,,,29,,39,
2017/6/26,2017,6,26,,18.4,,5.6,,12,,6,,0,,,M,,M,0,,,,30,,37,
2017/6/27,2017,6,27,,22.2,,3.4,,12.8,,5.2,,0,,,M,,M,0,,,,,,<31,
2017/6/28,2017,6,28,,14.9,,9.3,,12.1,,5.9,,0,,,M,,M,21,,,,,,<31,
2017/6/29,2017,6,29,,22.4,,7.8,,15.1,,2.9,,0,,,M,,M,0,,,,,,<31,
2017/6/30,2017,6,30,,24.1,,10.1,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2017/7/1,2017,7,1,,16.1,,12.8,,14.5,,3.5,,0,,,M,,M,11,,,,15,,32,
2017/7/2,2017,7,2,,25.1,,13.2,,19.2,,0,,1.2,,,M,,M,3,,,,29,,35,
2017/7/3,2017,7,3,,22.2,,14.7,,18.5,,0,,0.5,,,M,,M,0,,,,27,,41,
2017/7/4,2017,7,4,,23.4,,12.3,,17.9,,0.1,,0,,,M,,M,0,,,,32,,33,
2017/7/5,2017,7,5,,25.7,,9.8,,17.8,,0.2,,0,,,M,,M,0,,,,,,<31,
2017/7/6,2017,7,6,,28.4,,12.8,,20.6,,0,,2.6,,,M,,M,14,,,,22,,43,
2017/7/7,2017,7,7,,23.1,,16.8,,20,,0,,2,,,M,,M,13,,,,,,<31,
2017/7/8,2017,7,8,,24.4,,14.5,,19.5,,0,,1.5,,,M,,M,14,,,,,,<31,
2017/7/9,2017,7,9,,24.9,,13.9,,19.4,,0,,1.4,,,M,,M,1,,,,28,,33,
2017/7/10,2017,7,10,,22.7,,10.8,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2017/7/11,2017,7,11,,27.3,,14.3,,20.8,,0,,2.8,,,M,,M,0,,,,30,,43,
2017/7/12,2017,7,12,,18.5,,8.4,,13.5,,4.5,,0,,,M,,M,0,,,,33,,39,
2017/7/13,2017,7,13,,21.8,,7.4,,14.6,,3.4,,0,,,M,,M,0,,,,,,<31,
2017/7/14,2017,7,14,,25.6,,7.5,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
2017/7/15,2017,7,15,,27.4,,9.9,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2017/7/16,2017,7,16,,24.3,,13.8,,19.1,,0,,1.1,,,M,,M,0,,,,,,<31,
2017/7/17,2017,7,17,,28.4,,14.3,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
2017/7/18,2017,7,18,,28.8,,17,,22.9,,0,,4.9,,,M,,M,0,,,,27,,41,
2017/7/19,2017,7,19,,28.8,,17,,22.9,,0,,4.9,,,M,,M,0,,,,,,<31,
2017/7/20,2017,7,20,,25.7,,15.2,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
2017/7/21,2017,7,21,,24.7,,14,,19.4,,0,,1.4,,,M,,M,0,,,,32,,39,
2017/7/22,2017,7,22,,18.2,,10.3,,14.3,,3.7,,0,,,M,,M,0,,,,34,,44,
2017/7/23,2017,7,23,,19,,7.8,,13.4,,4.6,,0,,,M,,M,0,,,,30,,35,
2017/7/24,2017,7,24,,20.6,,6.9,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2017/7/25,2017,7,25,,24,,9.3,,16.7,,1.3,,0,,,M,,M,0,,,,,,<31,
2017/7/26,2017,7,26,,29.5,,7.4,,18.5,,0,,0.5,,,M,,M,0,,,,,,<31,
2017/7/27,2017,7,27,,21.3,,16,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2017/7/28,2017,7,28,,19.6,,11.4,,15.5,,2.5,,0,,,M,,M,0,,,,33,,41,
2017/7/29,2017,7,29,,20.3,,8,,14.2,,3.8,,0,,,M,,M,0,,,,33,,33,
2017/7/30,2017,7,30,,22.2,,6.2,,14.2,,3.8,,0,,,M,,M,0,,,,,,<31,
2017/7/31,2017,7,31,,25.5,,9.1,,17.3,,0.7,,0,,,M,,M,0,,,,,,<31,
2017/8/1,2017,8,1,,22.9,,10.9,,16.9,,1.1,,0,,,M,,M,0,,,,32,,39,
2017/8/2,2017,8,2,,31,,11.5,,21.3,,0,,3.3,,,M,,M,0,,,,,,<31,
2017/8/3,2017,8,3,,26.5,,14.4,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
2017/8/4,2017,8,4,,29.4,,14.1,,21.8,,0,,3.8,,,M,,M,0,,,,,,<31,
2017/8/5,2017,8,5,,27,,17.9,,22.5,,0,,4.5,,,M,,M,0,,,,15,,43,
2017/8/6,2017,8,6,,21.2,,12.5,,16.9,,1.1,,0,,,M,,M,11,,,,,,<31,
