Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2014/2/13,2014,2,13,,-2.5,,-17.1,,-9.8,,27.8,,0,,,M,,M,0,,,,,,<31,
2014/2/14,2014,2,14,,-5.4,,-10,,-7.7,,25.7,,0,,,M,,M,20,,,,34,,54,
2014/2/15,2014,2,15,,-8.4,,-13.4,,-10.9,,28.9,,0,,,M,,M,0,,,,31,,35,
2014/2/16,2014,2,16,,-9.9,,-12.9,,-11.4,,29.4,,0,,,M,,M,8,,,,33,,50,
2014/2/17,2014,2,17,,-9.9,,-20.9,,-15.4,,33.4,,0,,,M,,M,2,,,,32,,56,
2014/2/18,2014,2,18,,-4.9,,-25.3,,-15.1,,33.1,,0,,,M,,M,0,,,,,,<31,
2014/2/19,2014,2,19,,-0.2,,-12.6,,-6.4,,24.4,,0,,,M,,M,0,,,,,,<31,
2014/2/20,2014,2,20,,-0.3,,-7.8,,-4.1,,22.1,,0,,,M,,M,4,,,,27,,41,
2014/2/21,2014,2,21,,0.4,,-13.7,,-6.7,,24.7,,0,,,M,,M,16,,,,15,,43,
2014/2/22,2014,2,22,,3.5,,-4,,-0.3,,18.3,,0,,,M,,M,0,,,,23,,46,
2014/2/23,2014,2,23,,-1,,-14.7,,-7.9,,25.9,,0,,,M,,M,3,,,,24,,32,
2014/2/24,2014,2,24,,-6.2,,-17.6,,-11.9,,29.9,,0,,,M,,M,2,,,,34,,39,
2014/2/25,2014,2,25,,-12.2,,-14.8,,-13.5,,31.5,,0,,,M,,M,0,,,,30,,44,
2014/2/26,2014,2,26,,-11.6,,-22.9,,-17.3,,35.3,,0,,,M,,M,0,,,,31,,32,
2014/2/27,2014,2,27,,-9.5,,-25.8,,-17.7,,35.7,,0,,,M,,M,0,,,,,,<31,
2014/2/28,2014,2,28,,-11.2,,-22.2,,-16.7,,34.7,,0,,,M,,M,2,,,,29,,56,
2014/3/1,2014,3,1,,-11.9,,-26.6,,-19.3,,37.3,,0,,,M,,M,1,,,,,,<31,
2014/3/2,2014,3,2,,-10.7,,-26.9,,-18.8,,36.8,,0,,,M,,M,4,,,,33,,32,
2014/3/3,2014,3,3,,-16.5,,-29.7,,-23.1,,41.1,,0,,,M,,M,2,,,,29,,48,
2014/3/4,2014,3,4,,-17.2,,-31.9,,-24.6,,42.6,,0,,,M,,M,0,,,,33,,32,
2014/3/5,2014,3,5,,-15.1,,-36.5,,-25.8,,43.8,,0,,,M,,M,0,,,,31,,39,
2014/3/6,2014,3,6,,-9.6,,-25.5,,-17.6,,35.6,,0,,,M,,M,0,,,,31,,39,
2014/3/7,2014,3,7,,,,,,,,,,,,,,,,,,,,,,,
2014/3/8,2014,3,8,,-1.9,,-11.8,,-6.9,,24.9,,0,,,M,,M,0,,,,32,,43,
2014/3/9,2014,3,9,,-10,,-20.4,,-15.2,,33.2,,0,,,M,,M,0,,,,33,,32,
2014/3/10,2014,3,10,,-2,,-21.1,,-11.6,,29.6,,0,,,M,,M,0,,,,,,<31,
2014/3/11,2014,3,11,,-2.7,,-10.5,,-6.6,,24.6,,0,,,M,,M,1,,,,14,,35,
2014/3/12,2014,3,12,,-2.9,,-12.2,,-7.6,,25.6,,0,,,M,,M,2,,,,32,,43,
2014/3/13,2014,3,13,,-12.2,,-13.9,,-13.1,,31.1,,0,,,M,,M,7,,,,34,,50,
2014/3/14,2014,3,14,,-6.9,,-17.3,,-12.1,,30.1,,0,,,M,,M,0,,,,30,,44,
2014/3/15,2014,3,15,,0.6,,-7.6,,-3.5,,21.5,,0,,,M,,M,11,,,,,,<31,
2014/3/16,2014,3,16,,-2.8,,-16.4,,-9.6,,27.6,,0,,,M,,M,2,,,,25,,54,
2014/3/17,2014,3,17,,-11.8,,-18.6,,-15.2,,33.2,,0,,,M,,M,1,,,,32,,50,
2014/3/18,2014,3,18,,-7.6,,-20.9,,-14.3,,32.3,,0,,,M,,M,0,,,,31,,41,
2014/3/19,2014,3,19,,-2.3,,-24.2,,-13.3,,31.3,,0,,,M,,M,0,,,,,,<31,
2014/3/20,2014,3,20,,-1.7,,-4.8,,-3.3,,21.3,,0,,,M,,M,22,,,,13,,33,
2014/3/21,2014,3,21,,-0.3,,-5.1,,-2.7,,20.7,,0,,,M,,M,4,,,,29,,48,
2014/3/22,2014,3,22,,-0.9,,-11,,-6,,24,,0,,,M,,M,0,,,,29,,35,
2014/3/23,2014,3,23,,-5,,-16.3,,-10.7,,28.7,,0,,,M,,M,1,,,,30,,50,
2014/3/24,2014,3,24,,-11.6,,-20.3,,-16,,34,,0,,,M,,M,0,,,,33,,41,
2014/3/25,2014,3,25,,-2.6,,-25,,-13.8,,31.8,,0,,,M,,M,0,,,,18,,33,
2014/3/26,2014,3,26,,-1.6,,-21.5,,-11.6,,29.6,,0,,,M,,M,0,,,,33,,50,
2014/3/27,2014,3,27,,-5.5,,-17.1,,-11.3,,29.3,,0,,,M,,M,1,,,,33,,59,
2014/3/28,2014,3,28,,-4.3,,-17.9,,-11.1,,29.1,,0,,,M,,M,4,,,,,,<31,
2014/3/29,2014,3,29,,0.4,,-11,,-5.3,,23.3,,0,,,M,,M,2,,,,31,,39,
2014/3/30,2014,3,30,,-1.6,,-12.4,,-7,,25,,0,,,M,,M,9,,,,,,<31,
2014/3/31,2014,3,31,,-1.3,,-11.6,,-6.5,,24.5,,0,,,M,,M,3,,,,33,,33,
2014/4/1,2014,4,1,,2.4,,-18,,-7.8,,25.8,,0,,,M,,M,0,,,,31,,33,
2014/4/2,2014,4,2,,4.1,,-15.4,,-5.7,,23.7,,0,,,M,,M,0,,,,15,,32,
2014/4/3,2014,4,3,,2.4,,-6.4,,-2,,20,,0,,,M,,M,0,,,,,,<31,
2014/4/4,2014,4,4,,7.2,,-11,,-1.9,,19.9,,0,,,M,,M,0,,,,11,,35,
2014/4/5,2014,4,5,,2,,-1.2,,0.4,,17.6,,0,,,M,,M,2,,,,13,,37,
2014/4/6,2014,4,6,,1.5,,-6.1,,-2.3,,20.3,,0,,,M,,M,3,,,,29,,56,
2014/4/7,2014,4,7,,9,,-6.2,,1.4,,16.6,,0,,,M,,M,0,,,,,,<31,
2014/4/8,2014,4,8,,3.8,,-1.6,,1.1,,16.9,,0,,,M,,M,10,,,,13,,52,
2014/4/9,2014,4,9,,2.8,,-6.5,,-1.9,,19.9,,0,,,M,,M,0,,,,29,,52,
2014/4/10,2014,4,10,,7.6,,-10.4,,-1.4,,19.4,,0,,,M,,M,0,,,,17,,50,
2014/4/11,2014,4,11,,8.9,,-4.1,,2.4,,15.6,,0,,,M,,M,0,,,,27,,46,
2014/4/12,2014,4,12,,9,,-6.7,,1.2,,16.8,,0,,,M,,M,0,,,,28,,54,
2014/4/13,2014,4,13,,5.1,,-7.7,,-1.3,,19.3,,0,,,M,,M,0,,,,15,,35,
2014/4/14,2014,4,14,,7.2,,-0.1,,3.6,,14.4,,0,,,M,,M,0,,,,15,,32,
2014/4/15,2014,4,15,,13.4,,2.3,,7.9,,10.1,,0,,,M,,M,2,,,,17,,39,
2014/4/16,2014,4,16,,2.3,,-10.6,,-4.2,,22.2,,0,,,M,,M,8,,,,30,,52,
2014/4/17,2014,4,17,,4,,-10.7,,-3.4,,21.4,,0,,,M,,M,0,,,,,,<31,
2014/4/18,2014,4,18,,7,,-3.9,,1.6,,16.4,,0,,,M,,M,0,,,,,,<31,
2014/4/19,2014,4,19,,2.6,,-3,,-0.2,,18.2,,0,,,M,,M,0,,,,33,,32,
2014/4/20,2014,4,20,,6.2,,-6.9,,-0.4,,18.4,,0,,,M,,M,3,,,,,,<31,
2014/4/21,2014,4,21,,12.6,,-2.2,,5.2,,12.8,,0,,,M,,M,0,,,,33,,37,
2014/4/22,2014,4,22,,11.8,,-1.9,,5,,13,,0,,,M,,M,7,,,,,,<31,
2014/4/23,2014,4,23,,4.6,,0.3,,2.5,,15.5,,0,,,M,,M,23,,,,34,,32,
2014/4/24,2014,4,24,,1.7,,-0.8,,0.5,,17.5,,0,,,M,,M,22,,,,,,<31,
2014/4/25,2014,4,25,,6.4,,-2.1,,2.2,,15.8,,0,,,M,,M,0,,,,,,<31,
2014/4/26,2014,4,26,,8.1,,-3.8,,2.2,,15.8,,0,,,M,,M,0,,,,,,<31,
2014/4/27,2014,4,27,,6.9,,0.3,,3.6,,14.4,,0,,,M,,M,0,,,,36,,35,
2014/4/28,2014,4,28,,9.4,,-2,,3.7,,14.3,,0,,,M,,M,0,,,,,,<31,
2014/4/29,2014,4,29,,11.5,,-2.1,,4.7,,13.3,,0,,,M,,M,0,,,,,,<31,
2014/4/30,2014,4,30,,14.1,,-2.4,,5.9,,12.1,,0,,,M,,M,0,,,,,,<31,
2014/5/1,2014,5,1,,6,,0.3,,3.2,,14.8,,0,,,M,,M,10,,,,,,<31,
2014/5/2,2014,5,2,,8.3,,3.2,,5.8,,12.2,,0,,,M,,M,3,,,,,,<31,
2014/5/3,2014,5,3,,10.6,,2,,6.3,,11.7,,0,,,M,,M,0,,,,,,<31,
2014/5/4,2014,5,4,,7.9,,1.9,,4.9,,13.1,,0,,,M,,M,2,,,,,,<31,
2014/5/5,2014,5,5,,11,,1.5,,6.3,,11.7,,0,,,M,,M,1,,,,33,,33,
2014/5/6,2014,5,6,,12.3,,-1.6,,5.4,,12.6,,0,,,M,,M,0,,,,33,,37,
2014/5/7,2014,5,7,,13.8,,-3.1,,5.4,,12.6,,0,,,M,,M,0,,,,,,<31,
2014/5/8,2014,5,8,,10.7,,-1.3,,4.7,,13.3,,0,,,M,,M,0,,,,34,,37,
2014/5/9,2014,5,9,,16.7,,-2.5,,7.1,,10.9,,0,,,M,,M,0,,,,,,<31,
2014/5/10,2014,5,10,,17.5,,6.1,,11.8,,6.2,,0,,,M,,M,24,,,,,,<31,
2014/5/11,2014,5,11,,9.5,,1.6,,5.6,,12.4,,0,,,M,,M,2,,,,,,<31,
2014/5/12,2014,5,12,,5.5,,-1.5,,2,,16,,0,,,M,,M,1,,,,,,<31,
2014/5/13,2014,5,13,,14.6,,-2.6,,6,,12,,0,,,M,,M,0,,,,,,<31,
2014/5/14,2014,5,14,,13.5,,-0.6,,6.5,,11.5,,0,,,M,,M,0,,,,17,,35,
2014/5/15,2014,5,15,,,M,8,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2014/5/16,2014,5,16,,26.7,,13.3,,20,,0,,2,,,M,,M,0,,,,16,,43,
2014/5/17,2014,5,17,,22.6,,12.6,,17.6,,0.4,,0,,,M,,M,0,,,,16,,46,
2014/5/18,2014,5,18,,14.8,,7.2,,11,,7,,0,,,M,,M,10,,,,,,<31,
2014/5/19,2014,5,19,,9.4,,6.1,,7.8,,10.2,,0,,,M,,M,8,,,,,,<31,
2014/5/20,2014,5,20,,11.6,,5.8,,8.7,,9.3,,0,,,M,,M,5,,,,33,,33,
2014/5/21,2014,5,21,,15.9,,8.7,,12.3,,5.7,,0,,,M,,M,1,,,,,,<31,
2014/5/22,2014,5,22,,15.8,,8.6,,12.2,,5.8,,0,,,M,,M,2,,,,,,<31,
2014/5/23,2014,5,23,,13.6,,7.7,,10.7,,7.3,,0,,,M,,M,0,,,,,,<31,
2014/5/24,2014,5,24,,14.3,,5.8,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2014/5/25,2014,5,25,,18.5,,5.2,,11.9,,6.1,,0,,,M,,M,0,,,,,,<31,
2014/5/26,2014,5,26,,8.5,,3.9,,6.2,,11.8,,0,,,M,,M,13,,,,,,<31,
2014/5/27,2014,5,27,,13.3,,3.2,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2014/5/28,2014,5,28,,17.8,,0.5,,9.2,,8.8,,0,,,M,,M,0,,,,,,<31,
2014/5/29,2014,5,29,,23.2,,2.5,,12.9,,5.1,,0,,,M,,M,0,,,,30,,32,
2014/5/30,2014,5,30,,17.9,,8.4,,13.2,,4.8,,0,,,M,,M,0,,,,35,,33,
2014/5/31,2014,5,31,,18.3,,6.5,,12.4,,5.6,,0,,,M,,M,0,,,,33,,33,
2014/6/1,2014,6,1,,23.2,,4.7,,14,,4,,0,,,M,,M,0,,,,,,<31,
2014/6/2,2014,6,2,,21,,13.3,,17.2,,0.8,,0,,,M,,M,0,,,,,,<31,
2014/6/3,2014,6,3,,25,,12.4,,18.7,,0,,0.7,,,M,,M,0,,,,17,,35,
2014/6/4,2014,6,4,,23.4,,10.6,,17,,1,,0,,,M,,M,3,,,,14,,37,
2014/6/5,2014,6,5,,21.4,,12.5,,17,,1,,0,,,M,,M,10,,,,,,<31,
2014/6/6,2014,6,6,,13.7,,11,,12.4,,5.6,,0,,,M,,M,17,,,,,,<31,
2014/6/7,2014,6,7,,21.7,,10.6,,16.2,,1.8,,0,,,M,,M,0,,,,35,,32,
2014/6/8,2014,6,8,,24.8,,8.5,,16.7,,1.3,,0,,,M,,M,0,,,,,,<31,
2014/6/9,2014,6,9,,22.6,,9.3,,16,,2,,0,,,M,,M,0,,,,33,,35,
2014/6/10,2014,6,10,,20.5,,7.5,,14,,4,,0,,,M,,M,0,,,,,,<31,
2014/6/11,2014,6,11,,23.8,,5.6,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2014/6/12,2014,6,12,,23.5,,6.6,,15.1,,2.9,,0,,,M,,M,0,,,,13,,32,
2014/6/13,2014,6,13,,17.4,,10,,13.7,,4.3,,0,,,M,,M,7,,,,17,,37,
2014/6/14,2014,6,14,,14.8,,9.8,,12.3,,5.7,,0,,,M,,M,11,,,,16,,32,
2014/6/15,2014,6,15,,15.8,,8.3,,12.1,,5.9,,0,,,M,,M,2,,,,35,,41,
2014/6/16,2014,6,16,,21.8,,6.6,,14.2,,3.8,,0,,,M,,M,0,,,,35,,35,
2014/6/17,2014,6,17,,25.7,,10.3,,18,,0,,0,,,M,,M,0,,,,,,<31,
2014/6/18,2014,6,18,,20.7,,12.3,,16.5,,1.5,,0,,,M,,M,0,,,,,,<31,
2014/6/19,2014,6,19,,17,,10.2,,13.6,,4.4,,0,,,M,,M,0,,,,31,,46,
2014/6/20,2014,6,20,,13.5,,8,,10.8,,7.2,,0,,,M,,M,0,,,,33,,41,
2014/6/21,2014,6,21,,18.4,,10.9,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2014/6/22,2014,6,22,,21.8,,8.1,,15,,3,,0,,,M,,M,0,,,,,,<31,
2014/6/23,2014,6,23,,26.9,,6.8,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
2014/6/24,2014,6,24,,28.2,,13.7,,21,,0,,3,,,M,,M,9,,,,,,<31,
2014/6/25,2014,6,25,,22.9,,9.7,,16.3,,1.7,,0,,,M,,M,1,,,,,,<31,
2014/6/26,2014,6,26,,24.7,,9.1,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
2014/6/27,2014,6,27,,27.4,,7.3,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
2014/6/28,2014,6,28,,29.6,,9.4,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2014/6/29,2014,6,29,,31.4,,11.8,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
2014/6/30,2014,6,30,,32.2,,15.4,,23.8,,0,,5.8,,,M,,M,0,,,,,,<31,
2014/7/1,2014,7,1,,31.4,,19.6,,25.5,,0,,7.5,,,M,,M,0,,,,,,<31,
2014/7/2,2014,7,2,,30.9,,21.6,,26.3,,0,,8.3,,,M,,M,0,,,,21,,39,
2014/7/3,2014,7,3,,26.4,,16.7,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
2014/7/4,2014,7,4,,22.2,,14.4,,18.3,,0,,0.3,,,M,,M,4,,,,,,<31,
2014/7/5,2014,7,5,,14.5,,9.9,,12.2,,5.8,,0,,,M,,M,21,,,,32,,59,
2014/7/6,2014,7,6,,21.3,,9,,15.2,,2.8,,0,,,M,,M,0,,,,,,<31,
2014/7/7,2014,7,7,,21.2,,13,,17.1,,0.9,,0,,,M,,M,2,,,,,,<31,
2014/7/8,2014,7,8,,28,,17.2,,22.6,,0,,4.6,,,M,,M,2,,,,,,<31,
2014/7/9,2014,7,9,,27.6,,15.9,,21.8,,0,,3.8,,,M,,M,5,,,,21,,44,
2014/7/10,2014,7,10,,21.6,,9.9,,15.8,,2.2,,0,,,M,,M,0,,,,25,,44,
2014/7/11,2014,7,11,,25.3,,9.9,,17.6,,0.4,,0,,,M,,M,0,,,,,,<31,
2014/7/12,2014,7,12,,27.1,,11.4,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2014/7/13,2014,7,13,,26.9,,13.8,,20.4,,0,,2.4,,,M,,M,0,,,,20,,33,
2014/7/14,2014,7,14,,25.8,,15.2,,20.5,,0,,2.5,,,M,,M,1,,,,30,,33,
2014/7/15,2014,7,15,,27.9,,12.5,,20.2,,0,,2.2,,,M,,M,0,,,,22,,32,
2014/7/16,2014,7,16,,24.7,,18.2,,21.5,,0,,3.5,,,M,,M,19,,,,,,<31,
2014/7/17,2014,7,17,,24.5,,14.8,,19.7,,0,,1.7,,,M,,M,0,,,,,,<31,
2014/7/18,2014,7,18,,24.2,,12.5,,18.4,,0,,0.4,,,M,,M,1,,,,28,,43,
2014/7/19,2014,7,19,,27.6,,10.9,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2014/7/20,2014,7,20,,28.4,,13.5,,21,,0,,3,,,M,,M,0,,,,,,<31,
2014/7/21,2014,7,21,,28.3,,16.4,,22.4,,0,,4.4,,,M,,M,0,,,,,,<31,
2014/7/22,2014,7,22,,29.8,,15.1,,22.5,,0,,4.5,,,M,,M,0,,,,,,<31,
2014/7/23,2014,7,23,,28,,13.7,,20.9,,0,,2.9,,,M,,M,0,,,,33,,44,
2014/7/24,2014,7,24,,19.7,,9.6,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2014/7/25,2014,7,25,,24.2,,8.5,,16.4,,1.6,,0,,,M,,M,0,,,,29,,35,
2014/7/26,2014,7,26,,24,,14.8,,19.4,,0,,1.4,,,M,,M,0,,,,26,,33,
2014/7/27,2014,7,27,,24.5,,14,,19.3,,0,,1.3,,,M,,M,23,,,,,,<31,
2014/7/28,2014,7,28,,21.5,,15.8,,18.7,,0,,0.7,,,M,,M,14,,,,,,<31,
2014/7/29,2014,7,29,,21,,12.2,,16.6,,1.4,,0,,,M,,M,21,,,,19,,37,
2014/7/30,2014,7,30,,24.3,,10.7,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2014/7/31,2014,7,31,,24.6,,14,,19.3,,0,,1.3,,,M,,M,13,,,,27,,54,
2014/8/1,2014,8,1,,25.1,,13.3,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2014/8/2,2014,8,2,,24.8,,13.5,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2014/8/3,2014,8,3,,24.8,,15.5,,20.2,,0,,2.2,,,M,,M,0,,,,,,<31,
2014/8/4,2014,8,4,,25.5,,14.5,,20,,0,,2,,,M,,M,5,,,,29,,37,
2014/8/5,2014,8,5,,24.6,,12.2,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2014/8/6,2014,8,6,,23,,9.8,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2014/8/7,2014,8,7,,24.2,,8.4,,16.3,,1.7,,0,,,M,,M,0,,,,34,,32,
