Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2011/8/7,2011,8,7,,20.4,,16.5,,18.5,,0,,0.5,,,M,,M,7,,,,,,<31,
2011/8/8,2011,8,8,,18,,12.6,,15.3,,2.7,,0,,,M,,M,10,,,,29,,33,
2011/8/9,2011,8,9,,22.3,,11.7,,17,,1,,0,,,M,,M,0,,,,,,<31,
2011/8/10,2011,8,10,,17.2,,13.2,,15.2,,2.8,,0,,,M,,M,5,,,,11,,33,
2011/8/11,2011,8,11,,20,,14.1,,17.1,,0.9,,0,,,M,,M,12,,,,,,<31,
2011/8/12,2011,8,12,,18.5,,10.5,,14.5,,3.5,,0,,,M,,M,1,,,,,,<31,
2011/8/13,2011,8,13,,25.5,,9.4,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2011/8/14,2011,8,14,,23.6,,13.1,,18.4,,0,,0.4,,,M,,M,2,,,,,,<31,
2011/8/15,2011,8,15,,24.5,,12.9,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2011/8/16,2011,8,16,,18.6,,13.5,,16.1,,1.9,,0,,,M,,M,13,,,,,,<31,
2011/8/17,2011,8,17,,20.6,,10.7,,15.7,,2.3,,0,,,M,,M,2,,,,,,<31,
2011/8/18,2011,8,18,,25.3,,9.8,,17.6,,0.4,,0,,,M,,M,0,,,,22,,35,
2011/8/19,2011,8,19,,27.3,,13.5,,20.4,,0,,2.4,,,M,,M,3,,,,24,,46,
2011/8/20,2011,8,20,,27,,13.2,,20.1,,0,,2.1,,,M,,M,0,,,,,,<31,
2011/8/21,2011,8,21,,24.1,,15.9,,20,,0,,2,,,M,,M,39,,,,,,<31,
2011/8/22,2011,8,22,,21.5,,11.1,,16.3,,1.7,,0,,,M,,M,14,,,,24,,39,
2011/8/23,2011,8,23,,16.9,,7.5,,12.2,,5.8,,0,,,M,,M,0,,,,,,<31,
2011/8/24,2011,8,24,,25.7,,6.7,,16.2,,1.8,,0,,,M,,M,0,,,,,,<31,
2011/8/25,2011,8,25,,22,,16.8,,19.4,,0,,1.4,,,M,,M,0,,,,14,,35,
2011/8/26,2011,8,26,,20.5,,9.8,,15.2,,2.8,,0,,,M,,M,0,,,,27,,46,
2011/8/27,2011,8,27,,24.1,,8.4,,16.3,,1.7,,0,,,M,,M,0,,,,,,<31,
2011/8/28,2011,8,28,,19.9,,11.5,,15.7,,2.3,,0,,,M,,M,31,,,,10,,37,
2011/8/29,2011,8,29,,19.1,,8.1,,13.6,,4.4,,0,,,M,,M,2,,,,28,,50,
2011/8/30,2011,8,30,,19.3,,7.6,,13.5,,4.5,,0,,,M,,M,2.5,,,,,,<31,
2011/8/31,2011,8,31,,,M,9.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2011/9/1,2011,9,1,,23.7,,7.4,,15.6,,2.4,,0,,,M,,M,0,,,,,,<31,
2011/9/2,2011,9,2,,24,,7.9,,16,,2,,0,,,M,,M,0,,,,,,<31,
2011/9/3,2011,9,3,,23,,9,,16,,2,,0,,,M,,M,1,,,,33,,32,
2011/9/4,2011,9,4,,17,,8.5,,12.8,,5.2,,0,,,M,,M,15,,,,,,<31,
2011/9/5,2011,9,5,,18.5,,12.1,,15.3,,2.7,,0,,,M,,M,25,,,,33,,33,
2011/9/6,2011,9,6,,15,,7.7,,11.4,,6.6,,0,,,M,,M,20,,,,,,<31,
2011/9/7,2011,9,7,,18.7,,7.2,,13,,5,,0,,,M,,M,0,,,,,,<31,
2011/9/8,2011,9,8,,20.7,,10.3,,15.5,,2.5,,0,,,M,,M,0,,,,32,,33,
2011/9/9,2011,9,9,,20.6,,9.5,,15.1,,2.9,,0,,,M,,M,0,,,,33,,48,
2011/9/10,2011,9,10,,14.3,,3.8,,9.1,,8.9,,0,,,M,,M,0,,,,30,,39,
2011/9/11,2011,9,11,,21,,3.1,,12.1,,5.9,,0,,,M,,M,0,,,,19,,33,
2011/9/12,2011,9,12,,20.1,,5.5,,12.8,,5.2,,0,,,M,,M,0,,,,33,,41,
2011/9/13,2011,9,13,,21.1,,3.9,,12.5,,5.5,,0,,,M,,M,14,,,,14,,41,
2011/9/14,2011,9,14,,13.8,,7.2,,10.5,,7.5,,0,,,M,,M,0,,,,,,<31,
2011/9/15,2011,9,15,,11.7,,6.2,,9,,9,,0,,,M,,M,9,,,,,,<31,
2011/9/16,2011,9,16,,12.6,,6,,9.3,,8.7,,0,,,M,,M,1,,,,30,,63,
2011/9/17,2011,9,17,,14.7,,2.9,,8.8,,9.2,,0,,,M,,M,0,,,,30,,44,
2011/9/18,2011,9,18,,18,,1.8,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
2011/9/19,2011,9,19,,19.6,,2.3,,11,,7,,0,,,M,,M,0,,,,,,<31,
2011/9/20,2011,9,20,,14.3,,2.5,,8.4,,9.6,,0,,,M,,M,0,,,,,,<31,
2011/9/21,2011,9,21,,19.2,,6.4,,12.8,,5.2,,0,,,M,,M,0,,,,28,,37,
2011/9/22,2011,9,22,,22.2,,5.2,,13.7,,4.3,,0,,,M,,M,0,,,,,,<31,
2011/9/23,2011,9,23,,20,,9.3,,14.7,,3.3,,0,,,M,,M,2,,,,,,<31,
2011/9/24,2011,9,24,,22,,8.5,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2011/9/25,2011,9,25,,23.9,,8.1,,16,,2,,0,,,M,,M,2,,,,30,,41,
2011/9/26,2011,9,26,,20.6,,8.4,,14.5,,3.5,,0,,,M,,M,0,,,,33,,32,
2011/9/27,2011,9,27,,13.6,,0.9,,7.3,,10.7,,0,,,M,,M,0,,,,,,<31,
2011/9/28,2011,9,28,,21.3,,-0.1,,10.6,,7.4,,0,,,M,,M,0,,,,,,<31,
2011/9/29,2011,9,29,,19.3,,12.3,,15.8,,2.2,,0,,,M,,M,0,,,,,,<31,
2011/9/30,2011,9,30,,20.2,,9.7,,15,,3,,0,,,M,,M,4,,,,16,,37,
2011/10/1,2011,10,1,,12.4,,5.7,,9.1,,8.9,,0,,,M,,M,0,,,,31,,32,
2011/10/2,2011,10,2,,13,,5.7,,9.4,,8.6,,0,,,M,,M,0,,,,,,<31,
2011/10/3,2011,10,3,,12.9,,5.9,,9.4,,8.6,,0,,,M,,M,0,,,,35,,32,
2011/10/4,2011,10,4,,11.5,,5.5,,8.5,,9.5,,0,,,M,,M,0,,,,,,<31,
2011/10/5,2011,10,5,,7.2,,2.2,,4.7,,13.3,,0,,,M,,M,0,,,,1,,61,
2011/10/6,2011,10,6,,5.9,,-3,,1.5,,16.5,,0,,,M,,M,0,,,,35,,46,
2011/10/7,2011,10,7,,8.2,,-5.2,,1.5,,16.5,,0,,,M,,M,0,,,,,,<31,
2011/10/8,2011,10,8,,24.8,,1,,12.9,,5.1,,0,,,M,,M,0,,,,29,,33,
2011/10/9,2011,10,9,,25.9,,10.3,,18.1,,0,,0.1,,,M,,M,0,,,,32,,43,
2011/10/10,2011,10,10,,18.1,,6,,12.1,,5.9,,0,,,M,,M,0,,,,29,,57,
2011/10/11,2011,10,11,,11.2,,-0.8,,5.2,,12.8,,0,,,M,,M,0,,,,,,<31,
2011/10/12,2011,10,12,,16.5,,-1.6,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
2011/10/13,2011,10,13,,12.7,,5.8,,9.3,,8.7,,0,,,M,,M,0,,,,,,<31,
2011/10/14,2011,10,14,,17.5,,9.3,,13.4,,4.6,,0,,,M,,M,0,,,,14,,41,
2011/10/15,2011,10,15,,17.8,,8.8,,13.3,,4.7,,0,,,M,,M,7,,,,20,,46,
2011/10/16,2011,10,16,,10.4,,3.5,,7,,11,,0,,,M,,M,1,,,,17,,33,
2011/10/17,2011,10,17,,10.3,,2.6,,6.5,,11.5,,0,,,M,,M,2,,,,,,<31,
2011/10/18,2011,10,18,,11,,4.1,,7.6,,10.4,,0,,,M,,M,0,,,,22,,32,
2011/10/19,2011,10,19,,10.3,,1,,5.7,,12.3,,0,,,M,,M,0,,,,,,<31,
2011/10/20,2011,10,20,,8.9,,0.7,,4.8,,13.2,,0,,,M,,M,3,,,,15,,43,
2011/10/21,2011,10,21,,11.6,,8.1,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
2011/10/22,2011,10,22,,12.6,,5.9,,9.3,,8.7,,0,,,M,,M,0,,,,,,<31,
2011/10/23,2011,10,23,,10.4,,5.9,,8.2,,9.8,,0,,,M,,M,0,,,,,,<31,
2011/10/24,2011,10,24,,8.5,,-1,,3.8,,14.2,,0,,,M,,M,0,,,,,,<31,
2011/10/25,2011,10,25,,8.6,,-1,,3.8,,14.2,,0,,,M,,M,4,,,,28,,41,
2011/10/26,2011,10,26,,6.5,,2.3,,4.4,,13.6,,0,,,M,,M,0,,,,29,,44,
2011/10/27,2011,10,27,,4.5,,1.3,,2.9,,15.1,,0,,,M,,M,0,,,,28,,41,
2011/10/28,2011,10,28,,3.7,,0.1,,1.9,,16.1,,0,,,M,,M,0,,,,29,,44,
2011/10/29,2011,10,29,,3.9,,-1.3,,1.3,,16.7,,0,,,M,,M,0,,,,30,,32,
2011/10/30,2011,10,30,,3.2,,-1.1,,1.1,,16.9,,0,,,M,,M,0,,,,32,,39,
2011/10/31,2011,10,31,,6.6,,-2,,2.3,,15.7,,0,,,M,,M,0,,,,32,,39,
2011/11/1,2011,11,1,,11.1,,-3.4,,3.9,,14.1,,0,,,M,,M,0,,,,,,<31,
2011/11/2,2011,11,2,,12.4,,-1.5,,5.5,,12.5,,0,,,M,,M,0,,,,,,<31,
2011/11/3,2011,11,3,,9.5,,2.8,,6.2,,11.8,,0,,,M,,M,0,,,,30,,37,
2011/11/4,2011,11,4,,4.9,,-0.2,,2.4,,15.6,,0,,,M,,M,1,,,,35,,52,
2011/11/5,2011,11,5,,2.9,,-4,,-0.6,,18.6,,0,,,M,,M,0,,,,32,,43,
2011/11/6,2011,11,6,,9.2,,-5,,2.1,,15.9,,0,,,M,,M,0,,,,25,,37,
2011/11/7,2011,11,7,,10.7,,-2.1,,4.3,,13.7,,0,,,M,,M,0,,,,27,,35,
2011/11/8,2011,11,8,,10.4,,3.4,,6.9,,11.1,,0,,,M,,M,0,,,,27,,39,
2011/11/9,2011,11,9,,7.4,,1.3,,4.4,,13.6,,0,,,M,,M,0,,,,,,<31,
2011/11/10,2011,11,10,,10.8,,5.4,,8.1,,9.9,,0,,,M,,M,4,,,,12,,35,
2011/11/11,2011,11,11,,10.2,,0.8,,5.5,,12.5,,0,,,M,,M,16.1,,,,30,,57,
2011/11/12,2011,11,12,,3.3,,-1,,1.2,,16.8,,0,,,M,,M,0,,,,27,,67,
2011/11/13,2011,11,13,,8.7,,1.8,,5.3,,12.7,,0,,,M,,M,0,,,,,,<31,
2011/11/14,2011,11,14,,11.1,,2.1,,6.6,,11.4,,0,,,M,,M,0,,,,,,<31,
2011/11/15,2011,11,15,,10.4,,2.5,,6.5,,11.5,,0,,,M,,M,9,,,,29,,61,
2011/11/16,2011,11,16,,8.4,,-1.4,,3.5,,14.5,,0,,,M,,M,0,,,,,,<31,
2011/11/17,2011,11,17,,6.9,,-1.8,,2.6,,15.4,,0,,,M,,M,0,,,,33,,37,
2011/11/18,2011,11,18,,-0.1,,-5.3,,-2.7,,20.7,,0,,,M,,M,0,,,,29,,44,
2011/11/19,2011,11,19,,3.6,,-5.3,,-0.9,,18.9,,0,,,M,,M,0,,,,,,<31,
2011/11/20,2011,11,20,,6.1,,-4.4,,0.9,,17.1,,0,,,M,,M,5,,,,29,,67,
2011/11/21,2011,11,21,,-4.4,,-9.1,,-6.8,,24.8,,0,,,M,,M,0,,,,32,,43,
2011/11/22,2011,11,22,,-1.7,,-12.3,,-7,,25,,0,,,M,,M,0,,,,30,,37,
2011/11/23,2011,11,23,,-4.6,,-12.3,,-8.5,,26.5,,0,,,M,,M,0,,,,,,<31,
2011/11/24,2011,11,24,,-0.2,,-12.8,,-6.5,,24.5,,0,,,M,,M,0,,,,,,<31,
2011/11/25,2011,11,25,,5.5,,-1,,2.3,,15.7,,0,,,M,,M,0,,,,,,<31,
2011/11/26,2011,11,26,,6.4,,-2.5,,2,,16,,0,,,M,,M,0,,,,26,,43,
2011/11/27,2011,11,27,,0.5,,-3.8,,-1.7,,19.7,,0,,,M,,M,2,,,,16,,37,
2011/11/28,2011,11,28,,6.6,,-0.4,,3.1,,14.9,,0,,,M,,M,18,,,,29,,44,
2011/11/29,2011,11,29,,0.5,,-4.1,,-1.8,,19.8,,0,,,M,,M,1,,,,,,<31,
2011/11/30,2011,11,30,,10.7,,0.4,,5.6,,12.4,,0,,,M,,M,9,,,,30,,32,
2011/12/1,2011,12,1,,4.3,,-4.3,,0,,18,,0,,,M,,M,0,,,,30,,44,
2011/12/2,2011,12,2,,-2.5,,-6.3,,-4.4,,22.4,,0,,,M,,M,0,,,,,,<31,
2011/12/3,2011,12,3,,-1.4,,-6.5,,-4,,22,,0,,,M,,M,0,,,,,,<31,
2011/12/4,2011,12,4,,5.3,,-4.3,,0.5,,17.5,,0,,,M,,M,0,,,,13,,32,
2011/12/5,2011,12,5,,5.4,,0.7,,3.1,,14.9,,0,,,M,,M,0,,,,,,<31,
2011/12/6,2011,12,6,,0.7,,-4.1,,-1.7,,19.7,,0,,,M,,M,2,,,,,,<31,
2011/12/7,2011,12,7,,-0.8,,-3.6,,-2.2,,20.2,,0,,,M,,M,4,,,,,,<31,
2011/12/8,2011,12,8,,-1.1,,-10,,-5.6,,23.6,,0,,,M,,M,9,,,,32,,57,
2011/12/9,2011,12,9,,-0.7,,-10.6,,-5.7,,23.7,,0,,,M,,M,0,,,,,,<31,
2011/12/10,2011,12,10,,-0.4,,-12.1,,-6.3,,24.3,,0,,,M,,M,0,,,,33,,37,
2011/12/11,2011,12,11,,-7.2,,-14.2,,-10.7,,28.7,,0,,,M,,M,0,,,,29,,33,
2011/12/12,2011,12,12,,1.1,,-7.2,,-3.1,,21.1,,0,,,M,,M,1,,,,,,<31,
2011/12/13,2011,12,13,,-0.5,,-7.4,,-4,,22,,0,,,M,,M,1,,,,,,<31,
2011/12/14,2011,12,14,,-2.2,,-10.3,,-6.3,,24.3,,0,,,M,,M,0,,,,,,<31,
2011/12/15,2011,12,15,,1.3,,-4,,-1.4,,19.4,,0,,,M,,M,19,,,,12,,33,
2011/12/16,2011,12,16,,4.6,,-9.8,,-2.6,,20.6,,0,,,M,,M,4,,,,30,,61,
2011/12/17,2011,12,17,,-9.4,,-14.8,,-12.1,,30.1,,0,,,M,,M,0,,,,32,,39,
2011/12/18,2011,12,18,,-11.7,,-22.4,,-17.1,,35.1,,0,,,M,,M,0,,,,,,<31,
2011/12/19,2011,12,19,,-2.7,,-22.3,,-12.5,,30.5,,0,,,M,,M,5.1,,,,30,,44,
2011/12/20,2011,12,20,,-4.2,,-15,,-9.6,,27.6,,0,,,M,,M,1,,,,29,,59,
2011/12/21,2011,12,21,,-4.5,,-14,,-9.3,,27.3,,0,,,M,,M,0,,,,,,<31,
2011/12/22,2011,12,22,,-0.4,,-5.2,,-2.8,,20.8,,0,,,M,,M,0,,,,,,<31,
2011/12/23,2011,12,23,,-3.4,,-15.1,,-9.3,,27.3,,0,,,M,,M,0,,,,34,,33,
2011/12/24,2011,12,24,,-15.1,,-25.9,,-20.5,,38.5,,0,,,M,,M,0,,,,,,<31,
2011/12/25,2011,12,25,,-11,,-27.2,,-19.1,,37.1,,0,,,M,,M,0,,,,,,<31,
2011/12/26,2011,12,26,,-4.6,,-12.7,,-8.7,,26.7,,0,,,M,,M,1,,,,,,<31,
2011/12/27,2011,12,27,,0.1,,-7.1,,-3.5,,21.5,,0,,,M,,M,0,,,,13,,32,
2011/12/28,2011,12,28,,4.1,,-7.2,,-1.6,,19.6,,0,,,M,,M,17,,,,31,,48,
2011/12/29,2011,12,29,,-7.2,,-15.1,,-11.2,,29.2,,0,,,M,,M,1,,,,30,,52,
2011/12/30,2011,12,30,,-12.1,,-20.4,,-16.3,,34.3,,0,,,M,,M,0,,,,30,,46,
2011/12/31,2011,12,31,,-4.2,,-19.6,,-11.9,,29.9,,0,,,M,,M,10,,,,,,<31,
