Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2008/1/1,2008,1,1,,-6.6,,-19.2,,-12.9,,30.9,,0,,,M,,M,0,,,,,,<31,
2008/1/2,2008,1,2,,-9.5,,-19.2,,-14.4,,32.4,,0,,,M,,M,0,,,,31,,46,
2008/1/3,2008,1,3,,-18.8,,-28.5,,-23.7,,41.7,,0,,,M,,M,0,,,,32,,39,
2008/1/4,2008,1,4,,-6.7,,-26.7,,-16.7,,34.7,,0,,,M,,M,0,,,,14,,35,
2008/1/5,2008,1,5,,-3.2,,-8.3,,-5.8,,23.8,,0,,,M,,M,2,,,,29,,33,
2008/1/6,2008,1,6,,-0.7,,-5,,-2.9,,20.9,,0,,,M,,M,0,,,,,,<31,
2008/1/7,2008,1,7,,5.3,,-0.8,,2.3,,15.7,,0,,,M,,M,0,,,,,,<31,
2008/1/8,2008,1,8,,3.3,,0.8,,2.1,,15.9,,0,,,M,,M,0,,,,,,<31,
2008/1/9,2008,1,9,,5,,1.4,,3.2,,14.8,,0,,,M,,M,14,,,,22,,43,
2008/1/10,2008,1,10,,1.6,,-4.7,,-1.6,,19.6,,0,,,M,,M,3.6,,,,27,,57,
2008/1/11,2008,1,11,,-3.3,,-5.7,,-4.5,,22.5,,0,,,M,,M,8,,,,14,,39,
2008/1/12,2008,1,12,,3.1,,-7.2,,-2.1,,20.1,,0,,,M,,M,2,,,,30,,41,
2008/1/13,2008,1,13,,-7.1,,-15.8,,-11.5,,29.5,,0,,,M,,M,0,,,,32,,37,
2008/1/14,2008,1,14,,-7.6,,-16.7,,-12.2,,30.2,,0,,,M,,M,0,,,,35,,33,
2008/1/15,2008,1,15,,-5.2,,-8.1,,-6.7,,24.7,,0,,,M,,M,3,,,,33,,44,
2008/1/16,2008,1,16,,-5.1,,-20.8,,-13,,31,,0,,,M,,M,0,,,,35,,32,
2008/1/17,2008,1,17,,-5.9,,-23.8,,-14.9,,32.9,,0,,,M,,M,0,,,,,,<31,
2008/1/18,2008,1,18,,-1.9,,-7.8,,-4.9,,22.9,,0,,,M,,M,13,,,,23,,126,
2008/1/19,2008,1,19,,-3.6,,-17.4,,-10.5,,28.5,,0,,,M,,M,0,,,,26,,46,
2008/1/20,2008,1,20,,-15.7,,-25,,-20.4,,38.4,,0,,,M,,M,0,,,,30,,41,
2008/1/21,2008,1,21,,-21.3,,-25.9,,-23.6,,41.6,,0,,,M,,M,0,,,,32,,39,
2008/1/22,2008,1,22,,-14.5,,-26.7,,-20.6,,38.6,,0,,,M,,M,2,,,,,,<31,
2008/1/23,2008,1,23,,-11.2,,-24.2,,-17.7,,35.7,,0,,,M,,M,2,,,,28,,43,
2008/1/24,2008,1,24,,-15.7,,-29.7,,-22.7,,40.7,,0,,,M,,M,0,,,,33,,37,
2008/1/25,2008,1,25,,-17.4,,-34,,-25.7,,43.7,,0,,,M,,M,0,,,,,,<31,
2008/1/26,2008,1,26,,-15.4,,-28.4,,-21.9,,39.9,,0,,,M,,M,0,,,,,,<31,
2008/1/27,2008,1,27,,-8.7,,-30.3,,-19.5,,37.5,,0,,,M,,M,0,,,,,,<31,
2008/1/28,2008,1,28,,-8.3,,-27,,-17.7,,35.7,,0,,,M,,M,0,,,,,,<31,
2008/1/29,2008,1,29,,-3.4,,-18.6,,-11,,29,,0,,,M,,M,1,,,,,,<31,
2008/1/30,2008,1,30,,0.2,,-5.6,,-2.7,,20.7,,0,,,M,,M,5,,,,23,,54,
2008/1/31,2008,1,31,,-5.6,,-16,,-10.8,,28.8,,0,,,M,,M,0,,,,22,,43,
2008/2/1,2008,2,1,,-9.6,,-21.5,,-15.6,,33.6,,0,,,M,,M,8.6,,,,,,<31,
2008/2/2,2008,2,2,,-6.1,,-10.4,,-8.3,,26.3,,0,,,M,,M,23.4,,,,33,,39,
2008/2/3,2008,2,3,,-7.6,,-19.5,,-13.6,,31.6,,0,,,M,,M,0,,,,,,<31,
2008/2/4,2008,2,4,,-6.6,,-22.6,,-14.6,,32.6,,0,,,M,,M,0,,,,,,<31,
2008/2/5,2008,2,5,,-7,,-22.8,,-14.9,,32.9,,0,,,M,,M,8,,,,,,<31,
2008/2/6,2008,2,6,,-5.6,,-13.9,,-9.8,,27.8,,0,,,M,,M,0,,,,31,,35,
2008/2/7,2008,2,7,,-10.2,,-24.1,,-17.2,,35.2,,0,,,M,,M,0,,,,32,,32,
2008/2/8,2008,2,8,,-10.1,,-27.5,,-18.8,,36.8,,0,,,M,,M,0,,,,,,<31,
2008/2/9,2008,2,9,,-5.4,,-19.2,,-12.3,,30.3,,0,,,M,,M,2,,,,,,<31,
2008/2/10,2008,2,10,,-3.6,,-15.1,,-9.4,,27.4,,0,,,M,,M,3,,,,,,<31,
2008/2/11,2008,2,11,,-5.2,,-9.1,,-7.2,,25.2,,0,,,M,,M,5,,,,30,,41,
2008/2/12,2008,2,12,,-7.5,,-21.7,,-14.6,,32.6,,0,,,M,,M,0,,,,31,,44,
2008/2/13,2008,2,13,,-7,,-22.4,,-14.7,,32.7,,0,,,M,,M,17,,,,15,,37,
2008/2/14,2008,2,14,,-6.1,,-16.8,,-11.5,,29.5,,0,,,M,,M,2,,,,33,,41,
2008/2/15,2008,2,15,,-5.8,,-19.3,,-12.6,,30.6,,0,,,M,,M,2,,,,28,,56,
2008/2/16,2008,2,16,,-17.2,,-26.4,,-21.8,,39.8,,0,,,M,,M,0,,,,32,,46,
2008/2/17,2008,2,17,,-9,,-29.2,,-19.1,,37.1,,0,,,M,,M,4,,,,,,<31,
2008/2/18,2008,2,18,,4.4,,-9.1,,-2.4,,20.4,,0,,,M,,M,9,,,,25,,35,
2008/2/19,2008,2,19,,2.7,,-8.6,,-3,,21,,0,,,M,,M,0,,,,26,,44,
2008/2/20,2008,2,20,,-8.6,,-16.3,,-12.5,,30.5,,0,,,M,,M,0,,,,28,,39,
2008/2/21,2008,2,21,,-14.4,,-21.5,,-18,,36,,0,,,M,,M,0,,,,33,,41,
2008/2/22,2008,2,22,,-4.1,,-25.4,,-14.8,,32.8,,0,,,M,,M,0,,,,,,<31,
2008/2/23,2008,2,23,,-5.6,,-22.9,,-14.3,,32.3,,0,,,M,,M,0,,,,,,<31,
2008/2/24,2008,2,24,,0.2,,-8.4,,-4.1,,22.1,,0,,,M,,M,0,,,,25,,32,
2008/2/25,2008,2,25,,-1.3,,-5.5,,-3.4,,21.4,,0,,,M,,M,0,,,,,,<31,
2008/2/26,2008,2,26,,-5.5,,-15.3,,-10.4,,28.4,,0,,,M,,M,0,,,,,,<31,
2008/2/27,2008,2,27,,-6.4,,-13.8,,-10.1,,28.1,,0,,,M,,M,7.1,,,,34,,39,
2008/2/28,2008,2,28,,-13.1,,-24.1,,-18.6,,36.6,,0,,,M,,M,0,,,,29,,39,
2008/2/29,2008,2,29,,-12.1,,-28.6,,-20.4,,38.4,,0,,,M,,M,0,,,,,,<31,
2008/3/1,2008,3,1,,-7.5,,-26.4,,-17,,35,,0,,,M,,M,3,,,,14,,37,
2008/3/2,2008,3,2,,-5.7,,-10.8,,-8.3,,26.3,,0,,,M,,M,4.9,,,,35,,54,
2008/3/3,2008,3,3,,-3.5,,-16.2,,-9.9,,27.9,,0,,,M,,M,0,,,,14,,35,
2008/3/4,2008,3,4,,2.4,,-20,,-8.8,,26.8,,0,,,M,,M,1.1,,,,31,,72,
2008/3/5,2008,3,5,,-9.1,,-20.2,,-14.7,,32.7,,0,,,M,,M,16,,,,14,,39,
2008/3/6,2008,3,6,,-3.4,,-12.6,,-8,,26,,0,,,M,,M,3,,,,31,,43,
2008/3/7,2008,3,7,,4.6,,-12.2,,-3.8,,21.8,,0,,,M,,M,0,,,,,,<31,
2008/3/8,2008,3,8,,-1.4,,-10.8,,-6.1,,24.1,,0,,,M,,M,13,,,,34,,43,
2008/3/9,2008,3,9,,-10,,-20.1,,-15.1,,33.1,,0,,,M,,M,8,,,,35,,46,
2008/3/10,2008,3,10,,-6.9,,-24,,-15.5,,33.5,,0,,,M,,M,0,,,,,,<31,
2008/3/11,2008,3,11,,0.3,,-24.5,,-12.1,,30.1,,0,,,M,,M,0,,,,28,,37,
2008/3/12,2008,3,12,,-0.9,,-12.4,,-6.7,,24.7,,0,,,M,,M,1,,,,32,,43,
2008/3/13,2008,3,13,,-12.2,,-24.9,,-18.6,,36.6,,0,,,M,,M,0,,,,33,,35,
2008/3/14,2008,3,14,,-5.1,,-28.1,,-16.6,,34.6,,0,,,M,,M,0,,,,,,<31,
2008/3/15,2008,3,15,,-2,,-13.3,,-7.7,,25.7,,0,,,M,,M,0,,,,,,<31,
2008/3/16,2008,3,16,,-1.1,,-8.7,,-4.9,,22.9,,0,,,M,,M,1,,,,,,<31,
2008/3/17,2008,3,17,,-3.2,,-11,,-7.1,,25.1,,0,,,M,,M,1,,,,33,,44,
2008/3/18,2008,3,18,,-1.2,,-19.3,,-10.3,,28.3,,0,,,M,,M,0,,,,,,<31,
2008/3/19,2008,3,19,,2.6,,-20.9,,-9.2,,27.2,,0,,,M,,M,0,,,,14,,39,
2008/3/20,2008,3,20,,-2.4,,-6.4,,-4.4,,22.4,,0,,,M,,M,33.1,,,,34,,37,
2008/3/21,2008,3,21,,-2.9,,-9,,-6,,24,,0,,,M,,M,7,,,,29,,67,
2008/3/22,2008,3,22,,-9,,-11.8,,-10.4,,28.4,,0,,,M,,M,0,,,,30,,39,
2008/3/23,2008,3,23,,-11.8,,-16.6,,-14.2,,32.2,,0,,,M,,M,0,,,,28,,54,
2008/3/24,2008,3,24,,-11.2,,-21.3,,-16.3,,34.3,,0,,,M,,M,0,,,,28,,44,
2008/3/25,2008,3,25,,-4.1,,-26.6,,-15.4,,33.4,,0,,,M,,M,0,,,,,,<31,
2008/3/26,2008,3,26,,0.1,,-8.3,,-4.1,,22.1,,0,,,M,,M,4,,,,31,,48,
2008/3/27,2008,3,27,,-1.6,,-16.6,,-9.1,,27.1,,0,,,M,,M,0,,,,32,,48,
2008/3/28,2008,3,28,,-6.2,,-21.6,,-13.9,,31.9,,0,,,M,,M,0,,,,,,<31,
2008/3/29,2008,3,29,,-2.9,,-25,,-14,,32,,0,,,M,,M,0,,,,33,,39,
2008/3/30,2008,3,30,,-0.4,,-12.6,,-6.5,,24.5,,0,,,M,,M,0,,,,34,,35,
2008/3/31,2008,3,31,,3.7,,-13.5,,-4.9,,22.9,,0,,,M,,M,0,,,,18,,32,
2008/4/1,2008,4,1,,0.9,,-2.7,,-0.9,,18.9,,0,,,M,,M,10,,,,12,,41,
2008/4/2,2008,4,2,,2.9,,-8.1,,-2.6,,20.6,,0,,,M,,M,5,,,,29,,78,
2008/4/3,2008,4,3,,1.5,,-8.8,,-3.7,,21.7,,0,,,M,,M,0,,,,29,,70,
2008/4/4,2008,4,4,,9.2,,-2.1,,3.6,,14.4,,0,,,M,,M,0,,,,28,,33,
2008/4/5,2008,4,5,,4.4,,0.1,,2.3,,15.7,,0,,,M,,M,0,,,,,,<31,
2008/4/6,2008,4,6,,5.6,,-4.4,,0.6,,17.4,,0,,,M,,M,0,,,,,,<31,
2008/4/7,2008,4,7,,10.5,,-6.9,,1.8,,16.2,,0,,,M,,M,0,,,,,,<31,
2008/4/8,2008,4,8,,11.8,,-5.5,,3.2,,14.8,,0,,,M,,M,0,,,,,,<31,
2008/4/9,2008,4,9,,13.1,,-2.1,,5.5,,12.5,,0,,,M,,M,0,,,,,,<31,
2008/4/10,2008,4,10,,8,,1.7,,4.9,,13.1,,0,,,M,,M,2.8,,,,30,,50,
2008/4/11,2008,4,11,,3.6,,0.5,,2.1,,15.9,,0,,,M,,M,0,,,,31,,52,
2008/4/12,2008,4,12,,2.7,,-1.2,,0.8,,17.2,,0,,,M,,M,3,,,,,,<31,
2008/4/13,2008,4,13,,2.4,,-2.1,,0.2,,17.8,,0,,,M,,M,5,,,,,,<31,
2008/4/14,2008,4,14,,3.7,,-3,,0.4,,17.6,,0,,,M,,M,2,,,,32,,43,
2008/4/15,2008,4,15,,5.4,,-3.5,,1,,17,,0,,,M,,M,0,,,,32,,37,
2008/4/16,2008,4,16,,14.3,,-3.8,,5.3,,12.7,,0,,,M,,M,0,,,,,,<31,
2008/4/17,2008,4,17,,20.4,,1.1,,10.8,,7.2,,0,,,M,,M,0,,,,,,<31,
2008/4/18,2008,4,18,,13.4,,-1.1,,6.2,,11.8,,0,,,M,,M,0,,,,32,,33,
2008/4/19,2008,4,19,,11.1,,2.6,,6.9,,11.1,,0,,,M,,M,0,,,,,,<31,
2008/4/20,2008,4,20,,6.8,,1.4,,4.1,,13.9,,0,,,M,,M,0,,,,,,<31,
2008/4/21,2008,4,21,,14,,-1.7,,6.2,,11.8,,0,,,M,,M,0,,,,,,<31,
2008/4/22,2008,4,22,,13.5,,-3.2,,5.2,,12.8,,0,,,M,,M,0,,,,,,<31,
2008/4/23,2008,4,23,,5.4,,-0.4,,2.5,,15.5,,0,,,M,,M,8,,,,,,<31,
2008/4/24,2008,4,24,,3.2,,-0.8,,1.2,,16.8,,0,,,M,,M,4,,,,,,<31,
2008/4/25,2008,4,25,,10.7,,-2.5,,4.1,,13.9,,0,,,M,,M,0,,,,,,<31,
2008/4/26,2008,4,26,,13,,-4.1,,4.5,,13.5,,0,,,M,,M,0,,,,14,,32,
2008/4/27,2008,4,27,,10.5,,-2.9,,3.8,,14.2,,0,,,M,,M,0,,,,,,<31,
2008/4/28,2008,4,28,,15.1,,-1.8,,6.7,,11.3,,0,,,M,,M,1,,,,14,,37,
2008/4/29,2008,4,29,,8.6,,3.7,,6.2,,11.8,,0,,,M,,M,31,,,,16,,52,
2008/4/30,2008,4,30,,8.1,,0.5,,4.3,,13.7,,0,,,M,,M,2,,,,14,,52,
2008/5/1,2008,5,1,,4.6,,0.2,,2.4,,15.6,,0,,,M,,M,0,,,,,,<31,
2008/5/2,2008,5,2,,3.6,,1.2,,2.4,,15.6,,0,,,M,,M,2,,,,,,<31,
2008/5/3,2008,5,3,,11.3,,0.9,,6.1,,11.9,,0,,,M,,M,2,,,,,,<31,
2008/5/4,2008,5,4,,14.6,,0.9,,7.8,,10.2,,0,,,M,,M,1,,,,18,,39,
2008/5/5,2008,5,5,,13.8,,-0.3,,6.8,,11.2,,0,,,M,,M,0,,,,,,<31,
2008/5/6,2008,5,6,,19.9,,-0.6,,9.7,,8.3,,0,,,M,,M,0,,,,,,<31,
2008/5/7,2008,5,7,,13.3,,1.9,,7.6,,10.4,,0,,,M,,M,1,,,,35,,35,
2008/5/8,2008,5,8,,8.2,,1.9,,5.1,,12.9,,0,,,M,,M,9,,,,29,,48,
2008/5/9,2008,5,9,,11.4,,0.6,,6,,12,,0,,,M,,M,0,,,,32,,46,
2008/5/10,2008,5,10,,11,,2.4,,6.7,,11.3,,0,,,M,,M,0,,,,,,<31,
2008/5/11,2008,5,11,,14.9,,0.4,,7.7,,10.3,,0,,,M,,M,1,,,,,,<31,
2008/5/12,2008,5,12,,17.4,,-1.1,,8.2,,9.8,,0,,,M,,M,0,,,,34,,46,
2008/5/13,2008,5,13,,19,,-0.1,,9.5,,8.5,,0,,,M,,M,1,,,,31,,32,
2008/5/14,2008,5,14,,22.2,,0.8,,11.5,,6.5,,0,,,M,,M,0,,,,13,,39,
2008/5/15,2008,5,15,,21,,2.8,,11.9,,6.1,,0,,,M,,M,0,,,,12,,32,
2008/5/16,2008,5,16,,13.5,,2,,7.8,,10.2,,0,,,M,,M,0,,,,,,<31,
2008/5/17,2008,5,17,,17.2,,1.1,,9.2,,8.8,,0,,,M,,M,0,,,,31,,32,
2008/5/18,2008,5,18,,15.7,,3.6,,9.7,,8.3,,0,,,M,,M,2,,,,,,<31,
2008/5/19,2008,5,19,,12.8,,3.3,,8.1,,9.9,,0,,,M,,M,10,,,,,,<31,
2008/5/20,2008,5,20,,11.8,,3.7,,7.8,,10.2,,0,,,M,,M,1,,,,28,,32,
2008/5/21,2008,5,21,,15.1,,3.2,,9.2,,8.8,,0,,,M,,M,0,,,,,,<31,
2008/5/22,2008,5,22,,16.6,,4.2,,10.4,,7.6,,0,,,M,,M,0,,,,,,<31,
2008/5/23,2008,5,23,,8.1,,5.4,,6.8,,11.2,,0,,,M,,M,0,,,,33,,37,
2008/5/24,2008,5,24,,14.6,,4.7,,9.7,,8.3,,0,,,M,,M,0,,,,32,,39,
2008/5/25,2008,5,25,,20.2,,5.1,,12.7,,5.3,,0,,,M,,M,0,,,,28,,44,
2008/5/26,2008,5,26,,20.6,,12.7,,16.7,,1.3,,0,,,M,,M,0,,,,26,,37,
2008/5/27,2008,5,27,,12.9,,4.9,,8.9,,9.1,,0,,,M,,M,0,,,,33,,44,
2008/5/28,2008,5,28,,12.3,,4.3,,8.3,,9.7,,0,,,M,,M,1,,,,29,,48,
2008/5/29,2008,5,29,,13.2,,5.7,,9.5,,8.5,,0,,,M,,M,1.9,,,,31,,67,
2008/5/30,2008,5,30,,15.2,,3,,9.1,,8.9,,0,,,M,,M,0,,,,30,,37,
2008/5/31,2008,5,31,,18.8,,2,,10.4,,7.6,,0,,,M,,M,0,,,,14,,33,
2008/6/1,2008,6,1,,10,,6.7,,8.4,,9.6,,0,,,M,,M,2,,,,,,<31,
2008/6/2,2008,6,2,,13.2,,4.5,,8.9,,9.1,,0,,,M,,M,0,,,,33,,33,
2008/6/3,2008,6,3,,16.9,,4.5,,10.7,,7.3,,0,,,M,,M,0,,,,31,,39,
2008/6/4,2008,6,4,,15,,1.4,,8.2,,9.8,,0,,,M,,M,0,,,,,,<31,
2008/6/5,2008,6,5,,19.3,,-0.1,,9.6,,8.4,,0,,,M,,M,0,,,,,,<31,
2008/6/6,2008,6,6,,21.5,,2.9,,12.2,,5.8,,0,,,M,,M,0,,,,17,,33,
2008/6/7,2008,6,7,,20.9,,10.3,,15.6,,2.4,,0,,,M,,M,2,,,,,,<31,
2008/6/8,2008,6,8,,24.6,,11.5,,18.1,,0,,0.1,,,M,,M,2,,,,,,<31,
2008/6/9,2008,6,9,,20.7,,11.1,,15.9,,2.1,,0,,,M,,M,0,,,,,,<31,
2008/6/10,2008,6,10,,14.3,,12.1,,13.2,,4.8,,0,,,M,,M,1,,,,,,<31,
2008/6/11,2008,6,11,,21.5,,12.1,,16.8,,1.2,,0,,,M,,M,5,,,,29,,39,
2008/6/12,2008,6,12,,18.8,,9.3,,14.1,,3.9,,0,,,M,,M,0,,,,33,,52,
2008/6/13,2008,6,13,,21.2,,5.8,,13.5,,4.5,,0,,,M,,M,0,,,,33,,37,
2008/6/14,2008,6,14,,24.5,,3.5,,14,,4,,0,,,M,,M,0,,,,,,<31,
2008/6/15,2008,6,15,,21.1,,12.1,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
2008/6/16,2008,6,16,,17.6,,12.3,,15,,3,,0,,,M,,M,0,,,,,,<31,
2008/6/17,2008,6,17,,13.4,,11.2,,12.3,,5.7,,0,,,M,,M,6,,,,,,<31,
2008/6/18,2008,6,18,,15,,11,,13,,5,,0,,,M,,M,7,,,,,,<31,
2008/6/19,2008,6,19,,17.3,,12.2,,14.8,,3.2,,0,,,M,,M,9,,,,11,,32,
2008/6/20,2008,6,20,,21.3,,11.4,,16.4,,1.6,,0,,,M,,M,7,,,,,,<31,
2008/6/21,2008,6,21,,19.9,,10.3,,15.1,,2.9,,0,,,M,,M,17,,,,,,<31,
2008/6/22,2008,6,22,,24.9,,10.5,,17.7,,0.3,,0,,,M,,M,14,,,,23,,39,
2008/6/23,2008,6,23,,25.5,,15.3,,20.4,,0,,2.4,,,M,,M,9,,,,,,<31,
2008/6/24,2008,6,24,,22.4,,13.3,,17.9,,0.1,,0,,,M,,M,2,,,,32,,39,
2008/6/25,2008,6,25,,21.6,,10.7,,16.2,,1.8,,0,,,M,,M,0,,,,34,,35,
2008/6/26,2008,6,26,,21.6,,12.9,,17.3,,0.7,,0,,,M,,M,2,,,,14,,32,
2008/6/27,2008,6,27,,19.3,,11.6,,15.5,,2.5,,0,,,M,,M,0,,,,,,<31,
2008/6/28,2008,6,28,,18.9,,10.5,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2008/6/29,2008,6,29,,13.9,,10.4,,12.2,,5.8,,0,,,M,,M,10,,,,13,,35,
2008/6/30,2008,6,30,,21.9,,12.3,,17.1,,0.9,,0,,,M,,M,15,,,,,,<31,
2008/7/1,2008,7,1,,23.8,,11,,17.4,,0.6,,0,,,M,,M,0,,,,23,,32,
2008/7/2,2008,7,2,,27.3,,10,,18.7,,0,,0.7,,,M,,M,,M,,,,,<31,
2008/7/3,2008,7,3,,,M,12.4,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2008/7/4,2008,7,4,,23,,8.2,,15.6,,2.4,,0,,,M,,M,0,,,,31,,39,
2008/7/5,2008,7,5,,24.9,,7.7,,16.3,,1.7,,0,,,M,,M,0,,,,23,,32,
2008/7/6,2008,7,6,,28.4,,14.5,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2008/7/7,2008,7,7,,28.7,,14.4,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
2008/7/8,2008,7,8,,25.5,,15.9,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
2008/7/9,2008,7,9,,22.2,,19.8,,21,,0,,3,,,M,,M,0,,,,,,<31,
2008/7/10,2008,7,10,,25.1,,14.3,,19.7,,0,,1.7,,,M,,M,2,,,,27,,37,
2008/7/11,2008,7,11,,21.8,,9.8,,15.8,,2.2,,0,,,M,,M,0,,,,28,,37,
2008/7/12,2008,7,12,,22.5,,8.5,,15.5,,2.5,,0,,,M,,M,0,,,,,,<31,
2008/7/13,2008,7,13,,20.3,,11.2,,15.8,,2.2,,0,,,M,,M,21,,,,17,,33,
2008/7/14,2008,7,14,,25.5,,15.6,,20.6,,0,,2.6,,,M,,M,4,,,,,,<31,
2008/7/15,2008,7,15,,24.3,,14,,19.2,,0,,1.2,,,M,,M,0,,,,30,,35,
2008/7/16,2008,7,16,,26.2,,13.7,,20,,0,,2,,,M,,M,0,,,,19,,37,
2008/7/17,2008,7,17,,23,,14.1,,18.6,,0,,0.6,,,M,,M,0,,,,30,,32,
2008/7/18,2008,7,18,,23.3,,11.6,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2008/7/19,2008,7,19,,26,,11.4,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2008/7/20,2008,7,20,,26.7,,12.7,,19.7,,0,,1.7,,,M,,M,0,,,,,,<31,
2008/7/21,2008,7,21,,24.1,,13.9,,19,,0,,1,,,M,,M,5,,,,34,,32,
2008/7/22,2008,7,22,,24.2,,13.9,,19.1,,0,,1.1,,,M,,M,5,,,,,,<31,
2008/7/23,2008,7,23,,25.4,,12.3,,18.9,,0,,0.9,,,M,,M,1,,,,16,,32,
2008/7/24,2008,7,24,,23,,16,,19.5,,0,,1.5,,,M,,M,0,,,,13,,33,
2008/7/25,2008,7,25,,24.6,,16.4,,20.5,,0,,2.5,,,M,,M,1,,,,17,,39,
2008/7/26,2008,7,26,,27.7,,15.4,,21.6,,0,,3.6,,,M,,M,0,,,,19,,35,
2008/7/27,2008,7,27,,25.8,,17.1,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2008/7/28,2008,7,28,,23.9,,15.6,,19.8,,0,,1.8,,,M,,M,13,,,,29,,39,
2008/7/29,2008,7,29,,23.1,,14.4,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2008/7/30,2008,7,30,,25.4,,13,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2008/7/31,2008,7,31,,26.4,,14.1,,20.3,,0,,2.3,,,M,,M,14,,,,15,,46,
2008/8/1,2008,8,1,,22.3,,17,,19.7,,0,,1.7,,,M,,M,1,,,,15,,35,
2008/8/2,2008,8,2,,18.1,,15.3,,16.7,,1.3,,0,,,M,,M,37,,,,,,<31,
2008/8/3,2008,8,3,,19.2,,15.7,,17.5,,0.5,,0,,,M,,M,17,,,,,,<31,
2008/8/4,2008,8,4,,18.9,,11.2,,15.1,,2.9,,0,,,M,,M,3,,,,,,<31,
2008/8/5,2008,8,5,,23,,9.1,,16.1,,1.9,,0,,,M,,M,0,,,,,,<31,
