Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2016/1/6,2016,1,6,,-3.5,,-10.8,,-7.2,,25.2,,0,,,M,,M,0,,,,,,<31,
2016/1/7,2016,1,7,,-2.1,,-11.3,,-6.7,,24.7,,0,,,M,,M,1,,,,33,,37,
2016/1/8,2016,1,8,,-4.9,,-15,,-10,,28,,0,,,M,,M,0,,,,,,<31,
2016/1/9,2016,1,9,,-4.6,,-14.3,,-9.5,,27.5,,0,,,M,,M,0,,,,,,<31,
2016/1/10,2016,1,10,,2.9,,-4.8,,-1,,19,,0,,,M,,M,13,,,,13,,67,
2016/1/11,2016,1,11,,,M,-2.5,E,,M,,M,,M,,M,,M,,M,,,16,,61,
2016/1/12,2016,1,12,,-10.2,,-16.6,,-13.4,,31.4,,0,,,M,,M,0,,,,,,<31,
2016/1/13,2016,1,13,,-6.3,,-11.8,,-9.1,,27.1,,0,,,M,,M,6,,,,33,,41,
2016/1/14,2016,1,14,,-11.2,,-14.9,,-13.1,,31.1,,0,,,M,,M,1,,,,29,,41,
2016/1/15,2016,1,15,,-10.9,,-16.8,,-13.9,,31.9,,0,,,M,,M,0,,,,32,,44,
2016/1/16,2016,1,16,,-7.7,,-18.4,,-13.1,,31.1,,0,,,M,,M,0,,,,,,<31,
2016/1/17,2016,1,17,,-5,,-12.2,,-8.6,,26.6,,0,,,M,,M,0,,,,34,,33,
2016/1/18,2016,1,18,,-11.6,,-13.9,,-12.8,,30.8,,0,,,M,,M,0,,,,32,,43,
2016/1/19,2016,1,19,,-5.8,,-13,,-9.4,,27.4,,0,,,M,,M,4,,,,32,,63,
2016/1/20,2016,1,20,,-5.8,,-10.2,,-8,,26,,0,,,M,,M,1.1,,,,29,,67,
2016/1/21,2016,1,21,,-9.4,,-12.2,,-10.8,,28.8,,0,,,M,,M,0,,,,32,,52,
2016/1/22,2016,1,22,,-11.1,,-13.5,,-12.3,,30.3,,0,,,M,,M,0,,,,31,,44,
2016/1/23,2016,1,23,,-10.2,,-23,,-16.6,,34.6,,0,,,M,,M,0,,,,33,,33,
2016/1/24,2016,1,24,,-7.4,,-25.8,,-16.6,,34.6,,0,,,M,,M,0,,,,,,<31,
2016/1/25,2016,1,25,,-6.6,,-17.5,,-12.1,,30.1,,0,,,M,,M,0,,,,,,<31,
2016/1/26,2016,1,26,,-0.6,,-16.7,,-8.7,,26.7,,0,,,M,,M,3,,,,,,<31,
2016/1/27,2016,1,27,,-1.3,,-16.7,,-9,,27,,0,,,M,,M,2,,,,34,,44,
2016/1/28,2016,1,28,,-6.3,,-16.6,,-11.5,,29.5,,0,,,M,,M,0,,,,,,<31,
2016/1/29,2016,1,29,,-2.3,,-12,,-7.2,,25.2,,0,,,M,,M,0,,,,,,<31,
2016/1/30,2016,1,30,,-3.3,,-7.8,,-5.6,,23.6,,0,,,M,,M,0,,,,,,<31,
2016/1/31,2016,1,31,,2.7,,-4.7,,-1,,19,,0,,,M,,M,0,,,,,,<31,
2016/2/1,2016,2,1,,6.3,,-10.5,,-2.1,,20.1,,0,,,M,,M,5,,,,28,,54,
2016/2/2,2016,2,2,,-10.5,,-14.9,,-12.7,,30.7,,0,,,M,,M,0,,,,32,,43,
2016/2/3,2016,2,3,,-6.4,,-19.2,,-12.8,,30.8,,0,,,M,,M,11,,,,,,<31,
2016/2/4,2016,2,4,,4.8,,-7,,-1.1,,19.1,,0,,,M,,M,0,,,,29,,35,
2016/2/5,2016,2,5,,-7,,-11.8,,-9.4,,27.4,,0,,,M,,M,0,,,,33,,33,
2016/2/6,2016,2,6,,-6.1,,-12.9,,-9.5,,27.5,,0,,,M,,M,0,,,,32,,39,
2016/2/7,2016,2,7,,-4,,-19.9,,-12,,30,,0,,,M,,M,3,,,,30,,54,
2016/2/8,2016,2,8,,-7.9,,-25.3,,-16.6,,34.6,,0,,,M,,M,0,,,,,,<31,
2016/2/9,2016,2,9,,-7,,-11,,-9,,27,,0,,,M,,M,3,,,,,,<31,
2016/2/10,2016,2,10,,-5,,-15.5,,-10.3,,28.3,,0,,,M,,M,1,,,,,,<31,
2016/2/11,2016,2,11,,,M,-15.5,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2016/2/12,2016,2,12,,,,,,,,,,,,,,,,,,,,,,,
2016/2/13,2016,2,13,,,,,,,,,,,,,,,,,,,,,,,
2016/2/14,2016,2,14,,,,,,,,,,,,,,,,,,,,,,,
2016/2/15,2016,2,15,,,,,,,,,,,,,,,,,,,,,,,
2016/2/16,2016,2,16,,,,,,,,,,,,,,,,,,,,,,,
2016/2/17,2016,2,17,,,,,,,,,,,,,,,,,,,,,,,
2016/2/18,2016,2,18,,,,,,,,,,,,,,,,,,,,,,,
2016/2/19,2016,2,19,,,,,,,,,,,,,,,,,,,,,,,
2016/2/20,2016,2,20,,,,,,,,,,,,,,,,,,,,,,,
2016/2/21,2016,2,21,,2.5,E,,M,,M,,M,,M,,M,,M,,M,,,33,,48,
2016/2/22,2016,2,22,,-12.8,,-21.4,,-17.1,,35.1,,0,,,M,,M,0,,,,32,,44,
2016/2/23,2016,2,23,,-7.3,,-25.1,,-16.2,,34.2,,0,,,M,,M,0,,,,,,<31,
2016/2/24,2016,2,24,,-4.5,,-18.2,,-11.4,,29.4,,0,,,M,,M,16.1,,,,,,<31,
2016/2/25,2016,2,25,,2.5,,-4.6,,-1.1,,19.1,,0,,,M,,M,26.9,,,,35,,33,
2016/2/26,2016,2,26,,0.1,,-13.4,,-6.7,,24.7,,0,,,M,,M,3,,,,29,,56,
2016/2/27,2016,2,27,,-3,,-18.2,,-10.6,,28.6,,0,,,M,,M,0,,,,33,,43,
2016/2/28,2016,2,28,,-2.3,,-15,,-8.7,,26.7,,0,,,M,,M,2,,,,30,,59,
2016/2/29,2016,2,29,,-5.6,,-14.1,,-9.9,,27.9,,0,,,M,,M,23,,,,15,,32,
2016/3/1,2016,3,1,,-6.9,,-19.9,,-13.4,,31.4,,0,,,M,,M,5,,,,32,,52,
2016/3/2,2016,3,2,,-8.8,,-19.9,,-14.4,,32.4,,0,,,M,,M,24,,,,35,,48,
2016/3/3,2016,3,3,,-14.6,,-19.6,,-17.1,,35.1,,0,,,M,,M,5,,,,28,,50,
2016/3/4,2016,3,4,,-9.2,,-25.4,,-17.3,,35.3,,0,,,M,,M,1,,,,29,,35,
2016/3/5,2016,3,5,,-6.5,,-28.7,,-17.6,,35.6,,0,,,M,,M,2,,,,,,<31,
2016/3/6,2016,3,6,,-2.4,,-27.5,,-15,,33,,0,,,M,,M,5,,,,,,<31,
2016/3/7,2016,3,7,,1.7,,-21,,-9.7,,27.7,,0,,,M,,M,2,,,,30,,39,
2016/3/8,2016,3,8,,0.2,,-16,,-7.9,,25.9,,0,,,M,,M,0,,,,33,,33,
2016/3/9,2016,3,9,,-3.4,,-12.2,,-7.8,,25.8,,0,,,M,,M,9,,,,,,<31,
2016/3/10,2016,3,10,,-2.2,,-11.1,,-6.7,,24.7,,0,,,M,,M,6,,,,,,<31,
2016/3/11,2016,3,11,,-1.1,,-14.8,,-8,,26,,0,,,M,,M,0,,,,29,,43,
2016/3/12,2016,3,12,,5.1,,-11.3,,-3.1,,21.1,,0,,,M,,M,0,,,,28,,37,
2016/3/13,2016,3,13,,3.8,,-14.9,,-5.6,,23.6,,0,,,M,,M,1.4,,,,32,,74,
2016/3/14,2016,3,14,,1.5,,-19.4,,-9,,27,,0,,,M,,M,0,,,,,,<31,
2016/3/15,2016,3,15,,0,,-5.1,,-2.6,,20.6,,0,,,M,,M,5.6,,,,15,,32,
2016/3/16,2016,3,16,,4.6,,-7,,-1.2,,19.2,,0,,,M,,M,2,,,,33,,32,
2016/3/17,2016,3,17,,-2.1,,-9.6,,-5.9,,23.9,,0,,,M,,M,1,,,,,,<31,
2016/3/18,2016,3,18,,-4.2,,-15.8,,-10,,28,,0,,,M,,M,2,,,,,,<31,
2016/3/19,2016,3,19,,-9.1,,-16.2,,-12.7,,30.7,,0,,,M,,M,1,,,,30,,37,
2016/3/20,2016,3,20,,-3.3,,-20.4,,-11.9,,29.9,,0,,,M,,M,0,,,,,,<31,
2016/3/21,2016,3,21,,-1.7,,-20.6,,-11.2,,29.2,,0,,,M,,M,1,,,,30,,41,
2016/3/22,2016,3,22,,-5.3,,-15.5,,-10.4,,28.4,,0,,,M,,M,0,,,,30,,67,
2016/3/23,2016,3,23,,-9.2,,-17.1,,-13.2,,31.2,,0,,,M,,M,0,,,,30,,39,
2016/3/24,2016,3,24,,-7.1,,-17.1,,-12.1,,30.1,,0,,,M,,M,0,,,,32,,32,
2016/3/25,2016,3,25,,-5.9,,-10.2,,-8.1,,26.1,,0,,,M,,M,14,,,,,,<31,
2016/3/26,2016,3,26,,-0.6,,-11,,-5.8,,23.8,,0,,,M,,M,0,,,,,,<31,
2016/3/27,2016,3,27,,9.5,,-13.1,,-1.8,,19.8,,0,,,M,,M,1,,,,,,<31,
2016/3/28,2016,3,28,,7.8,,-1.5,,3.2,,14.8,,0,,,M,,M,19,,,,,,<31,
2016/3/29,2016,3,29,,0,,-10.2,,-5.1,,23.1,,0,,,M,,M,6,,,,33,,48,
2016/3/30,2016,3,30,,4.7,,-11.8,,-3.6,,21.6,,0,,,M,,M,0,,,,22,,32,
2016/3/31,2016,3,31,,8.4,,2.1,,5.3,,12.7,,0,,,M,,M,8,,,,,,<31,
2016/4/1,2016,4,1,,14.2,,2.2,,8.2,,9.8,,0,,,M,,M,2,,,,19,,33,
2016/4/2,2016,4,2,,6.5,,-0.8,,2.9,,15.1,,0,,,M,,M,0,,,,,,<31,
2016/4/3,2016,4,3,,0.8,,-14.4,,-6.8,,24.8,,0,,,M,,M,1,,,,29,,61,
2016/4/4,2016,4,4,,-9.7,,-16,,-12.9,,30.9,,0,,,M,,M,0,,,,30,,50,
2016/4/5,2016,4,5,,-9,,-16.9,,-13,,31,,0,,,M,,M,0,,,,32,,46,
2016/4/6,2016,4,6,,0.1,,-12.6,,-6.3,,24.3,,0,,,M,,M,0,,,,35,,35,
2016/4/7,2016,4,7,,6.4,,-3.5,,1.5,,16.5,,0,,,M,,M,10,,,,13,,33,
2016/4/8,2016,4,8,,10.5,,1.6,,6.1,,11.9,,0,,,M,,M,5,,,,14,,48,
2016/4/9,2016,4,9,,2.1,,-7.6,,-2.8,,20.8,,0,,,M,,M,0,,,,29,,39,
2016/4/10,2016,4,10,,-2.3,,-9.3,,-5.8,,23.8,,0,,,M,,M,0,,,,32,,46,
2016/4/11,2016,4,11,,0.7,,-12.4,,-5.9,,23.9,,0,,,M,,M,9,,,,14,,35,
2016/4/12,2016,4,12,,5.7,,-0.5,,2.6,,15.4,,0,,,M,,M,11,,,,31,,33,
2016/4/13,2016,4,13,,3.2,,-5.6,,-1.2,,19.2,,0,,,M,,M,0,,,,,,<31,
2016/4/14,2016,4,14,,3.3,,-7.5,,-2.1,,20.1,,0,,,M,,M,0,,,,31,,32,
2016/4/15,2016,4,15,,6.1,,-9.5,,-1.7,,19.7,,0,,,M,,M,0,,,,,,<31,
2016/4/16,2016,4,16,,9.7,,-8.9,,0.4,,17.6,,0,,,M,,M,0,,,,,,<31,
2016/4/17,2016,4,17,,15.1,,-2.5,,6.3,,11.7,,0,,,M,,M,0,,,,33,,32,
2016/4/18,2016,4,18,,6,,-3,,1.5,,16.5,,0,,,M,,M,0,,,,,,<31,
2016/4/19,2016,4,19,,7.5,,-3.6,,2,,16,,0,,,M,,M,0,,,,32,,32,
2016/4/20,2016,4,20,,6.4,,-0.7,,2.9,,15.1,,0,,,M,,M,0,,,,,,<31,
2016/4/21,2016,4,21,,17,,-2.6,,7.2,,10.8,,0,,,M,,M,0,,,,33,,32,
2016/4/22,2016,4,22,,19.8,,-1.6,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
2016/4/23,2016,4,23,,5.7,,-1.4,,2.2,,15.8,,0,,,M,,M,0,,,,31,,39,
2016/4/24,2016,4,24,,2.9,,-4,,-0.6,,18.6,,0,,,M,,M,0,,,,30,,50,
2016/4/25,2016,4,25,,0.9,,-5.3,,-2.2,,20.2,,0,,,M,,M,0,,,,30,,44,
2016/4/26,2016,4,26,,2.2,,-4.9,,-1.4,,19.4,,0,,,M,,M,0,,,,32,,37,
2016/4/27,2016,4,27,,-2.1,,-8.3,,-5.2,,23.2,,0,,,M,,M,0,,,,35,,32,
2016/4/28,2016,4,28,,0.9,,-8,,-3.6,,21.6,,0,,,M,,M,0,,,,30,,46,
2016/4/29,2016,4,29,,4.8,,-5.3,,-0.3,,18.3,,0,,,M,,M,0,,,,33,,37,
2016/4/30,2016,4,30,,10.6,,-5.6,,2.5,,15.5,,0,,,M,,M,0,,,,,,<31,
2016/5/1,2016,5,1,,14.2,,-3.9,,5.2,,12.8,,0,,,M,,M,0,,,,,,<31,
2016/5/2,2016,5,2,,13.3,,-0.9,,6.2,,11.8,,0,,,M,,M,0,,,,,,<31,
2016/5/3,2016,5,3,,8.4,,3,,5.7,,12.3,,0,,,M,,M,2,,,,,,<31,
2016/5/4,2016,5,4,,12.6,,2.9,,7.8,,10.2,,0,,,M,,M,0,,,,,,<31,
2016/5/5,2016,5,5,,13,,2.1,,7.6,,10.4,,0,,,M,,M,0,,,,,,<31,
2016/5/6,2016,5,6,,15.6,,1,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2016/5/7,2016,5,7,,21.6,,-0.4,,10.6,,7.4,,0,,,M,,M,1,,,,13,,35,
2016/5/8,2016,5,8,,17.7,,1.7,,9.7,,8.3,,0,,,M,,M,8,,,,29,,37,
2016/5/9,2016,5,9,,3.3,,0.2,,1.8,,16.2,,0,,,M,,M,9,,,,29,,54,
2016/5/10,2016,5,10,,8.3,,-1.1,,3.6,,14.4,,0,,,M,,M,0,,,,31,,43,
2016/5/11,2016,5,11,,12.3,,-0.8,,5.8,,12.2,,0,,,M,,M,0,,,,32,,44,
2016/5/12,2016,5,12,,19.1,,1,,10.1,,7.9,,0,,,M,,M,0,,,,33,,32,
2016/5/13,2016,5,13,,22,,1.7,,11.9,,6.1,,0,,,M,,M,0,,,,14,,33,
2016/5/14,2016,5,14,,10,,5.3,,7.7,,10.3,,0,,,M,,M,24,,,,,,<31,
2016/5/15,2016,5,15,,10.1,,3.8,,7,,11,,0,,,M,,M,5,,,,13,,37,
2016/5/16,2016,5,16,,6.6,,4.1,,5.4,,12.6,,0,,,M,,M,7,,,,32,,41,
2016/5/17,2016,5,17,,13.8,,5.4,,9.6,,8.4,,0,,,M,,M,0,,,,31,,37,
2016/5/18,2016,5,18,,17.4,,3.5,,10.5,,7.5,,0,,,M,,M,0,,,,,,<31,
2016/5/19,2016,5,19,,21.2,,1.3,,11.3,,6.7,,0,,,M,,M,0,,,,,,<31,
2016/5/20,2016,5,20,,23.2,,3.9,,13.6,,4.4,,0,,,M,,M,0,,,,31,,35,
2016/5/21,2016,5,21,,25.1,,7.6,,16.4,,1.6,,0,,,M,,M,1,,,,28,,43,
2016/5/22,2016,5,22,,19.8,,3.8,,11.8,,6.2,,0,,,M,,M,0,,,,33,,33,
2016/5/23,2016,5,23,,25,,2.5,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2016/5/24,2016,5,24,,,M,6.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/5/25,2016,5,25,,,M,,M,,M,,M,,M,,M,,M,,M,,,33,,39,
2016/5/26,2016,5,26,,15.8,,7.1,,11.5,,6.5,,0,,,M,,M,0,,,,33,,35,
2016/5/27,2016,5,27,,9.2,,7.2,,8.2,,9.8,,0,,,M,,M,0,,,,17,,35,
2016/5/28,2016,5,28,,12.6,,6.2,,9.4,,8.6,,0,,,M,,M,0,,,,,,<31,
2016/5/29,2016,5,29,,16.3,,5.7,,11,,7,,0,,,M,,M,0,,,,,,<31,
2016/5/30,2016,5,30,,22.8,,10,,16.4,,1.6,,0,,,M,,M,0,,,,11,,32,
2016/5/31,2016,5,31,,21.6,,9.2,,15.4,,2.6,,0,,,M,,M,2,,,,27,,44,
2016/6/1,2016,6,1,,17.6,,5,,11.3,,6.7,,0,,,M,,M,0,,,,,,<31,
2016/6/2,2016,6,2,,20.4,,3.3,,11.9,,6.1,,0,,,M,,M,7,,,,14,,32,
2016/6/3,2016,6,3,,13.7,,9.8,,11.8,,6.2,,0,,,M,,M,7,,,,,,<31,
2016/6/4,2016,6,4,,18.6,,9.3,,14,,4,,0,,,M,,M,1,,,,,,<31,
2016/6/5,2016,6,5,,22.7,,8.4,,15.6,,2.4,,0,,,M,,M,0,,,,13,,39,
2016/6/6,2016,6,6,,15.6,,8.8,,12.2,,5.8,,0,,,M,,M,15,,,,14,,50,
2016/6/7,2016,6,7,,19.7,,10.6,,15.2,,2.8,,0,,,M,,M,2,,,,14,,33,
2016/6/8,2016,6,8,,13.6,,6.6,,10.1,,7.9,,0,,,M,,M,20,,,,33,,43,
2016/6/9,2016,6,9,,8.9,,6.6,E,7.8,E,10.2,E,0,E,,M,,M,3,E,,,,M,,M
2016/6/10,2016,6,10,,16,,6.6,,11.3,,6.7,,0,,,M,,M,2,,,,33,,33,
2016/6/11,2016,6,11,,19.9,,5.4,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
2016/6/12,2016,6,12,,14.4,,9.5,,12,,6,,0,,,M,,M,52,,,,,,<31,
2016/6/13,2016,6,13,,11.7,,8.5,,10.1,,7.9,,0,,,M,,M,5,,,,33,,37,
2016/6/14,2016,6,14,,13.3,,8.4,,10.9,,7.1,,0,,,M,,M,0,,,,1,,43,
2016/6/15,2016,6,15,,13.6,,7.3,,10.5,,7.5,,0,,,M,,M,0,,,,32,,39,
2016/6/16,2016,6,16,,18.5,,4.5,,11.5,,6.5,,0,,,M,,M,0,,,,35,,46,
2016/6/17,2016,6,17,,21.4,,2.9,,12.2,,5.8,,0,,,M,,M,0,,,,34,,35,
2016/6/18,2016,6,18,,27.5,,3.9,,15.7,,2.3,,0,,,M,,M,0,,,,29,,32,
2016/6/19,2016,6,19,,26.8,,12.3,,19.6,,0,,1.6,,,M,,M,0,,,,,,<31,
2016/6/20,2016,6,20,,32,,16.7,,24.4,,0,,6.4,,,M,,M,0,,,,20,,44,
2016/6/21,2016,6,21,,21.6,,11.1,,16.4,,1.6,,0,,,M,,M,0,,,,32,,41,
2016/6/22,2016,6,22,,22,,7.3,,14.7,,3.3,,0,,,M,,M,0,,,,20,,33,
2016/6/23,2016,6,23,,18,,7,,12.5,,5.5,,0,,,M,,M,0,,,,32,,37,
2016/6/24,2016,6,24,,20,,5.3,,12.7,,5.3,,0,,,M,,M,0,,,,33,,39,
2016/6/25,2016,6,25,,28.3,,11,,19.7,,0,,1.7,,,M,,M,0,,,,29,,33,
2016/6/26,2016,6,26,,31,,14.2,,22.6,,0,,4.6,,,M,,M,0,,,,,,<31,
2016/6/27,2016,6,27,,26.7,,16.3,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2016/6/28,2016,6,28,,26,,18.1,,22.1,,0,,4.1,,,M,,M,0,,,,,,<31,
2016/6/29,2016,6,29,,18.5,,12.1,,15.3,,2.7,,0,,,M,,M,29,,,,,,<31,
2016/6/30,2016,6,30,,21.3,,11.9,,16.6,,1.4,,0,,,M,,M,2,,,,,,<31,
2016/7/1,2016,7,1,,29.5,,11.9,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
2016/7/2,2016,7,2,,21.9,,12.9,,17.4,,0.6,,0,,,M,,M,7,,,,,,<31,
2016/7/3,2016,7,3,,17.6,,10.2,,13.9,,4.1,,0,,,M,,M,0,,,,30,,48,
2016/7/4,2016,7,4,,23.9,,9.4,,16.7,,1.3,,0,,,M,,M,0,,,,30,,48,
2016/7/5,2016,7,5,,16.8,,11.8,,14.3,,3.7,,0,,,M,,M,2,,,,,,<31,
2016/7/6,2016,7,6,,20.4,,10,,15.2,,2.8,,0,,,M,,M,0,,,,,,<31,
2016/7/7,2016,7,7,,12,,9,,10.5,,7.5,,0,,,M,,M,10,,,,,,<31,
2016/7/8,2016,7,8,,17,,9.7,,13.4,,4.6,,0,,,M,,M,1,,,,,,<31,
2016/7/9,2016,7,9,,20.8,,10.7,,15.8,,2.2,,0,,,M,,M,0,,,,,,<31,
2016/7/10,2016,7,10,,18.6,,9.8,,14.2,,3.8,,0,,,M,,M,0,,,,,,<31,
2016/7/11,2016,7,11,,25.5,,9.3,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
2016/7/12,2016,7,12,,27.1,,11.8,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2016/7/13,2016,7,13,,19.4,,11.5,,15.5,,2.5,,0,,,M,,M,4,,,,35,,32,
2016/7/14,2016,7,14,,30.7,,17.8,,24.3,,0,,6.3,,,M,,M,16,,,,24,,52,
2016/7/15,2016,7,15,,26.2,,12.5,,19.4,,0,,1.4,,,M,,M,2,,,,27,,43,
2016/7/16,2016,7,16,,21.4,,9.1,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2016/7/17,2016,7,17,,23.9,,7.4,,15.7,,2.3,,0,,,M,,M,0,,,,,,<31,
2016/7/18,2016,7,18,,24.6,,13.3,,19,,0,,1,,,M,,M,20,,,,28,,48,
2016/7/19,2016,7,19,,16.8,,12.2,,14.5,,3.5,,0,,,M,,M,0,,,,29,,50,
2016/7/20,2016,7,20,,23,,12.6,,17.8,,0.2,,0,,,M,,M,0,,,,30,,44,
2016/7/21,2016,7,21,,26,,11.9,,19,,0,,1,,,M,,M,0,,,,,,<31,
2016/7/22,2016,7,22,,25.4,,17.7,,21.6,,0,,3.6,,,M,,M,15,,,,,,<31,
2016/7/23,2016,7,23,,26,,16.9,,21.5,,0,,3.5,,,M,,M,2,,,,29,,32,
2016/7/24,2016,7,24,,24.8,,14.6,,19.7,,0,,1.7,,,M,,M,0,,,,,,<31,
2016/7/25,2016,7,25,,27.1,,14,,20.6,,0,,2.6,,,M,,M,5,,,,,,<31,
2016/7/26,2016,7,26,,21.2,,14.8,,18,,0,,0,,,M,,M,8,,,,,,<31,
2016/7/27,2016,7,27,,25.7,,15.3,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
2016/7/28,2016,7,28,,24.2,,14.5,,19.4,,0,,1.4,,,M,,M,2,,,,,,<31,
2016/7/29,2016,7,29,,21.8,,11.8,,16.8,,1.2,,0,,,M,,M,0,,,,28,,33,
2016/7/30,2016,7,30,,23.3,,10.3,,16.8,,1.2,,0,,,M,,M,0,,,,33,,32,
2016/7/31,2016,7,31,,23,,10.6,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2016/8/1,2016,8,1,,24.2,,9.4,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2016/8/2,2016,8,2,,25.3,,9.8,,17.6,,0.4,,0,,,M,,M,0,,,,,,<31,
2016/8/3,2016,8,3,,26.9,,15.1,,21,,0,,3,,,M,,M,0,,,,,,<31,
2016/8/4,2016,8,4,,26.8,,14.5,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
2016/8/5,2016,8,5,,31.1,,17.5,,24.3,,0,,6.3,,,M,,M,9,,,,,,<31,
2016/8/6,2016,8,6,,25.1,,17.1,,21.1,,0,,3.1,,,M,,M,6,,,,27,,41,
2016/8/7,2016,8,7,,21.6,,14.6,,18.1,,0,,0.1,,,M,,M,0,,,,32,,35,
2016/8/8,2016,8,8,,16.6,,12.9,,14.8,,3.2,,0,,,M,,M,0,,,,30,,41,
2016/8/9,2016,8,9,,21.9,,11.4,,16.7,,1.3,,0,,,M,,M,0,,,,29,,32,
