Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2012/1/28,2012,1,28,,-4.7,,-12.1,,-8.4,,26.4,,0,,,M,,M,4.7,,,,31,,37,
2012/1/29,2012,1,29,,-0.5,,-10.2,,-5.4,,23.4,,0,,,M,,M,5,,,,31,,44,
2012/1/30,2012,1,30,,-6.1,,-15.8,,-11,,29,,0,,,M,,M,0,,,,31,,46,
2012/1/31,2012,1,31,,-13.3,,-19.5,,-16.4,,34.4,,0,,,M,,M,0,,,,33,,37,
2012/2/1,2012,2,1,,-10.9,,-21.2,,-16.1,,34.1,,0,,,M,,M,0,,,,,,<31,
2012/2/2,2012,2,2,,-10.2,,-24.2,,-17.2,,35.2,,0,,,M,,M,2,,,,,,<31,
2012/2/3,2012,2,3,,-9.4,,-26.5,,-18,,36,,0,,,M,,M,0,,,,,,<31,
2012/2/4,2012,2,4,,-10.7,,-16.6,,-13.7,,31.7,,0,,,M,,M,0,,,,33,,37,
2012/2/5,2012,2,5,,-11,,-18.2,,-14.6,,32.6,,0,,,M,,M,0,,,,,,<31,
2012/2/6,2012,2,6,,0.4,,-11.4,,-5.5,,23.5,,0,,,M,,M,3,,,,35,,41,
2012/2/7,2012,2,7,,-6.1,,-17,,-11.6,,29.6,,0,,,M,,M,0,,,,32,,44,
2012/2/8,2012,2,8,,-5.4,,-22.8,,-14.1,,32.1,,0,,,M,,M,0,,,,,,<31,
2012/2/9,2012,2,9,,-0.1,,-18.8,,-9.5,,27.5,,0,,,M,,M,0,,,,,,<31,
2012/2/10,2012,2,10,,2.2,,-19.2,,-8.5,,26.5,,0,,,M,,M,0,,,,32,,39,
2012/2/11,2012,2,11,,-12.4,,-19.3,,-15.9,,33.9,,0,,,M,,M,0,,,,33,,35,
2012/2/12,2012,2,12,,-16.3,,-21.5,,-18.9,,36.9,,0,,,M,,M,0,,,,32,,48,
2012/2/13,2012,2,13,,-16.7,,-24,,-20.4,,38.4,,0,,,M,,M,0,,,,29,,56,
2012/2/14,2012,2,14,,-8.4,,-27.6,,-18,,36,,0,,,M,,M,0,,,,,,<31,
2012/2/15,2012,2,15,,2,,-12.6,,-5.3,,23.3,,0,,,M,,M,0,,,,,,<31,
2012/2/16,2012,2,16,,1.7,,-3.3,,-0.8,,18.8,,0,,,M,,M,0,,,,,,<31,
2012/2/17,2012,2,17,,0,,-2.8,,-1.4,,19.4,,0,,,M,,M,0,,,,15,,32,
2012/2/18,2012,2,18,,-0.1,,-7.4,,-3.8,,21.8,,0,,,M,,M,2,,,,32,,35,
2012/2/19,2012,2,19,,-7.4,,-11.8,,-9.6,,27.6,,0,,,M,,M,0,,,,31,,46,
2012/2/20,2012,2,20,,-11.7,,-18.1,,-14.9,,32.9,,0,,,M,,M,0,,,,29,,46,
2012/2/21,2012,2,21,,1.4,,-20.2,,-9.4,,27.4,,0,,,M,,M,0,,,,,,<31,
2012/2/22,2012,2,22,,0.4,,-13.9,,-6.8,,24.8,,0,,,M,,M,0,,,,,,<31,
2012/2/23,2012,2,23,,1,,-4.4,,-1.7,,19.7,,0,,,M,,M,4,,,,,,<31,
2012/2/24,2012,2,24,,1.4,,-2.8,,-0.7,,18.7,,0,,,M,,M,0,,,,32,,35,
2012/2/25,2012,2,25,,-0.4,,-3.6,,-2,,20,,0,,,M,,M,22,,,,32,,48,
2012/2/26,2012,2,26,,-3.3,,-15,,-9.2,,27.2,,0,,,M,,M,0,,,,32,,63,
2012/2/27,2012,2,27,,-10.7,,-17.3,,-14,,32,,0,,,M,,M,0,,,,28,,35,
2012/2/28,2012,2,28,,-7.6,,-17.4,,-12.5,,30.5,,0,,,M,,M,0,,,,,,<31,
2012/2/29,2012,2,29,,-9.8,,-24.5,,-17.2,,35.2,,0,,,M,,M,0,,,,29,,33,
2012/3/1,2012,3,1,,-7.9,,-27.2,,-17.6,,35.6,,0,,,M,,M,0,,,,,,<31,
2012/3/2,2012,3,2,,-4.4,,-25.2,,-14.8,,32.8,,0,,,M,,M,0,,,,,,<31,
2012/3/3,2012,3,3,,-4,,-8.8,,-6.4,,24.4,,0,,,M,,M,10,,,,14,,33,
2012/3/4,2012,3,4,,0.5,,-7.6,,-3.6,,21.6,,0,,,M,,M,2,,,,29,,33,
2012/3/5,2012,3,5,,-6.6,,-21.7,,-14.2,,32.2,,0,,,M,,M,1,,,,,,<31,
2012/3/6,2012,3,6,,-5.5,,-24.9,,-15.2,,33.2,,0,,,M,,M,0,,,,,,<31,
2012/3/7,2012,3,7,,0.7,,-22.6,,-11,,29,,0,,,M,,M,0,,,,,,<31,
2012/3/8,2012,3,8,,11,,0.1,,5.6,,12.4,,0,,,M,,M,5,,,,29,,48,
2012/3/9,2012,3,9,,3.1,,-10,,-3.5,,21.5,,0,,,M,,M,1,,,,29,,56,
2012/3/10,2012,3,10,,-8.1,,-20.5,,-14.3,,32.3,,0,,,M,,M,0,,,,,,<31,
2012/3/11,2012,3,11,,-0.5,,-21.4,,-11,,29,,0,,,M,,M,0,,,,,,<31,
2012/3/12,2012,3,12,,5.3,,-15.1,,-4.9,,22.9,,0,,,M,,M,0,,,,,,<31,
2012/3/13,2012,3,13,,-1.1,,-7.1,,-4.1,,22.1,,0,,,M,,M,8,,,,,,<31,
2012/3/14,2012,3,14,,-2,,-6.8,,-4.4,,22.4,,0,,,M,,M,1,,,,,,<31,
2012/3/15,2012,3,15,,4.3,,-8.7,,-2.2,,20.2,,0,,,M,,M,0,,,,,,<31,
2012/3/16,2012,3,16,,3.3,,-12.1,,-4.4,,22.4,,0,,,M,,M,2,,,,,,<31,
2012/3/17,2012,3,17,,10.7,,-8.8,,1,,17,,0,,,M,,M,0,,,,,,<31,
2012/3/18,2012,3,18,,13,,0.4,,6.7,,11.3,,0,,,M,,M,2,,,,27,,32,
2012/3/19,2012,3,19,,7.2,,-1.3,,3,,15,,0,,,M,,M,0,,,,,,<31,
2012/3/20,2012,3,20,,19.8,,0.7,,10.3,,7.7,,0,,,M,,M,0,,,,25,,32,
2012/3/21,2012,3,21,,22.2,,2.1,,12.2,,5.8,,0,,,M,,M,0,,,,28,,32,
2012/3/22,2012,3,22,,18.4,,4.3,,11.4,,6.6,,0,,,M,,M,0,,,,31,,56,
2012/3/23,2012,3,23,,5.7,,-5,,0.4,,17.6,,0,,,M,,M,0,,,,34,,59,
2012/3/24,2012,3,24,,2.1,,-6.5,,-2.2,,20.2,,0,,,M,,M,0,,,,31,,44,
2012/3/25,2012,3,25,,1,,-8,,-3.5,,21.5,,0,,,M,,M,0,,,,,,<31,
2012/3/26,2012,3,26,,0.8,,-10,,-4.6,,22.6,,0,,,M,,M,4,,,,32,,52,
2012/3/27,2012,3,27,,-3.4,,-11.7,,-7.6,,25.6,,0,,,M,,M,0,,,,34,,48,
2012/3/28,2012,3,28,,3.6,,-12.2,,-4.3,,22.3,,0,,,M,,M,0,,,,,,<31,
2012/3/29,2012,3,29,,2.3,,-3.7,,-0.7,,18.7,,0,,,M,,M,0,,,,32,,32,
2012/3/30,2012,3,30,,2.7,,-3.7,,-0.5,,18.5,,0,,,M,,M,0,,,,30,,44,
2012/3/31,2012,3,31,,3.3,,-7.4,,-2.1,,20.1,,0,,,M,,M,0,,,,30,,33,
2012/4/1,2012,4,1,,4.5,,-9.8,,-2.7,,20.7,,0,,,M,,M,0,,,,,,<31,
2012/4/2,2012,4,2,,2.6,,-9,,-3.2,,21.2,,0,,,M,,M,0,,,,32,,41,
2012/4/3,2012,4,3,,3.7,,-4.6,,-0.5,,18.5,,0,,,M,,M,0,,,,32,,37,
2012/4/4,2012,4,4,,1.7,,-5.4,,-1.9,,19.9,,0,,,M,,M,0,,,,,,<31,
2012/4/5,2012,4,5,,3.6,,-0.8,,1.4,,16.6,,0,,,M,,M,0,,,,33,,54,
2012/4/6,2012,4,6,,1.4,,-3.1,,-0.9,,18.9,,0,,,M,,M,0,,,,32,,43,
2012/4/7,2012,4,7,,3.1,,-2.4,,0.4,,17.6,,0,,,M,,M,0,,,,36,,32,
2012/4/8,2012,4,8,,1.9,,-0.7,,0.6,,17.4,,0,,,M,,M,5,,,,35,,54,
2012/4/9,2012,4,9,,4.4,,0,,2.2,,15.8,,0,,,M,,M,1.8,,,,,,<31,
2012/4/10,2012,4,10,,7.4,,-0.5,,3.5,,14.5,,0,,,M,,M,0,,,,,,<31,
2012/4/11,2012,4,11,,9.7,,-0.4,,4.7,,13.3,,0,,,M,,M,1.2,,,,,,<31,
2012/4/12,2012,4,12,,7.5,,-3.5,,2,,16,,0,,,M,,M,0,,,,35,,33,
2012/4/13,2012,4,13,,9.9,,-6.4,,1.8,,16.2,,0,,,M,,M,0,,,,,,<31,
2012/4/14,2012,4,14,,10.2,,-3.4,,3.4,,14.6,,0,,,M,,M,0,,,,32,,48,
2012/4/15,2012,4,15,,12.9,,-3.8,,4.6,,13.4,,0,,,M,,M,0,,,,,,<31,
2012/4/16,2012,4,16,,20.9,,0.8,,10.9,,7.1,,0,,,M,,M,0,,,,17,,43,
2012/4/17,2012,4,17,,20.6,,1.6,,11.1,,6.9,,0,,,M,,M,0,,,,30,,50,
2012/4/18,2012,4,18,,6.8,,-3.2,,1.8,,16.2,,0,,,M,,M,0,,,,31,,35,
2012/4/19,2012,4,19,,14.7,,-4.7,,5,,13,,0,,,M,,M,0,,,,16,,33,
2012/4/20,2012,4,20,,9.9,,-1.1,,4.4,,13.6,,0,,,M,,M,4,,,,,,<31,
2012/4/21,2012,4,21,,2.2,,-1.2,,0.5,,17.5,,0,,,M,,M,26,,,,,,<31,
2012/4/22,2012,4,22,,1.4,,-1.4,,0,,18,,0,,,M,,M,17,,,,35,,33,
2012/4/23,2012,4,23,,2.6,,-0.7,,1,,17,,0,,,M,,M,30,,,,12,,35,
2012/4/24,2012,4,24,,18.1,,1.8,,10,,8,,0,,,M,,M,5,,,,14,,41,
2012/4/25,2012,4,25,,15.8,,0.8,,8.3,,9.7,,0,,,M,,M,0,,,,17,,35,
2012/4/26,2012,4,26,,12.7,,2.3,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
2012/4/27,2012,4,27,,5.5,,-2.2,,1.7,,16.3,,0,,,M,,M,28,,,,33,,70,
2012/4/28,2012,4,28,,1.4,,-3.8,,-1.2,,19.2,,0,,,M,,M,1,,,,33,,67,
2012/4/29,2012,4,29,,0.4,,-5.4,,-2.5,,20.5,,0,,,M,,M,0,,,,30,,46,
2012/4/30,2012,4,30,,10.1,,-1.8,,4.2,,13.8,,0,,,M,,M,0,,,,32,,39,
2012/5/1,2012,5,1,,16,,-2.9,,6.6,,11.4,,0,,,M,,M,0,,,,14,,32,
2012/5/2,2012,5,2,,14.5,,2.1,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2012/5/3,2012,5,3,,19.2,,1,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2012/5/4,2012,5,4,,20.1,,1.7,,10.9,,7.1,,0,,,M,,M,2,,,,12,,39,
2012/5/5,2012,5,5,,9.2,,-0.3,,4.5,,13.5,,0,,,M,,M,2,,,,31,,33,
2012/5/6,2012,5,6,,11.1,,-1.8,,4.7,,13.3,,0,,,M,,M,0,,,,29,,32,
2012/5/7,2012,5,7,,17.3,,-2.9,,7.2,,10.8,,0,,,M,,M,0,,,,30,,35,
2012/5/8,2012,5,8,,19,,0.8,,9.9,,8.1,,0,,,M,,M,0,,,,20,,54,
2012/5/9,2012,5,9,,9.9,,5.8,,7.9,,10.1,,0,,,M,,M,2,,,,,,<31,
2012/5/10,2012,5,10,,9.6,,4,,6.8,,11.2,,0,,,M,,M,30,,,,30,,32,
2012/5/11,2012,5,11,,9.7,,3.6,,6.7,,11.3,,0,,,M,,M,2,,,,25,,37,
2012/5/12,2012,5,12,,11.5,,3,,7.3,,10.7,,0,,,M,,M,0,,,,34,,35,
2012/5/13,2012,5,13,,18,,4,,11,,7,,0,,,M,,M,0,,,,,,<31,
2012/5/14,2012,5,14,,22,,4.9,,13.5,,4.5,,0,,,M,,M,0,,,,,,<31,
2012/5/15,2012,5,15,,24.1,,7,,15.6,,2.4,,0,,,M,,M,3.9,,,,20,,35,
2012/5/16,2012,5,16,,18,,12.4,,15.2,,2.8,,0,,,M,,M,2.1,,,,,,<31,
2012/5/17,2012,5,17,,14,,5.6,,9.8,,8.2,,0,,,M,,M,7,,,,26,,46,
2012/5/18,2012,5,18,,16.1,,5.2,,10.7,,7.3,,0,,,M,,M,1,,,,28,,48,
2012/5/19,2012,5,19,,18.8,,4.4,,11.6,,6.4,,0,,,M,,M,0,,,,33,,37,
2012/5/20,2012,5,20,,26.4,,4.3,,15.4,,2.6,,0,,,M,,M,0,,,,14,,35,
2012/5/21,2012,5,21,,33,,8.7,,20.9,,0,,2.9,,,M,,M,0,,,,,,<31,
2012/5/22,2012,5,22,,24.6,,10.5,,17.6,,0.4,,0,,,M,,M,9,,,,33,,37,
2012/5/23,2012,5,23,,20.7,,8.4,,14.6,,3.4,,0,,,M,,M,0,,,,,,<31,
2012/5/24,2012,5,24,,25.7,,6.6,,16.2,,1.8,,0,,,M,,M,0,,,,16,,37,
2012/5/25,2012,5,25,,26.8,,15.7,,21.3,,0,,3.3,,,M,,M,0,,,,19,,43,
2012/5/26,2012,5,26,,19.2,,5.6,,12.4,,5.6,,0,,,M,,M,1,,,,31,,52,
2012/5/27,2012,5,27,,14.4,,2.6,,8.5,,9.5,,0,,,M,,M,0,,,,33,,43,
2012/5/28,2012,5,28,,12.4,,2.9,,7.7,,10.3,,0,,,M,,M,0,,,,29,,32,
2012/5/29,2012,5,29,,,M,5.3,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2012/5/30,2012,5,30,,10.4,,5.2,,7.8,,10.2,,0,,,M,,M,9,,,,,,<31,
2012/5/31,2012,5,31,,10.8,,7.1,,9,,9,,0,,,M,,M,9,,,,,,<31,
2012/6/1,2012,6,1,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2012/6/2,2012,6,2,,23.8,,4.3,,14.1,,3.9,,0,,,M,,M,0,,,,13,,39,
2012/6/3,2012,6,3,,18.2,,5.8,,12,,6,,0,,,M,,M,0,,,,13,,32,
2012/6/4,2012,6,4,,18.1,,5.5,,11.8,,6.2,,0,,,M,,M,0,,,,,,<31,
2012/6/5,2012,6,5,,16.5,,5.1,,10.8,,7.2,,0,,,M,,M,0,,,,,,<31,
2012/6/6,2012,6,6,,16.2,,7,,11.6,,6.4,,0,,,M,,M,0,,,,32,,39,
2012/6/7,2012,6,7,,20.7,,5.4,,13.1,,4.9,,0,,,M,,M,0,,,,31,,32,
2012/6/8,2012,6,8,,24.5,,4.5,,14.5,,3.5,,0,,,M,,M,0,,,,22,,33,
2012/6/9,2012,6,9,,11.9,,8.8,,10.4,,7.6,,0,,,M,,M,10,,,,31,,32,
2012/6/10,2012,6,10,,16.6,,8.6,,12.6,,5.4,,0,,,M,,M,0,,,,,,<31,
2012/6/11,2012,6,11,,25.6,,7.8,,16.7,,1.3,,0,,,M,,M,0,,,,,,<31,
2012/6/12,2012,6,12,,29.3,,13.8,,21.6,,0,,3.6,,,M,,M,0,,,,16,,32,
2012/6/13,2012,6,13,,18.9,,10.4,,14.7,,3.3,,0,,,M,,M,11,,,,29,,39,
2012/6/14,2012,6,14,,19.5,,6.6,,13.1,,4.9,,0,,,M,,M,0,,,,32,,35,
2012/6/15,2012,6,15,,21,,4.7,,12.9,,5.1,,0,,,M,,M,0,,,,,,<31,
2012/6/16,2012,6,16,,22.9,,6.8,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
2012/6/17,2012,6,17,,26.1,,9.6,,17.9,,0.1,,0,,,M,,M,0,,,,,,<31,
2012/6/18,2012,6,18,,27.7,,10.8,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2012/6/19,2012,6,19,,26.7,,9.7,,18.2,,0,,0.2,,,M,,M,0,,,,,,<31,
2012/6/20,2012,6,20,,23,,12.5,,17.8,,0.2,,0,,,M,,M,0,,,,27,,41,
2012/6/21,2012,6,21,,24.7,,11.3,,18,,0,,0,,,M,,M,0,,,,,,<31,
2012/6/22,2012,6,22,,20.8,,14.7,,17.8,,0.2,,0,,,M,,M,3,,,,,,<31,
2012/6/23,2012,6,23,,19.6,,13.3,,16.5,,1.5,,0,,,M,,M,0,,,,,,<31,
2012/6/24,2012,6,24,,15.4,,11.7,,13.6,,4.4,,0,,,M,,M,0,,,,,,<31,
2012/6/25,2012,6,25,,21,,10.8,,15.9,,2.1,,0,,,M,,M,5,,,,,,<31,
2012/6/26,2012,6,26,,18.6,,14,,16.3,,1.7,,0,,,M,,M,20,,,,,,<31,
2012/6/27,2012,6,27,,20.5,,14,,17.3,,0.7,,0,,,M,,M,5,,,,14,,35,
2012/6/28,2012,6,28,,17.5,,10.7,,14.1,,3.9,,0,,,M,,M,3,,,,33,,33,
2012/6/29,2012,6,29,,26.4,,10.9,,18.7,,0,,0.7,,,M,,M,5,,,,31,,32,
2012/6/30,2012,6,30,,25.9,,13.7,,19.8,,0,,1.8,,,M,,M,0,,,,28,,32,
2012/7/1,2012,7,1,,22.2,,16,,19.1,,0,,1.1,,,M,,M,0,,,,30,,35,
2012/7/2,2012,7,2,,21.3,,14.9,,18.1,,0,,0.1,,,M,,M,0,,,,29,,32,
2012/7/3,2012,7,3,,23.8,,12.3,,18.1,,0,,0.1,,,M,,M,0,,,,,,<31,
2012/7/4,2012,7,4,,21.6,,11,,16.3,,1.7,,0,,,M,,M,0,,,,,,<31,
2012/7/5,2012,7,5,,23.2,,15.8,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2012/7/6,2012,7,6,,25.1,,15.5,,20.3,,0,,2.3,,,M,,M,0,,,,,,<31,
2012/7/7,2012,7,7,,23.7,,16.8,,20.3,,0,,2.3,,,M,,M,0,,,,33,,43,
2012/7/8,2012,7,8,,18.8,,13.3,,16.1,,1.9,,0,,,M,,M,0,,,,31,,46,
2012/7/9,2012,7,9,,21.4,,9.9,,15.7,,2.3,,0,,,M,,M,0,,,,29,,48,
2012/7/10,2012,7,10,,21.2,,7.8,,14.5,,3.5,,0,,,M,,M,0,,,,29,,44,
2012/7/11,2012,7,11,,24.3,,7.2,,15.8,,2.2,,0,,,M,,M,0,,,,23,,32,
2012/7/12,2012,7,12,,28,,16.1,,22.1,,0,,4.1,,,M,,M,0,,,,28,,37,
2012/7/13,2012,7,13,,26.4,,17.4,,21.9,,0,,3.9,,,M,,M,11,,,,,,<31,
2012/7/14,2012,7,14,,23.5,,13.3,,18.4,,0,,0.4,,,M,,M,0,,,,35,,32,
2012/7/15,2012,7,15,,31.1,,14.8,,23,,0,,5,,,M,,M,2,,,,32,,50,
2012/7/16,2012,7,16,,23.6,,13,,18.3,,0,,0.3,,,M,,M,0,,,,30,,32,
2012/7/17,2012,7,17,,24.1,,10.5,,17.3,,0.7,,0,,,M,,M,2,,,,,,<31,
2012/7/18,2012,7,18,,23.2,,13.3,,18.3,,0,,0.3,,,M,,M,1,,,,28,,41,
2012/7/19,2012,7,19,,19.6,,11.8,,15.7,,2.3,,0,,,M,,M,2,,,,30,,46,
2012/7/20,2012,7,20,,22.7,,9.7,,16.2,,1.8,,0,,,M,,M,0,,,,,,<31,
2012/7/21,2012,7,21,,26.7,,7.9,,17.3,,0.7,,0,,,M,,M,0,,,,,,<31,
2012/7/22,2012,7,22,,27.8,,12.9,,20.4,,0,,2.4,,,M,,M,0,,,,,,<31,
2012/7/23,2012,7,23,,29.7,,12.8,,21.3,,0,,3.3,,,M,,M,0,,,,,,<31,
2012/7/24,2012,7,24,,22.5,,15.1,,18.8,,0,,0.8,,,M,,M,,M,,,,,<31,
2012/7/25,2012,7,25,,22.6,,13.2,,17.9,,0.1,,0,,,M,,M,0,,,,33,,39,
2012/7/26,2012,7,26,,25.8,,13,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
2012/7/27,2012,7,27,,22.7,,11.2,,17,,1,,0,,,M,,M,0,,,,,,<31,
2012/7/28,2012,7,28,,23.8,,9.1,,16.5,,1.5,,0,,,M,,M,0,,,,,,<31,
2012/7/29,2012,7,29,,26.1,,7.4,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2012/7/30,2012,7,30,,29.6,,9.3,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2012/7/31,2012,7,31,,31.7,,13.5,,22.6,,0,,4.6,,,M,,M,0,,,,14,,32,
2012/8/1,2012,8,1,,27.2,,15.7,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2012/8/2,2012,8,2,,28,,14.7,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
2012/8/3,2012,8,3,,28.7,,13.8,,21.3,,0,,3.3,,,M,,M,0,,,,25,,43,
2012/8/4,2012,8,4,,25.7,,11.9,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2012/8/5,2012,8,5,,32.6,,12.3,,22.5,,0,,4.5,,,M,,M,0,,,,18,,56,
2012/8/6,2012,8,6,,23.7,,12.2,,18,,0,,0,,,M,,M,0,,,,31,,39,
