Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2003/1/1,2003,1,1,,-3.6,,-11.2,,-7.4,,25.4,,0,,,M,,M,5,,,,32,,56,
2003/1/2,2003,1,2,,-10.5,,-22.2,,-16.4,,34.4,,0,,,M,,M,0,,,,33,,32,
2003/1/3,2003,1,3,,-11.1,,-24,,-17.6,,35.6,,0,,,M,,M,0,,,,,,<31,
2003/1/4,2003,1,4,,-6.8,,-23.9,,-15.4,,33.4,,0,,,M,,M,0,,,,,,<31,
2003/1/5,2003,1,5,,-5.2,,-15.4,,-10.3,,28.3,,0,,,M,,M,0,,,,,,<31,
2003/1/6,2003,1,6,,-6.1,,-15.6,,-10.9,,28.9,,0,,,M,,M,0,,,,,,<31,
2003/1/7,2003,1,7,,-6.5,,-10.2,,-8.4,,26.4,,0,,,M,,M,0,,,,,,<31,
2003/1/8,2003,1,8,,-7.7,,-19,,-13.4,,31.4,,0,,,M,,M,0,,,,32,,41,
2003/1/9,2003,1,9,,-14.1,,-18.2,,-16.2,,34.2,,0,,,M,,M,0,,,,30,,46,
2003/1/10,2003,1,10,,-11.4,,-23.6,,-17.5,,35.5,,0,,,M,,M,0,,,,,,<31,
2003/1/11,2003,1,11,,-15.6,,-28.7,,-22.2,,40.2,,0,,,M,,M,0,,,,,,<31,
2003/1/12,2003,1,12,,-11.3,,-16.6,,-14,,32,,0,,,M,,M,1,,,,31,,44,
2003/1/13,2003,1,13,,-10.3,,-19.5,,-14.9,,32.9,,0,,,M,,M,0,,,,32,,37,
2003/1/14,2003,1,14,,-14.3,,-18.7,,-16.5,,34.5,,0,,,M,,M,0,,,,32,,46,
2003/1/15,2003,1,15,,-16.9,,-20.7,,-18.8,,36.8,,0,,,M,,M,0,,,,30,,37,
2003/1/16,2003,1,16,,-15.9,,-24.7,,-20.3,,38.3,,0,,,M,,M,0,,,,,,<31,
2003/1/17,2003,1,17,,-17,,-28.6,,-22.8,,40.8,,0,,,M,,M,0,,,,,,<31,
2003/1/18,2003,1,18,,-13.5,,-32.1,,-22.8,,40.8,,0,,,M,,M,2,,,,,,<31,
2003/1/19,2003,1,19,,-11.7,,-27.4,,-19.6,,37.6,,0,,,M,,M,0,,,,,,<31,
2003/1/20,2003,1,20,,-9.8,,-20.2,,-15,,33,,0,,,M,,M,1,,,,30,,44,
2003/1/21,2003,1,21,,-11.6,,-20.5,,-16.1,,34.1,,0,,,M,,M,8,,,,30,,69,
2003/1/22,2003,1,22,,-14.5,,-21,,-17.8,,35.8,,0,,,M,,M,0,,,,31,,61,
2003/1/23,2003,1,23,,-8.7,,-19.6,,-14.2,,32.2,,0,,,M,,M,0,,,,35,,41,
2003/1/24,2003,1,24,,-15.2,E,-21.5,E,-18.4,E,36.4,E,0,E,,M,,M,0,,,,,M,,M
2003/1/25,2003,1,25,,-14.3,E,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/1/26,2003,1,26,,-6,,-16.1,,-11.1,,29.1,,0,,,M,,M,0,,,,32,,32,
2003/1/27,2003,1,27,,-11,,-19.8,,-15.4,,33.4,,0,,,M,,M,0,,,,29,,41,
2003/1/28,2003,1,28,,-15.6,,-22.3,,-19,,37,,0,,,M,,M,0,,,,29,,56,
2003/1/29,2003,1,29,,-9.3,,-17.3,,-13.3,,31.3,,0,,,M,,M,0,,,,32,,56,
2003/1/30,2003,1,30,,-6.9,,-25,,-16,,34,,0,,,M,,M,0,,,,16,,32,
2003/1/31,2003,1,31,,,M,-16.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/2/1,2003,2,1,,0.5,,-17.5,,-8.5,,26.5,,0,,,M,,M,0,,,,,,<31,
2003/2/2,2003,2,2,,-1.5,,-12.1,,-6.8,,24.8,,0,,,M,,M,25,,,,34,,57,
2003/2/3,2003,2,3,,-1.6,,-13.5,,-7.6,,25.6,,0,,,M,,M,4,,,,,,<31,
2003/2/4,2003,2,4,,-5.5,,-18.7,,-12.1,,30.1,,0,,,M,,M,12,,,,15,,43,
2003/2/5,2003,2,5,,-4.6,,-16.4,,-10.5,,28.5,,0,,,M,,M,3,,,,28,,52,
2003/2/6,2003,2,6,,-16.3,,-18.6,,-17.5,,35.5,,0,,,M,,M,1,,,,30,,50,
2003/2/7,2003,2,7,,-14.9,,-27.1,,-21,,39,,0,,,M,,M,0,,,,,,<31,
2003/2/8,2003,2,8,,-7.8,,-30,,-18.9,,36.9,,0,,,M,,M,0,,,,17,,33,
2003/2/9,2003,2,9,,-4.3,,-24.2,,-14.3,,32.3,,0,,,M,,M,0,,,,31,,39,
2003/2/10,2003,2,10,,-5.5,,-28.7,,-17.1,,35.1,,0,,,M,,M,0,,,,17,,41,
2003/2/11,2003,2,11,,-11.2,,-27.4,,-19.3,,37.3,,0,,,M,,M,0,,,,30,,46,
2003/2/12,2003,2,12,,-13.1,,-28.1,,-20.6,,38.6,,0,,,M,,M,0,,,,,,<31,
2003/2/13,2003,2,13,,-16.6,,-25.8,,-21.2,,39.2,,0,,,M,,M,2,,,,29,,59,
2003/2/14,2003,2,14,,-23.5,,-26.5,,-25,,43,,0,,,M,,M,3,,,,29,,63,
2003/2/15,2003,2,15,,-21.7,,-27.2,,-24.5,,42.5,,0,,,M,,M,3,,,,30,,65,
2003/2/16,2003,2,16,,-19.9,,-25,,-22.5,,40.5,,0,,,M,,M,0,,,,33,,48,
2003/2/17,2003,2,17,,-10.9,,-28.7,,-19.8,,37.8,,0,,,M,,M,0,,,,,,<31,
2003/2/18,2003,2,18,,-3.9,,-23,,-13.5,,31.5,,0,,,M,,M,0,,,,,,<31,
2003/2/19,2003,2,19,,-3.5,,-18.4,,-11,,29,,0,,,M,,M,1,,,,12,,37,
2003/2/20,2003,2,20,,1.3,,-5,,-1.9,,19.9,,0,,,M,,M,0,,,,21,,43,
2003/2/21,2003,2,21,,-2.7,,-20.3,,-11.5,,29.5,,0,,,M,,M,1,,,,30,,41,
2003/2/22,2003,2,22,,-9.3,,-21.4,,-15.4,,33.4,,0,,,M,,M,0,,,,,,<31,
2003/2/23,2003,2,23,,-6.6,,-11.9,,-9.3,,27.3,,0,,,M,,M,20,,,,32,,56,
2003/2/24,2003,2,24,,-8.5,,-15.3,,-11.9,,29.9,,0,,,M,,M,5,,,,27,,74,
2003/2/25,2003,2,25,,-15.3,,-21.5,,-18.4,,36.4,,0,,,M,,M,0,,,,30,,59,
2003/2/26,2003,2,26,,-17.9,,-30.6,,-24.3,,42.3,,0,,,M,,M,0,,,,,,<31,
2003/2/27,2003,2,27,,-10,,-32.9,,-21.5,,39.5,,0,,,M,,M,0,,,,,,<31,
2003/2/28,2003,2,28,,-5.5,,-29,,-17.3,,35.3,,0,,,M,,M,0,,,,,,<31,
2003/3/1,2003,3,1,,-2.1,,-23.7,,-12.9,,30.9,,0,,,M,,M,0,,,,,,<31,
2003/3/2,2003,3,2,,-1.1,,-18.5,,-9.8,,27.8,,0,,,M,,M,6,,,,13,,39,
2003/3/3,2003,3,3,,-3.1,,-22,,-12.6,,30.6,,0,,,M,,M,8,,,,29,,89,
2003/3/4,2003,3,4,,-13.4,,-20.7,,-17.1,,35.1,,0,,,M,,M,0,,,,30,,56,
2003/3/5,2003,3,5,,-8.3,,-19,,-13.7,,31.7,,0,,,M,,M,0,,,,,,<31,
2003/3/6,2003,3,6,,-10.7,,-19.9,,-15.3,,33.3,,0,,,M,,M,0,,,,31,,39,
2003/3/7,2003,3,7,,-8.1,,-19.5,,-13.8,,31.8,,0,,,M,,M,0,,,,32,,33,
2003/3/8,2003,3,8,,-0.7,,-15.2,,-8,,26,,0,,,M,,M,1,,,,17,,33,
2003/3/9,2003,3,9,,-2.1,,-19.9,,-11,,29,,0,,,M,,M,7,,,,30,,48,
2003/3/10,2003,3,10,,-12.6,,-21.1,,-16.9,,34.9,,0,,,M,,M,0,,,,28,,39,
2003/3/11,2003,3,11,,-5.4,,-16.8,,-11.1,,29.1,,0,,,M,,M,1,,,,22,,41,
2003/3/12,2003,3,12,,-0.5,,-11,,-5.8,,23.8,,0,,,M,,M,2,,,,33,,48,
2003/3/13,2003,3,13,,-11,,-17.4,,-14.2,,32.2,,0,,,M,,M,0,,,,34,,39,
2003/3/14,2003,3,14,,-13.6,,-18.8,,-16.2,,34.2,,0,,,M,,M,0,,,,34,,41,
2003/3/15,2003,3,15,,-8.7,,-25.7,,-17.2,,35.2,,0,,,M,,M,0,,,,34,,37,
2003/3/16,2003,3,16,,-5.2,,-22.4,,-13.8,,31.8,,0,,,M,,M,2,,,,,,<31,
2003/3/17,2003,3,17,,-5.1,,-9,,-7.1,,25.1,,0,,,M,,M,,M,,,,,<31,
2003/3/18,2003,3,18,,-6.2,,-9.1,E,-7.7,E,25.7,E,0,E,,M,,M,,M,,,33,E,48,E
2003/3/19,2003,3,19,,-5.4,,-20.3,,-12.9,,30.9,,0,,,M,,M,,M,,,,,<31,
2003/3/20,2003,3,20,,9.3,,-18.3,,-4.5,,22.5,,0,,,M,,M,0,,,,,,<31,
2003/3/21,2003,3,21,,4.1,,-1.5,,1.3,,16.7,,0,,,M,,M,5,,,,,,<31,
2003/3/22,2003,3,22,,8.3,,-5.1,,1.6,,16.4,,0,,,M,,M,0,,,,,,<31,
2003/3/23,2003,3,23,,6.9,,-9.2,,-1.2,,19.2,,0,,,M,,M,0,,,,,,<31,
2003/3/24,2003,3,24,,9,,-7.1,,1,,17,,0,,,M,,M,2,,,,,,<31,
2003/3/25,2003,3,25,,4.9,,-1.2,,1.9,,16.1,,0,,,M,,M,2,,,,17,,37,
2003/3/26,2003,3,26,,4.9,,0.6,,2.8,,15.2,,0,,,M,,M,0,,,,,,<31,
2003/3/27,2003,3,27,,6.1,,-0.5,,2.8,,15.2,,0,,,M,,M,0,,,,,,<31,
2003/3/28,2003,3,28,,6.9,,-1.2,,2.9,,15.1,,0,,,M,,M,0,,,,29,,33,
2003/3/29,2003,3,29,,10.2,,1.4,,5.8,,12.2,,0,,,M,,M,0,,,,16,,48,
2003/3/30,2003,3,30,,5.6,,-3.5,,1.1,,16.9,,0,,,M,,M,3,,,,32,,35,
2003/3/31,2003,3,31,,-2.5,,-6.9,,-4.7,,22.7,,0,,,M,,M,4,,,,31,,46,
2003/4/1,2003,4,1,,-4.1,,-16.3,,-10.2,,28.2,,0,,,M,,M,0,,,,32,,46,
2003/4/2,2003,4,2,,1.9,,-18.9,,-8.5,,26.5,,0,,,M,,M,0,,,,30,,33,
2003/4/3,2003,4,3,,-5.8,,-13.8,,-9.8,,27.8,,0,,,M,,M,0,,,,34,,37,
2003/4/4,2003,4,4,,-7.5,,-16.2,,-11.9,,29.9,,0,,,M,,M,0,,,,29,,46,
2003/4/5,2003,4,5,,-2.4,,-19.7,,-11.1,,29.1,,0,,,M,,M,1,,,,,,<31,
2003/4/6,2003,4,6,,-2,,-7.9,,-5,,23,,0,,,M,,M,7,,,,31,,48,
2003/4/7,2003,4,7,,-3.5,,-14.3,,-8.9,,26.9,,0,,,M,,M,0,,,,31,,44,
2003/4/8,2003,4,8,,1.7,,-16.5,,-7.4,,25.4,,0,,,M,,M,0,,,,,,<31,
2003/4/9,2003,4,9,,5.3,,-15.5,,-5.1,,23.1,,0,,,M,,M,0,,,,,,<31,
2003/4/10,2003,4,10,,8.8,,-10.4,,-0.8,,18.8,,0,,,M,,M,0,,,,,,<31,
2003/4/11,2003,4,11,,14.5,,-3.3,,5.6,,12.4,,0,,,M,,M,0,,,,19,,37,
2003/4/12,2003,4,12,,8.1,,-2.6,,2.8,,15.2,,0,,,M,,M,0,,,,33,,41,
2003/4/13,2003,4,13,,1,,-6.5,,-2.8,,20.8,,0,,,M,,M,0,,,,34,,41,
2003/4/14,2003,4,14,,5.9,,-9.9,,-2,,20,,0,,,M,,M,5,,,,22,,52,
2003/4/15,2003,4,15,,7.9,,0.3,,4.1,,13.9,,0,,,M,,M,0,,,,,,<31,
2003/4/16,2003,4,16,,0.4,,-15.5,,-7.6,,25.6,,0,,,M,,M,0,,,,32,,69,
2003/4/17,2003,4,17,,-3.8,,-16.3,,-10.1,,28.1,,0,,,M,,M,0,,,,33,,44,
2003/4/18,2003,4,18,,7,,-13.6,,-3.3,,21.3,,0,,,M,,M,0,,,,,,<31,
2003/4/19,2003,4,19,,7.5,,-2.6,,2.5,,15.5,,0,,,M,,M,0,,,,,,<31,
2003/4/20,2003,4,20,,4.7,,-2.5,,1.1,,16.9,,0,,,M,,M,3,,,,,,<31,
2003/4/21,2003,4,21,,15.6,,0.9,,8.3,,9.7,,0,,,M,,M,2,,,,13,,33,
2003/4/22,2003,4,22,,16.8,,3.9,,10.4,,7.6,,0,,,M,,M,2,,,,13,,33,
2003/4/23,2003,4,23,,7.2,,3.5,E,5.4,E,12.6,E,0,E,,M,,M,,M,,,,,<31,
2003/4/24,2003,4,24,,3.4,,-0.1,,1.7,,16.3,,0,,,M,,M,,M,,,31,,33,
2003/4/25,2003,4,25,,6.9,,1,,4,,14,,0,,,M,,M,2,,,,,,<31,
2003/4/26,2003,4,26,,13.5,,-0.1,,6.7,,11.3,,0,,,M,,M,0,,,,14,,33,
2003/4/27,2003,4,27,,5.9,,1.6,,3.8,,14.2,,0,,,M,,M,3,,,,,,<31,
2003/4/28,2003,4,28,,12.5,,1,,6.8,,11.2,,0,,,M,,M,0,,,,30,,33,
2003/4/29,2003,4,29,,8.5,,0.4,,4.5,,13.5,,0,,,M,,M,10,,,,29,,44,
2003/4/30,2003,4,30,,6.2,,-3.4,,1.4,,16.6,,0,,,M,,M,0,,,,30,,44,
2003/5/1,2003,5,1,,9.3,,-4.6,,2.4,,15.6,,0,,,M,,M,5,,,,19,,46,
2003/5/2,2003,5,2,,5.8,,-3.6,,1.1,,16.9,,0,,,M,,M,2,,,,,,<31,
2003/5/3,2003,5,3,,7.4,,-4.6,,1.4,,16.6,,0,,,M,,M,0,,,,29,,37,
2003/5/4,2003,5,4,,8.7,,-3.4,,2.7,,15.3,,0,,,M,,M,2,,,,32,,52,
2003/5/5,2003,5,5,,10.5,,-5.6,,2.5,,15.5,,0,,,M,,M,0,,,,,,<31,
2003/5/6,2003,5,6,,14,,-3.2,,5.4,,12.6,,0,,,M,,M,0,,,,13,,33,
2003/5/7,2003,5,7,,6.6,,1.4,,4,,14,,0,,,M,,M,11,,,,32,,35,
2003/5/8,2003,5,8,,4.3,,0.7,,2.5,,15.5,,0,,,M,,M,0,,,,35,,37,
2003/5/9,2003,5,9,,7.7,,1.3,,4.5,,13.5,,0,,,M,,M,5,,,,35,,43,
2003/5/10,2003,5,10,,7.9,,0.4,,4.2,,13.8,,0,,,M,,M,7,,,,35,,41,
2003/5/11,2003,5,11,,12.9,,3.7,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2003/5/12,2003,5,12,,4.4,,2.1,,3.3,,14.7,,0,,,M,,M,2,,,,,,<31,
2003/5/13,2003,5,13,,5.8,,2,,3.9,,14.1,,0,,,M,,M,1,,,,,,<31,
2003/5/14,2003,5,14,,8.1,,1.4,,4.8,,13.2,,0,,,M,,M,,M,,,,,<31,
2003/5/15,2003,5,15,,13,,0.9,,7,,11,,0,,,M,,M,3,,,,,,<31,
2003/5/16,2003,5,16,,17.9,,-1.3,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2003/5/17,2003,5,17,,23.4,,-0.3,,11.6,,6.4,,0,,,M,,M,0,,,,,,<31,
2003/5/18,2003,5,18,,25.7,,2,,13.9,,4.1,,0,,,M,,M,0,,,,,,<31,
2003/5/19,2003,5,19,,26.8,,3.5,,15.2,,2.8,,0,,,M,,M,0,,,,,,<31,
2003/5/20,2003,5,20,,29.8,,5.1,,17.5,,0.5,,0,,,M,,M,2,,,,,,<31,
2003/5/21,2003,5,21,,19.9,,4.5,,12.2,,5.8,,0,,,M,,M,0,,,,35,,50,
2003/5/22,2003,5,22,,14.3,,3.1,,8.7,,9.3,,0,,,M,,M,0,,,,32,,35,
2003/5/23,2003,5,23,,11.6,,6.5,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
2003/5/24,2003,5,24,,19.8,,6.6,,13.2,,4.8,,0,,,M,,M,0,,,,,,<31,
2003/5/25,2003,5,25,,18.4,,2.9,,10.7,,7.3,,0,,,M,,M,0,,,,,,<31,
2003/5/26,2003,5,26,,21.2,,2.8,,12,,6,,0,,,M,,M,0,,,,,,<31,
2003/5/27,2003,5,27,,24.6,,4.1,,14.4,,3.6,,0,,,M,,M,0,,,,,,<31,
2003/5/28,2003,5,28,,25.3,,6.2,,15.8,,2.2,,0,,,M,,M,0,,,,,,<31,
2003/5/29,2003,5,29,,13,,8,,10.5,,7.5,,0,,,M,,M,4,,,,,,<31,
2003/5/30,2003,5,30,,14.4,,7.6,,11,,7,,0,,,M,,M,0,,,,,,<31,
2003/5/31,2003,5,31,,18.2,,8.5,,13.4,,4.6,,0,,,M,,M,2,,,,,,<31,
2003/6/1,2003,6,1,,16.8,,7.5,,12.2,,5.8,,0,,,M,,M,5,,,,31,,33,
2003/6/2,2003,6,2,,14.9,,6.4,,10.7,,7.3,,0,,,M,,M,7,,,,30,,52,
2003/6/3,2003,6,3,,11.2,,0.7,,6,,12,,0,,,M,,M,0,,,,31,,52,
2003/6/4,2003,6,4,,19.1,,0.5,,9.8,,8.2,,0,,,M,,M,0,,,,30,,39,
2003/6/5,2003,6,5,,26.5,,5.9,,16.2,,1.8,,0,,,M,,M,0,,,,17,,35,
2003/6/6,2003,6,6,,18,,2.4,,10.2,,7.8,,0,,,M,,M,3,,,,32,,50,
2003/6/7,2003,6,7,,18.6,,0.7,,9.7,,8.3,,0,,,M,,M,0,,,,34,,37,
2003/6/8,2003,6,8,,21.4,,4.4,,12.9,,5.1,,0,,,M,,M,0,,,,,,<31,
2003/6/9,2003,6,9,,18.7,,11.5,,15.1,,2.9,,0,,,M,,M,3,,,,12,,43,
2003/6/10,2003,6,10,,17.6,,4.3,,11,,7,,0,,,M,,M,3,,,,28,,54,
2003/6/11,2003,6,11,,17.6,,2.6,,10.1,,7.9,,0,,,M,,M,9,,,,,,<31,
2003/6/12,2003,6,12,,16.8,,4.2,,10.5,,7.5,,0,,,M,,M,1,,,,31,,37,
2003/6/13,2003,6,13,,20.6,,2.5,,11.6,,6.4,,0,,,M,,M,0,,,,,,<31,
2003/6/14,2003,6,14,,16.9,,7.3,,12.1,,5.9,,0,,,M,,M,2,,,,15,,39,
2003/6/15,2003,6,15,,13.3,,5.9,,9.6,,8.4,,0,,,M,,M,7,,,,,,<31,
2003/6/16,2003,6,16,,21.3,,5.5,,13.4,,4.6,,0,,,M,,M,0,,,,30,,32,
2003/6/17,2003,6,17,,26.1,,7,,16.6,,1.4,,0,,,M,,M,2,,,,31,,37,
2003/6/18,2003,6,18,,29.1,,12.3,,20.7,,0,,2.7,,,M,,M,2,,,,,,<31,
2003/6/19,2003,6,19,,21.9,,10.8,,16.4,,1.6,,0,,,M,,M,0,,,,33,,39,
2003/6/20,2003,6,20,,23.2,,9.6,,16.4,,1.6,,0,,,M,,M,0,,,,31,,32,
2003/6/21,2003,6,21,,28.9,,9.1,,19,,0,,1,,,M,,M,1,,,,29,,33,
2003/6/22,2003,6,22,,30.6,,12.4,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2003/6/23,2003,6,23,,27.2,,13.4,,20.3,,0,,2.3,,,M,,M,0,,,,14,,33,
2003/6/24,2003,6,24,,26.7,,12.5,,19.6,,0,,1.6,,,M,,M,0,,,,14,,32,
2003/6/25,2003,6,25,,32.1,,13.5,,22.8,,0,,4.8,,,M,,M,0,,,,34,,37,
2003/6/26,2003,6,26,,34.1,,16.6,,25.4,,0,,7.4,,,M,,M,0,,,,,,<31,
2003/6/27,2003,6,27,,34.5,,15.7,,25.1,,0,,7.1,,,M,,M,1,,,,31,,37,
2003/6/28,2003,6,28,,25.5,,11.5,,18.5,,0,,0.5,,,M,,M,1,,,,32,,39,
2003/6/29,2003,6,29,,25.7,,9.8,,17.8,,0.2,,0,,,M,,M,4,,,,14,,32,
2003/6/30,2003,6,30,,,M,15.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2003/7/1,2003,7,1,,,,,,,,,,,,,,,,,,,,,,,
2003/7/2,2003,7,2,,,,,,,,,,,,,,,,,,,,,,,
2003/7/3,2003,7,3,,,,,,,,,,,,,,,,,,,,,,,
2003/7/4,2003,7,4,,,,,,,,,,,,,,,,,,,,,,,
2003/7/5,2003,7,5,,,,,,,,,,,,,,,,,,,,,,,
2003/7/6,2003,7,6,,,,,,,,,,,,,,,,,,,,,,,
2003/7/7,2003,7,7,,,,,,,,,,,,,,,,,,,,,,,
2003/7/8,2003,7,8,,,,,,,,,,,,,,,,,,,,,,,
2003/7/9,2003,7,9,,,,,,,,,,,,,,,,,,,,,,,
2003/7/10,2003,7,10,,,,,,,,,,,,,,,,,,,,,,,
2003/7/11,2003,7,11,,,,,,,,,,,,,,,,,,,,,,,
2003/7/12,2003,7,12,,,,,,,,,,,,,,,,,,,,,,,
2003/7/13,2003,7,13,,,,,,,,,,,,,,,,,,,,,,,
2003/7/14,2003,7,14,,,,,,,,,,,,,,,,,,,,,,,
2003/7/15,2003,7,15,,,,,,,,,,,,,,,,,,,,,,,
2003/7/16,2003,7,16,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2003/7/17,2003,7,17,,26,,15,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
2003/7/18,2003,7,18,,22.6,,9.7,,16.2,,1.8,,0,,,M,,M,0,,,,,,<31,
2003/7/19,2003,7,19,,21.4,,8.9,,15.2,,2.8,,0,,,M,,M,0,,,,22,,32,
2003/7/20,2003,7,20,,20.3,,12.9,,16.6,,1.4,,0,,,M,,M,4,,,,,,<31,
2003/7/21,2003,7,21,,20.7,,12.6,,16.7,,1.3,,0,,,M,,M,0,,,,,,<31,
2003/7/22,2003,7,22,,18.9,,14.8,,16.9,,1.1,,0,,,M,,M,15,,,,,,<31,
2003/7/23,2003,7,23,,22.5,,14.8,,18.7,,0,,0.7,,,M,,M,3,,,,,,<31,
2003/7/24,2003,7,24,,17.9,,14.8,,16.4,,1.6,,0,,,M,,M,27,,,,,,<31,
2003/7/25,2003,7,25,,24.2,,14.8,,19.5,,0,,1.5,,,M,,M,6,,,,,,<31,
2003/7/26,2003,7,26,,24.1,,16.6,,20.4,,0,,2.4,,,M,,M,2,,,,26,,33,
2003/7/27,2003,7,27,,21.3,,13.5,,17.4,,0.6,,0,,,M,,M,18.1,,,,27,,59,
2003/7/28,2003,7,28,,15.5,,13,,14.3,,3.7,,0,,,M,,M,1.7,,,,26,,69,
2003/7/29,2003,7,29,,17.6,,9.5,,13.6,,4.4,,0,,,M,,M,0,,,,29,,33,
2003/7/30,2003,7,30,,22.7,,8.9,,15.8,,2.2,,0,,,M,,M,1.3,,,,,,<31,
2003/7/31,2003,7,31,,23.5,,11.6,,17.6,,0.4,,0,,,M,,M,0,,,,,,<31,
2003/8/1,2003,8,1,,26.9,,12.3,,19.6,,0,,1.6,,,M,,M,2,,,,,,<31,
2003/8/2,2003,8,2,,27.7,,14.1,,20.9,,0,,2.9,,,M,,M,0,,,,,,<31,
2003/8/3,2003,8,3,,28.4,,13.5,,21,,0,,3,,,M,,M,0,,,,,,<31,
2003/8/4,2003,8,4,,28.4,,13.3,,20.9,,0,,2.9,,,M,,M,0,,,,,,<31,
2003/8/5,2003,8,5,,16.9,,12.5,,14.7,,3.3,,0,,,M,,M,2,,,,15,,32,
2003/8/6,2003,8,6,,17.5,,12.8,,15.2,,2.8,,0,,,M,,M,3,,,,,,<31,
2003/8/7,2003,8,7,,23.1,,16.6,,19.9,,0,,1.9,,,M,,M,12,,,,,,<31,
2003/8/8,2003,8,8,,24.3,,14,,19.2,,0,,1.2,,,M,,M,3,,,,,,<31,
2003/8/9,2003,8,9,,21.8,,13.8,,17.8,,0.2,,0,,,M,,M,0,,,,,,<31,
2003/8/10,2003,8,10,,22.9,,14.6,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2003/8/11,2003,8,11,,26.1,,13.2,,19.7,,0,,1.7,,,M,,M,3,,,,,,<31,
