Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2009/1/14,2009,1,14,,-1.7,,-24.2,,-13,,31,,0,,,M,,M,2,,,,31,,63,
2009/1/15,2009,1,15,,-24.1,,-36.1,,-30.1,,48.1,,0,,,M,,M,0,,,,30,,37,
2009/1/16,2009,1,16,,-24.4,,-39.7,,-32.1,,50.1,,0,,,M,,M,0,,,,29,,35,
2009/1/17,2009,1,17,,-24.6,,-37.8,,-31.2,,49.2,,0,,,M,,M,0,,,,,,<31,
2009/1/18,2009,1,18,,-14.7,,-40.7,,-27.7,,45.7,,0,,,M,,M,2,,,,,,<31,
2009/1/19,2009,1,19,,-7.8,,-14.7,,-11.3,,29.3,,0,,,M,,M,7,,,,34,,32,
2009/1/20,2009,1,20,,-10.1,,-21.7,,-15.9,,33.9,,0,,,M,,M,0,,,,,,<31,
2009/1/21,2009,1,21,,-10,,-28.3,,-19.2,,37.2,,0,,,M,,M,0,,,,27,,32,
2009/1/22,2009,1,22,,-6.2,,-20.7,,-13.5,,31.5,,0,,,M,,M,0,,,,29,,59,
2009/1/23,2009,1,23,,-15.2,,-24.6,,-19.9,,37.9,,0,,,M,,M,1,,,,32,,37,
2009/1/24,2009,1,24,,-13.4,,-24.5,,-19,,37,,0,,,M,,M,5,,,,30,,48,
2009/1/25,2009,1,25,,-21.6,,-29,,-25.3,,43.3,,0,,,M,,M,0,,,,31,,39,
2009/1/26,2009,1,26,,-20,,-32.8,,-26.4,,44.4,,0,,,M,,M,0,,,,,,<31,
2009/1/27,2009,1,27,,-17.9,,-31.7,,-24.8,,42.8,,0,,,M,,M,0,,,,30,,33,
2009/1/28,2009,1,28,,-11,,-32.1,,-21.6,,39.6,,0,,,M,,M,3,,,,,,<31,
2009/1/29,2009,1,29,,-7,,-17.3,,-12.2,,30.2,,0,,,M,,M,7,,,,33,,41,
2009/1/30,2009,1,30,,-5.6,,-19.4,,-12.5,,30.5,,0,,,M,,M,0,,,,,,<31,
2009/1/31,2009,1,31,,-5,,-14.6,,-9.8,,27.8,,0,,,M,,M,0,,,,,,<31,
2009/2/1,2009,2,1,,-8.7,,-21.2,,-15,,33,,0,,,M,,M,0,,,,,,<31,
2009/2/2,2009,2,2,,0.5,,-12.8,,-6.2,,24.2,,0,,,M,,M,0,,,,33,,33,
2009/2/3,2009,2,3,,-11.3,,-22.9,,-17.1,,35.1,,0,,,M,,M,0,,,,33,,39,
2009/2/4,2009,2,4,,-12.4,,-16.5,,-14.5,,32.5,,0,,,M,,M,0,,,,34,,33,
2009/2/5,2009,2,5,,-14.3,,-20.4,,-17.4,,35.4,,0,,,M,,M,0,,,,33,,33,
2009/2/6,2009,2,6,,-9.6,,-23.7,,-16.7,,34.7,,0,,,M,,M,0,,,,,,<31,
2009/2/7,2009,2,7,,-1.3,,-17.2,,-9.3,,27.3,,0,,,M,,M,3,,,,17,,32,
2009/2/8,2009,2,8,,0.3,,-14.9,,-7.3,,25.3,,0,,,M,,M,6,,,,30,,59,
2009/2/9,2009,2,9,,-13.3,,-17.4,,-15.4,,33.4,,0,,,M,,M,0,,,,34,,52,
2009/2/10,2009,2,10,,-9.8,,-20.2,,-15,,33,,0,,,M,,M,0,,,,31,,35,
2009/2/11,2009,2,11,,-5.7,,-9.8,,-7.8,,25.8,,0,,,M,,M,1,,,,,,<31,
2009/2/12,2009,2,12,,-1.3,,-12,,-6.7,,24.7,,0,,,M,,M,0,,,,33,,50,
2009/2/13,2009,2,13,,-7.9,,-18.5,,-13.2,,31.2,,0,,,M,,M,2,,,,33,,57,
2009/2/14,2009,2,14,,-1.2,,-8.7,,-5,,23,,0,,,M,,M,10,,,,33,,52,
2009/2/15,2009,2,15,,-0.6,,-4.4,,-2.5,,20.5,,0,,,M,,M,0,,,,33,,32,
2009/2/16,2009,2,16,,-0.5,,-7.5,,-4,,22,,0,,,M,,M,0,,,,,,<31,
2009/2/17,2009,2,17,,-2.9,,-8.8,,-5.9,,23.9,,0,,,M,,M,0,,,,,,<31,
2009/2/18,2009,2,18,,-1.7,,-11.1,,-6.4,,24.4,,0,,,M,,M,0,,,,,,<31,
2009/2/19,2009,2,19,,-3.4,,-7.6,,-5.5,,23.5,,0,,,M,,M,0,,,,16,,48,
2009/2/20,2009,2,20,,-1.8,,-6.3,,-4.1,,22.1,,0,,,M,,M,5,,,,32,,33,
2009/2/21,2009,2,21,,-4.1,,-9.1,,-6.6,,24.6,,0,,,M,,M,2,,,,29,,44,
2009/2/22,2009,2,22,,-2.5,,-18.4,,-10.5,,28.5,,0,,,M,,M,0,,,,32,,33,
2009/2/23,2009,2,23,,-4.7,,-8,,-6.4,,24.4,,0,,,M,,M,6,,,,1,,57,
2009/2/24,2009,2,24,,-4.7,,-16.2,,-10.5,,28.5,,0,,,M,,M,0,,,,35,,48,
2009/2/25,2009,2,25,,-4.2,,-19.1,,-11.7,,29.7,,0,,,M,,M,0,,,,,,<31,
2009/2/26,2009,2,26,,-0.7,,-16.9,,-8.8,,26.8,,0,,,M,,M,0,,,,,,<31,
2009/2/27,2009,2,27,,7.5,,-2,,2.8,,15.2,,0,,,M,,M,4,,,,21,,57,
2009/2/28,2009,2,28,,-0.9,,-20.3,,-10.6,,28.6,,0,,,M,,M,0,,,,33,,50,
2009/3/1,2009,3,1,,-5.8,,-24.4,,-15.1,,33.1,,0,,,M,,M,0,,,,,,<31,
2009/3/2,2009,3,2,,-8.8,,-18.6,,-13.7,,31.7,,0,,,M,,M,8,,,,34,,41,
2009/3/3,2009,3,3,,-10.3,,-12.8,,-11.6,,29.6,,0,,,M,,M,0,,,,33,,41,
2009/3/4,2009,3,4,,-9.7,,-17,,-13.4,,31.4,,0,,,M,,M,1,,,,30,,48,
2009/3/5,2009,3,5,,-8.4,,-22.7,,-15.6,,33.6,,0,,,M,,M,0,,,,33,,46,
2009/3/6,2009,3,6,,-5.4,,-24.1,,-14.8,,32.8,,0,,,M,,M,12,,,,15,,32,
2009/3/7,2009,3,7,,0.9,,-5.4,,-2.3,,20.3,,0,,,M,,M,2,,,,29,,48,
2009/3/8,2009,3,8,,2.4,,-6.7,,-2.2,,20.2,,0,,,M,,M,2,,,,29,,52,
2009/3/9,2009,3,9,,-2.9,,-13.4,,-8.2,,26.2,,0,,,M,,M,1,,,,,,<31,
2009/3/10,2009,3,10,,4,,-18.6,,-7.3,,25.3,,0,,,M,,M,0,,,,,,<31,
2009/3/11,2009,3,11,,3.1,,-9.3,,-3.1,,21.1,,0,,,M,,M,1.1,,,,28,,80,
2009/3/12,2009,3,12,,-7.4,,-16.8,,-12.1,,30.1,,0,,,M,,M,0,,,,29,,74,
2009/3/13,2009,3,13,,-7.7,,-17.5,,-12.6,,30.6,,0,,,M,,M,0,,,,31,,44,
2009/3/14,2009,3,14,,1.2,,-14.9,,-6.9,,24.9,,0,,,M,,M,0,,,,29,,46,
2009/3/15,2009,3,15,,-8,,-16.4,,-12.2,,30.2,,0,,,M,,M,0,,,,31,,33,
2009/3/16,2009,3,16,,-4.2,,-19.1,,-11.7,,29.7,,0,,,M,,M,0,,,,,,<31,
2009/3/17,2009,3,17,,5.2,,-21.8,,-8.3,,26.3,,0,,,M,,M,0,,,,,,<31,
2009/3/18,2009,3,18,,4.1,,-3.9,,0.1,,17.9,,0,,,M,,M,2,,,,,,<31,
2009/3/19,2009,3,19,,0.7,,-9.8,,-4.6,,22.6,,0,,,M,,M,1,,,,33,,48,
2009/3/20,2009,3,20,,-4.4,,-16.9,,-10.7,,28.7,,0,,,M,,M,0,,,,32,,32,
2009/3/21,2009,3,21,,1.6,,-20.6,,-9.5,,27.5,,0,,,M,,M,0,,,,,,<31,
2009/3/22,2009,3,22,,-3.9,,-9.2,,-6.6,,24.6,,0,,,M,,M,0,,,,29,,43,
2009/3/23,2009,3,23,,-3,,-12.8,,-7.9,,25.9,,0,,,M,,M,1,,,,35,,44,
2009/3/24,2009,3,24,,2.6,,-10.9,,-4.2,,22.2,,0,,,M,,M,0,,,,33,,37,
2009/3/25,2009,3,25,,3.4,,-16.2,,-6.4,,24.4,,0,,,M,,M,0,,,,,,<31,
2009/3/26,2009,3,26,,10.3,,-12.1,,-0.9,,18.9,,0,,,M,,M,0,,,,,,<31,
2009/3/27,2009,3,27,,3.8,,-2.1,,0.9,,17.1,,0,,,M,,M,0,,,,,,<31,
2009/3/28,2009,3,28,,9.9,,-4.2,,2.9,,15.1,,0,,,M,,M,0,,,,29,,39,
2009/3/29,2009,3,29,,8.7,,-6.4,,1.2,,16.8,,0,,,M,,M,0,,,,16,,43,
2009/3/30,2009,3,30,,2.1,,-3.1,,-0.5,,18.5,,0,,,M,,M,11,,,,14,,43,
2009/3/31,2009,3,31,,1.4,,-9.4,,-4,,22,,0,,,M,,M,5,,,,,,<31,
2009/4/1,2009,4,1,,3.8,,-9.5,,-2.9,,20.9,,0,,,M,,M,0,,,,,,<31,
2009/4/2,2009,4,2,,10.4,,-2,,4.2,,13.8,,0,,,M,,M,2,,,,25,,39,
2009/4/3,2009,4,3,,16.5,,-2,,7.3,,10.7,,0,,,M,,M,0,,,,12,,32,
2009/4/4,2009,4,4,,9.3,,0.7,,5,,13,,0,,,M,,M,30,,,,13,,33,
2009/4/5,2009,4,5,,2.8,,0,,1.4,,16.6,,0,,,M,,M,3,,,,,,<31,
2009/4/6,2009,4,6,,6.9,,-0.9,,3,,15,,0,,,M,,M,4,,,,14,,41,
2009/4/7,2009,4,7,,4.3,,-0.4,,2,,16,,0,,,M,,M,16,,,,12,,54,
2009/4/8,2009,4,8,,3.9,,0.3,,2.1,,15.9,,0,,,M,,M,0,,,,22,,33,
2009/4/9,2009,4,9,,5.2,,-1.3,,2,,16,,0,,,M,,M,2,,,,22,,32,
2009/4/10,2009,4,10,,1.5,,-1.5,,0,,18,,0,,,M,,M,0,,,,,,<31,
2009/4/11,2009,4,11,,2.1,,-4.6,,-1.3,,19.3,,0,,,M,,M,0,,,,35,,33,
2009/4/12,2009,4,12,,2.6,,-6,,-1.7,,19.7,,0,,,M,,M,3,,,,35,,50,
2009/4/13,2009,4,13,,-1,,-3.1,,-2.1,,20.1,,0,,,M,,M,4,,,,35,,57,
2009/4/14,2009,4,14,,4.6,,-5.7,,-0.6,,18.6,,0,,,M,,M,2,,,,29,,39,
2009/4/15,2009,4,15,,5.4,,-7.1,,-0.9,,18.9,,0,,,M,,M,0,,,,33,,37,
2009/4/16,2009,4,16,,4.3,,-5.2,,-0.5,,18.5,,0,,,M,,M,0,,,,,,<31,
2009/4/17,2009,4,17,,2.4,,-4.8,,-1.2,,19.2,,0,,,M,,M,1,,,,,,<31,
2009/4/18,2009,4,18,,3.7,,-6.6,,-1.5,,19.5,,0,,,M,,M,0,,,,,,<31,
2009/4/19,2009,4,19,,4.4,,-4.9,,-0.3,,18.3,,0,,,M,,M,0,,,,,,<31,
2009/4/20,2009,4,20,,9.3,,-7.5,,0.9,,17.1,,0,,,M,,M,0,,,,,,<31,
2009/4/21,2009,4,21,,10.5,,-4.5,,3,,15,,0,,,M,,M,7,,,,16,,46,
2009/4/22,2009,4,22,,13.2,,2.4,,7.8,,10.2,,0,,,M,,M,5,,,,,,<31,
2009/4/23,2009,4,23,,12.3,,2.8,,7.6,,10.4,,0,,,M,,M,13,,,,31,,65,
2009/4/24,2009,4,24,,13.8,,3.7,,8.8,,9.2,,0,,,M,,M,1,,,,34,,69,
2009/4/25,2009,4,25,,24.3,,4,,14.2,,3.8,,0,,,M,,M,0,,,,18,,35,
2009/4/26,2009,4,26,,16.9,,-2.7,,7.1,,10.9,,0,,,M,,M,0,,,,31,,54,
2009/4/27,2009,4,27,,10.3,,-3.5,,3.4,,14.6,,0,,,M,,M,0,,,,,,<31,
2009/4/28,2009,4,28,,19.9,,1,,10.5,,7.5,,0,,,M,,M,1,,,,31,,59,
2009/4/29,2009,4,29,,7.3,,-1.6,,2.9,,15.1,,0,,,M,,M,0,,,,32,,59,
2009/4/30,2009,4,30,,11.7,,-1.3,,5.2,,12.8,,0,,,M,,M,0,,,,29,,39,
2009/5/1,2009,5,1,,15.9,,4.5,,10.2,,7.8,,0,,,M,,M,13,,,,29,,52,
2009/5/2,2009,5,2,,9.2,,-1.2,,4,,14,,0,,,M,,M,2,,,,32,,39,
2009/5/3,2009,5,3,,13.8,,-0.7,,6.6,,11.4,,0,,,M,,M,0,,,,26,,39,
2009/5/4,2009,5,4,,12.8,,-1.8,,5.5,,12.5,,0,,,M,,M,0,,,,26,,59,
2009/5/5,2009,5,5,,17.2,,-3.5,,6.9,,11.1,,0,,,M,,M,0,,,,,,<31,
2009/5/6,2009,5,6,,9.5,,-0.5,,4.5,,13.5,,0,,,M,,M,3,,,,,,<31,
2009/5/7,2009,5,7,,12,,0.8,,6.4,,11.6,,0,,,M,,M,1,,,,,,<31,
2009/5/8,2009,5,8,,11.4,,5.3,,8.4,,9.6,,0,,,M,,M,2,,,,,,<31,
2009/5/9,2009,5,9,,19.6,,6.6,,13.1,,4.9,,0,,,M,,M,11,,,,,,<31,
2009/5/10,2009,5,10,,9.5,,2.1,,5.8,,12.2,,0,,,M,,M,4,,,,35,,48,
2009/5/11,2009,5,11,,9.9,,-0.9,,4.5,,13.5,,0,,,M,,M,0,,,,,,<31,
2009/5/12,2009,5,12,,15.5,,-2.1,,6.7,,11.3,,0,,,M,,M,0,,,,35,,35,
2009/5/13,2009,5,13,,21.8,,-0.4,,10.7,,7.3,,0,,,M,,M,0,,,,30,,54,
2009/5/14,2009,5,14,,21.3,,2.4,,11.9,,6.1,,0,,,M,,M,1,,,,21,,70,
2009/5/15,2009,5,15,,13.6,,0,,6.8,,11.2,,0,,,M,,M,0,,,,28,,48,
2009/5/16,2009,5,16,,17.8,,-1.9,,8,,10,,0,,,M,,M,0,,,,15,,37,
2009/5/17,2009,5,17,,15.8,,0.4,,8.1,,9.9,,0,,,M,,M,6.1,,,,31,,37,
2009/5/18,2009,5,18,,5.8,,-0.5,,2.7,,15.3,,0,,,M,,M,0,,,,34,,32,
2009/5/19,2009,5,19,,19.4,,-0.6,,9.4,,8.6,,0,,,M,,M,0,,,,29,,56,
2009/5/20,2009,5,20,,10.4,,0.8,,5.6,,12.4,,0,,,M,,M,0,,,,34,,37,
2009/5/21,2009,5,21,,29.3,,4.7,,17,,1,,0,,,M,,M,1,,,,34,,69,
2009/5/22,2009,5,22,,14.3,,2.2,,8.3,,9.7,,0,,,M,,M,0,,,,30,,50,
2009/5/23,2009,5,23,,13,,1.8,,7.4,,10.6,,0,,,M,,M,0,,,,35,,33,
2009/5/24,2009,5,24,,16.5,,5.8,,11.2,,6.8,,0,,,M,,M,0,,,,33,,41,
2009/5/25,2009,5,25,,9.3,,1.5,,5.4,,12.6,,0,,,M,,M,0,,,,31,,54,
2009/5/26,2009,5,26,,11.4,,1.4,,6.4,,11.6,,0,,,M,,M,0,,,,31,,41,
2009/5/27,2009,5,27,,13.1,,0.1,,6.6,,11.4,,0,,,M,,M,0,,,,,,<31,
2009/5/28,2009,5,28,,20.8,,2.9,,11.9,,6.1,,0,,,M,,M,0,,,,,,<31,
2009/5/29,2009,5,29,,10.6,,8.3,,9.5,,8.5,,0,,,M,,M,20,,,,15,,41,
2009/5/30,2009,5,30,,15,,8.5,,11.8,,6.2,,0,,,M,,M,9,,,,,,<31,
2009/5/31,2009,5,31,,20.2,,4.6,,12.4,,5.6,,0,,,M,,M,12,,,,12,,37,
2009/6/1,2009,6,1,,12,,6,,9,,9,,0,,,M,,M,15.1,,,,31,,56,
2009/6/2,2009,6,2,,15.5,,7.4,,11.5,,6.5,,0,,,M,,M,0,,,,29,,54,
2009/6/3,2009,6,3,,15.4,,3.5,,9.5,,8.5,,0,,,M,,M,0,,,,31,,43,
2009/6/4,2009,6,4,,15.3,,3.6,,9.5,,8.5,,0,,,M,,M,0,,,,26,,41,
2009/6/5,2009,6,5,,23.1,,3.1,,13.1,,4.9,,0,,,M,,M,0,,,,31,,35,
2009/6/6,2009,6,6,,23.7,,5.3,,14.5,,3.5,,0,,,M,,M,3.9,,,,21,,50,
2009/6/7,2009,6,7,,13.9,,7.5,,10.7,,7.3,,0,,,M,,M,0,,,,29,,46,
2009/6/8,2009,6,8,,13.1,,3.2,,8.2,,9.8,,0,,,M,,M,0,,,,32,,41,
2009/6/9,2009,6,9,,17,,1.4,,9.2,,8.8,,0,,,M,,M,0,,,,14,,35,
2009/6/10,2009,6,10,,9.5,,6.2,,7.9,,10.1,,0,,,M,,M,0,,,,14,,33,
2009/6/11,2009,6,11,,12.3,,7.9,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2009/6/12,2009,6,12,,15.7,,7.7,,11.7,,6.3,,0,,,M,,M,14,,,,,,<31,
2009/6/13,2009,6,13,,20.7,,6.5,,13.6,,4.4,,0,,,M,,M,1,,,,,,<31,
2009/6/14,2009,6,14,,22,,5.2,,13.6,,4.4,,0,,,M,,M,0,,,,,,<31,
2009/6/15,2009,6,15,,23.2,,9.5,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2009/6/16,2009,6,16,,22.4,,8.6,,15.5,,2.5,,0,,,M,,M,0,,,,,,<31,
2009/6/17,2009,6,17,,27.5,,9.9,,18.7,,0,,0.7,,,M,,M,0,,,,30,,33,
2009/6/18,2009,6,18,,28.5,,12.1,,20.3,,0,,2.3,,,M,,M,0,,,,,,<31,
2009/6/19,2009,6,19,,24.1,,14.4,,19.3,,0,,1.3,,,M,,M,0,,,,18,,39,
2009/6/20,2009,6,20,,19.2,,14.6,,16.9,,1.1,,0,,,M,,M,3,,,,,,<31,
2009/6/21,2009,6,21,,22.3,,11.6,,17,,1,,0,,,M,,M,2,,,,,,<31,
2009/6/22,2009,6,22,,24.6,,10.7,,17.7,,0.3,,0,,,M,,M,1,,,,,,<31,
2009/6/23,2009,6,23,,28.4,,9.6,,19,,0,,1,,,M,,M,0,,,,,,<31,
2009/6/24,2009,6,24,,26.7,,13.2,,20,,0,,2,,,M,,M,0,,,,,,<31,
2009/6/25,2009,6,25,,27.6,,17.1,,22.4,,0,,4.4,,,M,,M,3,,,,29,,33,
2009/6/26,2009,6,26,,23.9,,17.7,,20.8,,0,,2.8,,,M,,M,7,,,,,,<31,
2009/6/27,2009,6,27,,23.6,,16.9,,20.3,,0,,2.3,,,M,,M,2,,,,,,<31,
2009/6/28,2009,6,28,,24.7,,16.5,,20.6,,0,,2.6,,,M,,M,0,,,,13,,32,
2009/6/29,2009,6,29,,19.5,,14.7,,17.1,,0.9,,0,,,M,,M,3,,,,12,,35,
2009/6/30,2009,6,30,,21.1,,13.4,,17.3,,0.7,,0,,,M,,M,4,,,,,,<31,
2009/7/1,2009,7,1,,17.7,,12.6,,15.2,,2.8,,0,,,M,,M,8,,,,,,<31,
2009/7/2,2009,7,2,,20,,12.9,,16.5,,1.5,,0,,,M,,M,0,,,,,,<31,
2009/7/3,2009,7,3,,20.9,,14.8,,17.9,,0.1,,0,,,M,,M,2,,,,,,<31,
2009/7/4,2009,7,4,,23.6,,15.3,,19.5,,0,,1.5,,,M,,M,1,,,,,,<31,
2009/7/5,2009,7,5,,19.9,,11.9,,15.9,,2.1,,0,,,M,,M,2,,,,33,,35,
2009/7/6,2009,7,6,,16.7,,10.8,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2009/7/7,2009,7,7,,18.8,,8,,13.4,,4.6,,0,,,M,,M,1,,,,,,<31,
2009/7/8,2009,7,8,,,M,6.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/7/9,2009,7,9,,26.4,,6.7,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
2009/7/10,2009,7,10,,28.7,,10.4,,19.6,,0,,1.6,,,M,,M,0,,,,,,<31,
2009/7/11,2009,7,11,,27.5,,12,,19.8,,0,,1.8,,,M,,M,0,,,,18,,37,
2009/7/12,2009,7,12,,22.2,,14.3,,18.3,,0,,0.3,,,M,,M,0,,,,17,,33,
2009/7/13,2009,7,13,,17.3,,10.4,,13.9,,4.1,,0,,,M,,M,0,,,,,,<31,
2009/7/14,2009,7,14,,18.8,,9.2,,14,,4,,0,,,M,,M,7,,,,30,,35,
2009/7/15,2009,7,15,,20,,8.6,,14.3,,3.7,,0,,,M,,M,0,,,,29,,39,
2009/7/16,2009,7,16,,20.3,,10.1,,15.2,,2.8,,0,,,M,,M,0,,,,,,<31,
2009/7/17,2009,7,17,,21,,13.6,,17.3,,0.7,,0,,,M,,M,0,,,,,,<31,
2009/7/18,2009,7,18,,19.3,,16.5,,17.9,,0.1,,0,,,M,,M,5,,,,,,<31,
2009/7/19,2009,7,19,,22.6,,13.3,,18,,0,,0,,,M,,M,2,,,,30,,33,
2009/7/20,2009,7,20,,23.3,,11.7,,17.5,,0.5,,0,,,M,,M,0,,,,29,,37,
2009/7/21,2009,7,21,,25.1,,11,,18.1,,0,,0.1,,,M,,M,0,,,,,,<31,
2009/7/22,2009,7,22,,18.5,,11.8,,15.2,,2.8,,0,,,M,,M,7,,,,,,<31,
2009/7/23,2009,7,23,,26.3,,9.5,,17.9,,0.1,,0,,,M,,M,0,,,,,,<31,
2009/7/24,2009,7,24,,24.6,,12.8,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2009/7/25,2009,7,25,,15.9,,13,,14.5,,3.5,,0,,,M,,M,21.1,,,,,,<31,
2009/7/26,2009,7,26,,21,,13,,17,,1,,0,,,M,,M,0,,,,14,,32,
2009/7/27,2009,7,27,,25.1,,15.5,,20.3,,0,,2.3,,,M,,M,14,,,,,,<31,
2009/7/28,2009,7,28,,26.2,E,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/7/29,2009,7,29,,28.7,,16.3,,22.5,,0,,4.5,,,M,,M,9,,,,23,,35,
2009/7/30,2009,7,30,,26.4,,15.9,,21.2,,0,,3.2,,,M,,M,3,,,,,,<31,
2009/7/31,2009,7,31,,24,,14.5,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2009/8/1,2009,8,1,,23.7,,12.6,,18.2,,0,,0.2,,,M,,M,0,,,,,,<31,
2009/8/2,2009,8,2,,27.6,,12.9,,20.3,,0,,2.3,,,M,,M,0,,,,17,,33,
2009/8/3,2009,8,3,,24.8,,13,,18.9,,0,,0.9,,,M,,M,4,,,,,,<31,
2009/8/4,2009,8,4,,25.3,,12.6,,19,,0,,1,,,M,,M,0,,,,,,<31,
2009/8/5,2009,8,5,,24,,14.2,,19.1,,0,,1.1,,,M,,M,0,,,,31,,39,
2009/8/6,2009,8,6,,21.4,,12.6,,17,,1,,0,,,M,,M,0,,,,30,,32,
2009/8/7,2009,8,7,,19.3,,9.7,,14.5,,3.5,,0,,,M,,M,0,,,,33,,33,
