Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2004/1/1,2004,1,1,,-10.7,,-13.7,,-12.2,,30.2,,0,,,M,,M,0,,,,32,,50,
2004/1/2,2004,1,2,,-12.3,,-19.2,,-15.8,,33.8,,0,,,M,,M,0,,,,33,,46,
2004/1/3,2004,1,3,,-4.8,,-18.5,,-11.7,,29.7,,0,,,M,,M,1,,,,,,<31,
2004/1/4,2004,1,4,,0.3,,-10.6,,-5.2,,23.2,,0,,,M,,M,4,,,,34,,54,
2004/1/5,2004,1,5,,-10.5,,-14.1,,-12.3,,30.3,,0,,,M,,M,0,,,,33,,52,
2004/1/6,2004,1,6,,-9.3,,-15.3,,-12.3,,30.3,,0,,,M,,M,0,,,,27,,35,
2004/1/7,2004,1,7,,-13.8,,-23,,-18.4,,36.4,,0,,,M,,M,0,,,,29,,54,
2004/1/8,2004,1,8,,-19,,-24,,-21.5,,39.5,,0,,,M,,M,1,,,,30,,57,
2004/1/9,2004,1,9,,-19.8,,-24.1,,-22,,40,,0,,,M,,M,0,,,,31,,43,
2004/1/10,2004,1,10,,-21.7,,-25.3,,-23.5,,41.5,,0,,,M,,M,0,,,,30,,37,
2004/1/11,2004,1,11,,-17.6,,-26.5,,-22.1,,40.1,,0,,,M,,M,0,,,,30,,37,
2004/1/12,2004,1,12,,-17.5,,-30.1,,-23.8,,41.8,,0,,,M,,M,0,,,,,,<31,
2004/1/13,2004,1,13,,-14.4,,-27.5,,-21,,39,,0,,,M,,M,4,,,,28,,59,
2004/1/14,2004,1,14,,-23.3,,-28.6,,-26,,44,,0,,,M,,M,5,,,,30,,69,
2004/1/15,2004,1,15,,-26.1,,-30.3,,-28.2,,46.2,,0,,,M,,M,0,,,,29,,44,
2004/1/16,2004,1,16,,-1.2,,-32,,-16.6,,34.6,,0,,,M,,M,3,,,,32,,70,
2004/1/17,2004,1,17,,-2.1,,-11.2,,-6.7,,24.7,,0,,,M,,M,0,,,,33,,67,
2004/1/18,2004,1,18,,-3.4,,-17.3,,-10.4,,28.4,,0,,,M,,M,0,,,,,,<31,
2004/1/19,2004,1,19,,-3.4,,-6.8,,-5.1,,23.1,,0,,,M,,M,0,,,,6,,35,
2004/1/20,2004,1,20,,-4.2,,-12.1,,-8.2,,26.2,,0,,,M,,M,3,,,,32,,52,
2004/1/21,2004,1,21,,-12.1,,-25.6,,-18.9,,36.9,,0,,,M,,M,0,,,,33,,44,
2004/1/22,2004,1,22,,-11.4,,-27.6,,-19.5,,37.5,,0,,,M,,M,0,,,,,,<31,
2004/1/23,2004,1,23,,-12.3,,-19.8,,-16.1,,34.1,,0,,,M,,M,0,,,,26,,48,
2004/1/24,2004,1,24,,-19.8,,-23.7,,-21.8,,39.8,,0,,,M,,M,0,,,,32,,52,
2004/1/25,2004,1,25,,-23.1,,-26.6,,-24.9,,42.9,,0,,,M,,M,2,,,,31,,56,
2004/1/26,2004,1,26,,-22.4,,-28.5,,-25.5,,43.5,,0,,,M,,M,1,,,,32,,52,
2004/1/27,2004,1,27,,-14,,-23.1,,-18.6,,36.6,,0,,,M,,M,0,,,,33,,50,
2004/1/28,2004,1,28,,-9.7,,-16.5,,-13.1,,31.1,,0,,,M,,M,0,,,,,,<31,
2004/1/29,2004,1,29,,-8.3,,-13.5,,-10.9,,28.9,,0,,,M,,M,0,,,,30,,43,
2004/1/30,2004,1,30,,-11.8,,-14.6,,-13.2,,31.2,,0,,,M,,M,0,,,,28,,50,
2004/1/31,2004,1,31,,-7.8,,-14.3,,-11.1,,29.1,,0,,,M,,M,2,,,,,,<31,
2004/2/1,2004,2,1,,-1.7,,-9.2,,-5.5,,23.5,,0,,,M,,M,0,,,,,,<31,
2004/2/2,2004,2,2,,-2.7,,-16.8,,-9.8,,27.8,,0,,,M,,M,0,,,,,,<31,
2004/2/3,2004,2,3,,-0.1,,-17.7,,-8.9,,26.9,,0,,,M,,M,0,,,,,,<31,
2004/2/4,2004,2,4,,-1.2,,-14.5,,-7.9,,25.9,,0,,,M,,M,10,,,,26,,63,
2004/2/5,2004,2,5,,-9.4,,-16,,-12.7,,30.7,,0,,,M,,M,6,,,,32,,72,
2004/2/6,2004,2,6,,-9.5,,-13.2,,-11.4,,29.4,,0,,,M,,M,0,,,,34,,52,
2004/2/7,2004,2,7,,-6,,-11.5,,-8.8,,26.8,,0,,,M,,M,0,,,,31,,39,
2004/2/8,2004,2,8,,-9.8,,-18.9,,-14.4,,32.4,,0,,,M,,M,1,,,,32,,57,
2004/2/9,2004,2,9,,-6.2,,-22.9,,-14.6,,32.6,,0,,,M,,M,0,,,,,,<31,
2004/2/10,2004,2,10,,0.3,,-10.1,,-4.9,,22.9,,0,,,M,,M,0,,,,,,<31,
2004/2/11,2004,2,11,,-1.8,,-13.1,,-7.5,,25.5,,0,,,M,,M,0,,,,30,,48,
2004/2/12,2004,2,12,,-9.8,,-14.2,,-12,,30,,0,,,M,,M,0,,,,32,,43,
2004/2/13,2004,2,13,,-3.4,,-13.8,,-8.6,,26.6,,0,,,M,,M,0,,,,23,,33,
2004/2/14,2004,2,14,,-2,,-23.9,,-13,,31,,0,,,M,,M,5,,,,29,,56,
2004/2/15,2004,2,15,,-21.2,,-26.3,,-23.8,,41.8,,0,,,M,,M,0,,,,33,,52,
2004/2/16,2004,2,16,,-19.1,,-23,,-21.1,,39.1,,0,,,M,,M,0,,,,30,,44,
2004/2/17,2004,2,17,,-11.6,,-26.9,,-19.3,,37.3,,0,,,M,,M,0,,,,35,,32,
2004/2/18,2004,2,18,,-4.2,,-18.8,,-11.5,,29.5,,0,,,M,,M,0,,,,,,<31,
2004/2/19,2004,2,19,,-4.3,,-21.6,,-13,,31,,0,,,M,,M,0,,,,34,,48,
2004/2/20,2004,2,20,,-5.6,,-16.9,,-11.3,,29.3,,0,,,M,,M,0,,,,31,,44,
2004/2/21,2004,2,21,,-4,,-17.6,,-10.8,,28.8,,0,,,M,,M,0,,,,14,,32,
2004/2/22,2004,2,22,,-1.8,,-9.1,,-5.5,,23.5,,0,,,M,,M,0,,,,32,,37,
2004/2/23,2004,2,23,,-2.6,,-9,,-5.8,,23.8,,0,,,M,,M,0,,,,34,,37,
2004/2/24,2004,2,24,,-3.7,,-9.9,,-6.8,,24.8,,0,,,M,,M,0,,,,31,,39,
2004/2/25,2004,2,25,,-3.9,,-9.9,,-6.9,,24.9,,0,,,M,,M,0,,,,32,,41,
2004/2/26,2004,2,26,,-9.9,,-15.2,,-12.6,,30.6,,0,,,M,,M,2.9,,,,32,,52,
2004/2/27,2004,2,27,,-6.5,,-14.8,,-10.7,,28.7,,0,,,M,,M,0,,,,32,,52,
2004/2/28,2004,2,28,,-7.1,,-20,,-13.6,,31.6,,0,,,M,,M,0,,,,35,,37,
2004/2/29,2004,2,29,,-1.2,E,-22.1,E,-11.7,E,29.7,E,0,E,,M,,M,,M,,,,,<31,
2004/3/1,2004,3,1,,1.1,,-15.4,,-7.2,,25.2,,0,,,M,,M,,M,,,,,<31,
2004/3/2,2004,3,2,,1.2,,-7.1,,-3,,21,,0,,,M,,M,2,,,,,,<31,
2004/3/3,2004,3,3,,0.9,,-1.4,E,-0.3,E,18.3,E,0,E,,M,,M,,M,,,31,E,52,E
2004/3/4,2004,3,4,,-0.5,,-8.6,,-4.6,,22.6,,0,,,M,,M,,M,,,33,,35,
2004/3/5,2004,3,5,,-2.6,,-10.4,,-6.5,,24.5,,0,,,M,,M,4,,,,,,<31,
2004/3/6,2004,3,6,,-1.5,,-3.9,E,-2.7,E,20.7,E,0,E,,M,,M,12,E,,,15,E,33,E
2004/3/7,2004,3,7,,-4,,-19.2,,-11.6,,29.6,,0,,,M,,M,,M,,,36,,35,
2004/3/8,2004,3,8,,-4.4,,-20.8,,-12.6,,30.6,,0,,,M,,M,,M,,,,,<31,
2004/3/9,2004,3,9,,-3.5,,-20.6,,-12.1,,30.1,,0,,,M,,M,0,,,,,,<31,
2004/3/10,2004,3,10,,1.3,,-23,,-10.9,,28.9,,0,,,M,,M,0,,,,,,<31,
2004/3/11,2004,3,11,,5.3,,-16.8,,-5.8,,23.8,,0,,,M,,M,0,,,,,,<31,
2004/3/12,2004,3,12,,-1.9,,-8.5,,-5.2,,23.2,,0,,,M,,M,3,,,,32,,32,
2004/3/13,2004,3,13,,-3.1,,-8.9,,-6,,24,,0,,,M,,M,5,,,,32,,44,
2004/3/14,2004,3,14,,-4.6,,-12.5,,-8.6,,26.6,,0,,,M,,M,0,,,,32,,43,
2004/3/15,2004,3,15,,2.3,,-6.4,,-2.1,,20.1,,0,,,M,,M,7,,,,29,,54,
2004/3/16,2004,3,16,,-6.4,,-21.9,,-14.2,,32.2,,0,,,M,,M,0,,,,29,,50,
2004/3/17,2004,3,17,,-8,,-26.1,,-17.1,,35.1,,0,,,M,,M,0,,,,,,<31,
2004/3/18,2004,3,18,,-6.4,,-27.2,,-16.8,,34.8,,0,,,M,,M,0,,,,,,<31,
2004/3/19,2004,3,19,,-0.6,,-23.8,,-12.2,,30.2,,0,,,M,,M,0,,,,,,<31,
2004/3/20,2004,3,20,,-0.3,,-22,,-11.2,,29.2,,0,,,M,,M,0,,,,13,,33,
2004/3/21,2004,3,21,,0.1,,-4.9,,-2.4,,20.4,,0,,,M,,M,2,,,,,,<31,
2004/3/22,2004,3,22,,-3,,-15.5,,-9.3,,27.3,,0,,,M,,M,3,,,,29,,46,
2004/3/23,2004,3,23,,-2.8,,-16.2,,-9.5,,27.5,,0,,,M,,M,0,,,,29,,33,
2004/3/24,2004,3,24,,0.5,,-12.2,,-5.9,,23.9,,0,,,M,,M,0,,,,,,<31,
2004/3/25,2004,3,25,,5.6,,-11.8,,-3.1,,21.1,,0,,,M,,M,0,,,,18,,33,
2004/3/26,2004,3,26,,5.1,,1.1,,3.1,,14.9,,0,,,M,,M,6,,,,17,,37,
2004/3/27,2004,3,27,,2.4,,-5.7,,-1.7,,19.7,,0,,,M,,M,4,,,,1,,35,
2004/3/28,2004,3,28,,1.5,,-6.8,,-2.7,,20.7,,0,,,M,,M,0,,,,,,<31,
2004/3/29,2004,3,29,,8.6,,-9.1,,-0.3,,18.3,,0,,,M,,M,0,,,,,,<31,
2004/3/30,2004,3,30,,12.4,,-4,,4.2,,13.8,,0,,,M,,M,0,,,,,,<31,
2004/3/31,2004,3,31,,10.3,,-3.7,,3.3,,14.7,,0,,,M,,M,0,,,,,,<31,
2004/4/1,2004,4,1,,2.1,,-2.4,,-0.2,,18.2,,0,,,M,,M,0,,,,,,<31,
2004/4/2,2004,4,2,,7.6,,-3.2,,2.2,,15.8,,0,,,M,,M,0,,,,,,<31,
2004/4/3,2004,4,3,,0.5,,-3.8,,-1.7,,19.7,,0,,,M,,M,7,,,,,,<31,
2004/4/4,2004,4,4,,0.1,,-2.3,,-1.1,,19.1,,0,,,M,,M,3,,,,33,,39,
2004/4/5,2004,4,5,,-0.7,,-3,,-1.9,,19.9,,0,,,M,,M,10,,,,33,,52,
2004/4/6,2004,4,6,,-0.2,,-2.5,,-1.4,,19.4,,0,,,M,,M,5,,,,35,,39,
2004/4/7,2004,4,7,,0.1,,-3.1,,-1.5,,19.5,,0,,,M,,M,0,,,,,,<31,
2004/4/8,2004,4,8,,3.2,,-5.6,,-1.2,,19.2,,0,,,M,,M,2,,,,27,,33,
2004/4/9,2004,4,9,,1.2,,-5.4,,-2.1,,20.1,,0,,,M,,M,0,,,,33,,32,
2004/4/10,2004,4,10,,-0.2,,-4.3,,-2.3,,20.3,,0,,,M,,M,3,,,,29,,41,
2004/4/11,2004,4,11,,3.4,,-2.8,,0.3,,17.7,,0,,,M,,M,0,,,,26,,35,
2004/4/12,2004,4,12,,4,,-6.3,,-1.2,,19.2,,0,,,M,,M,0,,,,,,<31,
2004/4/13,2004,4,13,,5.2,,-6.7,,-0.8,,18.8,,0,,,M,,M,9,,,,14,,37,
2004/4/14,2004,4,14,,3.3,,0,,1.7,,16.3,,0,,,M,,M,11,,,,32,,33,
2004/4/15,2004,4,15,,0.9,,-4.2,,-1.7,,19.7,,0,,,M,,M,0,,,,32,,37,
2004/4/16,2004,4,16,,4.1,,-5.8,,-0.9,,18.9,,0,,,M,,M,2,,,,34,,32,
2004/4/17,2004,4,17,,9,,-7.5,,0.8,,17.2,,0,,,M,,M,0,,,,,,<31,
2004/4/18,2004,4,18,,5,,-2.8,,1.1,,16.9,,0,,,M,,M,3,,,,32,,50,
2004/4/19,2004,4,19,,10.6,,-2,,4.3,,13.7,,0,,,M,,M,,M,,,30,E,52,E
2004/4/20,2004,4,20,,3.8,,-4.3,,-0.3,,18.3,,0,,0,,,M,1.9,,,,30,,72,
2004/4/21,2004,4,21,,8.7,,-5.9,,1.4,,16.6,,0,,,M,,M,,M,,,,,<31,
2004/4/22,2004,4,22,,10.5,,-1.6,,4.5,,13.5,,0,,0,,,M,3.2,,,,32,,54,
2004/4/23,2004,4,23,,3.6,,-4.3,,-0.4,,18.4,,0,,,M,,M,0,,,,31,,50,
2004/4/24,2004,4,24,,5.3,,-6.9,,-0.8,,18.8,,0,,0,,,M,1.9,,,,30,,65,
2004/4/25,2004,4,25,,1.2,,-8.2,,-3.5,,21.5,,0,,,M,,M,0,,,,33,,50,
2004/4/26,2004,4,26,,1.3,,-2,,-0.4,,18.4,,0,,,M,,M,0,,,,15,,35,
2004/4/27,2004,4,27,,7,,-0.2,,3.4,,14.6,,0,,,M,,M,0,,,,,,<31,
2004/4/28,2004,4,28,,2.9,,-4.9,,-1,,19,,0,,0,,,M,2,,,,28,,41,
2004/4/29,2004,4,29,,12,,-5.7,,3.2,,14.8,,0,,,M,,M,0,,,,19,,44,
2004/4/30,2004,4,30,,20.2,,2.9,E,11.6,E,6.4,E,0,E,,M,,M,,M,,,34,E,41,E
2004/5/1,2004,5,1,,23.1,,3.2,,13.2,,4.8,,0,,,M,,M,0,,,,16,,32,
2004/5/2,2004,5,2,,23.7,,5,,14.4,,3.6,,0,,,M,,M,0,,,,14,,39,
2004/5/3,2004,5,3,,15.9,,4.6,,10.3,,7.7,,0,,,M,,M,5,,,,34,,33,
2004/5/4,2004,5,4,,4.7,,1,,2.9,,15.1,,0,,,M,,M,13,,,,29,,44,
2004/5/5,2004,5,5,,11.6,,-0.5,,5.6,,12.4,,0,,,M,,M,2,,,,27,,43,
2004/5/6,2004,5,6,,14.1,,-2.2,,6,,12,,0,,,M,,M,0,,,,18,,35,
2004/5/7,2004,5,7,,7,,-1.6,,2.7,,15.3,,0,,,M,,M,1,,,,33,,67,
2004/5/8,2004,5,8,,5.9,,-3.7,,1.1,,16.9,,0,,,M,,M,0,,,,30,,65,
2004/5/9,2004,5,9,,12.1,,-2.6,,4.8,,13.2,,0,,,M,,M,0,,,,31,,67,
2004/5/10,2004,5,10,,18,,-3.7,,7.2,,10.8,,0,,,M,,M,0,,,,16,,32,
2004/5/11,2004,5,11,,11.2,,1.4,,6.3,,11.7,,0,,,M,,M,3,,,,34,,56,
2004/5/12,2004,5,12,,8.4,,-0.4,,4,,14,,0,,,M,,M,,M,,,,,<31,
2004/5/13,2004,5,13,,10.1,,-2.3,,3.9,,14.1,,0,,,M,,M,0,,,,,,<31,
2004/5/14,2004,5,14,,11.1,,3.9,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
2004/5/15,2004,5,15,,26.4,,6.6,,16.5,,1.5,,0,,,M,,M,2,,,,30,,52,
2004/5/16,2004,5,16,,13.4,,0.7,,7.1,,10.9,,0,,,M,,M,0,,,,35,,32,
2004/5/17,2004,5,17,,19.6,,1.2,,10.4,,7.6,,0,,,M,,M,0,,,,,,<31,
2004/5/18,2004,5,18,,13.2,,7.6,,10.4,,7.6,,0,,,M,,M,33,,,,31,,39,
2004/5/19,2004,5,19,,15.5,,2.3,,8.9,,9.1,,0,,,M,,M,0,,,,33,,33,
2004/5/20,2004,5,20,,22.7,,0.4,,11.6,,6.4,,0,,,M,,M,1,,,,22,,41,
2004/5/21,2004,5,21,,14,,-0.8,,6.6,,11.4,,0,,,M,,M,0,,,,31,,54,
2004/5/22,2004,5,22,,15,,-1.8,,6.6,,11.4,,0,,,M,,M,0,,,,30,,39,
2004/5/23,2004,5,23,,15.4,,-0.7,,7.4,,10.6,,0,,,M,,M,0,,,,32,,37,
2004/5/24,2004,5,24,,14.5,,-0.5,,7,,11,,0,,,M,,M,0,,,,,,<31,
2004/5/25,2004,5,25,,16.8,,5.1,,11,,7,,0,,,M,,M,0,,,,13,,35,
2004/5/26,2004,5,26,,10.6,,4.5,,7.6,,10.4,,0,,,M,,M,0,,,,16,,43,
2004/5/27,2004,5,27,,17.6,,5.8,,11.7,,6.3,,0,,,M,,M,5,,,,,,<31,
2004/5/28,2004,5,28,,11.5,,7.3,,9.4,,8.6,,0,,,M,,M,3,,,,15,,43,
2004/5/29,2004,5,29,,7.4,,3.1,,5.3,,12.7,,0,,,M,,M,4,,,,30,,44,
2004/5/30,2004,5,30,,7.2,,2.5,,4.9,,13.1,,0,,,M,,M,1,,,,32,,41,
2004/5/31,2004,5,31,,13.5,,1.8,,7.7,,10.3,,0,,,M,,M,0,,,,33,,33,
2004/6/1,2004,6,1,,17.7,,0.2,,9,,9,,0,,,M,,M,0,,,,14,,32,
2004/6/2,2004,6,2,,15.5,,4.5,,10,,8,,0,,,M,,M,5,,,,11,,32,
2004/6/3,2004,6,3,,10.2,,5.3,,7.8,,10.2,,0,,,M,,M,9,,,,,,<31,
2004/6/4,2004,6,4,,13.1,,4.7,,8.9,,9.1,,0,,,M,,M,1,,,,28,,44,
2004/6/5,2004,6,5,,19.7,,2.1,,10.9,,7.1,,0,,,M,,M,0,,,,,,<31,
2004/6/6,2004,6,6,,25.1,,4.1,,14.6,,3.4,,0,,,M,,M,0,,,,16,,39,
2004/6/7,2004,6,7,,16.8,,7.6,,12.2,,5.8,,0,,,M,,M,2,,,,,,<31,
2004/6/8,2004,6,8,,16.9,,6.5,,11.7,,6.3,,0,,,M,,M,8,,,,,,<31,
2004/6/9,2004,6,9,,21.9,,7.8,,14.9,,3.1,,0,,,M,,M,3,,,,29,,61,
2004/6/10,2004,6,10,,13.7,,6.4,,10.1,,7.9,,0,,,M,,M,0,,,,30,,57,
2004/6/11,2004,6,11,,13.5,,5.8,,9.7,,8.3,,0,,,M,,M,0,,,,29,,52,
2004/6/12,2004,6,12,,17.4,,5.5,,11.5,,6.5,,0,,,M,,M,0,,,,33,,39,
2004/6/13,2004,6,13,,24.7,,4.2,,14.5,,3.5,,0,,,M,,M,0,,,,,,<31,
2004/6/14,2004,6,14,,19.7,,8.1,,13.9,,4.1,,0,,,M,,M,0,,,,16,,32,
2004/6/15,2004,6,15,,24,,13.3,,18.7,,0,,0.7,,,M,,M,0,,,,30,,54,
2004/6/16,2004,6,16,,19.8,,10.1,,15,,3,,0,,,M,,M,0,,,,31,,43,
2004/6/17,2004,6,17,,20.8,,7.9,,14.4,,3.6,,0,,,M,,M,0,,,,,,<31,
2004/6/18,2004,6,18,,22.3,,5.3,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2004/6/19,2004,6,19,,12.3,,5.1,,8.7,,9.3,,0,,,M,,M,12,,,,32,,35,
2004/6/20,2004,6,20,,14.1,,4.9,,9.5,,8.5,,0,,,M,,M,1,,,,33,,54,
2004/6/21,2004,6,21,,19.2,,7.4,,13.3,,4.7,,0,,,M,,M,0,,,,30,,35,
2004/6/22,2004,6,22,,20.9,,7.3,,14.1,,3.9,,0,,,M,,M,0,,,,13,,37,
2004/6/23,2004,6,23,,10.2,,8.5,,9.4,,8.6,,0,,,M,,M,18,,,,,,<31,
2004/6/24,2004,6,24,,15.9,,9.1,,12.5,,5.5,,0,,,M,,M,2,,,,15,,33,
2004/6/25,2004,6,25,,19.1,,7.9,,13.5,,4.5,,0,,,M,,M,10,,,,14,,33,
2004/6/26,2004,6,26,,21.6,,6.3,,14,,4,,0,,,M,,M,0,,,,,,<31,
2004/6/27,2004,6,27,,20.7,,7.9,E,14.3,E,3.7,E,0,E,,M,,M,,M,,,29,E,37,E
2004/6/28,2004,6,28,,16,,6.5,,11.3,,6.7,,0,,,M,,M,2,,,,33,,48,
2004/6/29,2004,6,29,,21.2,,4.7,,13,,5,,0,,,M,,M,1,,,,,,<31,
2004/6/30,2004,6,30,,19.4,,10.4,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
2004/7/1,2004,7,1,,24,,9.7,,16.9,,1.1,,0,,,M,,M,2,,,,,,<31,
2004/7/2,2004,7,2,,18.9,,12.2,,15.6,,2.4,,0,,,M,,M,11,,,,21,,32,
2004/7/3,2004,7,3,,17.9,,11.4,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2004/7/4,2004,7,4,,24.5,,12.5,,18.5,,0,,0.5,,,M,,M,1,,,,,,<31,
2004/7/5,2004,7,5,,25.4,,13.4,,19.4,,0,,1.4,,,M,,M,9,,,,18,,44,
2004/7/6,2004,7,6,,20.6,,8.7,,14.7,,3.3,,0,,,M,,M,1,,,,31,,41,
2004/7/7,2004,7,7,,25.1,,6.9,,16,,2,,0,,,M,,M,0,,,,,,<31,
2004/7/8,2004,7,8,,20.2,,11.7,,16,,2,,0,,,M,,M,14,,,,14,,32,
2004/7/9,2004,7,9,,14.7,,12.6,,13.7,,4.3,,0,,,M,,M,21,,,,,,<31,
2004/7/10,2004,7,10,,19.8,,10.1,,15,,3,,0,,,M,,M,2,,,,,,<31,
2004/7/11,2004,7,11,,25.4,,9.4,,17.4,,0.6,,0,,,M,,M,1,,,,,,<31,
2004/7/12,2004,7,12,,27.8,,9.2,,18.5,,0,,0.5,,,M,,M,0,,,,,,<31,
2004/7/13,2004,7,13,,25.7,,13.8,,19.8,,0,,1.8,,,M,,M,,M,,,17,,32,
2004/7/14,2004,7,14,,23.5,,14.5,,19,,0,,1,,,M,,M,3,,,,16,,33,
2004/7/15,2004,7,15,,17.7,,13.7,,15.7,,2.3,,0,,,M,,M,2,,,,,,<31,
2004/7/16,2004,7,16,,22.3,,15.3,,18.8,,0,,0.8,,,M,,M,30,,,,,,<31,
2004/7/17,2004,7,17,,26.3,,14.5,,20.4,,0,,2.4,,,M,,M,3,,,,32,,35,
2004/7/18,2004,7,18,,24.7,,12.8,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2004/7/19,2004,7,19,,23.1,,15.9,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2004/7/20,2004,7,20,,25.1,,16.2,,20.7,,0,,2.7,,,M,,M,7,,,,,,<31,
2004/7/21,2004,7,21,,25.6,,14.7,,20.2,,0,,2.2,,,M,,M,0,,,,,,<31,
2004/7/22,2004,7,22,,29.8,,14.3,,22.1,,0,,4.1,,,M,,M,2,,,,18,,41,
2004/7/23,2004,7,23,,22.2,,12.4,,17.3,,0.7,,0,,,M,,M,48.9,,,,32,,35,
2004/7/24,2004,7,24,,18.8,,8.4,,13.6,,4.4,,0,,,M,,M,2.1,,,,31,,33,
2004/7/25,2004,7,25,,21.6,,7.8,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2004/7/26,2004,7,26,,24.8,,8.7,,16.8,,1.2,,0,,,M,,M,0,,,,29,,35,
2004/7/27,2004,7,27,,25.3,,11.5,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2004/7/28,2004,7,28,,26.6,,12.8,,19.7,,0,,1.7,,,M,,M,0,,,,,,<31,
2004/7/29,2004,7,29,,26.2,,13.4,,19.8,,0,,1.8,,,M,,M,0,,,,,,<31,
2004/7/30,2004,7,30,,30.1,,14.4,,22.3,,0,,4.3,,,M,,M,0,,,,,,<31,
2004/7/31,2004,7,31,,25.2,,17.2,E,21.2,E,0,E,3.2,E,,M,,M,,M,,,,,<31,
2004/8/1,2004,8,1,,26.1,,13.1,,19.6,,0,,1.6,,,M,,M,2,,,,30,,37,
2004/8/2,2004,8,2,,26.3,,11.4,,18.9,,0,,0.9,,,M,,M,0,,,,21,,32,
2004/8/3,2004,8,3,,25.2,,15,,20.1,,0,,2.1,,,M,,M,2,,,,27,,33,
2004/8/4,2004,8,4,,21.4,,11.2,,16.3,,1.7,,0,,,M,,M,0,,,,30,,35,
