Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2015/1/22,2015,1,22,,-6.9,,-23.8,,-15.4,,33.4,,0,,,M,,M,0,,,,,,<31,
2015/1/23,2015,1,23,,-6.8,,-22.1,,-14.5,,32.5,,0,,,M,,M,2,,,,,,<31,
2015/1/24,2015,1,24,,-3,,-7.3,,-5.2,,23.2,,0,,,M,,M,0,,,,,,<31,
2015/1/25,2015,1,25,,-3.9,,-18.3,,-11.1,,29.1,,0,,,M,,M,3,,,,32,,57,
2015/1/26,2015,1,26,,-17.3,,-27,,-22.2,,40.2,,0,,,M,,M,0,,,,31,,44,
2015/1/27,2015,1,27,,-13.3,,-28.4,,-20.9,,38.9,,0,,,M,,M,0,,,,33,,41,
2015/1/28,2015,1,28,,-11.1,,-17.1,,-14.1,,32.1,,0,,,M,,M,0,,,,32,,44,
2015/1/29,2015,1,29,,-4.7,,-14.8,,-9.8,,27.8,,0,,,M,,M,0,,,,,,<31,
2015/1/30,2015,1,30,,-4.6,,-11.2,,-7.9,,25.9,,0,,,M,,M,3,,,,,,<31,
2015/1/31,2015,1,31,,-6.8,,-14.9,,-10.9,,28.9,,0,,,M,,M,2,,,,32,,46,
2015/2/1,2015,2,1,,-14.9,,-24.9,,-19.9,,37.9,,0,,,M,,M,1,,,,31,,63,
2015/2/2,2015,2,2,,-21.2,,-27.8,,-24.5,,42.5,,0,,,M,,M,0,,,,30,,44,
2015/2/3,2015,2,3,,-17.2,,-26.6,,-21.9,,39.9,,0,,,M,,M,0,,,,32,,48,
2015/2/4,2015,2,4,,-11.1,,-30.1,,-20.6,,38.6,,0,,,M,,M,1,,,,,,<31,
2015/2/5,2015,2,5,,-10.3,,-21.5,,-15.9,,33.9,,0,,,M,,M,2,,,,32,,44,
2015/2/6,2015,2,6,,-17.9,,-24.3,,-21.1,,39.1,,0,,,M,,M,0,,,,33,,39,
2015/2/7,2015,2,7,,-14.4,,-23.9,,-19.2,,37.2,,0,,,M,,M,0,,,,32,,33,
2015/2/8,2015,2,8,,-17.7,,-29.6,,-23.7,,41.7,,0,,,M,,M,0,,,,,,<31,
2015/2/9,2015,2,9,,-14.9,,-35.3,,-25.1,,43.1,,0,,,M,,M,0,,,,,,<31,
2015/2/10,2015,2,10,,-10.1,,-26.2,,-18.2,,36.2,,0,,,M,,M,1,,,,32,,33,
2015/2/11,2015,2,11,,-14.8,,-23.1,,-19,,37,,0,,,M,,M,0,,,,,,<31,
2015/2/12,2015,2,12,,-11.3,,-21.7,,-16.5,,34.5,,0,,,M,,M,0,,,,,,<31,
2015/2/13,2015,2,13,,-15.9,,-23.1,,-19.5,,37.5,,0,,,M,,M,1,,,,30,,37,
2015/2/14,2015,2,14,,-17,,-29.5,,-23.3,,41.3,,0,,,M,,M,0,,,,,,<31,
2015/2/15,2015,2,15,,-15.6,,-30.1,,-22.9,,40.9,,0,,,M,,M,6,,,,34,,69,
2015/2/16,2015,2,16,,-13.7,,-17.7,,-15.7,,33.7,,0,,,M,,M,3.3,,,,32,,67,
2015/2/17,2015,2,17,,-13,,-21.4,,-17.2,,35.2,,0,,,M,,M,0,,,,33,,43,
2015/2/18,2015,2,18,,-6.5,,-21.8,,-14.2,,32.2,,0,,,M,,M,0,,,,,,<31,
2015/2/19,2015,2,19,,-6.8,,-23.4,,-15.1,,33.1,,0,,,M,,M,7,,,,,,<31,
2015/2/20,2015,2,20,,-8.4,,-16.3,,-12.4,,30.4,,0,,,M,,M,3,,,,28,,54,
2015/2/21,2015,2,21,,-10.7,,-22.2,,-16.5,,34.5,,0,,,M,,M,0,,,,30,,39,
2015/2/22,2015,2,22,,-6.6,,-17.5,,-12.1,,30.1,,0,,,M,,M,1,,,,,,<31,
2015/2/23,2015,2,23,,-11.3,,-25,,-18.2,,36.2,,0,,,M,,M,1,,,,29,,56,
2015/2/24,2015,2,24,,-14,,-26,,-20,,38,,0,,,M,,M,0,,,,32,,50,
2015/2/25,2015,2,25,,-7.5,,-19.8,,-13.7,,31.7,,0,,,M,,M,0,,,,,,<31,
2015/2/26,2015,2,26,,-12.6,,-23.3,,-18,,36,,0,,,M,,M,0,,,,30,,39,
2015/2/27,2015,2,27,,-12.5,,-28.3,,-20.4,,38.4,,0,,,M,,M,0,,,,30,,44,
2015/2/28,2015,2,28,,-5.1,,-25.3,,-15.2,,33.2,,0,,,M,,M,0,,,,28,,37,
2015/3/1,2015,3,1,,-1.9,,-20.5,,-11.2,,29.2,,0,,,M,,M,0,,,,20,,32,
2015/3/2,2015,3,2,,-5.5,,-17.3,,-11.4,,29.4,,0,,,M,,M,1,,,,32,,65,
2015/3/3,2015,3,3,,-10.5,,-19.3,,-14.9,,32.9,,0,,,M,,M,,M,,,31,,57,
2015/3/4,2015,3,4,,-1.5,,-11.1,,-6.3,,24.3,,0,,,M,,M,8,,,,31,,43,
2015/3/5,2015,3,5,,-9,,-17.6,,-13.3,,31.3,,0,,,M,,M,0,,,,29,,54,
2015/3/6,2015,3,6,,-7.5,,-24.8,,-16.2,,34.2,,0,,,M,,M,0,,,,28,,32,
2015/3/7,2015,3,7,,-3.9,,-15.8,,-9.9,,27.9,,0,,,M,,M,0,,,,,,<31,
2015/3/8,2015,3,8,,-7,,-20.3,,-13.7,,31.7,,0,,,M,,M,0,,,,,,<31,
2015/3/9,2015,3,9,,-5.4,,-24.3,,-14.9,,32.9,,0,,,M,,M,0,,,,,,<31,
2015/3/10,2015,3,10,,0.6,,-18.4,,-8.9,,26.9,,0,,,M,,M,1,,,,17,,32,
2015/3/11,2015,3,11,,4.4,,-6.7,,-1.2,,19.2,,0,,,M,,M,3,,,,30,,74,
2015/3/12,2015,3,12,,-6.7,,-15.9,,-11.3,,29.3,,0,,,M,,M,0,,,,29,,65,
2015/3/13,2015,3,13,,-9.7,,-20.5,,-15.1,,33.1,,0,,,M,,M,0,,,,32,,44,
2015/3/14,2015,3,14,,-1.6,,-24.1,,-12.9,,30.9,,0,,,M,,M,0,,,,,,<31,
2015/3/15,2015,3,15,,-1.8,,-12.8,,-7.3,,25.3,,0,,,M,,M,0,,,,35,,39,
2015/3/16,2015,3,16,,-2,,-15.7,,-8.9,,26.9,,0,,,M,,M,0,,,,33,,33,
2015/3/17,2015,3,17,,-1.2,,-17.1,,-9.2,,27.2,,0,,,M,,M,5,,,,30,,44,
2015/3/18,2015,3,18,,-8.3,,-11.8,,-10.1,,28.1,,0,,,M,,M,2,,,,33,,48,
2015/3/19,2015,3,19,,-5.9,,-11.5,,-8.7,,26.7,,0,,,M,,M,0,,,,32,,44,
2015/3/20,2015,3,20,,3.5,,-18.7,,-7.6,,25.6,,0,,,M,,M,0,,,,29,,32,
2015/3/21,2015,3,21,,5,,-3.6,,0.7,,17.3,,0,,,M,,M,0,,,,17,,33,
2015/3/22,2015,3,22,,-2.6,,-14.7,,-8.7,,26.7,,0,,,M,,M,6.9,,,,32,,54,
2015/3/23,2015,3,23,,-3.6,,-14.8,,-9.2,,27.2,,0,,,M,,M,1.1,,,,33,,52,
2015/3/24,2015,3,24,,-2.3,,-12.5,,-7.4,,25.4,,0,,,M,,M,0,,,,,,<31,
2015/3/25,2015,3,25,,5.7,,-15.7,,-5,,23,,0,,,M,,M,0,,,,,,<31,
2015/3/26,2015,3,26,,6.2,,-1.8,,2.2,,15.8,,0,,,M,,M,1,,,,31,,44,
2015/3/27,2015,3,27,,1.1,,-9,,-4,,22,,0,,,M,,M,0,,,,34,,32,
2015/3/28,2015,3,28,,-4.3,,-14.2,,-9.3,,27.3,,0,,,M,,M,0,,,,,,<31,
2015/3/29,2015,3,29,,3.9,,-17.5,,-6.8,,24.8,,0,,,M,,M,0,,,,,,<31,
2015/3/30,2015,3,30,,3.9,,-4.2,,-0.2,,18.2,,0,,,M,,M,0,,,,16,,35,
2015/3/31,2015,3,31,,0.5,,-7.6,,-3.6,,21.6,,0,,,M,,M,1,,,,34,,39,
2015/4/1,2015,4,1,,-5.7,,-10.9,,-8.3,,26.3,,0,,,M,,M,0,,,,29,,46,
2015/4/2,2015,4,2,,-1.4,,-12.3,,-6.9,,24.9,,0,,,M,,M,3,,,,33,,32,
2015/4/3,2015,4,3,,10.1,,-2,,4.1,,13.9,,0,,,M,,M,9,,,,33,,37,
2015/4/4,2015,4,4,,-2,,-11.2,,-6.6,,24.6,,0,,,M,,M,2,,,,32,,52,
2015/4/5,2015,4,5,,-6.6,,-17.3,,-12,,30,,0,,,M,,M,0,,,,28,,46,
2015/4/6,2015,4,6,,-1.2,,-15.6,,-8.4,,26.4,,0,,,M,,M,0,,,,27,,48,
2015/4/7,2015,4,7,,-0.4,,-15.2,,-7.8,,25.8,,0,,,M,,M,0,,,,32,,37,
2015/4/8,2015,4,8,,-2.6,,-14.9,,-8.8,,26.8,,0,,,M,,M,0,,,,,,<31,
2015/4/9,2015,4,9,,6.9,,-16.4,,-4.8,,22.8,,0,,,M,,M,0,,,,,,<31,
2015/4/10,2015,4,10,,1.9,,-3.3,,-0.7,,18.7,,0,,,M,,M,26,,,,15,,39,
2015/4/11,2015,4,11,,5.2,,0.5,,2.9,,15.1,,0,,,M,,M,4,,,,33,,52,
2015/4/12,2015,4,12,,5.9,,-3.5,,1.2,,16.8,,0,,,M,,M,0,,,,,,<31,
2015/4/13,2015,4,13,,17.9,,-3.5,,7.2,,10.8,,0,,,M,,M,0,,,,,,<31,
2015/4/14,2015,4,14,,11,,1.3,,6.2,,11.8,,0,,,M,,M,1,,,,25,,57,
2015/4/15,2015,4,15,,3.4,,-1.7,,0.9,,17.1,,0,,,M,,M,0,,,,34,,43,
2015/4/16,2015,4,16,,9.3,,-4.2,,2.6,,15.4,,0,,,M,,M,0,,,,34,,33,
2015/4/17,2015,4,17,,12.6,,1.5,,7.1,,10.9,,0,,,M,,M,0,,,,35,,37,
2015/4/18,2015,4,18,,5.2,,-2.2,,1.5,,16.5,,0,,,M,,M,0,,,,,,<31,
2015/4/19,2015,4,19,,7.2,,-4.7,,1.3,,16.7,,0,,,M,,M,0,,,,34,,41,
2015/4/20,2015,4,20,,9.9,,-6,,2,,16,,0,,,M,,M,0,,,,14,,48,
2015/4/21,2015,4,21,,3.1,,0.3,,1.7,,16.3,,0,,,M,,M,4,,,,12,,52,
2015/4/22,2015,4,22,,11.4,,0.5,,6,,12,,0,,,M,,M,1,,,,,,<31,
2015/4/23,2015,4,23,,4.1,,-0.2,,2,,16,,0,,,M,,M,5,,,,15,,39,
2015/4/24,2015,4,24,,2.6,,-0.2,,1.2,,16.8,,0,,,M,,M,9,,,,,,<31,
2015/4/25,2015,4,25,,4.8,,0.2,,2.5,,15.5,,0,,,M,,M,0,,,,,,<31,
2015/4/26,2015,4,26,,7.2,,1.8,,4.5,,13.5,,0,,,M,,M,1,,,,,,<31,
2015/4/27,2015,4,27,,9.8,,2.2,,6,,12,,0,,,M,,M,2,,,,13,,48,
2015/4/28,2015,4,28,,11.2,,3,,7.1,,10.9,,0,,,M,,M,0,,,,35,,56,
2015/4/29,2015,4,29,,10.2,,4.1,,7.2,,10.8,,0,,,M,,M,0,,,,34,,32,
2015/4/30,2015,4,30,,11.6,,2.1,,6.9,,11.1,,0,,,M,,M,0,,,,,,<31,
2015/5/1,2015,5,1,,14.4,,1.5,,8,,10,,0,,,M,,M,0,,,,,,<31,
2015/5/2,2015,5,2,,12.7,,-0.5,,6.1,,11.9,,0,,,M,,M,0,,,,35,,33,
2015/5/3,2015,5,3,,19.5,,-2.1,,8.7,,9.3,,0,,,M,,M,0,,,,,,<31,
2015/5/4,2015,5,4,,26.4,,1.9,,14.2,,3.8,,0,,,M,,M,0,,,,32,,41,
2015/5/5,2015,5,5,,12.7,,1.7,,7.2,,10.8,,0,,,M,,M,1,,,,29,,61,
2015/5/6,2015,5,6,,12.1,,0.7,,6.4,,11.6,,0,,,M,,M,0,,,,32,,54,
2015/5/7,2015,5,7,,11,,2.2,,6.6,,11.4,,0,,,M,,M,0,,,,34,,52,
2015/5/8,2015,5,8,,13.3,,3.7,,8.5,,9.5,,0,,,M,,M,0,,,,13,,33,
2015/5/9,2015,5,9,,14.1,,4.7,,9.4,,8.6,,0,,,M,,M,0,,,,15,,33,
2015/5/10,2015,5,10,,14,,5.7,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
2015/5/11,2015,5,11,,12.6,,1,,6.8,,11.2,,0,,,M,,M,0,,,,,,<31,
2015/5/12,2015,5,12,,9.7,,2,,5.9,,12.1,,0,,,M,,M,16,,,,33,,33,
2015/5/13,2015,5,13,,11.9,,1.2,,6.6,,11.4,,0,,,M,,M,0,,,,33,,44,
2015/5/14,2015,5,14,,17.4,,1.3,,9.4,,8.6,,0,,,M,,M,1,,,,31,,44,
2015/5/15,2015,5,15,,21,,2,,11.5,,6.5,,0,,,M,,M,0,,,,28,,39,
2015/5/16,2015,5,16,,22,,6.3,,14.2,,3.8,,0,,,M,,M,0,,,,12,,33,
2015/5/17,2015,5,17,,14,,9.6,,11.8,,6.2,,0,,,M,,M,0,,,,,,<31,
2015/5/18,2015,5,18,,16.3,,9.5,,12.9,,5.1,,0,,,M,,M,2,,,,17,,32,
2015/5/19,2015,5,19,,16.6,,10.3,,13.5,,4.5,,0,,,M,,M,13,,,,,,<31,
2015/5/20,2015,5,20,,14,,4.5,,9.3,,8.7,,0,,,M,,M,3,,,,31,,63,
2015/5/21,2015,5,21,,11.2,,5.5,,8.4,,9.6,,0,,,M,,M,0,,,,29,,44,
2015/5/22,2015,5,22,,11.2,,1.4,,6.3,,11.7,,0,,,M,,M,1,,,,33,,37,
2015/5/23,2015,5,23,,11.6,,2.4,,7,,11,,0,,,M,,M,0,,,,30,,54,
2015/5/24,2015,5,24,,16.8,,3.2,,10,,8,,0,,,M,,M,0,,,,29,,54,
2015/5/25,2015,5,25,,25.6,,1.4,,13.5,,4.5,,0,,,M,,M,0,,,,26,,46,
2015/5/26,2015,5,26,,24.1,,10.5,,17.3,,0.7,,0,,,M,,M,1,,,,34,,46,
2015/5/27,2015,5,27,,28.4,,9.4,,18.9,,0,,0.9,,,M,,M,13,,,,19,,35,
2015/5/28,2015,5,28,,22.1,,5.7,,13.9,,4.1,,0,,,M,,M,0,,,,29,,37,
2015/5/29,2015,5,29,,23.9,,3.7,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2015/5/30,2015,5,30,,26.3,,10,,18.2,,0,,0.2,,,M,,M,13,,,,30,,46,
2015/5/31,2015,5,31,,13.4,,4.2,,8.8,,9.2,,0,,,M,,M,0,,,,34,,46,
2015/6/1,2015,6,1,,16.1,,3.5,,9.8,,8.2,,0,,,M,,M,0,,,,,,<31,
2015/6/2,2015,6,2,,12.5,,6.1,,9.3,,8.7,,0,,,M,,M,0,,,,,,<31,
2015/6/3,2015,6,3,,15.6,,4.1,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
2015/6/4,2015,6,4,,21,,3.8,,12.4,,5.6,,0,,,M,,M,0,,,,15,,35,
2015/6/5,2015,6,5,,22.9,,11.3,,17.1,,0.9,,0,,,M,,M,0,,,,20,,33,
2015/6/6,2015,6,6,,13.9,,2.6,,8.3,,9.7,,0,,,M,,M,0,,,,31,,41,
2015/6/7,2015,6,7,,20.9,,0.5,,10.7,,7.3,,0,,,M,,M,0,,,,,,<31,
2015/6/8,2015,6,8,,15.9,,9.6,,12.8,,5.2,,0,,,M,,M,12,,,,18,,43,
2015/6/9,2015,6,9,,16.7,,10.1,,13.4,,4.6,,0,,,M,,M,4,,,,,,<31,
2015/6/10,2015,6,10,,19.2,,9.9,,14.6,,3.4,,0,,,M,,M,5,,,,,,<31,
2015/6/11,2015,6,11,,21.6,,9.7,,15.7,,2.3,,0,,,M,,M,33,,,,,,<31,
2015/6/12,2015,6,12,,22.3,,13,,17.7,,0.3,,0,,,M,,M,1,,,,33,,33,
2015/6/13,2015,6,13,,22.5,,10.5,,16.5,,1.5,,0,,,M,,M,0,,,,28,,46,
2015/6/14,2015,6,14,,18.1,,6.1,,12.1,,5.9,,0,,,M,,M,0,,,,36,,39,
2015/6/15,2015,6,15,,25.7,,4.3,,15,,3,,0,,,M,,M,0,,,,17,,33,
2015/6/16,2015,6,16,,19.9,,9.9,,14.9,,3.1,,0,,,M,,M,22,,,,35,,41,
2015/6/17,2015,6,17,,20.7,,7.6,,14.2,,3.8,,0,,,M,,M,0,,,,33,,35,
2015/6/18,2015,6,18,,25.1,,8.2,,16.7,,1.3,,0,,,M,,M,0,,,,20,,35,
2015/6/19,2015,6,19,,16.7,,6.9,,11.8,,6.2,,0,,,M,,M,4,,,,33,,37,
2015/6/20,2015,6,20,,19.2,,4.2,,11.7,,6.3,,0,,,M,,M,0,,,,,,<31,
2015/6/21,2015,6,21,,14.8,,9.3,,12.1,,5.9,,0,,,M,,M,1,,,,,,<31,
2015/6/22,2015,6,22,,19.1,,11.3,,15.2,,2.8,,0,,,M,,M,0,,,,,,<31,
2015/6/23,2015,6,23,,17.1,,12.3,,14.7,,3.3,,0,,,M,,M,12,,,,16,,39,
2015/6/24,2015,6,24,,18.6,,11.5,,15.1,,2.9,,0,,,M,,M,3,,,,29,,48,
2015/6/25,2015,6,25,,15,,7,,11,,7,,0,,,M,,M,0,,,,31,,41,
2015/6/26,2015,6,26,,17.9,,6.5,,12.2,,5.8,,0,,,M,,M,0,,,,,,<31,
2015/6/27,2015,6,27,,24.1,,8.7,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2015/6/28,2015,6,28,,23.8,,10.7,,17.3,,0.7,,0,,,M,,M,0,,,,18,,32,
2015/6/29,2015,6,29,,15.9,,10,,13,,5,,0,,,M,,M,12,,,,,,<31,
2015/6/30,2015,6,30,,24.4,,9.8,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2015/7/1,2015,7,1,,25.7,,14.2,,20,,0,,2,,,M,,M,5,,,,16,,35,
2015/7/2,2015,7,2,,18.8,,13.6,,16.2,,1.8,,0,,,M,,M,2,,,,18,,41,
2015/7/3,2015,7,3,,20,,8.9,,14.5,,3.5,,0,,,M,,M,0,,,,28,,41,
2015/7/4,2015,7,4,,22.8,,7.8,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2015/7/5,2015,7,5,,22.4,,11.5,,17,,1,,0,,,M,,M,0,,,,,,<31,
2015/7/6,2015,7,6,,27.2,,10.8,,19,,0,,1,,,M,,M,0,,,,,,<31,
2015/7/7,2015,7,7,,29.1,,14.5,,21.8,,0,,3.8,,,M,,M,0,,,,17,,33,
2015/7/8,2015,7,8,,21.6,,9.5,,15.6,,2.4,,0,,,M,,M,4,,,,30,,50,
2015/7/9,2015,7,9,,25,,9,,17,,1,,0,,,M,,M,0,,,,,,<31,
2015/7/10,2015,7,10,,24.2,,12.9,,18.6,,0,,0.6,,,M,,M,0,,,,,,<31,
2015/7/11,2015,7,11,,24.8,,11.2,,18,,0,,0,,,M,,M,0,,,,33,,37,
2015/7/12,2015,7,12,,23.8,,11,,17.4,,0.6,,0,,,M,,M,0,,,,30,,43,
2015/7/13,2015,7,13,,26.4,,8.4,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
2015/7/14,2015,7,14,,30.2,,15.3,,22.8,,0,,4.8,,,M,,M,0,,,,19,,44,
2015/7/15,2015,7,15,,17.7,,11.4,,14.6,,3.4,,0,,,M,,M,22,,,,33,,39,
2015/7/16,2015,7,16,,18.5,,8.2,,13.4,,4.6,,0,,,M,,M,0,,,,33,,37,
2015/7/17,2015,7,17,,23.4,,6.3,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
2015/7/18,2015,7,18,,20.5,,13.6,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2015/7/19,2015,7,19,,16.7,,13.8,,15.3,,2.7,,0,,,M,,M,0,,,,14,,33,
2015/7/20,2015,7,20,,15.9,,12.6,,14.3,,3.7,,0,,,M,,M,10,,,,13,,32,
2015/7/21,2015,7,21,,17.2,,12.6,,14.9,,3.1,,0,,,M,,M,10,,,,13,,33,
2015/7/22,2015,7,22,,20.3,,13.3,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2015/7/23,2015,7,23,,16.1,,11.4,,13.8,,4.2,,0,,,M,,M,2,,,,,,<31,
2015/7/24,2015,7,24,,15.9,,9.9,,12.9,,5.1,,0,,,M,,M,0,,,,,,<31,
2015/7/25,2015,7,25,,19.4,,9.9,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2015/7/26,2015,7,26,,17.9,,9.7,,13.8,,4.2,,0,,,M,,M,9,,,,,,<31,
2015/7/27,2015,7,27,,26.1,,15.2,,20.7,,0,,2.7,,,M,,M,1,,,,,,<31,
2015/7/28,2015,7,28,,24.7,,13,,18.9,,0,,0.9,,,M,,M,0,,,,33,,32,
2015/7/29,2015,7,29,,24.9,,11.1,,18,,0,,0,,,M,,M,0,,,,,,<31,
2015/7/30,2015,7,30,,28,,10.7,,19.4,,0,,1.4,,,M,,M,18,,,,,,<31,
2015/7/31,2015,7,31,,24.6,,13.9,,19.3,,0,,1.3,,,M,,M,2,,,,,,<31,
2015/8/1,2015,8,1,,25.3,,12.6,,19,,0,,1,,,M,,M,5,,,,26,,35,
2015/8/2,2015,8,2,,24.9,,11.1,,18,,0,,0,,,M,,M,0,,,,,,<31,
2015/8/3,2015,8,3,,28.9,,13.9,,21.4,,0,,3.4,,,M,,M,11,,,,20,,65,
2015/8/4,2015,8,4,,26.4,,15.3,,20.9,,0,,2.9,,,M,,M,2,,,,,,<31,
2015/8/5,2015,8,5,,23.1,,12.2,,17.7,,0.3,,0,,,M,,M,0,,,,,,<31,
2015/8/6,2015,8,6,,21.6,,11.6,,16.6,,1.4,,0,,,M,,M,0,,,,29,,33,
