"Station Name","AMQUI"
"Province","QUEBEC"
"Latitude","48.47"
"Longitude","-67.43"
"Elevation","166.00"
"Climate Identifier","7050145"
"WMO Identifier","71386"
"TC Identifier","WZS"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2007-02-04","2007","02","04","","-12.9","","-22.6","","-17.8","","35.8","","0.0","","","M","","M","0.0","","","","26","","35",""
"2007-02-05","2007","02","05","","-19.2","","-23.5","","-21.4","","39.4","","0.0","","","M","","M","0.0","","","","28","","44",""
"2007-02-06","2007","02","06","","-13.6","","-19.9","","-16.8","","34.8","","0.0","","","M","","M","0.0","","","","30","","50",""
"2007-02-07","2007","02","07","","-13.8","","-22.9","","-18.4","","36.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-02-08","2007","02","08","","-14.7","","-23.8","","-19.3","","37.3","","0.0","","","M","","M","0.0","","","","29","","39",""
"2007-02-09","2007","02","09","","-10.4","","-17.3","","-13.9","","31.9","","0.0","","","M","","M","1.0","","","","28","","41",""
"2007-02-10","2007","02","10","","-11.3","","-15.6","","-13.5","","31.5","","0.0","","","M","","M","0.0","","","","30","","44",""
"2007-02-11","2007","02","11","","-12.5","","-22.6","","-17.6","","35.6","","0.0","","","M","","M","3.0","","","","29","","39",""
"2007-02-12","2007","02","12","","-9.3","","-21.6","","-15.5","","33.5","","0.0","","","M","","M","0.0","","","","30","","57",""
"2007-02-13","2007","02","13","","-13.0","","-21.4","","-17.2","","35.2","","0.0","","","M","","M","0.0","","","","29","","56",""
"2007-02-14","2007","02","14","","-4.3","","-22.2","","-13.3","","31.3","","0.0","","","M","","M","14.1","","","","12","","33",""
"2007-02-15","2007","02","15","","-1.2","","-16.2","","-8.7","","26.7","","0.0","","","M","","M","10.0","","","","12","","48",""
"2007-02-16","2007","02","16","","-13.2","","-18.0","","-15.6","","33.6","","0.0","","","M","","M","0.0","","","","29","","41",""
"2007-02-17","2007","02","17","","-6.6","","-13.2","","-9.9","","27.9","","0.0","","","M","","M","3.0","","","","31","","48",""
"2007-02-18","2007","02","18","","-5.0","","-18.7","","-11.9","","29.9","","0.0","","","M","","M","0.0","","","","32","","32",""
"2007-02-19","2007","02","19","","-11.0","","-18.4","","-14.7","","32.7","","0.0","","","M","","M","0.0","","","","34","","46",""
"2007-02-20","2007","02","20","","-12.7","","-19.6","","-16.2","","34.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-02-21","2007","02","21","","-11.3","","-18.7","","-15.0","","33.0","","0.0","","","M","","M","1.0","","","","30","","43",""
"2007-02-22","2007","02","22","","-6.4","","-12.0","","-9.2","","27.2","","0.0","","","M","","M","0.0","","","","28","","44",""
"2007-02-23","2007","02","23","","-3.8","","-13.8","","-8.8","","26.8","","0.0","","","M","","M","1.0","","","","33","","46",""
"2007-02-24","2007","02","24","","-0.4","","-6.9","","-3.7","","21.7","","0.0","","","M","","M","3.0","","","","34","","54",""
"2007-02-25","2007","02","25","","-5.5","","-12.4","","-9.0","","27.0","","0.0","","","M","","M","0.0","","","","34","","46",""
"2007-02-26","2007","02","26","","-5.5","","-16.5","","-11.0","","29.0","","0.0","","","M","","M","0.0","","","","34","","43",""
"2007-02-27","2007","02","27","","-1.2","","-19.6","","-10.4","","28.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-02-28","2007","02","28","","-3.2","","-14.1","","-8.7","","26.7","","0.0","","","M","","M","0.0","","","","33","","32",""
"2007-03-01","2007","03","01","","-7.2","","-20.6","","-13.9","","31.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-03-02","2007","03","02","","-2.4","","-23.3","","-12.9","","30.9","","0.0","","","M","","M","9.0","","","","11","","39",""
"2007-03-03","2007","03","03","","-0.4","E","-4.5","E","-2.5","E","20.5","E","0.0","E","","M","","M","","M","","","","","<31",""
"2007-03-04","2007","03","04","","-1.2","","-9.3","","-5.3","","23.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-03-05","2007","03","05","","-4.7","","-12.4","","-8.6","","26.6","","0.0","","","M","","M","1.0","","","","29","","46",""
"2007-03-06","2007","03","06","","-12.4","","-22.0","","-17.2","","35.2","","0.0","","","M","","M","2.0","","","","31","","63",""
"2007-03-07","2007","03","07","","-16.6","","-23.5","","-20.1","","38.1","","0.0","","","M","","M","2.0","","","","33","","56",""
"2007-03-08","2007","03","08","","-15.9","","-25.3","","-20.6","","38.6","","0.0","","","M","","M","1.0","","","","32","","50",""
"2007-03-09","2007","03","09","","-9.0","","-21.6","","-15.3","","33.3","","0.0","","","M","","M","0.0","","","","33","","46",""
"2007-03-10","2007","03","10","","2.0","","-20.6","","-9.3","","27.3","","0.0","","","M","","M","3.0","","","","12","","33",""
"2007-03-11","2007","03","11","","4.3","","-4.9","","-0.3","","18.3","","0.0","","","M","","M","1.0","","","","33","","50",""
"2007-03-12","2007","03","12","","-2.3","","-11.3","","-6.8","","24.8","","0.0","","","M","","M","0.0","","","","32","","39",""
"2007-03-13","2007","03","13","","-0.2","","-14.8","","-7.5","","25.5","","0.0","","","M","","M","1.0","","","","16","","39",""
"2007-03-14","2007","03","14","","5.5","","-1.6","","2.0","","16.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-03-15","2007","03","15","","3.4","","-13.7","","-5.2","","23.2","","0.0","","","M","","M","3.0","","","","30","","52",""
"2007-03-16","2007","03","16","","-8.8","","-15.5","","-12.2","","30.2","","0.0","","","M","","M","0.0","","","","34","","43",""
"2007-03-17","2007","03","17","","3.6","","-10.4","","-3.4","","21.4","","0.0","","","M","","M","50.0","","","","","","<31",""
"2007-03-18","2007","03","18","","3.3","","-8.9","","-2.8","","20.8","","0.0","","","M","","M","4.0","","","","32","","52",""
"2007-03-19","2007","03","19","","-5.8","","-12.3","","-9.1","","27.1","","0.0","","","M","","M","1.0","","","","29","","54",""
"2007-03-20","2007","03","20","","-2.2","","-13.4","","-7.8","","25.8","","0.0","","","M","","M","8.0","","","","32","","57",""
"2007-03-21","2007","03","21","","-4.5","","-18.4","","-11.5","","29.5","","0.0","","","M","","M","0.0","","","","30","","32",""
"2007-03-22","2007","03","22","","8.4","","-4.5","","2.0","","16.0","","0.0","","","M","","M","8.0","","","","32","","57",""
"2007-03-23","2007","03","23","","3.6","","-6.8","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","29","","46",""
"2007-03-24","2007","03","24","","-2.8","","-14.9","","-8.9","","26.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-03-25","2007","03","25","","3.9","","-17.2","","-6.7","","24.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-03-26","2007","03","26","","9.8","","-10.3","","-0.3","","18.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-03-27","2007","03","27","","8.0","","0.0","","4.0","","14.0","","0.0","","","M","","M","1.0","","","","32","","61",""
"2007-03-28","2007","03","28","","2.1","","-6.6","","-2.3","","20.3","","0.0","","","M","","M","1.0","","","","30","","70",""
"2007-03-29","2007","03","29","","3.0","","-6.5","","-1.8","","19.8","","0.0","","","M","","M","0.0","","","","32","","46",""
"2007-03-30","2007","03","30","","3.6","","-7.2","","-1.8","","19.8","","0.0","","","M","","M","1.0","","","","33","","78",""
"2007-03-31","2007","03","31","","-1.9","","-10.2","","-6.1","","24.1","","0.0","","","M","","M","0.0","","","","32","","46",""
"2007-04-01","2007","04","01","","0.5","","-13.9","","-6.7","","24.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-02","2007","04","02","","1.7","","-13.0","","-5.7","","23.7","","0.0","","","M","","M","0.0","","","","11","","33",""
"2007-04-03","2007","04","03","","2.1","","-5.1","","-1.5","","19.5","","0.0","","","M","","M","0.0","","","","14","","32",""
"2007-04-04","2007","04","04","","2.3","","-5.1","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-05","2007","04","05","","3.1","","-2.6","","0.3","","17.7","","0.0","","","M","","M","7.0","","","","12","","39",""
"2007-04-06","2007","04","06","","2.6","","-2.3","","0.2","","17.8","","0.0","","","M","","M","5.0","","","","28","","32",""
"2007-04-07","2007","04","07","","0.3","","-3.5","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-08","2007","04","08","","-0.3","","-3.0","","-1.7","","19.7","","0.0","","","M","","M","7.0","","","","31","","52",""
"2007-04-09","2007","04","09","","0.7","","-9.8","","-4.6","","22.6","","0.0","","","M","","M","5.0","","","","31","","50",""
"2007-04-10","2007","04","10","","-1.2","","-13.7","","-7.5","","25.5","","0.0","","","M","","M","0.0","","","","33","","41",""
"2007-04-11","2007","04","11","","2.1","","-16.2","","-7.1","","25.1","","0.0","","","M","","M","0.0","","","","33","","37",""
"2007-04-12","2007","04","12","","7.9","","-11.1","","-1.6","","19.6","","0.0","","","M","","M","","M","","","","","<31",""
"2007-04-13","2007","04","13","","4.7","","-0.5","","2.1","","15.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-14","2007","04","14","","7.1","","-4.4","","1.4","","16.6","","0.0","","","M","","M","1.8","","","","","","<31",""
"2007-04-15","2007","04","15","","8.0","","-6.9","","0.6","","17.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-16","2007","04","16","","6.8","","-1.5","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","14","","33",""
"2007-04-17","2007","04","17","","9.6","","0.5","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-18","2007","04","18","","7.5","","-2.9","","2.3","","15.7","","0.0","","","M","","M","0.0","","","","33","","33",""
"2007-04-19","2007","04","19","","12.4","","-5.1","","3.7","","14.3","","0.0","","","M","","M","0.0","","","","33","","32",""
"2007-04-20","2007","04","20","","14.2","","-5.3","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-21","2007","04","21","","9.7","","-3.3","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-22","2007","04","22","","16.5","","-5.3","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-23","2007","04","23","","23.3","","6.1","","14.7","","3.3","","0.0","","","M","","M","1.2","","","","22","","39",""
"2007-04-24","2007","04","24","","14.7","","0.2","","7.5","","10.5","","0.0","","","M","","M","1.0","","","","32","","54",""
"2007-04-25","2007","04","25","","6.1","","-1.9","","2.1","","15.9","","0.0","","","M","","M","0.0","","","","28","","41",""
"2007-04-26","2007","04","26","","8.9","","-2.3","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","32","","46",""
"2007-04-27","2007","04","27","","15.3","","-3.4","","6.0","","12.0","","0.0","","","M","","M","3.0","","","","18","","33",""
"2007-04-28","2007","04","28","","7.1","","-0.7","","3.2","","14.8","","0.0","","","M","","M","3.0","","","","","","<31",""
"2007-04-29","2007","04","29","","8.4","","-0.9","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-04-30","2007","04","30","","4.0","","0.2","","2.1","","15.9","","0.0","","","M","","M","5.0","","","","","","<31",""
"2007-05-01","2007","05","01","","7.8","","0.2","","4.0","","14.0","","0.0","","","M","","M","2.0","","","","32","","32",""
"2007-05-02","2007","05","02","","9.3","","1.7","","5.5","","12.5","","0.0","","","M","","M","2.0","","","","31","","44",""
"2007-05-03","2007","05","03","","6.0","","0.8","","3.4","","14.6","","0.0","","","M","","M","1.0","","","","32","","56",""
"2007-05-04","2007","05","04","","8.0","","1.5","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","33","","41",""
"2007-05-05","2007","05","05","","4.5","","0.3","","2.4","","15.6","","0.0","","","M","","M","0.0","","","","35","","35",""
"2007-05-06","2007","05","06","","12.1","","-1.7","","5.2","","12.8","","0.0","","","M","","M","","M","","","","","<31",""
"2007-05-07","2007","05","07","","21.5","","1.5","","11.5","","6.5","","0.0","","","M","","M","0.0","","","","22","","44",""
"2007-05-08","2007","05","08","","17.8","","8.9","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","30","","54",""
"2007-05-09","2007","05","09","","22.1","","4.2","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","30","","46",""
"2007-05-10","2007","05","10","","23.3","","6.6","","15.0","","3.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-11","2007","05","11","","20.0","","4.9","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","31","","46",""
"2007-05-12","2007","05","12","","9.6","","-0.6","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","34","","37",""
"2007-05-13","2007","05","13","","8.6","","-1.7","","3.5","","14.5","","0.0","","","M","","M","0.0","","","","35","","43",""
"2007-05-14","2007","05","14","","13.3","","-1.5","","5.9","","12.1","","0.0","","","M","","M","0.0","","","","33","","32",""
"2007-05-15","2007","05","15","","14.0","","2.4","","8.2","","9.8","","0.0","","","M","","M","0.0","","","","33","","37",""
"2007-05-16","2007","05","16","","9.6","","-0.4","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-17","2007","05","17","","11.0","","-0.3","","5.4","","12.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-18","2007","05","18","","12.0","","-1.9","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-19","2007","05","19","","14.4","","4.4","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-20","2007","05","20","","7.8","","0.6","","4.2","","13.8","","0.0","","","M","","M","20.0","","","","33","","33",""
"2007-05-21","2007","05","21","","7.2","","-2.1","","2.6","","15.4","","0.0","","","M","","M","5.0","","","","34","","43",""
"2007-05-22","2007","05","22","","11.7","E","-3.1","E","4.3","E","13.7","E","0.0","E","","M","","M","0.0","","","","","M","","M"
"2007-05-23","2007","05","23","","","M","-0.9","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2007-05-24","2007","05","24","","30.3","","7.2","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","29","","35",""
"2007-05-25","2007","05","25","","31.8","","15.2","","23.5","","0.0","","5.5","","","M","","M","0.0","","","","28","","32",""
"2007-05-26","2007","05","26","","24.1","","6.0","","15.1","","2.9","","0.0","","","M","","M","0.0","","","","32","","54",""
"2007-05-27","2007","05","27","","16.4","","2.4","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-28","2007","05","28","","16.3","","6.9","","11.6","","6.4","","0.0","","","M","","M","10.0","","","","14","","32",""
"2007-05-29","2007","05","29","","13.1","","3.8","","8.5","","9.5","","0.0","","","M","","M","","M","","","","","<31",""
"2007-05-30","2007","05","30","","15.1","","3.7","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-05-31","2007","05","31","","16.4","","1.9","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-01","2007","06","01","","22.3","","3.7","","13.0","","5.0","","0.0","","","M","","M","0.0","","","","30","","37",""
"2007-06-02","2007","06","02","","14.5","","1.5","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-03","2007","06","03","","20.3","","2.9","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","14","","32",""
"2007-06-04","2007","06","04","","17.2","","8.2","","12.7","","5.3","","0.0","","","M","","M","","M","","","","","<31",""
"2007-06-05","2007","06","05","","21.2","","10.4","","15.8","","2.2","","0.0","","","M","","M","24.0","","","","14","","35",""
"2007-06-06","2007","06","06","","18.5","","7.0","","12.8","","5.2","","0.0","","","M","","M","1.0","","","","29","","35",""
"2007-06-07","2007","06","07","","15.6","","3.6","","9.6","","8.4","","0.0","","","M","","M","0.0","","","","30","","48",""
"2007-06-08","2007","06","08","","26.1","","2.1","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-09","2007","06","09","","17.7","","10.4","","14.1","","3.9","","0.0","","","M","","M","3.0","","","","","","<31",""
"2007-06-10","2007","06","10","","26.6","","9.5","","18.1","","0.0","","0.1","","","M","","M","2.0","","","","","","<31",""
"2007-06-11","2007","06","11","","26.4","","10.6","","18.5","","0.0","","0.5","","","M","","M","0.0","","","","33","","32",""
"2007-06-12","2007","06","12","","25.3","","7.8","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","11","","39",""
"2007-06-13","2007","06","13","","22.1","","5.6","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-14","2007","06","14","","26.2","","7.8","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-15","2007","06","15","","30.5","","9.5","","20.0","","0.0","","2.0","","","M","","M","","M","","","","","<31",""
"2007-06-16","2007","06","16","","31.4","","13.5","","22.5","","0.0","","4.5","","","M","","M","0.0","","","","","","<31",""
"2007-06-17","2007","06","17","","21.3","","10.0","","15.7","","2.3","","0.0","","","M","","M","8.0","","","","33","","32",""
"2007-06-18","2007","06","18","","21.7","","8.3","","15.0","","3.0","","0.0","","","M","","M","0.0","","","","35","","52",""
"2007-06-19","2007","06","19","","26.8","","6.4","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-20","2007","06","20","","21.0","","10.2","","15.6","","2.4","","0.0","","","M","","M","9.0","","","","","","<31",""
"2007-06-21","2007","06","21","","12.6","","9.8","","11.2","","6.8","","0.0","","","M","","M","3.0","","","","","","<31",""
"2007-06-22","2007","06","22","","15.4","","10.2","","12.8","","5.2","","0.0","","","M","","M","3.0","","","","","","<31",""
"2007-06-23","2007","06","23","","16.3","","10.9","","13.6","","4.4","","0.0","","","M","","M","2.0","","","","","","<31",""
"2007-06-24","2007","06","24","","18.5","","7.8","","13.2","","4.8","","0.0","","","M","","M","5.0","","","","33","","35",""
"2007-06-25","2007","06","25","","22.9","","6.7","","14.8","","3.2","","0.0","","","M","","M","4.0","","","","30","","35",""
"2007-06-26","2007","06","26","","24.2","","14.3","","19.3","","0.0","","1.3","","","M","","M","6.0","","","","33","","44",""
"2007-06-27","2007","06","27","","19.5","","11.8","","15.7","","2.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-06-28","2007","06","28","","20.4","","11.0","","15.7","","2.3","","0.0","","","M","","M","0.0","","","","31","","43",""
"2007-06-29","2007","06","29","","18.9","","8.9","","13.9","","4.1","","0.0","","","M","","M","1.0","","","","28","","48",""
"2007-06-30","2007","06","30","","16.7","","6.7","","11.7","","6.3","","0.0","","","M","","M","0.0","","","","29","","43",""
"2007-07-01","2007","07","01","","17.3","","8.1","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","34","","33",""
"2007-07-02","2007","07","02","","18.3","","6.2","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","33","","32",""
"2007-07-03","2007","07","03","","21.3","","4.4","","12.9","","5.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-07-04","2007","07","04","","25.1","","6.8","","16.0","","2.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-07-05","2007","07","05","","19.6","","14.0","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","17","","35",""
"2007-07-06","2007","07","06","","19.5","","14.0","","16.8","","1.2","","0.0","","","M","","M","17.0","","","","","","<31",""
"2007-07-07","2007","07","07","","20.6","","11.6","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","33","","39",""
"2007-07-08","2007","07","08","","18.6","","8.6","","13.6","","4.4","","0.0","","","M","","M","0.0","","","","30","","33",""
"2007-07-09","2007","07","09","","20.6","","6.7","","13.7","","4.3","","0.0","","","M","","M","3.0","","","","15","","33",""
"2007-07-10","2007","07","10","","20.6","","10.9","","15.8","","2.2","","0.0","","","M","","M","13.0","","","","","","<31",""
"2007-07-11","2007","07","11","","22.4","","10.5","","16.5","","1.5","","0.0","","","M","","M","14.0","","","","15","","32",""
"2007-07-12","2007","07","12","","21.4","","10.7","","16.1","","1.9","","0.0","","","M","","M","5.0","","","","35","","33",""
"2007-07-13","2007","07","13","","24.6","","10.0","","17.3","","0.7","","0.0","","","M","","M","2.0","","","","22","","37",""
"2007-07-14","2007","07","14","","21.2","","12.4","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-07-15","2007","07","15","","19.3","","14.3","","16.8","","1.2","","0.0","","","M","","M","2.0","","","","","","<31",""
"2007-07-16","2007","07","16","","22.1","","11.8","","17.0","","1.0","","0.0","","","M","","M","2.0","","","","","","<31",""
"2007-07-17","2007","07","17","","23.2","","10.3","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","30","","43",""
"2007-07-18","2007","07","18","","25.6","","11.3","","18.5","","0.0","","0.5","","","M","","M","1.0","","","","19","","32",""
"2007-07-19","2007","07","19","","20.2","","13.8","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-07-20","2007","07","20","","18.3","","13.7","","16.0","","2.0","","0.0","","","M","","M","30.0","","","","","","<31",""
"2007-07-21","2007","07","21","","23.0","","10.8","","16.9","","1.1","","0.0","","","M","","M","3.0","","","","30","","48",""
"2007-07-22","2007","07","22","","24.0","","9.3","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-07-23","2007","07","23","","27.1","","9.8","","18.5","","0.0","","0.5","","","M","","M","0.0","","","","","","<31",""
"2007-07-24","2007","07","24","","28.7","","13.0","","20.9","","0.0","","2.9","","","M","","M","0.0","","","","","","<31",""
"2007-07-25","2007","07","25","","28.4","","13.3","","20.9","","0.0","","2.9","","","M","","M","0.0","","","","","","<31",""
