Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2009/1/28,2009,1,28,,-2,,-10.2,,-6.1,,24.1,,0,,,M,,M,0,,,,31,,57,
2009/1/29,2009,1,29,,1.1,,-14.1,,-6.5,,24.5,,0,,,M,,M,0,,,,28,,52,
2009/1/30,2009,1,30,,3.4,,-3.1,,0.2,,17.8,,0,,,M,,M,0.7,,,,26,,63,
2009/1/31,2009,1,31,,1.6,,-10.7,,-4.6,,22.6,,0,,,M,,M,0,,,,36,,72,
2009/2/1,2009,2,1,,-4.8,,-14,,-9.4,,27.4,,0,,,M,,M,0,,,,33,,57,
2009/2/2,2009,2,2,,-1.6,,-14.3,,-8,,26,,0,,,M,,M,0,,,,,,<31,
2009/2/3,2009,2,3,,0.8,,-7.3,,-3.3,,21.3,,0,,,M,,M,0,,,,33,,35,
2009/2/4,2009,2,4,,3.3,,-5.3,,-1,,19,,0,,,M,,M,0,,,,25,,52,
2009/2/5,2009,2,5,,3.5,,-6,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
2009/2/6,2009,2,6,,3.8,,-6.3,,-1.3,,19.3,,0,,,M,,M,0,,,,34,,65,
2009/2/7,2009,2,7,,-3,,-11,,-7,,25,,0,,,M,,M,0,,,,35,,67,
2009/2/8,2009,2,8,,1.6,,-8.9,,-3.7,,21.7,,0,,,M,,M,0,,,,,,<31,
2009/2/9,2009,2,9,,-1.4,,-8.4,,-4.9,,22.9,,0,,,M,,M,0,,,,33,,57,
2009/2/10,2009,2,10,,-1.8,,-6.4,,-4.1,,22.1,,0,,,M,,M,1.1,,,,33,,63,
2009/2/11,2009,2,11,,-4.3,,-12.7,,-8.5,,26.5,,0,,,M,,M,0,,,,33,,48,
2009/2/12,2009,2,12,,,M,-15.1,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/2/13,2009,2,13,,-7.6,,-13.5,,-10.6,,28.6,,0,,,M,,M,0.2,,25,,,,<31,
2009/2/14,2009,2,14,,-9.5,,-14.9,,-12.2,,30.2,,0,,,M,,M,0,,26,,,,<31,
2009/2/15,2009,2,15,,-9.3,,-16.3,,-12.8,,30.8,,0,,,M,,M,0.2,,24,,,,<31,
2009/2/16,2009,2,16,,-9.3,,-13.6,,-11.5,,29.5,,0,,,M,,M,0.4,,24,,,,<31,
2009/2/17,2009,2,17,,-9.7,,-16.9,,-13.3,,31.3,,0,,,M,,M,0.2,,25,,,,<31,
2009/2/18,2009,2,18,,-6.1,,-19,,-12.6,,30.6,,0,,,M,,M,0,,26,,,,<31,
2009/2/19,2009,2,19,,-1.8,,-12.1,,-7,,25,,0,,,M,,M,0.2,,26,,33,,56,
2009/2/20,2009,2,20,,-8.3,,-14.7,,-11.5,,29.5,,0,,,M,,M,0,,27,,34,,52,
2009/2/21,2009,2,21,,0.1,,-14.1,,-7,,25,,0,,,M,,M,0,,25,,,,<31,
2009/2/22,2009,2,22,,-5.9,,-12.6,,-9.3,,27.3,,0,,,M,,M,0,,24,,11,,32,
2009/2/23,2009,2,23,,-3,,-10.4,,-6.7,,24.7,,0,,,M,,M,0,,26,,33,,35,
2009/2/24,2009,2,24,,-7.8,,-14.3,,-11.1,,29.1,,0,,0,,,M,5.5,,28,,5,,37,
2009/2/25,2009,2,25,,-14.2,,-22.3,,-18.3,,36.3,,0,,,M,,M,0.6,,31,,6,,35,
2009/2/26,2009,2,26,,-20,,-24.5,,-22.3,,40.3,,0,,,M,,M,0.2,,48,,6,,33,
2009/2/27,2009,2,27,,-12.9,,-26.6,,-19.8,,37.8,,0,,,M,,M,0.2,,38,,32,,43,
2009/2/28,2009,2,28,,-12.4,,-21.6,,-17,,35,,0,,,M,,M,0,,38,,34,,37,
2009/3/1,2009,3,1,,-3.2,,-18.6,,-10.9,,28.9,,0,,,M,,M,0,,37,,14,,33,
2009/3/2,2009,3,2,,5.1,,-8.4,,-1.7,,19.7,,0,,,M,,M,0,,36,,,,<31,
2009/3/3,2009,3,3,,4.4,,-1.6,,1.4,,16.6,,0,,,M,,M,0,,34,,17,,41,
2009/3/4,2009,3,4,,0.9,,-6,,-2.6,,20.6,,0,,,M,,M,0,,,,,,<31,
2009/3/5,2009,3,5,,-4,,-17.8,,-10.9,,28.9,,0,,,M,,M,0.3,,,,31,,69,
2009/3/6,2009,3,6,,-14.3,,-23.5,,-18.9,,36.9,,0,,,M,,M,0,,33,,33,,43,
2009/3/7,2009,3,7,,-0.7,,-19.9,,-10.3,,28.3,,0,,,M,,M,0,,33,,27,,44,
2009/3/8,2009,3,8,,-5.8,,-22.9,,-14.4,,32.4,,0,,,M,,M,0,,33,,34,,65,
2009/3/9,2009,3,9,,-17.8,,-28.4,,-23.1,,41.1,,0,,,M,,M,0,,33,,34,,32,
2009/3/10,2009,3,10,,-24.6,,-31.4,,-28,,46,,0,,,M,,M,0.2,,33,,,,<31,
2009/3/11,2009,3,11,,-18.4,,-33.8,,-26.1,,44.1,,0,,,M,,M,0,,32,,,,<31,
2009/3/12,2009,3,12,,-10,,-20.4,,-15.2,,33.2,,0,,,M,,M,0,,32,,,,<31,
2009/3/13,2009,3,13,,0.2,,-13.1,,-6.5,,24.5,,0,,,M,,M,0,,32,,25,,37,
2009/3/14,2009,3,14,,3.8,,-6,,-1.1,,19.1,,0,,,M,,M,0,,32,,23,,44,
2009/3/15,2009,3,15,,3.1,,-5.3,,-1.1,,19.1,,0,,,M,,M,0,,32,,20,,41,
2009/3/16,2009,3,16,,2.6,,-5,,-1.2,,19.2,,0,,,M,,M,0,,31,,25,,48,
2009/3/17,2009,3,17,,1.9,,-9.8,,-4,,22,,0,,,M,,M,0,,31,,27,,46,
2009/3/18,2009,3,18,,1.5,,-8.3,,-3.4,,21.4,,0,,,M,,M,0,,31,,,,<31,
2009/3/19,2009,3,19,,2.5,,-5.5,,-1.5,,19.5,,0,,,M,,M,0,,31,,,,<31,
2009/3/20,2009,3,20,,6.8,,-3,,1.9,,16.1,,0,,,M,,M,0,,31,,,,<31,
2009/3/21,2009,3,21,,11.2,,0.1,,5.7,,12.3,,0,,,M,,M,0,,28,,6,,32,
2009/3/22,2009,3,22,,4.4,,-4.3,,0.1,,17.9,,0,,,M,,M,5.2,,,,31,,63,
2009/3/23,2009,3,23,,-3.8,,-8.8,,-6.3,,24.3,,0,,,M,,M,0,,20,,33,,82,
2009/3/24,2009,3,24,,-4.6,,-11.5,,-8.1,,26.1,,0,,,M,,M,0,,,,34,,48,
2009/3/25,2009,3,25,,-8.9,,-16.2,,-12.6,,30.6,,0,,,M,,M,0,,,,34,,48,
2009/3/26,2009,3,26,,-2.8,,-11.9,,-7.4,,25.4,,0,,,M,,M,0.2,,20,,2,,44,
2009/3/27,2009,3,27,,3,,-10.5,,-3.8,,21.8,,0,,,M,,M,0,,,,31,,41,
2009/3/28,2009,3,28,,2.5,,-3.9,,-0.7,,18.7,,0,,,M,,M,0.2,,17,,,,<31,
2009/3/29,2009,3,29,,1.1,,-5.1,,-2,,20,,0,,,M,,M,0.2,,,,4,,50,
2009/3/30,2009,3,30,,1.5,,-8,,-3.3,,21.3,,0,,,M,,M,0,,16,,19,,43,
2009/3/31,2009,3,31,,5.6,,-6.7,,-0.6,,18.6,,0,,,M,,M,0,,16,,,,<31,
2009/4/1,2009,4,1,,4,,-3.9,,0.1,,17.9,,0,,,M,,M,0,,15,,1,,35,
2009/4/2,2009,4,2,,4,,-3.7,,0.2,,17.8,,0,,,M,,M,0,,,,,,<31,
2009/4/3,2009,4,3,,2.9,,-4,,-0.6,,18.6,,0,,,M,,M,0,,,,6,,32,
2009/4/4,2009,4,4,,2.4,,-6.1,,-1.9,,19.9,,0,,,M,,M,0,,9,,,,<31,
2009/4/5,2009,4,5,,4.7,,-6.4,,-0.9,,18.9,,0,,,M,,M,0,,10,,,,<31,
2009/4/6,2009,4,6,,12.8,,-5.6,,3.6,,14.4,,0,,,M,,M,0,,9,,26,,43,
2009/4/7,2009,4,7,,13.7,,0.7,,7.2,,10.8,,0,,,M,,M,0,,8,,33,,43,
2009/4/8,2009,4,8,,11.5,,-1.7,,4.9,,13.1,,0,,,M,,M,0,,9,,13,,44,
2009/4/9,2009,4,9,,8.9,,-3.2,,2.9,,15.1,,0,,,M,,M,0,,9,,14,,52,
2009/4/10,2009,4,10,,13.1,,-0.8,,6.2,,11.8,,0,,,M,,M,0,,9,,15,,41,
2009/4/11,2009,4,11,,15.9,,1.5,,8.7,,9.3,,0,,,M,,M,3.4,,9,,16,,41,
2009/4/12,2009,4,12,,13.1,,2.5,,7.8,,10.2,,0,,,M,,M,3.6,,,,30,,63,
2009/4/13,2009,4,13,,15.9,,-0.7,,7.6,,10.4,,0,,,M,,M,0,,9,,27,,61,
2009/4/14,2009,4,14,,8.8,,-5.6,,1.6,,16.4,,0,,,M,,M,0,,10,,34,,44,
2009/4/15,2009,4,15,,0.6,,-1.5,,-0.5,,18.5,,0,,,M,,M,2.6,,13,,36,,52,
2009/4/16,2009,4,16,,4.1,,-1.4,,1.4,,16.6,,0,,,M,,M,0,,10,,36,,39,
2009/4/17,2009,4,17,,10.6,,-3.5,,3.6,,14.4,,0,,,M,,M,0.3,,,,12,,39,
2009/4/18,2009,4,18,,12.6,,0.1,,6.4,,11.6,,0,,,M,,M,1.3,,9,,32,,70,
2009/4/19,2009,4,19,,12.9,,0.4,,6.7,,11.3,,0,,,M,,M,0,,10,,30,,35,
2009/4/20,2009,4,20,,19.8,,2.2,,11,,7,,0,,,M,,M,0,,10,,31,,46,
2009/4/21,2009,4,21,,23.2,,5.8,,14.5,,3.5,,0,,,M,,M,0,,9,,27,,35,
2009/4/22,2009,4,22,,20,,1,,10.5,,7.5,,0,,,M,,M,0,,9,,26,,63,
2009/4/23,2009,4,23,,1,,-5.7,,-2.4,,20.4,,0,,,M,,M,0.5,,10,,34,,57,
2009/4/24,2009,4,24,,3.3,,-9.7,,-3.2,,21.2,,0,,,M,,M,0,,10,,28,,54,
2009/4/25,2009,4,25,,9.2,,-6.2,,1.5,,16.5,,0,,,M,,M,0,,10,,24,,37,
2009/4/26,2009,4,26,,7.2,,-0.4,,3.4,,14.6,,0,,,M,,M,0.3,,10,,6,,50,
2009/4/27,2009,4,27,,1.2,,-2,,-0.4,,18.4,,0,,,M,,M,3.4,,,,6,,44,
2009/4/28,2009,4,28,,2.9,,-1.9,,0.5,,17.5,,0,,,M,,M,4.1,,,,6,,67,
2009/4/29,2009,4,29,,2.1,,-1.9,,0.1,,17.9,,0,,,M,,M,0.6,,,,4,,54,
2009/4/30,2009,4,30,,7.7,,-2.5,,2.6,,15.4,,0,,,M,,M,0,,10,,34,,52,
2009/5/1,2009,5,1,,10.9,,-3.5,,3.7,,14.3,,0,,,M,,M,0,,10,,31,,48,
2009/5/2,2009,5,2,,14.8,,-2.3,,6.3,,11.7,,0,,,M,,M,0,,10,,31,,44,
2009/5/3,2009,5,3,,16.4,,1.2,,8.8,,9.2,,0,,,M,,M,0,,10,,17,,46,
2009/5/4,2009,5,4,,13.3,,3,,8.2,,9.8,,0,,,M,,M,0,,9,,33,,72,
2009/5/5,2009,5,5,,17.4,,1.2,,9.3,,8.7,,0,,,M,,M,1.7,,9,,26,,69,
2009/5/6,2009,5,6,,14.7,,1.1,,7.9,,10.1,,0,,,M,,M,0.7,,,,29,,67,
2009/5/7,2009,5,7,,10.9,,0.8,,5.9,,12.1,,0,,,M,,M,0.5,,,,32,,46,
2009/5/8,2009,5,8,,10.6,,2.1,,6.4,,11.6,,0,,,M,,M,0.2,,,,30,,61,
2009/5/9,2009,5,9,,13.5,,0.3,,6.9,,11.1,,0,,,M,,M,1.6,,,,2,,50,
2009/5/10,2009,5,10,,13.9,,0.7,,7.3,,10.7,,0,,,M,,M,2.8,,,,30,,39,
2009/5/11,2009,5,11,,15.4,,2.9,,9.2,,8.8,,0,,,M,,M,0,,,,26,,48,
2009/5/12,2009,5,12,,15.6,,0.1,,7.9,,10.1,,0,,,M,,M,3.4,,,,32,,80,
2009/5/13,2009,5,13,,5.7,,-4.8,,0.5,,17.5,,0,,,M,,M,6.4,,,,34,,89,
2009/5/14,2009,5,14,,13,,-0.3,,6.4,,11.6,,0,,,M,,M,0,,10,,35,,52,
2009/5/15,2009,5,15,,9.9,,-2.2,,3.9,,14.1,,0,,,M,,M,0,,10,,36,,46,
2009/5/16,2009,5,16,,18,,-1.4,,8.3,,9.7,,0,,,M,,M,0,,9,,22,,46,
2009/5/17,2009,5,17,,24.5,,6.5,,15.5,,2.5,,0,,,M,,M,0,,,,24,,65,
2009/5/18,2009,5,18,,12.4,,-0.1,,6.2,,11.8,,0,,,M,,M,0,,,,1,,69,
2009/5/19,2009,5,19,,20.8,,-0.7,,10.1,,7.9,,0,,,M,,M,0,,,,7,,50,
2009/5/20,2009,5,20,,9.5,,0.5,,5,,13,,0,,,M,,M,0,,,,32,,44,
2009/5/21,2009,5,21,,15.9,,-1.4,,7.3,,10.7,,0,,,M,,M,0,,,,27,,50,
2009/5/22,2009,5,22,,13.4,,1.3,,7.4,,10.6,,0,,,M,,M,0,,,,36,,44,
2009/5/23,2009,5,23,,20.6,,1.4,,11,,7,,0,,,M,,M,0,,,,17,,44,
2009/5/24,2009,5,24,,14.1,,7.4,,10.8,,7.2,,0,,,M,,M,9.5,,,,35,,44,
2009/5/25,2009,5,25,,20.2,,5.7,,13,,5,,0,,,M,,M,0,,,,34,,44,
2009/5/26,2009,5,26,,22.7,,7.9,,15.3,,2.7,,0,,,M,,M,0,,,,22,,46,
2009/5/27,2009,5,27,,20.6,,8.4,,14.5,,3.5,,0,,,M,,M,0,,,,27,,41,
2009/5/28,2009,5,28,,20.6,,6.8,,13.7,,4.3,,0,,,M,,M,0,,,,3,,44,
2009/5/29,2009,5,29,,22.5,,9.4,,16,,2,,0,,,M,,M,0,,,,31,,44,
2009/5/30,2009,5,30,,30.4,,10.1,,20.3,,0,,2.3,,,M,,M,0.3,,,,28,,59,
2009/5/31,2009,5,31,,20.7,,9.8,,15.3,,2.7,,0,,,M,,M,0.4,,,,2,,56,
2009/6/1,2009,6,1,,14,,3.8,,8.9,,9.1,,0,,,M,,M,0.3,,,,34,,56,
2009/6/2,2009,6,2,,16.8,,1.6,,9.2,,8.8,,0,,,M,,M,0.2,,,,,,<31,
2009/6/3,2009,6,3,,20.2,,2.4,,11.3,,6.7,,0,,,M,,M,0,,,,,,<31,
2009/6/4,2009,6,4,,22.7,,6.5,,14.6,,3.4,,0,,,M,,M,0.4,,,,3,,50,
2009/6/5,2009,6,5,,8.4,,0.4,,4.4,,13.6,,0,,,M,,M,4.9,,,,6,,44,
2009/6/6,2009,6,6,,2.8,,-0.2,,1.3,,16.7,,0,,,M,,M,14.7,,,,6,,44,
2009/6/7,2009,6,7,,7.6,,0.3,,4,,14,,0,,,M,,M,1.4,,,,6,,32,
2009/6/8,2009,6,8,,10.2,,0.1,,5.2,,12.8,,0,,,M,,M,0,,,,,,<31,
2009/6/9,2009,6,9,,11.1,,2.5,,6.8,,11.2,,0,,,M,,M,4.8,,,,34,,39,
2009/6/10,2009,6,10,,13.7,,0.9,,7.3,,10.7,,0,,,M,,M,,M,,,,,<31,
2009/6/11,2009,6,11,,19.2,,3.1,,11.2,,6.8,,0,,,M,,M,0,,,,,,<31,
2009/6/12,2009,6,12,,21.2,,7.1,,14.2,,3.8,,0,,,M,,M,0,,,,35,,32,
2009/6/13,2009,6,13,,25.9,,10.6,,18.3,,0,,0.3,,,M,,M,0,,,,21,,35,
2009/6/14,2009,6,14,,25.6,,14.3,,20,,0,,2,,,M,,M,0,,,,15,,43,
2009/6/15,2009,6,15,,25,,12.2,,18.6,,0,,0.6,,,M,,M,0,,,,,,<31,
2009/6/16,2009,6,16,,26.2,,11.8,,19,,0,,1,,,M,,M,0,,,,26,,39,
2009/6/17,2009,6,17,,,M,11.8,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2009/6/18,2009,6,18,,19.4,,9.9,,14.7,,3.3,,0,,,M,,M,3.4,,,,31,,44,
2009/6/19,2009,6,19,,23,,8.2,,15.6,,2.4,,0,,,M,,M,0,,,,,,<31,
2009/6/20,2009,6,20,,21.8,,10.4,,16.1,,1.9,,0,,,M,,M,0,,,,24,,33,
2009/6/21,2009,6,21,,17,,9.7,,13.4,,4.6,,0,,,M,,M,15.9,,,,32,,41,
2009/6/22,2009,6,22,,13.4,,5.3,,9.4,,8.6,,0,,,M,,M,1.3,,,,27,,59,
2009/6/23,2009,6,23,,19.6,,5.7,,12.7,,5.3,,0,,,M,,M,0.4,,,,25,,52,
2009/6/24,2009,6,24,,22.9,,6.6,,14.8,,3.2,,0,,,M,,M,0,,,,26,,44,
2009/6/25,2009,6,25,,29.1,,12.1,,20.6,,0,,2.6,,,M,,M,0,,,,27,,54,
2009/6/26,2009,6,26,,23.8,,6.6,,15.2,,2.8,,0,,,M,,M,0,,,,26,,44,
2009/6/27,2009,6,27,,20.4,,8,,14.2,,3.8,,0,,,M,,M,0,,,,35,,61,
2009/6/28,2009,6,28,,28.7,,6.8,,17.8,,0.2,,0,,,M,,M,0,,,,28,,59,
2009/6/29,2009,6,29,,22.3,,11.1,,16.7,,1.3,,0,,,M,,M,0.2,,,,1,,50,
2009/6/30,2009,6,30,,26.6,,9.5,,18.1,,0,,0.1,,,M,,M,0,,,,30,,37,
2009/7/1,2009,7,1,,19.5,,9.6,,14.6,,3.4,,0,,,M,,M,0,,,,35,,59,
2009/7/2,2009,7,2,,23.2,,9.9,,16.6,,1.4,,0,,,M,,M,0,,,,11,,39,
2009/7/3,2009,7,3,,23.8,,10.6,,17.2,,0.8,,0,,,M,,M,0,,,,35,,39,
2009/7/4,2009,7,4,,22.9,,10.4,,16.7,,1.3,,0,,,M,,M,0,,,,,,<31,
2009/7/5,2009,7,5,,24.1,,13,,18.6,,0,,0.6,,,M,,M,0,,,,34,,37,
2009/7/6,2009,7,6,,23.7,,10.6,,17.2,,0.8,,0,,,M,,M,,M,,,,,<31,
2009/7/7,2009,7,7,,21.9,,8.9,,15.4,,2.6,,0,,,M,,M,0,,,,21,,37,
2009/7/8,2009,7,8,,20.7,,10,,15.4,,2.6,,0,,,M,,M,0.2,,,,24,,52,
2009/7/9,2009,7,9,,17.2,,6.9,,12.1,,5.9,,0,,,M,,M,1.2,,,,31,,50,
2009/7/10,2009,7,10,,17.4,,7,,12.2,,5.8,,0,,,M,,M,0.3,,,,,,<31,
2009/7/11,2009,7,11,,24.6,,7.7,,16.2,,1.8,,0,,,M,,M,0,,,,31,,41,
2009/7/12,2009,7,12,,22.7,,7.6,,15.2,,2.8,,0,,,M,,M,5.1,,,,11,,32,
2009/7/13,2009,7,13,,24.4,,12.9,,18.7,,0,,0.7,,,M,,M,0.3,,,,26,,63,
2009/7/14,2009,7,14,,14.6,,6.6,,10.6,,7.4,,0,,,M,,M,4.2,,,,33,,63,
2009/7/15,2009,7,15,,18,,3.2,,10.6,,7.4,,0,,,M,,M,0,,,,,,<31,
2009/7/16,2009,7,16,,24.2,,7.8,,16,,2,,0,,,M,,M,0,,,,,,<31,
2009/7/17,2009,7,17,,26.2,,11.2,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2009/7/18,2009,7,18,,30.3,,12.1,,21.2,,0,,3.2,,,M,,M,0,,,,,,<31,
2009/7/19,2009,7,19,,24.7,,12.5,,18.6,,0,,0.6,,,M,,M,0,,,,35,,44,
2009/7/20,2009,7,20,,21.5,,9.2,,15.4,,2.6,,0,,,M,,M,0,,,,31,,61,
2009/7/21,2009,7,21,,23.9,,6.4,,15.2,,2.8,,0,,,M,,M,0,,,,32,,32,
2009/7/22,2009,7,22,,31.2,,11.4,,21.3,,0,,3.3,,,M,,M,0.2,,,,29,,37,
2009/7/23,2009,7,23,,28.7,,12.3,,20.5,,0,,2.5,,,M,,M,0,,,,2,,41,
2009/7/24,2009,7,24,,28.6,,11.4,,20,,0,,2,,,M,,M,0,,,,,,<31,
2009/7/25,2009,7,25,,31,,13,,22,,0,,4,,,M,,M,0,,,,,,<31,
2009/7/26,2009,7,26,,27.1,,15.5,,21.3,,0,,3.3,,,M,,M,0,,,,3,,44,
2009/7/27,2009,7,27,,22.6,,11,,16.8,,1.2,,0,,,M,,M,0,,,,35,,50,
2009/7/28,2009,7,28,,18.8,,9.5,,14.2,,3.8,,0,,,M,,M,3.9,,,,36,,37,
2009/7/29,2009,7,29,,19.7,,8.8,,14.3,,3.7,,0,,,M,,M,0,,,,35,,56,
2009/7/30,2009,7,30,,24.8,,5.2,,15,,3,,0,,,M,,M,0,,,,35,,50,
2009/7/31,2009,7,31,,18.6,,7.4,,13,,5,,0,,,M,,M,1,,,,35,,52,
2009/8/1,2009,8,1,,29.1,,6.6,,17.9,,0.1,,0,,,M,,M,0,,,,33,,87,
2009/8/2,2009,8,2,,25.2,,14,,19.6,,0,,1.6,,,M,,M,1.1,,,,33,,85,
2009/8/3,2009,8,3,,18.6,,10,,14.3,,3.7,,0,,,M,,M,10.5,,,,33,,63,
