Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
†,Data that is not subject to review by the National Climate Archives,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2006/1/1,2006,1,1,,-1,,-7,,-4,,22,,0,,0,,1.9,,1.9,,,,,,,
2006/1/2,2006,1,2,,-1.8,,-7.1,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
2006/1/3,2006,1,3,,-0.7,,-6.5,,-3.6,,21.6,,0,,0,,0.7,,0.7,,,,,,,
2006/1/4,2006,1,4,,0.4,,-9.6,,-4.6,,22.6,,0,,0,,0,,0,,,,,,,
2006/1/5,2006,1,5,,4.6,,-9.5,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
2006/1/6,2006,1,6,,4.5,,1.1,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
2006/1/7,2006,1,7,,2.8,,-4.3,,-0.8,,18.8,,0,,0,,0,,0,,,,,,,
2006/1/8,2006,1,8,,-3.2,,-5.5,,-4.4,,22.4,,0,,0,,0,,0,,,,,,,
2006/1/9,2006,1,9,,0.3,,-7.1,,-3.4,,21.4,,0,,0,,0,,0,,,,,,,
2006/1/10,2006,1,10,,3.8,,-4.8,,-0.5,,18.5,,0,,0,,0,,0,,,,,,,
2006/1/11,2006,1,11,,2.6,,-2.9,,-0.2,,18.2,,0,,0,,0,,0,,,,,,,
2006/1/12,2006,1,12,,-0.5,,-9.8,,-5.2,,23.2,,0,,0,,1.2,,1.2,,,,,,,
2006/1/13,2006,1,13,,2.9,,-8.9,,-3,,21,,0,,0,,0,,0,,,,,,,
2006/1/14,2006,1,14,,5.9,,-2.7,,1.6,,16.4,,0,,0,,0,,0,,,,,,,
2006/1/15,2006,1,15,,4.6,,-7.6,,-1.5,,19.5,,0,,0,,1.5,,1.5,,,,,,,
2006/1/16,2006,1,16,,-3.1,,-12.4,,-7.8,,25.8,,0,,0,,0,,0,,,,,,,
2006/1/17,2006,1,17,,4.1,,-9.3,,-2.6,,20.6,,0,,0,,0,,0,,,,,,,
2006/1/18,2006,1,18,,1.5,,-8,,-3.3,,21.3,,0,,0,,0,,0,,,,,,,
2006/1/19,2006,1,19,,-3.8,,-12.4,,-8.1,,26.1,,0,,0,,1.6,,1.6,,,,,,,
2006/1/20,2006,1,20,,-4.3,,-10.3,,-7.3,,25.3,,0,,0,,4.2,,4.2,,,,,,,
2006/1/21,2006,1,21,,-4.5,,-13.9,,-9.2,,27.2,,0,,0,,1.8,,1.8,,,,,,,
2006/1/22,2006,1,22,,-6,,-14.6,,-10.3,,28.3,,0,,0,,0,,0,,,,,,,
2006/1/23,2006,1,23,,4.6,,-7.8,,-1.6,,19.6,,0,,0,,0,,0,,,,,,,
2006/1/24,2006,1,24,,0.6,,-10.3,,-4.9,,22.9,,0,,0,,0,,0,,,,,,,
2006/1/25,2006,1,25,,5.2,,-3.5,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
2006/1/26,2006,1,26,,2.9,,-6.3,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
2006/1/27,2006,1,27,,-1,,-11.3,,-6.2,,24.2,,0,,0,,0,,0,,,,,,,
2006/1/28,2006,1,28,,-1.7,,-11.1,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
2006/1/29,2006,1,29,,0.1,,-10.6,,-5.3,,23.3,,0,,0,,0,,0,,,,,,,
2006/1/30,2006,1,30,,4.9,,-6.2,,-0.7,,18.7,,0,,0,,0,,0,,,,,,,
2006/1/31,2006,1,31,,1.2,,-6.5,,-2.7,,20.7,,0,,0,,1.8,,1.8,,,,,,,
2006/2/1,2006,2,1,,2.9,,-8,,-2.6,,20.6,,0,,0,,0,,0,,,,,,,
2006/2/2,2006,2,2,,0.6,,-7.5,,-3.5,,21.5,,0,,0,,0,,0,,,,,,,
2006/2/3,2006,2,3,,1.9,,-7.1,,-2.6,,20.6,,0,,0,,0,,0,,,,,,,
2006/2/4,2006,2,4,,1.1,,-6.7,,-2.8,,20.8,,0,,0,,0,,0,,,,,,,
2006/2/5,2006,2,5,,2.3,,-5.8,,-1.8,,19.8,,0,,0,,0,,0,,,,,,,
2006/2/6,2006,2,6,,-1.6,,-10.3,,-6,,24,,0,,0,,0,,0,,,,,,,
2006/2/7,2006,2,7,,0.6,,-11.6,,-5.5,,23.5,,0,,0,,0,,0,,,,,,,
2006/2/8,2006,2,8,,2.6,,-9.8,,-3.6,,21.6,,0,,0,,0,,0,,,,,,,
2006/2/9,2006,2,9,,-1.5,,-6.5,,-4,,22,,0,,0,,0,,0,,,,,,,
2006/2/10,2006,2,10,,-6.1,,-14.1,,-10.1,,28.1,,0,,0,,0,,0,,,,,,,
2006/2/11,2006,2,11,,0.7,,-15.4,,-7.4,,25.4,,0,,0,,0,,0,,,,,,,
2006/2/12,2006,2,12,,5.9,,-9,,-1.6,,19.6,,0,,0,,0,,0,,,,,,,
2006/2/13,2006,2,13,,3.1,,-3.7,,-0.3,,18.3,,0,,0,,0,,0,,,,,,,
2006/2/14,2006,2,14,,-3.6,,-14.8,,-9.2,,27.2,,0,,0,,0.6,,0.6,,,,,,,
2006/2/15,2006,2,15,,-11.3,,-17.9,,-14.6,,32.6,,0,,0,,0,,0,,,,,,,
2006/2/16,2006,2,16,,-16.6,,-33.2,,-24.9,,42.9,,0,,0,,0,,0,,,,,,,
2006/2/17,2006,2,17,,-18.9,,-34.2,,-26.6,,44.6,,0,,0,,0,,0,,,,,,,
2006/2/18,2006,2,18,,-9,,-25.5,,-17.3,,35.3,,0,,0,,0,,0,,,,,,,
2006/2/19,2006,2,19,,-3.2,,-17.3,,-10.3,,28.3,,0,,0,,0,,0,,,,,,,
2006/2/20,2006,2,20,,-3.2,,-11.8,,-7.5,,25.5,,0,,0,,0,,0,,,,,,,
2006/2/21,2006,2,21,,-2,,-10,,-6,,24,,0,,0,,0.7,,0.7,,,,,,,
2006/2/22,2006,2,22,,-4.7,,-15.2,,-10,,28,,0,,0,,2.2,,2.2,,,,,,,
2006/2/23,2006,2,23,,-8.1,,-17.4,,-12.8,,30.8,,0,,0,,1.4,,1.4,,,,,,,
2006/2/24,2006,2,24,,-8.9,,-16.4,,-12.7,,30.7,,0,,0,,0.6,,0.6,,,,,,,
2006/2/25,2006,2,25,,-10.8,,-21,,-15.9,,33.9,,0,,0,,0,,0,,,,,,,
2006/2/26,2006,2,26,,-8.6,,-15.8,,-12.2,,30.2,,0,,0,,0.6,,0.6,,,,,,,
2006/2/27,2006,2,27,,-0.4,,-9.3,,-4.9,,22.9,,0,,0,,0,,0,,,,,,,
2006/2/28,2006,2,28,,3.9,,-4.4,,-0.3,,18.3,,0,,0,,0.9,,0.9,,,,,,,
2006/3/1,2006,3,1,,-3.1,,-12.8,,-8,,26,,0,,0,,0.6,,0.6,,,,,,,
2006/3/2,2006,3,2,,-9.8,,-16.3,,-13.1,,31.1,,0,,0,,0,,0,,,,,,,
2006/3/3,2006,3,3,,-5.8,,-17.2,,-11.5,,29.5,,0,,0,,0,,0,,,,,,,
2006/3/4,2006,3,4,,-7.6,,-11,,-9.3,,27.3,,0,,0,,11,,11,,,,,,,
2006/3/5,2006,3,5,,-7,,-15.4,,-11.2,,29.2,,0,,0,,0,,0,,,,,,,
2006/3/6,2006,3,6,,1.4,,-11.8,,-5.2,,23.2,,0,,0,,0,,0,,,,,,,
2006/3/7,2006,3,7,,2.9,,-6.8,,-2,,20,,0,,0,,0,,0,,,,,,,
2006/3/8,2006,3,8,,1.4,,-9.9,,-4.3,,22.3,,0,,0,,0,,0,,,,,,,
2006/3/9,2006,3,9,,0,,-4.8,,-2.4,,20.4,,0,,0,,0,,0,,,,,,,
2006/3/10,2006,3,10,,-4.2,,-11.4,,-7.8,,25.8,,0,,0,,0.8,,0.8,,,,,,,
2006/3/11,2006,3,11,,-6.8,,-15.2,,-11,,29,,0,,0,,0,,0,,,,,,,
2006/3/12,2006,3,12,,-8.4,,-23,,-15.7,,33.7,,0,,0,,0,,0,,,,,,,
2006/3/13,2006,3,13,,-5.7,,-20.3,,-13,,31,,0,,0,,0,,0,,,,,,,
2006/3/14,2006,3,14,,-3.7,,-16.6,,-10.2,,28.2,,0,,0,,0,,0,,,,,,,
2006/3/15,2006,3,15,,-3.5,,-9.3,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
2006/3/16,2006,3,16,,-3,,-7.2,,-5.1,,23.1,,0,,0,,0,,0,,,,,,,
2006/3/17,2006,3,17,,-1,,-8.2,,-4.6,,22.6,,0,,0,,0,,0,,,,,,,
2006/3/18,2006,3,18,,-3.5,,-8.1,,-5.8,,23.8,,0,,0,,0,,0,,,,,,,
2006/3/19,2006,3,19,,-3.7,,-6.8,,-5.3,,23.3,,0,,0,,2,,2,,,,,,,
2006/3/20,2006,3,20,,-5,,-8.2,,-6.6,,24.6,,0,,0,,0,,0,,,,,,,
2006/3/21,2006,3,21,,-3.7,,-8.1,,-5.9,,23.9,,0,,0,,0,,0,,,,,,,
2006/3/22,2006,3,22,,-4,,-9.6,,-6.8,,24.8,,0,,0,,0,,0,,,,,,,
2006/3/23,2006,3,23,,-1.2,,-10,,-5.6,,23.6,,0,,0,,0,,0,,,,,,,
2006/3/24,2006,3,24,,0.3,,-8.6,,-4.2,,22.2,,0,,0,,0,,0,,,,,,,
2006/3/25,2006,3,25,,2.8,,-6.7,,-2,,20,,0,,0,,0,,0,,,,,,,
2006/3/26,2006,3,26,,2.1,,-3.7,,-0.8,,18.8,,0,,0,,0.6,,0.6,,,,,,,
2006/3/27,2006,3,27,,3.7,,-9.4,,-2.9,,20.9,,0,,0,,0,,0,,,,,,,
2006/3/28,2006,3,28,,9.2,,-4.1,,2.6,,15.4,,0,,0,,0,,0,,,,,,,
2006/3/29,2006,3,29,,4.2,,-0.7,,1.8,,16.2,,0,,0,,0,,0,,,,,,,
2006/3/30,2006,3,30,,6.2,,-2,,2.1,,15.9,,0,,0,,0,,0,,,,,,,
2006/3/31,2006,3,31,,9.3,,-2.5,,3.4,,14.6,,0,,0,,0,,0,,,,,,,
2006/4/1,2006,4,1,,12.9,,1.1,,7,,11,,0,,0,,0,,0,,,,,,,
2006/4/2,2006,4,2,,8.5,,-0.1,,4.2,,13.8,,0,,0,,0,,0,,,,,,,
2006/4/3,2006,4,3,,13.1,,-2.3,,5.4,,12.6,,0,,0,,0,,0,,,,,,,
2006/4/4,2006,4,4,,15.7,,2,,8.9,,9.1,,0,,1.8,,0,,1.8,,,,,,,
2006/4/5,2006,4,5,,14.6,,4.6,,9.6,,8.4,,0,,0.4,,0,,0.4,,,,,,,
2006/4/6,2006,4,6,,11.1,,0.9,,6,,12,,0,,0,,0,,0,,,,,,,
2006/4/7,2006,4,7,,9.2,,-2.5,,3.4,,14.6,,0,,0,,0,,0,,,,,,,
2006/4/8,2006,4,8,,14,,1.2,,7.6,,10.4,,0,,0.6,,0,,0.6,,,,,,,
2006/4/9,2006,4,9,,14.4,,2.3,,8.4,,9.6,,0,,0.2,,0,,0.2,,,,,,,
2006/4/10,2006,4,10,,11.2,,-0.9,,5.2,,12.8,,0,,0,,0,,0,,,,,,,
2006/4/11,2006,4,11,,9.5,,-1.7,,3.9,,14.1,,0,,0.2,,0,,0.2,,,,,,,
2006/4/12,2006,4,12,,14.7,,-3.3,,5.7,,12.3,,0,,2.2,,0,,2.2,,,,,,,
2006/4/13,2006,4,13,,14.2,,2.8,,8.5,,9.5,,0,,0,,0,,0,,,,,,,
2006/4/14,2006,4,14,,18.1,,1.4,,9.8,,8.2,,0,,0,,0,,0,,,,,,,
2006/4/15,2006,4,15,,17,,2.7,,9.9,,8.1,,0,,4.4,,0,,4.4,,,,,,,
2006/4/16,2006,4,16,,13.4,,4.9,,9.2,,8.8,,0,,2.6,,0,,2.6,,,,,,,
2006/4/17,2006,4,17,,6,,-0.1,,3,,15,,0,,1.3,,0,,1.3,,,,,,,
2006/4/18,2006,4,18,,11.1,,-1.5,,4.8,,13.2,,0,,0,,0,,0,,,,,,,
2006/4/19,2006,4,19,,12,,-1.5,,5.3,,12.7,,0,,0,,0,,0,,,,,,,
2006/4/20,2006,4,20,,17.4,,0,,8.7,,9.3,,0,,0,,0,,0,,,,,,,
2006/4/21,2006,4,21,,21.5,,2.4,,12,,6,,0,,0,,0,,0,,,,,,,
2006/4/22,2006,4,22,,13.9,,0.4,,7.2,,10.8,,0,,0.7,,0,,0.7,,,,,,,
2006/4/23,2006,4,23,,8.6,,-2.1,,3.3,,14.7,,0,,0,,0,,0,,,,,,,
2006/4/24,2006,4,24,,9.7,,-3.7,,3,,15,,0,,0,,0,,0,,,,,,,
2006/4/25,2006,4,25,,13.3,,-3.4,,5,,13,,0,,0,,0,,0,,,,,,,
2006/4/26,2006,4,26,,18.6,,-0.7,,9,,9,,0,,0,,0,,0,,,,,,,
2006/4/27,2006,4,27,,13.1,,4.9,,9,,9,,0,,0,,0,,0,,,,,,,
2006/4/28,2006,4,28,,17.7,,-0.8,,8.5,,9.5,,0,,0,,0,,0,,,,,,,
2006/4/29,2006,4,29,,22.2,,4.9,,13.6,,4.4,,0,,0,,0,,0,,,,,,,
2006/4/30,2006,4,30,,16.6,,2.7,,9.7,,8.3,,0,,0,,0,,0,,,,,,,
2006/5/1,2006,5,1,,11.9,,0.1,,6,,12,,0,,0,,2.7,,2.7,,,,,,,
2006/5/2,2006,5,2,,5.1,,-2,,1.6,,16.4,,0,,0,,2.7,,2.7,,,,,,,
2006/5/3,2006,5,3,,-1.2,,-3.2,,-2.2,,20.2,,0,,0,,0,,0,,,,,,,
2006/5/4,2006,5,4,,12.4,,-5.2,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
2006/5/5,2006,5,5,,18,,-0.9,,8.6,,9.4,,0,,0,,0,,0,,,,,,,
2006/5/6,2006,5,6,,19.7,,3.3,,11.5,,6.5,,0,,0,,0,,0,,,,,,,
2006/5/7,2006,5,7,,16.2,,3.1,,9.7,,8.3,,0,,0,,0,,0,,,,,,,
2006/5/8,2006,5,8,,14.6,,2.8,,8.7,,9.3,,0,,0,,0,,0,,,,,,,
2006/5/9,2006,5,9,,5.2,,0,,2.6,,15.4,,0,,0,,3,,3,,,,,,,
2006/5/10,2006,5,10,,11,,1.3,,6.2,,11.8,,0,,0,,0.7,,0.7,,,,,,,
2006/5/11,2006,5,11,,16.5,,0.6,,8.6,,9.4,,0,,0,,0,,0,,,,,,,
2006/5/12,2006,5,12,,18.3,,6,,12.2,,5.8,,0,,0,,0.8,,0.8,,,,,,,
2006/5/13,2006,5,13,,14.7,,0.9,,7.8,,10.2,,0,,0,,0,,0,,,,,,,
2006/5/14,2006,5,14,,19.5,,6.4,,13,,5,,0,,0,,0,,0,,,,,,,
2006/5/15,2006,5,15,,23.4,,4.9,,14.2,,3.8,,0,,0,,0,,0,,,,,,,
2006/5/16,2006,5,16,,28.8,,8.7,,18.8,,0,,0.8,,0,,0,,0,,,,,,,
2006/5/17,2006,5,17,,28.2,,12.1,,20.2,,0,,2.2,,0,,0,,0,,,,,,,
2006/5/18,2006,5,18,,28.2,,12.3,,20.3,,0,,2.3,,0,,0,,0,,,,,,,
2006/5/19,2006,5,19,,27,,13.1,,20.1,,0,,2.1,,0,,0,,0,,,,,,,
2006/5/20,2006,5,20,,21.7,,9.5,,15.6,,2.4,,0,,0.8,,0,,0.8,,,,,,,
2006/5/21,2006,5,21,,24.9,,7.2,,16.1,,1.9,,0,,0.2,,0,,0.2,,,,,,,
2006/5/22,2006,5,22,,30.4,,12.6,,21.5,,0,,3.5,,0,,0,,0,,,,,,,
2006/5/23,2006,5,23,,23.4,,14.7,,19.1,,0,,1.1,,0.8,,0,,0.8,,,,,,,
2006/5/24,2006,5,24,,22.9,,10.3,,16.6,,1.4,,0,,0,,0,,0,,,,,,,
2006/5/25,2006,5,25,,22.1,,8.6,,15.4,,2.6,,0,,0,,0,,0,,,,,,,
2006/5/26,2006,5,26,,16.6,,8.2,,12.4,,5.6,,0,,5.2,,0,,5.2,,,,,,,
2006/5/27,2006,5,27,,11.3,,5.7,,8.5,,9.5,,0,,3.8,,0,,3.8,,,,,,,
2006/5/28,2006,5,28,,10.2,,4.7,,7.5,,10.5,,0,,6.4,,0,,6.4,,,,,,,
2006/5/29,2006,5,29,,11,,3.9,,7.5,,10.5,,0,,1.4,,0,,1.4,,,,,,,
2006/5/30,2006,5,30,,18,,4.7,,11.4,,6.6,,0,,0,,0,,0,,,,,,,
2006/5/31,2006,5,31,,21.2,,4.8,,13,,5,,0,,0,,0,,0,,,,,,,
2006/6/1,2006,6,1,,24.9,,8.5,,16.7,,1.3,,0,,0,,0,,0,,0,,,,,
2006/6/2,2006,6,2,,29.6,,13.8,,21.7,,0,,3.7,,0.4,,0,,0.4,,0,,,,,
2006/6/3,2006,6,3,,23.5,,10.1,,16.8,,1.2,,0,,0.4,,0,,0.4,,0,,,,,
2006/6/4,2006,6,4,,24,,7.6,,15.8,,2.2,,0,,3.6,,0,,3.6,,0,,,,,
2006/6/5,2006,6,5,,21.7,,9.2,,15.5,,2.5,,0,,0.4,,0,,0.4,,0,,,,,
2006/6/6,2006,6,6,,19.9,,7.4,,13.7,,4.3,,0,,0,,0,,0,,0,,,,,
2006/6/7,2006,6,7,,23.6,,11,,17.3,,0.7,,0,,1,,0,,1,,0,,,,,
2006/6/8,2006,6,8,,14.4,,8.7,,11.6,,6.4,,0,,23.4,,0,,23.4,,0,,,,,
2006/6/9,2006,6,9,,15.5,,8,,11.8,,6.2,,0,,1,,0,,1,,0,,,,,
2006/6/10,2006,6,10,,12.1,,9.7,,10.9,,7.1,,0,,15.6,,0,,15.6,,0,,,,,
2006/6/11,2006,6,11,,15.7,,8.5,,12.1,,5.9,,0,,0.4,,0,,0.4,,0,,,,,
2006/6/12,2006,6,12,,18.7,,7.5,,13.1,,4.9,,0,,0,,0,,0,,0,,,,,
2006/6/13,2006,6,13,,22.9,,9.2,,16.1,,1.9,,0,,0,,0,,0,,0,,,,,
2006/6/14,2006,6,14,,15.5,,12.3,,13.9,,4.1,,0,,22.4,,0,,22.4,,0,,,,,
2006/6/15,2006,6,15,,17.2,,8.3,,12.8,,5.2,,0,,1.2,,0,,1.2,,0,,,,,
2006/6/16,2006,6,16,,19.7,,8.5,,14.1,,3.9,,0,,3.4,,0,,3.4,,0,,,,,
2006/6/17,2006,6,17,,18,,7.9,,13,,5,,0,,5.4,,0,,5.4,,0,,,,,
2006/6/18,2006,6,18,,20.1,,7.5,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
2006/6/19,2006,6,19,,21.5,,9.2,,15.4,,2.6,,0,,3.4,,0,,3.4,,0,,,,,
2006/6/20,2006,6,20,,13.3,,5.9,,9.6,,8.4,,0,,0.8,,0,,0.8,,0,,,,,
2006/6/21,2006,6,21,,19.3,,7.1,,13.2,,4.8,,0,,0.2,,0,,0.2,,0,,,,,
2006/6/22,2006,6,22,,21.7,,8.8,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
2006/6/23,2006,6,23,,19.5,,7.3,,13.4,,4.6,,0,,4.4,,0,,4.4,,0,,,,,
2006/6/24,2006,6,24,,20.6,,7.1,,13.9,,4.1,,0,,0,,0,,0,,0,,,,,
2006/6/25,2006,6,25,,24,,10.8,,17.4,,0.6,,0,,0,,0,,0,,0,,,,,
2006/6/26,2006,6,26,,23.8,,10.5,,17.2,,0.8,,0,,0,,0,,0,,0,,,,,
2006/6/27,2006,6,27,,27.8,,11.8,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
2006/6/28,2006,6,28,,31.5,,14.7,,23.1,,0,,5.1,,0,,0,,0,,0,,,,,
2006/6/29,2006,6,29,,26.9,,13,,20,,0,,2,,0,,0,,0,,0,,,,,
2006/6/30,2006,6,30,,23.3,,14.3,,18.8,,0,,0.8,,0.4,,0,,0.4,,0,,,,,
2006/7/1,2006,7,1,,25.3,,12.1,,18.7,,0,,0.7,,5.6,,0,,5.6,,0,,,,,
2006/7/2,2006,7,2,,26.1,,12.1,,19.1,,0,,1.1,,0.2,,0,,0.2,,0,,,,,
2006/7/3,2006,7,3,,24.7,,11.6,,18.2,,0,,0.2,,0,,0,,0,,0,,,,,
2006/7/4,2006,7,4,,27.4,,11.8,,19.6,,0,,1.6,,0,,0,,0,,0,,,,,
2006/7/5,2006,7,5,,29.5,,13.9,,21.7,,0,,3.7,,0,,0,,0,,0,,,,,
2006/7/6,2006,7,6,,29.6,,15.9,,22.8,,0,,4.8,,0.2,,0,,0.2,,0,,,,,
2006/7/7,2006,7,7,,26.6,,11.9,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
2006/7/8,2006,7,8,,25.6,,10.1,,17.9,,0.1,,0,,0,,0,,0,,0,,,,,
2006/7/9,2006,7,9,,29.9,,11.9,,20.9,,0,,2.9,,0,,0,,0,,0,,,,,
2006/7/10,2006,7,10,,31,,11.9,,21.5,,0,,3.5,,2.4,,0,,2.4,,0,,,,,
2006/7/11,2006,7,11,,28.7,,9.9,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
2006/7/12,2006,7,12,,32.6,,15.2,,23.9,,0,,5.9,,2,,0,,2,,0,,,,,
2006/7/13,2006,7,13,,25.9,,12.3,,19.1,,0,,1.1,,0.2,,0,,0.2,,0,,,,,
2006/7/14,2006,7,14,,30.4,,10.8,,20.6,,0,,2.6,,0,,0,,0,,0,,,,,
2006/7/15,2006,7,15,,32.6,,11.4,,22,,0,,4,,0,,0,,0,,0,,,,,
2006/7/16,2006,7,16,,25.9,,10.8,,18.4,,0,,0.4,,0,,0,,0,,0,,,,,
2006/7/17,2006,7,17,,31.6,,11.6,,21.6,,0,,3.6,,0,,0,,0,,0,,,,,
2006/7/18,2006,7,18,,25.3,,11.1,,18.2,,0,,0.2,,0,,0,,0,,0,,,,,
2006/7/19,2006,7,19,,24.1,,11.3,,17.7,,0.3,,0,,0,,0,,0,,0,,,,,
2006/7/20,2006,7,20,,24.1,,12.6,,18.4,,0,,0.4,,1.6,,0,,1.6,,0,,,,,
2006/7/21,2006,7,21,,29.2,,10.8,,20,,0,,2,,0,,0,,0,,0,,,,,
2006/7/22,2006,7,22,,32.9,,14.5,,23.7,,0,,5.7,,0,,0,,0,,0,,,,,
2006/7/23,2006,7,23,,32.7,,19.9,,26.3,,0,,8.3,,0,,0,,0,,0,,,,,
2006/7/24,2006,7,24,,31.3,,16.9,,24.1,,0,,6.1,,0.2,,0,,0.2,,0,,,,,
2006/7/25,2006,7,25,,29.9,,13.4,,21.7,,0,,3.7,,0,,0,,0,,0,,,,,
2006/7/26,2006,7,26,,29.4,,15.9,,22.7,,0,,4.7,,0,,0,,0,,0,,,,,
2006/7/27,2006,7,27,,29.3,,15.4,,22.4,,0,,4.4,,0,,0,,0,,0,,,,,
2006/7/28,2006,7,28,,30.6,,14.7,,22.7,,0,,4.7,,0,,0,,0,,0,,,,,
2006/7/29,2006,7,29,,30.5,,15.2,,22.9,,0,,4.9,,18.4,,0,,18.4,,0,,,,,
2006/7/30,2006,7,30,,27.8,,14,,20.9,,0,,2.9,,0.2,,0,,0.2,,0,,,,,
2006/7/31,2006,7,31,,22.1,,5.9,,14,,4,,0,,0,,0,,0,,0,,,,,
2006/8/1,2006,8,1,,26.4,,11.2,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
2006/8/2,2006,8,2,,25,,10.3,,17.7,,0.3,,0,,0,,0,,0,,0,,,,,
2006/8/3,2006,8,3,,27.3,,12.1,,19.7,,0,,1.7,,0,,0,,0,,0,,,,,
2006/8/4,2006,8,4,,28.8,,10.8,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
2006/8/5,2006,8,5,,21.9,,8.7,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
2006/8/6,2006,8,6,,26.7,,9.7,,18.2,,0,,0.2,,0,,0,,0,,0,,,,,
2006/8/7,2006,8,7,,33.1,,15.1,,24.1,,0,,6.1,,0,,0,,0,,0,,,,,
2006/8/8,2006,8,8,,33.7,,18,,25.9,,0,,7.9,,0,,0,,0,,0,,,,,
2006/8/9,2006,8,9,,32.2,,14.6,,23.4,,0,,5.4,,3.2,,0,,3.2,,0,,,,,
