Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2000/8/12,2000,8,12,,22.5,,9.6,,16.1,,1.9,,0,,0,,0,,0,,0,,,,,
2000/8/13,2000,8,13,,26,,12.6,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
2000/8/14,2000,8,14,,20.4,,9.5,,15,,3,,0,,0,,0,,0,,0,,,,,
2000/8/15,2000,8,15,,25.9,,9.1,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
2000/8/16,2000,8,16,,22.2,,10.4,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
2000/8/17,2000,8,17,,24,,9.5,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
2000/8/18,2000,8,18,,26.4,,12.5,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
2000/8/19,2000,8,19,,25.8,,11.7,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
2000/8/20,2000,8,20,,19.3,,5.7,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
2000/8/21,2000,8,21,,21.9,,5.7,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
2000/8/22,2000,8,22,,26.5,,9.7,,18.1,,0,,0.1,,0,,0,,0,,0,,,,,
2000/8/23,2000,8,23,,30.8,,12.3,,21.6,,0,,3.6,,0,,0,,0,,0,,,,,
2000/8/24,2000,8,24,,31,,17.8,,24.4,,0,,6.4,,0,,0,,0,,0,,,,,
2000/8/25,2000,8,25,,28.5,,14.2,,21.4,,0,,3.4,,0,,0,,0,,0,,,,,
2000/8/26,2000,8,26,,31.1,,12.2,,21.7,,0,,3.7,,0,,0,,0,,0,,,,,
2000/8/27,2000,8,27,,19.1,,6.1,,12.6,,5.4,,0,,1,,0,,1,,0,,,,,
2000/8/28,2000,8,28,,18.7,,4.9,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
2000/8/29,2000,8,29,,23.4,,6.8,,15.1,,2.9,,0,,0,,0,,0,,0,,,,,
2000/8/30,2000,8,30,,9.7,,6.3,,8,,10,,0,,2,,0,,2,,0,,,,,
2000/8/31,2000,8,31,,18.5,,5.6,,12.1,,5.9,,0,,0,,0,,0,,0,,,,,
2000/9/1,2000,9,1,,17.4,,9.3,,13.4,,4.6,,0,,0.4,,0,,0.4,,0,,,,,
2000/9/2,2000,9,2,,16.1,,9.7,,12.9,,5.1,,0,,0,,0,,0,,0,,,,,
2000/9/3,2000,9,3,,17.6,,5.6,,11.6,,6.4,,0,,0.2,,0,,0.2,,0,,,,,
2000/9/4,2000,9,4,,19.4,,9.1,,14.3,,3.7,,0,,10.6,,0,,10.6,,0,,,,,
2000/9/5,2000,9,5,,20.3,,9.2,,14.8,,3.2,,0,,0.8,,0,,0.8,,0,,,,,
2000/9/6,2000,9,6,,16.5,,6.6,,11.6,,6.4,,0,,0.2,,0,,0.2,,0,,,,,
2000/9/7,2000,9,7,,19.7,,3,,11.4,,6.6,,0,,0,,0,,0,,0,,,,,
2000/9/8,2000,9,8,,22.3,,7.2,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
2000/9/9,2000,9,9,,15.6,,4.7,,10.2,,7.8,,0,,0,,0,,0,,0,,,,,
2000/9/10,2000,9,10,,14.5,,0.7,,7.6,,10.4,,0,,0,,0,,0,,0,,,,,
2000/9/11,2000,9,11,,17.5,,-0.7,,8.4,,9.6,,0,,0,,0,,0,,0,,,,,
2000/9/12,2000,9,12,,20.4,,3.7,,12.1,,5.9,,0,,0,,0,,0,,0,,,,,
2000/9/13,2000,9,13,,19.1,,9.4,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
2000/9/14,2000,9,14,,24.4,,7,,15.7,,2.3,,0,,0,,0,,0,,0,,,,,
2000/9/15,2000,9,15,,31.3,,10.6,,21,,0,,3,,0,,0,,0,,0,,,,,
2000/9/16,2000,9,16,,26.8,,15.6,,21.2,,0,,3.2,,0,,0,,0,,0,,,,,
2000/9/17,2000,9,17,,28.5,,11.9,,20.2,,0,,2.2,,0,,0,,0,,0,,,,,
2000/9/18,2000,9,18,,18.5,,5.3,,11.9,,6.1,,0,,12.2,,0,,12.2,,0,,,,,
2000/9/19,2000,9,19,,11.4,,5,,8.2,,9.8,,0,,2.4,,0,,2.4,,0,,,,,
2000/9/20,2000,9,20,,10.1,,0.7,,5.4,,12.6,,0,,4.4,,0,,4.4,,0,,,,,
2000/9/21,2000,9,21,,5.2,,-3.5,,0.9,,17.1,,0,,0,,0,,0,,0,,,,,
2000/9/22,2000,9,22,,-1.2,,-3.8,,-2.5,,20.5,,0,,0,,0,,0,,0,,,,,
2000/9/23,2000,9,23,,6.6,,-4.9,,0.9,,17.1,,0,,0,,0,,0,,0,,,,,
2000/9/24,2000,9,24,,15.3,,-1.3,,7,,11,,0,,0,,0,,0,,0,,,,,
2000/9/25,2000,9,25,,19.3,,3.5,,11.4,,6.6,,0,,0,,0,,0,,0,,,,,
2000/9/26,2000,9,26,,20.6,,5.3,,13,,5,,0,,0,,0,,0,,0,,,,,
2000/9/27,2000,9,27,,21.8,,5.6,,13.7,,4.3,,0,,0,,0,,0,,0,,,,,
2000/9/28,2000,9,28,,21.4,,5.6,,13.5,,4.5,,0,,0,,0,,0,,0,,,,,
2000/9/29,2000,9,29,,20.9,,5.9,,13.4,,4.6,,0,,0,,0,,0,,0,,,,,
2000/9/30,2000,9,30,,19.2,,2.9,,11.1,,6.9,,0,,0,,0,,0,,0,,,,,
2000/10/1,2000,10,1,,14.8,,1.1,,8,,10,,0,,4,,0,,4,,0,,,,,
2000/10/2,2000,10,2,,8.4,,-0.2,,4.1,,13.9,,0,,0,,0,,0,,0,,,,,
2000/10/3,2000,10,3,,1.8,,-3.3,,-0.8,,18.8,,0,,0,,0,,0,,0,,,,,
2000/10/4,2000,10,4,,-1.1,,-9.4,,-5.3,,23.3,,0,,0,,1.4,E,1.4,,0,,,,,
2000/10/5,2000,10,5,,-1.1,,-9.9,,-5.5,,23.5,,0,,0,,0,,0,,0,,,,,
2000/10/6,2000,10,6,,2.3,,-9.9,,-3.8,,21.8,,0,,0,,0,,0,,0,,,,,
2000/10/7,2000,10,7,,8.5,,-8.1,,0.2,,17.8,,0,,0,,0,,0,,0,,,,,
2000/10/8,2000,10,8,,16.9,,-5.7,,5.6,,12.4,,0,,0,,0,,0,,0,,,,,
2000/10/9,2000,10,9,,22.5,,4.7,,13.6,,4.4,,0,,0,,0,,0,,0,,,,,
2000/10/10,2000,10,10,,20,,4.5,,12.3,,5.7,,0,,0,,0,,0,,0,,,,,
2000/10/11,2000,10,11,,10.4,,6.1,,8.3,,9.7,,0,,0,,0,,0,,0,,,,,
2000/10/12,2000,10,12,,10.9,,3,,7,,11,,0,,1.6,,0,,1.6,,0,,,,,
2000/10/13,2000,10,13,,9,,1.3,,5.2,,12.8,,0,,0.2,,0,,0.2,,0,,,,,
2000/10/14,2000,10,14,,10.6,,4.6,,7.6,,10.4,,0,,0,,0,,0,,0,,,,,
2000/10/15,2000,10,15,,11,,0.1,,5.6,,12.4,,0,,0,,0,,0,,0,,,,,
2000/10/16,2000,10,16,,17.3,,0.4,,8.9,,9.1,,0,,0,,0,,0,,0,,,,,
2000/10/17,2000,10,17,,18.5,,2.6,,10.6,,7.4,,0,,0,,0,,0,,0,,,,,
2000/10/18,2000,10,18,,20.3,,4.7,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
2000/10/19,2000,10,19,,12.8,,2.6,,7.7,,10.3,,0,,0,,0,,0,,0,,,,,
2000/10/20,2000,10,20,,16.8,,-0.4,,8.2,,9.8,,0,,0,,0,,0,,0,,,,,
2000/10/21,2000,10,21,,10.9,,-0.8,,5.1,,12.9,,0,,0,,0,,0,,0,,,,,
2000/10/22,2000,10,22,,8.3,,-4.5,,1.9,,16.1,,0,,0,,0,,0,,0,,,,,
2000/10/23,2000,10,23,,13,,-2.1,,5.5,,12.5,,0,,0,,0,,0,,0,,,,,
2000/10/24,2000,10,24,,14.8,,0.7,,7.8,,10.2,,0,,0,,0,,0,,0,,,,,
2000/10/25,2000,10,25,,12.9,,4.5,,8.7,,9.3,,0,,0,,0,,0,,0,,,,,
2000/10/26,2000,10,26,,10.4,,0.9,,5.7,,12.3,,0,,0,,0,,0,,0,,,,,
2000/10/27,2000,10,27,,8.8,,0.3,,4.6,,13.4,,0,,0,,0,,0,,0,,,,,
2000/10/28,2000,10,28,,12.1,,3.6,,7.9,,10.1,,0,,0,,0,,0,,0,,,,,
2000/10/29,2000,10,29,,14.9,,3.1,,9,,9,,0,,0,,0,,0,,0,,,,,
2000/10/30,2000,10,30,,5.7,,-3.6,,1.1,,16.9,,0,,0,,0,,0,,0,,,,,
2000/10/31,2000,10,31,,7.4,,-4.5,,1.5,,16.5,,0,,0,,0,,0,,0,,,,,
2000/11/1,2000,11,1,,3.4,,-3.6,,-0.1,,18.1,,0,,,,,,,,,,,,,
2000/11/2,2000,11,2,,4.2,,-6.2,,-1,,19,,0,,,,,,,,,,,,,
2000/11/3,2000,11,3,,8.1,,-7,,0.6,,17.4,,0,,,,,,,,,,,,,
2000/11/4,2000,11,4,,14.6,,-2.5,,6.1,,11.9,,0,,,,,,,,,,,,,
2000/11/5,2000,11,5,,1.3,,-10.8,,-4.8,,22.8,,0,,,,,,,,,,,,,
2000/11/6,2000,11,6,,-8.4,,-13.5,,-11,,29,,0,,,,,,,,,,,,,
2000/11/7,2000,11,7,,-8.6,,-17.9,,-13.3,,31.3,,0,,,,,,,,,,,,,
2000/11/8,2000,11,8,,-4.3,,-13.9,,-9.1,,27.1,,0,,,,,,,,,,,,,
2000/11/9,2000,11,9,,-7.3,,-13.9,,-10.6,,28.6,,0,,,,,,,,,,,,,
2000/11/10,2000,11,10,,-8.6,,-14.5,,-11.6,,29.6,,0,,,,,,,,,,,,,
2000/11/11,2000,11,11,,-9.4,,-17.4,,-13.4,,31.4,,0,,,,,,,,,,,,,
2000/11/12,2000,11,12,,-9.2,,-20.1,,-14.7,,32.7,,0,,,,,,,,,,,,,
2000/11/13,2000,11,13,,-1.1,,-14.4,,-7.8,,25.8,,0,,,,,,,,,,,,,
2000/11/14,2000,11,14,,1.8,,-11.4,,-4.8,,22.8,,0,,,,,,,,,,,,,
2000/11/15,2000,11,15,,-5.2,,-13.7,,-9.5,,27.5,,0,,,,,,,,,,,,,
2000/11/16,2000,11,16,,-4.5,,-14.4,,-9.5,,27.5,,0,,,,,,,,,,,,,
2000/11/17,2000,11,17,,-4.7,,-9.1,,-6.9,,24.9,,0,,,,,,,,,,,,,
2000/11/18,2000,11,18,,0,,-6.4,,-3.2,,21.2,,0,,,,,,,,,,,,,
2000/11/19,2000,11,19,,-5.1,,-14,,-9.6,,27.6,,0,,,,,,,,,,,,,
2000/11/20,2000,11,20,,-3.9,,-14.3,,-9.1,,27.1,,0,,,,,,,,,,,,,
2000/11/21,2000,11,21,,2.4,,-9.5,,-3.6,,21.6,,0,,,,,,,,,,,,,
2000/11/22,2000,11,22,,5.7,,-7.2,,-0.8,,18.8,,0,,,,,,,,,,,,,
2000/11/23,2000,11,23,,4.2,,-6,,-0.9,,18.9,,0,,,,,,,,,,,,,
2000/11/24,2000,11,24,,1.8,,-7.1,,-2.7,,20.7,,0,,,,,,,,,,,,,
2000/11/25,2000,11,25,,2.7,,-9.5,,-3.4,,21.4,,0,,,,,,,,,,,,,
2000/11/26,2000,11,26,,3.1,,-7.8,,-2.4,,20.4,,0,,,,,,,,,,,,,
2000/11/27,2000,11,27,,3.6,,-7.9,,-2.2,,20.2,,0,,,,,,,,,,,,,
2000/11/28,2000,11,28,,-0.8,,-11.1,,-6,,24,,0,,,,,,,,,,,,,
2000/11/29,2000,11,29,,-1.8,,-9.6,,-5.7,,23.7,,0,,,,,,,,,,,,,
2000/11/30,2000,11,30,,-5.7,,-7.4,,-6.6,,24.6,,0,,,,,,,,,,,,,
2000/12/1,2000,12,1,,-6.6,,-8,,-7.3,,25.3,,0,,,,,,,,,,,,,
2000/12/2,2000,12,2,,-3.6,,-11.6,,-7.6,,25.6,,0,,,,,,,,,,,,,
2000/12/3,2000,12,3,,0,,-7.4,,-3.7,,21.7,,0,,,,,,,,,,,,,
2000/12/4,2000,12,4,,-2.7,,-9.4,,-6.1,,24.1,,0,,,,,,,,,,,,,
2000/12/5,2000,12,5,,-5.8,,-11.5,,-8.7,,26.7,,0,,,,,,,,,,,,,
2000/12/6,2000,12,6,,5.4,,-5.8,,-0.2,,18.2,,0,,,,,,,,,,,,,
2000/12/7,2000,12,7,,2.7,,-7.7,,-2.5,,20.5,,0,,,,,,,,,,,,,
2000/12/8,2000,12,8,,1.1,,-13,,-6,,24,,0,,,,,,,,,,,,,
2000/12/9,2000,12,9,,-13,,-27.7,,-20.4,,38.4,,0,,,,,,,,,,,,,
2000/12/10,2000,12,10,,-22.8,,-30.7,,-26.8,,44.8,,0,,,,,,,,,,,,,
2000/12/11,2000,12,11,,-22.8,,-29,,-25.9,,43.9,,0,,,,,,,,,,,,,
2000/12/12,2000,12,12,,-21.9,,-30,,-26,,44,,0,,,,,,,,,,,,,
2000/12/13,2000,12,13,,-19.9,,-25.8,,-22.9,,40.9,,0,,,,,,,,,,,,,
2000/12/14,2000,12,14,,-19.8,,-25.3,,-22.6,,40.6,,0,,,,,,,,,,,,,
2000/12/15,2000,12,15,,-17.2,,-28.2,,-22.7,,40.7,,0,,,,,,,,,,,,,
2000/12/16,2000,12,16,,-19.5,,-32,,-25.8,,43.8,,0,,,,,,,,,,,,,
2000/12/17,2000,12,17,,-5.7,,-19.6,,-12.7,,30.7,,0,,,,,,,,,,,,,
2000/12/18,2000,12,18,,-9.5,,-15.4,,-12.5,,30.5,,0,,,,,,,,,,,,,
2000/12/19,2000,12,19,,-3.3,,-10.3,,-6.8,,24.8,,0,,,,,,,,,,,,,
2000/12/20,2000,12,20,,-7.1,,-27.7,,-17.4,,35.4,,0,,,,,,,,,,,,,
2000/12/21,2000,12,21,,-15.3,,-25.5,,-20.4,,38.4,,0,,,,,,,,,,,,,
2000/12/22,2000,12,22,,-11,,-20.7,,-15.9,,33.9,,0,,,,,,,,,,,,,
2000/12/23,2000,12,23,,-20.1,,-23.4,,-21.8,,39.8,,0,,,,,,,,,,,,,
2000/12/24,2000,12,24,,-12.4,,-24.3,,-18.4,,36.4,,0,,,,,,,,,,,,,
2000/12/25,2000,12,25,,-5.7,,-16.4,,-11.1,,29.1,,0,,,,,,,,,,,,,
2000/12/26,2000,12,26,,1.1,,-10.8,,-4.9,,22.9,,0,,,,,,,,,,,,,
2000/12/27,2000,12,27,,2,,-4,,-1,,19,,0,,,,,,,,,,,,,
2000/12/28,2000,12,28,,-3.1,,-8.1,,-5.6,,23.6,,0,,,,,,,,,,,,,
2000/12/29,2000,12,29,,-7.1,,-13.2,,-10.2,,28.2,,0,,,,,,,,,,,,,
2000/12/30,2000,12,30,,-8.9,,-15,,-12,,30,,0,,,,,,,,,,,,,
2000/12/31,2000,12,31,,-7.9,,-14.1,,-11,,29,,0,,,,,,,,,,,,,
