Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2010/4/25,2010,4,25,,2.9,,-3.5,,-0.3,,18.3,,0,,,M,,M,0.5,,1,,34,,54,
2010/4/26,2010,4,26,,9,,-5.9,,1.6,,16.4,,0,,,M,,M,0,,1,,,,<31,
2010/4/27,2010,4,27,,16.6,,-2.5,,7.1,,10.9,,0,,,M,,M,0,,1,,14,,63,
2010/4/28,2010,4,28,,13.5,,1.4,,7.5,,10.5,,0,,,M,,M,3.9,,1,,12,,50,
2010/4/29,2010,4,29,,5.7,,1.4,,3.6,,14.4,,0,,,M,,M,12.6,,1,,34,,72,
2010/4/30,2010,4,30,,2.6,,-0.3,,1.2,,16.8,,0,,,M,,M,7.9,,1,,33,,72,
2010/5/1,2010,5,1,,5.1,,0.6,,2.9,,15.1,,0,,,M,,M,4.6,,1,,33,,70,
2010/5/2,2010,5,2,,7.7,,-0.4,,3.7,,14.3,,0,,,M,,M,0.4,,2,,1,,35,
2010/5/3,2010,5,3,,16.7,,-1.3,,7.7,,10.3,,0,,,M,,M,0.6,,2,,21,,69,
2010/5/4,2010,5,4,,2.8,,-1.7,,0.6,,17.4,,0,,,M,,M,4.8,,1,,35,,76,
2010/5/5,2010,5,5,,-0.5,,-2.4,,-1.5,,19.5,,0,,,M,,M,5.2,,3,,35,,43,
2010/5/6,2010,5,6,,1.3,,-2.8,,-0.8,,18.8,,0,,,M,,M,1.9,,3,,1,,41,
2010/5/7,2010,5,7,,5.1,,-3,,1.1,,16.9,,0,,,M,,M,0.3,,2,,33,,35,
2010/5/8,2010,5,8,,9.9,,-3,,3.5,,14.5,,0,,,M,,M,0,,1,,14,,46,
2010/5/9,2010,5,9,,8.3,,-0.1,,4.1,,13.9,,0,,,M,,M,1.1,,2,,29,,46,
2010/5/10,2010,5,10,,8.5,,-1.5,,3.5,,14.5,,0,,,M,,M,0,,2,,33,,41,
2010/5/11,2010,5,11,,11.2,,-1.5,,4.9,,13.1,,0,,,M,,M,0,,2,,7,,35,
2010/5/12,2010,5,12,,14.8,,-1.2,,6.8,,11.2,,0,,,M,,M,0,,2,,4,,33,
2010/5/13,2010,5,13,,16.4,,2.8,,9.6,,8.4,,0,,,M,,M,0,,2,,26,,33,
2010/5/14,2010,5,14,,20.5,,3.9,,12.2,,5.8,,0,,,M,,M,0,,1,,,,<31,
2010/5/15,2010,5,15,,22.5,,7.4,,15,,3,,0,,,M,,M,0,,2,,23,,52,
2010/5/16,2010,5,16,,23.4,,5.3,,14.4,,3.6,,0,,,M,,M,0,,2,,17,,43,
2010/5/17,2010,5,17,,26.3,,9.7,,18,,0,,0,,,M,,M,0,,,,15,,41,
2010/5/18,2010,5,18,,26.6,,9.5,,18.1,,0,,0.1,,,M,,M,0,,,,12,,37,
2010/5/19,2010,5,19,,23.5,,10.3,,16.9,,1.1,,0,,,M,,M,0,,,,23,,56,
2010/5/20,2010,5,20,,19.1,,4.2,,11.7,,6.3,,0,,,M,,M,0.4,,,,28,,74,
2010/5/21,2010,5,21,,15.1,,0.7,,7.9,,10.1,,0,,,M,,M,0.4,,2,,24,,69,
2010/5/22,2010,5,22,,7.3,,0.4,,3.9,,14.1,,0,,,M,,M,21.9,,1,,33,,69,
2010/5/23,2010,5,23,,12.1,,0,,6.1,,11.9,,0,,,M,,M,2.9,,,,27,,69,
2010/5/24,2010,5,24,,10.9,,3.9,,7.4,,10.6,,0,,,M,,M,0,,,,4,,37,
2010/5/25,2010,5,25,,10.9,,2.9,,6.9,,11.1,,0,,,M,,M,4,,,,28,,59,
2010/5/26,2010,5,26,,16.8,,1.7,,9.3,,8.7,,0,,,M,,M,0.2,,,,8,,46,
2010/5/27,2010,5,27,,9.1,,4.8,,7,,11,,0,,,M,,M,7.7,,,,5,,65,
2010/5/28,2010,5,28,,8.6,,4.6,,6.6,,11.4,,0,,,M,,M,21.3,,,,5,,44,
2010/5/29,2010,5,29,,4.7,,1.3,,3,,15,,0,,,M,,M,6.7,,1,,30,,43,
2010/5/30,2010,5,30,,9.8,,0.3,,5.1,,12.9,,0,,,M,,M,0,,2,,26,,41,
2010/5/31,2010,5,31,,10.5,,2.1,,6.3,,11.7,,0,,,M,,M,0,,2,,32,,44,
2010/6/1,2010,6,1,,12.6,,-0.5,,6.1,,11.9,,0,,,M,,M,0,,2,,,,<31,
2010/6/2,2010,6,2,,19,,6,,12.5,,5.5,,0,,,M,,M,0,,,,22,,43,
2010/6/3,2010,6,3,,19.7,,8.1,,13.9,,4.1,,0,,,M,,M,2.8,,,,28,,78,
2010/6/4,2010,6,4,,18,,3.5,,10.8,,7.2,,0,,,M,,M,0.6,,,,27,,54,
2010/6/5,2010,6,5,,17.1,,7,,12.1,,5.9,,0,,,M,,M,0.6,,2,,29,,61,
2010/6/6,2010,6,6,,19.8,,5.8,,12.8,,5.2,,0,,,M,,M,0,,,,19,,33,
2010/6/7,2010,6,7,,21.1,,9.8,,15.5,,2.5,,0,,,M,,M,0,,,,30,,56,
2010/6/8,2010,6,8,,13,,6.6,,9.8,,8.2,,0,,,M,,M,1,,,,29,,50,
2010/6/9,2010,6,9,,,M,5,E,,M,,M,,M,,M,,M,2.8,,1,,,,<31,
2010/6/10,2010,6,10,,18,E,6.3,E,12.2,E,5.8,E,0,E,,M,,M,1.1,E,,,27,E,46,E
2010/6/11,2010,6,11,,11.4,,6.2,,8.8,,9.2,,0,,,M,,M,0.7,,,,35,,46,
2010/6/12,2010,6,12,,15.6,,3.2,,9.4,,8.6,,0,,,M,,M,0,,,,33,,32,
2010/6/13,2010,6,13,,20.9,,4.9,,12.9,,5.1,,0,,,M,,M,0,,,,18,,39,
2010/6/14,2010,6,14,,24.4,,7.2,,15.8,,2.2,,0,,,M,,M,0,,,,18,,41,
2010/6/15,2010,6,15,,16.6,,10,,13.3,,4.7,,0,,,M,,M,15.7,,,,35,,48,
2010/6/16,2010,6,16,,18.3,,11.1,,14.7,,3.3,,0,,,M,,M,0,,,,6,,48,
2010/6/17,2010,6,17,,15.1,,9,,12.1,,5.9,,0,,,M,,M,16.5,,,,31,,67,
2010/6/18,2010,6,18,,11.3,,8.5,,9.9,,8.1,,0,,,M,,M,20.3,,,,32,,69,
2010/6/19,2010,6,19,,18.8,,5.1,,12,,6,,0,,,M,,M,0,,,,,,<31,
2010/6/20,2010,6,20,,19.9,,8.9,,14.4,,3.6,,0,,,M,,M,0,,,,33,,32,
2010/6/21,2010,6,21,,19.8,,9.8,,14.8,,3.2,,0,,,M,,M,2.1,,,,24,,56,
2010/6/22,2010,6,22,,19.7,,9.6,,14.7,,3.3,,0,,,M,,M,0,,,,32,,33,
2010/6/23,2010,6,23,,22.6,,10.4,,16.5,,1.5,,0,,,M,,M,0,,,,23,,32,
2010/6/24,2010,6,24,,25,,13.7,,19.4,,0,,1.4,,,M,,M,0,,,,24,,43,
2010/6/25,2010,6,25,,24.3,,10.8,,17.6,,0.4,,0,,,M,,M,0,,,,27,,43,
2010/6/26,2010,6,26,,22.1,,10.7,,16.4,,1.6,,0,,,M,,M,0.5,,,,35,,43,
2010/6/27,2010,6,27,,22.9,,9.1,,16,,2,,0,,,M,,M,0,,,,,,<31,
2010/6/28,2010,6,28,,26,,12.5,,19.3,,0,,1.3,,,M,,M,0,,,,27,,33,
2010/6/29,2010,6,29,,29.5,,15.7,,22.6,,0,,4.6,,,M,,M,0,,,,27,,93,
2010/6/30,2010,6,30,,24.4,,14.6,,19.5,,0,,1.5,,,M,,M,0,,,,12,,44,
2010/7/1,2010,7,1,,24.6,,10.3,,17.5,,0.5,,0,,,M,,M,0,,,,14,,54,
2010/7/2,2010,7,2,,22.9,,10.1,,16.5,,1.5,,0,,,M,,M,0.3,,,,4,,95,
2010/7/3,2010,7,3,,18.3,,7.8,,13.1,,4.9,,0,,,M,,M,3,,,,27,,52,
2010/7/4,2010,7,4,,21.1,,6.4,,13.8,,4.2,,0,,,M,,M,0,,,,27,,56,
2010/7/5,2010,7,5,,17.4,,8.4,,12.9,,5.1,,0,,,M,,M,1.7,,,,6,,63,
2010/7/6,2010,7,6,,18.2,,8.3,,13.3,,4.7,,0,,,M,,M,0.3,,,,13,,43,
2010/7/7,2010,7,7,,21.7,,7.5,,14.6,,3.4,,0,,,M,,M,0,,,,31,,44,
2010/7/8,2010,7,8,,24.6,,8.3,,16.5,,1.5,,0,,,M,,M,0,,,,28,,35,
2010/7/9,2010,7,9,,27.6,,11.3,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2010/7/10,2010,7,10,,21.9,,12.6,,17.3,,0.7,,0,,,M,,M,0.2,,,,13,,48,
2010/7/11,2010,7,11,,20.5,,12.5,,16.5,,1.5,,0,,,M,,M,0.5,,,,,,<31,
2010/7/12,2010,7,12,,27,,8.9,,18,,0,,0,,,M,,M,0.2,,,,13,,63,
2010/7/13,2010,7,13,,18.1,,5.4,,11.8,,6.2,,0,,,M,,M,0.4,,,,29,,76,
2010/7/14,2010,7,14,,19.8,,7.6,,13.7,,4.3,,0,,,M,,M,2,,,,11,,57,
2010/7/15,2010,7,15,,24.8,,8.3,,16.6,,1.4,,0,,,M,,M,0,,,,24,,43,
2010/7/16,2010,7,16,,28.6,,11.3,,20,,0,,2,,,M,,M,0,,,,13,,50,
2010/7/17,2010,7,17,,21.9,,9.7,,15.8,,2.2,,0,,,M,,M,0,,,,13,,54,
2010/7/18,2010,7,18,,17.7,,10.2,,14,,4,,0,,,M,,M,7.7,,,,3,,33,
2010/7/19,2010,7,19,,19.5,,9.6,,14.6,,3.4,,0,,,M,,M,0.4,,,,21,,39,
2010/7/20,2010,7,20,,18.2,,8.9,,13.6,,4.4,,0,,,M,,M,0,,,,11,,37,
2010/7/21,2010,7,21,,21,,7.9,,14.5,,3.5,,0,,,M,,M,12.4,,,,3,,46,
2010/7/22,2010,7,22,,24,,10.9,,17.5,,0.5,,0,,,M,,M,12.9,,,,30,,50,
2010/7/23,2010,7,23,,20,,11.6,,15.8,,2.2,,0,,,M,,M,2.4,,,,33,,43,
2010/7/24,2010,7,24,,24.1,,10.3,,17.2,,0.8,,0,,,M,,M,0,,,,,,<31,
2010/7/25,2010,7,25,,27.8,,11.3,,19.6,,0,,1.6,,,M,,M,0,,,,27,,33,
2010/7/26,2010,7,26,,27.4,,14.9,,21.2,,0,,3.2,,,M,,M,0,,,,13,,39,
2010/7/27,2010,7,27,,20.9,,12.4,,16.7,,1.3,,0,,,M,,M,0,,,,13,,46,
2010/7/28,2010,7,28,,27.3,,12.1,,19.7,,0,,1.7,,,M,,M,0,,,,13,,43,
2010/7/29,2010,7,29,,26.1,,12.6,,19.4,,0,,1.4,,,M,,M,0,,,,36,,43,
2010/7/30,2010,7,30,,27.8,,13,,20.4,,0,,2.4,,,M,,M,0,,,,,,<31,
2010/7/31,2010,7,31,,28.4,,16.5,,22.5,,0,,4.5,,,M,,M,0.3,,,,14,,43,
