Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2017/2/22,2017,2,22,,-0.6,,-5.7,,-3.2,,21.2,,0,,,M,,M,0.2,,30,,1,,33,
2017/2/23,2017,2,23,,-4.9,,-10.7,,-7.8,,25.8,,0,,,M,,M,0.5,,30,,4,,39,
2017/2/24,2017,2,24,,-2.4,,-9.9,,-6.2,,24.2,,0,,,M,,M,0.2,,30,,,,<31,
2017/2/25,2017,2,25,,-5.9,,-13.4,,-9.7,,27.7,,0,,,M,,M,0.4,,29,,,,<31,
2017/2/26,2017,2,26,,-7.2,,-15.2,,-11.2,,29.2,,0,,,M,,M,0.5,,30,,32,,39,
2017/2/27,2017,2,27,,-8.6,,-20.1,,-14.4,,32.4,,0,,,M,,M,0,,29,,,,<31,
2017/2/28,2017,2,28,,-7.2,,-17.1,,-12.2,,30.2,,0,,,M,,M,0.7,,30,,,,<31,
2017/3/1,2017,3,1,,-2.2,,-18.1,,-10.2,,28.2,,0,,,M,,M,0,,30,,32,,46,
2017/3/2,2017,3,2,,-1.7,,-15.8,,-8.8,,26.8,,0,,,M,,M,0,,29,,,,<31,
2017/3/3,2017,3,3,,4,,-8.1,,-2.1,,20.1,,0,,,M,,M,0,,29,,24,,39,
2017/3/4,2017,3,4,,5.6,,-1.4,,2.1,,15.9,,0,,,M,,M,0,,30,,6,,32,
2017/3/5,2017,3,5,,-1,,-12,,-6.5,,24.5,,0,,,M,,M,2.4,,27,,7,,41,
2017/3/6,2017,3,6,,-8,,-13.2,,-10.6,,28.6,,0,,,M,,M,0,,28,,31,,59,
2017/3/7,2017,3,7,,-10.2,,-15.5,,-12.9,,30.9,,0,,,M,,M,0,,27,,32,,72,
2017/3/8,2017,3,8,,-9.6,,-15.5,,-12.6,,30.6,,0,,,M,,M,1.1,,28,,4,,43,
2017/3/9,2017,3,9,,-13.9,,-20.7,,-17.3,,35.3,,0,,,M,,M,0,,27,,11,,35,
2017/3/10,2017,3,10,,-15.9,,-17.5,,-16.7,,34.7,,0,,,M,,M,2.6,,30,,11,,50,
2017/3/11,2017,3,11,,-13.7,,-22.2,,-18,,36,,0,,,M,,M,0,,27,,12,,41,
2017/3/12,2017,3,12,,-13.6,,-20.8,,-17.2,,35.2,,0,,,M,,M,2.7,,34,,11,,39,
2017/3/13,2017,3,13,,-8.3,,-19.8,,-14.1,,32.1,,0,,,M,,M,0,,34,,,,<31,
2017/3/14,2017,3,14,,1.9,,-10.5,,-4.3,,22.3,,0,,,M,,M,0,,34,,,,<31,
2017/3/15,2017,3,15,,6.8,,-2.1,,2.4,,15.6,,0,,,M,,M,0,,33,,,,<31,
2017/3/16,2017,3,16,,5.6,,-1.3,,2.2,,15.8,,0,,,M,,M,0,,30,,27,,48,
2017/3/17,2017,3,17,,2.2,,-2.2,,0,,18,,0,,,M,,M,0,,27,,15,,52,
2017/3/18,2017,3,18,,15,,-1.1,,7,,11,,0,,,M,,M,0,,26,,14,,46,
2017/3/19,2017,3,19,,6.6,,-2.3,,2.2,,15.8,,0,,,M,,M,0,,20,,25,,54,
2017/3/20,2017,3,20,,0.8,,-7.2,,-3.2,,21.2,,0,,,M,,M,0,,19,,35,,46,
2017/3/21,2017,3,21,,0.8,,-7.5,,-3.4,,21.4,,0,,,M,,M,0.5,,19,,14,,57,
2017/3/22,2017,3,22,,12.8,,-1.7,,5.6,,12.4,,0,,,M,,M,0.3,,18,,24,,50,
2017/3/23,2017,3,23,,12.2,,-1,,5.6,,12.4,,0,,,M,,M,0,,9,,25,,43,
2017/3/24,2017,3,24,,13.6,,-3.2,,5.2,,12.8,,0,,,M,,M,0,,3,,27,,43,
2017/3/25,2017,3,25,,11.4,,-1,,5.2,,12.8,,0,,,M,,M,0,,0,T,28,,52,
2017/3/26,2017,3,26,,9.8,,-2.5,,3.7,,14.3,,0,,,M,,M,0,,0,T,24,,37,
2017/3/27,2017,3,27,,11,,0.1,,5.6,,12.4,,0,,,M,,M,0,,0,T,,,<31,
2017/3/28,2017,3,28,,12.4,,-1.1,,5.7,,12.3,,0,,,M,,M,0,,0,T,24,,46,
2017/3/29,2017,3,29,,11.8,,-2.3,,4.8,,13.2,,0,,,M,,M,0,,0,T,24,,39,
2017/3/30,2017,3,30,,15.6,,-0.9,,7.4,,10.6,,0,,,M,,M,0,,0,T,3,,43,
2017/3/31,2017,3,31,,12,,-0.6,,5.7,,12.3,,0,,,M,,M,0,,0,T,3,,43,
2017/4/1,2017,4,1,,15.5,,-1,,7.3,,10.7,,0,,,M,,M,0.5,,0,T,28,,61,
2017/4/2,2017,4,2,,12.1,,-1.5,,5.3,,12.7,,0,,,M,,M,1.1,,0,T,29,,61,
2017/4/3,2017,4,3,,4.4,,-0.5,,2,,16,,0,,,M,,M,5,,0,T,34,,43,
2017/4/4,2017,4,4,,9.3,,-4.6,,2.4,,15.6,,0,,,M,,M,0,,0,T,24,,35,
2017/4/5,2017,4,5,,13.3,,-4.3,,4.5,,13.5,,0,,,M,,M,0,,0,T,16,,35,
2017/4/6,2017,4,6,,19.4,,0.3,,9.9,,8.1,,0,,,M,,M,0,,0,T,20,,44,
2017/4/7,2017,4,7,,20.6,,2.6,,11.6,,6.4,,0,,,M,,M,1.1,,0,T,23,,80,
2017/4/8,2017,4,8,,14.7,,-1.5,,6.6,,11.4,,0,,,M,,M,0.2,,0,T,27,,61,
2017/4/9,2017,4,9,,3.8,,-2,,0.9,,17.1,,0,,,M,,M,0,,0,T,4,,43,
2017/4/10,2017,4,10,,11,,-2,,4.5,,13.5,,0,,,M,,M,0.4,,0,T,24,,43,
2017/4/11,2017,4,11,,9.7,,-4.8,,2.5,,15.5,,0,,,M,,M,0,,0,T,26,,54,
2017/4/12,2017,4,12,,13.1,,-1.7,,5.7,,12.3,,0,,,M,,M,0.2,,0,T,16,,44,
2017/4/13,2017,4,13,,21.9,,3.4,,12.7,,5.3,,0,,,M,,M,2.9,,0,T,13,,63,
2017/4/14,2017,4,14,,9.6,,-0.2,,4.7,,13.3,,0,,,M,,M,7.7,,0,T,29,,67,
2017/4/15,2017,4,15,,9.5,,-2.7,,3.4,,14.6,,0,,,M,,M,0.5,,0,T,29,,65,
2017/4/16,2017,4,16,,-2.6,,-8.7,,-5.7,,23.7,,0,,,M,,M,0.8,,0,T,29,,43,
2017/4/17,2017,4,17,,3.6,,-8.5,,-2.5,,20.5,,0,,,M,,M,1.5,,0,T,12,,44,
2017/4/18,2017,4,18,,15.2,,-3.3,,6,,12,,0,,,M,,M,0,,0,T,23,,41,
2017/4/19,2017,4,19,,10.8,,-1.2,,4.8,,13.2,,0,,,M,,M,0,,,,29,,52,
2017/4/20,2017,4,20,,17.4,,-2.7,,7.4,,10.6,,0,,,M,,M,0,,,,16,,52,
2017/4/21,2017,4,21,,15.4,,2.4,,8.9,,9.1,,0,,,M,,M,0,,,,1,,56,
2017/4/22,2017,4,22,,8.9,,2.1,,5.5,,12.5,,0,,,M,,M,0,,,,4,,46,
2017/4/23,2017,4,23,,2.8,,0.1,,1.5,,16.5,,0,,,M,,M,8.6,,0,T,9,,43,
2017/4/24,2017,4,24,,3.9,,-2.4,,0.8,,17.2,,0,,,M,,M,0.2,,0,T,10,,35,
2017/4/25,2017,4,25,,1.1,,-4.1,,-1.5,,19.5,,0,,,M,,M,0.2,,0,T,14,,39,
2017/4/26,2017,4,26,,8.9,,-1.3,,3.8,,14.2,,0,,,M,,M,0,,0,T,17,,39,
2017/4/27,2017,4,27,,5.3,,-1.7,,1.8,,16.2,,0,,,M,,M,1.7,,0,T,17,,37,
2017/4/28,2017,4,28,,7.2,,-2.3,,2.5,,15.5,,0,,,M,,M,0.8,,0,T,33,,32,
2017/4/29,2017,4,29,,12.7,,-4.5,,4.1,,13.9,,0,,,M,,M,2.1,,0,T,26,,57,
2017/4/30,2017,4,30,,14.9,,1.2,,8.1,,9.9,,0,,,M,,M,0,,,,2,,50,
2017/5/1,2017,5,1,,10.8,,-0.2,,5.3,,12.7,,0,,,M,,M,0.8,,,,30,,59,
2017/5/2,2017,5,2,,10.3,,-0.2,,5.1,,12.9,,0,,,M,,M,2.9,,,,33,,46,
2017/5/3,2017,5,3,,16.5,,-1.5,,7.5,,10.5,,0,,,M,,M,0,,,,22,,44,
2017/5/4,2017,5,4,,24.6,,3.7,,14.2,,3.8,,0,,,M,,M,0,,,,27,,50,
2017/5/5,2017,5,5,,29.8,,10.6,,20.2,,0,,2.2,,,M,,M,0.5,,,,17,,52,
2017/5/6,2017,5,6,,26.6,,12,,19.3,,0,,1.3,,,M,,M,0.6,,,,24,,65,
2017/5/7,2017,5,7,,14.6,,4,,9.3,,8.7,,0,,,M,,M,2.5,,,,34,,50,
2017/5/8,2017,5,8,,15.7,,1.2,,8.5,,9.5,,0,,,M,,M,0,,,,31,,48,
2017/5/9,2017,5,9,,19.1,,4.4,,11.8,,6.2,,0,,,M,,M,0,,,,30,,41,
2017/5/10,2017,5,10,,20.1,,4.3,,12.2,,5.8,,0,,,M,,M,0,,,,13,,37,
2017/5/11,2017,5,11,,25,,7.7,,16.4,,1.6,,0,,,M,,M,0,,,,23,,35,
2017/5/12,2017,5,12,,27.8,,9.3,,18.6,,0,,0.6,,,M,,M,1.2,,,,33,,52,
2017/5/13,2017,5,13,,16.6,,5.3,,11,,7,,0,,,M,,M,0.8,,,,27,,50,
2017/5/14,2017,5,14,,13.7,,1.1,,7.4,,10.6,,0,,,M,,M,0.2,,,,27,,59,
2017/5/15,2017,5,15,,15.3,,-2.8,,6.3,,11.7,,0,,,M,,M,0,,,,21,,43,
2017/5/16,2017,5,16,,15.8,,2.6,,9.2,,8.8,,0,,,M,,M,0,,,,6,,46,
2017/5/17,2017,5,17,,10.9,,0.9,,5.9,,12.1,,0,,,M,,M,0,,,,4,,57,
2017/5/18,2017,5,18,,14.2,,-0.6,,6.8,,11.2,,0,,,M,,M,0,,,,15,,32,
2017/5/19,2017,5,19,,16.7,,0.9,,8.8,,9.2,,0,,,M,,M,0,,,,18,,39,
2017/5/20,2017,5,20,,18.3,,3.7,,11,,7,,0,,,M,,M,11.2,,,,33,,52,
2017/5/21,2017,5,21,,20,,4.1,,12.1,,5.9,,0,,,M,,M,0,,,,1,,57,
2017/5/22,2017,5,22,,18.5,,4.4,,11.5,,6.5,,0,,,M,,M,0,,,,35,,37,
2017/5/23,2017,5,23,,23.5,,7,,15.3,,2.7,,0,,,M,,M,0,,,,19,,46,
2017/5/24,2017,5,24,,19.9,,4.1,,12,,6,,0,,,M,,M,0.9,,,,25,,91,
2017/5/25,2017,5,25,,9,,4.3,,6.7,,11.3,,0,,,M,,M,2.1,,,,33,,80,
2017/5/26,2017,5,26,,16.4,,3.2,,9.8,,8.2,,0,,,M,,M,0,,,,32,,76,
2017/5/27,2017,5,27,,23.6,,5.5,,14.6,,3.4,,0,,,M,,M,0.3,,,,33,,76,
2017/5/28,2017,5,28,,19.7,,7.1,,13.4,,4.6,,0,,,M,,M,0.2,,,,35,,61,
2017/5/29,2017,5,29,,19.7,,1.6,,10.7,,7.3,,0,,,M,,M,0,,,,31,,33,
2017/5/30,2017,5,30,,22.3,,4.9,,13.6,,4.4,,0,,,M,,M,0,,,,19,,33,
2017/5/31,2017,5,31,,,M,7.4,E,,M,,M,,M,,M,,M,,M,,,17,,52,
2017/6/1,2017,6,1,,28.4,,12,,20.2,,0,,2.2,,,M,,M,6.7,,,,27,,59,
2017/6/2,2017,6,2,,22.8,,11.1,,17,,1,,0,,,M,,M,0,,,,29,,70,
2017/6/3,2017,6,3,,25.6,,5.4,,15.5,,2.5,,0,,,M,,M,0.2,,,,20,,32,
2017/6/4,2017,6,4,,31,,13.9,,22.5,,0,,4.5,,,M,,M,0,,,,24,,52,
2017/6/5,2017,6,5,,21.7,,6.7,,14.2,,3.8,,0,,,M,,M,1.3,,,,32,,82,
2017/6/6,2017,6,6,,21.2,,4.6,,12.9,,5.1,,0,,,M,,M,0,,,,9,,35,
2017/6/7,2017,6,7,,25.1,,8.2,,16.7,,1.3,,0,,,M,,M,0,,,,16,,44,
2017/6/8,2017,6,8,,29.2,,11.5,,20.4,,0,,2.4,,,M,,M,0,,,,12,,59,
2017/6/9,2017,6,9,,21.7,,10.4,,16.1,,1.9,,0,,,M,,M,6.1,,,,27,,59,
2017/6/10,2017,6,10,,20.1,,3,,11.6,,6.4,,0,,,M,,M,0,,,,25,,59,
2017/6/11,2017,6,11,,20.8,,3.8,,12.3,,5.7,,0,,,M,,M,0,,,,25,,44,
2017/6/12,2017,6,12,,24.7,,8.2,,16.5,,1.5,,0,,,M,,M,0,,,,13,,46,
2017/6/13,2017,6,13,,18.3,,11,,14.7,,3.3,,0,,,M,,M,2.6,,,,14,,89,
2017/6/14,2017,6,14,,13.3,,9.3,,11.3,,6.7,,0,,,M,,M,2.6,,,,29,,41,
2017/6/15,2017,6,15,,20.6,,5.7,,13.2,,4.8,,0,,,M,,M,0,,,,31,,50,
2017/6/16,2017,6,16,,21.8,,6.7,,14.3,,3.7,,0,,,M,,M,0.2,,,,30,,56,
2017/6/17,2017,6,17,,19.4,,8.9,,14.2,,3.8,,0,,,M,,M,0.3,,,,31,,59,
2017/6/18,2017,6,18,,21.9,,6.2,,14.1,,3.9,,0,,,M,,M,0,,,,25,,46,
2017/6/19,2017,6,19,,21.3,,5.9,,13.6,,4.4,,0,,,M,,M,0,,,,35,,39,
2017/6/20,2017,6,20,,27.5,,10.6,,19.1,,0,,1.1,,,M,,M,0,,,,26,,52,
2017/6/21,2017,6,21,,21.3,,7.1,,14.2,,3.8,,0,,,M,,M,0,,,,31,,91,
2017/6/22,2017,6,22,,12.6,,4.9,,8.8,,9.2,,0,,,M,,M,0.3,,,,31,,78,
2017/6/23,2017,6,23,,17.8,,0,,8.9,,9.1,,0,,,M,,M,0,,,,32,,56,
2017/6/24,2017,6,24,,20.3,,4.3,,12.3,,5.7,,0,,,M,,M,0,,,,34,,33,
2017/6/25,2017,6,25,,22.9,,6.6,,14.8,,3.2,,0,,,M,,M,0,,,,,,<31,
2017/6/26,2017,6,26,,29.6,,8.7,,19.2,,0,,1.2,,,M,,M,0,,,,16,,52,
2017/6/27,2017,6,27,,22.6,,10.7,,16.7,,1.3,,0,,,M,,M,0,,,,33,,52,
2017/6/28,2017,6,28,,24.1,,8.6,,16.4,,1.6,,0,,,M,,M,0,,,,34,,56,
2017/6/29,2017,6,29,,17.6,,6.6,,12.1,,5.9,,0,,,M,,M,0,,,,31,,52,
2017/6/30,2017,6,30,,24.6,,6.6,,15.6,,2.4,,0,,,M,,M,0,,,,32,,39,
2017/7/1,2017,7,1,,27.8,,12,,19.9,,0,,1.9,,,M,,M,0,,,,9,,39,
2017/7/2,2017,7,2,,27.3,,12.1,,19.7,,0,,1.7,,,M,,M,0,,,,12,,37,
2017/7/3,2017,7,3,,31.3,,14.2,,22.8,,0,,4.8,,,M,,M,0,,,,26,,43,
2017/7/4,2017,7,4,,27.8,,15,,21.4,,0,,3.4,,,M,,M,0,,,,3,,52,
2017/7/5,2017,7,5,,30.2,,11,,20.6,,0,,2.6,,,M,,M,0,,,,31,,39,
2017/7/6,2017,7,6,,29.9,,12.9,,21.4,,0,,3.4,,,M,,M,0,,,,14,,39,
2017/7/7,2017,7,7,,31,,14.6,,22.8,,0,,4.8,,,M,,M,0,,,,6,,32,
2017/7/8,2017,7,8,,33.6,,15.8,,24.7,,0,,6.7,,,M,,M,0,,,,29,,54,
2017/7/9,2017,7,9,,31.6,,12.7,,22.2,,0,,4.2,,,M,,M,0,,,,10,,39,
2017/7/10,2017,7,10,,29.7,,15,,22.4,,0,,4.4,,,M,,M,1.1,,,,33,,82,
2017/7/11,2017,7,11,,20.6,,11.2,,15.9,,2.1,,0,,,M,,M,21.3,,,,30,,63,
2017/7/12,2017,7,12,,21.8,,10.8,,16.3,,1.7,,0,,,M,,M,0.2,,,,12,,32,
2017/7/13,2017,7,13,,31.9,,12.3,,22.1,,0,,4.1,,,M,,M,0,,,,21,,37,
2017/7/14,2017,7,14,,26.9,,16.3,,21.6,,0,,3.6,,,M,,M,0,,,,3,,44,
2017/7/15,2017,7,15,,31.4,,12.9,,22.2,,0,,4.2,,,M,,M,1.9,,,,27,,56,
2017/7/16,2017,7,16,,30.1,,11.5,,20.8,,0,,2.8,,,M,,M,0.3,,,,27,,63,
2017/7/17,2017,7,17,,23.5,,5.2,,14.4,,3.6,,0,,,M,,M,0,,,,2,,50,
2017/7/18,2017,7,18,,26,,6.5,,16.3,,1.7,,0,,,M,,M,0,,,,16,,41,
2017/7/19,2017,7,19,,28.5,,12.5,,20.5,,0,,2.5,,,M,,M,0,,,,8,,32,
2017/7/20,2017,7,20,,31.2,,13,,22.1,,0,,4.1,,,M,,M,0,,,,26,,52,
2017/7/21,2017,7,21,,24.7,,12.2,,18.5,,0,,0.5,,,M,,M,0,,,,28,,57,
2017/7/22,2017,7,22,,25.6,,9.4,,17.5,,0.5,,0,,,M,,M,0,,,,29,,33,
2017/7/23,2017,7,23,,,M,12.1,E,,M,,M,,M,,M,,M,,M,,,27,,35,
2017/7/24,2017,7,24,,23.6,,11.4,,17.5,,0.5,,0,,,M,,M,0.3,,,,32,,78,
2017/7/25,2017,7,25,,23.8,,9.4,,16.6,,1.4,,0,,,M,,M,0,,,,33,,54,
2017/7/26,2017,7,26,,29.9,,11.6,,20.8,,0,,2.8,,,M,,M,0,,,,13,,35,
2017/7/27,2017,7,27,,31.5,,15.6,,23.6,,0,,5.6,,,M,,M,0,,,,15,,39,
2017/7/28,2017,7,28,,29.2,,13.8,,21.5,,0,,3.5,,,M,,M,0,,,,2,,32,
2017/7/29,2017,7,29,,32.1,,15.3,,23.7,,0,,5.7,,,M,,M,0,,,,8,,32,
2017/7/30,2017,7,30,,33.6,,15.6,,24.6,,0,,6.6,,,M,,M,0,,,,26,,46,
2017/7/31,2017,7,31,,28.4,,15.7,,22.1,,0,,4.1,,,M,,M,0,,,,5,,44,
2017/8/1,2017,8,1,,25.6,,12.9,,19.3,,0,,1.3,,,M,,M,0,,,,10,,44,
