Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2014/1/5,2014,1,5,,-23.1,,-33.1,,-28.1,,46.1,,0,,,M,,M,0.2,,5,,32,,67,
2014/1/6,2014,1,6,,-2.3,,-30.6,,-16.5,,34.5,,0,,,M,,M,0,,5,,33,,57,
2014/1/7,2014,1,7,,-4.5,,-13.8,,-9.2,,27.2,,0,,,M,,M,0.5,,5,,31,,44,
2014/1/8,2014,1,8,,-6.9,,-14.5,,-10.7,,28.7,,0,,,M,,M,0,,6,,,,<31,
2014/1/9,2014,1,9,,-2.5,,-10.7,,-6.6,,24.6,,0,,,M,,M,0,,5,,26,,43,
2014/1/10,2014,1,10,,-3.4,,-10.3,,-6.9,,24.9,,0,,,M,,M,0,,5,,27,,41,
2014/1/11,2014,1,11,,3.8,,-12,,-4.1,,22.1,,0,,,M,,M,0,,5,,23,,61,
2014/1/12,2014,1,12,,-2.4,,-11.2,,-6.8,,24.8,,0,,,M,,M,0,,5,,31,,63,
2014/1/13,2014,1,13,,3.2,,-11.1,,-4,,22,,0,,,M,,M,0.2,,5,,34,,74,
2014/1/14,2014,1,14,,-1.9,,-9.3,,-5.6,,23.6,,0,,,M,,M,0,,5,,30,,44,
2014/1/15,2014,1,15,,5.8,,-3.2,,1.3,,16.7,,0,,,M,,M,0,,5,,32,,87,
2014/1/16,2014,1,16,,-1,,-8.1,,-4.6,,22.6,,0,,,M,,M,0,,5,,31,,67,
2014/1/17,2014,1,17,,3.7,,-5.8,,-1.1,,19.1,,0,,,M,,M,0,,5,,33,,70,
2014/1/18,2014,1,18,,0.2,,-8,,-3.9,,21.9,,0,,,M,,M,0,,5,,30,,44,
2014/1/19,2014,1,19,,4.2,,-4.8,,-0.3,,18.3,,0,,,M,,M,0,,5,,30,,74,
2014/1/20,2014,1,20,,-1,,-10.7,,-5.9,,23.9,,0,,,M,,M,0,,5,,32,,85,
2014/1/21,2014,1,21,,-0.8,,-10.5,,-5.7,,23.7,,0,,,M,,M,0,,4,,33,,56,
2014/1/22,2014,1,22,,-6.9,,-19.2,,-13.1,,31.1,,0,,,M,,M,0,,4,,35,,50,
2014/1/23,2014,1,23,,2.4,,-16.4,,-7,,25,,0,,,M,,M,0.2,,4,,30,,56,
2014/1/24,2014,1,24,,4.6,,-0.3,,2.2,,15.8,,0,,,M,,M,0,,5,,31,,57,
2014/1/25,2014,1,25,,6.5,,-2.4,,2.1,,15.9,,0,,,M,,M,0,,4,,31,,74,
2014/1/26,2014,1,26,,1.5,,-20.9,,-9.7,,27.7,,0,,,M,,M,0.5,,2,,34,,98,
2014/1/27,2014,1,27,,-15.9,,-23.5,,-19.7,,37.7,,0,,,M,,M,0,,2,,,,<31,
2014/1/28,2014,1,28,,-5.6,,-22.7,,-14.2,,32.2,,0,,,M,,M,0,,2,,28,,33,
2014/1/29,2014,1,29,,-1.8,,-14.9,,-8.4,,26.4,,0,,,M,,M,1.5,,2,,31,,52,
2014/1/30,2014,1,30,,-14.9,,-23.8,,-19.4,,37.4,,0,,,M,,M,0.2,,2,,31,,57,
2014/1/31,2014,1,31,,-14.2,,-24.2,,-19.2,,37.2,,0,,,M,,M,0.2,,2,,30,,74,
2014/2/1,2014,2,1,,-12.8,,-20.3,,-16.6,,34.6,,0,,,M,,M,0,,2,,29,,35,
2014/2/2,2014,2,2,,-12.2,,-19.3,,-15.8,,33.8,,0,,,M,,M,0,,3,,32,,74,
2014/2/3,2014,2,3,,-13.9,,-23.3,,-18.6,,36.6,,0,,,M,,M,0,,3,,1,,37,
2014/2/4,2014,2,4,,-21.3,,-28,,-24.7,,42.7,,0,,,M,,M,0,,3,,,,<31,
2014/2/5,2014,2,5,,-21.7,E,-26.8,E,-24.3,E,42.3,E,0,E,,M,,M,0.2,E,3,,,M,,M
2014/2/6,2014,2,6,,-21.4,,-30.4,,-25.9,,43.9,,0,,,M,,M,,M,2,,,,<31,
2014/2/7,2014,2,7,,-14.6,,-27.2,,-20.9,,38.9,,0,,,M,,M,0,,2,,,,<31,
2014/2/8,2014,2,8,,-17.4,,-25.7,,-21.6,,39.6,,0,,,M,,M,0.2,,2,,1,,37,
2014/2/9,2014,2,9,,-17.8,,-27.8,,-22.8,,40.8,,0,,,M,,M,0,,3,,,,<31,
2014/2/10,2014,2,10,,-14.2,,-26.3,,-20.3,,38.3,,0,,,M,,M,0,,3,,,,<31,
2014/2/11,2014,2,11,,-6.7,,-20.3,,-13.5,,31.5,,0,,,M,,M,0,,3,,31,,44,
2014/2/12,2014,2,12,,0.2,,-21.6,E,-10.7,E,28.7,E,0,E,,M,,M,0,,3,,,M,,M
2014/2/13,2014,2,13,,-2.1,,-12.3,,-7.2,,25.2,,0,,,M,,M,,M,3,,,,<31,
2014/2/14,2014,2,14,,-0.2,,-11.5,,-5.9,,23.9,,0,,,M,,M,0,,3,,23,,43,
2014/2/15,2014,2,15,,0.9,,-9.6,,-4.4,,22.4,,0,,,M,,M,0,,3,,13,,41,
2014/2/16,2014,2,16,,2.3,,-7.9,,-2.8,,20.8,,0,,,M,,M,0.2,,3,,25,,70,
2014/2/17,2014,2,17,,3.5,,-10.5,,-3.5,,21.5,,0,,,M,,M,0,,4,,27,,56,
2014/2/18,2014,2,18,,1.3,,-10,,-4.4,,22.4,,0,,,M,,M,0,,4,,26,,46,
2014/2/19,2014,2,19,,0.7,,-12.2,,-5.8,,23.8,,0,,,M,,M,0,,4,,31,,83,
2014/2/20,2014,2,20,,-2.1,,-12.5,,-7.3,,25.3,,0,,,M,,M,0,,3,,33,,48,
2014/2/21,2014,2,21,,-5.7,,-13.7,,-9.7,,27.7,,0,,,M,,M,0,,3,,32,,54,
2014/2/22,2014,2,22,,-13.7,,-19.3,,-16.5,,34.5,,0,,,M,,M,0,,4,,30,,35,
2014/2/23,2014,2,23,,-17.7,,-23.7,,-20.7,,38.7,,0,,,M,,M,0,,4,,,,<31,
2014/2/24,2014,2,24,,-14.9,,-28,,-21.5,,39.5,,0,,,M,,M,0.2,,3,,28,,33,
2014/2/25,2014,2,25,,-12.9,,-24.2,,-18.6,,36.6,,0,,,M,,M,0,,3,,31,,35,
2014/2/26,2014,2,26,,-5.2,,-20.7,,-13,,31,,0,,,M,,M,0,,4,,27,,37,
2014/2/27,2014,2,27,,-3.8,,-19.5,,-11.7,,29.7,,0,,,M,,M,0,,4,,33,,104,
2014/2/28,2014,2,28,,-14.4,,-30.5,,-22.5,,40.5,,0,,,M,,M,0,,4,,33,,72,
2014/3/1,2014,3,1,,-25.9,,-38.1,,-32,,50,,0,,,M,,M,0,,4,,3,,32,
2014/3/2,2014,3,2,,-20,,-31.9,,-26,,44,,0,,,M,,M,0,,4,,13,,41,
2014/3/3,2014,3,3,,-13.7,,-20.4,,-17.1,,35.1,,0,,,M,,M,0.9,,4,,13,,33,
2014/3/4,2014,3,4,,-8.2,,-16.2,,-12.2,,30.2,,0,,,M,,M,0,,5,,,,<31,
2014/3/5,2014,3,5,,-8.2,,-16.8,,-12.5,,30.5,,0,,,M,,M,0.4,,4,,,,<31,
2014/3/6,2014,3,6,,-8.4,,-16.7,,-12.6,,30.6,,0,,,M,,M,1.7,,5,,32,,39,
2014/3/7,2014,3,7,,-9.1,,-17.8,,-13.5,,31.5,,0,,,M,,M,0,,8,,,,<31,
2014/3/8,2014,3,8,,3.6,,-13.2,,-4.8,,22.8,,0,,,M,,M,0,,8,,26,,46,
2014/3/9,2014,3,9,,5.8,,-1,,2.4,,15.6,,0,,,M,,M,0,,7,,25,,57,
2014/3/10,2014,3,10,,4.6,,-1.8,,1.4,,16.6,,0,,,M,,M,0,,2,,,,<31,
2014/3/11,2014,3,11,,4.1,,-5.5,,-0.7,,18.7,,0,,,M,,M,0,,2,,31,,35,
2014/3/12,2014,3,12,,8.1,,-3.6,,2.3,,15.7,,0,,,M,,M,0,,2,,26,,46,
2014/3/13,2014,3,13,,3.7,,-2,,0.9,,17.1,,0,,,M,,M,0,,1,,30,,59,
2014/3/14,2014,3,14,,7.7,,-5.3,,1.2,,16.8,,0,,,M,,M,0,,,,,,<31,
2014/3/15,2014,3,15,,7.3,,-3.6,,1.9,,16.1,,0,,,M,,M,0,,,,4,,35,
2014/3/16,2014,3,16,,10.5,,-1.1,,4.7,,13.3,,0,,,M,,M,0,,,,27,,56,
2014/3/17,2014,3,17,,6.6,,-1.5,,2.6,,15.4,,0,,,M,,M,0,,,,2,,48,
2014/3/18,2014,3,18,,4.1,,-5.3,,-0.6,,18.6,,0,,,M,,M,0.4,,,,26,,44,
2014/3/19,2014,3,19,,6.3,,-6.2,,0.1,,17.9,,0,,,M,,M,0,,,,24,,39,
2014/3/20,2014,3,20,,3.2,,-6.1,,-1.5,,19.5,,0,,,M,,M,0.5,,,,35,,50,
2014/3/21,2014,3,21,,-6.1,,-14.8,,-10.5,,28.5,,0,,,M,,M,0.3,,,,1,,50,
2014/3/22,2014,3,22,,-6.6,,-17.7,,-12.2,,30.2,,0,,,M,,M,0,,,,,,<31,
2014/3/23,2014,3,23,,-3.9,,-11.7,,-7.8,,25.8,,0,,,M,,M,0,,,,,,<31,
2014/3/24,2014,3,24,,-4.7,,-14.3,,-9.5,,27.5,,0,,,M,,M,0,,,,30,,48,
2014/3/25,2014,3,25,,0,,-13.9,,-7,,25,,0,,,M,,M,0,,,,13,,39,
2014/3/26,2014,3,26,,1.6,,-8.5,,-3.5,,21.5,,0,,,M,,M,0,,,,7,,35,
2014/3/27,2014,3,27,,-5.6,,-10.7,,-8.2,,26.2,,0,,,M,,M,1.1,,,,6,,33,
2014/3/28,2014,3,28,,-3.2,,-12.8,,-8,,26,,0,,,M,,M,0.2,,,,,,<31,
2014/3/29,2014,3,29,,10.3,,-6.1,,2.1,,15.9,,0,,,M,,M,0,,,,26,,54,
2014/3/30,2014,3,30,,-2,,-11.9,,-7,,25,,0,,,M,,M,0.2,,,,6,,39,
2014/3/31,2014,3,31,,-1.1,,-13.8,,-7.5,,25.5,,0,,,M,,M,0,,,,16,,33,
2014/4/1,2014,4,1,,2.7,,-8.2,,-2.8,,20.8,,0,,,M,,M,0,,,,,,<31,
2014/4/2,2014,4,2,,3.3,,-9.5,,-3.1,,21.1,,0,,,M,,M,0,,,,,,<31,
2014/4/3,2014,4,3,,6.1,,-7.2,,-0.6,,18.6,,0,,,M,,M,0.2,,,,33,,32,
2014/4/4,2014,4,4,,10.3,,-4.4,,3,,15,,0,,,M,,M,0,,,,27,,52,
2014/4/5,2014,4,5,,12,,-4.5,,3.8,,14.2,,0,,,M,,M,0,,,,28,,48,
2014/4/6,2014,4,6,,12.3,,-5.1,,3.6,,14.4,,0,,,M,,M,0,,,,30,,54,
2014/4/7,2014,4,7,,13.2,,-5.4,,3.9,,14.1,,0,,,M,,M,0,,,,28,,43,
2014/4/8,2014,4,8,,19.4,,0.5,,10,,8,,0,,,M,,M,0,,,,28,,65,
2014/4/9,2014,4,9,,10.2,,-5.3,,2.5,,15.5,,0,,,M,,M,0,,,,33,,59,
2014/4/10,2014,4,10,,12.7,,-4.5,,4.1,,13.9,,0,,,M,,M,0,,,,28,,56,
2014/4/11,2014,4,11,,11.3,,0.3,,5.8,,12.2,,0,,,M,,M,0,,,,27,,63,
2014/4/12,2014,4,12,,2.2,,-10,,-3.9,,21.9,,0,,,M,,M,0,,,,33,,56,
2014/4/13,2014,4,13,,3.6,,-13.4,,-4.9,,22.9,,0,,,M,,M,0,,,,34,,52,
2014/4/14,2014,4,14,,7.6,,-11.4,,-1.9,,19.9,,0,,,M,,M,0,,,,22,,33,
2014/4/15,2014,4,15,,12,,-4,,4,,14,,0,,,M,,M,0,,,,30,,54,
2014/4/16,2014,4,16,,2.3,,-8.2,,-3,,21,,0,,,M,,M,0,,,,14,,39,
2014/4/17,2014,4,17,,11.6,,-5.8,,2.9,,15.1,,0,,,M,,M,0,,,,15,,48,
2014/4/18,2014,4,18,,13.7,,0.6,,7.2,,10.8,,0,,,M,,M,2.2,,,,23,,61,
2014/4/19,2014,4,19,,13.4,,-1,,6.2,,11.8,,0,,,M,,M,0.3,,,,30,,61,
2014/4/20,2014,4,20,,13.9,,0,,7,,11,,0,,,M,,M,0,,,,28,,67,
2014/4/21,2014,4,21,,17,,-1.9,,7.6,,10.4,,0,,,M,,M,0,,,,24,,39,
2014/4/22,2014,4,22,,21.4,,4.1,,12.8,,5.2,,0,,,M,,M,0.6,,,,14,,67,
2014/4/23,2014,4,23,,13,,0.6,,6.8,,11.2,,0,,,M,,M,13.7,,,,27,,59,
2014/4/24,2014,4,24,,13.3,,-0.4,,6.5,,11.5,,0,,,M,,M,0,,,,24,,48,
2014/4/25,2014,4,25,,13.4,,-0.8,,6.3,,11.7,,0,,,M,,M,0,,,,5,,43,
2014/4/26,2014,4,26,,3.6,,-0.8,,1.4,,16.6,,0,,,M,,M,6.1,,,,5,,48,
2014/4/27,2014,4,27,,10.8,,-1.2,,4.8,,13.2,,0,,,M,,M,5.9,,,,31,,37,
2014/4/28,2014,4,28,,10,,-0.7,,4.7,,13.3,,0,,,M,,M,0,,,,31,,57,
2014/4/29,2014,4,29,,12.3,,-0.5,,5.9,,12.1,,0,,,M,,M,0,,,,1,,54,
2014/4/30,2014,4,30,,16,,-1.9,,7.1,,10.9,,0,,,M,,M,0,,,,34,,50,
2014/5/1,2014,5,1,,21.9,,0.4,,11.2,,6.8,,0,,,M,,M,0,,,,30,,50,
2014/5/2,2014,5,2,,9.7,,2.5,,6.1,,11.9,,0,,,M,,M,5.5,,,,33,,43,
2014/5/3,2014,5,3,,4.7,,-1.4,,1.7,,16.3,,0,,,M,,M,0.4,,,,32,,35,
2014/5/4,2014,5,4,,4,,-0.9,,1.6,,16.4,,0,,,M,,M,0.5,,,,12,,32,
2014/5/5,2014,5,5,,11.7,,0.9,,6.3,,11.7,,0,,,M,,M,6.7,,,,,,<31,
2014/5/6,2014,5,6,,4.4,,-3.2,,0.6,,17.4,,0,,,M,,M,0.2,,,,33,,52,
2014/5/7,2014,5,7,,6.6,,-8.3,,-0.9,,18.9,,0,,,M,,M,0,,,,,,<31,
2014/5/8,2014,5,8,,15.1,,-2.8,,6.2,,11.8,,0,,,M,,M,0,,,,22,,41,
2014/5/9,2014,5,9,,17,,1,,9,,9,,0,,,M,,M,0,,,,29,,39,
2014/5/10,2014,5,10,,8.7,,2.5,,5.6,,12.4,,0,,,M,,M,0,,,,3,,44,
2014/5/11,2014,5,11,,9.1,,-3.5,,2.8,,15.2,,0,,,M,,M,0,,,,31,,39,
2014/5/12,2014,5,12,,14.1,,-6,,4.1,,13.9,,0,,,M,,M,0,,,,31,,44,
2014/5/13,2014,5,13,,16.2,,-1.7,,7.3,,10.7,,0,,,M,,M,0,,,,33,,56,
2014/5/14,2014,5,14,,17.5,,-0.5,,8.5,,9.5,,0,,,M,,M,0,,,,27,,32,
2014/5/15,2014,5,15,,19.1,,6.6,,12.9,,5.1,,0,,,M,,M,0,,,,31,,56,
2014/5/16,2014,5,16,,11.5,,0.4,,6,,12,,0,,,M,,M,0,,,,31,,48,
2014/5/17,2014,5,17,,17.4,,-0.2,,8.6,,9.4,,0,,,M,,M,0,,,,14,,35,
2014/5/18,2014,5,18,,20.4,,5.7,,13.1,,4.9,,0,,,M,,M,0.2,,,,25,,48,
2014/5/19,2014,5,19,,16.3,,4.1,,10.2,,7.8,,0,,,M,,M,3.8,,,,29,,44,
2014/5/20,2014,5,20,,13.7,,2.8,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2014/5/21,2014,5,21,,22.8,,5.4,,14.1,,3.9,,0,,,M,,M,0,,,,19,,48,
2014/5/22,2014,5,22,,25.4,,8,,16.7,,1.3,,0,,,M,,M,0,,,,24,,43,
2014/5/23,2014,5,23,,27.5,,9.5,,18.5,,0,,0.5,,,M,,M,0,,,,21,,44,
2014/5/24,2014,5,24,,22.8,,9.6,,16.2,,1.8,,0,,,M,,M,0,,,,31,,48,
2014/5/25,2014,5,25,,23,,8.1,,15.6,,2.4,,0,,,M,,M,0,,,,23,,41,
2014/5/26,2014,5,26,,22.6,,8.8,,15.7,,2.3,,0,,,M,,M,1.2,,,,25,,50,
2014/5/27,2014,5,27,,21.2,,4.8,,13,,5,,0,,,M,,M,0,,,,23,,61,
2014/5/28,2014,5,28,,25.6,,9.9,,17.8,,0.2,,0,,,M,,M,0,,,,29,,54,
2014/5/29,2014,5,29,,19.4,,7.2,,13.3,,4.7,,0,,,M,,M,0,,,,24,,67,
2014/5/30,2014,5,30,,22.7,,1.8,,12.3,,5.7,,0,,,M,,M,0,,,,23,,50,
2014/5/31,2014,5,31,,20.8,,9.4,,15.1,,2.9,,0,,,M,,M,1.6,,,,11,,37,
2014/6/1,2014,6,1,,17.9,,6.2,,12.1,,5.9,,0,,,M,,M,0,,,,3,,41,
2014/6/2,2014,6,2,,19.8,,3.4,,11.6,,6.4,,0,,,M,,M,3.2,,,,29,,46,
2014/6/3,2014,6,3,,23.1,,8.2,,15.7,,2.3,,0,,,M,,M,19.6,,,,23,,63,
2014/6/4,2014,6,4,,19.4,,7.3,,13.4,,4.6,,0,,,M,,M,0,,,,31,,35,
2014/6/5,2014,6,5,,14.3,,2.4,,8.4,,9.6,,0,,,M,,M,0.3,,,,32,,59,
2014/6/6,2014,6,6,,12.9,,1.9,,7.4,,10.6,,0,,,M,,M,0,,,,33,,41,
2014/6/7,2014,6,7,,16.1,,3,,9.6,,8.4,,0,,,M,,M,0,,,,29,,54,
2014/6/8,2014,6,8,,19.2,,2.5,,10.9,,7.1,,0,,,M,,M,0,,,,8,,39,
2014/6/9,2014,6,9,,22.3,,5.6,,14,,4,,0,,,M,,M,0.3,,,,28,,83,
2014/6/10,2014,6,10,,18.8,,2.5,,10.7,,7.3,,0,,,M,,M,0.6,,,,31,,52,
2014/6/11,2014,6,11,,,M,4.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2014/6/12,2014,6,12,,,M,5.2,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2014/6/13,2014,6,13,,14.7,,8,,11.4,,6.6,,0,,,M,,M,4.8,,,,13,,39,
2014/6/14,2014,6,14,,11.5,,6.5,,9,,9,,0,,,M,,M,1.7,,,,3,,35,
2014/6/15,2014,6,15,,13.6,,6.5,,10.1,,7.9,,0,,,M,,M,2.1,,,,32,,35,
2014/6/16,2014,6,16,,13.1,,4.4,,8.8,,9.2,,0,,,M,,M,0,,,,,,<31,
2014/6/17,2014,6,17,,14.1,,8,,11.1,,6.9,,0,,,M,,M,18.6,,,,5,,56,
2014/6/18,2014,6,18,,12.4,,6.7,,9.6,,8.4,,0,,,M,,M,3.9,,,,25,,35,
2014/6/19,2014,6,19,,14.4,,4.3,,9.4,,8.6,,0,,,M,,M,3.1,,,,28,,39,
2014/6/20,2014,6,20,,23.8,,6.4,,15.1,,2.9,,0,,,M,,M,0,,,,28,,50,
2014/6/21,2014,6,21,,18.8,,8.2,,13.5,,4.5,,0,,,M,,M,0,,,,29,,54,
2014/6/22,2014,6,22,,21.3,,3.9,,12.6,,5.4,,0,,,M,,M,0,,,,34,,48,
2014/6/23,2014,6,23,,21.3,,7.3,,14.3,,3.7,,0,,,M,,M,0,,,,34,,39,
2014/6/24,2014,6,24,,21.6,,10.4,,16,,2,,0,,,M,,M,0,,,,13,,37,
2014/6/25,2014,6,25,,24.5,,10.6,,17.6,,0.4,,0,,,M,,M,0,,,,28,,39,
2014/6/26,2014,6,26,,17.7,,10.1,,13.9,,4.1,,0,,,M,,M,5.5,,,,4,,35,
2014/6/27,2014,6,27,,19.6,,11.6,,15.6,,2.4,,0,,,M,,M,0,,,,,,<31,
2014/6/28,2014,6,28,,23.2,,9.2,,16.2,,1.8,,0,,,M,,M,2,,,,28,,63,
2014/6/29,2014,6,29,,18.4,,9.3,,13.9,,4.1,,0,,,M,,M,1.2,,,,30,,70,
2014/6/30,2014,6,30,,19.7,,9.8,,14.8,,3.2,,0,,,M,,M,6.4,,,,31,,61,
2014/7/1,2014,7,1,,22.9,,9.3,,16.1,,1.9,,0,,,M,,M,0,,,,1,,39,
2014/7/2,2014,7,2,,24.7,,13.1,,18.9,,0,,0.9,,,M,,M,0,,,,13,,41,
2014/7/3,2014,7,3,,27.1,,11.1,,19.1,,0,,1.1,,,M,,M,0,,,,15,,46,
2014/7/4,2014,7,4,,28.4,,13.5,,21,,0,,3,,,M,,M,0,,,,24,,41,
2014/7/5,2014,7,5,,27.4,,14.2,,20.8,,0,,2.8,,,M,,M,0,,,,29,,57,
2014/7/6,2014,7,6,,27.9,,10.6,,19.3,,0,,1.3,,,M,,M,0,,,,30,,50,
2014/7/7,2014,7,7,,23,,10.6,,16.8,,1.2,,0,,,M,,M,7,,,,31,,57,
2014/7/8,2014,7,8,,24.2,,10.2,,17.2,,0.8,,0,,,M,,M,0,,,,,,<31,
2014/7/9,2014,7,9,,28.2,,11.4,,19.8,,0,,1.8,,,M,,M,0,,,,16,,33,
2014/7/10,2014,7,10,,26.6,,12.7,,19.7,,0,,1.7,,,M,,M,0,,,,2,,50,
2014/7/11,2014,7,11,,22.3,,10.7,,16.5,,1.5,,0,,,M,,M,0,,,,34,,46,
2014/7/12,2014,7,12,,26.6,,9.6,,18.1,,0,,0.1,,,M,,M,0,,,,33,,35,
2014/7/13,2014,7,13,,26.5,,11.2,,18.9,,0,,0.9,,,M,,M,0,,,,33,,44,
2014/7/14,2014,7,14,,22.2,,6.4,,14.3,,3.7,,0,,,M,,M,0,,,,11,,35,
2014/7/15,2014,7,15,,23.7,,8.5,,16.1,,1.9,,0,,,M,,M,0,,,,14,,33,
2014/7/16,2014,7,16,,28,,10.7,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
2014/7/17,2014,7,17,,30.7,,13,,21.9,,0,,3.9,,,M,,M,2,,,,30,,59,
2014/7/18,2014,7,18,,23.4,,11.3,,17.4,,0.6,,0,,,M,,M,0,,,,33,,59,
2014/7/19,2014,7,19,,29.9,,10.4,,20.2,,0,,2.2,,,M,,M,0,,,,27,,74,
2014/7/20,2014,7,20,,25.5,,9.9,,17.7,,0.3,,0,,,M,,M,0,,,,26,,33,
2014/7/21,2014,7,21,,22.6,,10.8,,16.7,,1.3,,0,,,M,,M,4.4,,,,27,,33,
2014/7/22,2014,7,22,,24.6,,8.5,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
2014/7/23,2014,7,23,,28,,13,,20.5,,0,,2.5,,,M,,M,1,,,,4,,57,
2014/7/24,2014,7,24,,23.7,,10.3,,17,,1,,0,,,M,,M,11.1,,,,26,,69,
2014/7/25,2014,7,25,,21.6,,5.5,,13.6,,4.4,,0,,,M,,M,0,,,,26,,74,
2014/7/26,2014,7,26,,19,,8.5,,13.8,,4.2,,0,,,M,,M,0,,,,30,,48,
2014/7/27,2014,7,27,,25.2,,7.7,,16.5,,1.5,,0,,,M,,M,0.3,,,,,,<31,
2014/7/28,2014,7,28,,27.8,,11.8,,19.8,,0,,1.8,,,M,,M,0,,,,,,<31,
2014/7/29,2014,7,29,,29.6,,13.2,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
2014/7/30,2014,7,30,,33.7,,13.7,,23.7,,0,,5.7,,,M,,M,1.3,,,,20,,61,
2014/7/31,2014,7,31,,33.3,,14.8,,24.1,,0,,6.1,,,M,,M,0,,,,15,,46,
2014/8/1,2014,8,1,,28.4,,13.8,,21.1,,0,,3.1,,,M,,M,0,,,,1,,41,
2014/8/2,2014,8,2,,21.5,,12.8,,17.2,,0.8,,0,,,M,,M,11.3,,,,8,,41,
