Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2016/1/12,2016,1,12,,-4.3,,-11.8,,-8.1,,26.1,,0,,,M,,M,0,,11,,27,,35,
2016/1/13,2016,1,13,,0,,-7.1,,-3.6,,21.6,,0,,,M,,M,0,,11,,,,<31,
2016/1/14,2016,1,14,,0.8,,-5.9,,-2.6,,20.6,,0,,,M,,M,0,,11,,32,,57,
2016/1/15,2016,1,15,,-4.9,,-18.8,,-11.9,,29.9,,0,,,M,,M,0.2,,10,,34,,39,
2016/1/16,2016,1,16,,-17.3,,-24.8,,-21.1,,39.1,,0,,,M,,M,0.2,,10,,,,<31,
2016/1/17,2016,1,17,,-15.9,,-26.3,,-21.1,,39.1,,0,,,M,,M,0,,10,,,,<31,
2016/1/18,2016,1,18,,-5.7,,-19.3,,-12.5,,30.5,,0,,,M,,M,0,,10,,,,<31,
2016/1/19,2016,1,19,,-3.9,,-11.5,,-7.7,,25.7,,0,,,M,,M,0,,11,,,,<31,
2016/1/20,2016,1,20,,-1.6,,-11,,-6.3,,24.3,,0,,,M,,M,0.5,,10,,,,<31,
2016/1/21,2016,1,21,,-7.4,,-16.2,,-11.8,,29.8,,0,,,M,,M,0,,10,,,,<31,
2016/1/22,2016,1,22,,2,,-8.5,,-3.3,,21.3,,0,,,M,,M,0,,11,,24,,43,
2016/1/23,2016,1,23,,2.3,,-5.8,,-1.8,,19.8,,0,,,M,,M,0,,11,,24,,46,
2016/1/24,2016,1,24,,-0.9,,-5.7,,-3.3,,21.3,,0,,,M,,M,1.1,,12,,31,,35,
2016/1/25,2016,1,25,,-4.3,,-13.1,,-8.7,,26.7,,0,,,M,,M,0,,13,,32,,39,
2016/1/26,2016,1,26,,3,,-12.4,,-4.7,,22.7,,0,,,M,,M,0,,13,,26,,67,
2016/1/27,2016,1,27,,4.8,,-5.4,,-0.3,,18.3,,0,,,M,,M,0,,11,,28,,69,
2016/1/28,2016,1,28,,5,,-5.1,,-0.1,,18.1,,0,,,M,,M,0,,11,,25,,61,
2016/1/29,2016,1,29,,5.1,,-5.1,,0,,18,,0,,,M,,M,0,,6,,28,,56,
2016/1/30,2016,1,30,,1.9,,-6.6,,-2.4,,20.4,,0,,,M,,M,0,,5,,,,<31,
2016/1/31,2016,1,31,,-1.3,,-7.6,,-4.5,,22.5,,0,,,M,,M,0,,5,,,,<31,
2016/2/1,2016,2,1,,-2.1,,-9.5,,-5.8,,23.8,,0,,,M,,M,0,,5,,,,<31,
2016/2/2,2016,2,2,,-3.7,,-7.7,,-5.7,,23.7,,0,,,M,,M,0.2,,4,,33,,33,
2016/2/3,2016,2,3,,-5,,-12.9,,-9,,27,,0,,,M,,M,0,,4,,33,,33,
2016/2/4,2016,2,4,,-2.6,,-13.4,,-8,,26,,0,,,M,,M,0,,4,,23,,33,
2016/2/5,2016,2,5,,1.9,,-10.9,,-4.5,,22.5,,0,,,M,,M,0,,4,,25,,50,
2016/2/6,2016,2,6,,4.5,,-2.3,,1.1,,16.9,,0,,,M,,M,0.9,,4,,32,,98,
2016/2/7,2016,2,7,,0.6,,-10.6,,-5,,23,,0,,,M,,M,0,,2,,31,,70,
2016/2/8,2016,2,8,,6.9,,-10.8,,-2,,20,,0,,,M,,M,0,,3,,,,<31,
2016/2/9,2016,2,9,,8,,-3.4,,2.3,,15.7,,0,,,M,,M,0,,3,,,,<31,
2016/2/10,2016,2,10,,7.3,,-2.3,,2.5,,15.5,,0,,,M,,M,0,,1,,33,,44,
2016/2/11,2016,2,11,,-0.3,,-2.5,,-1.4,,19.4,,0,,,M,,M,0,,0,T,33,,43,
2016/2/12,2016,2,12,,-1.5,,-8.8,,-5.2,,23.2,,0,,,M,,M,1.5,,1,,,,<31,
2016/2/13,2016,2,13,,-0.1,,-8.3,,-4.2,,22.2,,0,,,M,,M,0,,2,,30,,59,
2016/2/14,2016,2,14,,5.5,,-5.5,,0,,18,,0,,,M,,M,0,,2,,29,,41,
2016/2/15,2016,2,15,,3.6,,-5,,-0.7,,18.7,,0,,,M,,M,0.5,,2,,31,,63,
2016/2/16,2016,2,16,,5.5,,-5.5,,0,,18,,0,,,M,,M,1.2,,1,,32,,37,
2016/2/17,2016,2,17,,5.9,,-4,,1,,17,,0,,,M,,M,0,,1,,,,<31,
2016/2/18,2016,2,18,,8.1,,-2.9,,2.6,,15.4,,0,,,M,,M,0,,1,,25,,57,
2016/2/19,2016,2,19,,1.6,,-2.9,,-0.7,,18.7,,0,,,M,,M,1.2,,1,,28,,82,
2016/2/20,2016,2,20,,2.1,,-8.5,,-3.2,,21.2,,0,,,M,,M,0,,1,,33,,57,
2016/2/21,2016,2,21,,3,,-9.5,,-3.3,,21.3,,0,,,M,,M,0,,1,,,,<31,
2016/2/22,2016,2,22,,1.1,,-7.6,,-3.3,,21.3,,0,,,M,,M,0,,1,,31,,56,
2016/2/23,2016,2,23,,3.2,,-5.2,,-1,,19,,0,,,M,,M,0,,1,,31,,39,
2016/2/24,2016,2,24,,1.6,,-7.1,,-2.8,,20.8,,0,,,M,,M,0.3,,0,T,30,,44,
2016/2/25,2016,2,25,,5.9,,-7.4,,-0.8,,18.8,,0,,,M,,M,0,,1,,,,<31,
2016/2/26,2016,2,26,,11.5,,-4.7,,3.4,,14.6,,0,,,M,,M,0,,0,T,25,,43,
2016/2/27,2016,2,27,,10.4,,0.1,,5.3,,12.7,,0,,,M,,M,0,,3,,32,,48,
2016/2/28,2016,2,28,,8,,-6.7,,0.7,,17.3,,0,,,M,,M,0,,3,,31,,52,
2016/2/29,2016,2,29,,-6.7,,-13.3,,-10,,28,,0,,,M,,M,2,,1,,8,,44,
2016/3/1,2016,3,1,,4.1,,-13.4,,-4.7,,22.7,,0,,,M,,M,0,,3,,,,<31,
2016/3/2,2016,3,2,,3.2,,-3.3,,-0.1,,18.1,,0,,,M,,M,2.8,,2,,32,,35,
2016/3/3,2016,3,3,,10.5,,-3.2,,3.7,,14.3,,0,,,M,,M,0,,3,,26,,50,
2016/3/4,2016,3,4,,10.2,,-3.9,,3.2,,14.8,,0,,,M,,M,0.2,,2,,26,,33,
2016/3/5,2016,3,5,,14.7,,-1.2,,6.8,,11.2,,0,,,M,,M,0,,1,,26,,44,
2016/3/6,2016,3,6,,14.8,,-1.5,,6.7,,11.3,,0,,,M,,M,0.2,,0,T,13,,39,
2016/3/7,2016,3,7,,5.5,,-3.2,,1.2,,16.8,,0,,,M,,M,1,,0,T,32,,57,
2016/3/8,2016,3,8,,7.5,,-5.3,,1.1,,16.9,,0,,,M,,M,0,,0,T,23,,33,
2016/3/9,2016,3,9,,8.8,,-5.8,,1.5,,16.5,,0,,,M,,M,0.2,,0,T,26,,32,
2016/3/10,2016,3,10,,17.8,,-2.6,,7.6,,10.4,,0,,,M,,M,0,,0,T,21,,48,
2016/3/11,2016,3,11,,12.1,,-1.2,,5.5,,12.5,,0,,,M,,M,0,,0,T,23,,57,
2016/3/12,2016,3,12,,17.8,,0.6,,9.2,,8.8,,0,,,M,,M,0,,,,22,,35,
2016/3/13,2016,3,13,,10.3,,-1.2,,4.6,,13.4,,0,,,M,,M,0,,0,T,25,,69,
2016/3/14,2016,3,14,,9.9,,-5.3,,2.3,,15.7,,0,,,M,,M,0,,,,29,,63,
2016/3/15,2016,3,15,,2.7,,-3.4,,-0.4,,18.4,,0,,,M,,M,0.7,,,,30,,57,
2016/3/16,2016,3,16,,4.9,,-4.7,,0.1,,17.9,,0,,,M,,M,0.6,,1,,28,,74,
2016/3/17,2016,3,17,,-3.6,,-8.7,,-6.2,,24.2,,0,,,M,,M,0,,0,T,32,,61,
2016/3/18,2016,3,18,,-6.2,,-13.5,,-9.9,,27.9,,0,,,M,,M,0.2,,0,T,32,,48,
2016/3/19,2016,3,19,,5.8,,-14.6,,-4.4,,22.4,,0,,,M,,M,0,,0,T,16,,39,
2016/3/20,2016,3,20,,14.1,,-6.9,,3.6,,14.4,,0,,,M,,M,0,,0,T,,,<31,
2016/3/21,2016,3,21,,14.1,,-0.5,,6.8,,11.2,,0,,,M,,M,,M,0,T,26,,59,
2016/3/22,2016,3,22,,-0.5,,-4.5,,-2.5,,20.5,,0,,,M,,M,0.3,,0,T,34,,48,
2016/3/23,2016,3,23,,8,,-4.6,,1.7,,16.3,,0,,,M,,M,,M,0,T,23,,32,
2016/3/24,2016,3,24,,12,,-4.4,,3.8,,14.2,,0,,,M,,M,,M,0,T,30,,44,
2016/3/25,2016,3,25,,4.7,,-5.9,,-0.6,,18.6,,0,,,M,,M,,M,0,T,5,,33,
2016/3/26,2016,3,26,,9,,-6.5,,1.3,,16.7,,0,,,M,,M,,M,0,T,26,,41,
2016/3/27,2016,3,27,,10.7,,-2.6,,4.1,,13.9,,0,,,M,,M,,M,0,T,,,<31,
2016/3/28,2016,3,28,,7.8,,-0.3,,3.8,,14.2,,0,,,M,,M,,M,0,T,2,,37,
2016/3/29,2016,3,29,,9.2,,-3.1,,3.1,,14.9,,0,,,M,,M,,M,0,T,4,,37,
2016/3/30,2016,3,30,,9.6,,-4.5,,2.6,,15.4,,0,,,M,,M,,M,0,T,36,,57,
2016/3/31,2016,3,31,,5.9,,-2.9,,1.5,,16.5,,0,,,M,,M,,M,0,T,33,,61,
2016/4/1,2016,4,1,,14.7,,-2.6,,6.1,,11.9,,0,,,M,,M,,M,0,T,32,,65,
2016/4/2,2016,4,2,,20.7,,0,,10.4,,7.6,,0,,,M,,M,,M,,,26,,56,
2016/4/3,2016,4,3,,13.1,,1.5,,7.3,,10.7,,0,,,M,,M,,M,,,31,,59,
2016/4/4,2016,4,4,,19.2,,-0.3,,9.5,,8.5,,0,,,M,,M,,M,,,24,,65,
2016/4/5,2016,4,5,,7.9,,-1.6,,3.2,,14.8,,0,,,M,,M,,M,,,32,,80,
2016/4/6,2016,4,6,,,M,-1.6,E,,M,,M,,M,,M,,M,,M,0,T,33,,63,
2016/4/7,2016,4,7,,,M,-4.7,E,,M,,M,,M,,M,,M,,M,0,T,31,,50,
2016/4/8,2016,4,8,,16.6,,-2.1,,7.3,,10.7,,0,,,M,,M,0,,0,T,16,,54,
2016/4/9,2016,4,9,,13.4,,1.4,,7.4,,10.6,,0,,,M,,M,0,,,,30,,83,
2016/4/10,2016,4,10,,6,,-5.4,,0.3,,17.7,,0,,,M,,M,0,,,,32,,52,
2016/4/11,2016,4,11,,14.1,,-9.3,,2.4,,15.6,,0,,,M,,M,0,,,,19,,48,
2016/4/12,2016,4,12,,19.5,,2.3,,10.9,,7.1,,0,,,M,,M,0,,,,24,,39,
2016/4/13,2016,4,13,,14.8,,2,,8.4,,9.6,,0,,,M,,M,4.7,,,,24,,48,
2016/4/14,2016,4,14,,13.5,,-2,,5.8,,12.2,,0,,,M,,M,0,,,,3,,63,
2016/4/15,2016,4,15,,4.9,,-2.4,,1.3,,16.7,,0,,,M,,M,9.8,,,,5,,69,
2016/4/16,2016,4,16,,13.1,,-5.6,,3.8,,14.2,,0,,,M,,M,0,,,,,,<31,
2016/4/17,2016,4,17,,15.4,,-0.7,,7.4,,10.6,,0,,,M,,M,0,,,,,,<31,
2016/4/18,2016,4,18,,17.4,,1.3,,9.4,,8.6,,0,,,M,,M,0,,,,11,,33,
2016/4/19,2016,4,19,,19.9,,1.8,,10.9,,7.1,,0,,,M,,M,0,,,,17,,35,
2016/4/20,2016,4,20,,20.6,,2.3,,11.5,,6.5,,0,,,M,,M,0,,,,2,,48,
2016/4/21,2016,4,21,,19.5,,0.1,,9.8,,8.2,,0,,,M,,M,0,,,,13,,52,
2016/4/22,2016,4,22,,21,,4.6,,12.8,,5.2,,0,,,M,,M,0,,,,8,,46,
2016/4/23,2016,4,23,,13.6,,0.4,,7,,11,,0,,,M,,M,0,,,,6,,61,
2016/4/24,2016,4,24,,0.9,,-2,,-0.6,,18.6,,0,,,M,,M,5.8,,,,7,,41,
2016/4/25,2016,4,25,,-0.2,,-2,,-1.1,,19.1,,0,,,M,,M,22.2,,13,,,,<31,
2016/4/26,2016,4,26,,1.6,,-0.7,,0.5,,17.5,,0,,,M,,M,3.5,,21,,,,<31,
2016/4/27,2016,4,27,,2.8,,-0.1,,1.4,,16.6,,0,,,M,,M,0.7,,10,,6,,32,
2016/4/28,2016,4,28,,10.9,,1.5,,6.2,,11.8,,0,,,M,,M,0,,4,,3,,35,
2016/4/29,2016,4,29,,11,,0.5,,5.8,,12.2,,0,,,M,,M,0,,,,15,,52,
2016/4/30,2016,4,30,,14.4,,3.1,,8.8,,9.2,,0,,,M,,M,0,,,,16,,32,
2016/5/1,2016,5,1,,17.1,,1.9,,9.5,,8.5,,0,,,M,,M,0,,,,26,,39,
2016/5/2,2016,5,2,,22.7,,4.8,,13.8,,4.2,,0,,,M,,M,0,,,,36,,32,
2016/5/3,2016,5,3,,24.6,,7.4,,16,,2,,0,,,M,,M,0,,,,,,<31,
2016/5/4,2016,5,4,,27.4,,8.1,,17.8,,0.2,,0,,,M,,M,0,,,,,,<31,
2016/5/5,2016,5,5,,26.5,,8.4,,17.5,,0.5,,0,,,M,,M,0,,,,36,,63,
2016/5/6,2016,5,6,,18.1,,5.4,,11.8,,6.2,,0,,,M,,M,0.2,,,,11,,57,
2016/5/7,2016,5,7,,21.4,,3.9,,12.7,,5.3,,0,,,M,,M,0,,,,20,,41,
2016/5/8,2016,5,8,,26.5,,7.4,,17,,1,,0,,,M,,M,0,,,,3,,63,
2016/5/9,2016,5,9,,9.3,,2,,5.7,,12.3,,0,,,M,,M,17.3,,,,1,,72,
2016/5/10,2016,5,10,,3.9,,1.1,,2.5,,15.5,,0,,,M,,M,2.4,,,,35,,82,
2016/5/11,2016,5,11,,10.8,,1.8,,6.3,,11.7,,0,,,M,,M,0,,,,33,,54,
2016/5/12,2016,5,12,,7,,-1.9,,2.6,,15.4,,0,,,M,,M,0.2,,,,1,,39,
2016/5/13,2016,5,13,,9,,-3.4,,2.8,,15.2,,0,,,M,,M,0,,,,4,,32,
2016/5/14,2016,5,14,,13.7,,-0.6,,6.6,,11.4,,0,,,M,,M,0,,,,,,<31,
2016/5/15,2016,5,15,,16.1,,0.6,,8.4,,9.6,,0,,,M,,M,0,,,,11,,32,
2016/5/16,2016,5,16,,19.3,,2.7,,11,,7,,0,,,M,,M,0,,,,17,,41,
2016/5/17,2016,5,17,,21.6,,4.9,,13.3,,4.7,,0,,,M,,M,0,,,,19,,63,
2016/5/18,2016,5,18,,23.9,,10.9,,17.4,,0.6,,0,,,M,,M,0,,,,20,,35,
2016/5/19,2016,5,19,,24.7,,8.8,,16.8,,1.2,,0,,,M,,M,1.9,,,,13,,43,
2016/5/20,2016,5,20,,14.2,,9.6,,11.9,,6.1,,0,,,M,,M,1.1,,,,6,,44,
2016/5/21,2016,5,21,,16.6,,5.6,,11.1,,6.9,,0,,,M,,M,3.4,,,,20,,52,
2016/5/22,2016,5,22,,16.6,,3.7,,10.2,,7.8,,0,,,M,,M,0.5,,,,21,,67,
2016/5/23,2016,5,23,,8.9,,3,,6,,12,,0,,,M,,M,8.4,,,,29,,52,
2016/5/24,2016,5,24,,13.1,,3.9,,8.5,,9.5,,0,,,M,,M,3.1,,,,34,,33,
2016/5/25,2016,5,25,,14.2,,3.7,,9,,9,,0,,,M,,M,2.8,,,,9,,32,
2016/5/26,2016,5,26,,16.4,,5.7,,11.1,,6.9,,0,,,M,,M,0.3,,,,6,,37,
2016/5/27,2016,5,27,,19.2,,5,,12.1,,5.9,,0,,,M,,M,0,,,,15,,43,
2016/5/28,2016,5,28,,16,,6.2,,11.1,,6.9,,0,,,M,,M,3.9,,,,30,,48,
2016/5/29,2016,5,29,,20.2,,3.3,,11.8,,6.2,,0,,,M,,M,0,,,,23,,48,
2016/5/30,2016,5,30,,13.4,,7.1,,10.3,,7.7,,0,,,M,,M,0.3,,,,32,,59,
2016/5/31,2016,5,31,,14.9,,6.7,,10.8,,7.2,,0,,,M,,M,0.9,,,,32,,54,
2016/6/1,2016,6,1,,20.2,,3.3,,11.8,,6.2,,0,,,M,,M,0,,,,19,,41,
2016/6/2,2016,6,2,,23.2,,7.3,,15.3,,2.7,,0,,,M,,M,0,,,,25,,59,
2016/6/3,2016,6,3,,21.2,,8.4,,14.8,,3.2,,0,,,M,,M,0,,,,27,,54,
2016/6/4,2016,6,4,,26.4,,7.8,,17.1,,0.9,,0,,,M,,M,0,,,,28,,43,
2016/6/5,2016,6,5,,23.3,,11.9,,17.6,,0.4,,0,,,M,,M,0,,,,1,,39,
2016/6/6,2016,6,6,,24.2,,8.8,,16.5,,1.5,,0,,,M,,M,0,,,,16,,39,
2016/6/7,2016,6,7,,30,,9.5,,19.8,,0,,1.8,,,M,,M,0.4,,,,22,,46,
2016/6/8,2016,6,8,,29.6,,12.3,,21,,0,,3,,,M,,M,0,,,,31,,78,
2016/6/9,2016,6,9,,25,,10.5,,17.8,,0.2,,0,,,M,,M,2.8,,,,28,,57,
2016/6/10,2016,6,10,,23.2,,7.3,,15.3,,2.7,,0,,,M,,M,0,,,,5,,46,
2016/6/11,2016,6,11,,16.2,,8.9,,12.6,,5.4,,0,,,M,,M,12.2,,,,6,,50,
2016/6/12,2016,6,12,,20.5,,6.8,,13.7,,4.3,,0,,,M,,M,0.6,,,,24,,59,
2016/6/13,2016,6,13,,24,,5.4,,14.7,,3.3,,0,,,M,,M,0,,,,22,,44,
2016/6/14,2016,6,14,,25.4,,7.7,,16.6,,1.4,,0,,,M,,M,13.2,,,,26,,59,
2016/6/15,2016,6,15,,18.2,,2.2,,10.2,,7.8,,0,,,M,,M,0.3,,,,19,,50,
2016/6/16,2016,6,16,,17.8,,7.4,,12.6,,5.4,,0,,,M,,M,4.4,,,,26,,59,
2016/6/17,2016,6,17,,,M,3,E,,M,,M,,M,,M,,M,,M,,,25,,54,
2016/6/18,2016,6,18,,24.3,,8.3,,16.3,,1.7,,0,,,M,,M,7.8,,,,32,,63,
2016/6/19,2016,6,19,,18,,7.5,,12.8,,5.2,,0,,,M,,M,0.2,,,,26,,83,
2016/6/20,2016,6,20,,23.3,,6.7,,15,,3,,0,,,M,,M,0,,,,22,,32,
2016/6/21,2016,6,21,,23.7,,9.5,,16.6,,1.4,,0,,,M,,M,21.3,,,,25,,82,
2016/6/22,2016,6,22,,21.8,,6.3,,14.1,,3.9,,0,,,M,,M,0,,,,,,<31,
2016/6/23,2016,6,23,,26.4,,11.1,,18.8,,0,,0.8,,,M,,M,8.4,,,,16,,61,
2016/6/24,2016,6,24,,19,,9.5,,14.3,,3.7,,0,,,M,,M,1,,,,24,,52,
2016/6/25,2016,6,25,,16.5,,5.7,,11.1,,6.9,,0,,,M,,M,2.6,,,,31,,57,
2016/6/26,2016,6,26,,19.2,,8.9,,14.1,,3.9,,0,,,M,,M,0.2,,,,32,,52,
2016/6/27,2016,6,27,,23,,7.4,,15.2,,2.8,,0,,,M,,M,0,,,,,,<31,
2016/6/28,2016,6,28,,24.4,,11.9,,18.2,,0,,0.2,,,M,,M,0,,,,,,<31,
2016/6/29,2016,6,29,,24,,12.1,,18.1,,0,,0.1,,,M,,M,3.9,,,,25,,50,
2016/6/30,2016,6,30,,24.3,,11.4,,17.9,,0.1,,0,,,M,,M,8.7,,,,30,,72,
2016/7/1,2016,7,1,,23.4,,12.9,,18.2,,0,,0.2,,,M,,M,2.9,,,,14,,32,
2016/7/2,2016,7,2,,25.7,,13.8,,19.8,,0,,1.8,,,M,,M,5.7,,,,11,,33,
2016/7/3,2016,7,3,,26.5,,14.4,,20.5,,0,,2.5,,,M,,M,0,,,,27,,41,
2016/7/4,2016,7,4,,21.5,,9.3,,15.4,,2.6,,0,,,M,,M,0.2,,,,33,,37,
2016/7/5,2016,7,5,,20.9,,7.1,,14,,4,,0,,,M,,M,0,,,,27,,35,
2016/7/6,2016,7,6,,17.6,,7.7,,12.7,,5.3,,0,,,M,,M,2.4,,,,24,,39,
2016/7/7,2016,7,7,,22,,7,,14.5,,3.5,,0,,,M,,M,0,,,,27,,37,
2016/7/8,2016,7,8,,21.6,,11.3,,16.5,,1.5,,0,,,M,,M,0,,,,,,<31,
2016/7/9,2016,7,9,,25.4,,11.1,,18.3,,0,,0.3,,,M,,M,0,,,,21,,33,
2016/7/10,2016,7,10,,21.2,,10.4,,15.8,,2.2,,0,,,M,,M,6.9,,,,6,,33,
2016/7/11,2016,7,11,,17.4,,12.1,,14.8,,3.2,,0,,,M,,M,11.2,,,,32,,59,
2016/7/12,2016,7,12,,20.5,,12.3,,16.4,,1.6,,0,,,M,,M,8.2,,,,30,,52,
2016/7/13,2016,7,13,,21.5,,11.7,,16.6,,1.4,,0,,,M,,M,0,,,,32,,46,
2016/7/14,2016,7,14,,18.2,,11,,14.6,,3.4,,0,,,M,,M,0.7,,,,,,<31,
2016/7/15,2016,7,15,,21.7,,9.4,,15.6,,2.4,,0,,,M,,M,0,,,,12,,35,
2016/7/16,2016,7,16,,16.7,,9.6,,13.2,,4.8,,0,,,M,,M,8.5,,,,33,,44,
2016/7/17,2016,7,17,,22.5,,7.6,,15.1,,2.9,,0,,,M,,M,0,,,,,,<31,
2016/7/18,2016,7,18,,25.1,,11,,18.1,,0,,0.1,,,M,,M,0,,,,13,,39,
2016/7/19,2016,7,19,,29.7,,14.6,,22.2,,0,,4.2,,,M,,M,3,,,,20,,65,
2016/7/20,2016,7,20,,27,,11.7,,19.4,,0,,1.4,,,M,,M,2.6,,,,28,,50,
2016/7/21,2016,7,21,,27.7,,8.6,,18.2,,0,,0.2,,,M,,M,0.3,,,,30,,46,
2016/7/22,2016,7,22,,29.4,,13.6,,21.5,,0,,3.5,,,M,,M,0.8,,,,29,,61,
2016/7/23,2016,7,23,,22.6,,8.9,,15.8,,2.2,,0,,,M,,M,0,,,,31,,48,
2016/7/24,2016,7,24,,27.1,,9.6,,18.4,,0,,0.4,,,M,,M,0,,,,23,,33,
2016/7/25,2016,7,25,,26.2,,11.1,,18.7,,0,,0.7,,,M,,M,0,,,,5,,33,
2016/7/26,2016,7,26,,23.6,,14.4,,19,,0,,1,,,M,,M,14.3,,,,24,,48,
2016/7/27,2016,7,27,,22.5,,14.2,,18.4,,0,,0.4,,,M,,M,9.4,,,,2,,35,
2016/7/28,2016,7,28,,24.3,,12.5,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2016/7/29,2016,7,29,,25.2,,14.2,,19.7,,0,,1.7,,,M,,M,0.3,,,,4,,32,
2016/7/30,2016,7,30,,27.1,,13.4,,20.3,,0,,2.3,,,M,,M,1.1,,,,14,,46,
2016/7/31,2016,7,31,,22.8,,8.8,,15.8,,2.2,,0,,,M,,M,0.5,,,,33,,57,
2016/8/1,2016,8,1,,22.4,,7.5,,15,,3,,0,,,M,,M,0,,,,28,,41,
2016/8/2,2016,8,2,,28.2,,9.4,,18.8,,0,,0.8,,,M,,M,0,,,,12,,41,
