Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2001/2/10,2001,2,10,,-11.6,,-17.3,,-14.5,,32.5,,0,,,,,,,,,,,,,
2001/2/11,2001,2,11,,-11.3,,-18.7,,-15,,33,,0,,,,,,,,,,,,,
2001/2/12,2001,2,12,,-11.8,,-17.3,,-14.6,,32.6,,0,,,,,,,,,,,,,
2001/2/13,2001,2,13,,-15.3,,-23.4,,-19.4,,37.4,,0,,,,,,,,,,,,,
2001/2/14,2001,2,14,,-9,,-24,,-16.5,,34.5,,0,,,,,,,,,,,,,
2001/2/15,2001,2,15,,-12.2,,-23.2,,-17.7,,35.7,,0,,,,,,,,,,,,,
2001/2/16,2001,2,16,,-15.7,,-25.2,,-20.5,,38.5,,0,,,,,,,,,,,,,
2001/2/17,2001,2,17,,-13.8,,-23.4,,-18.6,,36.6,,0,,,,,,,,,,,,,
2001/2/18,2001,2,18,,-2.7,,-16.3,,-9.5,,27.5,,0,,,,,,,,,,,,,
2001/2/19,2001,2,19,,-9.5,,-17.4,,-13.5,,31.5,,0,,,,,,,,,,,,,
2001/2/20,2001,2,20,,-11.5,,-21.4,,-16.5,,34.5,,0,,,,,,,,,,,,,
2001/2/21,2001,2,21,,-5.9,,-11.6,,-8.8,,26.8,,0,,,,,,,,,,,,,
2001/2/22,2001,2,22,,-7.8,,-15.7,,-11.8,,29.8,,0,,,,,,,,,,,,,
2001/2/23,2001,2,23,,-5.4,,-14.7,,-10.1,,28.1,,0,,,,,,,,,,,,,
2001/2/24,2001,2,24,,-9.9,,-16.1,,-13,,31,,0,,,,,,,,,,,,,
2001/2/25,2001,2,25,,-16.1,,-26.2,,-21.2,,39.2,,0,,,,,,,,,,,,,
2001/2/26,2001,2,26,,-15,,-25.1,,-20.1,,38.1,,0,,,,,,,,,,,,,
2001/2/27,2001,2,27,,-13.3,,-23.6,,-18.5,,36.5,,0,,,,,,,,,,,,,
2001/2/28,2001,2,28,,-4.4,,-13.7,,-9.1,,27.1,,0,,,,,,,,,,,,,
2001/3/1,2001,3,1,,0.2,,-7.7,,-3.8,,21.8,,0,,0,,0,,0,,,,,,,
2001/3/2,2001,3,2,,1.1,,-6.3,,-2.6,,20.6,,0,,0,,0,,0,,,,,,,
2001/3/3,2001,3,3,,1.9,,-8.1,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
2001/3/4,2001,3,4,,1.8,,-6.5,,-2.4,,20.4,,0,,0,,0,,0,,,,,,,
2001/3/5,2001,3,5,,-0.6,,-6.2,,-3.4,,21.4,,0,,0,,0,,0,,,,,,,
2001/3/6,2001,3,6,,3.1,,-6.1,,-1.5,,19.5,,0,,0,,0,,0,,,,,,,
2001/3/7,2001,3,7,,4.5,,-6.9,,-1.2,,19.2,,0,,0,,0,,0,,,,,,,
2001/3/8,2001,3,8,,3.7,,-2.6,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
2001/3/9,2001,3,9,,-0.4,,-7.9,,-4.2,,22.2,,0,,0,,,M,,M,,,,,,
2001/3/10,2001,3,10,,0.4,,-11,,-5.3,,23.3,,0,,0,,0,,0,,,,,,,
2001/3/11,2001,3,11,,2.6,,-6,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
2001/3/12,2001,3,12,,5.5,,-1.9,,1.8,,16.2,,0,,0,,0,,0,,,,,,,
2001/3/13,2001,3,13,,7.9,,-3.4,,2.3,,15.7,,0,,0,,0,,0,,,,,,,
2001/3/14,2001,3,14,,0.9,,-5.6,,-2.4,,20.4,,0,,0,,,M,,M,,,,,,
2001/3/15,2001,3,15,,1.4,,-9,,-3.8,,21.8,,0,,0,,0,,0,,,,,,,
2001/3/16,2001,3,16,,4.6,,-6.5,,-1,,19,,0,,0,,0,,0,,,,,,,
2001/3/17,2001,3,17,,4.7,,-4.1,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
2001/3/18,2001,3,18,,6.8,,-5,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
2001/3/19,2001,3,19,,13.2,,-4.7,,4.3,,13.7,,0,,0,,0,,0,,,,,,,
2001/3/20,2001,3,20,,7.7,,-5.3,,1.2,,16.8,,0,,0,,0,,0,,,,,,,
2001/3/21,2001,3,21,,0.6,,-6.2,,-2.8,,20.8,,0,,0,,0,,0,,,,,,,
2001/3/22,2001,3,22,,-4.3,,-8.6,,-6.5,,24.5,,0,,0,,0,,0,,,,,,,
2001/3/23,2001,3,23,,-8.6,,-14.5,,-11.6,,29.6,,0,,0,,0,,0,,,,,,,
2001/3/24,2001,3,24,,-4.6,,-15.3,,-10,,28,,0,,0,,0,,0,,,,,,,
2001/3/25,2001,3,25,,0.8,,-10.9,,-5.1,,23.1,,0,,0,,0,,0,,,,,,,
2001/3/26,2001,3,26,,9,,-7.5,,0.8,,17.2,,0,,0,,0,,0,,,,,,,
2001/3/27,2001,3,27,,6.2,,-2.1,,2.1,,15.9,,0,,0,,0,,0,,,,,,,
2001/3/28,2001,3,28,,8.7,,-2.4,,3.2,,14.8,,0,,0,,0,,0,,,,,,,
2001/3/29,2001,3,29,,6.1,,-1.2,,2.5,,15.5,,0,,0.4,,0,,0.4,,,,,,,
2001/3/30,2001,3,30,,0,,-5.7,,-2.9,,20.9,,0,,0,,0.4,E,0.4,,,,,,,
2001/3/31,2001,3,31,,4.4,,-8.5,,-2.1,,20.1,,0,,0,,0,,0,,,,,,,
2001/4/1,2001,4,1,,8.3,,-2.7,,2.8,,15.2,,0,,0,,0,,0,,0,,,,,
2001/4/2,2001,4,2,,8.3,,-3.3,,2.5,,15.5,,0,,0.2,,0,,0.2,,0,,,,,
2001/4/3,2001,4,3,,0,,-3.9,,-2,,20,,0,,0,,0,,0,,0,,,,,
2001/4/4,2001,4,4,,1.3,,-3.4,,-1.1,,19.1,,0,,0.4,,0,,0.4,,0,,,,,
2001/4/5,2001,4,5,,7.6,,-5.9,,0.9,,17.1,,0,,0,,0,,0,,0,,,,,
2001/4/6,2001,4,6,,10.3,,-0.8,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
2001/4/7,2001,4,7,,11.1,,-1.2,,5,,13,,0,,0,,0,,0,,0,,,,,
2001/4/8,2001,4,8,,9.2,,-2.6,,3.3,,14.7,,0,,0,,0,,0,,0,,,,,
2001/4/9,2001,4,9,,5.5,,-1.1,,2.2,,15.8,,0,,0.4,,0,,0.4,,0,,,,,
2001/4/10,2001,4,10,,3.6,,-2.5,,0.6,,17.4,,0,,0,,0,,0,,0,,,,,
2001/4/11,2001,4,11,,1.8,,-4.1,,-1.2,,19.2,,0,,0,,0,,0,,0,,,,,
2001/4/12,2001,4,12,,0.3,,-5.8,,-2.8,,20.8,,0,,0,,0.8,E,0.8,,0,,,,,
2001/4/13,2001,4,13,,8,,-5,,1.5,,16.5,,0,,0,,2.2,E,2.2,,0,,,,,
2001/4/14,2001,4,14,,3.2,,-6.4,,-1.6,,19.6,,0,,0,,0,,0,,0,,,,,
2001/4/15,2001,4,15,,-0.9,,-10.3,,-5.6,,23.6,,0,,0,,0,,0,,0,,,,,
2001/4/16,2001,4,16,,4,,-11.1,,-3.6,,21.6,,0,,0,,0,,0,,0,,,,,
2001/4/17,2001,4,17,,15.9,,-5.7,,5.1,,12.9,,0,,0,,0,,0,,0,,,,,
2001/4/18,2001,4,18,,16.1,,-0.5,,7.8,,10.2,,0,,0,,0,,0,,0,,,,,
2001/4/19,2001,4,19,,11.1,,-1,,5.1,,12.9,,0,,0.6,,0,,0.6,,0,,,,,
2001/4/20,2001,4,20,,2.9,,-5.1,,-1.1,,19.1,,0,,0,,0,,0,,0,,,,,
2001/4/21,2001,4,21,,3.3,,-8.2,,-2.5,,20.5,,0,,0,,0,,0,,0,,,,,
2001/4/22,2001,4,22,,12.1,,-2.4,,4.9,,13.1,,0,,0,,0,,0,,0,,,,,
2001/4/23,2001,4,23,,14.1,,-2.5,,5.8,,12.2,,0,,0,,0,,0,,0,,,,,
2001/4/24,2001,4,24,,17.7,,0.6,,9.2,,8.8,,0,,0,,0,,0,,0,,,,,
2001/4/25,2001,4,25,,19.6,,5.8,,12.7,,5.3,,0,,0,,0,,0,,0,,,,,
2001/4/26,2001,4,26,,23,,5.9,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
2001/4/27,2001,4,27,,24.8,,11.1,,18,,0,,0,,0,,0,,0,,0,,,,,
2001/4/28,2001,4,28,,27.1,,8.9,,18,,0,,0,,0.6,,0,,0.6,,0,,,,,
2001/4/29,2001,4,29,,14.3,,3.2,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
2001/4/30,2001,4,30,,14.2,,1.4,,7.8,,10.2,,0,,0,,0,,0,,0,,,,,
2001/5/1,2001,5,1,,11.9,,1.3,,6.6,,11.4,,0,,0,,0,,0,,0,,,,,
2001/5/2,2001,5,2,,10,,-1.2,,4.4,,13.6,,0,,0,,0,,0,,0,,,,,
2001/5/3,2001,5,3,,15,,-2.9,,6.1,,11.9,,0,,0,,0,,0,,0,,,,,
2001/5/4,2001,5,4,,19.6,,2,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
2001/5/5,2001,5,5,,16.6,,2.9,,9.8,,8.2,,0,,0,,0,,0,,0,,,,,
2001/5/6,2001,5,6,,8.7,,-0.6,,4.1,,13.9,,0,,0.2,,0,,0.2,,0,,,,,
2001/5/7,2001,5,7,,16.2,,-1.9,,7.2,,10.8,,0,,0,,0,,0,,0,,,,,
2001/5/8,2001,5,8,,22.6,,2.8,,12.7,,5.3,,0,,0,,0,,0,,0,,,,,
2001/5/9,2001,5,9,,10.7,,4.6,,7.7,,10.3,,0,,0,,0,,0,,0,,,,,
2001/5/10,2001,5,10,,12.9,,0,,6.5,,11.5,,0,,0,,0,,0,,0,,,,,
2001/5/11,2001,5,11,,19.3,,-0.2,,9.6,,8.4,,0,,0,,0,,0,,0,,,,,
2001/5/12,2001,5,12,,26.4,,6.7,,16.6,,1.4,,0,,0,,0,,0,,0,,,,,
2001/5/13,2001,5,13,,27.9,,11.2,,19.6,,0,,1.6,,1,,0,,1,,0,,,,,
2001/5/14,2001,5,14,,23.2,,8.4,,15.8,,2.2,,0,,1,,0,,1,,0,,,,,
2001/5/15,2001,5,15,,17.6,,5.7,,11.7,,6.3,,0,,0,,0,,0,,0,,,,,
2001/5/16,2001,5,16,,15.9,,2.2,,9.1,,8.9,,0,,0,,0,,0,,0,,,,,
2001/5/17,2001,5,17,,17.7,,3.1,,10.4,,7.6,,0,,0,,0,,0,,0,,,,,
2001/5/18,2001,5,18,,17.9,,4.2,,11.1,,6.9,,0,,0,,0,,0,,0,,,,,
2001/5/19,2001,5,19,,13.8,,2.7,,8.3,,9.7,,0,,0.4,,0,,0.4,,0,,,,,
2001/5/20,2001,5,20,,8.6,,-1.8,,3.4,,14.6,,0,,0.4,,0,,0.4,,0,,,,,
2001/5/21,2001,5,21,,16.3,,-2.6,,6.9,,11.1,,0,,0,,0,,0,,0,,,,,
2001/5/22,2001,5,22,,19.3,,4.7,,12,,6,,0,,0,,0,,0,,0,,,,,
2001/5/23,2001,5,23,,22.9,,6.5,,14.7,,3.3,,0,,0,,0,,0,,0,,,,,
2001/5/24,2001,5,24,,26.8,,8.7,,17.8,,0.2,,0,,0.2,,0,,0.2,,0,,,,,
2001/5/25,2001,5,25,,23.9,,7.1,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
2001/5/26,2001,5,26,,21.5,,5.9,,13.7,,4.3,,0,,0,,0,,0,,0,,,,,
2001/5/27,2001,5,27,,23.6,,7.5,,15.6,,2.4,,0,,0,,0,,0,,0,,,,,
2001/5/28,2001,5,28,,26.2,,9.1,,17.7,,0.3,,0,,0,,0,,0,,0,,,,,
2001/5/29,2001,5,29,,16.5,,4.6,,10.6,,7.4,,0,,4.2,,0,,4.2,,0,,,,,
2001/5/30,2001,5,30,,18.9,,0.4,,9.7,,8.3,,0,,0,,0,,0,,0,,,,,
2001/5/31,2001,5,31,,19.2,,5,,12.1,,5.9,,0,,0,,0,,0,,0,,,,,
2001/6/1,2001,6,1,,18.9,,3.4,,11.2,,6.8,,0,,0,,0,,0,,0,,,,,
2001/6/2,2001,6,2,,17.6,,7,,12.3,,5.7,,0,,4.2,,0,,4.2,,0,,,,,
2001/6/3,2001,6,3,,12.4,,7.7,,10.1,,7.9,,0,,23.8,,0,,23.8,,0,,,,,
2001/6/4,2001,6,4,,9.8,,7.7,,8.8,,9.2,,0,,2.6,,0,,2.6,,0,,,,,
2001/6/5,2001,6,5,,10.3,,6.6,,8.5,,9.5,,0,,8.6,,0,,8.6,,0,,,,,
2001/6/6,2001,6,6,,13,,7.6,,10.3,,7.7,,0,,7.6,,0,,7.6,,0,,,,,
2001/6/7,2001,6,7,,19.2,,6.4,,12.8,,5.2,,0,,0,,0,,0,,0,,,,,
2001/6/8,2001,6,8,,21.4,,8.3,,14.9,,3.1,,0,,0,,0,,0,,0,,,,,
2001/6/9,2001,6,9,,22.4,,11.9,,17.2,,0.8,,0,,0,,0,,0,,0,,,,,
2001/6/10,2001,6,10,,20.2,,6.9,,13.6,,4.4,,0,,0,,0,,0,,0,,,,,
2001/6/11,2001,6,11,,18.6,,5,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
2001/6/12,2001,6,12,,14.2,,6.7,,10.5,,7.5,,0,,0.4,,0,,0.4,,0,,,,,
2001/6/13,2001,6,13,,14,,7.5,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
2001/6/14,2001,6,14,,15.8,,6,,10.9,,7.1,,0,,9.6,,0,,9.6,,0,,,,,
2001/6/15,2001,6,15,,15.2,,8.5,,11.9,,6.1,,0,,13.8,,0,,13.8,,0,,,,,
2001/6/16,2001,6,16,,17,,7.2,,12.1,,5.9,,0,,1,,0,,1,,0,,,,,
2001/6/17,2001,6,17,,18.2,,7.5,,12.9,,5.1,,0,,0,,0,,0,,0,,,,,
2001/6/18,2001,6,18,,16,,6.8,,11.4,,6.6,,0,,0,,0,,0,,0,,,,,
2001/6/19,2001,6,19,,20.9,,4.1,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
2001/6/20,2001,6,20,,22.4,,10,,16.2,,1.8,,0,,0,,0,,0,,0,,,,,
2001/6/21,2001,6,21,,27.4,,10.7,,19.1,,0,,1.1,,0,,0,,0,,0,,,,,
2001/6/22,2001,6,22,,28.9,,14.5,,21.7,,0,,3.7,,0,,0,,0,,0,,,,,
2001/6/23,2001,6,23,,25.2,,12.3,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
2001/6/24,2001,6,24,,24.1,,15.2,,19.7,,0,,1.7,,0,,0,,0,,0,,,,,
2001/6/25,2001,6,25,,19.1,,9.6,,14.4,,3.6,,0,,1.6,,0,,1.6,,0,,,,,
2001/6/26,2001,6,26,,20.5,,7.8,,14.2,,3.8,,0,,0,,0,,0,,0,,,,,
2001/6/27,2001,6,27,,18.7,,11.1,,14.9,,3.1,,0,,0.2,,0,,0.2,,0,,,,,
2001/6/28,2001,6,28,,25.7,,14.4,,20.1,,0,,2.1,,0,,0,,0,,0,,,,,
2001/6/29,2001,6,29,,23.6,,9.9,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
2001/6/30,2001,6,30,,20.6,,9.3,,15,,3,,0,,0,,0,,0,,0,,,,,
2001/7/1,2001,7,1,,25.2,,10.3,,17.8,,0.2,,0,,2.8,,0,,2.8,,0,,,,,
2001/7/2,2001,7,2,,24.3,,13.4,,18.9,,0,,0.9,,0,,0,,0,,0,,,,,
2001/7/3,2001,7,3,,25.5,,14.2,,19.9,,0,,1.9,,0,,0,,0,,0,,,,,
2001/7/4,2001,7,4,,29.6,,12.9,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
2001/7/5,2001,7,5,,30.8,,13.1,,22,,0,,4,,0,,0,,0,,0,,,,,
2001/7/6,2001,7,6,,26.5,,7.6,,17.1,,0.9,,0,,0,,0,,0,,0,,,,,
2001/7/7,2001,7,7,,28.4,,9.8,,19.1,,0,,1.1,,0,,0,,0,,0,,,,,
2001/7/8,2001,7,8,,30.2,,13.8,,22,,0,,4,,0,,0,,0,,0,,,,,
2001/7/9,2001,7,9,,29.3,,17.9,,23.6,,0,,5.6,,0,,0,,0,,0,,,,,
2001/7/10,2001,7,10,,22.1,,15.1,,18.6,,0,,0.6,,3,,0,,3,,0,,,,,
2001/7/11,2001,7,11,,28.9,,15.3,,22.1,,0,,4.1,,0.2,,0,,0.2,,0,,,,,
2001/7/12,2001,7,12,,21.1,,16.8,,19,,0,,1,,0,,0,,0,,0,,,,,
2001/7/13,2001,7,13,,28,,15,,21.5,,0,,3.5,,0,,0,,0,,0,,,,,
2001/7/14,2001,7,14,,28.9,,13.6,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
2001/7/15,2001,7,15,,27.7,,14.9,,21.3,,0,,3.3,,3.4,,0,,3.4,,0,,,,,
2001/7/16,2001,7,16,,26.4,,13.2,,19.8,,0,,1.8,,0.6,,0,,0.6,,0,,,,,
2001/7/17,2001,7,17,,25.4,,11.4,,18.4,,0,,0.4,,0.2,,0,,0.2,,0,,,,,
2001/7/18,2001,7,18,,24.3,,9.4,,16.9,,1.1,,0,,0,,0,,0,,0,,,,,
2001/7/19,2001,7,19,,22.8,,7.8,,15.3,,2.7,,0,,0.4,,0,,0.4,,0,,,,,
2001/7/20,2001,7,20,,26,,11.2,,18.6,,0,,0.6,,0.4,,0,,0.4,,0,,,,,
2001/7/21,2001,7,21,,27.2,,12.8,,20,,0,,2,,0.8,,0,,0.8,,0,,,,,
2001/7/22,2001,7,22,,20.7,,10.8,,15.8,,2.2,,0,,5.8,,0,,5.8,,0,,,,,
2001/7/23,2001,7,23,,21.2,,10.8,,16,,2,,0,,0,,0,,0,,0,,,,,
2001/7/24,2001,7,24,,27.9,,11,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
2001/7/25,2001,7,25,,24.4,,8.7,,16.6,,1.4,,0,,0,,0,,0,,0,,,,,
2001/7/26,2001,7,26,,23.9,,6.4,,15.2,,2.8,,0,,5.2,,0,,5.2,,0,,,,,
2001/7/27,2001,7,27,,27.2,,9.6,,18.4,,0,,0.4,,1,,0,,1,,0,,,,,
2001/7/28,2001,7,28,,32.7,,13.1,,22.9,,0,,4.9,,0,,0,,0,,0,,,,,
2001/7/29,2001,7,29,,22.3,,8.9,,15.6,,2.4,,0,,0,,0,,0,,0,,,,,
2001/7/30,2001,7,30,,20.2,,8.9,,14.6,,3.4,,0,,0.4,,0,,0.4,,0,,,,,
2001/7/31,2001,7,31,,14.5,,11.5,,13,,5,,0,,8.6,,0,,8.6,,0,,,,,
2001/8/1,2001,8,1,,22.7,,7.6,,15.2,,2.8,,0,,0,,0,,0,,0,,,,,
2001/8/2,2001,8,2,,29.7,,11.9,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
2001/8/3,2001,8,3,,35.2,,14.1,,24.7,,0,,6.7,,0,,0,,0,,0,,,,,
2001/8/4,2001,8,4,,31.6,,16.3,,24,,0,,6,,3.2,,0,,3.2,,0,,,,,
2001/8/5,2001,8,5,,25.8,,12.2,,19,,0,,1,,0,,0,,0,,0,,,,,
2001/8/6,2001,8,6,,31.7,,13.2,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
2001/8/7,2001,8,7,,33.1,,15.9,,24.5,,0,,6.5,,0,,0,,0,,0,,,,,
2001/8/8,2001,8,8,,22.4,,9.8,,16.1,,1.9,,0,,0,,0,,0,,0,,,,,
2001/8/9,2001,8,9,,20.5,,4.6,,12.6,,5.4,,0,,0,,0,,0,,0,,,,,
2001/8/10,2001,8,10,,25.9,,9.1,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
2001/8/11,2001,8,11,,27,,13,,20,,0,,2,,0,,0,,0,,0,,,,,
2001/8/12,2001,8,12,,30.1,,14.5,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
